Entity,Year,SO2 emissions by country (1850-2000) (Clio Infra)
Costa Rica,1850,0.01031475
Costa Rica,1860,0.011839333
Costa Rica,1870,0.014986488
Costa Rica,1880,0.019523322
Costa Rica,1890,0.028508889
Costa Rica,1900,0.04207828
Costa Rica,1910,0.055744453
Costa Rica,1920,0.072989677
Costa Rica,1930,0.084643172
Costa Rica,1940,0.116178424
Costa Rica,1950,2.755919036
Costa Rica,1960,4.721134642
Costa Rica,1970,10.19287706
Costa Rica,1980,15.0131117
Costa Rica,1990,18.18307836
Costa Rica,2000,19.40457462
Cote d'Ivoire,1850,0.130374557
Cote d'Ivoire,1860,0.144951781
Cote d'Ivoire,1870,0.164837224
Cote d'Ivoire,1880,0.193411412
Cote d'Ivoire,1890,0.223542095
Cote d'Ivoire,1900,0.25268389
Cote d'Ivoire,1910,0.249277678
Cote d'Ivoire,1920,0.275753846
Cote d'Ivoire,1930,0.299888244
Cote d'Ivoire,1940,0.318855225
Cote d'Ivoire,1950,0.328562681
Cote d'Ivoire,1960,4.284369771
Cote d'Ivoire,1970,17.77745948
Cote d'Ivoire,1980,20.23100477
Cote d'Ivoire,1990,16.94731875
Cote d'Ivoire,2000,34.37328708
Croatia,1850,0.636841974
Croatia,1860,0.675471098
Croatia,1870,0.748850519
Croatia,1880,0.830940052
Croatia,1890,0.923800818
Croatia,1900,1.037876937
Croatia,1910,1.081345588
Croatia,1920,1.012458829
Croatia,1930,1.805198497
Croatia,1940,1.581350495
Croatia,1950,3.040320928
Croatia,1960,23.51168662
Croatia,1970,103.7063416
Croatia,1980,167.1647576
Croatia,1990,168.709131
Croatia,2000,70.23354981
Cuba,1850,6.709431817
Cuba,1860,0.197261289
Cuba,1870,0.217978411
Cuba,1880,0.229777563
Cuba,1890,0.23947215
Cuba,1900,0.253355284
Cuba,1910,7.855726185
Cuba,1920,14.92586257
Cuba,1930,0.719125143
Cuba,1940,0.842938982
Cuba,1950,54.98281449
Cuba,1960,172.0625337
Cuba,1970,267.0808661
Cuba,1980,300.0629483
Cuba,1990,355.4854441
Cuba,2000,319.8899406
Cyprus,1850,0.020201949
Cyprus,1860,0.022524012
Cyprus,1870,0.022751527
Cyprus,1880,0.022981341
Cyprus,1890,0.140793592
Cyprus,1900,0.272135105
Cyprus,1910,0.506610456
Cyprus,1920,0.136814605
Cyprus,1930,0.401319191
Cyprus,1940,0.510695679
Cyprus,1950,4.873170468
Cyprus,1960,13.96888988
Cyprus,1970,23.43123648
Cyprus,1980,28.00327157
Cyprus,1990,46.00261725
Cyprus,2000,26.16351405
Czech Republic,1850,1.912501894
Czech Republic,1860,4.612199854
Czech Republic,1870,63.74339448
Czech Republic,1880,260.4868777
Czech Republic,1890,452.7002761
Czech Republic,1900,602.4630683
Czech Republic,1910,740.5492028
Czech Republic,1920,625.4853455
Czech Republic,1930,698.1462587
Czech Republic,1940,941.5002488
Czech Republic,1950,1014.464168
Czech Republic,1960,1849.863696
Czech Republic,1970,2532.700687
Czech Republic,1980,2257
Czech Republic,1990,1876
Czech Republic,2000,264.41
Democratic Republic of Congo,1850,0.543973609
Democratic Republic of Congo,1860,0.603058183
Democratic Republic of Congo,1870,0.692259029
Democratic Republic of Congo,1880,0.82114833
Democratic Republic of Congo,1890,0.942838111
Democratic Republic of Congo,1900,1.079371857
Democratic Republic of Congo,1910,1.111677971
Democratic Republic of Congo,1920,1.346347305
Democratic Republic of Congo,1930,109.0783808
Democratic Republic of Congo,1940,119.0442071
Democratic Republic of Congo,1950,214.8472339
Democratic Republic of Congo,1960,296.967894
Democratic Republic of Congo,1970,390.9574483
Democratic Republic of Congo,1980,358.3849895
Democratic Republic of Congo,1990,250.3076453
Democratic Republic of Congo,2000,15.41455963
Denmark,1850,2.480320022
Denmark,1860,3.872094022
Denmark,1870,8.140184153
Denmark,1880,13.09630854
Denmark,1890,20.84175295
Denmark,1900,36.89216957
Denmark,1910,53.23771646
Denmark,1920,51.22531037
Denmark,1930,101.1926753
Denmark,1940,83.14848115
Denmark,1950,181.0979638
Denmark,1960,323.033361
Denmark,1970,600.0166805
Denmark,1980,452.1
Denmark,1990,177.64
Denmark,2000,28.48
Dominican Republic,1850,0.039266814
Dominican Republic,1860,0.049083518
Dominican Republic,1870,0.061354397
Dominican Republic,1880,0.076692996
Dominican Republic,1890,0.0997312
Dominican Republic,1900,0.128979582
Dominican Republic,1910,0.151318497
Dominican Republic,1920,0.192413686
Dominican Republic,1930,0.248001054
Dominican Republic,1940,0.284205501
Dominican Republic,1950,3.637436814
Dominican Republic,1960,10.51697959
Dominican Republic,1970,29.26733502
Dominican Republic,1980,63.34401665
Dominican Republic,1990,66.36947011
Dominican Republic,2000,103.6629987
Ecuador,1850,0.173859044
Ecuador,1860,0.194845706
Ecuador,1870,0.215832367
Ecuador,1880,0.246567902
Ecuador,1890,0.27195844
Ecuador,1900,0.300848306
Ecuador,1910,0.326016511
Ecuador,1920,0.466147907
Ecuador,1930,4.126706487
Ecuador,1940,5.825404287
Ecuador,1950,6.666486038
Ecuador,1960,15.57744963
Ecuador,1970,29.38565041
Ecuador,1980,87.10188817
Ecuador,1990,90.06259334
Ecuador,2000,86.81187493
Egypt,1850,0.471206883
Egypt,1860,0.489831661
Egypt,1870,0.559807612
Egypt,1880,0.639789557
Egypt,1890,0.889351824
Egypt,1900,1.080797344
Egypt,1910,1.059016759
Egypt,1920,7.126001639
Egypt,1930,12.69748182
Egypt,1940,39.31803433
Egypt,1950,108.7919639
Egypt,1960,170.4642899
Egypt,1970,194.965804
Egypt,1980,382.6280973
Egypt,1990,666.6591049
Egypt,2000,559.0498888
El Salvador,1850,0.051480473
El Salvador,1860,0.056905521
El Salvador,1870,0.063222215
El Salvador,1880,0.069727575
El Salvador,1890,0.07721548
El Salvador,1900,0.092371062
El Salvador,1910,0.133846241
El Salvador,1920,0.210078086
El Salvador,1930,0.237971923
El Salvador,1940,0.323128101
El Salvador,1950,3.063755448
El Salvador,1960,6.352002692
El Salvador,1970,13.64491293
El Salvador,1980,13.60955434
El Salvador,1990,15.08590685
El Salvador,2000,31.81426259
Eritrea,1850,0.028127783
Eritrea,1860,0.028364151
Eritrea,1870,0.0297614
Eritrea,1880,0.031227479
Eritrea,1890,0.032765778
Eritrea,1900,0.034379856
Eritrea,1910,0.037180935
Eritrea,1920,0.051051234
Eritrea,1930,0.070037183
Eritrea,1940,0.096008073
Eritrea,1950,0.13151098
Eritrea,1960,0.168097791
Eritrea,1970,0.216816258
Eritrea,1980,0.282018635
Eritrea,1990,0.359771344
Eritrea,2000,6.178279313
Estonia,1850,0.29457502
Estonia,1860,0.310838709
Estonia,1870,0.340541232
Estonia,1880,0.471964344
Estonia,1890,0.994741088
Estonia,1900,2.15006056
Estonia,1910,1.819316516
Estonia,1920,1.005975041
Estonia,1930,2.900315667
Estonia,1940,5.242831755
Estonia,1950,4.496090025
Estonia,1960,203.8305613
Estonia,1970,257.6351512
Estonia,1980,308.4673153
Estonia,1990,256.8837137
Estonia,2000,114.9488682
Finland,1850,2.462524606
Finland,1860,3.118130907
Finland,1870,4.030067823
Finland,1880,4.356634267
Finland,1890,12.93906929
Finland,1900,26.22310727
Finland,1910,54.22836725
Finland,1920,27.09678781
Finland,1930,106.6180803
Finland,1940,107.9524326
Finland,1950,313.5440459
Finland,1960,390.7377319
Finland,1970,591.5736233
Finland,1980,584
Finland,1990,248.7
Finland,2000,80.44
France,1850,97.78857853
France,1860,170.2018443
France,1870,225.4174952
France,1880,342.9078777
France,1890,422.1721842
France,1900,560.7405265
France,1910,736.3563381
France,1920,1004.232872
France,1930,1491.866107
France,1940,879.0603274
France,1950,1574.37834
France,1960,1912.031197
France,1970,3363.515598
France,1980,3211
France,1990,1368.3
France,2000,669.57
Gabon,1850,0.017996804
Gabon,1860,0.018148038
Gabon,1870,0.018961322
Gabon,1880,0.020888002
Gabon,1890,0.024959825
Gabon,1900,0.029336909
Gabon,1910,0.043856131
Gabon,1920,0.068458574
Gabon,1930,0.101147749
Gabon,1940,0.144174251
Gabon,1950,0.200365443
Gabon,1960,2.236355722
Gabon,1970,15.15300756
Gabon,1980,25.01549664
Gabon,1990,33.29509466
Gabon,2000,47.36929952
Georgia,1850,0.849242693
Georgia,1860,0.862154971
Georgia,1870,1.009163893
Georgia,1880,1.373103228
Georgia,1890,2.389569213
Georgia,1900,4.874477615
Georgia,1910,4.563902846
Georgia,1920,2.402177955
Georgia,1930,6.080455359
Georgia,1940,15.29459723
Georgia,1950,16.05601471
Georgia,1960,43.14579236
Georgia,1970,88.85836519
Georgia,1980,139.5412171
Georgia,1990,153.234947
Georgia,2000,13.34844607
Germany,1850,114.9293462
Germany,1860,249.4375434
Germany,1870,463.4916711
Germany,1880,767.5621472
Germany,1890,1225.044892
Germany,1900,1960.123005
Germany,1910,2718.272053
Germany,1920,2681.623524
Germany,1930,3293.086655
Germany,1940,4787.910843
Germany,1950,4071.854776
Germany,1960,6934.144631
Germany,1970,8116.572315
Germany,1980,7514
Germany,1990,5352.06
Germany,2000,636.83
Ghana,1850,0.307698176
Ghana,1860,0.347716842
Ghana,1870,0.395639598
Ghana,1880,0.468309492
Ghana,1890,0.538955134
Ghana,1900,0.595797312
Ghana,1910,0.558409431
Ghana,1920,0.610634905
Ghana,1930,0.661414191
Ghana,1940,0.708079796
Ghana,1950,3.510772251
Ghana,1960,9.401087131
Ghana,1970,16.8965346
Ghana,1980,17.31618557
Ghana,1990,20.02303583
Ghana,2000,32.74697882
Greece,1850,2.550544739
Greece,1860,3.43283826
Greece,1870,6.761559539
Greece,1880,5.42804724
Greece,1890,10.83510061
Greece,1900,20.25031061
Greece,1910,26.5715821
Greece,1920,18.52793697
Greece,1930,44.25473622
Greece,1940,18.2410254
Greece,1950,48.47261155
Greece,1960,109.2790542
Greece,1970,282.1395271
Greece,1980,400
Greece,1990,469.1400301
Greece,2000,492.82
Guatemala,1850,0.085
Guatemala,1860,0.0965
Guatemala,1870,0.108
Guatemala,1880,0.117325
Guatemala,1890,0.1235
Guatemala,1900,0.13
Guatemala,1910,0.169612093
Guatemala,1920,0.21624797
Guatemala,1930,0.271163671
Guatemala,1940,0.375799042
Guatemala,1950,7.877672034
Guatemala,1960,16.51992926
Guatemala,1970,26.44504591
Guatemala,1980,45.74059908
Guatemala,1990,21.00308536
Guatemala,2000,58.49728881
Haiti,1850,0.0938
Haiti,1860,0.1044
Haiti,1870,0.115
Haiti,1880,0.13704108
Haiti,1890,0.169198623
Haiti,1900,0.222311224
Haiti,1910,0.264325405
Haiti,1920,0.318019151
Haiti,1930,0.371380273
Haiti,1940,0.431758079
Haiti,1950,1.813228597
Haiti,1960,3.588774211
Haiti,1970,4.629994071
Haiti,1980,5.488303184
Haiti,1990,7.410845753
Haiti,2000,6.790349944
Honduras,1850,0.035
Honduras,1860,0.03896718
Honduras,1870,0.041964656
Honduras,1880,0.045192706
Honduras,1890,0.048669068
Honduras,1900,0.056506738
Honduras,1910,0.073365847
Honduras,1920,0.099643949
Honduras,1930,0.1508135
Honduras,1940,0.220255682
Honduras,1950,2.799523911
Honduras,1960,5.442902176
Honduras,1970,10.42147938
Honduras,1980,12.8367908
Honduras,1990,16.07795929
Honduras,2000,29.26263368
Hungary,1850,6.199651454
Hungary,1860,18.93903751
Hungary,1870,44.22854573
Hungary,1880,70.11565354
Hungary,1890,124.6161188
Hungary,1900,248.6532859
Hungary,1910,331.540814
Hungary,1920,185.8183518
Hungary,1930,297.3911386
Hungary,1940,462.7020329
Hungary,1950,877.1337236
Hungary,1960,1445.046986
Hungary,1970,1662.380948
Hungary,1980,1633
Hungary,1990,979.8583402
Hungary,2000,488.96
Iceland,1850,0.003931632
Iceland,1860,0.004383544
Iceland,1870,0.004427822
Iceland,1880,0.004472548
Iceland,1890,0.008643247
Iceland,1900,0.017074611
Iceland,1910,0.050724167
Iceland,1920,0.100500328
Iceland,1930,0.209372033
Iceland,1940,1.32533058
Iceland,1950,2.469585209
Iceland,1960,5.990174703
Iceland,1970,7.539353331
Iceland,1980,11
Iceland,1990,18.73362147
Iceland,2000,33.36181019
India,1850,35.01461808
India,1860,39.48661907
India,1870,42.60755886
India,1880,47.60707617
India,1890,63.85900378
India,1900,102.120815
India,1910,161.357228
India,1920,220.6009362
India,1930,280.9094284
India,1940,338.3530697
India,1950,424.6436063
India,1960,701.9323915
India,1970,1114.088347
India,1980,1674.004747
India,1990,3301.688576
India,2000,5362.529636
Indonesia,1850,3.116088721
Indonesia,1860,3.635719933
Indonesia,1870,4.272728558
Indonesia,1880,5.086863561
Indonesia,1890,6.253133415
Indonesia,1900,12.95402147
Indonesia,1910,25.16940658
Indonesia,1920,36.08881379
Indonesia,1930,53.71696509
Indonesia,1940,66.64522815
Indonesia,1950,42.2397139
Indonesia,1960,70.01935876
Indonesia,1970,107.5296546
Indonesia,1980,205.9124044
Indonesia,1990,348.8139845
Indonesia,2000,1011.525894
Iran,1850,1.390042058
Iran,1860,1.678029068
Iran,1870,2.138416798
Iran,1880,2.521835802
Iran,1890,2.856928518
Iran,1900,3.113282415
Iran,1910,2.829417961
Iran,1920,8.873331755
Iran,1930,13.25992697
Iran,1940,31.9451827
Iran,1950,178.2682532
Iran,1960,261.5549193
Iran,1970,501.2134504
Iran,1980,673.1409629
Iran,1990,1213.624463
Iran,2000,1358.811018
Iraq,1850,0.186527032
Iraq,1860,0.199362872
Iraq,1870,0.229559817
Iraq,1880,0.263572389
Iraq,1890,0.301945679
Iraq,1900,0.345302645
Iraq,1910,0.329534113
Iraq,1920,0.390356515
Iraq,1930,4.785448013
Iraq,1940,88.29043361
Iraq,1950,19.89422142
Iraq,1960,81.57933957
Iraq,1970,136.8583607
Iraq,1980,307.5665365
Iraq,1990,386.5067832
Iraq,2000,477.9927085
Ireland,1850,2.44274847
Ireland,1860,2.274231523
Ireland,1870,2.171214575
Ireland,1880,2.086797628
Ireland,1890,1.848222209
Ireland,1900,1.6121273
Ireland,1910,1.334143278
Ireland,1920,1.61556047
Ireland,1930,68.47742752
Ireland,1940,82.13824927
Ireland,1950,75.09922922
Ireland,1960,95.05698068
Ireland,1970,198.0284903
Ireland,1980,222
Ireland,1990,182.59
Ireland,2000,136.88
Israel,1850,0.179315734
Israel,1860,0.189604256
Israel,1870,0.191519451
Israel,1880,0.193453991
Israel,1890,0.195408072
Israel,1900,0.19738189
Israel,1910,0.182697714
Israel,1920,0.187736804
Israel,1930,0.191905834
Israel,1940,0.194713741
Israel,1950,10.91663674
Israel,1960,47.48476761
Israel,1970,122.476552
Israel,1980,161.6966264
Israel,1990,273.1225893
Israel,2000,442.5062947
Italy,1850,4.643786691
Italy,1860,5.278217216
Italy,1870,31.20031247
Italy,1880,55.74204934
Italy,1890,154.9507246
Italy,1900,191.6331065
Italy,1910,285.2991162
Italy,1920,195.0138798
Italy,1930,400.5237249
Italy,1940,460.9588063
Italy,1950,519.3021655
Italy,1960,1433.08256
Italy,1970,3947.267096
Italy,1980,3437
Italy,1990,1793.12
Italy,2000,753.69
Jamaica,1850,0.043424004
Jamaica,1860,0.044597626
Jamaica,1870,0.050543976
Jamaica,1880,0.057283173
Jamaica,1890,0.064920929
Jamaica,1900,0.073577053
Jamaica,1910,0.134656517
Jamaica,1920,0.211748722
Jamaica,1930,0.307657888
Jamaica,1940,0.42612383
Jamaica,1950,0.590259616
Jamaica,1960,19.00562596
Jamaica,1970,61.63618951
Jamaica,1980,79.29250721
Jamaica,1990,98.33504192
Jamaica,2000,113.5426372
Japan,1850,25.06532168
Japan,1860,25.77292494
Japan,1870,26.62416615
Japan,1880,53.54351311
Japan,1890,118.8034349
Japan,1900,260.7612783
Japan,1910,533.1271045
Japan,1920,1081.202238
Japan,1930,1346.651253
Japan,1940,1640.540558
Japan,1950,1099.041811
Japan,1960,2187.561577
Japan,1970,5336.780788
Japan,1980,1317
Japan,1990,974.75
Japan,2000,884.59
Jordan,1850,0.033134251
Jordan,1860,0.03937115
Jordan,1870,0.051834373
