Entity,Year,SO2 emissions by country (1850-2000) (Clio Infra)
United Kingdom,1880,2105.155725
United Kingdom,1890,2565.490416
United Kingdom,1900,3101.880544
United Kingdom,1910,3588.57399
United Kingdom,1920,3864.024525
United Kingdom,1930,3997.400158
United Kingdom,1940,4421.698931
United Kingdom,1950,4642.935067
United Kingdom,1960,5598.128096
United Kingdom,1970,6370.164048
United Kingdom,1980,4775.3
United Kingdom,1990,3709.83
United Kingdom,2000,1196.87
United States,1850,306.8533573
United States,1860,698.5099916
United States,1870,1365.403455
United States,1880,2654.379204
United States,1890,5331.124241
United States,1900,9145.982517
United States,1910,15800.7694
United States,1920,19379.05817
United States,1930,19423.76544
United States,1940,18340.49814
United States,1950,21215.09039
United States,1960,21639.27657
United States,1970,29827.22985
United States,1980,23773.45853
United States,1990,20986.4992
United States,2000,14819.3
Uruguay,1850,0.028124257
Uruguay,1860,0.050602357
Uruguay,1870,0.073080456
Uruguay,1880,0.098861025
Uruguay,1890,0.146160912
Uruguay,1900,0.180729621
Uruguay,1910,0.187246879
Uruguay,1920,0.216867915
Uruguay,1930,0.235763995
Uruguay,1940,0.251331403
Uruguay,1950,21.05061606
Uruguay,1960,42.1489147
Uruguay,1970,54.5047725
Uruguay,1980,53.68903004
Uruguay,1990,28.81995612
Uruguay,2000,30.36402823
Uzbekistan,1850,1.205643525
Uzbekistan,1860,1.246809025
Uzbekistan,1870,1.569648126
Uzbekistan,1880,2.195412973
Uzbekistan,1890,2.982501808
Uzbekistan,1900,5.50271616
Uzbekistan,1910,6.434813445
Uzbekistan,1920,3.242537819
Uzbekistan,1930,21.92579666
Uzbekistan,1940,100.9609735
Uzbekistan,1950,147.5282466
Uzbekistan,1960,429.8596787
Uzbekistan,1970,419.4633494
Uzbekistan,1980,426.3385624
Uzbekistan,1990,361.404422
Uzbekistan,2000,226.5888774
Venezuela,1850,4.124247002
Venezuela,1860,4.172482959
Venezuela,1870,6.144754211
Venezuela,1880,0.437993624
Venezuela,1890,0.595929558
Venezuela,1900,0.845606275
Venezuela,1910,1.418689212
Venezuela,1920,1.337661786
Venezuela,1930,6.352519105
Venezuela,1940,34.65030378
Venezuela,1950,67.25528064
Venezuela,1960,375.854023
Venezuela,1970,354.336971
Venezuela,1980,332.4698953
Venezuela,1990,289.6412608
Venezuela,2000,299.9748437
Vietnam,1850,1.538948632
Vietnam,1860,1.761261577
Vietnam,1870,2.036969646
Vietnam,1880,2.33846156
Vietnam,1890,2.731655087
Vietnam,1900,6.325847386
Vietnam,1910,11.67473831
Vietnam,1920,14.86913844
Vietnam,1930,35.51692454
Vietnam,1940,50.67629647
Vietnam,1950,13.49802355
Vietnam,1960,42.32222491
Vietnam,1970,77.06060005
Vietnam,1980,94.1622867
Vietnam,1990,114.619553
Vietnam,2000,199.8600085
Yemen,1850,0.405019641
Yemen,1860,0.413285348
Yemen,1870,0.421719743
Yemen,1880,0.439956427
Yemen,1890,0.455127338
Yemen,1900,0.470821384
Yemen,1910,0.407861961
Yemen,1920,0.351620707
Yemen,1930,0.285959237
Yemen,1940,0.209123573
Yemen,1950,0.230009012
Yemen,1960,6.830124971
Yemen,1970,5.240100208
Yemen,1980,9.471909696
Yemen,1990,18.27609161
Yemen,2000,337.6352262
Zambia,1850,0.369229081
Zambia,1860,0.372331846
Zambia,1870,0.379930455
Zambia,1880,0.387684138
Zambia,1890,0.395596059
Zambia,1900,0.403669448
Zambia,1910,0.389692888
Zambia,1920,0.44097381
Zambia,1930,32.28085161
Zambia,1940,578.9830822
Zambia,1950,556.9882495
Zambia,1960,1235.841012
Zambia,1970,1541.687155
Zambia,1980,1360.750751
Zambia,1990,605.2040443
Zambia,2000,320.1363065
Zimbabwe,1850,0.159877679
Zimbabwe,1860,0.188918642
Zimbabwe,1870,0.223278703
Zimbabwe,1880,0.263940163
Zimbabwe,1890,0.312068203
Zimbabwe,1900,0.369045185
Zimbabwe,1910,4.698754989
Zimbabwe,1920,14.22951104
Zimbabwe,1930,25.18525513
Zimbabwe,1940,34.4982255
Zimbabwe,1950,62.57015395
Zimbabwe,1960,96.25954172
Zimbabwe,1970,101.4408431
Zimbabwe,1980,136.1970625
Zimbabwe,1990,186.8396172
Zimbabwe,2000,112.018336
