Entity,Year,Universal suffrage to women (OWID based on Paxton et al (2006)),First women in parliament (OWID based on Paxton et al (2006)),10% Share of women in parliament (OWID based on Paxton et al (2006)),20% Share of women in parliament (OWID based on Paxton et al (2006)),30% Share of women in parliament (OWID based on Paxton et al (2006))
Fiji,1999,Yes,Yes,Yes,No,No
Fiji,2000,Yes,Yes,Yes,No,No
Fiji,2001,Yes,Yes,Yes,No,No
Fiji,2002,Yes,Yes,Yes,No,No
Fiji,2003,Yes,Yes,Yes,No,No
Fiji,2004,Yes,Yes,Yes,No,No
Fiji,2005,Yes,Yes,Yes,No,No
Fiji,2006,Yes,Yes,Yes,No,No
Fiji,2007,Yes,Yes,Yes,No,No
Fiji,2008,Yes,Yes,Yes,No,No
Fiji,2009,Yes,Yes,Yes,No,No
Fiji,2010,Yes,Yes,Yes,No,No
Fiji,2011,Yes,Yes,Yes,No,No
Fiji,2012,Yes,Yes,Yes,No,No
Fiji,2013,Yes,Yes,Yes,No,No
Fiji,2014,Yes,Yes,Yes,No,No
Fiji,2015,Yes,Yes,Yes,No,No
Fiji,2016,Yes,Yes,Yes,No,No
Fiji,2017,Yes,Yes,Yes,No,No
Finland,1917,Yes,Yes,No,No,No
Finland,1918,Yes,Yes,No,No,No
Finland,1919,Yes,Yes,No,No,No
Finland,1920,Yes,Yes,No,No,No
Finland,1921,Yes,Yes,No,No,No
Finland,1922,Yes,Yes,No,No,No
Finland,1923,Yes,Yes,No,No,No
Finland,1924,Yes,Yes,No,No,No
Finland,1925,Yes,Yes,No,No,No
Finland,1926,Yes,Yes,No,No,No
Finland,1927,Yes,Yes,No,No,No
Finland,1928,Yes,Yes,No,No,No
Finland,1929,Yes,Yes,No,No,No
Finland,1930,Yes,Yes,No,No,No
Finland,1931,Yes,Yes,No,No,No
Finland,1932,Yes,Yes,No,No,No
Finland,1933,Yes,Yes,No,No,No
Finland,1934,Yes,Yes,No,No,No
Finland,1935,Yes,Yes,No,No,No
Finland,1936,Yes,Yes,No,No,No
Finland,1937,Yes,Yes,No,No,No
Finland,1938,Yes,Yes,No,No,No
Finland,1939,Yes,Yes,No,No,No
Finland,1940,Yes,Yes,No,No,No
Finland,1941,Yes,Yes,No,No,No
Finland,1942,Yes,Yes,No,No,No
Finland,1943,Yes,Yes,No,No,No
Finland,1944,Yes,Yes,No,No,No
Finland,1945,Yes,Yes,No,No,No
Finland,1946,Yes,Yes,No,No,No
Finland,1947,Yes,Yes,No,No,No
Finland,1948,Yes,Yes,No,No,No
Finland,1949,Yes,Yes,No,No,No
Finland,1950,Yes,Yes,No,No,No
Finland,1951,Yes,Yes,No,No,No
Finland,1952,Yes,Yes,No,No,No
Finland,1953,Yes,Yes,No,No,No
Finland,1954,Yes,Yes,Yes,No,No
Finland,1955,Yes,Yes,Yes,No,No
Finland,1956,Yes,Yes,Yes,No,No
Finland,1957,Yes,Yes,Yes,No,No
Finland,1958,Yes,Yes,Yes,No,No
Finland,1959,Yes,Yes,Yes,No,No
Finland,1960,Yes,Yes,Yes,No,No
Finland,1961,Yes,Yes,Yes,No,No
Finland,1962,Yes,Yes,Yes,No,No
Finland,1963,Yes,Yes,Yes,No,No
Finland,1964,Yes,Yes,Yes,No,No
Finland,1965,Yes,Yes,Yes,No,No
Finland,1966,Yes,Yes,Yes,No,No
Finland,1967,Yes,Yes,Yes,No,No
Finland,1968,Yes,Yes,Yes,No,No
Finland,1969,Yes,Yes,Yes,No,No
Finland,1970,Yes,Yes,Yes,No,No
Finland,1971,Yes,Yes,Yes,No,No
Finland,1972,Yes,Yes,Yes,Yes,No
Finland,1973,Yes,Yes,Yes,Yes,No
Finland,1974,Yes,Yes,Yes,Yes,No
Finland,1975,Yes,Yes,Yes,Yes,No
Finland,1976,Yes,Yes,Yes,Yes,No
Finland,1977,Yes,Yes,Yes,Yes,No
Finland,1978,Yes,Yes,Yes,Yes,No
Finland,1979,Yes,Yes,Yes,Yes,No
Finland,1980,Yes,Yes,Yes,Yes,No
Finland,1981,Yes,Yes,Yes,Yes,No
Finland,1982,Yes,Yes,Yes,Yes,No
Finland,1983,Yes,Yes,Yes,Yes,Yes
Finland,1984,Yes,Yes,Yes,Yes,Yes
Finland,1985,Yes,Yes,Yes,Yes,Yes
Finland,1986,Yes,Yes,Yes,Yes,Yes
Finland,1987,Yes,Yes,Yes,Yes,Yes
Finland,1988,Yes,Yes,Yes,Yes,Yes
Finland,1989,Yes,Yes,Yes,Yes,Yes
Finland,1990,Yes,Yes,Yes,Yes,Yes
Finland,1991,Yes,Yes,Yes,Yes,Yes
Finland,1992,Yes,Yes,Yes,Yes,Yes
Finland,1993,Yes,Yes,Yes,Yes,Yes
Finland,1994,Yes,Yes,Yes,Yes,Yes
Finland,1995,Yes,Yes,Yes,Yes,Yes
Finland,1996,Yes,Yes,Yes,Yes,Yes
Finland,1997,Yes,Yes,Yes,Yes,Yes
Finland,1998,Yes,Yes,Yes,Yes,Yes
Finland,1999,Yes,Yes,Yes,Yes,Yes
Finland,2000,Yes,Yes,Yes,Yes,Yes
Finland,2001,Yes,Yes,Yes,Yes,Yes
Finland,2002,Yes,Yes,Yes,Yes,Yes
Finland,2003,Yes,Yes,Yes,Yes,Yes
Finland,2004,Yes,Yes,Yes,Yes,Yes
Finland,2005,Yes,Yes,Yes,Yes,Yes
Finland,2006,Yes,Yes,Yes,Yes,Yes
Finland,2007,Yes,Yes,Yes,Yes,Yes
Finland,2008,Yes,Yes,Yes,Yes,Yes
Finland,2009,Yes,Yes,Yes,Yes,Yes
Finland,2010,Yes,Yes,Yes,Yes,Yes
Finland,2011,Yes,Yes,Yes,Yes,Yes
Finland,2012,Yes,Yes,Yes,Yes,Yes
Finland,2013,Yes,Yes,Yes,Yes,Yes
Finland,2014,Yes,Yes,Yes,Yes,Yes
Finland,2015,Yes,Yes,Yes,Yes,Yes
Finland,2016,Yes,Yes,Yes,Yes,Yes
Finland,2017,Yes,Yes,Yes,Yes,Yes
France,1893,No,No,No,No,No
France,1894,No,No,No,No,No
France,1895,No,No,No,No,No
France,1896,No,No,No,No,No
France,1897,No,No,No,No,No
France,1898,No,No,No,No,No
France,1899,No,No,No,No,No
France,1900,No,No,No,No,No
France,1901,No,No,No,No,No
France,1902,No,No,No,No,No
France,1903,No,No,No,No,No
France,1904,No,No,No,No,No
France,1905,No,No,No,No,No
France,1906,No,No,No,No,No
France,1907,No,No,No,No,No
France,1908,No,No,No,No,No
France,1909,No,No,No,No,No
France,1910,No,No,No,No,No
France,1911,No,No,No,No,No
France,1912,No,No,No,No,No
France,1913,No,No,No,No,No
France,1914,No,No,No,No,No
France,1915,No,No,No,No,No
France,1916,No,No,No,No,No
France,1917,No,No,No,No,No
France,1918,No,No,No,No,No
France,1919,No,No,No,No,No
France,1920,No,No,No,No,No
France,1921,No,No,No,No,No
France,1922,No,No,No,No,No
France,1923,No,No,No,No,No
France,1924,No,No,No,No,No
France,1925,No,No,No,No,No
France,1926,No,No,No,No,No
France,1927,No,No,No,No,No
France,1928,No,No,No,No,No
France,1929,No,No,No,No,No
France,1930,No,No,No,No,No
France,1931,No,No,No,No,No
France,1932,No,No,No,No,No
France,1933,No,No,No,No,No
France,1934,No,No,No,No,No
France,1935,No,No,No,No,No
France,1936,No,No,No,No,No
France,1937,No,No,No,No,No
France,1938,No,No,No,No,No
France,1939,No,No,No,No,No
France,1940,No,No,No,No,No
France,1941,No,No,No,No,No
France,1942,No,No,No,No,No
France,1943,No,No,No,No,No
France,1944,Yes,No,No,No,No
France,1945,Yes,Yes,No,No,No
France,1946,Yes,Yes,No,No,No
France,1947,Yes,Yes,No,No,No
France,1948,Yes,Yes,No,No,No
France,1949,Yes,Yes,No,No,No
France,1950,Yes,Yes,No,No,No
France,1951,Yes,Yes,No,No,No
France,1952,Yes,Yes,No,No,No
France,1953,Yes,Yes,No,No,No
France,1954,Yes,Yes,No,No,No
France,1955,Yes,Yes,No,No,No
France,1956,Yes,Yes,No,No,No
France,1957,Yes,Yes,No,No,No
France,1958,Yes,Yes,No,No,No
France,1959,Yes,Yes,No,No,No
France,1960,Yes,Yes,No,No,No
France,1961,Yes,Yes,No,No,No
France,1962,Yes,Yes,No,No,No
France,1963,Yes,Yes,No,No,No
France,1964,Yes,Yes,No,No,No
France,1965,Yes,Yes,No,No,No
France,1966,Yes,Yes,No,No,No
France,1967,Yes,Yes,No,No,No
France,1968,Yes,Yes,No,No,No
France,1969,Yes,Yes,No,No,No
France,1970,Yes,Yes,No,No,No
France,1971,Yes,Yes,No,No,No
France,1972,Yes,Yes,No,No,No
France,1973,Yes,Yes,No,No,No
France,1974,Yes,Yes,No,No,No
France,1975,Yes,Yes,No,No,No
France,1976,Yes,Yes,No,No,No
France,1977,Yes,Yes,No,No,No
France,1978,Yes,Yes,No,No,No
France,1979,Yes,Yes,No,No,No
France,1980,Yes,Yes,No,No,No
France,1981,Yes,Yes,No,No,No
France,1982,Yes,Yes,No,No,No
France,1983,Yes,Yes,No,No,No
France,1984,Yes,Yes,No,No,No
France,1985,Yes,Yes,No,No,No
France,1986,Yes,Yes,No,No,No
France,1987,Yes,Yes,No,No,No
France,1988,Yes,Yes,No,No,No
France,1989,Yes,Yes,No,No,No
France,1990,Yes,Yes,No,No,No
France,1991,Yes,Yes,No,No,No
France,1992,Yes,Yes,No,No,No
France,1993,Yes,Yes,No,No,No
France,1994,Yes,Yes,No,No,No
France,1995,Yes,Yes,No,No,No
France,1996,Yes,Yes,No,No,No
France,1997,Yes,Yes,Yes,No,No
France,1998,Yes,Yes,Yes,No,No
France,1999,Yes,Yes,Yes,No,No
France,2000,Yes,Yes,Yes,No,No
France,2001,Yes,Yes,Yes,No,No
France,2002,Yes,Yes,Yes,No,No
France,2003,Yes,Yes,Yes,No,No
France,2004,Yes,Yes,Yes,No,No
France,2005,Yes,Yes,Yes,No,No
France,2006,Yes,Yes,Yes,No,No
France,2007,Yes,Yes,Yes,No,No
France,2008,Yes,Yes,Yes,No,No
France,2009,Yes,Yes,Yes,No,No
France,2010,Yes,Yes,Yes,No,No
France,2011,Yes,Yes,Yes,No,No
France,2012,Yes,Yes,Yes,Yes,No
France,2013,Yes,Yes,Yes,Yes,No
France,2014,Yes,Yes,Yes,Yes,No
France,2015,Yes,Yes,Yes,Yes,No
France,2016,Yes,Yes,Yes,Yes,No
France,2017,Yes,Yes,Yes,Yes,Yes
Gabon,1960,Yes,No,No,No,No
Gabon,1961,Yes,Yes,No,No,No
Gabon,1962,Yes,Yes,No,No,No
Gabon,1963,Yes,Yes,No,No,No
Gabon,1964,Yes,Yes,No,No,No
Gabon,1965,Yes,Yes,No,No,No
Gabon,1966,Yes,Yes,No,No,No
Gabon,1967,Yes,Yes,No,No,No
Gabon,1968,Yes,Yes,No,No,No
Gabon,1969,Yes,Yes,No,No,No
Gabon,1970,Yes,Yes,No,No,No
Gabon,1971,Yes,Yes,No,No,No
Gabon,1972,Yes,Yes,No,No,No
Gabon,1973,Yes,Yes,No,No,No
Gabon,1974,Yes,Yes,No,No,No
Gabon,1975,Yes,Yes,No,No,No
Gabon,1976,Yes,Yes,No,No,No
Gabon,1977,Yes,Yes,No,No,No
Gabon,1978,Yes,Yes,No,No,No
Gabon,1979,Yes,Yes,No,No,No
Gabon,1980,Yes,Yes,Yes,No,No
Gabon,1981,Yes,Yes,Yes,No,No
Gabon,1982,Yes,Yes,Yes,No,No
Gabon,1983,Yes,Yes,Yes,No,No
Gabon,1984,Yes,Yes,Yes,No,No
Gabon,1985,Yes,Yes,Yes,No,No
Gabon,1986,Yes,Yes,Yes,No,No
Gabon,1987,Yes,Yes,Yes,No,No
Gabon,1988,Yes,Yes,Yes,No,No
Gabon,1989,Yes,Yes,Yes,No,No
Gabon,1990,Yes,Yes,Yes,No,No
Gabon,1991,Yes,Yes,Yes,No,No
Gabon,1992,Yes,Yes,Yes,No,No
Gabon,1993,Yes,Yes,Yes,No,No
Gabon,1994,Yes,Yes,Yes,No,No
Gabon,1995,Yes,Yes,Yes,No,No
Gabon,1996,Yes,Yes,Yes,No,No
Gabon,1997,Yes,Yes,Yes,No,No
Gabon,1998,Yes,Yes,Yes,No,No
Gabon,1999,Yes,Yes,Yes,No,No
Gabon,2000,Yes,Yes,Yes,No,No
Gabon,2001,Yes,Yes,Yes,No,No
Gabon,2002,Yes,Yes,Yes,No,No
Gabon,2003,Yes,Yes,Yes,No,No
Gabon,2004,Yes,Yes,Yes,No,No
Gabon,2005,Yes,Yes,Yes,No,No
Gabon,2006,Yes,Yes,Yes,No,No
Gabon,2007,Yes,Yes,Yes,No,No
Gabon,2008,Yes,Yes,Yes,No,No
Gabon,2009,Yes,Yes,Yes,No,No
Gabon,2010,Yes,Yes,Yes,No,No
Gabon,2011,Yes,Yes,Yes,No,No
Gabon,2012,Yes,Yes,Yes,No,No
Gabon,2013,Yes,Yes,Yes,No,No
Gabon,2014,Yes,Yes,Yes,No,No
Gabon,2015,Yes,Yes,Yes,No,No
Gabon,2016,Yes,Yes,Yes,No,No
Gabon,2017,Yes,Yes,Yes,No,No
Gambia,1965,Yes,No,No,No,No
Gambia,1966,Yes,No,No,No,No
Gambia,1967,Yes,No,No,No,No
Gambia,1968,Yes,No,No,No,No
Gambia,1969,Yes,No,No,No,No
Gambia,1970,Yes,No,No,No,No
Gambia,1971,Yes,No,No,No,No
Gambia,1972,Yes,No,No,No,No
Gambia,1973,Yes,No,No,No,No
Gambia,1974,Yes,No,No,No,No
Gambia,1975,Yes,No,No,No,No
Gambia,1976,Yes,No,No,No,No
Gambia,1977,Yes,No,No,No,No
Gambia,1978,Yes,No,No,No,No
Gambia,1979,Yes,No,No,No,No
Gambia,1980,Yes,No,No,No,No
Gambia,1981,Yes,No,No,No,No
Gambia,1982,Yes,Yes,No,No,No
Gambia,1983,Yes,Yes,No,No,No
Gambia,1984,Yes,Yes,No,No,No
Gambia,1985,Yes,Yes,No,No,No
Gambia,1986,Yes,Yes,No,No,No
Gambia,1987,Yes,Yes,No,No,No
Gambia,1988,Yes,Yes,No,No,No
Gambia,1989,Yes,Yes,No,No,No
Gambia,1990,Yes,Yes,No,No,No
Gambia,1991,Yes,Yes,No,No,No
Gambia,1992,Yes,Yes,No,No,No
Gambia,1993,Yes,Yes,No,No,No
Gambia,1994,Yes,Yes,No,No,No
Gambia,1995,Yes,Yes,No,No,No
Gambia,1996,Yes,Yes,No,No,No
Gambia,1997,Yes,Yes,No,No,No
Gambia,1998,Yes,Yes,No,No,No
Gambia,1999,Yes,Yes,No,No,No
Gambia,2000,Yes,Yes,No,No,No
Gambia,2001,Yes,Yes,No,No,No
Gambia,2002,Yes,Yes,No,No,No
Gambia,2003,Yes,Yes,No,No,No
Gambia,2004,Yes,Yes,Yes,No,No
Gambia,2005,Yes,Yes,Yes,No,No
Gambia,2006,Yes,Yes,Yes,No,No
Gambia,2007,Yes,Yes,Yes,No,No
Gambia,2008,Yes,Yes,Yes,No,No
Gambia,2009,Yes,Yes,Yes,No,No
Gambia,2010,Yes,Yes,Yes,No,No
Gambia,2011,Yes,Yes,Yes,No,No
Gambia,2012,Yes,Yes,Yes,No,No
Gambia,2013,Yes,Yes,Yes,No,No
Gambia,2014,Yes,Yes,Yes,No,No
Gambia,2015,Yes,Yes,Yes,No,No
Gambia,2016,Yes,Yes,Yes,No,No
Gambia,2017,Yes,Yes,Yes,No,No
Georgia,1991,Yes,Yes,No,No,No
Georgia,1992,Yes,Yes,No,No,No
Georgia,1993,Yes,Yes,No,No,No
Georgia,1994,Yes,Yes,No,No,No
Georgia,1995,Yes,Yes,No,No,No
Georgia,1996,Yes,Yes,No,No,No
Georgia,1997,Yes,Yes,No,No,No
Georgia,1998,Yes,Yes,No,No,No
Georgia,1999,Yes,Yes,No,No,No
Georgia,2000,Yes,Yes,No,No,No
Georgia,2001,Yes,Yes,No,No,No
Georgia,2002,Yes,Yes,No,No,No
Georgia,2003,Yes,Yes,No,No,No
Georgia,2004,Yes,Yes,No,No,No
Georgia,2005,Yes,Yes,No,No,No
Georgia,2006,Yes,Yes,No,No,No
Georgia,2007,Yes,Yes,No,No,No
Georgia,2008,Yes,Yes,No,No,No
Georgia,2009,Yes,Yes,No,No,No
Georgia,2010,Yes,Yes,No,No,No
Georgia,2011,Yes,Yes,No,No,No
Georgia,2012,Yes,Yes,Yes,No,No
Georgia,2013,Yes,Yes,Yes,No,No
Georgia,2014,Yes,Yes,Yes,No,No
Georgia,2015,Yes,Yes,Yes,No,No
Georgia,2016,Yes,Yes,Yes,No,No
Georgia,2017,Yes,Yes,Yes,No,No
Germany,1990,Yes,Yes,Yes,Yes,No
Germany,1991,Yes,Yes,Yes,Yes,No
Germany,1992,Yes,Yes,Yes,Yes,No
Germany,1993,Yes,Yes,Yes,Yes,No
Germany,1994,Yes,Yes,Yes,Yes,No
Germany,1995,Yes,Yes,Yes,Yes,No
Germany,1996,Yes,Yes,Yes,Yes,No
Germany,1997,Yes,Yes,Yes,Yes,No
Germany,1998,Yes,Yes,Yes,Yes,Yes
Germany,1999,Yes,Yes,Yes,Yes,Yes
Germany,2000,Yes,Yes,Yes,Yes,Yes
Germany,2001,Yes,Yes,Yes,Yes,Yes
Germany,2002,Yes,Yes,Yes,Yes,Yes
Germany,2003,Yes,Yes,Yes,Yes,Yes
Germany,2004,Yes,Yes,Yes,Yes,Yes
Germany,2005,Yes,Yes,Yes,Yes,Yes
Germany,2006,Yes,Yes,Yes,Yes,Yes
Germany,2007,Yes,Yes,Yes,Yes,Yes
Germany,2008,Yes,Yes,Yes,Yes,Yes
Germany,2009,Yes,Yes,Yes,Yes,Yes
Germany,2010,Yes,Yes,Yes,Yes,Yes
Germany,2011,Yes,Yes,Yes,Yes,Yes
Germany,2012,Yes,Yes,Yes,Yes,Yes
Germany,2013,Yes,Yes,Yes,Yes,Yes
Germany,2014,Yes,Yes,Yes,Yes,Yes
Germany,2015,Yes,Yes,Yes,Yes,Yes
Germany,2016,Yes,Yes,Yes,Yes,Yes
Germany,2017,Yes,Yes,Yes,Yes,Yes
Germany pre-1949,1893,No,No,No,No,No
Germany pre-1949,1894,No,No,No,No,No
Germany pre-1949,1895,No,No,No,No,No
Germany pre-1949,1896,No,No,No,No,No
Germany pre-1949,1897,No,No,No,No,No
Germany pre-1949,1898,No,No,No,No,No
Germany pre-1949,1899,No,No,No,No,No
Germany pre-1949,1900,No,No,No,No,No
Germany pre-1949,1901,No,No,No,No,No
Germany pre-1949,1902,No,No,No,No,No
Germany pre-1949,1903,No,No,No,No,No
Germany pre-1949,1904,No,No,No,No,No
Germany pre-1949,1905,No,No,No,No,No
Germany pre-1949,1906,No,No,No,No,No
Germany pre-1949,1907,No,No,No,No,No
Germany pre-1949,1908,No,No,No,No,No
Germany pre-1949,1909,No,No,No,No,No
Germany pre-1949,1910,No,No,No,No,No
Germany pre-1949,1911,No,No,No,No,No
Germany pre-1949,1912,No,No,No,No,No
Germany pre-1949,1913,No,No,No,No,No
Germany pre-1949,1914,No,No,No,No,No
Germany pre-1949,1915,No,No,No,No,No
Germany pre-1949,1916,No,No,No,No,No
Germany pre-1949,1917,No,No,No,No,No
Germany pre-1949,1918,Yes,No,No,No,No
Germany pre-1949,1919,Yes,Yes,No,No,No
Germany pre-1949,1920,Yes,Yes,No,No,No
Germany pre-1949,1921,Yes,Yes,No,No,No
Germany pre-1949,1922,Yes,Yes,No,No,No
Germany pre-1949,1923,Yes,Yes,No,No,No
Germany pre-1949,1924,Yes,Yes,No,No,No
Germany pre-1949,1925,Yes,Yes,No,No,No
Germany pre-1949,1926,Yes,Yes,No,No,No
Germany pre-1949,1927,Yes,Yes,No,No,No
Germany pre-1949,1928,Yes,Yes,No,No,No
Germany pre-1949,1929,Yes,Yes,No,No,No
Germany pre-1949,1930,Yes,Yes,No,No,No
Germany pre-1949,1931,Yes,Yes,No,No,No
Germany pre-1949,1932,Yes,Yes,No,No,No
Germany pre-1949,1933,Yes,Yes,No,No,No
Germany pre-1949,1934,Yes,Yes,No,No,No
Germany pre-1949,1935,Yes,Yes,No,No,No
Germany pre-1949,1936,Yes,Yes,No,No,No
Germany pre-1949,1937,Yes,Yes,No,No,No
Germany pre-1949,1938,Yes,Yes,No,No,No
Germany pre-1949,1939,Yes,Yes,No,No,No
Germany pre-1949,1940,Yes,Yes,No,No,No
Germany pre-1949,1941,Yes,Yes,No,No,No
Germany pre-1949,1942,Yes,Yes,No,No,No
Germany pre-1949,1943,Yes,Yes,No,No,No
Germany pre-1949,1944,Yes,Yes,No,No,No
Germany pre-1949,1945,Yes,Yes,No,No,No
Germany pre-1949,1946,Yes,Yes,No,No,No
Germany pre-1949,1947,Yes,Yes,No,No,No
Germany pre-1949,1948,Yes,Yes,No,No,No
Ghana,1957,Yes,No,No,No,No
Ghana,1958,Yes,No,No,No,No
Ghana,1959,Yes,No,No,No,No
Ghana,1960,Yes,Yes,No,No,No
Ghana,1961,Yes,Yes,No,No,No
Ghana,1962,Yes,Yes,No,No,No
Ghana,1963,Yes,Yes,No,No,No
Ghana,1964,Yes,Yes,No,No,No
Ghana,1965,Yes,Yes,No,No,No
Ghana,1966,Yes,Yes,No,No,No
Ghana,1967,Yes,Yes,No,No,No
Ghana,1968,Yes,Yes,No,No,No
Ghana,1969,Yes,Yes,No,No,No
Ghana,1970,Yes,Yes,No,No,No
Ghana,1971,Yes,Yes,No,No,No
Ghana,1972,Yes,Yes,No,No,No
Ghana,1973,Yes,Yes,No,No,No
Ghana,1974,Yes,Yes,No,No,No
Ghana,1975,Yes,Yes,No,No,No
Ghana,1976,Yes,Yes,No,No,No
Ghana,1977,Yes,Yes,No,No,No
Ghana,1978,Yes,Yes,No,No,No
Ghana,1979,Yes,Yes,No,No,No
Ghana,1980,Yes,Yes,No,No,No
Ghana,1981,Yes,Yes,No,No,No
Ghana,1982,Yes,Yes,No,No,No
Ghana,1983,Yes,Yes,No,No,No
Ghana,1984,Yes,Yes,No,No,No
Ghana,1985,Yes,Yes,No,No,No
Ghana,1986,Yes,Yes,No,No,No
Ghana,1987,Yes,Yes,No,No,No
Ghana,1988,Yes,Yes,No,No,No
Ghana,1989,Yes,Yes,No,No,No
Ghana,1990,Yes,Yes,No,No,No
Ghana,1991,Yes,Yes,No,No,No
Ghana,1992,Yes,Yes,No,No,No
Ghana,1993,Yes,Yes,No,No,No
Ghana,1994,Yes,Yes,No,No,No
Ghana,1995,Yes,Yes,No,No,No
Ghana,1996,Yes,Yes,No,No,No
Ghana,1997,Yes,Yes,No,No,No
Ghana,1998,Yes,Yes,No,No,No
Ghana,1999,Yes,Yes,No,No,No
Ghana,2000,Yes,Yes,No,No,No
Ghana,2001,Yes,Yes,No,No,No
Ghana,2002,Yes,Yes,No,No,No
Ghana,2003,Yes,Yes,No,No,No
Ghana,2004,Yes,Yes,Yes,No,No
Ghana,2005,Yes,Yes,Yes,No,No
Ghana,2006,Yes,Yes,Yes,No,No
Ghana,2007,Yes,Yes,Yes,No,No
Ghana,2008,Yes,Yes,Yes,No,No
Ghana,2009,Yes,Yes,Yes,No,No
Ghana,2010,Yes,Yes,Yes,No,No
Ghana,2011,Yes,Yes,Yes,No,No
Ghana,2012,Yes,Yes,Yes,No,No
Ghana,2013,Yes,Yes,Yes,No,No
Ghana,2014,Yes,Yes,Yes,No,No
Ghana,2015,Yes,Yes,Yes,No,No
Ghana,2016,Yes,Yes,Yes,No,No
Ghana,2017,Yes,Yes,Yes,No,No
Greece,1893,No,No,No,No,No
Greece,1894,No,No,No,No,No
Greece,1895,No,No,No,No,No
Greece,1896,No,No,No,No,No
Greece,1897,No,No,No,No,No
Greece,1898,No,No,No,No,No
Greece,1899,No,No,No,No,No
Greece,1900,No,No,No,No,No
Greece,1901,No,No,No,No,No
Greece,1902,No,No,No,No,No
Greece,1903,No,No,No,No,No
Greece,1904,No,No,No,No,No
Greece,1905,No,No,No,No,No
Greece,1906,No,No,No,No,No
Greece,1907,No,No,No,No,No
Greece,1908,No,No,No,No,No
Greece,1909,No,No,No,No,No
Greece,1910,No,No,No,No,No
Greece,1911,No,No,No,No,No
Greece,1912,No,No,No,No,No
Greece,1913,No,No,No,No,No
Greece,1914,No,No,No,No,No
Greece,1915,No,No,No,No,No
Greece,1916,No,No,No,No,No
Greece,1917,No,No,No,No,No
Greece,1918,No,No,No,No,No
Greece,1919,No,No,No,No,No
Greece,1920,No,No,No,No,No
Greece,1921,No,No,No,No,No
Greece,1922,No,No,No,No,No
Greece,1923,No,No,No,No,No
Greece,1924,No,No,No,No,No
Greece,1925,No,No,No,No,No
Greece,1926,No,No,No,No,No
Greece,1927,No,No,No,No,No
Greece,1928,No,No,No,No,No
Greece,1929,No,No,No,No,No
Greece,1930,No,No,No,No,No
Greece,1931,No,No,No,No,No
Greece,1932,No,No,No,No,No
Greece,1933,No,No,No,No,No
Greece,1934,No,No,No,No,No
Greece,1935,No,No,No,No,No
Greece,1936,No,No,No,No,No
Greece,1937,No,No,No,No,No
Greece,1938,No,No,No,No,No
Greece,1939,No,No,No,No,No
Greece,1940,No,No,No,No,No
Greece,1941,No,No,No,No,No
Greece,1942,No,No,No,No,No
Greece,1943,No,No,No,No,No
Greece,1944,No,No,No,No,No
Greece,1945,No,No,No,No,No
Greece,1946,No,No,No,No,No
Greece,1947,No,No,No,No,No
Greece,1948,No,No,No,No,No
Greece,1949,No,No,No,No,No
Greece,1950,No,No,No,No,No
Greece,1951,No,No,No,No,No
Greece,1952,Yes,Yes,No,No,No
Greece,1953,Yes,Yes,No,No,No
Greece,1954,Yes,Yes,No,No,No
Greece,1955,Yes,Yes,No,No,No
Greece,1956,Yes,Yes,No,No,No
Greece,1957,Yes,Yes,No,No,No
Greece,1958,Yes,Yes,No,No,No
Greece,1959,Yes,Yes,No,No,No
Greece,1960,Yes,Yes,No,No,No
Greece,1961,Yes,Yes,No,No,No
Greece,1962,Yes,Yes,No,No,No
Greece,1963,Yes,Yes,No,No,No
Greece,1964,Yes,Yes,No,No,No
Greece,1965,Yes,Yes,No,No,No
Greece,1966,Yes,Yes,No,No,No
Greece,1967,Yes,Yes,No,No,No
Greece,1968,Yes,Yes,No,No,No
Greece,1969,Yes,Yes,No,No,No
Greece,1970,Yes,Yes,No,No,No
Greece,1971,Yes,Yes,No,No,No
Greece,1972,Yes,Yes,No,No,No
Greece,1973,Yes,Yes,No,No,No
Greece,1974,Yes,Yes,No,No,No
Greece,1975,Yes,Yes,No,No,No
Greece,1976,Yes,Yes,No,No,No
Greece,1977,Yes,Yes,No,No,No
Greece,1978,Yes,Yes,No,No,No
Greece,1979,Yes,Yes,No,No,No
Greece,1980,Yes,Yes,No,No,No
Greece,1981,Yes,Yes,No,No,No
Greece,1982,Yes,Yes,No,No,No
Greece,1983,Yes,Yes,No,No,No
Greece,1984,Yes,Yes,No,No,No
Greece,1985,Yes,Yes,No,No,No
Greece,1986,Yes,Yes,No,No,No
Greece,1987,Yes,Yes,No,No,No
Greece,1988,Yes,Yes,No,No,No
Greece,1989,Yes,Yes,No,No,No
Greece,1990,Yes,Yes,No,No,No
Greece,1991,Yes,Yes,No,No,No
Greece,1992,Yes,Yes,No,No,No
Greece,1993,Yes,Yes,No,No,No
Greece,1994,Yes,Yes,No,No,No
Greece,1995,Yes,Yes,No,No,No
Greece,1996,Yes,Yes,No,No,No
Greece,1997,Yes,Yes,No,No,No
Greece,1998,Yes,Yes,No,No,No
Greece,1999,Yes,Yes,No,No,No
Greece,2000,Yes,Yes,No,No,No
Greece,2001,Yes,Yes,No,No,No
Greece,2002,Yes,Yes,No,No,No
Greece,2003,Yes,Yes,No,No,No
Greece,2004,Yes,Yes,Yes,No,No
Greece,2005,Yes,Yes,Yes,No,No
Greece,2006,Yes,Yes,Yes,No,No
Greece,2007,Yes,Yes,Yes,No,No
