Entity,Year,Value of global merchandise imports as a share of GDP (Fouquin and Hugot; CEPII 2016; National data),Value of global merchandise exports as a share of GDP (Fouquin and Hugot; CEPII 2016; National data)
Uganda,1983,14.47561,16.02661
Uganda,1984,8.01256,11.69859
Uganda,1985,8.08942,11.88674
Uganda,1986,9.13828,11.87256
Uganda,1987,8.1755,5.30452
Uganda,1988,7.26228,5.4628
Uganda,1989,8.71391,5.76146
Uganda,1990,13.50946,4.64617
Uganda,1991,12.0931,5.8011
Uganda,1992,13.93004,6.91572
Uganda,1993,14.30647,4.7088
Uganda,1994,15.58772,10.11423
Uganda,1995,15.15089,10.4507
Uganda,1996,13.86366,10.3697
Uganda,1997,12.93128,10.80322
Uganda,1998,12.99948,6.84827
Uganda,1999,13.53606,6.96781
Uganda,2000,15.47087,6.48506
Uganda,2001,17.23053,7.73188
Uganda,2002,17.37605,7.56815
Uganda,2003,21.69885,8.4272
Uganda,2004,21.73994,8.22907
Uganda,2005,22.78719,9.69353
Uganda,2006,25.72014,9.67486
Uganda,2007,28.43141,10.87107
Uganda,2008,31.78441,12.09493
Uganda,2009,23.75729,8.76831
Uganda,2010,23.11161,8.02011
Uganda,2011,27.7891,10.65533
Uganda,2012,26.01099,10.14547
Uganda,2013,23.58805,9.76256
Uganda,2014,21.73826,8.40757
Ukraine,1994,21.52138,20.18626
Ukraine,1995,41.64161,32.03912
Ukraine,1996,39.46804,33.6338
Ukraine,1997,34.12495,28.38203
Ukraine,1998,35.03907,31.27383
Ukraine,1999,37.50456,36.67558
Ukraine,2000,44.63831,47.51725
Ukraine,2001,41.50848,42.78816
Ukraine,2002,41.66899,42.35875
Ukraine,2003,48.05442,48.41346
Ukraine,2004,48.09907,52.00269
Ukraine,2005,46.34681,42.23613
Ukraine,2006,49.64834,37.49749
Ukraine,2007,48.86322,37.39943
Ukraine,2008,52.66208,40.79162
Ukraine,2009,38.78169,38.07083
Ukraine,2010,44.52449,40.52679
Ukraine,2011,50.62948,45.08138
Ukraine,2012,48.16102,42.01038
Ukraine,2013,44.21762,37.04454
Ukraine,2014,44.18585,44.92219
United Arab Emirates,1972,10.34958,24.1674
United Arab Emirates,1973,29.69442,61.6209
United Arab Emirates,1974,22.68399,74.72833
United Arab Emirates,1975,18.7111,44.83973
United Arab Emirates,1976,17.88042,44.71289
United Arab Emirates,1977,20.85135,41.02761
United Arab Emirates,1978,22.64863,41.50327
United Arab Emirates,1979,22.32377,43.71945
United Arab Emirates,1980,19.71915,50.57516
United Arab Emirates,1981,18.98591,44.37411
United Arab Emirates,1982,20.247,40.27227
United Arab Emirates,1983,19.52185,37.71244
United Arab Emirates,1984,16.84656,37.31731
United Arab Emirates,1985,17.05296,38.99757
United Arab Emirates,1986,23.44419,36.46401
United Arab Emirates,1987,24.89901,37.14892
United Arab Emirates,1988,29.9484,36.53936
United Arab Emirates,1989,32.57803,39.73327
United Arab Emirates,1990,28.35387,43.22777
United Arab Emirates,1991,29.79054,45.67412
United Arab Emirates,1992,34.59573,41.90532
United Arab Emirates,1993,37.9764,46.05778
United Arab Emirates,1994,38.29148,44.51998
United Arab Emirates,1995,40.05026,43.14322
United Arab Emirates,1996,38.35871,50.74497
United Arab Emirates,1997,37.10007,51.27247
United Arab Emirates,1998,39.51699,44.7142
United Arab Emirates,1999,42.33051,43.19212
United Arab Emirates,2000,31.35422,47.76358
United Arab Emirates,2001,35.55454,46.86198
United Arab Emirates,2002,38.19549,47.50028
United Arab Emirates,2003,41.83277,53.99032
United Arab Emirates,2004,51.23579,61.5575
United Arab Emirates,2005,59.86977,64.93693
United Arab Emirates,2006,55.34567,65.54867
United Arab Emirates,2007,58.29104,69.25909
United Arab Emirates,2008,65.46961,75.82624
United Arab Emirates,2009,61.44099,75.7255
United Arab Emirates,2010,62.37351,74.81226
United Arab Emirates,2011,62.77607,86.65062
United Arab Emirates,2012,65.00263,93.45806
United Arab Emirates,2013,66.54862,97.88423
United Arab Emirates,2014,67.16663,89.87328
United Kingdom,1827,15.1357,9.57565
United Kingdom,1828,14.82888,9.52361
United Kingdom,1829,14.50387,9.59775
United Kingdom,1830,14.33487,10.078
United Kingdom,1831,16.22381,9.73428
United Kingdom,1832,13.11372,9.11716
United Kingdom,1833,15.28315,10.30121
United Kingdom,1834,15.88884,10.21601
United Kingdom,1835,15.69222,10.9384
United Kingdom,1836,17.54317,11.0788
United Kingdom,1837,14.8623,8.92586
United Kingdom,1838,16.25731,10.16843
United Kingdom,1839,18.01108,10.55275
United Kingdom,1840,18.37587,10.35658
United Kingdom,1841,17.70789,10.89067
United Kingdom,1842,17.41992,10.80765
United Kingdom,1843,16.013,11.79549
United Kingdom,1844,16.54082,12.28507
United Kingdom,1845,17.18079,11.6806
United Kingdom,1846,16.92456,11.20549
United Kingdom,1847,20.27881,10.63688
United Kingdom,1848,17.40382,10.41861
United Kingdom,1849,20.12421,12.62229
United Kingdom,1850,22.01589,15.2615
United Kingdom,1851,23.38784,15.89092
United Kingdom,1852,21.76245,15.45134
United Kingdom,1853,25.60785,17.05465
United Kingdom,1854,23.27827,14.84677
United Kingdom,1855,22.60325,15.07408
United Kingdom,1856,25.32146,16.9984
United Kingdom,1857,28.16508,18.3118
United Kingdom,1858,27.17242,19.24851
United Kingdom,1859,26.64901,19.39191
United Kingdom,1860,29.81994,19.22359
United Kingdom,1861,30.61065,17.6064
United Kingdom,1862,32.48043,17.84481
United Kingdom,1863,30.14524,17.75529
United Kingdom,1864,30.83583,17.9857
United Kingdom,1865,31.26751,19.12266
United Kingdom,1866,32.92178,21.05968
United Kingdom,1867,31.16283,20.4959
United Kingdom,1868,32.32824,19.71287
United Kingdom,1869,31.13577,20.01961
United Kingdom,1870,29.5578,19.45182
United Kingdom,1871,29.20688,19.68597
United Kingdom,1872,29.07377,21.0082
United Kingdom,1873,29.00781,19.9375
United Kingdom,1874,29.09591,18.83648
United Kingdom,1875,30.03213,17.95181
United Kingdom,1876,30.52889,16.32221
United Kingdom,1877,32.43421,16.35691
United Kingdom,1878,31.14865,16.28378
United Kingdom,1879,31.78634,16.76883
United Kingdom,1880,33.76026,18.31691
United Kingdom,1881,31.93886,18.82542
United Kingdom,1882,32.19018,18.82307
United Kingdom,1883,33.22179,18.66148
United Kingdom,1884,31.35048,18.7299
United Kingdom,1885,30.4848,17.51027
United Kingdom,1886,28.53997,17.3491
United Kingdom,1887,28.34116,17.36307
United Kingdom,1888,29.07727,17.5919
United Kingdom,1889,30.36932,17.67756
United Kingdom,1890,29.17476,18.27323
United Kingdom,1891,30.15236,17.11911
United Kingdom,1892,30.1637,16.17082
United Kingdom,1893,28.76956,15.52632
United Kingdom,1894,27.51348,14.55526
United Kingdom,1895,27.39645,14.86522
United Kingdom,1896,28.14013,15.29299
United Kingdom,1897,27.90842,14.49258
United Kingdom,1898,27.59531,13.68915
United Kingdom,1899,26.81039,14.62134
United Kingdom,1900,27.75066,15.44828
United Kingdom,1901,27.57528,14.79134
United Kingdom,1902,27.72298,14.86884
United Kingdom,1903,28.84636,15.45986
United Kingdom,1904,29.29293,15.98618
United Kingdom,1905,28.98922,16.9215
United Kingdom,1906,29.90163,18.47516
United Kingdom,1907,30.56318,20.16091
United Kingdom,1908,29.48782,18.75187
United Kingdom,1909,30.44347,18.4308
United Kingdom,1910,31.69626,20.11215
United Kingdom,1911,30.54333,20.39066
United Kingdom,1912,31.99828,20.93683
United Kingdom,1913,31.76446,21.70248
United Kingdom,1914,28.42105,17.57242
United Kingdom,1915,28.94665,13.07849
United Kingdom,1916,27.62085,14.74374
United Kingdom,1917,24.88775,12.32694
United Kingdom,1918,25.76742,9.81598
United Kingdom,1919,29.65354,14.56236
United Kingdom,1920,32.34477,22.33473
United Kingdom,1921,22.12146,14.33462
United Kingdom,1922,22.50112,16.13953
United Kingdom,1923,25.76869,18.03714
United Kingdom,1924,29.2579,18.34631
United Kingdom,1925,29.2968,17.15617
United Kingdom,1926,28.54449,15.01495
United Kingdom,1927,26.49054,15.41857
United Kingdom,1928,25.99696,15.73386
United Kingdom,1929,26.01876,15.54348
United Kingdom,1930,22.62189,12.36836
United Kingdom,1931,19.95598,9.05005
United Kingdom,1932,16.61615,8.64314
United Kingdom,1933,15.70498,8.5598
United Kingdom,1934,16.19216,8.76688
United Kingdom,1935,16.01695,9.02119
United Kingdom,1936,17.0002,8.83497
United Kingdom,1937,19.26884,9.77503
United Kingdom,1938,16.71211,8.55689
United Kingdom,1939,14.96283,7.4265
United Kingdom,1940,16.03926,6.14228
United Kingdom,1941,13.23203,4.22232
United Kingdom,1942,12.72094,4.12466
United Kingdom,1943,18.68721,3.3439
United Kingdom,1944,23.20432,3.22495
United Kingdom,1945,15.31994,4.38535
United Kingdom,1946,13.05177,9.17636
United Kingdom,1947,16.65893,10.56628
United Kingdom,1948,17.02781,13.21612
United Kingdom,1949,17.58316,13.89015
United Kingdom,1950,19.15573,16.41881
United Kingdom,1951,25.37201,17.55555
United Kingdom,1952,21.05389,16.26845
United Kingdom,1953,19.10673,15.05736
United Kingdom,1954,17.73989,14.45596
United Kingdom,1955,18.72719,14.52595
United Kingdom,1956,17.43032,14.84887
United Kingdom,1957,17.50017,14.72298
United Kingdom,1958,16.03533,14.23986
United Kingdom,1959,16.15988,14.14814
United Kingdom,1960,17.36339,14.29791
United Kingdom,1961,16.00809,14.07796
United Kingdom,1962,15.55347,13.75401
United Kingdom,1963,15.82936,13.96884
United Kingdom,1964,16.85556,13.39878
United Kingdom,1965,15.85136,13.33605
United Kingdom,1966,15.50872,13.65067
United Kingdom,1967,15.89867,12.90547
United Kingdom,1968,18.10727,14.65578
United Kingdom,1969,17.71091,15.54454
United Kingdom,1970,16.62736,14.80785
United Kingdom,1971,16.4071,15.27939
United Kingdom,1972,16.60948,14.55788
United Kingdom,1973,20.44838,16.11454
United Kingdom,1974,26.69017,19.10864
United Kingdom,1975,22.39885,18.42349
United Kingdom,1976,24.03302,19.55527
United Kingdom,1977,24.02302,21.23593
United Kingdom,1978,22.5745,20.19995
United Kingdom,1979,22.68903,19.67099
United Kingdom,1980,20.48561,19.48463
United Kingdom,1981,18.9792,18.91189
United Kingdom,1982,19.33156,18.82679
United Kingdom,1983,20.43083,18.71677
United Kingdom,1984,22.69186,20.4546
United Kingdom,1985,22.268,20.69325
United Kingdom,1986,21.00066,17.80489
United Kingdom,1987,20.71897,17.61213
United Kingdom,1988,20.84971,16.05729
United Kingdom,1989,21.51465,16.66485
United Kingdom,1990,20.40361,16.93297
United Kingdom,1991,18.3701,16.18642
United Kingdom,1992,18.78144,16.10727
United Kingdom,1993,19.35069,16.97653
United Kingdom,1994,19.81675,17.88118
United Kingdom,1995,21.21155,19.34344
United Kingdom,1996,21.70598,19.76901
United Kingdom,1997,20.93672,19.32671
United Kingdom,1998,20.15427,17.44717
United Kingdom,1999,20.51094,17.21563
United Kingdom,2000,21.5443,18.19178
United Kingdom,2001,21.55027,17.4862
United Kingdom,2002,20.29311,16.41434
United Kingdom,2003,20.02835,15.74637
United Kingdom,2004,20.07608,14.88231
United Kingdom,2005,21.48919,16.33752
United Kingdom,2006,23.69238,17.52753
United Kingdom,2007,21.54045,15.07732
United Kingdom,2008,23.83195,17.0506
United Kingdom,2009,22.41787,15.47558
United Kingdom,2010,23.66098,16.5635
United Kingdom,2011,25.54456,18.04421
United Kingdom,2012,25.21478,17.2294
United Kingdom,2013,24.58592,18.2789
United Kingdom,2014,23.09658,15.44732
United States,1827,8.51528,8.73362
United States,1828,7.46934,7.91527
United States,1829,7.95699,5.91398
United States,1830,6.84932,5.77299
United States,1831,7.87072,5.60837
United States,1832,6.66962,7.61736
United States,1833,7.20207,6.0449
United States,1834,10.09024,6.64479
United States,1835,9.09702,7.46269
United States,1836,10.73699,7.23462
United States,1837,8.23681,6.04891
United States,1838,6.38298,6.00751
United States,1839,9.63275,6.14088
United States,1840,6.60737,7.11563
United States,1841,7.68765,6.2954
United States,1842,6.11867,5.68603
United States,1843,2.99745,4.97449
United States,1844,6.28672,5.87544
United States,1845,6.23991,5.27165
United States,1846,5.85956,4.93947
United States,1847,5.18672,6.26556
United States,1848,6.26288,5.35641
United States,1849,5.95287,5.4568
United States,1850,6.85781,5.23053
United States,1851,7.81938,6.57122
United States,1852,6.8167,5.05545
United States,1853,8.03383,5.73845
United States,1854,8.13359,5.79047
United States,1855,6.56604,4.85535
United States,1856,7.73412,6.57277
United States,1857,6.07655,6.67464
United States,1858,6.62106,6.13242
United States,1859,7.59322,6.28249
United States,1860,8.20606,7.2031
United States,1861,6.31058,4.41525
United States,1862,3.28542,3.08008
United States,1863,3.20863,2.41621
United States,1864,3.33019,1.50801
United States,1865,2.42558,1.37316
United States,1866,4.82326,3.72206
United States,1867,4.76021,3.32384
United States,1868,4.40175,3.27091
United States,1869,5.35286,3.47178
United States,1870,5.76037,4.82591
United States,1871,6.96673,5.58382
United States,1872,7.60621,5.15104
United States,1873,7.41202,5.71461
United States,1874,6.72662,6.64487
United States,1875,6.55419,6.05656
United States,1876,5.59132,6.27086
United States,1877,5.41609,6.85728
United States,1878,5.35461,8.04964
United States,1879,4.87882,7.38702
United States,1880,6.49971,7.87612
United States,1881,5.5707,7.52981
United States,1882,5.94437,5.94437
United States,1883,5.90269,6.46562
United States,1884,5.74143,6.09449
United States,1885,5.0833,6.21102
United States,1886,5.31024,5.41596
United States,1887,5.34167,5.29647
United States,1888,5.27857,4.88571
United States,1889,5.45507,5.21913
United States,1890,5.3209,5.55081
United States,1891,5.54699,5.60483
United States,1892,5.12898,6.15236
United States,1893,5.71117,5.33856
United States,1894,4.67787,6.08543
United States,1895,4.77339,5.03364
United States,1896,5.17164,5.51684
United States,1897,4.88074,6.32779
United States,1898,3.54268,6.62542
United States,1899,3.69656,6.11354
United States,1900,4.26177,6.60214
United States,1901,3.82049,6.49351
United States,1902,3.83222,5.57751
United States,1903,4.0107,5.31704
United States,1904,3.93011,5.53456
United States,1905,3.93931,5.13315
United States,1906,4.05604,5.48251
United States,1907,4.2659,5.42454
United States,1908,4.03642,6.03162
United States,1909,4.07498,5.0338
United States,1910,4.7176,5.06727
United States,1911,4.53641,5.80822
United States,1912,4.50391,5.74911
United States,1913,4.69165,6.14672
United States,1914,5.22386,6.32619
United States,1915,4.3613,6.95554
United States,1916,4.83668,10.82068
United States,1917,4.98524,10.23591
United States,1918,4.05135,7.89896
United States,1919,5.04868,9.79896
United States,1920,6.01259,9.05363
United States,1921,3.46099,5.89256
United States,1922,4.29458,5.07823
United States,1923,4.48294,4.74385
United States,1924,4.19657,5.12382
United States,1925,4.69333,5.2696
United States,1926,4.59825,4.81381
United States,1927,4.39533,4.93334
United States,1928,4.23071,5.11673
United States,1929,4.26673,4.93021
United States,1930,3.36659,4.10087
United States,1931,2.73773,3.07235
United States,1932,2.25546,2.64874
United States,1933,2.63986,2.87937
United States,1934,2.63174,3.14371
United States,1935,3.23284,3.01884
United States,1936,3.06832,2.84923
United States,1937,3.41505,3.54731
United States,1938,2.50687,3.49771
United States,1939,2.57005,3.34011
United States,1940,2.60836,3.82313
United States,1941,2.62133,3.87944
United States,1942,2.28735,4.82108
United States,1943,1.67848,6.32299
United States,1944,1.75957,6.30543
United States,1945,1.83436,4.20026
United States,1946,2.19491,4.17032
United States,1947,2.33053,5.70308
United States,1948,2.80822,4.71761
United States,1949,2.62573,4.3774
United States,1950,3.0463,3.40673
United States,1951,3.35256,4.29715
United States,1952,3.05358,4.06636
United States,1953,2.94303,3.93559
United States,1954,2.72948,3.75837
United States,1955,2.78203,3.61755
United States,1956,2.96556,4.1924
United States,1957,2.92251,4.33965
United States,1958,3.00656,3.70149
United States,1959,3.21148,3.36249
United States,1960,2.9762,3.77913
United States,1961,2.79347,3.71986
United States,1962,2.8957,3.57197
United States,1963,2.87769,3.64422
United States,1964,2.92789,3.86075
United States,1965,3.0812,3.70332
United States,1966,3.40274,3.7955
United States,1967,3.33681,3.78524
United States,1968,3.7525,3.81449
United States,1969,3.76585,3.85245
United States,1970,3.96869,4.13338
United States,1971,4.1736,3.925
United States,1972,4.62599,3.98995
United States,1973,5.19937,5.04213
United States,1974,7.10784,6.5104
United States,1975,6.24647,6.38392
United States,1976,7.0417,6.16465
United States,1977,7.69083,5.95246
United States,1978,7.89482,6.19008
United States,1979,8.44681,7.0614
United States,1980,8.97672,8.18145
United States,1981,8.51712,7.82612
United States,1982,7.62137,6.80192
United States,1983,7.41984,5.92129
United States,1984,8.44511,5.72611
United States,1985,8.32101,5.30455
United States,1986,8.43405,5.16951
United States,1987,8.70854,5.4718
United States,1988,8.75365,6.32745
United States,1989,8.72,6.60289
United States,1990,8.6464,6.79645
United States,1991,8.24938,7.26253
United States,1992,8.45065,7.28736
United States,1993,8.7663,7.1841
United States,1994,9.43213,7.60995
United States,1995,10.06116,8.37562
United States,1996,10.09671,8.55966
United States,1997,10.43982,8.52214
United States,1998,10.39361,8.0697
United States,1999,10.85313,7.7687
United States,2000,12.03964,7.99689
United States,2001,11.11081,7.18476
United States,2002,10.95339,6.6576
United States,2003,11.34,6.6265
United States,2004,12.42753,6.99952
United States,2005,13.23168,7.12623
United States,2006,13.85144,7.4844
United States,2007,13.93446,8.03059
United States,2008,14.71596,8.83292
United States,2009,11.12129,7.33004
United States,2010,13.15204,8.53688
United States,2011,14.22838,9.55334
United States,2012,14.08991,9.56834
United States,2013,13.61308,9.47257
United States,2014,13.5328,9.34098
Upper-middle income,1970,5.08139,5.30272
Upper-middle income,1971,5.22336,5.363
Upper-middle income,1972,5.45815,5.3732
Upper-middle income,1973,6.16856,6.38993
Upper-middle income,1974,8.69783,9.56143
Upper-middle income,1975,9.57778,8.685
Upper-middle income,1976,9.08474,9.25811
Upper-middle income,1977,9.20352,9.87984
Upper-middle income,1978,9.78669,9.9252
Upper-middle income,1979,10.08265,11.28007
Upper-middle income,1980,12.06931,13.08408
Upper-middle income,1981,12.98257,12.0651
Upper-middle income,1982,11.21149,11.47284
Upper-middle income,1983,10.18328,11.41185
Upper-middle income,1984,10.75252,12.21503
Upper-middle income,1985,11.11458,12.27821
Upper-middle income,1986,10.53536,10.77835
Upper-middle income,1987,11.54777,12.89005
Upper-middle income,1988,12.73307,13.84075
Upper-middle income,1989,13.29541,14.68328
Upper-middle income,1990,13.0557,14.84058
Upper-middle income,1991,15.17107,16.84552
Upper-middle income,1992,16.06476,17.35408
Upper-middle income,1993,16.74225,17.55305
Upper-middle income,1994,17.73162,19.53676
Upper-middle income,1995,19.38128,21.25861
Upper-middle income,1996,19.21103,21.4773
Upper-middle income,1997,19.47723,21.35568
Upper-middle income,1998,18.61011,20.86328
Upper-middle income,1999,19.35696,24.0494
Upper-middle income,2000,21.43815,27.04636
Upper-middle income,2001,21.31801,26.63431
Upper-middle income,2002,22.63235,28.53043
Upper-middle income,2003,24.3672,30.70521
Upper-middle income,2004,26.54958,32.99769
Upper-middle income,2005,25.96713,33.48932
Upper-middle income,2006,26.01575,33.71629
Upper-middle income,2007,25.41847,32.16375
Upper-middle income,2008,25.20048,31.73678
Upper-middle income,2009,20.71459,25.59044
Upper-middle income,2010,22.41567,26.59655
Upper-middle income,2011,23.13354,26.652
Upper-middle income,2012,22.67538,25.82058
Upper-middle income,2013,22.25881,24.41807
Upper-middle income,2014,21.66069,24.36435
Uruguay,1870,29.4195,25.10464
Uruguay,1871,27.09225,24.18301
Uruguay,1872,26.97153,22.23716
Uruguay,1873,28.87853,22.30901
Uruguay,1874,25.84259,22.83764
Uruguay,1875,21.02558,21.53426
Uruguay,1876,19.58147,20.95829
Uruguay,1877,21.17966,22.45044
Uruguay,1878,20.32909,22.37479
Uruguay,1879,21.31871,22.25728
Uruguay,1880,23.72713,24.09217
Uruguay,1881,22.80988,25.74075
Uruguay,1882,21.04136,25.55023
Uruguay,1883,19.91499,24.72205
Uruguay,1884,24.56453,24.76424
Uruguay,1885,23.41553,23.41553
Uruguay,1886,19.54412,23.02723
Uruguay,1887,27.42016,20.84378
Uruguay,1888,25.9341,24.61541
Uruguay,1889,29.87504,21.10736
Uruguay,1890,28.80764,25.87353
Uruguay,1891,16.14486,22.9427
Uruguay,1892,17.72165,25.04147
Uruguay,1893,17.08895,24.02862
Uruguay,1894,19.59705,27.58409
Uruguay,1895,21.04577,26.92864
Uruguay,1896,19.79652,23.60055
Uruguay,1897,14.61299,21.95695
Uruguay,1898,19.01429,23.23117
Uruguay,1899,17.71159,25.22351
Uruguay,1900,16.39074,20.07866
Uruguay,1901,15.87879,18.55876
Uruguay,1902,14.68546,20.99709
Uruguay,1903,15.71746,23.35703
Uruguay,1904,13.34893,24.24216
Uruguay,1905,20.42035,20.42035
Uruguay,1906,19.71579,19.08717
Uruguay,1907,19.44988,18.10136
Uruguay,1908,18.80248,20.2064
Uruguay,1909,16.72459,20.44117
Uruguay,1910,16.76984,16.81094
Uruguay,1911,18.76438,17.80103
Uruguay,1912,18.61453,18.24074
Uruguay,1913,16.41266,14.68672
Uruguay,1914,13.02528,20.37826
Uruguay,1920,26.96081,16.41974
Uruguay,1921,23.12824,17.22315
Uruguay,1922,20.36647,19.12461
Uruguay,1923,22.81451,22.59084
Uruguay,1924,16.06658,20.96493
Uruguay,1925,18.23875,19.0067
Uruguay,1926,,18.59275
Uruguay,1927,,17.3358
Uruguay,1928,,16.57294
Uruguay,1929,,15.35491
Uruguay,1930,22.43959,24.4051
Uruguay,1931,27.55169,19.21036
Uruguay,1932,17.92913,18.74409
Uruguay,1933,20.95921,21.78114
Uruguay,1934,11.58225,12.97212
Uruguay,1935,18.69301,29.98671
Uruguay,1936,16.73907,22.73987
Uruguay,1937,15.56052,18.67263
Uruguay,1938,15.02906,15.02906
Uruguay,1939,17.91843,21.70887
Uruguay,1940,21.42063,25.70475
Uruguay,1941,21.07932,23.75606
Uruguay,1942,23.10493,20.93885
Uruguay,1943,23.91709,37.37045
Uruguay,1944,21.34858,29.05779
Uruguay,1945,25.95164,33.68192
Uruguay,1946,34.48385,35.89136
Uruguay,1947,42.95903,32.36913
Uruguay,1948,46.56979,42.25975
Uruguay,1949,46.72657,51.09694
Uruguay,1950,32.12219,41.02879
Uruguay,1951,56.05421,43.75182
Uruguay,1952,42.38048,39.02681
Uruguay,1953,31.20203,47.62817
Uruguay,1954,40.67952,37.00169
Uruguay,1955,35.71113,29.21965
