Entity,Year,CO2 traded as percentage of domestic emissions production (Global Carbon Project (2014))
Uganda,2002,64.5654696
Uganda,2003,86.58821356
Uganda,2004,80.45369833
Uganda,2005,69.17341417
Uganda,2006,74.86946381
Uganda,2007,59.58727422
Uganda,2008,66.27493592
Uganda,2009,73.14940848
Uganda,2010,61.37618011
Uganda,2011,54.73744175
Uganda,2012,65.38806763
Uganda,2013,50.60385208
Uganda,2014,50.01908793
Ukraine,1990,-27.87650013
Ukraine,1991,-24.96231886
Ukraine,1992,-22.70414031
Ukraine,1993,-24.42042889
Ukraine,1994,-31.61292757
Ukraine,1995,-36.83989436
Ukraine,1996,-15.5696844
Ukraine,1997,-18.54266516
Ukraine,1998,-23.37642816
Ukraine,1999,-16.02523349
Ukraine,2000,-19.94558572
Ukraine,2001,-13.06732286
Ukraine,2002,-11.57351503
Ukraine,2003,-19.21978644
Ukraine,2004,-24.68005237
Ukraine,2005,-18.54673899
Ukraine,2006,-21.4963115
Ukraine,2007,-17.37030105
Ukraine,2008,-13.98355658
Ukraine,2009,-14.20256403
Ukraine,2010,-13.9669212
Ukraine,2011,-13.37455008
Ukraine,2012,-11.57913221
Ukraine,2013,-10.76788842
Ukraine,2014,-11.02246769
United Arab Emirates,1990,2.574658594
United Arab Emirates,1991,1.99524523
United Arab Emirates,1992,3.826775169
United Arab Emirates,1993,0.551028487
United Arab Emirates,1994,1.710606618
United Arab Emirates,1995,4.915407069
United Arab Emirates,1996,30.1112338
United Arab Emirates,1997,32.20623745
United Arab Emirates,1998,9.864167601
United Arab Emirates,1999,-7.852742076
United Arab Emirates,2000,-19.42486036
United Arab Emirates,2001,6.356444165
United Arab Emirates,2002,16.71888904
United Arab Emirates,2003,25.96253676
United Arab Emirates,2004,34.88903571
United Arab Emirates,2005,48.13103147
United Arab Emirates,2006,44.05836887
United Arab Emirates,2007,57.99395277
United Arab Emirates,2008,63.47299031
United Arab Emirates,2009,21.86456879
United Arab Emirates,2010,26.17569489
United Arab Emirates,2011,35.05757591
United Arab Emirates,2012,26.70217962
United Arab Emirates,2013,30.26432618
United Arab Emirates,2014,30.29454111
United Kingdom,1990,12.01327407
United Kingdom,1991,11.58346496
United Kingdom,1992,17.73524097
United Kingdom,1993,14.11571836
United Kingdom,1994,13.69976144
United Kingdom,1995,14.55055904
United Kingdom,1996,15.59343298
United Kingdom,1997,20.53094162
United Kingdom,1998,24.48575228
United Kingdom,1999,22.23981508
United Kingdom,2000,22.43977908
United Kingdom,2001,21.90867948
United Kingdom,2002,24.83768897
United Kingdom,2003,26.64087599
United Kingdom,2004,31.40940162
United Kingdom,2005,30.06079166
United Kingdom,2006,33.92146297
United Kingdom,2007,38.76656665
United Kingdom,2008,33.56416729
United Kingdom,2009,36.07050084
United Kingdom,2010,36.22402992
United Kingdom,2011,37.56265521
United Kingdom,2012,34.38966365
United Kingdom,2013,31.99583358
United Kingdom,2014,37.90299985
United States,1990,-1.497589089
United States,1991,-2.095698875
United States,1992,-0.388594403
United States,1993,-1.225482249
United States,1994,-0.995774291
United States,1995,-1.091030089
United States,1996,-1.413128382
United States,1997,-0.952756496
United States,1998,1.385327769
United States,1999,3.311194977
United States,2000,4.769085154
United States,2001,5.03035799
United States,2002,6.405383358
United States,2003,6.988349389
United States,2004,8.858510528
United States,2005,9.163327976
United States,2006,11.17543761
United States,2007,10.30598952
United States,2008,8.492446481
United States,2009,7.161098607
United States,2010,7.138418115
United States,2011,8.394086414
United States,2012,8.162024044
United States,2013,7.159525073
United States,2014,6.744833151
Uruguay,1990,23.33895473
Uruguay,1991,19.72340179
Uruguay,1992,19.03534769
Uruguay,1993,26.77620111
Uruguay,1994,33.35812916
Uruguay,1995,31.37875413
Uruguay,1996,34.33377479
Uruguay,1997,44.61200336
Uruguay,1998,50.07469595
Uruguay,1999,44.98426112
Uruguay,2000,56.80077952
Uruguay,2001,48.74487418
Uruguay,2002,34.27289022
Uruguay,2003,41.67848212
Uruguay,2004,35.87856185
Uruguay,2005,43.05753867
Uruguay,2006,34.63466566
Uruguay,2007,46.86226779
Uruguay,2008,33.6314136
Uruguay,2009,26.46431579
Uruguay,2010,61.94656034
Uruguay,2011,52.11632723
Uruguay,2012,57.9459717
Uruguay,2013,70.16499341
Uruguay,2014,66.87437776
Venezuela,1990,-22.86039199
Venezuela,1991,-15.19308042
Venezuela,1992,-10.0050432
Venezuela,1993,-12.26517026
Venezuela,1994,-15.84647195
Venezuela,1995,-12.52876126
Venezuela,1996,-19.18846813
Venezuela,1997,-11.0658369
Venezuela,1998,-6.986589644
Venezuela,1999,-27.4026731
Venezuela,2000,-35.85391654
Venezuela,2001,-25.20877721
Venezuela,2002,-39.24779732
Venezuela,2003,-27.15964564
Venezuela,2004,-25.31340109
Venezuela,2005,-26.38944036
Venezuela,2006,-30.18569511
Venezuela,2007,-21.71151188
Venezuela,2008,-20.32619262
Venezuela,2009,-1.853127018
Venezuela,2010,-11.80670888
Venezuela,2011,-10.22975852
Venezuela,2012,-5.173136949
Venezuela,2013,-5.082025117
Venezuela,2014,-4.240257953
Vietnam,1990,9.652821094
Vietnam,1991,8.885647544
Vietnam,1992,8.916649355
Vietnam,1993,10.76136804
Vietnam,1994,9.768087567
Vietnam,1995,8.700077029
Vietnam,1996,9.725669498
Vietnam,1997,1.592485214
Vietnam,1998,0.186514115
Vietnam,1999,-8.50940451
Vietnam,2000,-8.8211087
Vietnam,2001,-9.059454422
Vietnam,2002,-8.373615861
Vietnam,2003,9.039328049
Vietnam,2004,7.276071682
Vietnam,2005,7.115248234
Vietnam,2006,11.18333329
Vietnam,2007,17.20160225
Vietnam,2008,16.39228818
Vietnam,2009,12.6392476
Vietnam,2010,12.05189088
Vietnam,2011,7.688744661
Vietnam,2012,9.264265651
Vietnam,2013,25.76154636
Vietnam,2014,17.67276635
Zambia,1990,16.27590991
Zambia,1991,26.9518217
Zambia,1992,27.82638103
Zambia,1993,33.9467019
Zambia,1994,39.69329602
Zambia,1995,54.99998365
Zambia,1996,76.89030911
Zambia,1997,75.51736499
Zambia,1998,75.97086031
Zambia,1999,84.70721373
Zambia,2000,122.6853799
Zambia,2001,113.1229161
Zambia,2002,109.075039
Zambia,2003,93.30562146
Zambia,2004,82.08672638
Zambia,2005,79.7004441
Zambia,2006,129.9469352
Zambia,2007,188.1755745
Zambia,2008,222.8566065
Zambia,2009,145.0353891
Zambia,2010,117.7739205
Zambia,2011,152.0505405
Zambia,2012,99.30914777
Zambia,2013,122.4761692
Zambia,2014,119.2524769
Zimbabwe,1990,16.75416357
Zimbabwe,1991,13.46234722
Zimbabwe,1992,7.450704426
Zimbabwe,1993,7.142261265
Zimbabwe,1994,1.991763511
Zimbabwe,1995,9.041526081
Zimbabwe,1996,25.94644804
Zimbabwe,1997,9.755628158
Zimbabwe,1998,-0.986593687
Zimbabwe,1999,-8.900148795
Zimbabwe,2000,-14.08947965
Zimbabwe,2001,-10.88810636
Zimbabwe,2002,4.880200181
Zimbabwe,2003,-4.077048433
Zimbabwe,2004,2.500189744
Zimbabwe,2005,-4.126177935
Zimbabwe,2006,1.614435579
Zimbabwe,2007,10.75238608
Zimbabwe,2008,20.49011437
Zimbabwe,2009,20.96949022
Zimbabwe,2010,9.959731168
Zimbabwe,2011,11.11918999
Zimbabwe,2012,12.35078309
Zimbabwe,2013,4.160589234
Zimbabwe,2014,-2.575623917
