Entity,Year,Import trade share from labor-intensive countries (OWID calculations based on NBER- United Nations Trade Data 1962-2000),Import trade share from capital-intensive countries (OWID calculations based on NBER- United Nations Trade Data 1962-2000),Export trade share by labor-intensive countries (OWID calculations based on NBER- United Nations Trade Data 1962-2000),Export trade share by capital-intensive countries (OWID calculations based on NBER- United Nations Trade Data 1962-2000)
Greenland,1972,,11.90407,,0.95286
Greenland,1973,0.01306,12.58371,0.00290,3.70472
Greenland,1974,0.00120,63.11672,,37.20417
Greenland,1975,,64.73712,0.00578,30.99624
Greenland,1976,0.00042,60.20967,0.01183,36.86926
Greenland,1977,0.00396,61.37564,0.44248,39.64957
Greenland,1978,0.00686,51.02514,,31.14040
Greenland,1979,0.00701,67.62576,0.03409,39.41238
Greenland,1980,0.00534,69.90572,0.00278,40.17028
Greenland,1981,0.00327,68.88786,0.01494,51.52812
Greenland,1982,0.00430,69.31301,0.00202,48.38221
Greenland,1983,0.00269,64.65806,0.00562,53.15108
Greenland,1984,,64.28000,,57.26593
Greenland,1985,,61.84867,,58.40895
Greenland,1986,,51.73685,,61.75967
Greenland,1987,,58.56116,,66.55068
Greenland,1988,,55.32085,,65.93491
Greenland,1989,,34.24934,,62.29391
Greenland,1990,0.01058,25.81439,,62.73011
Greenland,1991,0.01231,24.05102,,51.50416
Greenland,1992,0.01186,29.25755,,43.78672
Greenland,1993,0.04761,23.25761,,47.54855
Greenland,1994,,22.43900,0.01598,44.73633
Greenland,1995,,21.75932,0.06646,40.47303
Greenland,1996,0.01223,25.45099,,42.63022
Greenland,1997,,33.42168,,40.39123
Greenland,1998,,31.13351,,33.38565
Greenland,1999,0.01555,30.68576,0.02679,37.31461
Greenland,2000,0.01448,30.52652,,38.40306
Guatemala,1962,0.00157,10.41361,0.00069,12.88062
Guatemala,1963,1.72786,11.56167,1.53029,13.90126
Guatemala,1964,1.98414,13.36271,1.94349,14.54346
Guatemala,1965,2.35256,16.59722,2.90062,14.55728
Guatemala,1966,2.44092,14.14110,3.77939,17.19947
Guatemala,1967,2.90910,15.91582,4.26051,13.02261
Guatemala,1968,2.57485,14.58617,4.31644,14.09168
Guatemala,1969,2.90262,13.27425,4.52127,13.75109
Guatemala,1970,3.19694,13.38075,5.02330,13.81230
Guatemala,1971,2.99892,13.88932,3.92664,14.47228
Guatemala,1972,2.99942,14.25557,4.35686,15.56375
Guatemala,1973,3.18555,15.16981,4.67031,16.42400
Guatemala,1974,3.55535,20.81111,4.94294,20.24870
Guatemala,1975,2.68176,19.12416,4.55896,18.68220
Guatemala,1976,2.28613,18.47402,5.06249,19.74806
Guatemala,1977,3.65365,16.95902,4.92857,21.90537
Guatemala,1978,0.00473,14.57514,0.04172,15.89768
Guatemala,1979,2.57500,18.39037,4.46627,20.31708
Guatemala,1980,1.58891,18.22458,6.09446,20.54273
Guatemala,1981,1.72258,23.17801,5.13806,14.30925
Guatemala,1982,1.87738,10.01484,3.30586,11.38500
Guatemala,1983,0.35292,6.29683,0.73709,9.00571
Guatemala,1984,,7.78916,0.01296,11.19247
Guatemala,1985,0.00140,6.84850,0.02342,8.48658
Guatemala,1986,0.00264,9.39442,0.03880,14.88039
Guatemala,1987,0.00524,16.02587,0.02765,14.93105
Guatemala,1988,0.01126,16.22859,0.04029,13.74656
Guatemala,1989,0.00958,19.12946,0.03372,15.29289
Guatemala,1990,0.01790,21.47018,0.09384,18.86972
Guatemala,1991,0.05921,20.49108,0.03743,17.11348
Guatemala,1992,0.02775,22.65944,0.01123,17.84051
Guatemala,1993,0.04948,23.14659,0.00906,17.40952
Guatemala,1994,0.05618,20.60600,0.05390,17.69363
Guatemala,1995,0.04163,22.00877,0.18015,19.81380
Guatemala,1996,0.08158,20.06550,0.06879,18.89988
Guatemala,1997,0.10295,21.10174,0.23250,19.44107
Guatemala,1998,0.12226,22.74204,0.05404,19.16123
Guatemala,1999,0.17062,23.99854,0.04669,20.48071
Guatemala,2000,0.06993,13.44971,0.15256,21.44563
Guinea-Bissau,1962,0.01134,9.66867,0.01386,9.47527
Guinea-Bissau,1963,0.00558,8.55672,0.05640,8.50088
Guinea-Bissau,1964,0.01088,9.51847,0.04731,8.23893
Guinea-Bissau,1965,0.00267,11.71269,0.03366,6.32993
Guinea-Bissau,1966,0.13736,12.31932,0.08550,6.93086
Guinea-Bissau,1967,0.15579,13.14364,0.05960,6.74486
Guinea-Bissau,1968,0.59507,13.55732,0.07911,6.38457
Guinea-Bissau,1969,4.39653,17.25361,0.08006,5.37251
Guinea-Bissau,1970,1.09586,15.01028,0.05198,4.88404
Guinea-Bissau,1971,0.08078,16.75356,0.01292,4.70447
Guinea-Bissau,1972,0.17635,16.71881,0.00184,4.07282
Guinea-Bissau,1973,0.23272,18.46543,0.04007,4.39123
Guinea-Bissau,1974,0.08675,16.97876,0.09853,6.48351
Guinea-Bissau,1975,0.33285,13.82340,0.11778,6.18643
Guinea-Bissau,1976,0.09364,15.49382,0.13565,3.56409
Guinea-Bissau,1977,0.01883,23.46360,0.32806,7.56584
Guinea-Bissau,1978,0.00992,26.94047,0.14917,7.56604
Guinea-Bissau,1979,0.46455,22.90486,0.08739,8.21073
Guinea-Bissau,1980,0.96134,41.04261,0.37639,7.82765
Guinea-Bissau,1981,0.79979,27.87529,0.00059,7.55438
Guinea-Bissau,1982,0.00396,26.65667,0.00637,3.35570
Guinea-Bissau,1983,0.00198,21.90459,0.02792,3.12596
Guinea-Bissau,1984,,23.13364,0.28476,4.48193
Guinea-Bissau,1985,,32.69672,1.27352,4.27325
Guinea-Bissau,1986,0.23686,19.90373,1.17950,2.91319
Guinea-Bissau,1987,0.03643,29.15813,1.96174,4.07843
Guinea-Bissau,1988,0.11722,36.40122,0.68260,5.86028
Guinea-Bissau,1989,0.07510,33.67578,1.33320,4.31437
Guinea-Bissau,1990,0.35774,28.61658,1.16963,5.43921
Guinea-Bissau,1991,0.59163,23.73824,2.76788,2.25515
Guinea-Bissau,1992,0.32151,30.18531,1.18550,2.69405
Guinea-Bissau,1993,0.15630,31.80453,2.10261,4.56233
Guinea-Bissau,1994,0.22540,52.40902,4.79518,10.49126
Guinea-Bissau,1995,0.68079,35.11353,4.36456,10.48980
Guinea-Bissau,1996,0.35441,58.59928,2.86193,14.27418
Guinea-Bissau,1997,1.60122,69.31278,10.54979,11.23693
Guinea-Bissau,1998,2.50897,66.56607,5.41242,12.31995
Guinea-Bissau,1999,2.69772,68.02911,8.88930,11.21863
Guinea-Bissau,2000,0.32038,63.30651,0.20237,11.70062
Haiti,1962,0.10073,11.38891,0.02334,14.71717
Haiti,1963,0.06113,9.59955,0.00186,14.62523
Haiti,1964,0.06543,9.86963,0.00736,13.78201
Haiti,1965,0.09168,9.21755,0.01480,12.41706
Haiti,1966,0.08139,8.61591,0.00583,10.54411
Haiti,1967,0.10754,8.69612,0.01486,10.50843
Haiti,1968,0.12618,9.81660,0.01511,11.13705
Haiti,1969,0.13284,10.66172,0.00969,11.06379
Haiti,1970,0.16620,14.31192,0.01525,11.62452
Haiti,1971,0.10870,13.67785,0.10143,12.31589
Haiti,1972,0.13905,17.93239,0.02311,4.20317
Haiti,1973,0.46085,20.43947,0.01131,4.26852
Haiti,1974,0.15203,13.56096,0.00987,20.36131
Haiti,1975,0.08643,14.39699,0.30686,15.31757
Haiti,1976,0.11444,15.79739,0.01141,17.73911
Haiti,1977,0.08735,14.80765,0.43881,19.28928
Haiti,1978,0.00062,21.47336,0.01509,20.64959
Haiti,1979,0.06273,24.84439,0.02205,21.42316
Haiti,1980,0.09138,25.37503,0.07890,20.25686
Haiti,1981,0.04339,24.56241,0.01246,18.89541
Haiti,1982,0.00532,21.76061,0.02501,20.77113
Haiti,1983,0.00098,22.20873,,20.45108
Haiti,1984,,20.93226,,19.49688
Haiti,1985,,19.75505,,17.84358
Haiti,1986,,16.39281,,16.20599
Haiti,1987,,22.79876,,17.97242
Haiti,1988,,24.28213,,17.46155
Haiti,1989,,22.71969,,16.59300
Haiti,1990,0.02167,19.41314,0.00552,13.31768
Haiti,1991,,16.81151,,11.27563
Haiti,1992,,14.65909,,6.69255
Haiti,1993,,17.62319,,10.33195
Haiti,1994,,13.54102,,3.90496
Haiti,1995,0.05817,29.79213,0.00916,6.87840
Haiti,1996,0.06318,24.27232,,6.44317
Haiti,1997,0.16850,24.18492,0.01212,7.27178
Haiti,1998,0.18951,21.58033,0.00708,8.46267
Haiti,1999,0.14491,21.29617,0.01059,8.28265
Haiti,2000,0.08809,6.95199,,9.07839
Honduras,1962,0.03439,13.43979,,13.06288
Honduras,1963,2.86977,15.94062,2.98237,13.09980
Honduras,1964,3.21523,14.79643,3.37765,15.54676
Honduras,1965,3.94390,15.64785,3.53146,20.84604
Honduras,1966,4.38904,18.03635,3.05853,25.07617
Honduras,1967,5.18180,17.88911,3.01543,24.17733
Honduras,1968,5.67380,18.25529,3.32655,26.74298
Honduras,1969,4.77826,18.58614,2.37155,26.80664
Honduras,1970,5.17387,21.06982,1.59737,23.79935
Honduras,1971,1.31812,20.25287,0.48413,24.92839
Honduras,1972,1.80007,17.65629,0.60002,23.46454
Honduras,1973,2.35476,21.15963,1.01718,25.72677
Honduras,1974,2.56339,27.17880,1.57753,25.31857
Honduras,1975,2.80733,27.40257,1.80712,23.07285
Honduras,1976,2.72326,25.00710,1.90474,26.85854
Honduras,1977,2.71026,26.05030,1.88317,28.14360
Honduras,1978,0.00600,20.26848,0.03228,26.80647
Honduras,1979,2.56127,27.81898,1.65498,30.82447
Honduras,1980,2.38102,30.00555,2.14644,29.04577
Honduras,1981,2.26859,25.43503,1.17400,25.26052
Honduras,1982,0.32894,14.89630,0.49610,21.74408
Honduras,1983,1.92006,19.92428,1.60847,20.03840
Honduras,1984,0.01114,14.08747,0.05834,18.57588
Honduras,1985,,12.04631,0.02837,17.67292
Honduras,1986,0.00412,12.27421,0.06099,19.85780
Honduras,1987,0.00868,13.51904,0.00220,19.59387
Honduras,1988,0.02010,13.26539,0.01858,17.09027
Honduras,1989,0.02709,13.35742,0.01317,15.77702
Honduras,1990,0.00616,25.15308,0.01298,27.30113
Honduras,1991,0.05100,25.51488,0.00866,28.88314
Honduras,1992,0.02373,29.81653,0.10656,32.08582
Honduras,1993,0.02812,33.58435,0.16375,33.60534
Honduras,1994,0.02318,37.36850,0.02164,40.87929
Honduras,1995,0.03238,39.14748,0.10685,46.34931
Honduras,1996,0.05121,44.52786,0.00799,51.99018
Honduras,1997,0.09264,46.48269,0.01488,55.05719
Honduras,1998,0.07267,49.04212,0.01306,54.12203
Honduras,1999,0.24779,47.96375,0.01745,52.20576
Honduras,2000,0.13560,11.82372,0.00828,52.97786
Hong Kong,1962,3.01756,70.87777,2.49638,38.43617
Hong Kong,1963,3.94530,65.23499,2.04850,38.96837
Hong Kong,1964,3.43879,65.71782,1.74067,41.02152
Hong Kong,1965,2.60124,59.42607,1.57819,40.25279
Hong Kong,1966,3.05417,64.83118,1.65390,45.57848
Hong Kong,1967,2.90628,61.82291,1.62047,47.70694
Hong Kong,1968,3.75426,69.15413,1.72918,55.60408
Hong Kong,1969,3.07147,71.08118,1.68606,58.31545
Hong Kong,1970,3.25905,71.48238,1.89404,57.98341
Hong Kong,1971,3.29058,71.12239,1.75216,55.18871
Hong Kong,1972,3.08247,64.04820,0.99864,50.67604
Hong Kong,1973,3.40046,65.49278,0.87513,50.77851
Hong Kong,1974,2.60324,67.43131,1.18712,54.59217
Hong Kong,1975,2.70733,63.32026,1.11228,52.59719
Hong Kong,1976,2.81201,65.21722,1.17738,56.59748
Hong Kong,1977,1.99491,63.50188,1.33262,52.17798
Hong Kong,1978,2.32487,70.19984,1.47398,51.11014
Hong Kong,1979,2.40517,72.66862,1.50890,55.63385
Hong Kong,1980,2.25908,72.92626,1.39643,52.90848
Hong Kong,1981,1.84347,76.59419,1.48247,51.86304
Hong Kong,1982,1.56949,70.02654,1.31331,47.48372
Hong Kong,1983,1.73111,77.40907,1.32100,53.68524
Hong Kong,1984,1.60422,82.19542,1.31659,57.13944
Hong Kong,1985,1.52831,80.21235,1.10278,57.79695
Hong Kong,1986,1.60817,83.07448,1.26485,61.23255
Hong Kong,1987,1.60987,92.65855,1.35421,67.03149
Hong Kong,1988,1.92494,104.22292,1.26923,68.66786
Hong Kong,1989,1.89847,102.79935,1.36225,60.93721
Hong Kong,1990,1.89829,106.92674,1.34285,58.67625
Hong Kong,1991,2.11291,113.36208,1.16520,57.46161
Hong Kong,1992,2.11629,118.71895,1.23746,53.31049
Hong Kong,1993,2.01761,114.22898,1.23203,38.51539
Hong Kong,1994,2.16362,118.90712,1.32128,33.58398
Hong Kong,1995,2.57066,131.46298,1.47352,34.88516
Hong Kong,1996,2.58373,122.09171,1.32522,30.92307
Hong Kong,1997,2.64475,116.30106,1.28765,28.80128
Hong Kong,1998,2.47357,106.58739,1.25977,28.38355
Hong Kong,1999,2.85840,104.88493,1.45730,30.33623
Hong Kong,2000,3.34503,120.86706,0.97164,32.65377
Hungary,1970,0.80078,10.58024,0.74124,9.12597
Hungary,1971,0.68883,11.11341,0.54331,8.93828
Hungary,1972,0.61410,10.71303,0.49387,10.33042
Hungary,1973,0.59542,11.43335,0.45667,11.76064
Hungary,1974,0.84565,16.46073,0.54674,13.04452
Hungary,1975,0.53442,15.00268,0.55267,10.95826
Hungary,1976,0.38726,4.25886,0.31880,10.77168
Hungary,1977,0.29855,4.86511,0.36222,11.16622
Hungary,1978,0.15907,15.99342,0.18806,10.30611
Hungary,1979,0.25582,2.90457,0.36578,12.73205
Hungary,1980,0.16844,5.88238,0.34175,12.72446
Hungary,1981,0.32914,3.12385,0.33229,10.60552
Hungary,1982,0.15598,2.09553,0.28084,9.10862
Hungary,1983,0.06593,1.91720,0.10917,10.95433
Hungary,1984,0.36427,20.82332,0.32608,14.92357
Hungary,1985,0.47268,20.36546,0.35763,14.02094
Hungary,1986,0.52851,20.62805,0.25287,12.84384
Hungary,1987,0.51713,20.21453,0.26483,14.37994
Hungary,1988,0.60509,18.58453,0.38971,15.20957
Hungary,1989,0.48196,17.95810,0.46546,16.61327
Hungary,1990,0.31140,20.96907,0.38729,17.13001
Hungary,1991,0.34785,29.99550,0.25510,20.99731
Hungary,1992,0.14611,26.42980,0.38037,21.51685
Hungary,1993,0.55961,30.12053,0.72855,20.00682
Hungary,1994,0.95307,32.27883,0.74634,22.28360
Hungary,1995,1.08787,31.74055,0.96465,28.57284
Hungary,1996,0.98338,33.15114,0.75201,33.77816
Hungary,1997,0.88300,43.36334,0.78206,40.65677
Hungary,1998,0.94390,51.08681,0.76945,47.95856
Hungary,1999,0.96930,55.33083,0.51737,52.22396
Hungary,2000,1.26702,65.77234,0.54673,60.37983
Iceland,1962,0.16480,23.61432,0.01207,24.05527
Iceland,1963,0.17464,26.43959,0.00869,24.54660
Iceland,1964,0.18295,25.60308,0.01270,22.58562
Iceland,1965,0.12391,22.08992,0.01389,21.03128
Iceland,1966,0.06091,22.12586,0.10412,19.76104
Iceland,1967,0.07616,23.23172,0.00557,16.64547
Iceland,1968,0.10091,24.97608,0.00561,16.00687
Iceland,1969,0.11749,24.41023,0.04105,22.79752
Iceland,1970,0.10697,26.58828,0.05085,29.05022
Iceland,1971,0.11010,29.93564,0.10788,23.06981
Iceland,1972,0.11967,25.46947,0.05245,20.66241
Iceland,1973,0.17520,25.96326,0.05673,24.59132
Iceland,1974,0.18880,30.67932,0.04903,21.58616
Iceland,1975,0.26565,30.68211,0.14023,19.83613
Iceland,1976,0.12762,24.27874,0.02691,23.06681
Iceland,1977,0.19420,24.42096,0.08345,21.83973
Iceland,1978,0.12171,24.02560,0.21320,23.16738
Iceland,1979,0.15313,25.06530,0.01780,27.75012
Iceland,1980,0.13332,26.15783,0.01872,24.24692
Iceland,1981,0.24904,26.41195,0.02309,20.88109
Iceland,1982,0.14934,25.81385,0.02363,21.52871
Iceland,1983,0.10640,25.97820,0.12376,25.21741
Iceland,1984,0.00419,19.22993,0.01073,24.85628
Iceland,1985,,19.66035,0.05076,27.57907
Iceland,1986,0.01773,22.36651,0.01492,27.63836
Iceland,1987,0.00239,22.75973,0.00539,25.22917
Iceland,1988,0.02896,18.84181,,23.16653
Iceland,1989,0.01693,17.67880,0.00706,24.39929
Iceland,1990,0.02059,19.08415,,24.89918
Iceland,1991,0.01303,17.73272,0.00771,23.77930
Iceland,1992,0.02600,18.73891,0.01074,22.69050
Iceland,1993,0.01147,16.87775,0.00531,25.30357
Iceland,1994,0.04289,16.62848,0.01077,26.48974
Iceland,1995,0.04000,18.97075,0.00419,26.57496
Iceland,1996,0.05877,22.08468,0.12152,27.57848
Iceland,1997,0.07187,22.02596,0.02846,25.51166
Iceland,1998,0.05526,23.39522,0.04994,24.59382
Iceland,1999,0.02848,25.11941,0.01664,23.91669
Iceland,2000,0.00826,24.69619,0.00295,24.13883
India,1962,0.36408,3.59826,0.33163,2.82907
India,1963,0.27802,2.93948,0.26074,2.76813
India,1964,0.27434,3.48358,0.31919,2.41737
India,1965,0.33222,3.93500,0.33941,2.34159
India,1966,0.34488,4.63830,0.33524,2.67763
India,1967,0.32433,4.65477,0.28537,2.75934
India,1968,0.33080,3.79206,0.25287,2.72532
India,1969,0.29286,2.57746,0.29794,2.52788
India,1970,0.27164,2.67329,0.36064,2.63175
India,1971,0.25668,2.74179,0.25707,2.55740
India,1972,0.23111,2.23493,0.34522,2.63263
India,1973,0.20455,2.70100,0.35581,2.96003
India,1974,0.22792,3.04644,0.27635,3.48316
India,1975,0.18929,4.36089,0.36087,3.80105
India,1976,0.18906,3.49796,0.43678,5.01718
India,1977,0.19652,3.53704,0.45336,4.61869
India,1978,0.06440,3.76419,0.21685,3.37028
India,1979,0.17093,4.38626,0.41149,4.53297
India,1980,0.15837,4.62462,0.14324,3.50835
India,1981,0.16418,5.20227,0.14708,3.24930
India,1982,0.12390,5.27649,0.11782,3.40271
India,1983,0.02856,3.74430,0.08528,3.00364
India,1984,0.22567,5.43443,0.22949,4.05563
India,1985,0.27762,6.05797,0.20449,3.68735
India,1986,0.34120,5.59238,0.19907,3.44429
India,1987,0.20614,5.35999,0.18216,3.89817
India,1988,0.25565,5.66697,0.21407,4.40588
India,1989,0.22888,6.25783,0.25324,5.27354
India,1990,0.25977,6.91144,0.29586,6.35964
India,1991,0.37163,6.31664,0.38778,6.70526
India,1992,0.45173,7.76099,0.49048,6.46876
India,1993,0.32686,7.62317,0.60297,8.00916
India,1994,0.45180,8.22521,0.61996,8.11605
India,1995,0.46885,9.23529,0.77890,8.32800
India,1996,0.37172,9.24472,0.74813,8.87786
India,1997,0.46610,8.97958,0.69529,8.71780
India,1998,0.56987,9.04753,0.69849,8.38248
India,1999,0.56938,9.58603,0.58898,8.33202
India,2000,,,0.09600,8.70047
Iran,1962,0.39515,7.90173,3.04821,15.30160
Iran,1963,0.29490,8.75967,3.60328,19.28315
Iran,1964,0.30397,10.14697,2.36732,19.73058
Iran,1965,0.41953,11.88114,1.82039,19.89473
Iran,1966,0.37231,11.59202,1.99598,19.33304
Iran,1967,0.46476,12.72461,1.67192,22.32875
Iran,1968,0.43010,14.14295,1.55662,20.63152
Iran,1969,0.57220,13.05780,1.37397,20.00951
Iran,1970,0.54675,13.25232,2.13949,21.34790
Iran,1971,0.33941,13.45473,1.04895,24.63412
Iran,1972,0.40289,14.00566,0.80798,40.76244
Iran,1973,0.36740,12.21252,0.55647,40.03421
Iran,1974,0.47375,13.04047,0.72515,73.53146
Iran,1975,1.12174,20.62928,0.75749,65.64932
Iran,1976,0.72782,17.24964,0.58222,48.43407
Iran,1977,0.39117,14.93574,0.37877,25.30302
Iran,1978,0.09653,18.39634,0.41085,25.14263
Iran,1979,0.21045,6.77469,0.67043,18.63730
Iran,1980,0.27006,9.21897,0.18770,12.38530
Iran,1981,0.24148,8.69671,0.12538,7.45604
Iran,1982,0.09950,5.98874,0.19887,10.81840
Iran,1983,0.37568,8.70392,0.18155,10.84054
Iran,1984,0.23755,6.19663,0.29136,9.08200
Iran,1985,0.20154,11.25827,1.19232,16.82667
Iran,1986,0.17356,9.49317,0.32533,10.60116
Iran,1987,0.20607,7.51306,0.38473,12.84795
Iran,1988,0.11957,6.88422,0.36236,8.68577
Iran,1989,0.28241,7.81076,0.73934,13.17234
Iran,1990,0.19186,12.36646,0.91771,16.59350
Iran,1991,0.32121,15.79197,0.90865,15.64378
Iran,1992,0.24477,16.61439,0.89349,14.33145
Iran,1993,0.19709,9.97098,0.65161,12.30321
Iran,1994,0.20585,6.98392,0.81442,11.78301
Iran,1995,0.27455,7.12906,0.95945,13.70209
Iran,1996,0.26011,8.05748,1.20863,14.41400
Iran,1997,0.56625,11.67077,1.67785,14.83943
Iran,1998,0.54323,12.14467,1.22578,10.57821
Iran,1999,0.49307,10.16452,2.11260,12.37199
Iran,2000,0.56790,12.61778,1.61103,21.20307
Ireland,1962,1.16269,28.89945,0.08435,20.21496
Ireland,1963,1.17609,30.03119,0.07325,21.09186
Ireland,1964,0.96064,30.70745,0.07024,21.55309
Ireland,1965,1.09078,30.73223,0.05266,21.61444
Ireland,1966,1.03818,29.33603,0.08881,23.06948
Ireland,1967,1.01289,27.70888,0.06422,25.20747
Ireland,1968,1.10099,31.06937,0.11980,26.32513
Ireland,1969,1.01594,33.09208,0.10305,26.13585
Ireland,1970,0.85859,33.80852,0.11106,25.83510
Ireland,1971,0.75774,33.52028,0.09255,26.08606
Ireland,1972,0.63128,31.05679,0.04142,25.76595
Ireland,1973,0.76376,35.47156,0.11553,28.74780
Ireland,1974,1.18935,45.63890,0.29420,36.07314
Ireland,1975,0.86120,37.51270,0.25237,34.21158
Ireland,1976,0.71689,42.15160,0.25427,35.07559
Ireland,1977,0.92421,45.08710,0.36506,37.33362
Ireland,1978,0.72293,46.03570,0.34398,39.20577
Ireland,1979,0.68153,51.63855,0.26514,37.63014
Ireland,1980,0.57488,49.54266,0.34063,37.85741
Ireland,1981,0.52688,49.96425,0.61038,36.95554
Ireland,1982,0.44169,43.99120,0.86037,35.87684
Ireland,1983,0.41299,42.93083,0.91306,38.23606
Ireland,1984,0.41705,45.99239,0.78930,43.13057
Ireland,1985,0.43284,45.26145,0.85815,43.99030
Ireland,1986,0.36875,38.81366,0.68095,40.17844
Ireland,1987,0.37039,38.79912,0.59945,43.71145
Ireland,1988,0.39531,39.86652,0.79611,46.69926
Ireland,1989,0.37383,43.03322,0.54214,49.09328
Ireland,1990,0.36822,40.87468,0.37193,45.77451
Ireland,1991,0.34872,40.56864,0.41367,46.84666
Ireland,1992,0.35604,39.13859,0.46376,49.43560
Ireland,1993,0.35424,40.23663,0.76332,50.79638
Ireland,1994,0.44879,43.95194,0.79391,53.79166
Ireland,1995,0.51602,45.60816,0.75122,59.48392
Ireland,1996,0.49986,46.08592,0.85104,57.30459
Ireland,1997,0.49190,46.37618,0.69231,58.30307
Ireland,1998,0.62839,48.15348,0.87272,65.16086
Ireland,1999,0.61659,46.77324,0.82689,69.88595
Ireland,2000,0.59594,49.69793,0.68646,77.05070
Israel,1962,0.25611,24.39689,0.18577,9.82688
Israel,1963,0.43502,22.40153,0.21228,10.53689
Israel,1964,0.42202,23.84312,0.29798,9.52363
Israel,1965,0.29106,20.21902,0.38924,9.26353
Israel,1966,0.30826,18.47165,0.30382,9.63756
Israel,1967,0.27123,16.63720,0.40259,10.43415
Israel,1968,0.33259,23.41466,0.40443,11.94520
Israel,1969,0.28779,24.38488,0.31717,11.44546
Israel,1970,0.25837,21.64560,0.26389,10.96974
Israel,1971,0.20715,25.75202,0.32431,12.45215
Israel,1972,0.17007,21.34738,0.21581,11.84171
Israel,1973,0.13984,24.59825,0.14022,11.31488
Israel,1974,0.12407,23.15406,0.16774,9.96849
Israel,1975,0.14209,23.52311,0.15017,11.39267
Israel,1976,0.18658,21.65275,0.14852,13.22783
Israel,1977,0.22859,24.04362,0.18500,15.31354
Israel,1978,0.29049,30.26103,0.26824,20.48125
Israel,1979,0.21926,28.28139,0.28414,18.00986
Israel,1980,0.20332,25.21618,0.25019,18.97732
Israel,1981,0.08229,22.51249,0.22891,17.76200
Israel,1982,0.09921,21.54940,0.43592,15.26949
Israel,1983,0.10322,21.93878,0.15157,13.98746
Israel,1984,1.33761,25.18354,0.44241,16.65424
Israel,1985,1.81555,26.81992,0.39703,19.72838
Israel,1986,0.12451,26.17936,0.22381,18.83302
Israel,1987,0.19657,26.84157,0.27726,18.64538
Israel,1988,0.29033,23.87931,0.48594,17.91598
Israel,1989,0.59853,24.11163,0.34205,19.42431
Israel,1990,0.50469,25.03575,0.28845,19.73589
Israel,1991,0.73698,23.89027,0.23116,15.88731
Israel,1992,0.52670,23.94773,0.35917,15.17403
Israel,1993,0.55973,26.06788,0.53986,16.58414
Israel,1994,0.51362,26.68575,0.55285,16.83302
Israel,1995,0.54605,27.58000,0.55938,16.95263
Israel,1996,0.67807,26.37164,0.66686,17.16858
Israel,1997,0.60833,24.50946,0.70557,18.23694
Israel,1998,0.68327,22.81734,0.67041,19.12028
Israel,1999,0.89711,25.39288,0.76249,21.08864
Israel,2000,1.06770,25.70626,0.48358,22.42056
Italy,1962,0.40874,9.79134,0.42162,7.95019
Italy,1963,0.44852,10.63710,0.43139,7.52132
Italy,1964,0.34547,9.30053,0.36262,7.92982
Italy,1965,0.32671,8.43459,0.44112,8.94693
Italy,1966,0.33297,9.20122,0.42525,9.43206
Italy,1967,0.26878,9.27769,0.36876,9.24637
Italy,1968,0.26211,9.08987,0.38850,10.06325
Italy,1969,0.31307,10.14092,0.35360,10.43912
Italy,1970,0.28893,11.60599,0.33227,10.32101
Italy,1971,0.24284,11.41206,0.32511,10.88520
Italy,1972,0.30255,11.89597,0.27283,11.57486
Italy,1973,0.31960,14.20328,0.26805,11.88995
Italy,1974,0.42207,17.97261,0.36882,13.64633
Italy,1975,0.37229,14.48412,0.46058,13.53884
Italy,1976,0.53952,16.51037,0.48697,14.82195
Italy,1977,0.51136,15.72386,0.60276,15.75186
Italy,1978,0.55631,15.14876,0.59564,16.28095
Italy,1979,0.68134,16.61763,0.50046,16.23844
Italy,1980,0.71921,17.54558,0.58312,14.57950
Italy,1981,0.81258,17.69015,0.64062,15.00248
Italy,1982,0.61392,17.03209,0.63330,14.80087
Italy,1983,0.65114,15.07150,0.64498,14.33780
Italy,1984,0.65326,16.46837,0.60563,14.84604
Italy,1985,0.70542,17.39923,0.60966,15.02057
Italy,1986,0.38085,14.33234,0.45401,13.70785
