Entity,Year,Mean income or expenditure per day,Median income or expenditure per day,$1 - total number of people below poverty line,$1.90 - total number of people below poverty line,$3.20 - total number of people below poverty line,$5.50 - total number of people below poverty line,$10 - total number of people below poverty line,$20 - total number of people below poverty line,$30 - total number of people below poverty line,$40 - total number of people below poverty line,$1 a day - share of population below poverty line,$1.90 a day - share of population below poverty line,$3.20 a day - share of population below poverty line,$5.50 a day - share of population below poverty line,$10 a day - share of population below poverty line,$20 a day - share of population below poverty line,$30 a day - share of population below poverty line,$40 a day - share of population below poverty line,$1 a day - poverty gap index,$1.90 a day - poverty gap index,$3.20 a day - poverty gap index,$5.50 a day - poverty gap index,$10 a day - poverty gap index,$20 a day - poverty gap index,$30 a day - poverty gap index,$40 a day - poverty gap index,40% of median - total number of people below poverty line,50% of median - total number of people below poverty line,60% of median - total number of people below poverty line,40% of median - share of population below poverty line,50% of median - share of population below poverty line,60% of median - share of population below poverty line,P10,P90,Gini coefficient,$1 a day - total shortfall,$1.90 a day - total shortfall,$3.20 a day - total shortfall,$5.50 a day - total shortfall,$10 a day - total shortfall,$20 a day - total shortfall,$30 a day - total shortfall,$40 a day - total shortfall,$1 - total number of people above poverty line,$1.90 - total number of people above poverty line,$3.20 - total number of people above poverty line,$5.50 - total number of people above poverty line,$10 - total number of people above poverty line,$20 - total number of people above poverty line,$30 - total number of people above poverty line,$40 - total number of people above poverty line,$1 - share of population above poverty line,$1.90 - share of population above poverty line,$3.20 - share of population above poverty line,$5.50 - share of population above poverty line,$10 - share of population above poverty line,$20 - share of population above poverty line,$30 - share of population above poverty line,$40 - share of population above poverty line,$1-$1.90 - total number of people between poverty lines,$1.90-$3.20 - total number of people between poverty lines,$3.20-$5.50 - total number of people between poverty lines,$5.50-$10 - total number of people between poverty lines,$10-$20 - total number of people between poverty lines,$20-$30 - total number of people between poverty lines,$30-$40 - total number of people between poverty lines,$1-$1.90 - share of population between poverty lines,$1.90-$3.20 - share of population between poverty lines,$3.20-$5.50 - share of population between poverty lines,$5.50-$10 - share of population between poverty lines,$10-$20 - share of population between poverty lines,$20-$30 - share of population between poverty lines,$30-$40 - share of population between poverty lines,$1.90-$10 - total number of people between poverty lines,$10-$30 - total number of people between poverty lines,$1.90-$10 - share of population between poverty lines,$10-$30 - share of population between poverty lines,Share of the poorest quintile in total income or expenditure,Share of the 2nd quintile in total income or expenditure,Share of the 3rd quintile in total income or expenditure,Share of the 4th quintile in total income or expenditure,Share of the richest quintile in total income or expenditure,Share of the richest decile in total income or expenditure,$21.70 - total number of people below poverty line,$21.70 a day - share of population below poverty line,$21.70 a day - poverty gap index,$21.70 a day - total shortfall,$21.70 - total number of people above poverty line,$21.70 - share of population above poverty line
China - urban,1981,1.85242673573683,1.7638123271616966,8988116.0,118325986.0,193792422.0,199600348.0,199917587.0,199947785.0,199947785.0,199947785.0,4.4951867675781205,59.1778515625,96.92054565429687,99.82523803710937,99.98389770507812,99.99900000000001,99.99900000000001,99.99900000000001,0.78384301019816,14.09828120988365,42.81461311960094,66.37543683036805,81.48151422731169,99.998,99.998,99.998,1593992.0,4522358.0,12319133.0,0.79719604492187,2.26174682617187,6.16111328124999,1.16,2.62,0.1846185725438894,1567292.405790319,53560017.3710624,273944724.64984876,729946484.1425754,1629221116.97439,3998915700.0864,5998373550.1296,7997831400.1728,190961668.0,81623798.0,6157362.0,349436.0,32197.0,1999.0,1999.0,1999.0,95.50481334853555,40.82214862507678,3.079454189357864,0.1747618792126327,0.016102543026503092,0.0009997510174854702,0.0009997510174854702,0.0009997510174854702,109337870.0,75466436.0,5807926.0,317239.0,30198.0,0.0,0.0,54.682664723458764,37.742694435718924,2.9046923101452315,0.15865933618612962,0.015102792009017625,0.0,0.0,81591601.0,30198.0,40.80604614257812,0.015102294921888415,11.99660116560909,16.026851720799748,19.05992670758277,22.55381256574194,30.3628078402664,17.18140967064427,199947785.0,99.99900000000001,99.998,4338823534.593743,1999.0,0.0009997510174854702
China - urban,1984,2.1230471450683623,2.018135621220029,3296173.0,97599488.0,215053684.0,229494889.0,230141091.0,230203953.0,230203953.0,230203953.0,1.43183471679687,42.39654052734374,93.41782836914064,99.69098754882813,99.97169311523436,99.99900000000001,99.99900000000001,99.99900000000001,0.25066270663386,8.19954333831534,35.05022405332241,61.49153573045027,78.77821983017787,99.998,99.998,99.998,1048515.0,3464747.0,11261312.0,0.45546752929687,1.50506225585937,4.8918359375,1.36,2.98,0.1779197839184239,577041.2296234457,35864137.12785167,258200986.11924073,778565488.5088106,1813523896.2671983,4604033017.498,6906049526.247,9208066034.996,226910082.0,132606767.0,15152571.0,711366.0,65164.0,2302.0,2302.0,2302.0,98.56816531766263,57.603459558472906,6.582171713796395,0.30901245493959323,0.028306789491884136,0.0009999728287139722,0.0009999728287139722,0.0009999728287139722,94303315.0,117454196.0,14441205.0,646202.0,62862.0,0.0,0.0,40.964705759189734,51.02128784467651,6.2731592588568015,0.2807056654477091,0.027306816663170166,0.0,0.0,132541603.0,62862.0,57.57515258789062,0.027306884765650352,12.370138538815588,16.11001607164158,19.02910957366199,22.42916475440872,30.061571061472094,16.98578859671792,230203953.0,99.99900000000001,99.998,4995375823.98533,2302.0,0.0009999728287139722
China - urban,1987,2.576392875042449,2.4311624901130995,4054239.0,63382121.0,208981761.0,259499525.0,262709040.0,262973421.0,262973421.0,262973421.0,1.5416760253906199,24.10186035156249,79.46798217773437,98.67800659179689,99.89846557617187,99.99900000000001,99.99900000000001,99.99900000000001,0.46299459652950997,4.7358888023815,24.83232367822647,53.55975669306756,74.27729125210291,99.998,99.998,99.998,3669097.0,8980844.0,20759763.0,1.39522094726562,3.41508056640624,7.894165039062489,1.54,3.73,0.2019935409003995,1217564.9062966884,23663081.36928272,208969805.37772134,774671331.921505,1953314873.245487,5259415829.5796,7889123744.369399,10518831659.1592,258921812.0,199593930.0,53994290.0,3476526.0,267011.0,2630.0,2630.0,2630.0,98.45832387223732,75.89813948495257,20.53201795170314,1.3219933856258264,0.10153434085904652,0.001000091069129333,0.001000091069129333,0.001000091069129333,59327882.0,145599640.0,50517764.0,3209515.0,264381.0,0.0,0.0,22.560184387284757,55.36612153324943,19.210024566077312,1.22045904476678,0.10053424978991718,0.0,0.0,199326919.0,264381.0,75.79660522460938,0.10053442382813671,11.329256063593391,15.698815885255861,18.89129971088873,22.60349540170356,31.47713293855842,18.0970474295331,262973421.0,99.99900000000001,99.998,5706466175.093865,2630.0,0.001000091069129333
China - urban,1990,2.619890458674238,2.360109149182517,8639002.0,96084319.0,228325215.0,288489198.0,300162616.0,300162616.0,300162616.0,300162616.0,2.87807861328124,32.010434570312505,76.06641183080664,96.11000756252092,99.99900000000001,99.99900000000001,99.99900000000001,99.99900000000001,0.55732247993147,7.60429430124307,27.228322850915536,53.240252769463105,99.998,99.998,99.998,99.998,6550865.0,18859884.0,39814522.0,2.18241699218749,6.28315917968749,13.26418457031249,1.32,4.22,0.2559463985662914,1672890.466139223,43368406.26934358,261536203.3807547,878949135.6262157,3001596146.8764,6003192293.7528,9004788440.6292,12006384587.5056,291526616.0,204081299.0,71840403.0,11676420.0,3002.0,3002.0,3002.0,3002.0,97.12192153866204,67.98956534722109,23.933588223285454,3.889992490745559,0.0010001145434318196,0.0010001145434318196,0.0010001145434318196,0.0010001145434318196,87445317.0,132240896.0,60163983.0,11673418.0,0.0,0.0,0.0,29.132356191440955,44.05597712393563,20.04359573253989,3.8889923762021272,0.0,0.0,0.0,204078297.0,0.0,67.9885654296875,0.0,9.64121475349739,14.23159024666842,18.04434058744316,22.6843907896083,35.398463622782685,21.068970547854278,300162616.0,99.99900000000001,99.998,6513463638.721787,3002.0,0.0010001145434318196
China - urban,1993,3.2632418799507485,2.841148618770705,5412925.0,71107535.0,204798893.0,310636763.0,338235651.0,342957963.0,342957963.0,342957963.0,1.5782897949218702,20.733393554687492,59.714853515625,90.5748487619453,98.62207761638152,99.99900000000001,99.99900000000001,99.99900000000001,0.35917928783834,4.53672182395324,19.368823147674043,44.42562886630546,67.6634739614475,99.998,99.998,99.998,9598628.0,25692656.0,50765018.0,2.79874877929687,7.491413574218749,14.801962890625,1.53,5.39,0.2846636013306517,1231846.2889378506,29562488.291533574,212568274.15990192,837995155.8489023,2320595928.503726,6859090675.4428005,10288636013.1642,13718181350.885601,337548468.0,271853858.0,138162500.0,32324630.0,4725742.0,3430.0,3430.0,3430.0,98.42171010776131,79.26660654775215,40.28514661415549,9.42515124435595,1.3779224415501485,0.0010001125695217829,0.0010001125695217829,0.0010001125695217829,65694610.0,133691358.0,105837870.0,27598888.0,4722312.0,0.0,0.0,19.15510356000916,38.98145993359667,30.859995369799538,8.047228802805801,1.3769223289806267,0.0,0.0,267128116.0,4722312.0,77.88868406169402,1.376922383618492,8.9682035947064,13.495977696185019,17.44666496926442,22.40777647251731,37.68137726732681,23.17744691560203,342957963.0,99.99900000000001,99.998,7442113382.855437,3430.0,0.0010001125695217829
China - urban,1996,3.8145600388200025,3.288680930326718,2955571.0,53440776.0,185604020.0,328719813.0,378733431.0,388589372.0,388589372.0,388589372.0,0.7605822753906201,13.752368164062501,47.76305723270598,84.59225850259241,97.46268703803722,99.99900000000001,99.99900000000001,99.99900000000001,0.17096066533891,2.70703562534363,14.021280386477189,37.3430907763522,62.51827521576434,99.998,99.998,99.998,11136593.0,31103029.0,60554707.0,2.86587402343749,8.00400634765625,15.583056640625,1.74,6.41,0.2908922811156638,664341.6193389471,19986780.07031262,174354400.85480544,798120031.9714848,2429418025.063452,7771709722.6968,11657564584.045198,15543419445.3936,385637687.0,335152482.0,202989238.0,59873445.0,9859827.0,3886.0,3886.0,3886.0,99.23941783879329,86.24763170749607,52.23694282415986,15.407741582588136,2.537312935058693,0.0010000173497606076,0.0010000173497606076,0.0010000173497606076,50485205.0,132163244.0,143115793.0,50013618.0,9855941.0,0.0,0.0,12.991786131297214,34.01068888333621,36.82920124157172,12.870428647529444,2.5363129177089325,0.0,0.0,325292655.0,9855941.0,83.71031887397471,2.5363129619627927,8.84342920297302,13.25387946085253,17.28097561409389,22.446705132283398,38.17501058979711,23.49144523288204,388589372.0,99.99900000000001,99.998,8432305049.126027,3886.0,0.0010000173497606076
China - urban,1999,4.4413653884749165,3.749037807428123,3481882.0,47538882.0,168028442.0,333632203.0,415833592.0,435346390.0,436761690.0,436761690.0,0.79719604492187,10.88428955078124,38.47103934824606,76.38693457804956,95.2073963624112,99.67495911877354,99.99900000000001,99.99900000000001,0.20495251719552998,2.26804528303028,11.281756176545949,31.58126939788622,57.33261334408064,77.8196546979963,99.998,99.998,19526839.0,45459968.0,78722603.0,4.470777587890621,10.40831054687499,18.023974609375,1.85,7.69,0.3154756447685234,895163.0301266884,18821498.75505796,157679621.52150807,758649459.7852938,2504093952.5132303,6797796763.473004,13102719680.365198,17470292907.153603,433284176.0,389227176.0,268737616.0,103133855.0,20932466.0,1419668.0,4368.0,4368.0,99.20280389553531,89.11571054360638,61.52896065930105,23.613065418192363,4.7926036413754485,0.325040825402234,0.0010000777120826546,0.0010000777120826546,44057000.0,120489560.0,165603761.0,82201389.0,19512798.0,1415300.0,0.0,10.087093351928917,27.58674988430534,37.915895241108686,18.820461776816916,4.4675628159732135,0.32404074769015134,0.0,368294710.0,20928098.0,84.32310681162997,4.791603637588807,8.057992830910889,12.64563635451897,16.925396950753843,22.48518973120321,39.885784132613054,24.883511757609362,436117272.0,99.8514568791882,79.53905508633576,7538571221.721508,648786.0,0.14854313610605702
China - urban,2002,5.773533263176734,4.745479919007064,2300917.0,24127570.0,120741284.0,296255196.0,444628400.0,485849851.0,489932966.0,491013791.0,0.46767211914062,4.904040527343749,24.54122558593749,60.215241699218744,90.372783203125,98.75123413085937,99.58114624023436,99.80082885742188,0.16856091684897,1.0474022032828398,6.2838783651005,21.81412341216916,47.50308184852045,71.93356641161577,81.04832357552597,85.7143274076311,24067525.0,53369881.0,90718377.0,4.8918359375,10.84767578124999,18.43893066406249,2.31,9.87,0.3346099846969703,829309.091559171,9790990.422244254,98932114.15026386,590282620.9395351,2337121700.0056415,7078172298.609313,11962579378.416075,16868363633.716732,489692783.0,467866130.0,371252416.0,195738504.0,47365300.0,6143849.0,2060734.0,979909.0,99.53232795460593,95.09595956208382,75.45877437048483,39.784758219465004,9.627216771271664,1.248765787041582,0.41885373735476694,0.19917104629591803,21826653.0,96613714.0,175513912.0,148373204.0,41221451.0,4083115.0,1080825.0,4.436368392522099,19.637185191599,35.67401615101982,30.157541448193342,8.378450984230081,0.8299120496868151,0.21968269105884894,420500830.0,45304566.0,85.46874267578124,9.208363037109365,7.704709880770119,12.179383593837478,16.492978680181,22.32357370179878,41.29935414341258,26.38934692570336,487110813.0,99.00753051757813,74.04535097427323,7905276624.01799,4882887.0,0.9924694157669093
China - urban,2005,7.181712320684245,5.810052841903342,1983699.0,14771121.0,85981501.0,256751097.0,456207820.0,540205622.0,549677786.0,552113486.0,0.35783081054687,2.66449829101562,15.5098291015625,46.3142138671875,82.29334472656248,97.44534301757812,99.15398559570312,99.59335083007812,0.15963860326111,0.64308079824399,3.71988927981709,15.191721711489159,38.64121392129374,65.73402152259658,76.66291617512513,82.35102504389617,31178263.0,65278056.0,107226213.0,5.62411132812499,11.775224609374993,19.342070312499988,2.75,12.42,0.3479870663235639,884985.0415842923,6773562.67948416,65989980.90412133,463199088.9273809,2142144544.6418834,7288165215.969379,12749836068.45631,18261103225.459232,552384119.0,539596697.0,468386317.0,297616721.0,98159998.0,14162196.0,4690032.0,2254332.0,99.64216916357869,97.33550171557758,84.49017092835646,53.68578610383909,17.706655186827604,2.554656951605369,0.8460144777018783,0.406649146433677,12787422.0,71210380.0,170769596.0,199456723.0,83997802.0,9472164.0,2435700.0,2.306667448001103,12.84533078722113,30.804384824517356,35.979130917011496,15.151998235222234,1.7086424739034904,0.4393653312682014,441436699.0,93469966.0,79.62884643554686,16.86064086914064,7.35953851201614,11.86227038167192,16.23717358657326,22.21010897191603,42.33090854782262,27.336712312940257,543114930.0,97.97014038085936,68.23975282870282,8209093264.202086,11252888.0,2.029859532719123
China - urban,2008,8.726987419899062,7.023027060278598,1528809.0,8262699.0,54233729.0,210730850.0,448486092.0,585270216.0,605186756.0,611090431.0,0.24798950195312003,1.34030029296874,8.7973046875,34.1828515625,72.74935546875001,94.93723826680667,98.16791913166531,99.12555979578448,0.1366180227599,0.37912886979598,1.9820174211535102,9.97896898888773,30.53773574424233,59.22953377187026,71.79514970851972,78.52742854136545,34671588.0,72592045.0,119541181.0,5.62411132812499,11.775224609374993,19.39088867187499,3.33,15.22,0.3515430567338135,842224.4124647024,4440790.519488435,39100046.66859031,338351567.2483433,1882593967.1516047,7302778692.565554,13278107798.560917,19364273037.928375,614952381.0,608218491.0,562247461.0,405750340.0,167995098.0,31210974.0,11294434.0,5390759.0,99.75201043846934,98.65969973877063,91.20269525173997,65.8171484518449,27.2506445817106,5.062761768935724,1.832080878250316,0.8744401430966612,6733890.0,45971030.0,156497121.0,237755242.0,136784124.0,19916540.0,5903675.0,1.0923106996987209,7.457004487030659,25.385546799895064,38.5665038701343,22.187882812774873,3.2306808906854076,0.9576407351536549,440223393.0,156700664.0,71.40905517578128,25.418563662915304,7.3061000226789306,11.8162312854995,16.14254200574134,21.88563277908864,42.84949390699155,27.920728079309658,591035303.0,95.87239843557036,62.06528614057578,8302871676.306288,25445887.0,4.127601525035987
China - urban,2010,10.091272831102284,8.026362834506825,909704.0,4928057.0,36954331.0,175105309.0,426765987.0,609414335.0,640377805.0,649632584.0,0.13814819335936998,0.74837768554687,5.61190673828124,26.591596679687502,64.80893755794672,92.5460246725074,97.24815571622736,98.6535919499141,0.08059283108960871,0.21419590369224,1.18200196770665,7.16347856211623,25.03426982294335,54.03065644089801,67.83167292524523,75.38994639587814,37436533.0,79468506.0,129939020.0,5.68513427734374,12.068134765625,19.73261718749999,3.78,17.72,0.3574452290224402,530702.7151989217,2679906.6078269193,24907094.892742343,259442758.05704847,1648503320.7589443,7115823005.468736,13400119779.098185,19857671562.13097,657588959.0,653570606.0,621544332.0,483393354.0,231732676.0,49084328.0,18120858.0,8866079.0,99.86185180758673,99.25162232258018,94.38809323748012,73.4084032604938,35.19106249119294,7.453975346947667,2.7518443116413738,1.3464080488193793,4018353.0,32026274.0,138150978.0,251660678.0,182648348.0,30963470.0,9254779.0,0.6102294850065626,4.863529085100056,20.979689976986332,38.21734076930085,27.73708714424527,4.7021310353062935,1.4054362628219945,421837930.0,213611818.0,64.06055987239985,32.43921815828064,7.2343463995362205,11.62884117933312,15.958272541017148,21.79299783208323,43.38554204803024,28.405829662472847,618307165.0,93.89649516742752,57.10333848518982,8159736433.837465,40191498.0,6.1035048753014705
China - urban,2011,10.635726241794732,8.458169962698383,689815.0,3674822.0,29420500.0,160097440.0,417453299.0,622032601.0,658198094.0,669007233.0,0.10153442382812,0.54089965820312,4.330424804687491,23.5648583984375,61.445254163563725,91.55743027682792,96.88065540901368,98.47166038412315,0.06145457937664138,0.15708072833456,0.8790934560300201,6.02947952251313,22.852769729056842,51.94359496779778,66.23736632177464,74.12938181072208,36717182.0,79999773.0,132569049.0,5.40442871093749,11.775224609374993,19.51293457031249,4.02,18.66,0.3555922604477313,417516.65337626816,2027664.3217129018,19111931.393344615,225300453.69385484,1552595760.0616088,7057998331.538673,13500313790.596169,20145122934.307053,678700814.0,675715807.0,649970129.0,519293189.0,261937330.0,57358028.0,21192535.0,10383396.0,99.89846562926319,99.45910028146709,95.66957524225728,76.43514155683181,38.554745800004255,8.442569789993378,3.1193446149225585,1.5283395968065376,2985007.0,25745678.0,130676940.0,257355859.0,204579302.0,36165493.0,10809139.0,0.4393653477961057,3.789525039209806,19.234433685425472,37.880395756827554,30.112176010010877,5.323225175070821,1.5910050181160211,413778477.0,240744795.0,60.9043545053606,35.43540124544996,7.325440801516999,11.65973868687619,15.956288924914812,21.7670173188442,43.29151426784775,28.334279565648952,632401163.0,93.08358643918795,55.10951084657313,8124672096.632034,46989466.0,6.91641362041807
China - urban,2012,11.411715279380232,9.115198123702417,626199.0,2936150.0,23169610.0,140036022.0,395054013.0,629697451.0,674809663.0,688362047.0,0.089329833984375,0.41885375976561995,3.3052392578124903,19.97670898437499,56.356064343581735,89.82890670301846,96.26434760999753,98.19765036040354,0.055494841246871617,0.13035295267742,0.6744498283881,4.9088026948685,20.119011278266992,48.92793602221564,63.87592011660455,72.25403175266862,39082606.0,84254982.0,138153839.0,5.57529296874999,12.01931640625,19.708208007812487,4.3,20.14,0.353533520994893,389016.86929349945,1736162.1943107233,15129182.019230932,189257930.53686544,1410335556.4051168,6859661930.622406,13433038049.318115,20259928018.329643,700370255.0,698060304.0,677826844.0,560960432.0,305942441.0,71299003.0,26186791.0,12634407.0,99.9106701615355,99.58114624071979,96.69476074125761,80.02329095947182,43.64393560826771,10.171093247784103,3.7356524202902746,1.8023496307158209,2309951.0,20233460.0,116866412.0,255017991.0,234643438.0,45112212.0,13552384.0,0.32952392081572496,2.88638549946217,16.6714697817858,36.379355351204104,33.47284236048361,6.43544082749383,1.9333027895744532,392117863.0,279755650.0,55.93721058381612,39.90828326641579,7.319400717943809,11.68858140792728,16.026811469874122,21.89472460815182,43.070481796102925,28.01667246032233,642558060.0,91.66352499458662,52.20725712982546,7941571160.273028,58438394.0,8.336474980228644
China - urban,2013,12.308450618611175,9.762476992941544,689683.0,3644446.0,27811764.0,138549237.0,372508263.0,628482839.0,687227291.0,705695509.0,0.09543212890625,0.50428588867187,3.8483435058593702,19.171206054687502,51.54436678266563,86.96384261172825,95.0923753535478,97.64784237502523,0.05374728323234143,0.14551319615293,0.80635319448273,5.046347043879821,18.73876545697405,46.09990099639248,61.366270880581595,70.16816911213479,55815864.0,104856115.0,158394662.0,7.723300781250001,14.509052734375,21.91723876953125,4.25,22.4,0.3668623112407532,388428.61735919997,1998069.9257904224,18647902.560262304,200583177.02729836,1354240125.218266,6663228251.749037,13304718480.891323,20284057739.649734,722004738.0,719049975.0,694882657.0,584145184.0,350186158.0,94211582.0,35467130.0,16998912.0,99.90456782563152,99.49571410902035,96.15165646892409,80.82879388936088,48.45563322814139,13.036157366434132,4.907624712381722,2.3521576348241933,2954763.0,24167318.0,110737473.0,233959026.0,255974576.0,58744452.0,18468218.0,0.4088537166111595,3.34405764009627,15.322862579563209,32.373160661219494,35.419475861707255,8.12853265405241,2.555467077557528,368863817.0,314719028.0,51.04008089399375,43.54800857088217,6.7521466610850105,11.32464905815611,15.91901714340537,22.16593454047318,43.83825259688028,28.38832100431212,644812559.0,89.22340341458292,49.3934265592202,7746108776.427501,77881862.0,10.776596544392032
China - urban,2014,13.020726741765545,10.447744118239688,755779.0,3617421.0,24784488.0,125804998.0,351405279.0,632349955.0,702499307.0,724644943.0,0.10153442382812,0.48597900390624,3.32964843749999,16.90115234375,47.20920676341082,84.95245104308727,94.37659873228198,97.35173305052209,0.062478634261283396,0.15025589575008,0.7256684050854499,4.41046799074844,16.88716630599649,43.49663152562108,59.21854857729707,68.43952574968168,61213647.0,111633056.0,166322217.0,8.22368896484375,14.997236328125,22.3443994140625,4.47,23.78,0.3642967482734096,465064.4106428004,2125038.0040276675,17285015.429592185,180563075.13208184,1257008918.069761,6475408928.055046,13223931533.80222,20377390180.67625,743601738.0,740740096.0,719573029.0,618552519.0,392952238.0,112007562.0,41858210.0,19712574.0,99.8984655917702,99.5140210292254,96.67035162083276,83.09884764688955,52.79079327145426,15.047548985791998,5.623401261359197,2.6482669348793584,2861642.0,21167067.0,101020510.0,225600281.0,280944676.0,70149352.0,22145636.0,0.38444456254480197,2.843669408392634,13.571503973943209,30.308054375435294,37.743244285662264,9.424147724432801,2.9751343264798384,347787858.0,351094028.0,46.72322775950458,47.16739196887116,6.6457890521468705,11.413272745357748,16.10194549481244,22.390530662428958,43.44846204525393,27.90192791826373,651720631.0,87.55478594639291,46.85039661204138,7567537541.69514,92636886.0,12.445214011320315
China - urban,2015,13.74331501813277,11.018990948102482,497177.0,2366486.0,17741556.0,110178907.0,335391243.0,636900420.0,717054753.0,742579843.0,0.06492065429687499,0.30901245117187,2.31666748046874,14.387006835937498,43.79491732975951,83.1655620289408,93.63200226635556,96.96503265238528,0.042873142262819214,0.09858687272611495,0.48298571893784,3.48598235246707,15.008488531494852,41.18200676465957,57.28522189846841,66.85524847669247,58585967.0,110739699.0,167753637.0,7.650073242187499,14.460234375,21.905034179687497,4.81,24.98,0.3615622340427202,328332.08415939414,1434500.4867974918,11836199.492612166,146830366.26091585,1149383520.6713011,6307619827.82543,13161090117.088633,20479696062.196846,765325123.0,763455814.0,748080744.0,655643393.0,430431057.0,128921880.0,48767547.0,23242457.0,99.9350793258436,99.69098758288966,97.68333254333284,85.61299311863861,56.20508269346557,16.834437962958248,6.367997771806853,3.034967380814061,1869309.0,15375070.0,92437351.0,225212336.0,301509177.0,80154333.0,25525090.0,0.24409174295394637,2.007655039556827,12.070339424694215,29.407910425173046,39.37064473050732,10.466440191151394,3.333030390992793,333024757.0,381663510.0,43.48590487858764,49.83708493659605,6.79876303025828,11.4683631268161,16.08957273491142,22.311882449632186,43.33141865838198,27.85798162843143,658875219.0,86.03500036165035,44.58788377311101,7409767867.606671,106947081.0,13.964999582801388
China - urban,2016,14.521828130415,11.60578341280694,222882.0,1327987.0,12763420.0,99057696.0,320051464.0,636332226.0,728875572.0,759343740.0,0.028306884765625002,0.16865966796874,1.6210058593749899,12.580727539062488,40.64782866352139,80.8167628486266,92.57014159664878,96.43972188132372,0.018340406137472936,0.04849286711731073,0.29972618207093005,2.83982204796557,13.46622507223018,38.87632828713696,55.20875670253882,65.1089984345175,59466113.0,114048684.0,172859483.0,7.552436523437491,14.48464355468749,21.95385253906249,5.07,26.56,0.3612482555073504,144408.05416675768,725460.7670564632,7551915.596417979,122980508.27171516,1060298962.3436501,6122061724.274411,13041023849.668285,20506119007.832726,787153652.0,786048547.0,774613114.0,688318838.0,467325070.0,151044308.0,58500962.0,28032794.0,99.9716930857886,99.83134028731418,98.37899410906243,87.41927251796915,59.35217139707137,19.183237177855748,7.429858457021275,3.5602780613220557,1105105.0,11435433.0,86294276.0,220993768.0,316280762.0,92543346.0,30468168.0,0.14035279847443358,1.4523461782517384,10.95972159109329,28.06710112089777,40.16893421921563,11.75337872083447,3.8695803956992196,318723477.0,408824108.0,40.47916899555265,51.922312933127394,6.85284335142393,11.421180214784519,16.04071333697017,22.33317392310386,43.35208917371749,27.802106414821022,661244496.0,83.98072177728712,42.29054489281342,7225792436.932438,126132038.0,16.019278268204015
China - urban,2017,15.122256977275136,11.9567526493952,229072.0,1117959.0,12377190.0,99043636.0,316691594.0,639111807.0,741019358.0,775792393.0,0.028306884765625002,0.13814819335936998,1.5294714355468702,12.23899902343749,39.13414586595477,78.9761874230666,91.56908557838148,95.8660515531882,0.01275733786809439,0.03781535476420368,0.26965934176733003,2.74834808977197,13.0142672168288,37.657789345972716,53.934011375383626,63.962799809161666,65661005.0,122549749.0,182598980.0,8.11384765625,15.14369140624999,22.56408203125,5.12,27.92,0.3694192983317749,103238.27370474217,581436.720805975,6983065.644638205,122324965.75211541,1053174647.3203024,6094884691.167592,13093768353.408642,20704661432.961597,809017142.0,808128255.0,796869024.0,710202578.0,492554620.0,170134407.0,68226856.0,33453821.0,99.9716931638311,99.86185180966444,98.47052852569786,87.76100100481904,60.86585410951333,21.023812537725384,8.430914450963375,4.133948410415424,888887.0,11259231.0,86666446.0,217647958.0,322420213.0,101907551.0,34773035.0,0.10984135416665664,1.391323283966578,10.709527520878831,26.89514689530571,39.84204157178794,12.59289808676201,4.296966040547951,315573635.0,424327764.0,38.9959976725954,52.434939712426704,6.64809804371483,11.20120592917497,15.87294242558297,22.29387761704409,43.98387598448309,28.33927358689538,666053944.0,82.30547545987696,41.02972699935731,7205083818.143314,143192270.0,17.694524549236878
China - urban,2018,15.820753735773849,12.529553865470772,0.0,639955.0,9399713.0,92845268.0,303705227.0,635882378.0,750367835.0,790802082.0,0.0,0.077125244140625,1.13282226562499,11.189404296874999,36.60154856818893,76.63443916753666,90.4318474025304,95.30484898104577,0.0,0.017294287900175585,0.17526041563210001,2.388486936543,11.96653579501012,35.74855319521356,52.101184650816656,62.38528821819735,70363577.0,129403332.0,186334521.0,8.4799853515625,15.595261230468749,22.45641962698311,5.29,29.44,0.3690613270610632,0.0,272652.2537448689,4653573.976154836,109002978.78886057,992935986.1356395,5932548153.929912,12969452992.81995,20705941548.471172,829760595.0,829120640.0,820360882.0,736915327.0,526055368.0,193878217.0,79392760.0,38958513.0,100.0,99.92287474196097,98.86717770684206,88.81059566343953,63.39845145333758,23.365560882051767,9.568152606716641,4.695151015215418,639955.0,8759758.0,83445555.0,210859959.0,332177151.0,114485457.0,40434247.0,0.07712525803903715,1.0556970351189068,10.056582043402532,25.41214421010195,40.032890571285805,13.79740827533513,4.873001591501221,303065272.0,446662608.0,36.52442332404831,53.83029883434146,6.6098583020154695,11.175250952248629,15.900529726908548,22.419074509906046,43.89528650892128,28.12698689914841,665585370.0,80.21414536579783,39.09645803973458,7039631961.941065,164175225.0,19.78585461749964
