Entity,Year,Population (BoE (2017)),Real GDP per capita (BoE (2017)),Real GDP (at market prices) (BoE (2017))
England,1311,4699014.531,849.8738345,3993569498
England,1312,4696530.246,827.7725752,3887658936
England,1313,4694047.274,842.8841011,3956537817
England,1314,4691565.615,843.5177786,3957419006
England,1315,4689085.268,758.286882,3555671848
England,1316,4628291.969,725.1425995,3356171670
England,1317,4568286.846,768.4855977,3510662648
England,1318,4509059.681,859.0086298,3873321178
England,1319,4450600.387,873.9476872,3889591915
England,1320,4392899.009,856.3075659,3761672658
England,1321,4335945.721,733.6116688,3180900376
England,1322,4279730.824,782.072298,3347058920
England,1323,4224244.745,821.8932436,3471878215
England,1324,4169478.035,758.6058854,3162990576
England,1325,4115421.367,831.722969,3422890478
England,1326,4143572.347,841.796378,3488044194
England,1327,4171915.891,826.7555619,3449154667
England,1328,4200453.314,767.3575481,3223249556
England,1329,4229185.944,806.6316607,3411395282
England,1330,4258115.116,785.0393697,3342788007
England,1331,4287242.174,747.6802702,3205486387
England,1332,4316568.471,786.3875702,3394495792
England,1333,4346095.371,809.3382489,3517461217
England,1334,4375824.245,782.0766267,3422229865
England,1335,4405756.476,748.7916613,3298993711
England,1336,4435893.455,783.6648878,3476253947
England,1337,4466236.581,867.896439,3876230824
England,1338,4496787.265,884.0906526,3975567588
England,1339,4527546.927,721.0862017,3264751617
England,1340,4558516.997,807.2886243,3680038915
England,1341,4589698.913,815.0881389,3741009145
England,1342,4621094.124,852.5930767,3939912857
England,1343,4652704.09,828.2607747,3853652294
England,1344,4684530.28,883.8043625,4140208298
England,1345,4716574.173,822.5004716,3879384482
England,1346,4748837.257,780.9734739,3708715930
England,1347,4781321.033,810.946489,3877395504
England,1348,4814027.01,830.9845613,4000382123
England,1349,3922101.18,780.6184347,3061664484
England,1350,3195428.2,888.9966107,2840724840
England,1351,2603390.61,1026.986799,2673647791
England,1352,2599336.092,1064.661062,2767411925
England,1353,2595287.888,1067.860581,2771405631
England,1354,2591245.988,1022.794301,2650311629
England,1355,2587210.384,1054.141062,2727284701
England,1356,2583181.064,1039.811742,2686022001
England,1357,2579158.02,1059.54407,2732731586
England,1358,2575141.241,1065.05837,2742675734
England,1359,2571130.718,1076.68352,2768294073
England,1360,2567126.441,1069.494177,2745526781
England,1361,2563128.4,1031.998953,2645145826
England,1362,2559136.586,1004.952353,2571810333
England,1363,2555150.989,975.7081726,2493081702
England,1364,2551171.599,1084.002331,2765475960
England,1365,2547198.406,1035.749993,2638260730
England,1366,2543231.401,1067.051532,2713758964
England,1367,2539270.574,1001.391417,2542803758
England,1368,2535315.916,994.5271089,2521440408
England,1369,2531367.417,928.6774652,2350823876
England,1370,2527425.068,1040.673279,2630223733
England,1371,2523488.858,1007.002775,2541160282
England,1372,2519558.778,910.8357426,2294904191
England,1373,2515634.819,986.2519697,2481049795
England,1374,2511716.971,907.0993176,2278376751
England,1375,2507805.225,874.8808218,2194030696
England,1376,2503899.571,1011.179474,2531891852
England,1377,2500000,1041.011871,2602529678
England,1378,2480214.237,1030.035388,2554708433
England,1379,2460585.064,945.763321,2327131102
England,1380,2441111.242,988.8269572,2413836602
England,1381,2421791.543,1014.76121,2457540117
England,1382,2402624.745,1050.085347,2522961040
England,1383,2383609.639,1003.99276,2393126821
England,1384,2364745.025,1136.198865,2686820613
England,1385,2346029.71,1036.033922,2430566361
England,1386,2327462.515,1159.084277,2697725207
England,1387,2309042.266,1168.573085,2698284644
England,1388,2290767.8,1081.32663,2477068226
England,1389,2272637.965,1120.077327,2545530257
England,1390,2254651.614,1051.001244,2369641652
England,1391,2236807.613,1179.089273,2637395863
England,1392,2219104.834,1330.165913,2951777607
England,1393,2201542.161,1102.323522,2426811709
England,1394,2184118.484,1214.000273,2651520436
England,1395,2166832.703,1165.236806,2524873219
England,1396,2149683.728,1175.594636,2527156659
England,1397,2132670.474,1152.910567,2458778326
England,1398,2115791.869,1237.629882,2618567242
England,1399,2099046.846,1191.501569,2501017610
England,1400,2082434.349,1161.55458,2418861155
England,1401,2080298.342,1146.904673,2385903890
England,1402,2078164.527,1177.806738,2447676183
England,1403,2076032.901,1197.345848,2485729373
England,1404,2073903.461,1218.1643,2526355157
England,1405,2071776.205,1220.550717,2528707932
England,1406,2069651.131,1132.32253,2343512606
England,1407,2067528.237,1134.182505,2344954355
England,1408,2065407.521,1049.681594,2168020259
England,1409,2063288.98,1086.655417,2242084146
England,1410,2061172.611,1155.078743,2380816669
England,1411,2059058.414,1131.667911,2330170334
England,1412,2056946.385,1105.930192,2274839110
England,1413,2054836.523,1003.022875,2061048036
England,1414,2052728.824,1140.293151,2340712619
England,1415,2050623.288,1167.157049,2393399425
England,1416,2048519.911,1126.000444,2306634330
England,1417,2046418.692,1231.460872,2520084548
England,1418,2044319.628,1169.024972,2389860696
England,1419,2042222.717,1231.74748,2515502686
England,1420,2040127.957,1202.193407,2452628380
England,1421,2038035.346,1123.141949,2289002991
England,1422,2035944.881,1160.493148,2362700084
England,1423,2033856.56,1225.26174,2492006627
England,1424,2031770.382,1235.522026,2510297059
England,1425,2029686.343,1193.475185,2422380283
England,1426,2027604.442,1157.970347,2347905819
England,1427,2025524.676,1128.247464,2285293079
England,1428,2023447.044,1059.723959,2144295311
England,1429,2021371.542,1096.732796,2216904463
England,1430,2019298.17,1129.064594,2279918068
England,1431,2013373.93,1137.072924,2289352982
England,1432,2007467.071,1125.253226,2258908798
England,1433,2001577.542,1161.064458,2323960543
England,1434,1995705.291,1233.016921,2460738393
England,1435,1989850.268,1097.809424,2184476377
England,1436,1984012.423,1024.91585,2033445780
England,1437,1978191.705,985.6059269,1949717469
England,1438,1972388.064,1036.858828,2045087976
England,1439,1966601.45,1085.173263,2134103312
England,1440,1960831.813,1097.652761,2152312452
England,1441,1955079.102,972.425524,1901168820
England,1442,1949343.269,1008.817599,1966531796
England,1443,1943624.264,1223.036272,2377122974
England,1444,1937922.037,1223.926428,2371873996
England,1445,1932236.54,1057.97702,2044261855
England,1446,1926567.722,1127.557655,2172316184
England,1447,1920915.536,1157.147267,2222782163
England,1448,1915279.933,1198.258836,2295001102
England,1449,1909660.863,1101.645348,2103769006
England,1450,1904058.278,1137.996215,2166811113
England,1451,1909631.234,1139.863684,2176719293
England,1452,1915220.502,1124.797823,2154235851
England,1453,1920826.128,1133.819674,2177870454
England,1454,1926448.162,1133.949862,2184495627
England,1455,1932086.65,1124.559969,2172747303
England,1456,1937741.642,1136.172866,2201609475
England,1457,1943413.185,1038.699254,2018621827
England,1458,1949101.328,1099.000501,2142063337
England,1459,1954806.12,1081.271755,2113676644
England,1460,1960527.609,1080.654348,2118652686
England,1461,1966265.844,1084.196575,2131818694
England,1462,1972020.875,1184.659615,2336173490
England,1463,1977792.749,1198.274497,2369938612
England,1464,1983581.517,1092.209504,2166486585
England,1465,1989387.228,1059.533911,2107823230
England,1466,1995209.932,1050.670272,2096307763
England,1467,2001049.679,1082.156516,2165448948
England,1468,2006906.517,1128.470161,2264734120
England,1469,2012780.498,1112.409096,2239035335
England,1470,2018671.671,1079.959606,2180083862
England,1471,2024580.087,1031.483312,2088320574
England,1472,2030505.796,1064.921071,2162328408
England,1473,2036448.849,1055.31685,2149098784
England,1474,2042409.297,1110.319219,2267726296
England,1475,2048387.19,1076.471673,2205030786
England,1476,2054382.58,997.4187071,2049079617
England,1477,2060395.518,1042.366539,2147687344
England,1478,2066426.054,1070.637235,2212392678
England,1479,2072474.242,1130.569038,2343075210
England,1480,2078540.132,1161.810551,2414869855
England,1481,2084623.776,1108.969676,2311784552
England,1482,2090725.226,1059.343548,2214796278
England,1483,2096844.534,1109.594356,2326646861
England,1484,2102981.753,1097.68485,2308411211
England,1485,2109136.935,1036.318487,2185737597
England,1486,2115310.132,1147.04082,2426347069
England,1487,2121501.397,1047.219734,2221678128
England,1488,2127710.784,1067.7447,2271851913
England,1489,2133938.345,1090.457432,2326968928
England,1490,2140184.133,1095.860961,2345344241
England,1491,2146448.201,1103.517713,2368643611
England,1492,2152730.604,1115.306386,2400954191
England,1493,2159031.395,1095.77327,2365808892
England,1494,2165350.628,1146.012227,2481518296
England,1495,2171688.356,1122.048623,2436739930
England,1496,2178044.634,1085.431136,2364117462
England,1497,2184419.516,1156.289659,2525821697
England,1498,2190813.056,1166.060551,2554620679
England,1499,2197225.31,1168.984609,2568522569
England,1500,2203656.332,1147.928102,2529639031
England,1501,2210106.176,1104.694572,2441492295
England,1502,2216574.899,1142.029974,2531394975
England,1503,2223062.554,1188.356895,2641791715
England,1504,2229569.198,1189.003249,2650965020
England,1505,2236094.887,1198.860296,2680765378
England,1506,2242639.675,1201.334377,2694160136
England,1507,2249203.619,1176.589926,2646390319
England,1508,2255786.775,1190.085623,2684579410
England,1509,2262389.199,1242.482429,2810978828
England,1510,2269010.948,1195.483191,2712564449
England,1511,2275652.078,1216.714034,2768817819
England,1512,2282312.645,1159.624864,2646626492
England,1513,2288992.708,1207.06471,2762962318
England,1514,2295692.322,1201.629706,2758572089
England,1515,2302411.545,1231.171997,2834664620
England,1516,2309150.434,1217.149697,2810581751
England,1517,2315909.048,1217.532578,2819694713
England,1518,2322687.443,1220.926296,2835830176
England,1519,2329485.677,1206.801876,2811227686
England,1520,2336303.809,1186.700729,2772493434
England,1521,2343141.898,1211.521692,2838767237
England,1522,2350000,1229.772374,2889965079
England,1523,2373924.051,1248.926975,2964857784
England,1524,2398091.659,1262.076038,3026574019
England,1525,2422505.304,1249.833464,3027728196
England,1526,2447167.491,1252.7953,3065799930
England,1527,2472080.75,1158.512686,2863936911
England,1528,2497247.638,1164.321177,2907598309
England,1529,2522670.735,1177.395279,2970180613
England,1530,2548352.651,1187.25506,3025544579
England,1531,2574296.02,1142.476107,2941071695
England,1532,2600503.505,1177.362495,3061735294
England,1533,2626977.793,1166.600827,3064634465
England,1534,2653721.601,1213.946128,3221475064
England,1535,2680737.674,1125.761834,3017872159
England,1536,2708028.782,1108.295569,3001296298
England,1537,2735597.726,1188.763612,3251979033
England,1538,2763447.333,1120.83075,3097356747
England,1539,2791580.463,1203.950314,3360924174
England,1540,2820000,1158.759085,3267700619
England,1541,2830458,1121.748707,3175062602
England,1542,2867727,1157.147993,3318384543
England,1543,2884361,1115.425601,3217290103
England,1544,2916003,1172.663108,3419489140
England,1545,2911613,1136.301458,3308470096
England,1546,2908466,1152.920978,3353231466
England,1547,2910440,1244.811558,3622949351
England,1548,2951903,1187.070482,3504116918
England,1549,2981180,1134.611168,3382480123
England,1550,3020841,1118.530973,3378904223
England,1551,3065168,1084.942292,3325530395
England,1552,3087215,1033.356292,3190193046
England,1553,3110592,1204.463314,3746593948
England,1554,3137961,1093.088999,3430070649
England,1555,3161626,1081.415679,3419031926
England,1556,3212505,875.7442315,2813332722
England,1557,3204974,959.8508002,3076296859
England,1558,3133757,1246.459591,3906101467
England,1559,3036742,1179.205603,3580943180
England,1560,3015219,1185.399858,3574240174
England,1561,3035688,1202.720582,3651084439
England,1562,3069343,1191.765916,3657938372
England,1563,3099546,1294.012705,4010851902
England,1564,3110707,1246.58755,3877768618
England,1565,3149204,1243.575875,3916274121
England,1566,3173513,1390.639913,4413213843
England,1567,3208378,1298.822729,4167114269
England,1568,3252345,1292.317383,4203061978
England,1569,3274741,1281.822659,4197637216
England,1570,3296204,1175.077624,3873295565
England,1571,3310219,1174.964461,3889389683
England,1572,3341349,1132.982283,3785689219
England,1573,3360591,1294.569152,4350517442
England,1574,3380804,1142.33306,3862004179
England,1575,3413301,1268.523622,4329852949
England,1576,3447945,1304.337248,4497283092
England,1577,3490202,1102.573066,3848202719
England,1578,3527355,1254.073662,4423563001
England,1579,3560316,1231.205875,4383481975
England,1580,3602085,1160.832693,4181418031
England,1581,3631441,1118.776671,4062771472
England,1582,3671239,997.9582233,3663743150
England,1583,3721513,1123.377222,4180662937
England,1584,3768244,1079.90812,4069357295
England,1585,3797796,944.0570508,3585336091
England,1586,3840647,917.373366,3523307266
England,1587,3859383,1015.561829,3919442059
England,1588,3846636,1143.063963,4396950989
England,1589,3885426,997.0738888,3874056811
England,1590,3934260,1053.45615,4144570392
England,1591,3937845,1060.608881,4176513377
England,1592,3945029,1144.570865,4515365254
England,1593,3943129,1212.243605,4780032915
England,1594,3979088,983.6452276,3914010921
England,1595,4028223,982.8624638,3959189183
England,1596,4056574,932.6012573,3783166013
England,1597,4054783,890.1858227,3609510341
England,1598,4028631,1061.006159,4274402304
England,1599,4065427,1209.234577,4916054900
England,1600,4114891,1143.365734,4704825370
England,1601,4161785,1130.242796,4703827513
England,1602,4187655,1184.511128,4960323950
England,1603,4209409,1250.782518,5265055187
England,1604,4219477,1330.178164,5612656170
England,1605,4270233,1184.860273,5059629437
England,1606,4310420,1238.434441,5338172584
England,1607,4361009,1122.757029,4896353506
England,1608,4398228,1062.677069,4673896040
England,1609,4435392,1225.612724,5436072873
England,1610,4449135,1297.750426,5773866843
England,1611,4476310,1188.136055,5318465305
England,1612,4498310,1132.766974,5095537007
England,1613,4518285,1090.407646,4926772509
England,1614,4518328,1051.609024,4751514497
England,1615,4553110,1136.765294,5175817429
England,1616,4568412,1072.890236,4901404631
England,1617,4573625,1183.05711,5410859576
England,1618,4602855,1176.455846,5415055674
England,1619,4645663,1072.96526,4984635009
England,1620,4688690,1245.828704,5841304585
England,1621,4744972,1238.982248,5878936075
England,1622,4829012,1069.067835,5162541402
England,1623,4859479,1060.164158,5151845463
England,1624,4829546,1204.507459,5817224180
England,1625,4821584,1216.134627,5863695257
England,1626,4761954,1170.079777,5571866075
England,1627,4796562,1171.853878,5620869780
England,1628,4896191,1316.50525,6445861154
England,1629,4973912,967.3579363,4811553248
England,1630,4959428,957.6457912,4749375351
England,1631,4926322,981.0489131,4832962844
England,1632,4989043,1102.202178,5498934061
England,1633,5114408,1014.81534,5190179692
England,1634,5176634,1027.220921,5317546744
England,1635,5199885,1062.75171,5526186676
England,1636,5089826,1031.975587,5252576172
England,1637,5195850,997.9189222,5185037032
England,1638,5163125,1098.550165,5671951819
England,1639,5207413,1109.212173,5776125892
England,1640,5209280,1138.236299,5929391588
England,1641,5130123,1014.011324,5202002817
England,1642,5192783,1105.863131,5742507269
England,1643,5268977,1166.585433,6146711816
England,1644,5217877,1180.255669,6158428912
England,1645,5247014,1021.628227,5360497611
England,1646,5231240,1030.847802,5392612258
England,1647,5315683,1024.853948,5447798711
England,1648,5309168,1038.173156,5511835700
England,1649,5315384,1019.99816,5421681900
England,1650,5312343,977.9668385,5195295289
England,1651,5307978,1032.875634,5482481142
England,1652,5391294,1162.981705,6269976290
England,1653,5385708,1298.587091,6993810883
England,1654,5313195,1287.202092,6839155719
England,1655,5397694,1340.484137,7235523185
England,1656,5390765,1240.915951,6689486279
England,1657,5394992,1168.011112,6301410604
England,1658,5320309,1150.831602,6122779727
England,1659,5266505,974.3662889,5131504932
England,1660,5245768,1067.104109,5597780588
England,1661,5279736,1088.810519,5748632094
England,1662,5204667,1125.355946,5857102955
England,1663,5169274,1324.74932,6847992215
England,1664,5244883,1236.184674,6483643983
England,1665,5184322,1289.705779,6686250043
England,1666,5229235,1443.778596,7549857567
England,1667,5106405,1485.184949,7583955849
England,1668,5205223,1312.154594,6830057274
England,1669,5200470,1346.345317,7001628433
England,1670,5193358,1307.991582,6792868546
England,1671,5158922,1266.914778,6535914520
England,1672,5140882,1257.808769,6466246462
England,1673,5171863,1282.840391,6634674754
England,1674,5186973,1221.187532,6334266755
England,1675,5187052,1253.096997,6499879286
England,1676,5184564,1481.535577,7681116018
England,1677,5193061,1372.261143,7126235823
England,1678,5209648,1422.407799,7410243944
England,1679,5194269,1327.906295,6897502506
England,1680,5166785,1493.739568,7717831196
England,1681,5109031,1355.264805,6924089903
England,1682,4962352,1453.824028,7214386573
England,1683,4950841,1571.341105,7779459967
England,1684,4943877,1316.065368,6506465303
England,1685,5012077,1427.30133,7153744168
England,1686,5036096,1318.427975,6639729850
England,1687,4978729,1467.008009,7303835318
England,1688,4945834,1577.832482,7803697536
England,1689,5042935,1510.469311,7617198556
England,1690,5039295,1613.624433,8131529536
England,1691,5093750,1623.466526,8269532616
England,1692,5097574,1754.69784,8944702089
England,1693,5121314,1485.989615,7610219419
England,1694,5109576,1769.120926,9039457825
England,1695,5109708,1692.373179,8647532773
England,1696,5118433,1617.923468,8281232872
England,1697,5150015,1596.537982,8222194555
England,1698,5177316,1634.379464,8461698950
England,1699,5190149,1571.847056,8158120424
England,1700,5195805,1705.356682,8860700777
England,1701,5210622,1853.077811,9655688010
England,1702,5130944,1833.319555,9406659972
England,1703,5259007,1674.045516,8803817086
England,1704,5258024,1993.326719,10480959730
England,1705,5243873,1897.017244,9947717508
England,1706,5333593,1579.454623,8424168121
England,1707,5324293,1777.605649,9464493313
England,1708,5315379,1895.283055,10074147750
England,1709,5309902,1643.644723,8727592402
England,1710,5389870,1472.169599,7934802758
England,1711,5382325,1607.391025,8651500900
England,1712,5313727,1626.642804,8643535787
England,1713,5310003,1557.908528,8272498957
England,1714,5393804,1687.085504,9099808542
England,1715,5397730,1638.547824,8844438746
England,1716,5428306,1690.95291,9179009825
England,1717,5437161,1783.380746,9696528242
England,1718,5491429,1865.471836,10244106138
England,1719,5530415,1819.688607,10063633168
England,1720,5510036,1942.912478,10705517697
England,1721,5502742,1869.590241,10287872741
England,1722,5505718,1888.507099,10397587530
England,1723,5523184,1837.312875,10147817072
England,1724,5540007,1813.445695,10046501843
England,1725,5558450,1854.583698,10308610755
England,1726,5602227,1783.290196,9990396484
England,1727,5628489,1764.199923,9929779861
England,1728,5577742,1834.573804,10232779357
England,1729,5478467,1764.01654,9664106401
England,1730,5420676,1823.629049,9885302220
England,1731,5414321,1796.7649,9728261931
England,1732,5394668,1923.124313,10374617191
England,1733,5437529,1950.264626,10604620463
England,1734,5515446,1915.769358,10566322445
England,1735,5561308,1854.89548,10315645074
England,1736,5598932,1979.379427,11082410813
England,1737,5629101,1863.327039,10488856101
England,1738,5652216,1890.374657,10684805882
England,1739,5684087,1867.215098,10613413066
England,1740,5711806,1826.937471,10435112408
England,1741,5723207,1876.536944,10739809376
England,1742,5664217,1939.733182,10987069665
England,1743,5660026,1895.515197,10728665301
England,1744,5695178,1857.483886,10578701361
England,1745,5750497,1866.717143,10734551333
England,1746,5781808,1914.932124,11071769873
England,1747,5805091,1994.160116,11576280944
England,1748,5816618,1968.914706,11452424717
England,1749,5851017,1945.727623,11384485398
England,1750,5888264,1961.444145,11549500945
England,1751,5921907,1908.10443,11299616979
England,1752,5960981,1988.959486,11856149706
England,1753,6007521,1991.065854,11961369932
England,1754,6052434,1920.919236,11626236893
England,1755,6096763,1964.751102,11978621821
England,1756,6148555,1915.195426,11775684414
England,1757,6177649,2015.968827,12453947810
England,1758,6196146,2037.909298,12627183544
England,1759,6221833,2061.600488,12826933951
England,1760,6262599,2107.701438,13199688918
England,1761,6310339,2175.021566,13725123411
England,1762,6338572,2105.101611,13343338129
England,1763,6326856,2102.075196,13299527066
England,1764,6361342,2089.790483,13293871969
England,1765,6415198,2055.444362,13186082561
England,1766,6448732,2072.071516,13362233893
England,1767,6467030,2080.439908,13454267296
England,1768,6486827,2093.193925,13578186867
England,1769,6530999,2196.521304,14345478441
England,1770,6579743,2120.6791,13953523461
England,1771,6623359,2146.070294,14214193994
England,1772,6673919,2075.406208,13851092922
England,1773,6726828,2095.796218,14098060679
England,1774,6775929,2034.327028,13784455507
England,1775,6847947,2077.245179,14224864895
England,1776,6913474,2124.202098,14685615979
England,1777,6979029,2165.120275,15110437189
England,1778,7050435,2128.24404,15005046265
England,1779,7116142,2102.821282,14963974841
England,1780,7154760,2187.022415,15647620494
England,1781,7206139,2233.287772,16093382113
England,1782,7230818,2203.490725,15933040394
England,1783,7284000,2176.143427,15851028719
England,1784,7300587,2179.764856,15913562970
England,1785,7367578,2144.891667,15802656661
England,1786,7433688,2163.000822,16079073255
England,1787,7508406,2105.82604,15811396875
England,1788,7591590,2077.981349,15775182426
England,1789,7665834,2103.911375,16128235353
England,1790,7762101,2235.512369,17352272796
England,1791,7845678,2221.172683,17426605650
England,1792,7937411,2283.73328,18126929658
England,1793,8022417,2222.895476,17832994458
England,1794,8100998,2130.088843,17255845454
England,1795,8169106,2341.767716,19130148703
England,1796,8256325,2358.610376,19473453813
England,1797,8333740,2319.74047,19332113946
England,1798,8435048,2313.907485,19517920706
England,1799,8525740,2349.458943,20030876088
England,1800,8619513,2437.16537,21007178588
England,1801,8671439,2444.350565,21196036815
England,1802,8730845,2455.881198,21441918082
England,1803,8831874,2376.967091,20993073853
England,1804,8945472,2344.643978,20973947056
England,1805,9092471,2446.680224,22246368979
England,1806,9232495,2400.242056,22160222781
England,1807,9367758,2520.107048,23607752961
England,1808,9498470,2369.647634,22508026958
England,1809,9623669,2412.30741,23215248042
England,1810,9737937,2537.621731,24711200548
England,1811,9863959,2479.26412,24455359631
England,1812,9988059,2347.651546,23448482152
England,1813,10140770,2437.850255,24721678732
England,1814,10274050,2352.999774,24174837326
England,1815,10458060,2558.458742,26756515034
England,1816,10628380,2385.610337,25355173198
England,1817,10801770,2386.749266,25781116623
England,1818,10957250,2350.564265,25755720294
England,1819,11121510,2277.861273,25333256923
England,1820,11267750,2430.897455,27390744800
England,1821,11456810,2431.572383,27858062794
England,1822,11652270,2436.968062,28396209839
England,1823,11839110,2469.185818,29232962515
England,1824,12016610,2566.109426,30835936189
England,1825,12207690,2582.947265,31531819491
England,1826,12373750,2412.206974,29848046041
England,1827,12527840,2566.065535,32147258447
England,1828,12727690,2533.524688,32245916835
England,1829,12903030,2520.29264,32519411547
England,1830,13074140,2598.804011,33977127469
England,1831,13254050,2645.770686,35067176958
England,1832,13394340,2628.995306,35213656981
England,1833,13565080,2628.246293,35652371221
England,1834,13760370,2684.504372,36939773424
England,1835,13921320,2820.167156,39260449435
England,1836,14099520,2850.921034,40196618135
England,1837,14261310,2798.358835,39908262844
England,1838,14416000,2904.070908,41865086211
England,1839,14594440,2935.621488,42843751673
England,1840,14769380,2912.405912,43014429631
England,1841,14936710,2792.315447,41708006066
England,1842,15073126,2746.618846,41400131933
England,1843,15263728,2808.325513,42865516759
England,1844,15455274,2980.354107,46062189337
England,1845,15648136,3084.886687,48272726416
England,1846,15841092,3199.793095,50688216803
England,1847,16035218,3116.868049,49979658649
England,1848,16230182,3172.778421,51494771221
England,1849,16425956,3175.407267,52159100046
England,1850,16622424,3099.817607,51526482583
England,1851,16819749,3204.209148,53893993618
England,1852,17018306,3267.617026,55609306435
England,1853,17217568,3341.368765,57530243926
England,1854,17417510,3431.148159,59762057365
England,1855,17618000,3372.295141,59413095796
England,1856,17820212,3495.719819,62294468268
England,1857,18020916,3475.520008,62632054128
England,1858,18223191,3422.123599,62362011963
England,1859,18425901,3529.915592,65041875232
England,1860,18629213,3563.098905,66377728439
England,1861,18832914,3591.894298,67645836412
England,1862,19072513,3507.894056,66904354989
England,1863,19315155,3649.772249,70495916709
England,1864,19560889,3646.461571,71328030033
England,1865,19809651,3773.76799,74757026831
England,1866,20061684,3769.114299,75614780017
England,1867,20316825,3743.059104,76047076772
England,1868,20575213,3841.40946,79037817852
England,1869,20836899,3876.809933,80780697013
England,1870,21101916,4149.064965,87553220374
England,1871,21375866,4321.103481,92367328990
England,1872,21668800,4267.715014,92476263104
England,1873,21965500,4230.94281,92934774295
England,1874,22266300,4356.285752,96998365446
England,1875,22571200,4331.652597,97770597092
England,1876,22880300,4287.266558,98093945020
England,1877,23193500,4265.739838,98937436938
England,1878,23511100,4222.445903,99274347875
England,1879,23832900,4082.531086,97298555129
England,1880,24159200,4345.705146,104988759770
England,1881,24474300,4400.298945,107694236471
England,1882,24797100,4418.416271,109563910103
England,1883,25012900,4521.456238,113094732747
England,1884,25291900,4421.336287,111823995228
England,1885,25574000,4320.486679,110492126330
England,1886,25859300,4289.485014,110923079821
England,1887,26147900,4427.137294,115760343251
England,1888,26439800,4534.575712,119893274906
England,1889,26735100,4629.718108,123775976599
England,1890,27003300,4627.015919,124944698962
England,1891,27304400,4715.37073,128750368564
England,1892,27618400,4535.54902,125264607058
England,1893,27935900,4436.924823,123949488176
England,1894,28257400,4615.381267,130418674603
England,1895,28582400,4710.400054,134634538516
England,1896,28911300,4850.11241,140223054932
England,1897,29343800,4833.086,141821108963
