Entity,Year,welfare,mean,pop,d1avgincome,d2avgincome,d3avgincome,d4avgincome,d5avgincome,d6avgincome,d7avgincome,d8avgincome,d9avgincome,d10avgincome,q1avgincome,q2avgincome,q3avgincome,q4avgincome,q5avgincome,flag
Dominican Republic,2004,i,305.67001,9.1000004,42.7938,76.11183,104.53914,132.66078,165.0618,203.27055,255.23445,330.42927,471.64881,1274.6439,59.452815,118.59996,184.166175,292.83186,873.146355,0
Dominican Republic,2005,i,352.89001,9.2399998,52.58061,92.45718,125.62884,160.91784,199.02996,244.55277,307.36719,395.94258,575.91648,1374.50655,72.518895,143.27334,221.791365,351.654885,975.211515,0
Dominican Republic,2006,i,402.29999,9.3699999,57.9312,100.9773,135.5751,172.5867,213.219,269.9433,338.3343,441.3231,636.0363,1657.0737,79.45425,154.0809,241.58115,389.8287,1146.555,0
Dominican Republic,2007,i,368.20001,9.5,58.5438,102.7278,136.9704,173.7904,215.0288,261.0538,320.334,410.1748,582.1242,1421.252,80.6358,155.3804,238.0413,365.2544,1001.6881,0
Dominican Republic,2008,i,355.29999,9.6400003,61.4669,101.2605,134.3034,169.4781,208.2058,253.3289,314.4405,404.6867,562.7952,1342.6787,81.3637,151.89075,230.76735,359.5636,952.73695,0
Dominican Republic,2009,i,383.95999,9.7700005,64.88924,107.12484,142.44916,180.4612,220.777,269.53992,333.27728,426.1956,608.5766,1486.69312,86.00704,161.45518,245.15846,379.73644,1047.63486,0
Dominican Republic,2010,i,378.51999,9.8999996,68.1336,107.49968,143.45908,178.28292,220.67716,276.69812,346.72432,440.59728,620.01576,1383.11208,87.81664,160.871,248.68764,393.6608,1001.56392,0
Dominican Republic,2011,i,383.14001,10.03,67.81578,113.79258,146.35948,181.60836,222.2212,272.79568,344.44286,443.67612,601.91294,1436.39186,90.80418,163.98392,247.50844,394.05949,1019.1524,0
Dominican Republic,2012,i,366.32999,10.15,67.77105,112.09698,146.89833,183.89766,221.99598,272.91585,331.89498,420.91317,583.93002,1320.61965,89.934015,165.397995,247.455915,376.404075,952.274835,0
Dominican Republic,2013,i,386.97,10.28,71.97642,114.54312,149.75739,186.13257,227.15139,275.52264,338.98572,429.5367,608.31684,1467.39024,93.25977,167.94498,251.337015,384.26121,1037.85354,0
Dominican Republic,2014,i,401.17001,10.41,76.2223,126.36855,166.48555,207.00372,251.93476,306.09271,378.70448,485.01453,674.76794,1339.10546,101.295425,186.744635,279.013735,431.859505,1006.9367,0
Dominican Republic,2015,i,440.42001,10.53,82.35854,138.29188,181.01262,226.37588,274.38166,331.19584,408.70976,513.52972,713.4804,1534.8637,110.32521,203.69425,302.78875,461.11974,1124.17205,0
Dominican Republic,2016,i,471.82001,10.65,85.39942,143.43328,189.67164,237.32546,292.5284,358.11138,433.60258,546.36756,763.40476,1668.35552,114.41635,213.49855,325.31989,489.98507,1215.88014,0
Ecuador,1987,I,225.53999,9.5,23.23062,50.7465,77.36022,104.42502,133.51968,166.67406,207.4968,263.8818,360.63846,866.97576,36.98856,90.89262,150.09687,235.6893,613.80711,0
Ecuador,1994,i,223.17999,11.2,19.86302,52.22412,74.98848,97.75284,120.5172,147.74516,185.2394,240.36486,345.25946,947.84546,36.04357,86.37066,134.13118,212.80213,646.55246,0
Ecuador,1998,i,209.47,12.16,26.39322,55.71902,76.03761,94.68044,116.46532,145.16271,187.05671,245.70831,354.21377,793.05342,41.05612,85.359025,130.814015,216.38251,573.633595,0
Ecuador,1999,i,228.8,12.4,16.9312,42.328,64.5216,84.8848,109.1376,136.3648,173.888,230.6304,334.2768,1094.808,29.6296,74.7032,122.7512,202.2592,714.5424,0
Ecuador,2000,i,176.10001,12.63,16.5534,37.1571,52.83,69.5595,88.05,109.5342,137.7102,180.6786,260.4519,808.4751,26.85525,61.19475,98.7921,159.1944,534.4635,0
Ecuador,2003,i,262.95001,13.29,27.8727,59.16375,84.144,109.3872,138.3117,174.5988,222.4557,290.03385,422.03475,1101.7605,43.518225,96.7656,156.45525,256.244775,761.897625,0
Ecuador,2004,i,258.03,13.51,25.28694,57.54069,82.05354,106.30836,134.69166,169.00965,217.26126,283.31694,410.2677,1094.82129,41.413815,94.18095,151.850655,250.2891,752.544495,0
Ecuador,2005,i,302.14001,13.74,31.7247,66.16866,96.08052,126.8988,160.43634,202.4338,258.02756,341.72034,493.9989,1243.91038,48.94668,111.48966,181.43507,299.87395,868.95464,0
Ecuador,2006,i,336.57001,13.97,42.40782,81.78651,113.08752,144.7251,181.7478,225.5019,287.09421,373.25613,533.12688,1382.62956,62.097165,128.90631,203.62485,330.17517,957.87822,0
Ecuador,2007,i,354.76001,14.21,40.08788,83.01384,115.65176,147.93492,185.53948,231.30352,294.09604,392.71932,567.616,1489.28248,61.55086,131.79334,208.4215,343.40768,1028.44924,0
Ecuador,2008,i,339.17999,14.45,42.73668,86.83008,120.4089,155.68362,195.70686,241.49616,302.88774,394.80552,559.98618,1291.25826,64.78338,138.04626,218.60151,348.84663,925.62222,0
Ecuador,2009,i,326.87,14.69,45.10806,89.56238,122.24938,155.91699,192.19956,236.32701,294.83674,385.05286,536.0668,1211.70709,67.33522,139.083185,214.263285,339.9448,873.886945,0
Ecuador,2010,i,361.87,14.93,51.74741,98.79051,134.25377,170.0789,210.97021,260.18453,323.51178,419.7692,593.10493,1356.28876,75.26896,152.166335,235.57737,371.64049,974.696845,0
Ecuador,2011,i,373.01999,15.18,55.57998,109.29486,148.08894,186.13698,231.64542,286.85238,353.24994,456.57648,630.4038,1272.74424,82.43742,167.11296,259.2489,404.91321,951.57402,0
Ecuador,2012,i,397.44,15.42,58.42368,114.06528,155.79648,200.30976,250.3872,306.82368,376.37568,480.10752,656.57088,1375.53984,86.24448,178.05312,278.60544,428.2416,1016.05536,0
Ecuador,2013,i,411.26999,15.66,66.62574,119.67957,159.16149,200.28849,248.40708,305.98488,377.95713,487.76622,679.41804,1467.41136,93.152655,179.72499,277.19598,432.861675,1073.4147,0
Ecuador,2014,i,415.89001,15.9,71.94897,128.09412,172.59435,215.84691,263.67426,318.98763,392.18427,491.58198,673.7418,1430.6616,100.021545,194.22063,291.330945,441.883125,1052.2017,0
Ecuador,2015,i,418.81,16.139999,65.75317,125.643,168.78043,211.91786,258.82458,318.71441,392.00616,499.22152,685.17316,1461.6469,95.698085,190.349145,288.769495,445.61384,1073.41003,0
Ecuador,2016,i,410.19,16.389999,65.22021,127.1589,171.04923,213.70899,260.88084,317.48706,387.62955,488.53629,664.5078,1405.72113,96.189555,192.37911,289.18395,438.08292,1035.114465,0
Ecuador,2017,i,421.89999,16.620001,69.1916,130.789,175.0885,219.8099,272.1255,329.5039,400.3831,506.28,689.3846,1426.022,99.9903,197.4492,300.8147,453.33155,1057.7033,0
Ecuador (Urban),1995,i,220.7,6.6100001,21.6286,59.8097,80.7762,101.3013,124.6955,150.5174,187.595,242.77,354.4442,883.4621,40.71915,91.03875,137.60645,215.1825,618.95315,0
Egypt,1991,C,139.94,57.41,53.8769,68.15078,81.02526,93.61986,106.63428,121.0481,138.26072,161.6307,200.95384,374.05962,61.01384,87.32256,113.84119,149.94571,287.50673,0
Egypt,1996,C,135.49001,64.93,56.63482,72.08068,82.91988,93.35261,104.73377,117.46983,133.05118,153.91664,187.78914,352.81596,64.35775,88.136245,111.1018,143.48391,270.30255,0
Egypt,2000,C,168.2,69.910004,65.2616,85.1092,98.397,111.3484,125.1408,140.9516,160.4628,186.8702,231.4432,476.6788,75.1854,104.8727,133.0462,173.6665,354.061,0
Egypt,2004,c,148.14,75.379997,57.33018,75.69954,88.43958,100.14264,112.14198,125.919,142.80696,165.62052,206.80344,406.49616,66.51486,94.29111,119.03049,154.21374,306.6498,0
Egypt,2008,c,149.03,80.949997,58.41976,78.24075,91.05733,102.38361,114.30601,127.27162,143.81395,166.76457,205.6614,402.23197,68.330255,96.72047,120.788815,155.28926,303.946685,0
Egypt,2010,c,157.34,84.110001,61.51994,81.34478,95.1907,107.46322,119.42106,133.58166,151.36108,175.74878,218.85994,428.7515,71.43236,101.32696,126.50136,163.55493,323.80572,0
Egypt,2012,c,159.8,87.809998,64.8788,86.4518,100.3544,112.0198,124.3244,138.3868,155.805,179.775,220.6838,415.1604,75.6653,106.1871,131.3556,167.79,317.9221,0
Egypt,2015,c,183.12,93.779999,71.78304,95.2224,110.05512,124.15536,138.62184,155.10264,174.51336,201.98136,251.05752,508.70736,83.50272,117.10524,146.86224,188.24736,379.88244,0
El Salvador,1989,I,222.94,5.1900001,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0
El Salvador,1991,i,217.22,5.3299999,12.16432,43.87844,68.20708,92.97016,118.60212,149.44736,188.54696,247.41358,351.8964,899.07358,28.02138,80.58862,134.02474,217.98027,625.48499,0
El Salvador,1995,i,250.34,5.6100001,27.78774,65.33874,91.62444,118.16048,147.45026,181.24616,223.30328,283.13454,394.03516,971.56954,46.56324,104.89246,164.34821,253.21891,682.80235,0
El Salvador,1996,i,249.59,5.6700001,26.45654,59.65201,87.60609,113.81304,142.51589,175.96095,219.14002,285.53096,402.58867,982.38624,43.054275,100.709565,159.23842,252.33549,692.487455,0
El Salvador,1998,i,253.39,5.7800002,9.62882,41.30257,73.22971,105.15685,139.61789,179.9069,228.30439,299.76037,429.74944,1026.98967,25.465695,89.19328,159.762395,264.03238,728.369555,0
El Salvador,1999,i,264.56,5.8299999,13.49256,52.912,85.71744,117.20008,149.74096,191.01232,244.45344,317.73656,450.54568,1022.5244,33.20228,101.45876,170.37664,281.095,736.53504,0
El Salvador,2000,i,299.48999,5.8699999,29.35002,67.08576,100.02966,133.27305,169.21185,211.43994,266.24661,348.60636,502.54422,1167.41202,48.21789,116.651355,190.325895,307.426485,834.97812,0
El Salvador,2001,i,286.67001,5.9099998,25.22696,63.0674,94.88777,127.28148,163.11523,204.96905,259.43635,338.84394,483.03895,1106.5462,44.14718,111.084625,184.04214,299.140145,794.792575,0
El Salvador,2002,i,289.14999,5.9400001,24.57775,61.8781,94.8412,126.0694,161.924,206.4531,263.1265,342.3536,487.79605,1122.76945,43.227925,110.4553,184.18855,302.74005,805.28275,0
El Salvador,2003,i,267.42999,5.9699998,17.65038,58.03231,91.99592,125.15724,158.85342,199.23535,251.91906,324.39259,452.49156,994.30474,37.841345,108.57658,179.044385,288.155825,723.39815,0
El Salvador,2004,i,275.22,6,29.99898,72.65808,105.40926,135.40824,167.33376,206.96544,260.35812,334.11708,459.34218,980.88408,51.32853,120.40875,187.1496,297.2376,720.11313,0
El Salvador,2005,i,280,6.0300002,34.44,73.08,104.72,135.52,167.44,206.08,257.6,330.12,460.6,1029.84,53.76,120.12,186.76,293.86,745.22,0
El Salvador,2006,i,279.20001,6.0599999,48.0224,85.4352,115.0304,144.6256,175.896,210.5168,258.5392,321.08,440.2984,992.8352,66.7288,129.828,193.2064,289.8096,716.5668,0
El Salvador,2007,i,298.78,6.0799999,57.96332,97.1035,125.78638,155.06682,185.84116,222.88988,271.59102,341.50554,463.40778,1066.94338,77.53341,140.4266,204.36552,306.54828,765.17558,0
El Salvador,2008,i,288.26001,6.1100001,49.0042,84.46018,112.99792,141.82392,172.956,211.00632,262.60486,335.8229,470.72858,1041.19512,66.73219,127.41092,191.98116,299.21388,755.96185,0
El Salvador,2009,i,282.54001,6.1399999,50.57466,87.02232,116.40648,144.94302,177.15258,212.47008,256.82886,321.53052,442.74018,1016.57892,68.79849,130.67475,194.81133,289.17969,729.65955,0
El Salvador,2010,i,275.89999,6.1599998,53.2487,88.5639,117.8093,147.6065,179.335,216.5815,264.0363,328.8728,445.5785,916.8157,70.9063,132.7079,197.95825,296.45455,681.1971,0
El Salvador,2011,i,269.35999,6.1900001,57.10432,93.46792,121.212,148.95608,178.04696,211.71696,256.43072,316.498,428.2824,882.154,75.28612,135.08404,194.88196,286.46436,655.2182,0
El Salvador,2012,i,278.73999,6.2199998,60.20784,99.23144,127.38418,156.65188,186.7558,221.5983,264.803,327.5195,434.8344,908.41366,79.71964,142.01803,204.17705,296.16125,671.62403,0
El Salvador,2013,i,307.45999,6.25,64.87406,105.45878,135.58986,167.25824,200.77138,237.35912,285.63034,351.11932,473.4884,1052.74304,85.16642,151.42405,219.06525,318.37483,763.11572,0
El Salvador,2014,i,300.06,6.2800002,66.31326,106.82136,137.42748,167.73354,201.34026,238.84776,286.25724,355.27104,475.89516,964.6929,86.56731,152.58051,220.09401,320.76414,720.29403,0
El Salvador,2015,i,308.73999,6.3099999,73.48012,115.16002,145.72528,176.90802,209.9432,248.22696,297.00788,364.3132,473.9159,982.71942,94.32007,161.31665,229.08508,330.66054,728.31766,0
El Salvador,2016,i,311.17001,6.3400002,70.94676,113.88822,147.49458,181.41211,216.57432,257.33759,306.19128,374.64868,489.47041,953.73605,92.41749,164.453345,236.955955,340.41998,721.60323,0
El Salvador,2017,i,311.87,6.3800001,77.03189,122.56491,154.68752,188.36948,224.5464,264.46576,313.74122,378.61018,486.20533,908.78918,99.7984,171.5285,244.50608,346.1757,697.497255,0
Estonia,1993,I,337.20999,1.49,84.3025,131.84911,165.57011,198.9539,235.03537,275.83778,326.08207,393.52407,504.12895,1057.15335,108.075805,182.262005,255.436575,359.80307,780.64115,0
Estonia,1995,C,277.23001,1.4400001,93.42651,130.2981,162.73401,193.78377,225.11076,258.93282,298.57671,349.86426,429.7065,629.58933,111.862305,178.25889,242.02179,324.220485,529.647915,0
Estonia,1998,C,356.64999,1.39,106.63835,142.66,177.6117,213.2767,251.43825,294.94955,348.44705,422.2736,547.45775,1061.3904,124.649175,195.4442,273.1939,385.360325,804.424075,0
Estonia,2000,c,327.39999,1.4,87.7432,139.145,174.1768,207.5716,242.9308,282.8736,331.0014,396.154,507.7974,904.6062,113.4441,190.8742,262.9022,363.5777,706.2018,0
Estonia,2001,c,317.87,1.39,87.09638,136.6841,168.4711,198.98662,232.68084,271.14311,318.50574,385.25844,493.01637,886.8573,111.89024,183.72886,251.911975,351.88209,689.936835,0
Estonia,2002,c,324.84,1.38,88.03164,136.4328,172.1652,206.2734,239.73192,278.38788,330.03744,397.929,512.27268,887.13804,112.23222,189.2193,259.0599,363.98322,699.70536,0
Estonia,2003,i,425.26999,1.37,87.18035,174.3607,231.77215,276.00023,313.42399,357.2268,419.74149,515.42724,671.50133,1206.06572,130.770525,253.88619,335.325395,467.584365,938.783525,1
Estonia,2004,i,462.51999,1.36,117.01756,212.7592,272.8868,317.28872,355.67788,403.77996,473.15796,565.19944,710.43072,1196.53924,164.88838,295.08776,379.72892,519.1787,953.48498,1
Estonia,2005,i,535.44,1.35,144.03336,250.05048,316.44504,365.70552,406.9344,466.36824,546.1488,646.81152,812.26248,1399.64016,197.04192,341.07528,436.65132,596.48016,1105.95132,0
Estonia,2006,i,623.47998,1.35,173.32744,297.39996,368.47668,417.10812,471.97436,541.18064,626.5974,740.07076,925.8678,1672.79684,235.3637,392.7924,506.5775,683.33408,1299.33232,0
Estonia,2007,i,701.58002,1.34,210.474,348.68526,427.9638,484.0902,548.63556,627.21252,732.44952,878.37816,1073.4174,1683.792,279.57963,456.027,587.92404,805.41384,1378.6047,0
Estonia,2008,i,725.71002,1.34,211.18161,354.14648,439.05455,502.19132,560.24812,643.70477,750.38414,890.44617,1098.72494,1807.0179,282.664045,470.622935,601.976445,820.415155,1452.87142,0
Estonia,2009,i,683.27002,1.33,192.68214,331.38595,418.84451,485.80497,545.93273,610.16011,701.71829,837.00575,1040.62021,1667.1788,262.034045,452.32474,578.04642,769.36202,1353.899505,0
Estonia,2010,i,642.28998,1.33,163.78395,298.66485,389.22774,461.80651,518.32803,576.77642,668.62389,797.08189,991.69576,1557.55325,231.2244,425.517125,547.552225,732.85289,1274.624505,0
Estonia,2011,i,665.73999,1.33,173.75814,312.8978,400.10974,468.01522,518.61146,587.84842,690.37238,826.84908,1033.22848,1646.37502,243.32797,434.06248,553.22994,758.61073,1339.80175,0
Estonia,2012,i,704.06,1.3200001,184.46372,332.31632,418.9157,485.8014,540.71808,618.16468,723.77368,870.21816,1095.51736,1771.41496,258.39002,452.35855,579.44138,796.99592,1433.46616,0
Estonia,2013,i,766.82001,1.3200001,180.96952,341.2349,435.55376,501.50028,563.6127,659.4652,784.45686,947.0227,1216.17652,2038.20756,261.10221,468.52702,611.53895,865.73978,1627.19204,0
Estonia,2014,i,828.46002,1.3099999,199.65886,377.77776,476.3645,541.81284,612.23194,720.7602,849.99996,1018.17734,1313.1091,2173.87904,288.71831,509.08867,666.49607,934.08865,1743.49407,0
Estonia,2015,i,885.83002,1.3200001,240.05993,422.54091,521.75387,589.96278,667.91582,786.61704,931.89316,1120.57495,1418.21383,2159.65354,331.30042,555.858325,727.26643,1026.234055,1788.933685,0
Ethiopia,1995,c,61.57,57.310001,15.94663,23.08875,28.26063,32.75524,38.11183,44.14569,52.02665,63.47867,83.61206,234.27385,19.51769,30.507935,41.12876,57.75266,158.942955,0
Ethiopia,2000,c,60.529999,66.540001,23.30405,31.89931,37.34701,42.79471,47.8187,53.69011,60.40894,69.54897,84.25776,154.23044,27.60168,40.07086,50.754405,64.978955,119.2441,0
Ethiopia,2005,c,80.830002,74.620003,32.89781,42.92073,49.38713,56.09602,64.17902,72.34285,80.91083,91.90371,110.57544,207.24812,37.90927,52.741575,68.260935,86.40727,158.91178,0
Ethiopia,2011,c,87.57,87.699997,27.84726,42.47145,51.31602,59.10975,67.25376,75.83562,86.08131,100.79307,124.96239,239.9418,35.159355,55.212885,71.54469,93.43719,182.452095,0
Ethiopia,2016,c,110.12,102.4,28.74132,44.15812,55.28024,66.18212,77.19412,88.31624,102.30148,124.54572,168.70384,345.7768,36.44972,60.73118,82.75518,113.4236,257.24032,0
Ethiopia (Rural),1981,C,52.25,32.290001,19.228,25.498,30.723,35.47775,40.2325,45.30075,51.205,59.0425,72.05275,143.792,22.363,33.100375,42.766625,55.12375,107.922375,0
Fiji,2003,c,208.19,.81999999,56.62768,82.65143,103.67862,124.70581,145.733,171.54856,203.40163,248.16248,328.73201,616.65878,69.639555,114.192215,158.64078,225.782055,472.695395,0
Fiji,2009,c,232.64,.83999997,62.58016,92.12544,115.1568,135.39648,155.17088,178.90016,213.79616,262.18528,345.70304,765.61824,77.3528,125.27664,167.03552,237.99072,555.66064,0
Fiji,2013,c,227.06,.88,71.29684,99.45228,119.2065,138.05248,159.16906,185.28096,218.65878,265.20608,339.90882,674.3682,85.37456,128.62949,172.22501,241.93243,507.13851,0
Finland,2003,i,1246.58,5.21,481.17988,686.86558,812.77016,919.97604,1022.1956,1140.6207,1282.73082,1478.44388,1773.88334,2867.134,584.02273,866.3731,1081.40815,1380.58735,2320.50867,0
Finland,2004,i,1306.75,5.23,509.6325,721.326,849.3875,953.9275,1061.081,1183.9155,1349.87275,1551.11225,1854.27825,3034.2735,615.47925,901.6575,1122.49825,1450.4925,2444.275875,0
Finland,2005,i,1351.02,5.25,535.00392,744.41202,874.10994,988.94664,1105.13436,1234.83228,1392.90162,1607.7138,1925.2035,3100.5909,639.70797,931.52829,1169.98332,1500.30771,2512.8972,0
Finland,2006,i,1372.01,5.27,522.73581,746.37344,882.20243,997.45127,1120.93217,1258.13317,1425.51839,1645.03999,1972.95038,3150.13496,634.554625,939.82685,1189.53267,1535.27919,2561.54267,0
Finland,2007,i,1422.83,5.29,536.40691,772.59669,913.45686,1031.55175,1156.76079,1297.62096,1469.78339,1700.28185,2041.76105,3310.92541,654.5018,972.504305,1227.190875,1585.03262,2676.34323,0
Finland,2008,i,1439.04,5.3099999,541.07904,794.35008,933.93696,1053.37728,1175.69568,1318.16064,1492.28448,1725.40896,2056.38816,3299.71872,667.71456,993.65712,1246.92816,1608.84672,2678.05344,0
Finland,2009,i,1467.28,5.3400002,560.50096,808.47128,958.13384,1078.4508,1210.506,1354.29944,1530.37304,1760.736,2102.61224,3310.18368,684.48612,1018.29232,1282.40272,1645.55452,2706.39796,0
Finland,2010,i,1489.41,5.3600001,558.52875,811.72845,966.62709,1090.24812,1221.3162,1373.23602,1556.43345,1808.14374,2152.19745,3354.15132,685.1286,1028.437605,1297.27611,1682.288595,2753.174385,0
Finland,2011,i,1497.91,5.3899999,567.70789,823.8505,979.63314,1102.46176,1225.29038,1370.58765,1556.32849,1797.492,2149.50085,3404.74943,695.779195,1041.04745,1297.939015,1676.910245,2777.12514,0
Finland,2012,i,1501.5,5.4099998,581.0805,836.3355,984.984,1111.11,1238.7375,1381.38,1563.0615,1810.809,2162.16,3342.339,708.708,1048.047,1310.05875,1686.93525,2752.2495,0
Finland,2013,i,1495.6,5.4400001,569.8236,822.58,981.1136,1108.2396,1236.8612,1387.9168,1571.8756,1802.198,2150.6728,3324.7188,696.2018,1044.6766,1312.389,1687.0368,2737.6958,0
Finland,2014,i,1487.87,5.46,577.29356,828.74359,984.96994,1112.92676,1234.9321,1376.27975,1557.79989,1791.39548,2142.5328,3271.82613,703.018575,1048.94835,1305.605925,1674.597685,2707.179465,0
Finland,2015,i,1501.48,5.48,579.57128,834.82288,989.47532,1114.09816,1240.22248,1387.36752,1564.54216,1797.27156,2148.61788,3360.31224,707.19708,1051.78674,1313.795,1680.90686,2754.46506,0
France,2003,i,1304.5699,62.240002,430.5081,645.76215,772.30544,896.23959,1028.00116,1168.89472,1339.79339,1566.78857,1916.41333,3279.68898,538.135125,834.272515,1098.44794,1453.29098,2598.051155,0
France,2004,i,1325.8199,62.700001,457.4079,662.91,791.51454,920.11908,1052.70108,1198.54128,1372.2237,1601.59056,1956.91032,3244.28154,560.15895,855.81681,1125.62118,1486.90713,2600.59593,0
France,2005,i,1309.6,63.18,454.4312,667.896,805.404,928.5064,1054.228,1194.3552,1364.6032,1583.3064,1910.7064,3131.2536,561.1636,866.9552,1124.2916,1473.9548,2520.98,0
