Entity,Year,Energy intensity (World Bank)
Antigua and Barbuda,2004,3.675154916
Antigua and Barbuda,2005,3.536519815
Antigua and Barbuda,2006,3.249176539
Antigua and Barbuda,2007,3.116334811
Antigua and Barbuda,2008,3.190453904
Antigua and Barbuda,2009,3.828721889
Antigua and Barbuda,2010,4.181389362
Antigua and Barbuda,2011,4.184252305
Antigua and Barbuda,2012,4.137797271
Antigua and Barbuda,2013,4.152174587
Antigua and Barbuda,2014,4.011551141
Argentina,1990,5.439096615
Argentina,1991,4.976391318
Argentina,1992,4.675156782
Argentina,1993,4.427266975
Argentina,1994,4.449945204
Argentina,1995,4.646260302
Argentina,1996,4.565404382
Argentina,1997,4.358095562
Argentina,1998,4.340047742
Argentina,1999,4.569068273
Argentina,2000,4.660004198
Argentina,2001,4.637306386
Argentina,2002,5.058086733
Argentina,2003,4.972667694
Argentina,2004,4.982357018
Argentina,2005,4.60310755
Argentina,2006,4.630748986
Argentina,2007,4.302810279
Argentina,2008,4.352851958
Argentina,2009,4.503318515
Argentina,2010,4.251181956
Argentina,2011,4.10057606
Argentina,2012,4.158853351
Argentina,2013,4.175141824
Argentina,2014,4.470668323
Armenia,1990,24.37219694
Armenia,1991,29.09418599
Armenia,1992,25.41433453
Armenia,1993,14.79167683
Armenia,1994,8.823771098
Armenia,1995,9.847320092
Armenia,1996,10.07337073
Armenia,1997,10.19181254
Armenia,1998,9.674178935
Armenia,1999,9.054857915
Armenia,2000,9.395125724
Armenia,2001,8.537894311
Armenia,2002,7.056697863
Armenia,2003,6.533606886
Armenia,2004,6.253430401
Armenia,2005,6.586656314
Armenia,2006,5.925896372
Armenia,2007,5.808758548
Armenia,2008,5.721859565
Armenia,2009,5.79058511
Armenia,2010,5.390734123
Armenia,2011,5.630539878
Armenia,2012,5.745630912
Armenia,2013,5.430581129
Armenia,2014,5.35254782
Australia,1990,7.416865313
Australia,1991,7.341423042
Australia,1992,7.448726037
Australia,1993,7.502966324
Australia,1994,7.206735771
Australia,1995,7.076343308
Australia,1996,7.25302834
Australia,1997,7.155548682
Australia,1998,7.029638073
Australia,1999,6.84048542
Australia,2000,6.704753755
Australia,2001,6.434317737
Australia,2002,6.412698828
Australia,2003,6.297904428
Australia,2004,6.149718709
Australia,2005,6.001137337
Australia,2006,6.068309792
Australia,2007,6.049090187
Australia,2008,6.048628654
Australia,2009,5.9604191
Australia,2010,5.863813454
Australia,2011,5.759660434
Australia,2012,5.488347892
Australia,2013,5.346124565
Australia,2014,5.164669683
Austria,1990,4.360147231
Austria,1991,4.487398795
Austria,1992,4.223352417
Austria,1993,4.249310644
Austria,1994,4.138391191
Austria,1995,4.210651263
Austria,1996,4.370014462
Austria,1997,4.244695098
Austria,1998,4.168238629
Austria,1999,4.01507657
Austria,2000,3.870489939
Austria,2001,4.035368616
Austria,2002,4.005342175
Austria,2003,4.206381086
Austria,2004,4.156259043
Austria,2005,4.176705531
Austria,2006,4.054619163
Austria,2007,3.86861903
Austria,2008,3.833557613
Austria,2009,3.763536484
Austria,2010,3.9477968
Austria,2011,3.729968116
Austria,2012,3.685536048
Austria,2013,3.726138543
Austria,2014,3.593458774
Azerbaijan,1990,15.56773215
Azerbaijan,1991,15.53230593
Azerbaijan,1992,16.26152194
Azerbaijan,1993,18.94970765
Azerbaijan,1994,21.41715
Azerbaijan,1995,22.81656074
Azerbaijan,1996,19.03631814
Azerbaijan,1997,17.33476474
Azerbaijan,1998,16.35894819
Azerbaijan,1999,14.16544041
Azerbaijan,2000,13.17761042
Azerbaijan,2001,12.14865925
Azerbaijan,2002,11.09453283
Azerbaijan,2003,10.49405336
Azerbaijan,2004,10.01398588
Azerbaijan,2005,8.319654598
Azerbaijan,2006,6.096061348
Azerbaijan,2007,4.462594036
Azerbaijan,2008,4.431084492
Azerbaijan,2009,3.62863822
Azerbaijan,2010,3.358711178
Azerbaijan,2011,3.639166761
Azerbaijan,2012,3.88132061
Azerbaijan,2013,3.719211335
Azerbaijan,2014,3.762405728
Bahamas,1990,4.3429759
Bahamas,1991,4.137246103
Bahamas,1992,4.327688999
Bahamas,1993,4.092933523
Bahamas,1994,3.937550817
Bahamas,1995,3.758468316
Bahamas,1996,3.578945661
Bahamas,1997,2.899915275
Bahamas,1998,3.370853312
Bahamas,1999,3.137042988
Bahamas,2000,3.00075257
Bahamas,2001,2.768690916
Bahamas,2002,2.71018851
Bahamas,2003,2.670320762
Bahamas,2004,2.999904553
Bahamas,2005,3.01412853
Bahamas,2006,2.821683474
Bahamas,2007,2.844703351
Bahamas,2008,2.566425474
Bahamas,2009,2.969592083
Bahamas,2010,2.937502917
Bahamas,2011,3.26212884
Bahamas,2012,3.388623521
Bahamas,2013,4.739870953
Bahamas,2014,4.027368648
Bahrain,1990,12.48408539
Bahrain,1991,11.04827848
Bahrain,1992,11.39285525
Bahrain,1993,10.63791412
Bahrain,1994,11.3359089
Bahrain,1995,11.04497315
Bahrain,1996,10.60538159
Bahrain,1997,11.59639947
Bahrain,1998,11.62681592
Bahrain,1999,11.04499987
Bahrain,2000,11.07838126
Bahrain,2001,11.10765323
Bahrain,2002,11.11555728
Bahrain,2003,11.12252323
Bahrain,2004,10.43621219
Bahrain,2005,11.22353106
Bahrain,2006,11.29334147
Bahrain,2007,10.91217067
Bahrain,2008,11.13421668
Bahrain,2009,10.54594465
Bahrain,2010,10.44919913
Bahrain,2011,10.23701359
Bahrain,2012,9.79422095
Bahrain,2013,10.13882683
Bahrain,2014,10.02652924
Bangladesh,1990,3.899469758
Bangladesh,1991,3.714224405
Bangladesh,1992,3.718039578
Bangladesh,1993,3.748966664
Bangladesh,1994,3.768983431
Bangladesh,1995,3.900833411
Bangladesh,1996,3.754144189
Bangladesh,1997,3.753244071
Bangladesh,1998,3.72007096
Bangladesh,1999,3.601241246
Bangladesh,2000,3.5389381
Bangladesh,2001,3.684130513
Bangladesh,2002,3.632886922
Bangladesh,2003,3.654838129
Bangladesh,2004,3.537152982
Bangladesh,2005,3.447571281
Bangladesh,2006,3.462797908
Bangladesh,2007,3.37923653
Bangladesh,2008,3.345618172
Bangladesh,2009,3.350706506
Bangladesh,2010,3.437324786
Bangladesh,2011,3.34942384
Bangladesh,2012,3.299577589
Bangladesh,2013,3.178493909
Bangladesh,2014,3.129437284
Barbados,1990,4.645774512
Barbados,1991,5.287688108
Barbados,1992,4.51240196
Barbados,1993,5.31615887
Barbados,1994,3.658723426
Barbados,1995,3.89279356
Barbados,1996,3.807532035
Barbados,1997,3.7086796
Barbados,1998,4.159431319
Barbados,1999,4.4807475
Barbados,2000,4.206977855
Barbados,2001,4.375941609
Barbados,2002,4.249839702
Barbados,2003,4.269242415
Barbados,2004,4.327609866
Barbados,2005,4.324925453
Barbados,2006,4.172277376
Barbados,2007,4.105815187
Barbados,2008,4.87143963
Barbados,2009,5.129654304
Barbados,2010,4.738612744
Barbados,2011,4.683021406
Barbados,2012,4.560375586
Barbados,2013,4.470882929
Barbados,2014,3.877799352
Belarus,1990,23.12784454
Belarus,1991,22.80707626
Belarus,1992,21.05220292
Belarus,1993,19.4039932
Belarus,1994,18.6608029
Belarus,1995,19.26698573
Belarus,1996,19.24661914
Belarus,1997,17.23318644
Belarus,1998,15.57329503
Belarus,1999,14.66597105
Belarus,2000,14.08769458
Belarus,2001,13.50905891
Belarus,2002,13.11045019
Belarus,2003,12.60871198
Belarus,2004,11.70003338
Belarus,2005,10.68391185
Belarus,2006,10.33864288
Belarus,2007,9.32464601
Belarus,2008,8.473414519
Belarus,2009,8.02913469
Belarus,2010,7.732634899
Belarus,2011,7.811359369
Belarus,2012,7.980433311
Belarus,2013,7.061407831
Belarus,2014,7.061398212
Belgium,1990,6.621931887
Belgium,1991,6.793097133
Belgium,1992,6.764406205
Belgium,1993,6.668569831
Belgium,1994,6.855338697
Belgium,1995,6.81512238
Belgium,1996,7.06435019
Belgium,1997,6.812058023
Belgium,1998,6.790972163
Belgium,1999,6.583584835
Belgium,2000,6.432430662
Belgium,2001,6.362949995
Belgium,2002,6.008336417
Belgium,2003,6.208527992
Belgium,2004,6.019947749
Belgium,2005,5.889367817
Belgium,2006,5.695156695
Belgium,2007,5.413183527
Belgium,2008,5.535094703
Belgium,2009,5.440103234
Belgium,2010,5.698716746
Belgium,2011,5.213626749
Belgium,2012,4.983873047
Belgium,2013,5.164315523
Belgium,2014,4.824562499
Belize,1990,8.555063667
Belize,1991,8.544715692
Belize,1992,7.44209268
Belize,1993,7.418592053
Belize,1994,7.375249592
Belize,1995,7.581266822
Belize,1996,6.801713794
Belize,1997,7.740965159
Belize,1998,7.153229944
Belize,1999,6.443703022
Belize,2000,6.362329764
Belize,2001,6.383573171
Belize,2002,5.962462211
Belize,2003,5.33489759
Belize,2004,5.083488943
Belize,2005,4.884491878
Belize,2006,5.124873401
Belize,2007,5.050241209
Belize,2008,4.594280816
Belize,2009,5.355450921
Belize,2010,5.056885358
Belize,2011,5.445119933
Belize,2012,4.694368437
Belize,2013,4.848994519
Belize,2014,4.529278834
Benin,1990,9.551849739
Benin,1991,9.304420965
Benin,1992,9.260149538
Benin,1993,8.955188148
Benin,1994,8.968659679
Benin,1995,8.642973366
Benin,1996,9.647198512
Benin,1997,9.466275219
Benin,1998,8.982026692
Benin,1999,8.894573168
Benin,2000,7.254961503
Benin,2001,7.325107099
Benin,2002,7.50897607
Benin,2003,7.655789775
Benin,2004,7.653724135
Benin,2005,7.551457437
Benin,2006,8.572005956
Benin,2007,8.793371797
Benin,2008,8.569375631
Benin,2009,8.78718414
Benin,2010,9.142017246
Benin,2011,9.12302419
Benin,2012,9.031233378
Benin,2013,8.831967482
Benin,2014,8.744760407
Bermuda,1990,2.937574222
Bermuda,1991,3.335271999
Bermuda,1992,2.818175623
Bermuda,1993,3.206561671
Bermuda,1994,3.151502506
Bermuda,1995,2.997902485
Bermuda,1996,2.899856506
Bermuda,1997,2.751237402
Bermuda,1998,2.626522781
Bermuda,1999,2.479117464
Bermuda,2000,2.288186911
Bermuda,2001,2.165968408
Bermuda,2002,2.297994965
Bermuda,2003,2.238876727
Bermuda,2004,2.258872356
Bermuda,2005,2.215343624
Bermuda,2006,2.362224749
Bermuda,2007,2.735172715
Bermuda,2008,2.382565825
Bermuda,2009,1.840572882
Bermuda,2010,2.308201796
Bermuda,2011,1.757345064
Bermuda,2012,2.038060826
Bermuda,2013,1.945814721
Bermuda,2014,2.298463362
Bhutan,1990,30.01532148
Bhutan,1991,30.2889944
Bhutan,1992,29.32919454
Bhutan,1993,28.51732598
Bhutan,1994,27.56786543
Bhutan,1995,26.31276717
Bhutan,1996,25.65033959
Bhutan,1997,25.15153476
Bhutan,1998,24.32113225
Bhutan,1999,22.8580281
Bhutan,2000,21.79413599
Bhutan,2001,20.47606632
Bhutan,2002,18.98058529
Bhutan,2003,17.79110221
Bhutan,2004,16.83079261
Bhutan,2005,16.21435454
Bhutan,2006,15.50684475
Bhutan,2007,13.73789061
Bhutan,2008,13.6392183
Bhutan,2009,13.20037747
Bhutan,2010,12.55109166
Bhutan,2011,11.75942347
Bhutan,2012,11.56007434
Bhutan,2013,11.64543574
Bhutan,2014,11.06016415
Bolivia,1990,4.300148891
Bolivia,1991,4.211107438
Bolivia,1992,4.388102377
Bolivia,1993,4.499264604
Bolivia,1994,4.73174146
Bolivia,1995,5.072729199
Bolivia,1996,5.225915979
Bolivia,1997,5.430495408
Bolivia,1998,5.226353035
Bolivia,1999,5.114195891
Bolivia,2000,5.581231251
Bolivia,2001,4.270664342
Bolivia,2002,4.995618305
Bolivia,2003,5.056614415
Bolivia,2004,4.859962609
Bolivia,2005,5.076154077
Bolivia,2006,6.062453788
Bolivia,2007,4.723708253
Bolivia,2008,4.732881215
Bolivia,2009,4.769875997
Bolivia,2010,4.990109225
Bolivia,2011,5.009193571
Bolivia,2012,5.478374723
Bolivia,2013,5.157519266
Bolivia,2014,5.221590933
Bosnia and Herzegovina,1990,47.10593136
Bosnia and Herzegovina,1991,46.7729445
Bosnia and Herzegovina,1992,35.20926574
Bosnia and Herzegovina,1993,29.98769994
Bosnia and Herzegovina,1994,10.44757244
Bosnia and Herzegovina,1995,9.004985847
Bosnia and Herzegovina,1996,5.566297891
Bosnia and Herzegovina,1997,6.394539646
Bosnia and Herzegovina,1998,6.875082617
Bosnia and Herzegovina,1999,6.207444223
Bosnia and Herzegovina,2000,7.716841285
Bosnia and Herzegovina,2001,7.143132158
Bosnia and Herzegovina,2002,7.116502978
Bosnia and Herzegovina,2003,6.831553989
Bosnia and Herzegovina,2004,7.039119158
Bosnia and Herzegovina,2005,6.78290436
Bosnia and Herzegovina,2006,6.768848282
Bosnia and Herzegovina,2007,6.406969454
Bosnia and Herzegovina,2008,6.826908516
Bosnia and Herzegovina,2009,7.330364068
Bosnia and Herzegovina,2010,7.583267144
Bosnia and Herzegovina,2011,8.285172225
Bosnia and Herzegovina,2012,7.823043819
Bosnia and Herzegovina,2013,7.377198592
Bosnia and Herzegovina,2014,8.847452447
Botswana,1990,4.564233989
Botswana,1991,4.325961179
Botswana,1992,4.843910666
Botswana,1993,4.767090577
Botswana,1994,4.532921766
Botswana,1995,4.337375286
Botswana,1996,3.998546294
Botswana,1997,3.883625033
Botswana,1998,4.352530879
Botswana,1999,4.098529413
Botswana,2000,4.177480943
Botswana,2001,4.215876812
Botswana,2002,4.037431085
Botswana,2003,3.846477064
Botswana,2004,3.68296313
Botswana,2005,3.635083611
Botswana,2006,3.466821619
Botswana,2007,3.308913126
Botswana,2008,3.295927451
Botswana,2009,3.329069208
Botswana,2010,3.356478198
Botswana,2011,3.040764484
Botswana,2012,3.30144105
Botswana,2013,3.178144034
Botswana,2014,3.370599365
Brazil,1990,3.809575122
Brazil,1991,3.823798864
Brazil,1992,3.881791472
Brazil,1993,3.801583173
Brazil,1994,3.79938653
Brazil,1995,3.763228873
Brazil,1996,3.877785389
Brazil,1997,3.94084954
Brazil,1998,4.021782599
Brazil,1999,4.093738951
Brazil,2000,3.947845721
Brazil,2001,3.951217469
Brazil,2002,3.935620577
Brazil,2003,3.955210904
Brazil,2004,3.947738677
Brazil,2005,3.92159461
Brazil,2006,3.903329868
Brazil,2007,3.88866755
Brazil,2008,3.906363882
Brazil,2009,3.783438938
Brazil,2010,3.890559644
Brazil,2011,3.802765057
Brazil,2012,3.892953569
Brazil,2013,3.939832051
Brazil,2014,4.063226263
Brunei,1990,3.651003116
Brunei,1991,4.002543733
Brunei,1992,4.10825437
Brunei,1993,3.942778303
Brunei,1994,3.546736396
Brunei,1995,4.067353727
Brunei,1996,3.979842618
Brunei,1997,4.171698416
Brunei,1998,4.177436551
Brunei,1999,4.133228955
Brunei,2000,4.040104354
Brunei,2001,3.640716185
Brunei,2002,3.425046538
Brunei,2003,3.86458634
Brunei,2004,3.525559043
Brunei,2005,3.391455174
Brunei,2006,4.616059019
Brunei,2007,4.719663684
Brunei,2008,5.283453305
Brunei,2009,4.619480474
Brunei,2010,4.794746667
Brunei,2011,5.540701162
Brunei,2012,5.427937907
Brunei,2013,4.388223656
Brunei,2014,5.249321465
Bulgaria,1990,14.59986149
Bulgaria,1991,12.37190284
Bulgaria,1992,12.46787236
Bulgaria,1993,13.57119819
Bulgaria,1994,12.92389419
Bulgaria,1995,13.63457464
Bulgaria,1996,13.3461696
Bulgaria,1997,12.23255874
Bulgaria,1998,11.37377084
Bulgaria,1999,11.01782545
Bulgaria,2000,10.6589913
Bulgaria,2001,10.65591435
Bulgaria,2002,9.793867278
Bulgaria,2003,9.551786574
Bulgaria,2004,8.719116575
Bulgaria,2005,8.589515595
Bulgaria,2006,8.272861592
Bulgaria,2007,7.555034851
Bulgaria,2008,7.055255267
Bulgaria,2009,6.497586047
Bulgaria,2010,6.629887109
Bulgaria,2011,7.02259481
Bulgaria,2012,6.689322713
Bulgaria,2013,6.086377139
Bulgaria,2014,6.33955779
Burkina Faso,1990,12.91720727
Burkina Faso,1991,12.03042375
Burkina Faso,1992,12.33273446
Burkina Faso,1993,12.25132462
Burkina Faso,1994,12.44883783
Burkina Faso,1995,11.90764095
Burkina Faso,1996,10.96523872
Burkina Faso,1997,10.57291014
Burkina Faso,1998,10.03350826
Burkina Faso,1999,6.630363484
Burkina Faso,2000,6.802204123
Burkina Faso,2001,6.389830473
Burkina Faso,2002,5.216347116
Burkina Faso,2003,4.997043287
Burkina Faso,2004,5.952552277
Burkina Faso,2005,6.877003536
Burkina Faso,2006,6.93912579
Burkina Faso,2007,7.028742614
Burkina Faso,2008,6.984991906
Burkina Faso,2009,6.84565604
Burkina Faso,2010,6.438594833
Burkina Faso,2011,6.273846712
Burkina Faso,2012,6.172139832
Burkina Faso,2013,6.271369012
Burkina Faso,2014,5.949926311
Burundi,1990,9.78518863
Burundi,1991,9.528846601
Burundi,1992,9.464861701
Burundi,1993,10.4120745
Burundi,1994,11.3215954
Burundi,1995,12.65530845
Burundi,1996,14.40298113
Burundi,1997,15.00265473
Burundi,1998,14.73072359
Burundi,1999,10.88262587
Burundi,2000,11.3449435
Burundi,2001,15.60267059
Burundi,2002,15.19299734
Burundi,2003,15.48795612
Burundi,2004,15.10539889
Burundi,2005,15.12467038
Burundi,2006,14.65311171
Burundi,2007,14.24473314
Burundi,2008,13.79717926
Burundi,2009,13.51131993
Burundi,2010,13.30081653
Burundi,2011,13.04384721
Burundi,2012,7.931523954
Burundi,2013,7.958483564
Burundi,2014,7.826447063
Cambodia,1990,14.28105853
Cambodia,1991,13.28240565
Cambodia,1992,12.40234222
Cambodia,1993,11.92212019
Cambodia,1994,11.00428653
Cambodia,1995,10.10766529
Cambodia,1996,10.02888234
Cambodia,1997,9.649041661
Cambodia,1998,10.46046125
Cambodia,1999,9.358866022
Cambodia,2000,8.544206914
Cambodia,2001,7.949694511
Cambodia,2002,8.677177962
Cambodia,2003,8.237939398
Cambodia,2004,6.149482838
Cambodia,2005,5.504735264
Cambodia,2006,4.959984332
Cambodia,2007,4.564319609
Cambodia,2008,4.291077532
Cambodia,2009,6.243843086
Cambodia,2010,6.145958082
Cambodia,2011,6.005069752
Cambodia,2012,5.833089741
Cambodia,2013,5.603872057
Cambodia,2014,5.587274562
Cameroon,1990,6.240922519
Cameroon,1991,6.550969363
Cameroon,1992,6.834057725
Cameroon,1993,7.679894161
Cameroon,1994,7.785722732
Cameroon,1995,7.607671999
Cameroon,1996,7.430601279
Cameroon,1997,7.256539747
Cameroon,1998,7.117312465
Cameroon,1999,6.89252364
Cameroon,2000,6.899613226
Cameroon,2001,6.679532578
Cameroon,2002,6.57419431
Cameroon,2003,6.576277719
Cameroon,2004,6.539085427
Cameroon,2005,6.430275329
Cameroon,2006,5.936699966
Cameroon,2007,5.421705259
Cameroon,2008,5.31584029
Cameroon,2009,5.638176434
Cameroon,2010,5.50139723
Cameroon,2011,5.091183432
Cameroon,2012,5.020040786
Cameroon,2013,4.997408063
Cameroon,2014,4.929540387
Canada,1990,10.16972227
Canada,1991,10.36505173
Canada,1992,10.51333425
Canada,1993,10.58458036
Canada,1994,10.48702548
Canada,1995,10.34915049
Canada,1996,10.3869578
Canada,1997,10.06362528
Canada,1998,9.6375443
Canada,1999,9.42412165
Canada,2000,9.219352101
Canada,2001,8.926605269
Canada,2002,8.692584036
Canada,2003,8.990512106
Canada,2004,8.923653206
Canada,2005,8.69429228
Canada,2006,8.373036595
Canada,2007,8.25717246
Canada,2008,8.245778296
Canada,2009,8.176821239
Canada,2010,8.012111495
Canada,2011,7.968375106
Canada,2012,7.738906899
Canada,2013,7.661600544
Canada,2014,7.702573688
Cape Verde,1990,4.0330945
Cape Verde,1991,4.145155922
Cape Verde,1992,3.95100461
Cape Verde,1993,3.774971241
Cape Verde,1994,3.305859326
Cape Verde,1995,3.051242441
Cape Verde,1996,3.103925864
Cape Verde,1997,2.883835386
Cape Verde,1998,2.678087813
Cape Verde,1999,2.743621427
Cape Verde,2000,2.670902027
Cape Verde,2001,2.844989674
Cape Verde,2002,2.986422666
Cape Verde,2003,3.100878519
Cape Verde,2004,3.034291464
Cape Verde,2005,3.529009427
Cape Verde,2006,3.48058172
Cape Verde,2007,3.226689688
Cape Verde,2008,2.849430349
Cape Verde,2009,3.152243408
Cape Verde,2010,3.162907242
Cape Verde,2011,3.344680587
Cape Verde,2012,2.840059439
Cape Verde,2013,2.804618555
Cape Verde,2014,2.69585812
Central African Republic,1990,11.19340123
Central African Republic,1991,11.28548654
Central African Republic,1992,12.80514298
Central African Republic,1993,12.81208248
Central African Republic,1994,11.43914363
Central African Republic,1995,10.67208023
Central African Republic,1996,9.843245006
Central African Republic,1997,9.644384081
Central African Republic,1998,9.225412672
Central African Republic,1999,7.008622409
Central African Republic,2000,7.200188247
Central African Republic,2001,6.796123853
Central African Republic,2002,6.558921252
Central African Republic,2003,6.880780213
Central African Republic,2004,6.528961416
Central African Republic,2005,6.483504121
Central African Republic,2006,6.32636172
Central African Republic,2007,6.057809276
Central African Republic,2008,5.947499609
Central African Republic,2009,5.84661294
Central African Republic,2010,5.705791049
Central African Republic,2011,5.589503201
Central African Republic,2012,5.468985607
Central African Republic,2013,8.733695375
Central African Republic,2014,8.86589517
Chad,1990,6.783096371
Chad,1991,6.185905548
Chad,1992,5.918490558
Chad,1993,7.305927966
Chad,1994,6.792707978
Chad,1995,6.845701098
Chad,1996,6.876449891
Chad,1997,6.696877485
Chad,1998,6.42565954
Chad,1999,6.651703857
Chad,2000,6.893429076
Chad,2001,6.282949111
Chad,2002,5.894251142
Chad,2003,5.490574928
Chad,2004,4.176567825
Chad,2005,3.645844759
Chad,2006,3.681716453
Chad,2007,3.661664897
Chad,2008,3.644778802
Chad,2009,3.538281625
Chad,2010,3.176705608
Chad,2011,3.228463223
Chad,2012,3.014008003
Chad,2013,2.925606744
Chad,2014,2.787178174
Chile,1990,4.828339866
Chile,1991,4.572700142
Chile,1992,4.404109161
Chile,1993,4.218873194
Chile,1994,4.291037187
Chile,1995,4.1679587
Chile,1996,4.297957228
Chile,1997,4.514465296
Chile,1998,4.528261805
Chile,1999,4.848140596
Chile,2000,4.665483307
Chile,2001,4.429966482
Chile,2002,4.488778814
Chile,2003,4.36281735
Chile,2004,4.381532265
Chile,2005,4.279382091
Chile,2006,4.266401146
Chile,2007,4.208015603
Chile,2008,4.034863536
Chile,2009,3.968721052
Chile,2010,3.921228151
Chile,2011,4.03659434
Chile,2012,4.237429395
Chile,2013,4.238278689
Chile,2014,3.881573707
China,1990,21.17944283
China,1991,18.87711071
China,1992,17.08054666
China,1993,15.87974562
China,1994,14.70799587
China,1995,14.22762923
China,1996,13.3030465
China,1997,12.16643641
China,1998,11.35795951
China,1999,10.75796138
China,2000,10.23305051
China,2001,9.833583306
China,2002,9.621842057
China,2003,9.994209983
China,2004,10.35599738
China,2005,10.28130878
China,2006,9.974489413
China,2007,9.446755652
China,2008,8.888790121
China,2009,8.693872841
China,2010,8.679178537
China,2011,8.502319501
China,2012,8.190299441
China,2013,7.851333803
China,2014,7.43281297
Colombia,1990,3.927998139
Colombia,1991,3.882419891
Colombia,1992,3.780804062
Colombia,1993,3.863536465
Colombia,1994,3.779381382
Colombia,1995,3.655298196
Colombia,1996,3.669007668
Colombia,1997,3.441880814
Colombia,1998,3.584028446
Colombia,1999,3.345834083
Colombia,2000,3.219565946
Colombia,2001,3.153419556
Colombia,2002,3.016148148
Colombia,2003,2.963413884
Colombia,2004,2.842356476
Colombia,2005,2.827878244
Colombia,2006,2.785625649
Colombia,2007,2.589646033
Colombia,2008,2.618370278
Colombia,2009,2.670256737
Colombia,2010,2.610023951
Colombia,2011,2.452509973
Colombia,2012,2.379313833
Colombia,2013,2.420419477
Colombia,2014,2.343102782
Comoros,1990,3.346063254
Comoros,1991,3.686732363
Comoros,1992,3.516338125
Comoros,1993,3.56398997
Comoros,1994,4.507589841
Comoros,1995,4.538931815
Comoros,1996,4.748374018
Comoros,1997,4.95629689
Comoros,1998,4.31211292
Comoros,1999,4.404035283
Comoros,2000,4.188000588
Comoros,2001,4.240850126
Comoros,2002,4.212051201
Comoros,2003,4.650740112
Comoros,2004,4.850989749
Comoros,2005,4.68736194
Comoros,2006,5.016641369
Comoros,2007,4.123873605
Comoros,2008,4.210658515
Comoros,2009,4.591706246
Comoros,2010,4.943682757
Comoros,2011,4.612442588
Comoros,2012,4.644136613
Comoros,2013,4.972953151
Comoros,2014,4.663190839
Congo,1990,2.627524995
Congo,1991,2.679317975
