Entity,Year,Average monthly precipitation,Precipitation weighted by Population,Precipitation weighted by Area
Uganda,1922,9.550010117,10.1567118,9.550539671
Uganda,1923,11.59746948,12.04481192,11.59806929
Uganda,1924,9.601493934,10.02355675,9.602045468
Uganda,1925,9.517123961,9.984000409,9.517501838
Uganda,1926,10.88247973,11.32252046,10.8829449
Uganda,1927,8.198749978,8.471854506,8.199001997
Uganda,1928,9.991229691,10.2807335,9.991284366
Uganda,1929,9.669359794,9.972920723,9.669549791
Uganda,1930,10.2866565,10.66161435,10.28717953
Uganda,1931,10.98706295,11.2875086,10.98717578
Uganda,1932,10.77881092,10.90902068,10.7789511
Uganda,1933,9.849044713,9.923902262,9.84903173
Uganda,1934,9.330630116,9.616782109,9.330821193
Uganda,1935,9.992845454,10.4387792,9.993118401
Uganda,1936,10.97804877,11.27503295,10.97889153
Uganda,1937,11.42051833,11.53610492,11.42082427
Uganda,1938,9.413790621,9.523662705,9.413960772
Uganda,1939,8.709979668,9.226949692,8.710259193
Uganda,1940,10.38677848,10.65344497,10.38724662
Uganda,1941,11.03070122,11.38043526,11.03114203
Uganda,1942,10.43290647,10.64759933,10.43344276
Uganda,1943,8.138201254,8.413455723,8.13850041
Uganda,1944,10.44428858,10.61507322,10.44468076
Uganda,1945,9.662388272,9.856500913,9.662494954
Uganda,1946,10.3041463,10.56384952,10.30407446
Uganda,1947,11.24541669,11.27395691,11.24586455
Uganda,1948,10.01027442,10.18817855,10.01048239
Uganda,1949,9.106117917,9.227848716,9.105874147
Uganda,1950,9.530955315,10.03569588,9.531590194
Uganda,1951,12.29831297,12.87632383,12.29939932
Uganda,1952,8.91352639,9.340760409,8.913808119
Uganda,1953,9.00024392,9.384090989,9.000786013
Uganda,1954,9.741524406,9.996957691,9.741689885
Uganda,1955,10.23879059,10.49490869,10.23881433
Uganda,1956,9.678871975,10.12237677,9.679060894
Uganda,1957,9.895691052,10.35908026,9.896107413
Uganda,1958,9.552317084,9.948747893,9.552443194
Uganda,1959,9.78876015,10.26011655,9.788984228
Uganda,1960,10.09476624,10.55266837,10.09497323
Uganda,1961,12.85820124,13.47174839,12.8588082
Uganda,1962,10.55398371,10.92384318,10.55410363
Uganda,1963,11.71680888,12.37275813,11.71770442
Uganda,1964,10.43884144,11.00506627,10.43940005
Uganda,1965,8.88240852,9.314473797,8.882944503
Uganda,1966,10.17616873,10.61296429,10.17668832
Uganda,1967,10.25320121,10.58290253,10.25357836
Uganda,1968,10.60745934,10.96944741,10.60827735
Uganda,1969,9.812225545,10.20998983,9.812828786
Uganda,1970,10.89695121,11.11314671,10.89720119
Uganda,1971,9.328993914,9.665435709,9.32920053
Uganda,1972,10.55986788,10.93375715,10.56053618
Uganda,1973,9.421900453,9.573615503,9.422394101
Uganda,1974,9.53589433,9.649469085,9.535996786
Uganda,1975,10.50826216,10.75825963,10.50862924
Uganda,1976,9.793739825,10.09160795,9.794198829
Uganda,1977,11.29792682,11.7901421,11.29823937
Uganda,1978,10.97304875,11.1508498,10.97327611
Uganda,1979,9.156605703,9.38675633,9.157251731
Uganda,1980,8.951036581,9.229414244,8.951448557
Uganda,1981,9.924817091,10.19928156,9.925180211
Uganda,1982,10.3717073,10.47293481,10.37192709
Uganda,1983,9.429654453,9.658775645,9.429994329
Uganda,1984,8.895609792,9.202306824,8.89641193
Uganda,1985,9.968119941,10.06243204,9.96840464
Uganda,1986,8.968567069,9.108323393,8.969025331
Uganda,1987,9.604959354,9.99487735,9.605566774
Uganda,1988,11.61378048,11.96782644,11.61407817
Uganda,1989,10.31776422,10.4636319,10.31816746
Uganda,1990,10.2255488,10.50216235,10.22572087
Uganda,1991,10.6043191,10.91455981,10.60472435
Uganda,1992,9.569776436,9.936524323,9.569956168
Uganda,1993,8.39095528,8.511787593,8.391348161
Uganda,1994,10.64911592,10.52242986,10.64913918
Uganda,1995,9.207906473,9.573512664,9.208504808
Uganda,1996,10.29201223,10.63187593,10.29250966
Uganda,1997,9.686229671,9.945690456,9.686668713
Uganda,1998,7.775762209,8.181932801,7.775929968
Uganda,1999,13.08715445,13.97824563,13.08867765
Uganda,2000,9.005376002,9.519426615,9.006020677
Uganda,2001,10.2613313,10.70370312,10.26197688
Uganda,2002,9.630223577,9.942366952,9.630637485
Uganda,2003,9.897875995,10.04393776,9.897635177
Uganda,2004,9.034624007,9.221008729,9.034709408
Uganda,2005,7.864115866,8.178074825,7.864263459
Uganda,2006,11.39049793,11.5397858,11.3904027
Uganda,2007,9.476910533,9.686392863,9.477035843
Uganda,2008,8.499684956,8.689628186,8.5001095
Uganda,2009,9.248516269,9.648290993,9.249316824
Uganda,2010,9.143831323,9.423529473,9.144311688
Uganda,2011,9.718882148,9.932802417,9.719247095
Uganda,2012,10.68536587,10.73799339,10.68510439
Uganda,2013,9.268262194,9.409772343,9.268278485
Uganda,2014,9.091910601,9.317807774,9.092151157
Ukraine,1900,4.20456934,4.242148129,4.183197485
Ukraine,1901,4.404166676,4.451419432,4.391679316
Ukraine,1902,4.368406041,4.402966646,4.344251877
Ukraine,1903,4.104010054,4.228790042,4.081804109
Ukraine,1904,3.538565433,3.629789826,3.522627678
Ukraine,1905,4.807947428,4.85845045,4.778141811
Ukraine,1906,5.460069922,5.531697526,5.441979715
Ukraine,1907,3.946126952,4.008030973,3.933855678
Ukraine,1908,4.429773495,4.539924421,4.414783143
Ukraine,1909,4.135282432,4.200131132,4.12836043
Ukraine,1910,4.716532434,4.708702681,4.707233936
Ukraine,1911,4.519840609,4.550310094,4.498627127
Ukraine,1912,5.774516216,5.769247749,5.75941848
Ukraine,1913,5.021048663,5.147527806,4.999054094
Ukraine,1914,4.858352912,4.880367359,4.854366147
Ukraine,1915,5.241213639,5.377014786,5.227491025
Ukraine,1916,4.849644846,4.948403647,4.822248695
Ukraine,1917,4.656728201,4.696620262,4.645943857
Ukraine,1918,4.259222589,4.323677037,4.240429893
Ukraine,1919,5.430458613,5.468637164,5.412140997
Ukraine,1920,3.444326064,3.542997881,3.438267229
Ukraine,1921,3.460117446,3.456537313,3.439571418
Ukraine,1922,5.879902128,5.836702258,5.850238639
Ukraine,1923,4.207111301,4.226489483,4.185349351
Ukraine,1924,3.874692389,3.963225334,3.858870473
Ukraine,1925,5.274454701,5.360791076,5.261723267
Ukraine,1926,4.514510631,4.614211726,4.501663997
Ukraine,1927,4.447379758,4.502371744,4.429536512
Ukraine,1928,4.157880301,4.228228005,4.140107035
Ukraine,1929,4.027312633,4.076782555,4.009530091
Ukraine,1930,4.771409387,4.732875166,4.752146836
Ukraine,1931,4.820528539,4.881963245,4.810744162
Ukraine,1932,5.189068792,5.217603266,5.170383431
Ukraine,1933,5.860794191,5.927637664,5.840154331
Ukraine,1934,3.53438479,3.605610118,3.520830677
Ukraine,1935,4.455343946,4.523193025,4.434422299
Ukraine,1936,4.29711128,4.3934381,4.27991092
Ukraine,1937,4.765383105,4.756656524,4.749079187
Ukraine,1938,4.197740492,4.319183029,4.187381685
Ukraine,1939,4.5270246,4.616281461,4.525380711
Ukraine,1940,4.755486586,4.864168853,4.749839145
Ukraine,1941,5.898101221,6.018920489,5.880297421
Ukraine,1942,3.512035794,3.636990871,3.507104295
Ukraine,1943,3.862765656,3.919074503,3.855433625
Ukraine,1944,4.23764822,4.287628064,4.223438156
Ukraine,1945,4.004032435,4.096461969,3.989143864
Ukraine,1946,3.434505031,3.544151756,3.430812613
Ukraine,1947,4.765089479,4.946768588,4.744775138
Ukraine,1948,4.165206937,4.198850092,4.142451151
Ukraine,1949,4.168008944,4.170212581,4.154893056
Ukraine,1950,3.921087817,3.975312582,3.910932658
Ukraine,1951,3.460324381,3.523025165,3.449762627
Ukraine,1952,4.99534955,5.013368047,4.984362936
Ukraine,1953,3.673859042,3.709894958,3.663610835
Ukraine,1954,4.072695759,4.087045534,4.056336718
Ukraine,1955,4.961124164,5.123245925,4.958537493
Ukraine,1956,4.452950237,4.553838513,4.439138556
Ukraine,1957,3.644138701,3.692072911,3.631448516
Ukraine,1958,4.959337246,4.971463709,4.93864552
Ukraine,1959,3.816862421,3.968185665,3.811350717
Ukraine,1960,5.080419466,5.348453281,5.068407616
Ukraine,1961,3.834672824,4.114728136,3.829184987
Ukraine,1962,4.671210858,4.962765167,4.656328579
Ukraine,1963,3.999600112,4.200008082,3.993685125
Ukraine,1964,4.307010613,4.536021893,4.293242677
Ukraine,1965,4.776126962,5.00637849,4.762515372
Ukraine,1966,5.842074949,6.016434628,5.828992333
Ukraine,1967,4.562060971,4.705520627,4.549163776
Ukraine,1968,4.834225395,4.892010538,4.816344528
Ukraine,1969,4.972774047,5.041296844,4.959602031
Ukraine,1970,5.877321041,5.88978526,5.853124578
Ukraine,1971,4.684390379,4.689338815,4.66302417
Ukraine,1972,4.160892067,4.227520425,4.155367334
Ukraine,1973,4.768145984,4.828152201,4.75860092
Ukraine,1974,4.737256715,4.877739795,4.716040344
Ukraine,1975,3.631826059,3.698293346,3.616645685
Ukraine,1976,4.473131995,4.648536501,4.467189904
Ukraine,1977,5.373338918,5.501904057,5.358629413
Ukraine,1978,4.875601236,5.035602471,4.862023549
Ukraine,1979,4.488736029,4.542560337,4.476484674
Ukraine,1980,5.822452464,5.917680449,5.80352396
Ukraine,1981,5.408794735,5.503353993,5.39648145
Ukraine,1982,4.075687912,4.085728606,4.060456802
Ukraine,1983,4.07453579,4.176251458,4.059891576
Ukraine,1984,4.299491057,4.240894798,4.285495619
Ukraine,1985,5.03073267,5.046299324,5.017962038
Ukraine,1986,3.923797543,3.988952613,3.908528659
Ukraine,1987,4.359983219,4.457757144,4.34812564
Ukraine,1988,5.214261745,5.267101124,5.205314447
Ukraine,1989,4.463076063,4.591240484,4.444741094
Ukraine,1990,4.385148221,4.328204006,4.360230867
Ukraine,1991,4.317975391,4.344958214,4.308221437
Ukraine,1992,4.321826066,4.541046821,4.310692921
Ukraine,1993,4.811767339,4.922827408,4.792464973
Ukraine,1994,4.262877519,4.368888312,4.241932666
Ukraine,1995,4.921540844,4.992511727,4.912592944
Ukraine,1996,4.634267344,4.710733288,4.622441024
Ukraine,1997,5.64379194,5.674168081,5.643597509
Ukraine,1998,4.880587241,4.794674166,4.857552818
Ukraine,1999,4.645934004,4.693314196,4.638536774
Ukraine,2000,4.743677303,4.64175393,4.722362716
Ukraine,2001,5.543562647,5.643726247,5.525015833
Ukraine,2002,4.557424497,4.646453146,4.54599327
Ukraine,2003,4.240075487,4.261011567,4.226068607
Ukraine,2004,5.392449656,5.538679184,5.39720903
Ukraine,2005,4.894421139,4.974647231,4.885644187
Ukraine,2006,4.539228168,4.584731482,4.519807028
Ukraine,2007,4.405369132,4.417230876,4.381191343
Ukraine,2008,4.789661638,4.854898322,4.766870617
Ukraine,2009,4.52072707,4.528290036,4.503270927
Ukraine,2010,5.475665535,5.485519503,5.469468052
Ukraine,2011,3.813996098,3.902289211,3.79794883
Ukraine,2012,4.746062651,4.752216077,4.716051619
Ukraine,2013,4.746118563,4.843908299,4.721219399
Ukraine,2014,4.2218764,4.36228032,4.213686862
United Arab Emirates,1900,1.571014503,1.726307402,1.570791116
United Arab Emirates,1901,0.38434783,0.531487487,0.384173904
United Arab Emirates,1902,0.536485502,0.678022308,0.536357899
United Arab Emirates,1903,0.482137684,0.700366254,0.481714445
United Arab Emirates,1904,0.584565212,0.757722703,0.584295744
United Arab Emirates,1905,1.015253629,1.265001182,1.014838774
United Arab Emirates,1906,0.937065218,1.111066149,0.936797776
United Arab Emirates,1907,0.851376813,0.965867515,0.8512946
United Arab Emirates,1908,0.349528985,0.554588519,0.349112905
United Arab Emirates,1909,1.356340582,1.628167706,1.355782361
United Arab Emirates,1910,1.146884045,1.366878988,1.146379954
United Arab Emirates,1911,1.106521736,1.358713794,1.105943222
United Arab Emirates,1912,1.143876817,1.344303695,1.143572941
United Arab Emirates,1913,1.090072458,1.226863061,1.08997987
United Arab Emirates,1914,1.091884058,1.209373366,1.09179457
United Arab Emirates,1915,0.392246377,0.53714445,0.392007567
United Arab Emirates,1916,1.578804322,1.740220436,1.578627252
United Arab Emirates,1917,1.007753616,1.278239276,1.007207279
United Arab Emirates,1918,0.93344203,1.178372914,0.932977848
United Arab Emirates,1919,0.927789853,1.237462725,0.927107606
United Arab Emirates,1920,0.817028981,0.990350444,0.816550358
United Arab Emirates,1921,0.883478255,1.068540669,0.883110646
United Arab Emirates,1922,0.440507246,0.668638973,0.440102885
United Arab Emirates,1923,1.091666667,1.242829069,1.091342812
United Arab Emirates,1924,1.196884046,1.351527526,1.196347588
United Arab Emirates,1925,0.684601449,0.898461037,0.684159933
United Arab Emirates,1926,1.250652171,1.489970774,1.250042944
United Arab Emirates,1927,0.781231876,0.977063185,0.780918512
United Arab Emirates,1928,0.848840583,0.997813173,0.848728952
United Arab Emirates,1929,1.196231886,1.425381639,1.195881336
United Arab Emirates,1930,1.150833316,1.514967876,1.150059093
United Arab Emirates,1931,1.199891321,1.406563032,1.19943506
United Arab Emirates,1932,0.792065221,0.917593044,0.791923163
United Arab Emirates,1933,0.67177536,0.885325509,0.671344645
United Arab Emirates,1934,1.133043471,1.343260233,1.132717192
United Arab Emirates,1935,1.185217386,1.393221995,1.184913836
United Arab Emirates,1936,1.60938406,2.060051243,1.608190178
United Arab Emirates,1937,0.775579716,0.974047173,0.775247538
United Arab Emirates,1938,0.677065213,0.923308306,0.676519036
United Arab Emirates,1939,0.984094213,1.245954202,0.98354658
United Arab Emirates,1940,0.773260855,1.005861862,0.772769405
United Arab Emirates,1941,0.648804345,0.851173864,0.648417024
United Arab Emirates,1942,0.765579713,0.933910897,0.765357354
United Arab Emirates,1943,1.600289842,2.043474398,1.59912966
United Arab Emirates,1944,1.595470999,1.903661448,1.594898021
United Arab Emirates,1945,0.59,0.837096758,0.589513796
United Arab Emirates,1946,0.403007244,0.565157901,0.40286077
United Arab Emirates,1947,0.849166663,1.074514603,0.848665724
United Arab Emirates,1948,0.917173919,1.094969621,0.916864332
United Arab Emirates,1949,0.867753622,1.068737969,0.867371809
United Arab Emirates,1950,0.497500006,0.741775383,0.49700925
United Arab Emirates,1951,0.752644926,0.92881513,0.752400229
United Arab Emirates,1952,0.791594196,1.171803124,0.790712047
United Arab Emirates,1953,0.812246381,0.955114661,0.812031166
United Arab Emirates,1954,1.260072454,1.4977528,1.259436223
United Arab Emirates,1955,1.621557967,1.95867923,1.620681027
United Arab Emirates,1956,0.468297102,0.715759721,0.467875722
United Arab Emirates,1957,1.672318819,2.11556483,1.67119139
United Arab Emirates,1958,0.884528991,1.214016816,0.883793364
United Arab Emirates,1959,0.912463769,1.063594475,0.912093094
United Arab Emirates,1960,0.472934782,0.693478577,0.472605043
United Arab Emirates,1961,0.600471013,0.72636217,0.60040042
United Arab Emirates,1962,0.411485506,0.707856011,0.410907222
United Arab Emirates,1963,0.414673913,0.581996799,0.414538561
United Arab Emirates,1964,1.248152168,1.267073377,1.248033463
United Arab Emirates,1965,0.455652167,0.743733129,0.455031472
United Arab Emirates,1966,0.697427531,0.898849324,0.697079849
United Arab Emirates,1967,0.427753627,0.62297581,0.427489507
United Arab Emirates,1968,0.928695658,1.167359338,0.928247553
United Arab Emirates,1969,0.933442025,1.069123272,0.933108502
United Arab Emirates,1970,0.655869569,1.001541092,0.655212281
United Arab Emirates,1971,0.599528988,0.880675764,0.599017678
United Arab Emirates,1972,1.360289856,1.706616486,1.359587772
United Arab Emirates,1973,0.609166677,0.942412602,0.608473767
United Arab Emirates,1974,0.672137683,0.812562381,0.671927013
United Arab Emirates,1975,0.801268114,1.034413137,0.80076307
United Arab Emirates,1976,1.457826096,1.662278524,1.457375147
United Arab Emirates,1977,0.969492741,1.153970554,0.969194363
United Arab Emirates,1978,0.638079712,0.871653117,0.637593304
United Arab Emirates,1979,1.06351449,1.378716739,1.062801773
United Arab Emirates,1980,0.823224631,1.158263464,0.822438263
United Arab Emirates,1981,0.696594197,0.948061039,0.696155406
United Arab Emirates,1982,1.284166663,1.455117157,1.283792004
United Arab Emirates,1983,0.861123186,1.234773631,0.860382468
United Arab Emirates,1984,0.452028987,0.628066389,0.451723288
United Arab Emirates,1985,0.419963765,0.616893651,0.41959949
United Arab Emirates,1986,0.813478263,1.10277331,0.812943603
United Arab Emirates,1987,0.681739123,1.001276165,0.68100602
United Arab Emirates,1988,1.217717388,1.532314305,1.21686853
United Arab Emirates,1989,0.680978264,1.052778787,0.680214899
United Arab Emirates,1990,0.580289847,1.036231618,0.57930463
United Arab Emirates,1991,0.498659423,0.916641812,0.497723291
United Arab Emirates,1992,0.995217395,1.407571146,0.994346942
United Arab Emirates,1993,0.817318839,1.100004203,0.816757663
United Arab Emirates,1994,0.408550729,0.786811979,0.407529855
United Arab Emirates,1995,1.622391317,1.91475926,1.621791773
United Arab Emirates,1996,0.992463768,1.266868211,0.991754951
United Arab Emirates,1997,1.829601464,2.177907447,1.828839884
United Arab Emirates,1998,1.195181173,1.467240596,1.194548475
United Arab Emirates,1999,0.568913046,0.816504632,0.568371221
United Arab Emirates,2000,0.482463765,0.68942142,0.481988538
United Arab Emirates,2001,0.45561594,0.674701819,0.455154784
United Arab Emirates,2002,0.596992745,0.707439165,0.596901173
United Arab Emirates,2003,0.612065219,0.784067901,0.611760641
United Arab Emirates,2004,0.572028992,0.786822867,0.571693156
United Arab Emirates,2005,0.417282608,0.679173504,0.416710944
United Arab Emirates,2006,0.853768126,1.161578813,0.853057465
United Arab Emirates,2007,0.471268113,0.651116513,0.471130921
United Arab Emirates,2008,0.655217388,0.943452597,0.654618234
United Arab Emirates,2009,0.823985501,1.118146353,0.823275442
United Arab Emirates,2010,0.534347824,0.703205173,0.534163154
United Arab Emirates,2011,0.422681159,0.521476468,0.422592922
United Arab Emirates,2012,0.40612319,0.750296639,0.405379902
United Arab Emirates,2013,0.624601445,0.919537563,0.624001994
United Arab Emirates,2014,0.490471015,0.630269615,0.490290689
United Kingdom,1900,8.447630005,6.766317123,8.359594147
United Kingdom,1901,6.971134752,5.447439897,6.915956005
United Kingdom,1902,6.597381801,5.279178723,6.543718469
United Kingdom,1903,9.798203333,8.333840272,9.710104155
United Kingdom,1904,7.22284279,5.627343389,7.166267083
United Kingdom,1905,7.015195025,5.38540807,6.945368184
United Kingdom,1906,7.902044908,6.407321225,7.840473748
United Kingdom,1907,7.807570944,6.4068704,7.723369723
United Kingdom,1908,7.440112266,5.857246941,7.361889692
United Kingdom,1909,7.860135929,6.639950864,7.822868115
United Kingdom,1910,8.280325108,6.963312074,8.236547855
United Kingdom,1911,7.654373507,5.870225463,7.566287938
United Kingdom,1912,8.984113436,7.580841708,8.921197102
United Kingdom,1913,7.404751774,5.969106302,7.341864597
United Kingdom,1914,8.051755334,6.690352484,7.980788409
United Kingdom,1915,7.916808554,6.914038515,7.905807816
United Kingdom,1916,8.780443269,7.20458854,8.722605322
United Kingdom,1917,7.557612304,6.276321352,7.488198707
United Kingdom,1918,8.413374661,6.943909997,8.336337915
United Kingdom,1919,7.609385308,6.427049309,7.554414927
United Kingdom,1920,8.308197424,6.710557775,8.22509878
United Kingdom,1921,6.591820316,4.560019335,6.483240691
United Kingdom,1922,7.676010663,6.425922476,7.621880871
United Kingdom,1923,8.831566165,7.177209738,8.724532359
United Kingdom,1924,8.616306143,7.527326538,8.577178645
United Kingdom,1925,7.817931442,6.531994266,7.763739922
United Kingdom,1926,7.996784866,6.458172269,7.915604813
United Kingdom,1927,8.830892438,7.745821836,8.765342666
United Kingdom,1928,8.969503563,7.312590137,8.864763825
United Kingdom,1929,7.824497603,6.25644291,7.768202379
United Kingdom,1930,8.467884142,7.194901265,8.402035335
United Kingdom,1931,8.148575661,6.862117612,8.084827774
United Kingdom,1932,8.119716279,6.448440564,8.039368441
United Kingdom,1933,6.279456243,4.980755433,6.243674767
United Kingdom,1934,7.862700966,5.88544054,7.767072871
United Kingdom,1935,8.560987009,7.122251349,8.496505465
United Kingdom,1936,7.895750597,6.695651466,7.860052987
United Kingdom,1937,7.560945622,6.684325599,7.530783783
United Kingdom,1938,8.675644154,6.363469851,8.530529429
United Kingdom,1939,7.986093399,7.030816333,7.955368807
United Kingdom,1940,7.791873553,6.524977543,7.732591138
United Kingdom,1941,7.033244671,6.106271026,6.990720476
United Kingdom,1942,7.549284839,5.986075395,7.472911677
United Kingdom,1943,7.784834529,5.841003012,7.690296091
United Kingdom,1944,7.834166645,6.355960794,7.752250316
United Kingdom,1945,7.452771873,5.899286672,7.380737684
United Kingdom,1946,8.393215173,7.272753912,8.339927896
United Kingdom,1947,7.297009482,5.820695809,7.227011225
United Kingdom,1948,8.864273068,6.784860634,8.758058453
United Kingdom,1949,7.682387675,5.664971861,7.563386521
United Kingdom,1950,8.759574464,7.000013625,8.677386915
United Kingdom,1951,8.681962172,7.534987862,8.621431464
United Kingdom,1952,7.245573303,6.06557258,7.196070998
United Kingdom,1953,6.973079221,5.316763492,6.890598052
United Kingdom,1954,9.313551997,7.692335536,9.22510056
United Kingdom,1955,6.623031909,5.420236025,6.57840917
United Kingdom,1956,7.578782494,6.24775304,7.500881474
United Kingdom,1957,7.958498809,6.358748118,7.885043959
United Kingdom,1958,8.234775421,7.413324906,8.209855829
United Kingdom,1959,7.246944448,5.577677086,7.194127724
United Kingdom,1960,8.747322703,8.015942684,8.736950221
United Kingdom,1961,8.045236415,6.445496337,7.976725723
United Kingdom,1962,7.414249424,5.799306094,7.317291676
United Kingdom,1963,7.379338094,6.065686231,7.332818925
United Kingdom,1964,6.856193837,5.209879911,6.789876273
United Kingdom,1965,8.305573291,7.123178145,8.238564043
United Kingdom,1966,8.627600508,7.440888183,8.572290602
United Kingdom,1967,8.676743504,7.057910288,8.599387805
United Kingdom,1968,8.063481104,7.139816944,8.033106624
United Kingdom,1969,7.597594549,6.556295838,7.568315613
United Kingdom,1970,8.182635923,6.630387339,8.123238857
United Kingdom,1971,7.083173737,5.769650712,7.042225252
United Kingdom,1972,7.32802599,5.979528605,7.295522522
United Kingdom,1973,6.741258865,5.209677818,6.676422538
United Kingdom,1974,8.328581573,7.043242502,8.272504517
United Kingdom,1975,6.827771862,5.38118661,6.760829687
United Kingdom,1976,7.204420793,5.686316869,7.145485651
United Kingdom,1977,8.039751792,6.717320226,7.999572568
United Kingdom,1978,7.775260048,6.348415175,7.715465614
United Kingdom,1979,8.415992904,7.055134032,8.362809701
United Kingdom,1980,8.363646585,6.786759999,8.292640099
United Kingdom,1981,8.389237614,7.029924926,8.317531778
United Kingdom,1982,8.682452687,6.953284361,8.585117045
United Kingdom,1983,7.845756517,6.297270644,7.760876017
United Kingdom,1984,7.896022458,6.512387032,7.824818404
United Kingdom,1985,8.01174944,6.253833997,7.915718433
United Kingdom,1986,8.589722214,7.033058408,8.493383546
United Kingdom,1987,7.912104018,6.650235904,7.857725301
United Kingdom,1988,8.327015376,6.596982425,8.23951505
United Kingdom,1989,7.570697401,5.845273573,7.471364716
United Kingdom,1990,8.429367672,5.948892991,8.283364901
United Kingdom,1991,7.234881788,5.516551877,7.138769913
United Kingdom,1992,8.498900689,6.886181695,8.385193348
United Kingdom,1993,8.034716319,6.814501542,7.965759474
United Kingdom,1994,8.40941487,6.941774483,8.324499544
United Kingdom,1995,7.358971633,5.790031847,7.271988661
United Kingdom,1996,6.527115822,5.162037074,6.471058153
United Kingdom,1997,7.364367602,5.872291674,7.287813789
United Kingdom,1998,8.46029553,7.137188058,8.36860557
United Kingdom,1999,8.66711582,6.998514925,8.56470193
United Kingdom,2000,9.182949178,8.036801095,9.12548299
United Kingdom,2001,7.189615869,6.262128375,7.164117821
United Kingdom,2002,8.489007077,7.293811596,8.446434653
United Kingdom,2003,6.417204514,5.062940961,6.379531539
United Kingdom,2004,8.252039015,6.44958296,8.146398011
United Kingdom,2005,7.737257675,5.579648712,7.638854494
United Kingdom,2006,8.337405411,6.646436308,8.239228615
United Kingdom,2007,8.660354621,7.035179187,8.58047907
United Kingdom,2008,9.32381798,7.461613261,9.228170332
United Kingdom,2009,8.554775414,6.729824389,8.457272188
United Kingdom,2010,6.978776589,5.581651828,6.921281801
United Kingdom,2011,8.294462141,5.667871641,8.132546862
United Kingdom,2012,9.398014187,8.330588546,9.334190503
United Kingdom,2013,7.784178506,6.197706802,7.700506451
United Kingdom,2014,9.137653686,7.717256494,9.045557648
United States,1900,5.885193332,8.007496506,6.187800009
United States,1901,5.493226572,7.643812184,5.688456234
United States,1902,5.792042487,8.168457128,6.085131205
United States,1903,5.598408678,8.028441897,5.877180423
United States,1904,5.267604333,7.235842575,5.5357367
United States,1905,6.166371815,8.378464191,6.52271563
United States,1906,5.992833744,8.296227065,6.362233216
United States,1907,5.944471807,7.954532399,6.195845996
United States,1908,5.669254728,7.670380768,5.977483242
United States,1909,5.729661773,7.982102605,6.078115346
United States,1910,4.744537617,6.666890484,4.991436272
United States,1911,5.605203425,7.789814724,5.917013023
United States,1912,6.147806071,7.979070955,6.346226536
United States,1913,5.631735476,7.794254329,5.956600812
United States,1914,5.501044795,7.464048522,5.793419168
United States,1915,6.351201296,8.292970831,6.628412452
United States,1916,5.786058257,7.595840204,6.00021741
United States,1917,4.988054931,6.727386366,5.176578138
United States,1918,5.606979662,7.488664679,5.863107964
United States,1919,5.929296238,8.432283542,6.291143977
United States,1920,5.880143783,8.252780466,6.209719822
United States,1921,5.470097224,7.542928091,5.740970222
United States,1922,5.748806928,8.002179295,6.03363311
United States,1923,6.004301284,7.778415945,6.354908006
United States,1924,5.324968213,7.423455799,5.517542331
United States,1925,5.374328022,6.852156061,5.549065891
United States,1926,5.874313067,8.194882258,6.198433586
United States,1927,6.031387523,8.131032113,6.346352512
United States,1928,5.922976963,7.738591402,6.145945896
United States,1929,5.997184391,8.123174128,6.255787542
United States,1930,5.25603825,6.479106556,5.416632378
United States,1931,5.432919193,7.300619517,5.663762396
United States,1932,5.844643818,8.003299136,6.149310468
United States,1933,5.167644906,7.623165865,5.470099237
United States,1934,5.086170447,7.300543747,5.315020824
United States,1935,5.756735472,7.687190794,6.024560108
United States,1936,5.333392793,7.890572622,5.596341296
United States,1937,5.827658367,8.236080179,6.123454462
United States,1938,5.882843469,7.955345552,6.108933808
United States,1939,5.308482163,7.099934869,5.52420611
United States,1940,5.717031073,8.035405465,6.038660672
United States,1941,6.043388482,7.838312169,6.432120604
United States,1942,5.969213595,8.241882195,6.258499193
United States,1943,5.408507593,7.25749108,5.575496897
United States,1944,6.012294524,7.904903201,6.266138782
United States,1945,6.285645238,8.813682489,6.593726935
United States,1946,5.932356966,7.861410486,6.234056743
United States,1947,5.667209071,7.854252718,5.944725275
United States,1948,5.822262171,8.053667003,6.088344874
United States,1949,5.710319913,7.688278652,6.02218688
United States,1950,5.62384713,7.727495987,5.940823874
United States,1951,5.929619885,7.814722991,6.16941376
United States,1952,5.212402211,7.569342916,5.412303214
United States,1953,5.401266547,7.398988416,5.651868119
United States,1954,5.163571906,7.092185754,5.328978843
United States,1955,5.508561626,7.247187412,5.673602694
United States,1956,5.060313923,6.966063972,5.221146318
United States,1957,6.141024791,8.386862204,6.55737926
United States,1958,5.740318042,8.02374392,6.03348028
United States,1959,5.787427081,8.16552053,6.105054459
United States,1960,5.581503625,7.639605874,5.829621707
United States,1961,6.04178296,7.93162697,6.309004851
United States,1962,5.502183648,7.232995342,5.733832106
United States,1963,5.272204398,6.515631941,5.371515082
United States,1964,5.687555718,7.540798891,5.991220881
United States,1965,5.862466902,7.391141038,6.071088264
United States,1966,5.21336101,7.338806985,5.495337282
United States,1967,5.769350273,7.767148554,5.997643046
United States,1968,5.585222683,7.700345906,5.939771179
United States,1969,5.62267538,8.183042012,6.001993152
United States,1970,5.703288084,7.636876251,5.95853601
United States,1971,5.744916428,7.606727634,6.027983337
United States,1972,5.872953781,8.460629054,6.213902352
