Entity,Year,Actual rents as share of GDP,Imputed rents as share of GDP,Actual and imputed rents as share of GDP
Croatia,2008,0.00301760858916757,0.0634280352086935,0.066445643797861
Croatia,2009,0.00393009958773471,0.0695224919114901,0.0734525914992248
Croatia,2010,0.00331215013748199,0.0705768144217041,0.0738889645591861
Croatia,2011,0.00514139523387261,0.0697742741039029,0.0749156693377755
Croatia,2012,0.00403477464649396,0.0707589862198569,0.0747937608663509
Croatia,2013,0.00420039233165786,0.0711726150511323,0.0753730073827902
Croatia,2014,0.00383916328145876,0.0710020651091857,0.0748412283906444
Croatia,2015,0.0037689484859014,0.0698730773964526,0.073642025882354
Croatia,2016,0.00366739161746381,0.0682954196425159,0.0719628112599797
Croatia,2017,0.00354280413104166,0.0658604836170416,0.0694032877480833
Croatia,2018,0.00347793761165947,0.0644655502739585,0.0679434878856179
Czech Republic,1995,0.0110104203078858,0.043233565494335,0.0542439858022209
Czech Republic,1996,0.0115101503070922,0.0431749537379972,0.0546851040450894
Czech Republic,1997,0.0139572120887417,0.0465590474798886,0.0605162595686303
Czech Republic,1998,0.0161822366810348,0.0492584706467145,0.0654407073277493
Czech Republic,1999,0.0171164185437706,0.0516422005847359,0.0687586191285065
Czech Republic,2000,0.0187621868097284,0.0523599614296508,0.0711221482393792
Czech Republic,2001,0.0183868488782634,0.0520583329391429,0.0704451818174064
Czech Republic,2002,0.0186686495859132,0.0546146351034678,0.0732832846893811
Czech Republic,2003,0.0182882514028926,0.0562676468379841,0.0745558982408768
Czech Republic,2004,0.0170884906406097,0.0557136951169571,0.0728021857575668
Czech Republic,2005,0.0163254759174958,0.0555353495448778,0.0718608254623735
Czech Republic,2006,0.0157453621348326,0.0554671766054987,0.0712125387403314
Czech Republic,2007,0.0148847023720227,0.0552582397922236,0.0701429421642463
Czech Republic,2008,0.0153710492077391,0.0584259657767026,0.0737970149844417
Czech Republic,2009,0.0169184587994902,0.0654732039895608,0.082391662789051
Czech Republic,2010,0.0168402677773131,0.0672666528086314,0.0841069205859444
Czech Republic,2011,0.0159317710580867,0.0676265772071792,0.083558348265266
Czech Republic,2012,0.0156021944223794,0.0674815207566218,0.0830837151790012
Czech Republic,2013,0.0149514423902032,0.0667751920133455,0.0817266344035487
Czech Republic,2014,0.0140552896773549,0.0655242366938303,0.0795795263711852
Czech Republic,2015,0.0137960616408,0.0635176195329333,0.0773136811737333
Czech Republic,2016,0.0134529306904727,0.0643852776590083,0.077838208349481
Czech Republic,2017,0.0134784707429037,0.0642376265055785,0.0777160972484823
Czech Republic,2018,0.0140139174074086,0.066922288743865,0.0809362061512737
Czech Republic,2019,0.0136495967413669,0.0667744249624435,0.0804240217038103
Denmark,1966,0.0219258344997485,0.0225082584377606,0.0444340929375091
Denmark,1967,0.0244700010226105,0.0240076798157056,0.048477680838316
Denmark,1968,0.0262114000852428,0.0258066289351506,0.0520180290203934
Denmark,1969,0.0276442448976669,0.0261132588692291,0.053757503766896
Denmark,1970,0.0253463192693588,0.0309606148807788,0.0563069341501376
Denmark,1971,0.0260483607996553,0.0347758316309591,0.0608241924306144
Denmark,1972,0.0247013328276786,0.0359432884651502,0.0606446212928289
Denmark,1973,0.02391545020168,0.0380678454964663,0.0619832956981463
Denmark,1974,0.0232703909682642,0.0406379314721327,0.0639083224403969
Denmark,1975,0.0261508128037664,0.0420769243830415,0.068227737186808
Denmark,1976,0.0274584915301557,0.0439098353540752,0.0713683268842309
Denmark,1977,0.028772155283138,0.0462014094836109,0.0749735647667489
Denmark,1978,0.0291608841577673,0.0467919987268347,0.075952882884602
Denmark,1979,0.0294789150783554,0.046918287913127,0.0763972029914824
Denmark,1980,0.0299949380548526,0.0477289712078754,0.077723909262728
Denmark,1981,0.0300943494722384,0.0480670171329298,0.0781613666051682
Denmark,1982,0.029478490343794,0.0467774116938686,0.0762559020376626
Denmark,1983,0.0286640811005575,0.0476111883663723,0.0762752694669298
Denmark,1984,0.0299903960159424,0.0454887556958228,0.0754791517117652
Denmark,1985,0.0297821275012941,0.0452229270938534,0.0750050545951475
Denmark,1986,0.0295659026130207,0.0449452235735669,0.0745111261865876
Denmark,1987,0.0295993940275983,0.0471428438349546,0.0767422378625529
Denmark,1988,0.0302464252384842,0.0486665714881974,0.0789129967266816
Denmark,1989,0.0306035811865792,0.0494527488738276,0.0800563300604068
Denmark,1990,0.0313514999038293,0.0507961389225858,0.0821476388264151
Denmark,1991,0.0319296804747299,0.0516556764972226,0.0835853569719525
Denmark,1992,0.0325108764146811,0.0523058051994265,0.0848166816141076
Denmark,1993,0.0341994167701063,0.0546568136186371,0.0888562303887433
Denmark,1994,0.0333196925221,0.0529565248475642,0.0862762173696642
Denmark,1995,0.0330772572107154,0.0523346966555259,0.0854119538662413
Denmark,1996,0.0322281586503732,0.0511091814125183,0.0833373400628915
Denmark,1997,0.031549666482246,0.0502055007942864,0.0817551672765324
Denmark,1998,0.0313384400614429,0.0500072699750869,0.0813457100365297
Denmark,1999,0.030564128784551,0.0489061500959355,0.0794702788804866
Denmark,2000,0.0298520284740858,0.0476301545426951,0.0774821830167809
Denmark,2001,0.0302444090791708,0.0482185459760566,0.0784629550552274
Denmark,2002,0.0310224057379008,0.0492196171310836,0.0802420228689843
Denmark,2003,0.0323744282969959,0.0502926310333304,0.0826670593303264
Denmark,2004,0.0323505804676207,0.0499282603965792,0.0822788408641999
Denmark,2005,0.0317380216979089,0.0491795577001251,0.080917579398034
Denmark,2006,0.031339979261603,0.0484259210679885,0.0797659003295915
Denmark,2007,0.0314254523537556,0.0488559851732779,0.0802814375270335
Denmark,2008,0.0315581179687224,0.0486819121517473,0.0802400301204697
Denmark,2009,0.0349192937433479,0.0530182605300715,0.0879375542734194
Denmark,2010,0.0345784498078892,0.0545295731340208,0.0891080229419099
Denmark,2011,0.0344147470880249,0.0571442150353039,0.0915589621233288
Denmark,2012,0.0349999583694427,0.057425261511061,0.0924252198805036
Denmark,2013,0.0353240458371958,0.0580335455243854,0.0933575913615812
Denmark,2014,0.0354589346768848,0.0581778905460176,0.0936368252229024
Denmark,2015,0.0357638804790895,0.0580301224283793,0.0937940029074687
Denmark,2016,0.0357741275302306,0.057503334015372,0.0932774615456025
Denmark,2017,0.0355936708917792,0.0571866435186739,0.092780314410453
Denmark,2018,0.0351427482301881,0.0565425620905884,0.0916853103207765
Denmark,2019,0.0348851695228637,0.0561868899779645,0.0910720595008281
Estonia,1995,0.0137456106930985,0.0802311249745047,0.0939767356676032
Estonia,1996,0.0120773571183899,0.0829063361368727,0.0949836932552627
Estonia,1997,0.00968240104277401,0.0947701677823032,0.104452568825077
Estonia,1998,0.00847422185300759,0.0903851549539739,0.0988593768069815
Estonia,1999,0.0081526820697908,0.0896296110143252,0.097782293084116
Estonia,2000,0.00716207421177538,0.0849610357919238,0.0921231100036991
Estonia,2001,0.00698490907819366,0.0826504669405998,0.0896353760187935
Estonia,2002,0.00616429238139454,0.0771462788498465,0.0833105712312411
Estonia,2003,0.00567010397667484,0.0732369377551761,0.0789070417318509
Estonia,2004,0.0054519938135725,0.071559208857393,0.0770112026709655
Estonia,2005,0.00516122134732664,0.0649294171445347,0.0700906384918613
Estonia,2006,0.00503446696226001,0.0634039014132347,0.0684383683754947
Estonia,2007,0.00492903632918694,0.0617797351906789,0.0667087715198659
Estonia,2008,0.00467656343928696,0.062710786435574,0.0673873498748609
Estonia,2009,0.00526815336905339,0.0690524240717809,0.0743205774408342
Estonia,2010,0.00783879576071142,0.0695451715232007,0.0773839672839121
Estonia,2011,0.00847040617300239,0.0628348077652224,0.0713052139382248
Estonia,2012,0.00938687434202825,0.0611315759572587,0.0705184502992869
Estonia,2013,0.00967510152683242,0.0591749489528719,0.0688500504797043
Estonia,2014,0.0101645243629952,0.0577730712453277,0.0679375956083229
Estonia,2015,0.0106735494748755,0.0572638672056852,0.0679374166805607
Estonia,2016,0.0108524328125844,0.0557837206485944,0.0666361534611787
Estonia,2017,0.0109000229191791,0.0543764650376892,0.0652764879568684
Estonia,2018,0.0109454940612502,0.0546866030159906,0.0656320970772408
European Union (28 countries),1995,0.0263471384640616,0.0638166782331516,0.0901638166972132
European Union (28 countries),1996,0.0263034661679587,0.06502362923225,0.0913270954002087
European Union (28 countries),1997,0.0262025644919829,0.0672081042894271,0.09341066878141
European Union (28 countries),1998,0.0258639466207005,0.067364855874127,0.0932288024948275
European Union (28 countries),1999,0.0255505861567937,0.0681462291963484,0.0936968153531421
European Union (28 countries),2000,0.025142243925153,0.0682240998041192,0.0933663437292722
European Union (28 countries),2001,0.0245659459111967,0.0680564314868284,0.0926223773980251
European Union (28 countries),2002,0.0246625228714158,0.0689068155813075,0.0935693384527232
European Union (28 countries),2003,0.0244899098776139,0.0690029723267157,0.0934928822043296
European Union (28 countries),2004,0.0243127425645228,0.06924881371891,0.0935615562834328
European Union (28 countries),2005,0.0243336821462063,0.0696661620294154,0.0939998441756217
European Union (28 countries),2006,0.0240755247340016,0.0689863214840633,0.093061846218065
European Union (28 countries),2007,0.0237627167916237,0.0682963145540291,0.0920590313456528
European Union (28 countries),2008,0.0239089154419274,0.0680662571921343,0.0919751726340617
European Union (28 countries),2009,0.0255904418482218,0.0717492414742286,0.0973396833224504
European Union (28 countries),2010,0.0256359693606627,0.0712849766891867,0.0969209460498494
European Union (28 countries),2011,0.0256365420975965,0.0707062721095313,0.0963428142071278
European Union (28 countries),2012,0.026377818285563,0.0719983187582423,0.0983761370438053
European Union (28 countries),2013,0.0267320778836912,0.072432410248824,0.0991644881325152
European Union (28 countries),2014,0.0269205732924639,0.0723906696273522,0.0993112429198162
European Union (28 countries),2015,0.0270032565609398,0.0720234992921684,0.0990267558531082
European Union (28 countries),2016,0.0265991068727712,0.0708965028005623,0.0974956096733335
Finland,1975,0.0220303452009552,0.0513584749789303,0.0733888201798855
Finland,1976,0.0214137408287232,0.0523034471377094,0.0737171879664326
Finland,1977,0.0211937603858271,0.054332251499748,0.0755260118855751
Finland,1978,0.0206021804495736,0.0553265371141111,0.0759287175636847
Finland,1979,0.0189043711446961,0.0533229744226659,0.072227345567362
Finland,1980,0.0176486317853641,0.0523516653296491,0.0700002971150132
Finland,1981,0.0179420495442247,0.0552709696062206,0.0732130191504453
Finland,1982,0.0177557647828423,0.0569586243954863,0.0747143891783286
Finland,1983,0.0170673479644832,0.0571075557044731,0.0741749036689563
Finland,1984,0.0161990273101384,0.0566030677141788,0.0728020950243173
Finland,1985,0.0156923341059318,0.0573611468795605,0.0730534809854923
Finland,1986,0.0155360247555548,0.0568005997479782,0.0723366245035331
Finland,1987,0.0148413964203438,0.0541526374859708,0.0689940339063146
Finland,1988,0.0143112234923035,0.0522268420160838,0.0665380655083873
Finland,1989,0.014134193338068,0.0514838574472296,0.0656180507852976
Finland,1990,0.0148198638947218,0.0534416605283699,0.0682615244230917
Finland,1991,0.0183661492077009,0.0636831263881057,0.0820492755958066
Finland,1992,0.0216319501781038,0.0703451204265056,0.0919770706046095
Finland,1993,0.0237900779390489,0.0767256265459467,0.100515704484996
Finland,1994,0.0234382748019262,0.0764416136816935,0.0998798884836196
Finland,1995,0.0240793919775949,0.0720555256775817,0.0961349176551766
Finland,1996,0.024803346296641,0.0728132989822008,0.0976166452788417
Finland,1997,0.024529136245905,0.0724502964614149,0.0969794327073199
Finland,1998,0.0237312615170078,0.069633281869947,0.0933645433869549
Finland,1999,0.024811686469791,0.0691717356361688,0.0939834221059598
Finland,2000,0.0247504434118527,0.0674132598466748,0.0921637032585274
Finland,2001,0.024912188511215,0.0669095887380037,0.0918217772492187
Finland,2002,0.0258071468017187,0.0683364088196867,0.0941435556214054
Finland,2003,0.0263395475423232,0.0696215461057404,0.0959610936480636
Finland,2004,0.0258191713173509,0.0690547877902216,0.0948739591075725
Finland,2005,0.0257700972147164,0.0684692780850948,0.0942393752998112
Finland,2006,0.0250438122118949,0.0681099151517956,0.0931537273636905
Finland,2007,0.0236486486486486,0.0658142319534725,0.0894628806021211
Finland,2008,0.0235245669575065,0.066836537719095,0.0903611046766016
Finland,2009,0.025904141471386,0.0762873665039863,0.102191507975372
Finland,2010,0.025980238435658,0.076388704336595,0.102368942772253
Finland,2011,0.0258689481711936,0.077177547247952,0.103046495419146
Finland,2012,0.0269801081392977,0.0796171848963126,0.10659729303561
Finland,2013,0.0280196357692063,0.0828402366863905,0.110859872455597
Finland,2014,0.0292416033098595,0.0857383142336525,0.114979917543512
Finland,2015,0.030517775622679,0.0883411784185254,0.118858954041204
Finland,2016,0.030687115549058,0.0888708060942083,0.119557921643266
Finland,2017,0.0313145932643748,0.0875967654127551,0.11891135867713
Finland,2018,0.0318194657239945,0.0870145766106598,0.118834042334654
France,1959,0.0115940657312543,0.0190947164186168,0.030688782149871
France,1960,0.0126190374514242,0.0208182089934663,0.0334372464448905
France,1961,0.0137666174298375,0.0227868045297883,0.0365534219596258
France,1962,0.0148666221488068,0.0246195480265701,0.0394861701753769
France,1963,0.0158478853810703,0.026334765024924,0.0421826504059943
France,1964,0.016126068829058,0.0270228252420324,0.0431488940710904
France,1965,0.0174949621836644,0.0293109314071864,0.0468058935908508
France,1966,0.0187863714292613,0.0314514765894767,0.0502378480187381
France,1967,0.0205483276564856,0.0343961136858563,0.0549444413423418
France,1968,0.0219075990704626,0.0369255653491396,0.0588331644196022
France,1969,0.0230318779702045,0.0380275172205115,0.0610593951907161
France,1970,0.0233177934414231,0.0387754777323426,0.0620932711737657
France,1971,0.0231254279844784,0.0387967929696416,0.0619222209541201
France,1972,0.0230114961626205,0.0386933099874111,0.0617048061500316
France,1973,0.0206022451878882,0.0390094431599766,0.0596116883478648
France,1974,0.0188759451107386,0.0377566665233776,0.0566326116341162
France,1975,0.0192982753650223,0.0387067781376655,0.0580050535026879
France,1976,0.0191884436488489,0.0389381245139612,0.0581265681628101
France,1977,0.0194878213339331,0.039516699423416,0.0590045207573491
France,1978,0.0192734104958192,0.0394131061486167,0.0586865166444358
France,1979,0.0191029858617312,0.0401471585344416,0.0592501443961729
France,1980,0.0191314164287137,0.0419239878699338,0.0610554042986475
France,1981,0.0192280165102895,0.0442365951939763,0.0634646117042658
France,1982,0.0176368498384782,0.0443353032224154,0.0619721530608936
France,1983,0.0177352608406916,0.0461205942396143,0.063855855080306
France,1984,0.0179638770632081,0.0482002178125398,0.0661640948757478
France,1985,0.0183162220911218,0.0490544273442006,0.0673706494353224
France,1986,0.0183808906500891,0.0496516064404932,0.0680324970905823
France,1987,0.0189256095039271,0.0517311675582342,0.0706567770621613
France,1988,0.019311187129478,0.0530309171381787,0.0723421042676567
France,1989,0.0192825143588391,0.0541348542453724,0.0734173686042115
France,1990,0.0194827753130855,0.0551138725788907,0.0745966478919762
France,1991,0.0201226521816791,0.0574660737103888,0.0775887258920679
France,1992,0.0206156944887766,0.0601839284940622,0.0807996229828388
France,1993,0.021234214648386,0.0636676213249232,0.0849018359733093
France,1994,0.0215041186845636,0.0648106947647489,0.0863148134493125
France,1995,0.0217939657203271,0.0656051640313789,0.0873991297517059
France,1996,0.0220751821098712,0.0660346923097808,0.0881098744196521
France,1997,0.0221940829702261,0.0662233316341488,0.0884174146043749
France,1998,0.022029801108961,0.0660723901838603,0.0881021912928213
France,1999,0.0217658970491771,0.0663048296251461,0.0880707266743231
France,2000,0.0210092757602708,0.0652928306455158,0.0863021064057866
France,2001,0.0203400078013262,0.0654765310102717,0.085816538811598
France,2002,0.0205022077314371,0.0667131032371874,0.0872153109686244
France,2003,0.0211097796851103,0.0680163810369505,0.0891261607220608
France,2004,0.0212808659997336,0.0684804570841053,0.0897613230838389
France,2005,0.0220328953143006,0.0700683219085964,0.092101217222897
France,2006,0.0223612680998468,0.0706230172751036,0.0929842853749504
