Entity,Year,Actual rents as share of GDP,Imputed rents as share of GDP,Actual and imputed rents as share of GDP
Slovakia,2002,0.00650876652513428,0.100209057179978,0.106717823705113
Slovakia,2003,0.00788230368651038,0.0967443241477995,0.10462662783431
Slovakia,2004,0.0116131590536523,0.100214974681758,0.111828133735411
Slovakia,2005,0.00969324677991756,0.0878967938304228,0.0975900406103404
Slovakia,2006,0.00870490765625603,0.0865114570825702,0.0952163647388262
Slovakia,2007,0.00764843829060877,0.0888062273832459,0.0964546656738547
Slovakia,2008,0.00721328397880675,0.0934760764510158,0.100689360429823
Slovakia,2009,0.00876148611886581,0.0956033135483309,0.104364799667197
Slovakia,2010,0.00919068525200342,0.09149952702896,0.100690212280963
Slovakia,2011,0.00923811925812125,0.0887194746196439,0.0979575938777652
Slovakia,2012,0.0082592465046252,0.0853486771550886,0.0936079236597138
Slovakia,2013,0.00841863095807677,0.0845602865556374,0.0929789175137141
Slovakia,2014,0.00905544880382695,0.0836466644607596,0.0927021132645865
Slovakia,2015,0.00968581311227719,0.0807299583172629,0.0904157714295401
Slovakia,2016,0.0103918684538487,0.0834240209433899,0.0938158893972386
Slovakia,2017,0.00962267989884142,0.0840728474208107,0.0936955273196522
Slovakia,2018,0.00973757232321749,0.0851463174185604,0.0948838897417778
Slovakia,2019,0.00944430572552075,0.0858057282498196,0.0952500339753404
Slovenia,1995,0.00294484987420472,0.0703682766757474,0.0733131265499521
Slovenia,1996,0.00292221677518886,0.0717214587457197,0.0746436755209086
Slovenia,1997,0.00287232399508229,0.0692546419330105,0.0721269659280928
Slovenia,1998,0.0028360251405571,0.0684609095186952,0.0712969346592523
Slovenia,1999,0.00276003630435167,0.0663826869922274,0.0691427232965791
Slovenia,2000,0.00280441615982753,0.0679989765090365,0.0708033926688641
Slovenia,2001,0.0028175165320563,0.0677011620458809,0.0705186785779372
Slovenia,2002,0.00280254273977472,0.0662286508144959,0.0690311935542706
Slovenia,2003,0.00304100024975322,0.0629515552535768,0.06599255550333
Slovenia,2004,0.00327259959022287,0.0622334312248986,0.0655060308151215
Slovenia,2005,0.0034329703993977,0.0623316356022793,0.065764606001677
Slovenia,2006,0.00339948651970438,0.0596957942082674,0.0630952807279718
Slovenia,2007,0.00327253179726572,0.0561585946933772,0.059431126490643
Slovenia,2008,0.00325958404246113,0.0557428633218563,0.0590024473643175
Slovenia,2009,0.00426901976660993,0.0651646050756081,0.069433624842218
Slovenia,2010,0.00420920094151594,0.0615866682539548,0.0657958691954707
Slovenia,2011,0.00387478534316854,0.0592274083761842,0.0631021937193527
Slovenia,2012,0.0038317920655548,0.0593206593876547,0.0631524514532095
Slovenia,2013,0.00368499404446654,0.063313900161059,0.0669988942055256
Slovenia,2014,0.0034690967482529,0.0601649155509555,0.0636340122992084
Slovenia,2015,0.00342174937348532,0.061575505253298,0.0649972546267833
Slovenia,2016,0.00335381579970232,0.0609442350769664,0.0642980508766687
Slovenia,2017,0.00325307197096056,0.0590009644762866,0.0622540364472471
Slovenia,2018,0.00320213272403357,0.0578631085364606,0.0610652412604941
Spain,1995,0.00661762790172562,0.0543066688667529,0.0609242967684786
Spain,1996,0.00700118355774597,0.0560769251210643,0.0630781086788102
Spain,1997,0.00723518491414838,0.0576657910751288,0.0649009759892772
Spain,1998,0.00731843746234215,0.0581482140962206,0.0654666515585628
Spain,1999,0.00740948393800474,0.058208261222078,0.0656177451600828
Spain,2000,0.0075063556280688,0.0583868821688938,0.0658932377969626
Spain,2001,0.00762489782351607,0.0586539380564428,0.0662788358799589
Spain,2002,0.00857845753196576,0.0613006169018294,0.0698790744337951
Spain,2003,0.00940211849935059,0.0630626251143636,0.0724647436137142
Spain,2004,0.00968424678015957,0.0648948090435948,0.0745790558237544
Spain,2005,0.00955403366772451,0.0666485506660326,0.0762025843337571
Spain,2006,0.0102637616392531,0.0683287790775864,0.0785925407168395
Spain,2007,0.0113710427980761,0.0701973615089736,0.0815684043070498
Spain,2008,0.012681820680804,0.0732537148244184,0.0859355355052224
Spain,2009,0.0143904133736953,0.079181874887195,0.0935722882608903
Spain,2010,0.0152007674029024,0.081007990051356,0.0962087574542583
Spain,2011,0.016103210959584,0.0840215348719593,0.100124745831543
Spain,2012,0.0170138851846428,0.0881244187027628,0.105138303887406
Spain,2013,0.0177037638139145,0.0897683927444362,0.107472156558351
Spain,2014,0.0182307359919702,0.0875912408759124,0.105821976867883
Spain,2015,0.0181766720181145,0.0828496923690829,0.101026364387197
Spain,2016,0.0178355957767722,0.0809083889966243,0.0987439847733965
Spain,2017,0.0177419660239715,0.0779006057434602,0.0956425717674317
Spain,2018,0.0173790730772846,0.0769402250720142,0.0943192981492988
Sweden,1993,0.0558135409873056,0.0685055393631738,0.124319080350479
Sweden,1994,0.0539286779314212,0.0669151544541917,0.120843832385613
Sweden,1995,0.0517775319872895,0.063738053769379,0.115515585756668
Sweden,1996,0.052182695659552,0.0647555705942546,0.116938266253807
Sweden,1997,0.0521099083706147,0.0636247605957009,0.115734668966316
Sweden,1998,0.0498391707948098,0.05997895866283,0.10981812945764
Sweden,1999,0.0479511096077093,0.0571571397407103,0.10510824934842
Sweden,2000,0.0462952696903143,0.0541423689793539,0.100437638669668
Sweden,2001,0.0445475172852036,0.0528175750509939,0.0973650923361975
Sweden,2002,0.0446920644597158,0.0530558788393803,0.097747943299096
Sweden,2003,0.043978456481864,0.0529370446497958,0.0969155011316598
Sweden,2004,0.0429959925008674,0.0518165892514789,0.0948125817523463
Sweden,2005,0.0429711182036686,0.0525300358058535,0.0955011540095221
Sweden,2006,0.040984819654108,0.0500399145584989,0.0910247342126068
Sweden,2007,0.0403276472632713,0.0487697114518724,0.0890973587151437
Sweden,2008,0.0407800945592252,0.0487437478991153,0.0895238424583406
Sweden,2009,0.0429733084278637,0.05239007807751,0.0953633865053737
Sweden,2010,0.040364553091143,0.0501611688667474,0.0905257219578904
Sweden,2011,0.0407942262477182,0.050622266393591,0.0914164926413093
Sweden,2012,0.0405801523128242,0.0498620656859073,0.0904422179987315
Sweden,2013,0.0408089003735869,0.0498190924617892,0.0906279928353761
Sweden,2014,0.0409459192081608,0.0498834131033153,0.0908293323114761
Sweden,2015,0.0394824984097999,0.0477280675606212,0.0872105659704211
Sweden,2016,0.0398176139646585,0.0470807566243589,0.0868983705890174
Sweden,2017,0.0395408179812129,0.0461363596069615,0.0856771775881744
Sweden,2018,0.0397661208713781,0.045678753583555,0.0854448744549331
United Kingdom,1995,0.0258009649925544,0.122306101660625,0.148107066653179
United Kingdom,1996,0.0250814278392276,0.120733649675666,0.145815077514894
United Kingdom,1997,0.0249116598497299,0.121592800474648,0.146504460324378
United Kingdom,1998,0.0255375993351894,0.120315263144161,0.14585286247935
United Kingdom,1999,0.0248439499909125,0.121670444306182,0.146514394297095
United Kingdom,2000,0.024842764712486,0.118946635379332,0.143789400091818
United Kingdom,2001,0.0244822414454325,0.119296625914124,0.143778867359556
United Kingdom,2002,0.025644191462967,0.116588176895534,0.142232368358501
United Kingdom,2003,0.0258446695518158,0.113397970852678,0.139242640404493
United Kingdom,2004,0.0253892046831822,0.111524791535366,0.136913996218548
United Kingdom,2005,0.0265026778411687,0.109341003270132,0.135843681111301
United Kingdom,2006,0.0279173895857614,0.106508610957996,0.134426000543757
United Kingdom,2007,0.0290833586588387,0.104312046358902,0.133395405017741
United Kingdom,2008,0.0311598427856303,0.104822158949036,0.135982001734666
United Kingdom,2009,0.0340793880442993,0.108318692033862,0.142398080078162
United Kingdom,2010,0.0350933594352302,0.105934914637184,0.141028274072414
United Kingdom,2011,0.0361902512616099,0.103123056976088,0.139313308237698
United Kingdom,2012,0.0379975483568793,0.103385404956197,0.141382953313076
United Kingdom,2013,0.0390481165854614,0.102820871226171,0.141868987811632
United Kingdom,2014,0.0395383584215377,0.102061049515458,0.141599407936996
United Kingdom,2015,0.0406453975593877,0.102926815017612,0.143572212576999
United Kingdom,2016,0.0410688361040131,0.10421106912175,0.145279905225763
United Kingdom,2017,0.039822037035875,0.101357988518425,0.1411800255543
United Kingdom,2018,0.0404807340750192,0.0993222043143136,0.139802938389333
United Kingdom,2019,0.0404619817898072,0.0979254673349422,0.138387449124749
United States,1970,0.0246640510647972,0.0601582218627918,0.084822272927589
United States,1971,0.0248152122590892,0.0607966690990256,0.0856118813581148
United States,1972,0.0244709211873881,0.0605334959464002,0.0850044171337883
United States,1973,0.02401190983993,0.05946781761444,0.0834797274543699
United States,1974,0.0235606956316903,0.0605975888581925,0.0841582844898828
United States,1975,0.0235289369602066,0.060998134018318,0.0845270709785246
United States,1976,0.0230856853697959,0.0602029879172334,0.0832886732870292
United States,1977,0.0228875996360887,0.0603820876480551,0.0832696872841438
United States,1978,0.0219799379060801,0.0607276155501002,0.0827075534561802
United States,1979,0.0214023036279362,0.0615814357824319,0.0829837394103681
United States,1980,0.02204663342091,0.0642412593396509,0.0862878927605609
United States,1981,0.022328675458569,0.0643396625301446,0.0866683379887136
United States,1982,0.0237565827269603,0.0668624724825639,0.0906190552095243
United States,1983,0.0237080624913664,0.066337225972871,0.0900452884642373
United States,1984,0.0235389077655536,0.0650485819220416,0.0885874896875951
United States,1985,0.0250994531201926,0.0658489013198727,0.0909483544400653
United States,1986,0.026267400146431,0.0677401738262318,0.0940075739726629
United States,1987,0.0262219077836924,0.0688307314918083,0.0950526392755007
United States,1988,0.0256622918098142,0.0693125746929497,0.0949748665027639
United States,1989,0.0249376947592696,0.0691914321874369,0.0941291269467064
United States,1990,0.0254013654541966,0.0702899343031126,0.0956912997573092
United States,1991,0.0257183634834541,0.0719567582946054,0.0976751217780595
United States,1992,0.0252514942885533,0.0720529813918842,0.0973044756804375
United States,1993,0.0247585535095637,0.0724025265365509,0.0971610800461146
United States,1994,0.0242569336302543,0.0730995949630285,0.0973565285932828
United States,1995,0.0245176903063177,0.0744479956082327,0.0989656859145503
United States,1996,0.0238814674174378,0.0746463388017671,0.0985278062192049
United States,1997,0.0233226216524248,0.0745136840907522,0.0978363057431771
United States,1998,0.023152183256045,0.0755110690197099,0.0986632522757549
United States,1999,0.0227470320579175,0.0757486789850294,0.0984957110429469
United States,2000,0.0223222058324791,0.076239421080851,0.0985616269133302
United States,2001,0.0229812975497036,0.0796012255734409,0.102582523123145
United States,2002,0.022906220299919,0.0807233227552202,0.103629543055139
United States,2003,0.0217842242172144,0.08094912607043,0.102733350287644
United States,2004,0.0210411561414899,0.0806679040718929,0.101709060213383
United States,2005,0.0206605430526293,0.081550402914494,0.102210945967123
United States,2006,0.0208356964717568,0.081676940693725,0.102512637165482
United States,2007,0.0219463100251456,0.0804626532501699,0.102408963275315
United States,2008,0.0229532085738686,0.0816757737881423,0.104628982362011
United States,2009,0.0249862758022531,0.0848782456724137,0.109864521474667
United States,2010,0.0249470852955953,0.0820432719950544,0.10699035729065
United States,2011,0.02612004877954,0.080404465615816,0.106524514395356
United States,2012,0.0260448735991779,0.079160551082061,0.105205424681239
United States,2013,0.0255326067535541,0.0785750198199555,0.10410762657351
United States,2014,0.0263506134273827,0.077895926447822,0.104246539875205
United States,2015,0.0282790595461715,0.0780030990825297,0.106282158628701
United States,2016,0.0293979085173039,0.0794052304405291,0.108803138957833
United States,2017,0.0293375933455389,0.0796634904195778,0.109001083765117
United States,2018,0.028836551925127,0.0790619051816816,0.107898457106809
