Entity,Year,Oil production (Etemad & Luciana)
Algeria,1926,0.01163
Algeria,1927,0.01163
Algeria,1928,0.01163
Algeria,1929,0.03489
Algeria,1930,0.02326
Algeria,1931,0.01163
Algeria,1932,0.01163
Algeria,1933,0.01163
Algeria,1944,0.01163
Algeria,1950,0.03489
Algeria,1951,0.081410001
Algeria,1952,0.534980005
Algeria,1953,0.98855001
Algeria,1954,0.848990008
Algeria,1955,0.639650006
Algeria,1956,0.395420004
Algeria,1957,0.244230002
Algeria,1958,4.989270049
Algeria,1959,14.32816014
Algeria,1960,100.390161
Algeria,1961,182.0909118
Algeria,1962,238.4964123
Algeria,1963,274.8983127
Algeria,1964,308.067073
Algeria,1965,307.974033
Algeria,1966,393.8150639
Algeria,1967,454.4422545
Algeria,1968,498.9735249
Algeria,1969,520.8379251
Algeria,1970,560.6241555
Algeria,1971,431.2636642
Algeria,1972,582.5001857
Algeria,1973,591.0598658
Algeria,1974,546.6797854
Algeria,1975,552.8902054
Algeria,1976,582.5932257
Algeria,1977,622.4259761
Algeria,1978,665.1778565
Algeria,1979,661.7237465
Algeria,1980,673.8858191
Algeria,1981,620.2343672
Algeria,1982,616.6969088
Algeria,1983,600.3420597
Algeria,1984,657.3776801
Algeria,1985,673.3381027
Algeria,1986,701.7496005
Algeria,1987,707.3473217
Algeria,1988,691.8889588
Algeria,1989,727.4835547
Algeria,1990,775.0895021
Algeria,1991,772.043945
Algeria,1992,790.7261234
Algeria,1993,773.3300646
Algeria,1994,763.8685839
Algeria,1995,770.4218612
Algeria,1996,811.2718231
Algeria,1997,835.5773164
Algeria,1998,826.8408024
Algeria,1999,818.6952326
Algeria,2000,844.877884
Algeria,2001,892.5553705
Algeria,2002,953.7300531
Algeria,2003,1051.829652
Algeria,2004,1087.488417
Algeria,2005,1153.670172
Algeria,2006,1159.987695
Algeria,2007,1160.018117
Algeria,2008,1152.303068
Algeria,2009,1125.981766
Algeria,2010,1108.972675
Algeria,2011,1098.3603
Algeria,2012,1105.578584
Algeria,2013,1039.273437
Algeria,2014,1014.640452
Angola,1956,0.093040001
Angola,1957,0.116300001
Angola,1958,0.593130006
Angola,1959,0.593130006
Angola,1960,0.779210008
Angola,1961,1.209520012
Angola,1962,5.477730054
Angola,1963,9.304000092
Angola,1964,10.5251501
Angola,1965,7.617650075
Angola,1966,7.338530072
Angola,1967,6.245310061
Angola,1968,8.722500086
Angola,1969,28.58654028
Angola,1970,58.90595058
Angola,1971,66.53523065
Angola,1972,82.07291081
Angola,1973,94.83102093
Angola,1974,99.33183098
Angola,1975,90.60933089
Angola,1976,87.96932087
Angola,1977,88.41126087
Angola,1978,75.23447074
Angola,1979,102.053251
Angola,1980,88.4364592
Angola,1981,76.64493131
Angola,1982,71.92832015
Angola,1983,104.3550219
Angola,1984,122.6318901
Angola,1985,136.1921472
Angola,1986,165.8637407
Angola,1987,211.8631219
Angola,1988,266.105123
Angola,1989,267.8725079
Angola,1990,279.6684223
Angola,1991,294.4019305
Angola,1992,309.9328702
Angola,1993,299.7258112
Angola,1994,315.6429707
Angola,1995,380.4088102
Angola,1996,417.5269423
Angola,1997,420.6173308
Angola,1998,433.1190742
Angola,1999,438.9731374
Angola,2000,439.8906774
Angola,2001,437.4091563
Angola,2002,528.344765
Angola,2003,531.9775637
Angola,2004,621.6582119
Angola,2005,736.5157059
Angola,2006,837.1493629
Angola,2007,1030.287816
Angola,2008,1166.967265
Angola,2009,1124.928759
Angola,2010,1124.979073
Angola,2011,1034.830419
Angola,2012,1053.362421
Angola,2013,1086.147791
Angola,2014,1035.419995
Argentina,1908,0.02326
Argentina,1909,0.03489
Argentina,1910,0.03489
Argentina,1911,0.02326
Argentina,1912,0.081410001
Argentina,1913,0.220970002
Argentina,1914,0.465200005
Argentina,1915,0.860620008
Argentina,1916,1.465380014
Argentina,1917,2.05851002
Argentina,1918,2.279480022
Argentina,1919,2.244590022
Argentina,1920,2.779570027
Argentina,1921,3.512260035
Argentina,1922,5.10557005
Argentina,1923,5.780110057
Argentina,1924,7.873510077
Argentina,1925,10.3158101
Argentina,1926,13.32798013
Argentina,1927,14.61891014
Argentina,1928,15.32834015
Argentina,1929,15.84006016
Argentina,1930,15.17715015
Argentina,1931,19.21276019
Argentina,1932,21.80625021
Argentina,1933,22.69013022
Argentina,1934,23.23674023
Argentina,1935,23.69031023
Argentina,1936,25.72556025
Argentina,1937,27.21420027
Argentina,1938,28.42372028
Argentina,1939,30.9706903
Argentina,1940,34.28524034
Argentina,1941,36.63450036
Argentina,1942,39.44896039
Argentina,1943,41.32139041
Argentina,1944,40.3212104
Argentina,1945,38.07662037
Argentina,1946,34.61088034
Argentina,1947,36.35538036
Argentina,1948,38.64649038
Argentina,1949,37.58816037
Argentina,1950,39.04191038
Argentina,1951,40.7166304
Argentina,1952,41.30976041
Argentina,1953,47.45040047
Argentina,1954,49.18327048
Argentina,1955,50.7649505
Argentina,1956,51.60231051
Argentina,1957,56.49854056
Argentina,1958,59.33626058
Argentina,1959,74.17614073
Argentina,1960,106.274941
Argentina,1961,136.6757613
Argentina,1962,159.5054516
Argentina,1963,157.7725816
Argentina,1964,162.8665216
Argentina,1965,159.0053616
Argentina,1966,169.3211717
Argentina,1967,186.2544518
Argentina,1968,203.815752
Argentina,1969,211.2705821
Argentina,1970,232.9023823
Argentina,1971,253.0455425
Argentina,1972,257.3719025
Argentina,1973,249.7658825
Argentina,1974,245.8465724
Argentina,1975,241.5899924
Argentina,1976,242.0203024
Argentina,1977,257.8022125
Argentina,1978,270.2346827
Argentina,1979,282.3647728
Argentina,1980,299.5048085
Argentina,1981,302.4526905
Argentina,1982,298.9152321
Argentina,1983,297.1465029
Argentina,1984,293.6090446
Argentina,1985,285.9445514
Argentina,1986,277.7224664
Argentina,1987,277.9989365
Argentina,1988,290.1446996
Argentina,1989,292.6638946
Argentina,1990,307.0553483
Argentina,1991,311.9992176
Argentina,1992,352.1453786
Argentina,1993,381.2669917
Argentina,1994,420.3234387
Argentina,1995,456.4493609
Argentina,1996,484.2317571
Argentina,1997,533.6120051
Argentina,1998,540.5754447
Argentina,1999,512.9442572
Argentina,2000,490.3774306
Argentina,2001,516.5118901
Argentina,2002,510.3310777
Argentina,2003,510.4310876
Argentina,2004,486.4489711
Argentina,2005,469.9429486
Argentina,2006,473.0080089
Argentina,2007,460.5918366
Argentina,2008,472.2757904
Argentina,2009,472.638433
Argentina,2010,466.0651573
Argentina,2011,450.2484499
Argentina,2012,426.3833289
Argentina,2013,417.3698614
Argentina,2014,421.6337428
Armenia,1993,0.000147394
Aruba,1990,0.040226797
Aruba,1991,0.022745857
Aruba,1992,0.016231038
Aruba,1993,0.016231038
Aruba,2000,1.38907736
Aruba,2001,1.392880128
Aruba,2002,1.392880128
Aruba,2003,1.392880128
Aruba,2004,1.38907736
Aruba,2005,1.386058729
Aruba,2006,1.317715034
Aruba,2007,1.460451479
Aruba,2008,1.453223272
Aruba,2009,1.65714006
Aruba,2010,1.65714006
Aruba,2011,1.65714006
Aruba,2012,1.65714006
Aruba,2013,1.65714006
Aruba,2014,1.65714006
Australia,1964,2.209700022
Australia,1965,3.872790038
Australia,1966,6.175530061
Australia,1967,11.89749012
Australia,1968,21.72484021
Australia,1969,23.34141023
Australia,1970,98.78522097
Australia,1971,181.2070318
Australia,1972,186.9522518
Australia,1973,222.5633122
Australia,1974,220.4582822
Australia,1975,234.4491723
Australia,1976,238.6010823
Australia,1977,239.3454024
Australia,1978,238.9616124
Australia,1979,230.2158523
Australia,1980,271.3466399
Australia,1981,279.5735889
Australia,1982,261.4800789
Australia,1983,288.5793683
Australia,1984,336.4017079
Australia,1985,391.8400951
Australia,1986,357.3902208
Australia,1987,376.5194809
Australia,1988,372.9875704
Australia,1989,343.5587644
Australia,1990,392.9494126
Australia,1991,374.4876532
Australia,1992,364.7993742
Australia,1993,347.6362217
Australia,1994,368.3729206
Australia,1995,381.2472704
Australia,1996,393.2056366
Australia,1997,409.5695417
Australia,1998,382.7886353
Australia,1999,381.4209124
Australia,2000,488.2035976
Australia,2001,452.9462689
Australia,2002,438.7892131
Australia,2003,371.3228661
Australia,2004,328.5969781
Australia,2005,337.8089737
Australia,2006,326.9368371
Australia,2007,346.3460753
Australia,2008,346.5040641
Australia,2009,349.3159484
Australia,2010,356.1664252
Australia,2011,312.8478244
Australia,2012,305.404611
Australia,2013,265.0156624
Australia,2014,281.7822482
Austria,1902,0.01163
Austria,1903,0.01163
Austria,1904,0.01163
Austria,1905,0.01163
Austria,1906,0.01163
Austria,1907,0.01163
Austria,1908,0.02326
Austria,1909,0.02326
Austria,1910,0.02326
Austria,1911,0.01163
Austria,1912,0.01163
Austria,1913,0.01163
Austria,1914,0.01163
Austria,1915,0.01163
Austria,1933,0.01163
Austria,1934,0.04652
Austria,1935,0.081410001
Austria,1936,0.093040001
Austria,1937,0.383790004
Austria,1938,0.662910007
Austria,1939,1.674720016
Austria,1940,4.803190047
Austria,1941,7.582760075
Austria,1942,10.1297301
Austria,1943,12.83952013
Austria,1944,14.10719014
Austria,1945,5.175350051
Austria,1946,9.827350097
Austria,1947,10.5833001
Austria,1948,11.04850011
Austria,1949,13.37450013
Austria,1950,19.75937019
Austria,1951,26.55129026
Austria,1952,32.14532032
Austria,1953,37.46023037
Austria,1954,40.10024039
Austria,1955,42.63558042
Austria,1956,39.86764039
Austria,1957,37.05318036
Austria,1958,32.98268032
Austria,1959,28.58654028
Austria,1960,28.47024028
Austria,1961,27.40028027
Austria,1962,27.84222027
Austria,1963,30.4706003
Austria,1964,30.9706903
Austria,1965,33.20365033
Austria,1966,32.06391032
Austria,1967,31.22655031
Austria,1968,31.68012031
Austria,1969,32.07554032
Austria,1970,32.54074032
Austria,1971,29.26108029
Austria,1972,28.81914028
Austria,1973,29.9937703
Austria,1974,26.02794026
Austria,1975,23.69031023
Austria,1976,22.45753022
Austria,1977,20.7828102
Austria,1978,20.8177002
Austria,1979,20.0966402
Austria,1980,17.86416476
Austria,1981,16.50813905
Austria,1982,17.09771545
Austria,1983,16.50813905
Austria,1984,15.91856266
Austria,1985,14.73940987
Austria,1986,14.84222609
Austria,1987,14.37005794
Austria,1988,15.78021266
Austria,1989,16.07542535
Austria,1990,15.68988956
Austria,1991,17.57944653
Austria,1992,16.18311738
Austria,1993,15.366784
Austria,1994,15.50174983
Austria,1995,16.30806041
Austria,1996,15.71998743
Austria,1997,14.15767484
Austria,1998,15.15450113
Austria,1999,13.69544105
Austria,2000,14.59019987
Austria,2001,14.9076337
Austria,2002,15.85599681
Austria,2003,15.2750636
Austria,2004,15.6013057
Austria,2005,14.69223786
Austria,2006,15.87061241
Austria,2007,16.32130819
Austria,2008,16.12759697
Austria,2009,16.62106062
Austria,2010,16.92933832
Austria,2011,18.00224945
Austria,2012,17.28701074
Austria,2013,14.55241982
Austria,2014,15.63465214
Azerbaijan,1992,131.0317619
Azerbaijan,1993,121.7182471
Azerbaijan,1994,112.7172256
Azerbaijan,1995,106.4441386
Azerbaijan,1996,106.3111066
Azerbaijan,1997,106.0706833
Azerbaijan,1998,139.5583454
Azerbaijan,1999,167.2100384
Azerbaijan,2000,170.1442068
Azerbaijan,2001,182.0979449
Azerbaijan,2002,185.9632726
Azerbaijan,2003,191.7153626
Azerbaijan,2004,187.2695262
Azerbaijan,2005,259.4171688
Azerbaijan,2006,381.2085765
Azerbaijan,2007,500.590863
Azerbaijan,2008,517.7617036
Azerbaijan,2009,598.9773613
Azerbaijan,2010,616.0257763
Azerbaijan,2011,585.5819085
Azerbaijan,2012,549.4158067
Azerbaijan,2013,519.1817219
Azerbaijan,2014,504.5941693
Bahrain,1933,0.04652
Bahrain,1934,0.453570004
Bahrain,1935,2.01199002
Bahrain,1936,7.385050073
Bahrain,1937,12.33943012
Bahrain,1938,13.17679013
Bahrain,1939,12.07194012
Bahrain,1940,11.24621011
Bahrain,1941,10.80427011
Bahrain,1942,9.920390098
Bahrain,1943,10.4553701
Bahrain,1944,10.67634011
Bahrain,1945,11.61837011
Bahrain,1946,12.73485013
Bahrain,1947,14.96781015
Bahrain,1948,17.35196017
Bahrain,1949,17.46826017
Bahrain,1950,17.51478017
Bahrain,1951,17.47989017
Bahrain,1952,17.50315017
Bahrain,1953,17.45663017
Bahrain,1954,17.47989017
Bahrain,1955,17.46826017
Bahrain,1956,17.51478017
Bahrain,1957,18.59637018
Bahrain,1958,23.65542023
Bahrain,1959,26.19076026
Bahrain,1960,26.23728026
Bahrain,1961,26.14424026
Bahrain,1962,26.15587026
Bahrain,1963,26.23728026
Bahrain,1964,28.62143028
Bahrain,1965,33.05246033
Bahrain,1966,35.80877035
Bahrain,1967,40.3444704
Bahrain,1968,43.87999043
Bahrain,1969,44.17074043
Bahrain,1970,44.48475044
Bahrain,1971,43.48457043
Bahrain,1972,40.5654404
Bahrain,1973,39.66993039
Bahrain,1974,39.11169038
Bahrain,1975,35.47150035
Bahrain,1976,33.75026033
Bahrain,1977,33.66885033
Bahrain,1978,32.02902032
Bahrain,1979,29.72628029
Bahrain,1980,33.6058545
Bahrain,1981,32.42670171
Bahrain,1982,31.24754892
Bahrain,1983,30.65797252
Bahrain,1984,30.06839613
Bahrain,1985,28.88924334
Bahrain,1986,31.06100105
Bahrain,1987,30.58640385
Bahrain,1988,30.97196322
Bahrain,1989,30.63352279
Bahrain,1990,28.27598366
Bahrain,1991,25.85398025
Bahrain,1992,26.3055486
Bahrain,1993,32.18827701
Bahrain,1994,32.43559252
Bahrain,1995,31.1436066
Bahrain,1996,27.33178886
Bahrain,1997,31.66857721
Bahrain,1998,29.07228912
Bahrain,1999,29.22521345
Bahrain,2000,29.34617094
Bahrain,2001,29.0393377
Bahrain,2002,29.1208938
Bahrain,2003,29.23685169
Bahrain,2004,29.83613251
Bahrain,2005,28.01949435
Bahrain,2006,28.80270532
Bahrain,2007,28.55589095
Bahrain,2008,28.65210392
Bahrain,2009,28.70378029
Bahrain,2010,27.80307264
Bahrain,2011,28.39264904
Bahrain,2012,32.5196838
Bahrain,2013,36.05714217
Bahrain,2014,37.53350632
Bangladesh,1983,0.129706807
Bangladesh,1984,0.241726322
Bangladesh,1985,0.43333865
Bangladesh,1986,0.384462767
Bangladesh,1987,0.364269775
Bangladesh,1988,0.450312555
Bangladesh,1989,0.394562211
Bangladesh,1990,0.590448968
Bangladesh,1991,0.514753254
Bangladesh,1992,0.588420825
Bangladesh,1993,0.707196885
Bangladesh,1994,0.938045523
Bangladesh,1995,0.784118918
Bangladesh,1996,0.877820294
Bangladesh,1997,1.316370799
Bangladesh,1998,1.271480453
Bangladesh,1999,1.16765605
Bangladesh,2000,1.893147491
Bangladesh,2001,2.418141687
Bangladesh,2002,4.023676125
Bangladesh,2003,4.075641389
Bangladesh,2004,3.977176235
Bangladesh,2005,3.98528291
Bangladesh,2006,3.969547116
Bangladesh,2007,3.964411906
Bangladesh,2008,3.778359283
Bangladesh,2009,3.351004833
Bangladesh,2010,3.410764297
Bangladesh,2011,3.410764297
Bangladesh,2012,3.214240797
Bangladesh,2013,2.821187902
Bangladesh,2014,2.821187902
Barbados,1928,0.01163
Barbados,1929,0.01163
Barbados,1930,0.02326
Barbados,1931,0.01163
Barbados,1932,0.01163
Barbados,1933,0.01163
Barbados,1934,0.01163
Barbados,1939,0.01163
Barbados,1972,0.01163
Barbados,1973,0.02326
Barbados,1974,0.093040001
Barbados,1975,0.197710002
Barbados,1976,0.232600002
Barbados,1977,0.197710002
Barbados,1978,0.430310004
Barbados,1979,0.453570004
Barbados,1982,0.589576395
Barbados,1983,0.589576395
Barbados,1984,1.179152789
Barbados,1985,1.179152789
Barbados,1986,1.093033365
Barbados,1987,0.71911812
Barbados,1988,0.681744872
Barbados,1989,0.561152917
Barbados,1990,0.647042406
Barbados,1991,0.618742739
Barbados,1992,0.727118672
Barbados,1993,0.667347417
Barbados,1994,0.641435534
Barbados,1995,0.660702891
Barbados,1996,0.697262523
Barbados,1997,0.478818573
Barbados,1998,0.947690993
Barbados,1999,1.144609508
Barbados,2000,0.902051884
Barbados,2001,0.749351598
Barbados,2002,0.589576395
Barbados,2003,0.589576395
Barbados,2004,0.59089115
Barbados,2005,0.589576395
Barbados,2006,0.609456911
Barbados,2007,0.653539538
Barbados,2008,0.649123611
Barbados,2009,0.451615518
Barbados,2010,0.590165971
Barbados,2011,0.590165971
Barbados,2012,0.590165971
Barbados,2013,0.590165971
Barbados,2014,0.590165971
Belarus,1992,24.48104549
Belarus,1993,20.4911462
Belarus,1994,21.49402154
Belarus,1995,20.11379962
Belarus,1996,19.51133508
Belarus,1997,19.80916549
Belarus,1998,20.04552667
Belarus,1999,20.01439704
Belarus,2000,20.45117292
Belarus,2001,20.85449623
Belarus,2002,19.73266206
Belarus,2003,20.24091818
Belarus,2004,20.65347427
Belarus,2005,20.72631053
Belarus,2006,20.99014597
Belarus,2007,21.2311648
Belarus,2008,20.80947618
Belarus,2009,18.90355257
Belarus,2010,18.91263204
Belarus,2011,18.90673628
Belarus,2012,18.90673628
Belarus,2013,18.90673628
Belarus,2014,18.90673628
Belgium,1980,4.716611158
Belgium,1981,4.716611158
Belgium,1982,5.306187552
Belgium,1983,5.895763947
Belgium,1984,6.485340342
Belgium,1985,6.485340342
Belgium,1986,3.578445719
Belgium,1987,3.27260886
Belgium,1988,4.828778067
Belgium,1989,6.259562061
Belgium,1990,6.236503728
Belgium,1991,5.379112256
Belgium,1992,6.124861542
Belgium,1993,5.77489489
Belgium,1994,7.482337608
Belgium,1995,7.147593818
Belgium,1996,6.755891053
Belgium,1997,6.465288848
Belgium,1998,6.432974166
Belgium,1999,6.956506213
Belgium,2000,6.02436235
Belgium,2001,7.254501706
Belgium,2002,7.700368855
Belgium,2003,6.520921277
Belgium,2004,6.30115078
Belgium,2005,5.12376672
Belgium,2006,6.903255673
Belgium,2007,6.617464412
Belgium,2008,5.023603586
Belgium,2009,7.430708403
Belgium,2010,7.487661483
Belgium,2011,6.208445788
Belgium,2012,6.839675755
Belgium,2013,7.626760242
Belgium,2014,7.626760242
Belize,2006,1.330856691
Belize,2007,1.768611269
Belize,2008,2.069802266
Belize,2009,2.352115027
Belize,2010,2.506690166
Belize,2011,2.358305579
Belize,2012,1.909838398
Belize,2013,1.768729184
Belize,2014,1.071708387
Benin,1983,2.358305579
Benin,1984,4.127034763
Benin,1985,4.716611158
Benin,1986,4.716611158
Benin,1987,4.127034763
Benin,1988,2.947881973
Benin,1989,2.358305579
Benin,1990,2.358305579
Benin,1991,2.358305579
Benin,1992,3.298090352
Benin,1993,3.406572409
Benin,1994,3.496188021
Benin,1995,1.768729184
Benin,1996,1.179152789
Benin,1997,0.778240841
Benin,1998,0.589576395
Benin,1999,0.589576395
Benin,2000,0.406807712
Benin,2001,0.412703476
Benin,2002,0.471661116
Benin,2003,0.235830558
Bolivia,1928,0.01163
Bolivia,1929,0.03489
Bolivia,1930,0.04652
Bolivia,1931,0.02326
Bolivia,1932,0.058150001
Bolivia,1933,0.162820002
Bolivia,1934,0.232600002
Bolivia,1935,0.244230002
Bolivia,1936,0.151190001
Bolivia,1937,0.186080002
Bolivia,1938,0.209340002
Bolivia,1939,0.325640003
Bolivia,1940,0.441940004
Bolivia,1941,0.360530004
Bolivia,1942,0.465200005
Bolivia,1943,0.511720005
Bolivia,1944,0.476830005
Bolivia,1945,0.581500006
Bolivia,1946,0.546610005
Bolivia,1947,0.569870006
Bolivia,1948,0.697800007
Bolivia,1949,1.02344001
Bolivia,1950,0.965290009
Bolivia,1951,0.790840008
Bolivia,1952,0.779210008
Bolivia,1953,0.907140009
Bolivia,1954,2.570230025
Bolivia,1955,4.08213004
Bolivia,1956,4.849710048
Bolivia,1957,5.419580053
Bolivia,1958,5.210240051
Bolivia,1959,4.803190047
Bolivia,1960,5.419580053
Bolivia,1961,4.535700045
Bolivia,1962,4.233320042
Bolivia,1963,5.152090051
Bolivia,1964,4.977640049
Bolivia,1965,5.09394005
Bolivia,1966,9.222590091
Bolivia,1967,22.02722022
Bolivia,1968,22.72502022
Bolivia,1969,21.81788021
Bolivia,1970,13.04886013
Bolivia,1971,19.8873002
Bolivia,1972,23.62053023
Bolivia,1973,25.53948025
Bolivia,1974,24.56256024
Bolivia,1975,21.79462021
Bolivia,1976,21.98070022
Bolivia,1977,18.74756018
Bolivia,1978,17.51478017
Bolivia,1979,15.04922015
Bolivia,1980,18.86644463
Bolivia,1981,15.32898626
Bolivia,1982,17.68729184
Bolivia,1983,16.50813905
Bolivia,1984,15.91856266
Bolivia,1985,15.32898626
Bolivia,1986,13.75987585
Bolivia,1987,13.89761859
Bolivia,1988,14.41551428
Bolivia,1989,15.01205358
Bolivia,1990,15.31285545
Bolivia,1991,15.32418121
Bolivia,1992,16.80246148
Bolivia,1993,17.83565284
Bolivia,1994,18.49962788
Bolivia,1995,20.85004493
Bolivia,1996,22.357409
Bolivia,1997,22.70485227
Bolivia,1998,26.12830425
Bolivia,1999,24.64939313
Bolivia,2000,23.83960996
Bolivia,2001,26.44441743
Bolivia,2002,27.839874
Bolivia,2003,25.3047073
Bolivia,2004,36.16351354
Bolivia,2005,36.94558073
Bolivia,2006,36.15069615
Bolivia,2007,36.45088487
Bolivia,2008,30.39702601
Bolivia,2009,27.09657735
Bolivia,2010,28.22686605
Bolivia,2011,29.05122356
Bolivia,2012,33.35108085
Bolivia,2013,37.62241444
Bolivia,2014,39.62949756
Bosnia and Herzegovina,2006,0.042986015
Bosnia and Herzegovina,2007,0.034967776
Bosnia and Herzegovina,2008,0.05745422
Bosnia and Herzegovina,2009,0.055184351
Bosnia and Herzegovina,2010,0.018836966
Bosnia and Herzegovina,2011,0.018836966
Bosnia and Herzegovina,2012,0.018836966
Bosnia and Herzegovina,2013,0.018836966
Bosnia and Herzegovina,2014,0.018836966
Brazil,1942,0.04652
Brazil,1943,0.069780001
Brazil,1944,0.093040001
Brazil,1945,0.116300001
Brazil,1946,0.104670001
Brazil,1947,0.151190001
Brazil,1948,0.220970002
Brazil,1949,0.162820002
Brazil,1950,0.511720005
Brazil,1951,1.04670001
Brazil,1952,1.139740011
Brazil,1953,1.383970014
Brazil,1954,1.500270015
Brazil,1955,3.07032003
Brazil,1956,6.175530061
Brazil,1957,15.36323015
Brazil,1958,28.76099028
Brazil,1959,35.85529035
Brazil,1960,45.00810044
Brazil,1961,52.90487052
Brazil,1962,50.7882105
Brazil,1963,54.30047053
Brazil,1964,50.6253905
Brazil,1965,52.19544051
Brazil,1966,64.52324063
Brazil,1967,82.32877081
Brazil,1968,89.36492088
Brazil,1969,95.81957094
Brazil,1970,92.80740091
Brazil,1971,96.56389095
Brazil,1972,94.64494093
Brazil,1973,96.24988095
Brazil,1974,100.215711
Brazil,1975,97.13376096
Brazil,1976,94.44723093
Brazil,1977,90.83030089
Brazil,1978,90.57444089
Brazil,1979,93.52846092
Brazil,1980,144.1514285
Brazil,1981,166.8854943
Brazil,1982,205.2846049
Brazil,1983,270.9162491
Brazil,1984,362.2180496
Brazil,1985,432.9554254
Brazil,1986,436.2691867
Brazil,1987,452.5201113
Brazil,1988,442.6510034
Brazil,1989,465.4887815
Brazil,1990,484.1112535
Brazil,1991,494.329768
Brazil,1992,485.5291022
Brazil,1993,494.8899481
Brazil,1994,564.3253801
Brazil,1995,583.5476813
Brazil,1996,652.3897577
Brazil,1997,691.0765697
Brazil,1998,756.0510603
Brazil,1999,841.707661
Brazil,2000,904.4732152
Brazil,2001,927.6899141
Brazil,2002,1036.411775
Brazil,2003,1088.887959
Brazil,2004,1084.516009
Brazil,2005,1201.275128
Brazil,2006,1279.064551
Brazil,2007,1346.300374
Brazil,2008,1433.536857
Brazil,2009,1510.325521
Brazil,2010,1599.209787
Brazil,2011,1583.103656
Brazil,2012,1563.494163
Brazil,2013,1588.239739
Brazil,2014,1739.058634
Brunei,1931,0.04652
Brunei,1932,2.08177002
Brunei,1933,3.314550033
Brunei,1934,4.396140043
Brunei,1935,5.221870051
Brunei,1936,5.338170053
Brunei,1937,6.663990066
Brunei,1938,8.222410081
Brunei,1939,9.083030089
Brunei,1940,10.1064701
Brunei,1941,7.222230071
Brunei,1942,4.721780046
Brunei,1943,7.09430007
Brunei,1944,9.455190093
Brunei,1945,3.489000034
Brunei,1946,3.372700033
Brunei,1947,20.0966402
Brunei,1948,31.24981031
Brunei,1949,39.03028038
Brunei,1950,47.86908047
Brunei,1951,57.81273057
Brunei,1952,59.01062058
Brunei,1953,56.76603056
Brunei,1954,55.68444055
Brunei,1955,61.0923906
Brunei,1956,65.55831065
Brunei,1957,64.24412063
Brunei,1958,60.5806706
Brunei,1959,62.68570062
Brunei,1960,53.30029052
Brunei,1961,47.96212047
Brunei,1962,44.07770043
Brunei,1963,39.98394039
Brunei,1964,41.21672041
Brunei,1965,45.77568045
Brunei,1966,54.57959054
Brunei,1967,59.30137058
Brunei,1968,69.52414068
Brunei,1969,71.0244107
Brunei,1970,77.74655077
Brunei,1971,73.74583073
Brunei,1972,102.611491
Brunei,1973,128.5463913
Brunei,1974,111.8806011
Brunei,1975,108.0427011
Brunei,1976,127.5811013
Brunei,1977,122.5802012
Brunei,1978,129.6279813
Brunei,1979,140.4787714
Brunei,1980,159.1856266
Brunei,1981,110.8403622
Brunei,1982,105.5341746
Brunei,1983,110.2507858
Brunei,1984,103.1758691
Brunei,1985,99.04883431
Brunei,1986,106.8339194
Brunei,1987,88.55848383
