Entity,Year,GDP per capita PPP 2011 – WDI (2016)
Lesotho,2008,2041.014467
Lesotho,2009,2090.240836
Lesotho,2010,2232.557609
Lesotho,2011,2297.389548
Lesotho,2012,2383.52704
Lesotho,2013,2459.102173
Lesotho,2014,2517.01021
Liberia,1990,872.8402059
Liberia,1991,762.018191
Liberia,1992,503.7753789
Liberia,1993,341.4102688
Liberia,1994,265.418203
Liberia,1995,246.6705278
Liberia,1996,261.7360358
Liberia,1997,501.6770251
Liberia,1998,603.992773
Liberia,1999,686.0512054
Liberia,2000,836.5395269
Liberia,2001,830.2925802
Liberia,2002,841.3608121
Liberia,2003,577.6570495
Liberia,2004,581.5482872
Liberia,2005,596.3225494
Liberia,2006,622.3924596
Liberia,2007,655.1178472
Liberia,2008,673.1858118
Liberia,2009,681.2793864
Liberia,2010,697.9098859
Liberia,2011,732.6330069
Liberia,2012,770.3226181
Liberia,2013,817.1783953
Liberia,2014,802.0499464
Libya,1999,21588.38785
Libya,2000,21997.48301
Libya,2001,21247.2743
Libya,2002,20700.19561
Libya,2003,23015.72323
Libya,2004,23646.08728
Libya,2005,26004.74921
Libya,2006,27200.07485
Libya,2007,28396.03244
Libya,2008,28652.4351
Libya,2009,28033.86061
Libya,2010,29173.60809
Libya,2011,11023.43714
Libya,2012,22560.30322
Libya,2013,19557.05031
Libya,2014,14879.98843
Lithuania,1995,9229.202159
Lithuania,1996,9778.571007
Lithuania,1997,10667.95199
Lithuania,1998,11547.90163
Lithuania,1999,11498.16371
Lithuania,2000,12023.00642
Lithuania,2001,12913.40958
Lithuania,2002,13897.57119
Lithuania,2003,15487.46749
Lithuania,2004,16688.26892
Lithuania,2005,18272.98744
Lithuania,2006,19942.19132
Lithuania,2007,22417.9105
Lithuania,2008,23244.91552
Lithuania,2009,20022.46466
Lithuania,2010,20782.0474
Lithuania,2011,22541.69364
Lithuania,2012,23722.34432
Lithuania,2013,24813.08483
Lithuania,2014,25813.09716
Low & middle income,1990,3490.506109
Low & middle income,1991,3484.245946
Low & middle income,1992,3544.166041
Low & middle income,1993,3638.710755
Low & middle income,1994,3739.780717
Low & middle income,1995,3861.471465
Low & middle income,1996,4030.08647
Low & middle income,1997,4159.064384
Low & middle income,1998,4200.846886
Low & middle income,1999,4302.697978
Low & middle income,2000,4465.953217
Low & middle income,2001,4570.657467
Low & middle income,2002,4726.023143
Low & middle income,2003,4929.25821
Low & middle income,2004,5247.7643
Low & middle income,2005,5548.439536
Low & middle income,2006,5919.122396
Low & middle income,2007,6351.854912
Low & middle income,2008,6622.640846
Low & middle income,2009,6806.982376
Low & middle income,2010,7251.01241
Low & middle income,2011,7587.286165
Low & middle income,2012,7879.535322
Low & middle income,2013,8195.435243
Low & middle income,2014,8498.858931
Low income,1990,1118.20219
Low income,1991,1090.85955
Low income,1992,1024.934325
Low income,1993,1002.416465
Low income,1994,996.8876587
Low income,1995,1006.553273
Low income,1996,1040.553777
Low income,1997,1050.974424
Low income,1998,1053.413909
Low income,1999,1063.390644
Low income,2000,1060.638741
Low income,2001,1083.447339
Low income,2002,1079.827613
Low income,2003,1085.278096
Low income,2004,1120.029416
Low income,2005,1161.957533
Low income,2006,1195.189677
Low income,2007,1243.453337
Low income,2008,1277.622334
Low income,2009,1310.290834
Low income,2010,1360.016908
Low income,2011,1403.58239
Low income,2012,1423.627692
Low income,2013,1468.201009
Low income,2014,1516.97077
Lower middle income,1990,2757.982786
Lower middle income,1991,2741.198626
Lower middle income,1992,2755.749496
Lower middle income,1993,2767.961377
Lower middle income,1994,2802.058342
Lower middle income,1995,2887.30921
Lower middle income,1996,2999.860224
Lower middle income,1997,3059.017536
Lower middle income,1998,3029.117961
Lower middle income,1999,3119.202459
Lower middle income,2000,3198.88276
Lower middle income,2001,3278.970471
Lower middle income,2002,3347.325749
Lower middle income,2003,3499.356014
Lower middle income,2004,3717.762996
Lower middle income,2005,3906.976459
Lower middle income,2006,4131.550169
Lower middle income,2007,4380.671083
Lower middle income,2008,4513.440203
Lower middle income,2009,4675.511103
Lower middle income,2010,4948.228412
Lower middle income,2011,5136.649955
Lower middle income,2012,5307.188791
Lower middle income,2013,5525.829479
Lower middle income,2014,5752.044368
Luxembourg,1990,56437.29188
Luxembourg,1991,60499.87904
Luxembourg,1992,60787.90497
Luxembourg,1993,62496.78598
Luxembourg,1994,64007.10208
Luxembourg,1995,64018.17553
Luxembourg,1996,64109.55849
Luxembourg,1997,67070.21902
Luxembourg,1998,70541.03201
Luxembourg,1999,75454.81915
Luxembourg,2000,80732.17104
Luxembourg,2001,81494.26665
Luxembourg,2002,83564.91765
Luxembourg,2003,83709.41315
Luxembourg,2004,86168.44786
Luxembourg,2005,87589.52543
Luxembourg,2006,90609.02231
Luxembourg,2007,96711.05037
Luxembourg,2008,94196.75683
Luxembourg,2009,87496.4751
Luxembourg,2010,90790.82946
Luxembourg,2011,91073.32208
Luxembourg,2012,88159.06061
Luxembourg,2013,89889.35759
Luxembourg,2014,91408.36842
Macao,1990,36983.87503
Macao,1991,37340.33642
Macao,1992,41375.47274
Macao,1993,42708.32474
Macao,1994,43778.23354
Macao,1995,44465.22579
Macao,1996,43547.25855
Macao,1997,42700.08573
Macao,1998,40076.5171
Macao,1999,38504.3987
Macao,2000,40090.50957
Macao,2001,40671.09233
Macao,2002,43684.90222
Macao,2003,48465.49673
Macao,2004,60444.68042
Macao,2005,64276.548
Macao,2006,71771.54296
Macao,2007,79842.889
Macao,2008,80231.0615
Macao,2009,79393.34617
Macao,2010,98722.4396
Macao,2011,117101.0242
Macao,2012,125294.6554
Macao,2013,136135.5467
Macao,2014,133341.0621
Macedonia,1990,9627.320926
Macedonia,1991,9068.534625
Macedonia,1992,8522.132571
Macedonia,1993,7934.186949
Macedonia,1994,7829.592567
Macedonia,1995,7752.701514
Macedonia,1996,7825.515459
Macedonia,1997,7893.692399
Macedonia,1998,8099.133951
Macedonia,1999,8386.651033
Macedonia,2000,8712.874702
Macedonia,2001,8405.798985
Macedonia,2002,8501.437858
Macedonia,2003,8667.850638
Macedonia,2004,9053.127337
Macedonia,2005,9460.088988
Macedonia,2006,9924.505777
Macedonia,2007,10545.86357
Macedonia,2008,11102.12653
Macedonia,2009,11042.68007
Macedonia,2010,11394.0809
Macedonia,2011,11641.24517
Macedonia,2012,11569.20005
Macedonia,2013,11858.83563
Macedonia,2014,12287.3521
Madagascar,1990,1660.726262
Madagascar,1991,1509.847532
Madagascar,1992,1482.208571
Madagascar,1993,1467.807756
Madagascar,1994,1422.225606
Madagascar,1995,1402.190938
Madagascar,1996,1387.945794
Madagascar,1997,1394.354269
Madagascar,1998,1404.014456
Madagascar,1999,1423.932202
Madagascar,2000,1446.046693
Madagascar,2001,1486.708574
Madagascar,2002,1259.478788
Madagascar,2003,1341.886342
Madagascar,2004,1371.233993
Madagascar,2005,1393.020551
Madagascar,2006,1421.354303
Madagascar,2007,1467.577583
Madagascar,2008,1528.344879
Madagascar,2009,1426.279127
Madagascar,2010,1390.425166
Madagascar,2011,1371.648575
Madagascar,2012,1374.200838
Madagascar,2013,1366.63472
Madagascar,2014,1373.184562
Malawi,1990,542.5118285
Malawi,1991,577.885439
Malawi,1992,531.1557088
Malawi,1993,581.7502736
Malawi,1994,520.6758748
Malawi,1995,601.7646182
Malawi,1996,633.9221522
Malawi,1997,641.697237
Malawi,1998,647.5614712
Malawi,1999,647.7033117
Malawi,2000,639.6501721
Malawi,2001,592.0345149
Malawi,2002,586.934837
Malawi,2003,603.7623198
Malawi,2004,616.8736348
Malawi,2005,617.4601671
Malawi,2006,612.6722705
Malawi,2007,651.6409663
Malawi,2008,685.3519977
Malawi,2009,725.1470346
Malawi,2010,749.4695101
Malawi,2011,758.5815996
Malawi,2012,749.5718411
Malawi,2013,764.6989383
Malawi,2014,783.8314745
Malaysia,1990,10451.47157
Malaysia,1991,11143.92027
Malaysia,1992,11821.40086
Malaysia,1993,12664.00784
Malaysia,1994,13484.80122
Malaysia,1995,14439.08601
Malaysia,1996,15483.32295
Malaysia,1997,16200.14363
Malaysia,1998,14638.7179
Malaysia,1999,15170.47751
Malaysia,2000,16146.21684
Malaysia,2001,15890.41993
Malaysia,2002,16416.95083
Malaysia,2003,17040.81093
Malaysia,2004,17864.46194
Malaysia,2005,18478.48295
Malaysia,2006,19163.60618
Malaysia,2007,20014.3665
Malaysia,2008,20621.2931
Malaysia,2009,19968.77076
Malaysia,2010,21101.88085
Malaysia,2011,21866.34075
Malaysia,2012,22706.39696
Malaysia,2013,23418.83148
Malaysia,2014,24459.77964
Maldives,2001,6972.743502
Maldives,2002,7248.425892
Maldives,2003,8085.784954
Maldives,2004,8989.324813
Maldives,2005,7985.527043
Maldives,2006,9287.68079
Maldives,2007,9818.160071
Maldives,2008,10646.57083
Maldives,2009,10115.67931
Maldives,2010,10514.3976
Maldives,2011,11126.9456
Maldives,2012,11167.74731
Maldives,2013,11454.5909
Maldives,2014,11953.58551
Mali,1990,1095.66948
Mali,1991,1197.463267
Mali,1992,1130.432635
Mali,1993,1135.599111
Mali,1994,1146.854374
Mali,1995,1126.558563
Mali,1996,1174.326554
Mali,1997,1198.714951
Mali,1998,1255.30228
Mali,1999,1290.814389
Mali,2000,1213.450884
Mali,2001,1318.024042
Mali,2002,1334.217885
Mali,2003,1392.400845
Mali,2004,1379.691062
Mali,2005,1418.093271
Mali,2006,1444.504371
Mali,2007,1457.38235
Mali,2008,1480.01847
Mali,2009,1496.496096
Mali,2010,1534.16206
Mali,2011,1528.400301
Mali,2012,1483.958214
Mali,2013,1465.654372
Mali,2014,1525.685201
Malta,1990,16596.31122
Malta,1991,17459.31045
Malta,1992,18099.55978
Malta,1993,18731.97766
Malta,1994,19616.43212
Malta,1995,20720.26853
Malta,1996,21372.89353
Malta,1997,22343.64223
Malta,1998,23347.02801
Malta,1999,24330.15919
Malta,2000,25840.91948
Malta,2001,24685.34713
Malta,2002,25190.89584
Malta,2003,25058.80675
Malta,2004,24765.81063
Malta,2005,25510.49417
Malta,2006,25982.98541
Malta,2007,27000.52626
Malta,2008,27871.60739
Malta,2009,26887.7279
Malta,2010,27906.49112
Malta,2011,28177.54023
Malta,2012,28271.0465
Malta,2013,28821.62422
Marshall Islands,1990,3020.641048
Marshall Islands,1991,2949.647717
Marshall Islands,1992,3102.614007
Marshall Islands,1993,3244.93889
Marshall Islands,1994,3400.005298
Marshall Islands,1995,3647.307935
Marshall Islands,1996,3247.531535
Marshall Islands,1997,3020.576969
Marshall Islands,1998,2921.94661
Marshall Islands,1999,2843.469516
Marshall Islands,2000,3006.062509
Marshall Islands,2001,3165.893089
Marshall Islands,2002,3250.142266
Marshall Islands,2003,3258.543279
Marshall Islands,2004,3259.301803
Marshall Islands,2005,3349.96959
Marshall Islands,2006,3412.963468
Marshall Islands,2007,3536.688065
Marshall Islands,2008,3464.207262
Marshall Islands,2009,3375.917369
Marshall Islands,2010,3507.467457
Marshall Islands,2011,3505.269694
Marshall Islands,2012,3595.56723
Marshall Islands,2013,3671.202098
Marshall Islands,2014,3627.846116
Mauritania,1990,2800.669232
Mauritania,1991,2772.495254
Mauritania,1992,2745.976292
Mauritania,1993,2825.479541
Mauritania,1994,2661.00807
Mauritania,1995,2838.147636
Mauritania,1996,2916.069785
Mauritania,1997,2716.300527
Mauritania,1998,2709.425931
Mauritania,1999,2831.421181
Mauritania,2000,2734.37433
Mauritania,2001,2704.4404
Mauritania,2002,2639.21412
Mauritania,2003,2712.356016
Mauritania,2004,2783.83736
Mauritania,2005,2947.736083
Mauritania,2006,3409.181405
Mauritania,2007,3414.123232
Mauritania,2008,3363.806936
Mauritania,2009,3245.699098
Mauritania,2010,3315.918398
Mauritania,2011,3375.046539
Mauritania,2012,3487.641116
Mauritania,2013,3594.586949
Mauritania,2014,3731.902529
Mauritius,1990,7567.793041
Mauritius,1991,7818.602294
Mauritius,1992,8218.949483
Mauritius,1993,8534.855324
Mauritius,1994,8764.300277
Mauritius,1995,9061.828676
Mauritius,1996,9470.828203
Mauritius,1997,9884.932322
Mauritius,1998,10375.34567
Mauritius,1999,10511.73973
Mauritius,2000,11348.52492
Mauritius,2001,11548.98335
Mauritius,2002,11711.461
Mauritius,2003,12052.19882
Mauritius,2004,12665.01776
Mauritius,2005,12746.54359
Mauritius,2006,13188.07957
Mauritius,2007,13901.45398
Mauritius,2008,14614.62892
Mauritius,2009,15020.28887
Mauritius,2010,15598.99891
Mauritius,2011,16179.29153
Mauritius,2012,16650.78864
Mauritius,2013,17145.78312
Mauritius,2014,17730.8984
Mexico,1990,12538.10841
Mexico,1991,12807.51621
Mexico,1992,13009.69651
Mexico,1993,13273.37484
Mexico,1994,13634.3443
Mexico,1995,12609.24639
Mexico,1996,13106.44916
Mexico,1997,13769.34957
Mexico,1998,14169.83643
Mexico,1999,14312.97181
Mexico,2000,14845.00476
Mexico,2001,14552.56503
Mexico,2002,14386.99225
Mexico,2003,14412.82314
Mexico,2004,14841.81056
Mexico,2005,15084.27617
Mexico,2006,15597.75543
Mexico,2007,15850.78946
Mexico,2008,15813.26413
Mexico,2009,14825.51062
Mexico,2010,15359.38249
Mexico,2011,15729.6434
Mexico,2012,16136.27913
Mexico,2013,16140.66351
Mexico,2014,16284.15191
Micronesia (country),1990,2763.054983
Micronesia (country),1991,2894.099636
Micronesia (country),1992,2932.566625
Micronesia (country),1993,3094.254664
Micronesia (country),1994,3016.193996
Micronesia (country),1995,3184.847216
Micronesia (country),1996,3063.362528
Micronesia (country),1997,2873.197734
Micronesia (country),1998,2965.500665
Micronesia (country),1999,3018.471811
Micronesia (country),2000,3167.316354
Micronesia (country),2001,3230.473824
Micronesia (country),2002,3255.533974
Micronesia (country),2003,3320.158266
Micronesia (country),2004,3220.140579
Micronesia (country),2005,3301.391923
Micronesia (country),2006,3312.153128
Micronesia (country),2007,3262.456127
Micronesia (country),2008,3197.449519
Micronesia (country),2009,3244.075179
Micronesia (country),2010,3337.147256
Micronesia (country),2011,3410.284084
Micronesia (country),2012,3428.198625
Micronesia (country),2013,3299.663757
Micronesia (country),2014,3177.392579
Middle East & North Africa (all income levels),1990,11146.6502
Middle East & North Africa (all income levels),1991,10991.08968
Middle East & North Africa (all income levels),1992,11327.65779
Middle East & North Africa (all income levels),1993,11371.33973
Middle East & North Africa (all income levels),1994,11380.49043
Middle East & North Africa (all income levels),1995,11446.87424
Middle East & North Africa (all income levels),1996,11803.75378
Middle East & North Africa (all income levels),1997,12021.91809
Middle East & North Africa (all income levels),1998,12368.0597
Middle East & North Africa (all income levels),1999,12511.78771
Middle East & North Africa (all income levels),2000,12891.88024
Middle East & North Africa (all income levels),2001,12940.16328
Middle East & North Africa (all income levels),2002,13027.46397
Middle East & North Africa (all income levels),2003,13335.19555
Middle East & North Africa (all income levels),2004,14178.40658
Middle East & North Africa (all income levels),2005,14671.59695
Middle East & North Africa (all income levels),2006,15317.29039
Middle East & North Africa (all income levels),2007,15927.30995
Middle East & North Africa (all income levels),2008,16378.30468
Middle East & North Africa (all income levels),2009,16352.62054
Middle East & North Africa (all income levels),2010,16836.61581
Middle East & North Africa (all income levels),2011,17017.29806
Middle East & North Africa (all income levels),2012,17310.85159
Middle East & North Africa (all income levels),2013,17299.05195
Middle East & North Africa (all income levels),2014,17364.12268
Middle East & North Africa (developing only),1990,7873.042748
Middle East & North Africa (developing only),1991,7507.443363
Middle East & North Africa (developing only),1992,7685.628778
Middle East & North Africa (developing only),1993,7657.766211
Middle East & North Africa (developing only),1994,7617.191092
Middle East & North Africa (developing only),1995,7668.948236
Middle East & North Africa (developing only),1996,7991.662137
Middle East & North Africa (developing only),1997,8137.885885
Middle East & North Africa (developing only),1998,8516.24827
Middle East & North Africa (developing only),1999,8778.61433
Middle East & North Africa (developing only),2000,8975.54378
Middle East & North Africa (developing only),2001,9091.926892
Middle East & North Africa (developing only),2002,9250.852804
Middle East & North Africa (developing only),2003,9315.165405
Middle East & North Africa (developing only),2004,9890.499094
Middle East & North Africa (developing only),2005,10199.30414
Middle East & North Africa (developing only),2006,10607.29122
Middle East & North Africa (developing only),2007,11081.76891
Middle East & North Africa (developing only),2008,11309.54758
Middle East & North Africa (developing only),2009,11461.06041
Middle East & North Africa (developing only),2010,11866.77221
Middle East & North Africa (developing only),2011,11621.18887
Middle East & North Africa (developing only),2012,11695.55509
Middle East & North Africa (developing only),2013,11595.39899
Middle East & North Africa (developing only),2014,11573.79972
Middle income,1990,3699.437442
Middle income,1991,3696.769833
Middle income,1992,3768.810987
Middle income,1993,3875.818149
Middle income,1994,3989.056556
Middle income,1995,4123.821245
Middle income,1996,4308.004186
Middle income,1997,4451.073207
Middle income,1998,4500.004582
Middle income,1999,4614.228137
Middle income,2000,4797.138472
Middle income,2001,4914.572435
Middle income,2002,5090.260827
Middle income,2003,5318.47225
Middle income,2004,5671.545977
Middle income,2005,6005.256201
Middle income,2006,6417.952449
Middle income,2007,6899.013047
Middle income,2008,7203.608129
Middle income,2009,7413.401598
Middle income,2010,7910.59525
Middle income,2011,8290.133283
Middle income,2012,8624.548363
Middle income,2013,8983.642183
Middle income,2014,9329.352302
Moldova,1990,6439.71481
Moldova,1991,5397.67714
Moldova,1992,3824.887823
Moldova,1993,3784.094532
Moldova,1994,2621.893597
Moldova,1995,2596.372406
Moldova,1996,2466.294154
Moldova,1997,2515.039477
Moldova,1998,2352.512134
Moldova,1999,2276.097826
Moldova,2000,2328.626567
Moldova,2001,2476.204051
Moldova,2002,2675.536802
Moldova,2003,2860.164986
Moldova,2004,3079.716332
Moldova,2005,3318.363766
Moldova,2006,3487.274684
Moldova,2007,3602.601562
Moldova,2008,3889.73492
Moldova,2009,3661.375283
Moldova,2010,3925.033637
Moldova,2011,4179.214809
Moldova,2012,4150.504755
Moldova,2013,4541.735623
Moldova,2014,4753.548815
Mongolia,1990,5122.531598
Mongolia,1991,4605.976505
Mongolia,1992,4131.959446
Mongolia,1993,3966.202972
Mongolia,1994,4020.142815
Mongolia,1995,4243.838014
Mongolia,1996,4303.981433
Mongolia,1997,4435.084204
Mongolia,1998,4544.505908
Mongolia,1999,4643.476392
Mongolia,2000,4655.018712
Mongolia,2001,4748.318822
Mongolia,2002,4924.67051
Mongolia,2003,5215.111983
Mongolia,2004,5705.515663
Mongolia,2005,6047.132331
Mongolia,2006,6482.338876
Mongolia,2007,7052.128584
Mongolia,2008,7572.058773
Mongolia,2009,7364.245006
Mongolia,2010,7708.580088
Mongolia,2011,8889.345538
Mongolia,2012,9809.344866
Mongolia,2013,10756.8867
Mongolia,2014,11396.4208
Montenegro,1997,10073.20375
Montenegro,1998,10581.72463
Montenegro,1999,9596.13679
Montenegro,2000,9896.380683
Montenegro,2001,9965.064442
Montenegro,2002,10113.78815
Montenegro,2003,10325.33662
Montenegro,2004,10760.5654
Montenegro,2005,11195.18206
Montenegro,2006,12139.09029
Montenegro,2007,13414.32319
Montenegro,2008,14317.5101
Montenegro,2009,13478.63371
Montenegro,2010,13785.42762
Montenegro,2011,14215.54372
Montenegro,2012,13816.70948
Montenegro,2013,14293.10525
Montenegro,2014,14534.17858
Morocco,1990,3932.767765
Morocco,1991,4152.529957
Morocco,1992,3960.20005
Morocco,1993,3853.258093
Morocco,1994,4226.018717
Morocco,1995,3897.656039
Morocco,1996,4358.28451
Morocco,1997,4212.348441
Morocco,1998,4489.990579
Morocco,1999,4459.023237
Morocco,2000,4478.058451
Morocco,2001,4763.943184
Morocco,2002,4870.989566
Morocco,2003,5126.574843
Morocco,2004,5318.722034
Morocco,2005,5420.929733
Morocco,2006,5780.273985
Morocco,2007,5872.889633
Morocco,2008,6151.3074
Morocco,2009,6336.86069
Morocco,2010,6496.602518
Morocco,2011,6746.899456
Morocco,2012,6853.649773
Morocco,2013,7076.13097
Morocco,2014,7146.28198
Mozambique,1990,375.0149614
Mozambique,1991,383.4158367
Mozambique,1992,350.9732539
Mozambique,1993,366.9684583
Mozambique,1994,374.6798976
Mozambique,1995,369.8220962
Mozambique,1996,454.875961
Mozambique,1997,490.3847747
Mozambique,1998,534.4621854
Mozambique,1999,561.4661622
Mozambique,2000,555.5598808
Mozambique,2001,608.6434699
Mozambique,2002,643.1277777
Mozambique,2003,665.0081279
Mozambique,2004,696.1792768
Mozambique,2005,735.2689746
Mozambique,2006,784.9913289
Mozambique,2007,819.835179
Mozambique,2008,852.0035861
Mozambique,2009,881.0991225
Mozambique,2010,913.9883959
Mozambique,2011,951.8253639
Mozambique,2012,991.9490399
Mozambique,2013,1033.306974
Mozambique,2014,1077.423399
Namibia,1990,5716.23131
Namibia,1991,5969.165531
Namibia,1992,6197.372099
Namibia,1993,5920.383123
Namibia,1994,5848.966378
Namibia,1995,5899.264741
Namibia,1996,5904.994444
Namibia,1997,5969.547582
Namibia,1998,5989.489607
Namibia,1999,6033.286441
Namibia,2000,6110.303406
Namibia,2001,6076.460817
Namibia,2002,6280.458943
Namibia,2003,6471.430525
Namibia,2004,7184.859103
Namibia,2005,7278.341458
Namibia,2006,7691.126622
Namibia,2007,8084.882724
Namibia,2008,8171.517731
Namibia,2009,8056.132669
Namibia,2010,8381.883321
Namibia,2011,8625.717922
Namibia,2012,8858.919595
Namibia,2013,9142.912113
Namibia,2014,9497.789209
Nepal,1990,1198.441129
Nepal,1991,1241.916514
Nepal,1992,1258.360652
Nepal,1993,1271.607176
Nepal,1994,1340.014769
Nepal,1995,1352.043382
Nepal,1996,1390.818414
Nepal,1997,1428.891521
Nepal,1998,1441.656588
Nepal,1999,1476.310921
Nepal,2000,1539.768352
Nepal,2001,1586.882828
Nepal,2002,1564.423302
Nepal,2003,1603.128147
Nepal,2004,1656.269549
Nepal,2005,1693.150391
Nepal,2006,1730.612019
Nepal,2007,1771.16318
Nepal,2008,1860.613928
Nepal,2009,1925.393623
Nepal,2010,1996.859597
Nepal,2011,2042.140687
Nepal,2012,2114.781135
Nepal,2013,2175.637385
Nepal,2014,2265.053018
Netherlands,1990,32314.26756
Netherlands,1991,32842.62351
Netherlands,1992,33151.34911
Netherlands,1993,33335.09035
Netherlands,1994,34115.8542
Netherlands,1995,35005.58661
Netherlands,1996,36087.24786
Netherlands,1997,37445.6966
Netherlands,1998,38899.65764
Netherlands,1999,40593.69985
Netherlands,2000,42012.99837
Netherlands,2001,42582.81715
Netherlands,2002,42355.72797
Netherlands,2003,42276.04967
Netherlands,2004,42984.93021
Netherlands,2005,43811.07201
Netherlands,2006,45279.84053
Netherlands,2007,46852.47807
Netherlands,2008,47463.39861
Netherlands,2009,45440.87804
Netherlands,2010,45842.51911
Netherlands,2011,46388.29359
Netherlands,2012,45728.41817
Netherlands,2013,45367.93821
Netherlands,2014,45691.39293
New Zealand,1990,24021.41528
New Zealand,1991,22636.26153
New Zealand,1992,22651.16646
New Zealand,1993,23830.14999
New Zealand,1994,24716.0903
New Zealand,1995,25475.59465
New Zealand,1996,25983.75676
New Zealand,1997,26151.83132
New Zealand,1998,26077.01979
New Zealand,1999,27371.09341
New Zealand,2000,27962.74354
New Zealand,2001,28751.75709
New Zealand,2002,29636.93583
New Zealand,2003,30403.56983
New Zealand,2004,31098.32758
New Zealand,2005,31798.05585
New Zealand,2006,32280.92862
New Zealand,2007,32927.70654
New Zealand,2008,32122.09588
New Zealand,2009,31722.62029
New Zealand,2010,31824.12998
New Zealand,2011,32283.02948
New Zealand,2012,32805.73855
New Zealand,2013,33360.34291
New Zealand,2014,33846.47079
Nicaragua,1990,3019.902497
Nicaragua,1991,2948.521178
Nicaragua,1992,2895.329621
Nicaragua,1993,2821.912379
Nicaragua,1994,2855.365365
Nicaragua,1995,2964.175392
Nicaragua,1996,3092.852424
Nicaragua,1997,3157.853987
Nicaragua,1998,3219.251305
Nicaragua,1999,3390.040393
Nicaragua,2000,3474.935728
Nicaragua,2001,3525.946719
Nicaragua,2002,3503.769032
Nicaragua,2003,3544.701225
Nicaragua,2004,3684.61278
Nicaragua,2005,3792.670809
Nicaragua,2006,3898.766293
Nicaragua,2007,4051.474948
Nicaragua,2008,4113.081345
Nicaragua,2009,3948.723676
Nicaragua,2010,4024.227218
Nicaragua,2011,4223.427239
Nicaragua,2012,4387.848036
Nicaragua,2013,4532.844417
Nicaragua,2014,4692.139506
Niger,1990,905.6642712
Niger,1991,899.1429632
Niger,1992,813.3204976
Niger,1993,797.6917355
Niger,1994,801.4961868
Niger,1995,794.023296
Niger,1996,792.4088914
Niger,1997,785.3152564
Niger,1998,836.1011642
Niger,1999,801.4783677
Niger,2000,761.8048861
Niger,2001,786.6465374
Niger,2002,781.1410514
Niger,2003,792.9450098
Niger,2004,765.0760158
Niger,2005,770.4881956
Niger,2006,785.4658357
Niger,2007,780.5067108
Niger,2008,823.7284967
Niger,2009,787.2219149
Niger,2010,820.6516869
Niger,2011,807.1930209
Niger,2012,867.2757121
Niger,2013,871.2936389
Niger,2014,894.6284162
Nigeria,1990,3030.460222
Nigeria,1991,2935.953187
Nigeria,1992,2875.198316
Nigeria,1993,2862.657991
Nigeria,1994,2817.462645
Nigeria,1995,2739.587201
Nigeria,1996,2805.500828
Nigeria,1997,2813.00139
Nigeria,1998,2818.044745
Nigeria,1999,2761.335362
Nigeria,2000,2835.988213
Nigeria,2001,2887.344131
Nigeria,2002,2921.700023
Nigeria,2003,3143.110259
Nigeria,2004,4096.800258
Nigeria,2005,4129.311214
Nigeria,2006,4352.799802
Nigeria,2007,4528.856207
Nigeria,2008,4686.605549
Nigeria,2009,4879.482138
Nigeria,2010,5122.813555
Nigeria,2011,5230.598854
Nigeria,2012,5309.519867
Nigeria,2013,5447.75923
Nigeria,2014,5639.447041
North America,1990,36472.04252
North America,1991,35897.21693
North America,1992,36586.91751
North America,1993,37103.38361
North America,1994,38156.34446
North America,1995,38744.60613
North America,1996,39686.82512
North America,1997,40969.95421
North America,1998,42299.50923
North America,1999,43800.01581
North America,2000,45134.53767
North America,2001,45151.80612
North America,2002,45572.06789
North America,2003,46411.18454
North America,2004,47696.3709
North America,2005,48829.4258
North America,2006,49657.22412
North America,2007,50070.43979
North America,2008,49507.28417
North America,2009,47702.78839
North America,2010,48522.58475
North America,2011,48967.34558
North America,2012,49684.52231
North America,2013,50374.97862
North America,2014,51181.21051
Norway,1990,43295.94598
Norway,1991,44419.32014
Norway,1992,45742.30153
Norway,1993,46764.59071
Norway,1994,48849.81439
Norway,1995,50615.57
Norway,1996,52891.73939
Norway,1997,55385.77274
Norway,1998,56501.8936
Norway,1999,57246.10719
Norway,2000,58698.78763
Norway,2001,59620.37814
Norway,2002,60152.27359
Norway,2003,60350.56349
Norway,2004,62370.20926
Norway,2005,63572.79801
Norway,2006,64573.25705
Norway,2007,65780.91094
Norway,2008,65215.81843
Norway,2009,63353.64077
Norway,2010,62945.98733
Norway,2011,62736.68047
Norway,2012,63620.04329
Norway,2013,63321.90415
Norway,2014,64004.08444
OECD members,1990,26782.92299
OECD members,1991,26892.93847
OECD members,1992,27234.11165
OECD members,1993,27415.82571
OECD members,1994,28045.0746
OECD members,1995,28593.08916
OECD members,1996,29270.98956
OECD members,1997,30121.83399
OECD members,1998,30740.33791
OECD members,1999,31529.46914
OECD members,2000,32583.14802
OECD members,2001,32775.13604
OECD members,2002,33083.06577
OECD members,2003,33527.91664
OECD members,2004,34403.19248
OECD members,2005,35113.53974
OECD members,2006,35955.43002
OECD members,2007,36647.50875
OECD members,2008,36472.2643
OECD members,2009,34956.36412
OECD members,2010,35777.00587
OECD members,2011,36240.16525
OECD members,2012,36537.21198
OECD members,2013,36838.23636
OECD members,2014,37270.27434
Oman,1990,35036.4964
Oman,1991,35589.83067
Oman,1992,36877.78384
Oman,1993,37472.02599
Oman,1994,37591.27452
Oman,1995,38527.40859
Oman,1996,39201.86253
Oman,1997,41421.04066
Oman,1998,42566.62139
Oman,1999,42502.81671
Oman,2000,44520.04702
