Entity,Year,Coal production per capita,Oil production per capita,Gas production per capita
Africa,2011,1576.257139,,2034.988316
Africa,2012,1598.973186,,2029.916323
Africa,2013,1561.830122,,1903.535798
Africa,2014,1573.332177,,1861.666687
Albania,1933,,23.30661323,
Albania,1934,,23.19042871,
Albania,1935,,69.15758276,
Albania,1936,,470.2465533,
Albania,1937,,1061.378651,
Albania,1938,,1274.826936,
Albania,1939,,1532.551417,
Albania,1940,,2415.790465,
Albania,1941,,2135.69093,
Albania,1942,,2519.659828,
Albania,1943,,1569.374457,
Albania,1944,,518.2709501,
Albania,1945,,408.7873506,
Albania,1946,56.43674263,1521.776445,
Albania,1947,,2989.157477,
Albania,1948,13.65939597,2214.773512,
Albania,1949,,3184.061239,
Albania,1950,132.1199629,1215.319517,
Albania,1951,164.4011613,1102.029763,46.77002277
Albania,1952,244.3372014,1316.681484,45.75394521
Albania,1953,317.0408879,1294.044441,89.33507702
Albania,1954,438.5813542,1471.749511,87.08832449
Albania,1955,558.9889279,1703.585304,127.2201469
Albania,1956,624.9049983,2120.213387,206.3488382
Albania,1957,640.3617301,3798.756028,240.8411324
Albania,1958,675.2418058,3037.080891,273.1388271
Albania,1959,666.2516022,3506.972721,303.2640625
Albania,1960,724.0067039,5175.030734,316.5294281
Albania,1961,697.7724135,5318.660708,307.1711667
Albania,1962,705.1044472,5253.98188,298.0241465
Albania,1963,572.8827322,4877.947074,289.2209084
Albania,1964,644.7117189,4819.567056,280.8970689
Albania,1965,710.5731494,5041.787906,273.1148368
Albania,1966,823.3850327,5290.204052,333.8847203
Albania,1967,814.6323703,5725.701801,397.6872306
Albania,1968,862.1116828,6436.041136,446.6665521
Albania,1969,1147.682986,7239.486787,504.7530449
Albania,1970,1146.99401,8041.396007,548.7956248
Albania,1971,1247.749253,8751.409578,689.1125032
Albania,1972,1336.45897,11094.15747,774.7970374
Albania,1973,1431.557345,10626.35662,992.2875335
Albania,1974,1467.025361,8728.1845,1036.598969
Albania,1975,1434.921791,8778.345072,1498.395978
Albania,1976,1486.587071,8966.715667,1710.456072
Albania,1977,1535.810811,9007.010769,1674.087672
Albania,1978,1614.367106,9496.277092,1657.682791
Albania,1979,2169.870325,9299.444249,1669.17998
Albania,1980,1311.732577,9675.139505,1144.435744
Albania,1981,1396.419004,9483.817621,1188.23471
Albania,1982,1512.209083,13532.51078,1100.487875
Albania,1983,1614.198397,15555.42682,1144.415733
Albania,1984,1718.162802,11175.48632,1142.369288
Albania,1985,1797.442815,10929.86503,1034.281994
Albania,1986,1767.445752,10588.20544,1412.852458
Albania,1987,1695.736992,10128.11356,1563.341929
Albania,1988,1694.359247,8035.899851,2373.137509
Albania,1989,1671.751024,8468.728827,2331.862869
Albania,1990,1564.61909,5338.64013,841.7872891
Albania,1991,823.1248071,3352.441059,467.0703596
Albania,1992,280.1315364,1880.780987,340.0954185
Albania,1993,166.4119325,2055.282473,101.5880935
Albania,1994,133.5871473,2140.122918,103.2701217
Albania,1995,63.8683847,1878.255484,104.3956191
Albania,1996,90.63825242,1839.232136,104.8309969
Albania,1997,32.83737267,1781.358685,69.86896132
Albania,1998,41.11446894,1218.667733,104.4415317
Albania,1999,40.95880954,1053.782252,69.36359826
Albania,2000,25.02546117,1068.896034,103.8323059
Albania,2001,17.51536699,1131.800999,103.8177407
Albania,2002,64.29258048,1195.084247,103.9302116
Albania,2003,67.80689809,1273.934007,104.1982716
Albania,2004,68.0971038,1274.951743,104.6442282
Albania,2005,54.1295761,1337.414309,105.2752516
Albania,2006,54.56993823,1508.347071,106.1317009
Albania,2007,55.11897489,1267.559993,35.73316937
Albania,2008,73.99418415,1189.593372,108.3553342
Albania,2009,12.30663953,1072.8488,109.4165646
Albania,2010,12.39917396,2180.054722,36.74642487
Albania,2011,8.008660045,3131.406238,36.92052303
Albania,2012,17.83725286,3405.222591,62.90770705
Albania,2013,17.17422228,3441.233281,70.33410803
Albania,2014,16.43974459,4145.33605,62.12233671
Algeria,1950,236.735747,3.932487452,103.2277966
Algeria,1951,222.4388318,9.005620742,108.0674487
Algeria,1952,237.612271,58.0465452,107.3230146
Algeria,1953,255.340979,105.104035,109.0608927
Algeria,1954,256.6961591,88.34898447,113.0988028
Algeria,1955,249.2890208,65.07307137,110.5650641
Algeria,1956,240.2066144,39.28342901,118.8901425
Algeria,1957,186.2371445,23.67421324,119.5547771
Algeria,1958,117.7462794,471.6447609,126.9812818
Algeria,1959,91.54802118,1320.692764,135.0708509
Algeria,1960,87.08213602,9023.925544,142.6976178
Algeria,1961,47.11202523,15966.08181,233.4186706
Algeria,1962,36.90909811,20401.47912,369.7873794
Algeria,1963,25.81180581,22936.60353,406.5359415
Algeria,1964,30.45599526,25054.31235,798.4767446
Algeria,1965,29.01294026,24390.21175,2316.199728
Algeria,1966,2.508731138,30339.51951,2714.133527
Algeria,1967,10.36355844,34029.91992,2173.603983
Algeria,1968,,36303.8035,3036.796578
Algeria,1969,10.93567677,36822.80803,2496.787667
Algeria,1970,7.273728776,38530.77976,1822.428731
Algeria,1971,7.618527445,28827.575,1868.094009
Algeria,1972,6.353086438,37881.03419,2302.99381
Algeria,1973,6.696414511,37398.37125,2973.649537
Algeria,1974,6.513957341,33647.81087,3344.308617
Algeria,1975,5.846634878,33089.16928,4004.248823
Algeria,1976,3.788661752,33890.93227,4902.257613
Algeria,1977,2.761192309,35184.82205,4559.254443
Algeria,1978,2.235024785,36523.49823,6867.911875
Algeria,1979,2.169688106,35271.69002,10928.40903
Algeria,1980,2.588906652,34848.26512,7968.754323
Algeria,1981,2.510247816,31099.31892,8957.653418
Algeria,1982,2.433138924,29972.09713,11328.9015
Algeria,1983,2.35834075,28280.28485,15723.95354
Algeria,1984,2.286648175,30025.67342,15518.45717
Algeria,1985,2.5354828,29838.73692,16546.25197
Algeria,1986,2.769529525,30194.11332,16431.73016
Algeria,1987,2.39216115,29573.97641,18020.30505
Algeria,1988,2.908295031,28135.29813,18322.64142
Algeria,1989,4.247382855,28802.4785,19235.01184
Algeria,1990,2.76004558,29911.95293,19935.25755
Algeria,1991,4.039981692,29074.12742,20977.01207
Algeria,1992,3.946824326,29091.03377,21338.77908
Algeria,1993,5.147821159,27831.38474,21142.32758
Algeria,1994,5.043276781,26932.57774,19043.22728
Algeria,1995,5.621244045,26654.23188,21274.10221
Algeria,1996,3.013267128,27583.56995,22185.69831
Algeria,1997,2.50741415,27958.03586,25047.42004
Algeria,1998,1.79657468,27256.33264,26424.97666
Algeria,1999,1.107176184,26610.72388,29288.19068
Algeria,2000,,27093.60877,29466.91633
Algeria,2001,,28252.43884,27371.5245
Algeria,2002,,29808.67892,27798.54981
Algeria,2003,,32460.3576,28965.25019
Algeria,2004,,33123.73175,28038.94789
Algeria,2005,,34656.78404,27739.32402
Algeria,2006,,34341.60146,26174.38314
Algeria,2007,,33819.69524,25885.77964
Algeria,2008,,33054.48749,25767.32786
Algeria,2009,,31748.4178,23477.56963
Algeria,2010,,30704.46372,23303.63983
Algeria,2011,,29830.89314,23509.81237
Algeria,2012,,29430.41811,22708.40586
Algeria,2013,,27107.78346,22504.62107
Algeria,2014,,25941.05112,22290.60044
Algeria,2015,,19608.64781,22209.03598
Algeria,2016,,19615.53052,23534.35148
Angola,1956,,17.81009716,
Angola,1957,,21.82357674,
Angola,1958,,109.1774164,
Angola,1959,,107.1254616,
Angola,1960,,138.0799003,
Angola,1961,,210.2407381,
Angola,1962,,933.8003908,
Angola,1963,,1555.744372,
Angola,1964,,1727.325723,
Angola,1965,,1227.999823,
Angola,1966,,1163.042404,
Angola,1967,,973.5487028,
Angola,1968,,1337.029357,
Angola,1969,,4303.496006,
Angola,1970,,8692.833325,
Angola,1971,,9604.82849,74.75671437
Angola,1972,,11567.98183,96.75566884
Angola,1973,,13029.89037,107.5591829
Angola,1974,,13289.71622,109.5670532
Angola,1975,,11794.28292,101.8956812
Angola,1976,,11133.95194,86.88339067
Angola,1977,,10873.37245,105.1619985
Angola,1978,,8981.990256,102.0840427
Angola,1979,,11809.63988,98.94912574
Angola,1980,,9903.409803,315.3966328
Angola,1981,,8290.861948,293.0919493
Angola,1982,,7506.48603,320.2312455
Angola,1983,,10507.41282,383.034059
Angola,1984,,11932.28178,358.1706369
Angola,1985,,12837.36526,375.9778132
Angola,1986,,15187.54498,393.4144911
Angola,1987,,18885.54649,434.9793963
Angola,1988,,23111.50448,470.6221767
Angola,1989,,22648.78161,394.0770845
Angola,1990,,22977.42907,478.9810259
Angola,1991,,23451.8817,488.8706655
Angola,1992,,23899.18453,476.2954712
Angola,1993,,22361.36671,452.7394912
Angola,1994,,22804.42935,407.0265185
Angola,1995,,26659.8199,425.1481126
Angola,1996,,28437.46534,413.3144211
Angola,1997,,27875.79432,409.3559394
Angola,1998,,27935.38382,405.3792158
Angola,1999,,27522.23057,380.4695136
Angola,2000,,26755.83668,375.6944556
Angola,2001,,25755.30268,338.1744636
Angola,2002,,30066.313,382.3319634
Angola,2003,,29224.12679,386.9436606
Angola,2004,,32951.7423,430.7984411
Angola,2005,,37668.53977,350.9536563
Angola,2006,,41315.41201,354.2890189
Angola,2007,,49066.72892,417.2979746
Angola,2008,,53630.43983,329.9143756
Angola,2009,,49886.97817,323.0359905
Angola,2010,,48139.53386,331.5836737
Angola,2011,,42728.80821,327.8000957
Angola,2012,,41973.06842,319.702574
Angola,2013,,41777.58238,375.6088551
Angola,2014,,38462.18691,361.1483813
Angola,2015,,37028.75512,
Angola,2016,,35477.90237,
Argentina,1908,,3.668191137,
Argentina,1909,,5.299210207,
Argentina,1910,,5.103861908,
Argentina,1911,,3.276979431,
Argentina,1912,,11.04613311,
Argentina,1913,,28.87364458,
Argentina,1914,,58.99809829,
Argentina,1915,,106.6179395,
Argentina,1916,,178.1400455,
Argentina,1917,,245.821593,
Argentina,1918,,267.6074222,
Argentina,1919,,258.8318752,
Argentina,1920,,313.6858173,
Argentina,1921,,386.3022476,
Argentina,1922,,545.0010728,
Argentina,1923,,595.4579228,
Argentina,1924,,783.1221481,
Argentina,1925,,995.9268295,
Argentina,1926,,1251.218563,
Argentina,1927,,1333.233939,
Argentina,1928,,1358.654507,
Argentina,1929,,1366.464817,248.888011
Argentina,1930,,1275.819616,269.688126
Argentina,1931,,1579.087712,290.2367118
Argentina,1932,,1758.284971,310.7894046
Argentina,1933,,1797.522793,330.9443334
Argentina,1934,,1810.561028,350.6787006
Argentina,1935,,1816.18447,369.8030182
Argentina,1936,,1940.0875,388.1456028
Argentina,1937,,2017.361028,405.4789338
Argentina,1938,,2071.095911,403.4280176
Argentina,1939,0.490765375,2214.723277,400.6994714
Argentina,1940,0.484357612,2419.736067,400.1776204
Argentina,1941,0.476521525,2543.709232,398.3371753
Argentina,1942,1.875355376,2694.969285,396.4740603
Argentina,1943,4.151762318,2777.535149,394.5904812
Argentina,1944,2.267965301,2664.984164,392.4030327
Argentina,1945,1.337790058,2474.114384,390.1100182
Argentina,1946,1.315228632,2210.992739,387.7940767
Argentina,1947,6.026852528,2280.478005,392.2254947
Argentina,1948,7.575368553,2369.932568,293.9974215
Argentina,1949,7.380745355,2245.812294,425.5009487
Argentina,1950,10.40413669,2276.451632,472.1547771
Argentina,1951,15.68015563,2325.717031,508.4792152
Argentina,1952,43.02230683,2312.187308,539.0843732
Argentina,1953,31.25619768,2603.709938,410.7884373
Argentina,1954,34.35303267,2647.245413,408.1372967
Argentina,1955,49.30700601,2681.812171,407.3834205
Argentina,1956,57.68150675,2677.228231,425.1279673
Argentina,1957,80.82252026,2880.3967,465.8699942
Argentina,1958,89.77887136,2974.051424,465.5392063
Argentina,1959,101.8322756,3656.603356,455.2257714
Argentina,1960,90.19977332,5154.205075,719.3878047
Argentina,1961,111.3618512,6522.94464,1206.484767
Argentina,1962,92.20256282,7492.852045,1500.397697
Argentina,1963,65.7026717,7296.9082,1689.515046
Argentina,1964,103.7841809,7418.559184,1832.503776
Argentina,1965,115.1849331,7135.600176,2032.109177
Argentina,1966,108.3669965,7489.188331,2171.273184
Argentina,1967,121.2033376,8121.960712,2245.879482
Argentina,1968,139.2559501,8762.018665,2464.934891
Argentina,1969,149.1421966,8949.872848,2438.027355
Argentina,1970,176.3447805,9715.172019,2628.423124
Argentina,1971,178.0042401,10385.00302,2698.229725
Argentina,1972,192.1816072,10385.03943,2606.429122
Argentina,1973,123.3026268,9906.081741,2651.190709
Argentina,1974,167.5271998,9586.71508,2575.77588
Argentina,1975,132.165595,9268.048648,2877.338088
Argentina,1976,159.4076579,9140.722628,2918.440775
Argentina,1977,136.0900783,9591.368159,2907.93984
Argentina,1978,109.1909543,9906.783802,2714.942561
Argentina,1979,180.2198097,10199.36882,3145.890048
Argentina,1980,79.04950105,10656.30122,3537.079134
Argentina,1981,99.39305209,10596.25244,3481.842575
Argentina,1982,101.1884927,10309.55943,3719.452244
Argentina,1983,93.99677257,10088.24125,4192.670123
Argentina,1984,96.72101348,9812.840033,4477.805884
Argentina,1985,74.9857116,9409.542705,4574.097291
Argentina,1986,67.20105347,9000.235614,5276.929463
Argentina,1987,67.83114863,8874.249473,5302.98288
Argentina,1988,91.73517852,9125.3336,6177.506093
Argentina,1989,90.93409872,9071.03511,6479.825646
Argentina,1990,48.21354549,9381.539776,6046.31311
Argentina,1991,50.11366624,9399.288677,6390.733989
Argentina,1992,39.22733774,10463.3427,6528.176029
Argentina,1993,31.99720925,11177.27183,6459.434966
Argentina,1994,65.81398875,12162.79993,6581.47153
Argentina,1995,56.96199111,13043.34296,7170.755358
Argentina,1996,57.38584031,13671.26213,7826.467781
Argentina,1997,45.59677358,14891.23365,8104.914362
Argentina,1998,52.11702461,14915.88655,8649.723977
Argentina,1999,59.84940207,13996.48836,9761.196688
Argentina,2000,45.73507615,13232.8966,10771.40301
Argentina,2001,32.51822733,13784.12303,10622.70404
Argentina,2002,16.66455217,13468.97765,10347.6384
Argentina,2003,15.18356808,13323.91965,11420.59103
Argentina,2004,8.606493748,12560.42731,12129.48042
Argentina,2005,4.173949447,12005.03487,12200.8751
Argentina,2006,23.2950669,11957.05969,12197.73103
Argentina,2007,17.98643348,11523.37391,11739.62923
Argentina,2008,14.99971411,11695.09289,11420.22628
Argentina,2009,13.13557067,11584.44369,10627.7682
Argentina,2010,10.3051272,11305.70571,10181.40017
Argentina,2011,14.12032594,10808.50176,9745.136827
Argentina,2012,12.42014485,10128.65459,9380.898128
Argentina,2013,10.35004084,9811.250523,8742.899099
Argentina,2014,11.24758811,9809.652889,8633.375804
Argentina,2015,,7991.013287,8797.19401
Argentina,2016,,7638.490006,9135.644355
Armenia,1993,,0.043826853,
Aruba,1990,,647.2637854,
Aruba,1991,,351.9831791,
Aruba,1992,,237.8696856,
Aruba,1993,,223.8640351,
Aruba,2000,,15289.28445,
Aruba,2001,,14993.65033,
Aruba,2002,,14663.13087,
Aruba,2003,,14357.07276,
Aruba,2004,,14068.45823,
Aruba,2005,,13856.29184,
Aruba,2006,,13068.42108,
Aruba,2007,,14428.48725,
Aruba,2008,,14338.23638,
Aruba,2009,,16334.06661,
Aruba,2010,,16299.36421,
Aruba,2011,,16238.03377,
Aruba,2012,,16155.08408,
Aruba,2013,,16059.58173,
Aruba,2014,,15965.50951,
Australia,1900,11365.71528,,
Australia,1901,12079.51724,,
Australia,1902,11864.39748,,
Australia,1903,12154.93522,,
Australia,1904,11565.79049,,
Australia,1905,12463.7715,,
Australia,1906,14091.16525,,
Australia,1907,15619.1606,,
Australia,1908,16172.18298,,
Australia,1909,12740.88397,,
Australia,1910,14819.16014,,
Australia,1911,15614.81807,,
Australia,1912,16757.06358,,
Australia,1913,17147.04685,,
Australia,1914,16794.93433,,
Australia,1915,15287.55678,,
Australia,1916,13183.99064,,
Australia,1917,13738.06427,,
Australia,1918,14458.19126,,
Australia,1919,13519.60348,,
Australia,1920,15992.85487,,
Australia,1921,15642.36591,,
Australia,1922,14627.35723,,
Australia,1923,14684.06774,,
Australia,1924,15800.8935,,
Australia,1925,15657.05272,,
Australia,1926,14992.21282,,
Australia,1927,15169.86824,,
Australia,1928,13170.19328,,
Australia,1929,11506.09697,,
Australia,1930,10555.181,,
Australia,1931,9454.563602,,
Australia,1932,9734.575788,,
Australia,1933,10153.14444,,
Australia,1934,10576.08627,,
Australia,1935,11637.59227,,
Australia,1936,12341.59649,,
Australia,1937,13057.01932,,
Australia,1938,12698.53333,,
Australia,1939,14305.58933,,
Australia,1940,12684.98216,,
Australia,1941,14996.35868,,
Australia,1942,15643.01394,,
Australia,1943,14911.23958,,
Australia,1944,14336.86251,,
Australia,1945,13520.99579,,
Australia,1946,14375.70123,,
Australia,1947,15162.33333,,
Australia,1948,15039.60441,,
Australia,1949,14309.10347,,
Australia,1950,15811.98534,,
Australia,1951,16373.34275,,
Australia,1952,17441.35966,,
Australia,1953,16281.78502,,
Australia,1954,17169.94582,,
Australia,1955,16658.46441,,
Australia,1956,16391.3798,,
Australia,1957,16402.92355,,
Australia,1958,16496.58439,,
Australia,1959,16290.98239,,
Australia,1960,17774.19303,,
Australia,1961,18552.07861,,
Australia,1962,18619.73365,,2.151131594
Australia,1963,18800.0005,,3.166696346
Australia,1964,19978.3161,198.7996469,3.103750797
Australia,1965,22118.12687,354.3311127,4.047979669
Australia,1966,22733.05547,444.6077278,3.950586471
Australia,1967,23219.36594,1010.859916,3.849450644
Australia,1968,25220.84644,1833.996119,5.625536044
Australia,1969,27073.33516,2059.454458,242.466996
Australia,1970,28049.49055,7882.528461,1418.104172
Australia,1971,25860.09475,13559.93703,2077.268715
Australia,1972,30850.14075,14239.17333,2934.423224
Australia,1973,31040.32515,17587.092,3673.601584
Australia,1974,32284.8893,17177.30661,4137.139615
Australia,1975,33405.63393,18180.77293,4388.407634
Australia,1976,36769.72749,18399.85433,5119.997159
Australia,1977,38587.08915,19250.18792,5783.74534
Australia,1978,38375.8103,18848.55763,6158.26926
Australia,1979,39685.39558,18703.71058,7008.579004
Australia,1980,34448.83781,17337.88754,7950.955259
Australia,1981,40803.8669,16671.64387,8507.847899
Australia,1982,41022.74698,16217.66203,8186.043342
Australia,1983,45915.50277,15562.78984,8765.934443
Australia,1984,49103.85054,19887.33449,8226.235386
Australia,1985,52108.68523,22685.89837,8649.079091
Australia,1986,55800.89718,19942.76939,9286.782125
Australia,1987,62206.51839,20847.33258,9326.842725
Australia,1988,53845.85694,19459.06399,9385.033036
Australia,1989,58890.02011,18063.80717,10598.03311
Australia,1990,61681.46801,20661.366,12072.68305
Australia,1991,65382.59114,19266.56759,12685.31818
Australia,1992,67111.97643,18754.87961,13682.7626
Australia,1993,66614.47168,17293.9582,14042.03809
Australia,1994,67774.78246,18416.59435,15825.48546
Australia,1995,72355.86914,17155.41394,16392.69022
Australia,1996,72780.55735,17864.03243,16340.54641
Australia,1997,81817.01844,18759.10289,16169.35872
Australia,1998,86758.42057,17574.32205,16342.97516
Australia,1999,88072.69216,16936.77952,16405.68498
Australia,2000,92676.20902,22625.62835,16486.81248
Australia,2001,101137.9386,20714.99043,17073.30099
Australia,2002,102987.8305,20367.85224,17082.05091
Australia,2003,102515.1447,17431.63889,17273.069
Australia,2004,105312.2348,15031.72064,18160.81132
Australia,2005,109130.0141,14553.96274,19054.44294
Australia,2006,108870.7681,13289.63064,19953.35088
Australia,2007,112640.3167,13587.9974,20608.08327
Australia,2008,110872.157,13147.07252,19821.08147
Australia,2009,113297.3882,11969.93656,22112.11117
Australia,2010,116199.8134,12897.22386,23847.94815
Australia,2011,108431.2619,11137.54933,24759.2242
Australia,2012,111195.0639,10896.61337,26090.22612
Australia,2013,117644.6161,8946.606204,26689.02721
Australia,2014,121485.0014,9460.397102,28372.3872
Australia,2015,149502.781,8514.50761,31953.40612
Australia,2016,144266.7385,7487.506513,39545.24068
Austria,1900,28884.2492,,
Austria,1901,30190.41519,,
Austria,1902,28736.15521,1.906869979,
Austria,1903,29042.67836,1.886761843,
Austria,1904,29122.6605,1.867373154,
Austria,1905,30186.05134,1.848378894,
Austria,1906,31909.01672,1.829479314,
Austria,1907,33326.06309,1.811244354,
Austria,1908,33306.14506,3.586738628,
Austria,1909,32371.14438,3.551145038,
Austria,1910,31602.0422,3.516782582,
Austria,1911,32157.47217,1.743889639,
Austria,1912,34195.43785,1.729625223,
Austria,1913,35397.75048,1.71863455,
Austria,1914,31951.097,1.708786365,
Austria,1915,31808.91334,1.699546982,
Austria,1916,22396.2264,,
Austria,1917,1428.007605,,
Austria,1918,1393.074936,,
Austria,1919,1320.458166,,
Austria,1920,1606.332823,,
Austria,1921,1641.976756,,
Austria,1922,2058.815023,,
Austria,1923,1779.026881,,
Austria,1924,1849.988301,,
Austria,1925,1951.528332,,
Austria,1926,1920.419137,,
Austria,1927,1999.669559,,
Austria,1928,2140.986819,,
Austria,1929,2293.122673,,
Austria,1930,2029.562647,,
Austria,1931,1991.208485,,
Austria,1932,2046.743054,,
Austria,1933,2011.237932,1.723984583,
Austria,1934,1928.006194,6.881656805,
Austria,1935,2008.17978,12.04111833,
Austria,1936,1946.382656,13.76738695,
Austria,1937,2127.24995,56.81569267,
Austria,1938,2180.203943,98.16526092,
Austria,1939,2312.562243,251.7240367,
Austria,1940,2354.550849,716.3594403,
Austria,1941,2294.168221,1124.204607,
Austria,1942,2272.159363,1493.39969,
Austria,1943,2394.884797,1885.945965,
Austria,1944,2306.330193,2064.265458,
Austria,1945,1257.551622,761.19283,
Austria,1946,1451.091977,1403.907157,73.01882643
Austria,1947,1777.760967,1518.189657,84.48037713
Austria,1948,2058.122297,1588.341016,384.974999
Austria,1949,2333.224929,1926.328695,86.42147055
Austria,1950,2608.849345,2848.633166,752.8983474
Austria,1951,3004.766368,3830.615425,774.2926037
Austria,1952,3103.448579,4637.77396,718.1991575
Austria,1953,3288.367271,5401.508775,889.2270853
Austria,1954,3697.184859,5775.952906,1000.303394
Austria,1955,3869.584326,6131.610957,1224.069957
Austria,1956,3917.255108,5721.840712,1188.082397
Austria,1957,3971.906256,5304.128872,1207.272784
Austria,1958,3735.606668,4706.147961,1300.075403
Austria,1959,3563.021364,4062.579002,1781.247955
Austria,1960,3408.274948,4026.471853,2308.502707
Austria,1961,3190.030856,3853.147676,2431.337782
Austria,1962,3189.171571,3890.299001,2538.469391
Austria,1963,3355.477079,4228.507587,2619.83862
Austria,1964,3128.252806,4268.233447,2701.288176
Austria,1965,2940.47566,4545.233701,2622.301994
Austria,1966,2793.118392,4361.107679,2832.206849
Austria,1967,2414.613009,4221.417933,2699.339291
Austria,1968,2164.282051,4258.321648,2434.525354
Austria,1969,1979.604467,4288.548801,2203.193207
Austria,1970,1882.188975,4329.391378,2804.411937
Austria,1971,1924.742269,3875.465249,2782.91587
Austria,1972,1909.809841,3801.437213,2877.147704
Austria,1973,1841.473775,3942.883399,3315.765339
Austria,1974,1834.304345,3412.922963,3214.158205
Austria,1975,1714.47564,3101.764189,3431.950601
Austria,1976,1621.969884,2939.179159,3117.912371
Austria,1977,1578.94066,2721.482795,3481.922318
Austria,1978,1554.487057,2729.202666,3516.538367
Austria,1979,1386.987103,2638.086928,3372.318087
Austria,1980,1157.801362,2347.535736,2865.092885
Austria,1981,1237.860929,2170.834483,2122.045115
Austria,1982,1333.707748,2249.053982,1957.252821
Austria,1983,1230.001201,2171.237352,1783.153725
Austria,1984,1183.643347,2092.539706,1868.784499
Austria,1985,1244.25459,1935.609372,1713.056769
Austria,1986,1197.368695,1946.421134,1632.952704
Austria,1987,1121.513546,1881.057181,1697.214238
