Entity,Year,"Female suicide rates for selected countries, 1950-2005 (WHO (2015))",Female suicide rate (WHO (2005))
Germany,1992,6.838923,6.838923
Germany,1993,6.26495,6.26495
Germany,1994,6.08572,6.08572
Germany,1995,6.169956,6.169956
Germany,1996,5.904619,5.904619
Germany,1997,5.762719,5.762719
Germany,1998,5.249892,5.249892
Germany,1999,5.128614,5.128614
Germany,2000,4.887512,4.887512
Germany,2001,4.835307,4.835307
Germany,2002,4.956316,4.956316
Germany,2003,4.865662,4.865662
Germany,2004,4.446264,4.446264
Ghana,2004,,5.580263615
Greece,1961,,2.885454
Greece,1962,,2.425727
Greece,1963,,2.585252
Greece,1964,,1.71491
Greece,1965,,2.053422
Greece,1966,,2.242784
Greece,1967,,2.064633
Greece,1968,,1.805746
Greece,1969,,1.958511
Greece,1970,,1.663302
Greece,1971,,1.779856
Greece,1972,,1.318437
Greece,1973,,1.712468
Greece,1974,,2.089513
Greece,1975,,1.838597
Greece,1976,,1.664181
Greece,1977,,1.696307
Greece,1978,,1.44031
Greece,1979,,1.616824
Greece,1980,,1.517045
Greece,1981,,1.785452
Greece,1982,,1.8628
Greece,1983,,1.687741
Greece,1984,,1.950024
Greece,1985,,2.097203
Greece,1986,,1.643898
Greece,1987,,1.848962
Greece,1988,,1.7138
Greece,1989,,1.665641
Greece,1990,,1.262625
Greece,1991,,1.287541
Greece,1992,,1.085906
Greece,1993,,1.538909
Greece,1994,,1.027133
Greece,1995,,0.9652933
Greece,1996,,0.8616472
Greece,1997,,0.7926515
Greece,1998,,1.318808
Greece,1999,,1.221455
Greece,2000,,1.229001
Greece,2001,,0.6871724
Greece,2002,,0.889488
Greece,2003,,1.048374
Greece,2004,,0.9383833
Grenada,2004,,0.343973368
Guatemala,1963,,0.3510816
Guatemala,1964,,0.9152728
Guatemala,1965,,0.497628
Guatemala,1966,,0.3507546
Guatemala,1967,,1.054271
Guatemala,1968,,2.715208
Guatemala,1969,,1.308517
Guatemala,1970,,0.9226225
Guatemala,1971,,1.831857
Guatemala,1977,,0.0757692
Guatemala,1979,,0.3456988
Guatemala,1980,,0.5256463
Guatemala,1981,,0.0820086
Guatemala,1984,,0.2678788
Guatemala,1986,,1.022552
Guatemala,1987,,1.700646
Guatemala,1988,,0.8226081
Guatemala,1989,,0.8325154
Guatemala,1990,,0.7111649
Guatemala,1991,,0.8570762
Guatemala,1992,,1.093902
Guatemala,1993,,0.7572162
Guatemala,1994,,0.4675907
Guatemala,1995,,1.151244
Guatemala,1996,,0.719579
Guatemala,1997,,0.9284606
Guatemala,1998,,0.9521694
Guatemala,1999,,0.833605
Guatemala,2000,,0.748291
Guatemala,2001,,0.9213251
Guatemala,2002,,1.296
Guatemala,2003,,0.9491554
Guatemala,2004,,1.167424
Guinea,2004,,5.431053638
Guinea-Bissau,2004,,4.794747829
Guyana,2004,,21.24728584
Haiti,2004,,1.005262375
Honduras,2004,,4.775053024
Hungary,1955,,12.69632
Hungary,1956,,11.16879
Hungary,1957,,12.20223
Hungary,1958,,13.77872
Hungary,1959,,13.85482
Hungary,1960,,13.98831
Hungary,1961,,13.99279
Hungary,1962,,13.61258
Hungary,1963,,15.26564
Hungary,1964,,15.11467
Hungary,1965,,15.81352
Hungary,1966,,15.64082
Hungary,1967,,15.6902
Hungary,1968,,15.97417
Hungary,1969,,15.77956
Hungary,1970,,15.99266
Hungary,1971,,17.12012
Hungary,1972,,17.37899
Hungary,1973,,16.99369
Hungary,1974,,18.6133
Hungary,1975,,17.40216
Hungary,1976,,18.89012
Hungary,1977,,19.96113
Hungary,1978,,21.01015
Hungary,1979,,20.91629
Hungary,1980,,21.00696
Hungary,1981,,22.75861
Hungary,1982,,20.2928
Hungary,1983,,20.97707
Hungary,1984,,19.90151
Hungary,1985,,17.93445
Hungary,1986,,20.27017
Hungary,1987,,19.99391
Hungary,1988,,20.06003
Hungary,1989,,17.6153
Hungary,1990,,16.15175
Hungary,1991,,15.35198
Hungary,1992,,14.68765
Hungary,1993,,13.48357
Hungary,1994,,12.38292
Hungary,1995,,11.98233
Hungary,1996,,11.87498
Hungary,1997,,10.7454
Hungary,1998,,10.44197
Hungary,1999,,10.64106
Hungary,2000,,10.67224
Hungary,2001,,9.227195
Hungary,2002,,8.776537
Hungary,2003,,8.222026
Hungary,2004,,8.70322
Iceland,2004,,5.842729092
India,2004,,14.30644226
Indonesia,2004,,9.29459095
Iran,2004,,5.179065228
Iraq,2004,,8.3937397
Ireland,1950,0.8519407,0.8519407
Ireland,1951,1.147528,1.147528
Ireland,1952,0.8795826,0.8795826
Ireland,1953,0.8431673,0.8431673
Ireland,1954,0.7177907,0.7177907
Ireland,1955,1.028455,1.028455
Ireland,1956,0.8246769,0.8246769
Ireland,1957,1.061786,1.061786
Ireland,1958,1.196178,1.196178
Ireland,1959,1.156083,1.156083
Ireland,1960,1.646138,1.646138
Ireland,1961,1.351529,1.351529
Ireland,1962,0.8145017,0.8145017
Ireland,1963,1.372869,1.372869
Ireland,1964,0.6879103,0.6879103
Ireland,1965,0.4480566,0.4480566
Ireland,1966,1.147462,1.147462
Ireland,1967,1.278857,1.278857
Ireland,1968,1.159696,1.159696
Ireland,1969,0.9921009,0.9921009
Ireland,1970,0.5851788,0.5851788
Ireland,1971,1.637786,1.637786
Ireland,1972,1.837284,1.837284
Ireland,1973,2.035601,2.035601
Ireland,1974,1.915172,1.915172
Ireland,1975,3.126245,3.126245
Ireland,1976,3.551923,3.551923
Ireland,1977,3.664815,3.664815
Ireland,1978,3.678854,3.678854
Ireland,1979,3.02496,3.02496
Ireland,1980,4.751621,4.751621
Ireland,1981,4.323764,4.323764
Ireland,1982,3.911616,3.911616
Ireland,1983,4.951054,4.951054
Ireland,1984,4.182046,4.182046
Ireland,1985,3.596939,3.596939
Ireland,1986,4.133846,4.133846
Ireland,1987,3.492118,3.492118
Ireland,1988,4.315279,4.315279
Ireland,1989,3.673987,3.673987
Ireland,1990,4.983715,4.983715
Ireland,1991,3.663033,3.663033
Ireland,1992,3.235636,3.235636
Ireland,1993,3.840218,3.840218
Ireland,1994,4.877121,4.877121
Ireland,1995,4.634556,4.634556
Ireland,1996,3.451479,3.451479
Ireland,1997,4.644797,4.644797
Ireland,1998,3.808829,3.808829
Ireland,1999,4.180132,4.180132
Ireland,2000,4.057105,4.057105
Ireland,2001,3.919842,3.919842
Ireland,2002,3.920538,3.920538
Ireland,2003,4.490198,4.490198
Ireland,2004,3.41769,3.41769
Israel,1975,,7.104736
Israel,1976,,5.999494
Israel,1977,,5.092841
Israel,1978,,5.041726
Israel,1979,,4.918262
Israel,1980,,4.146507
Israel,1981,,4.065509
Israel,1982,,4.224372
Israel,1983,,4.039836
Israel,1984,,3.747314
Israel,1985,,3.690757
Israel,1986,,4.69941
Israel,1987,,3.622077
Israel,1988,,4.246885
Israel,1989,,4.53929
Israel,1990,,3.713322
Israel,1991,,3.96209
Israel,1992,,4.04869
Israel,1993,,3.676736
Israel,1994,,4.021978
Israel,1995,,3.420748
Israel,1996,,2.505053
Israel,1997,,2.420717
Israel,1998,,2.555491
Israel,1999,,2.140876
Israel,2000,,2.617903
Israel,2001,,2.144401
Israel,2002,,2.672714
Israel,2003,,2.055687
Israel,2004,,2.572143
Italy,1951,3.403254,3.403254
Italy,1952,3.411496,3.411496
Italy,1953,3.762159,3.762159
Italy,1954,3.424151,3.424151
Italy,1955,3.538924,3.538924
Italy,1956,3.559867,3.559867
Italy,1957,3.571236,3.571236
Italy,1958,3.459091,3.459091
Italy,1959,3.471756,3.471756
Italy,1960,3.44536,3.44536
Italy,1961,3.123026,3.123026
Italy,1962,2.932354,2.932354
Italy,1963,2.96182,2.96182
Italy,1964,2.867537,2.867537
Italy,1965,2.884943,2.884943
Italy,1966,2.762205,2.762205
Italy,1967,2.915639,2.915639
Italy,1968,2.851062,2.851062
Italy,1969,3.004217,3.004217
Italy,1970,3.126643,3.126643
Italy,1971,3.277322,3.277322
Italy,1972,3.193547,3.193547
Italy,1973,2.919297,2.919297
Italy,1974,3.024318,3.024318
Italy,1975,2.959525,2.959525
Italy,1976,2.989021,2.989021
Italy,1977,3.151382,3.151382
Italy,1978,3.165382,3.165382
Italy,1979,3.547825,3.547825
Italy,1980,3.782305,3.782305
Italy,1981,3.317748,3.317748
Italy,1982,3.507519,3.507519
Italy,1983,3.411837,3.411837
Italy,1984,3.606211,3.606211
Italy,1985,3.607491,3.607491
Italy,1986,3.607199,3.607199
Italy,1987,3.184254,3.184254
Italy,1988,3.258729,3.258729
Italy,1989,3.138868,3.138868
Italy,1990,3.135413,3.135413
Italy,1991,3.152732,3.152732
Italy,1992,3.063648,3.063648
Italy,1993,2.962984,2.962984
Italy,1994,2.843028,2.843028
Italy,1995,2.829177,2.829177
Italy,1996,3.056394,3.056394
Italy,1997,2.875446,2.875446
Italy,1998,2.616057,2.616057
Italy,1999,2.522697,2.522697
Italy,2000,2.567187,2.567187
Italy,2001,2.386306,2.386306
Italy,2002,2.270674,2.270674
Italy,2003,2.393229,2.393229
Italy,2004,2.270322323,2.270322323
Jamaica,2004,,2.366206169
Japan,1950,18.59102,18.59102
Japan,1951,17.54239,17.54239
Japan,1952,17.70802,17.70802
Japan,1953,18.70844,18.70844
Japan,1954,19.78119,19.78119
Japan,1955,20.92908,20.92908
Japan,1956,21.07244,21.07244
Japan,1957,20.5632,20.5632
Japan,1958,21.98324,21.98324
Japan,1959,19.97823,19.97823
Japan,1960,19.14574,19.14574
Japan,1961,17.79087,17.79087
Japan,1962,15.54236,15.54236
Japan,1963,13.9991,13.9991
Japan,1964,13.43369,13.43369
Japan,1965,12.77739,12.77739
Japan,1966,13.45667,13.45667
Japan,1967,12.42193,12.42193
Japan,1968,12.68101,12.68101
Japan,1969,12.70211,12.70211
Japan,1970,13.086,13.086
Japan,1971,13.03017,13.03017
Japan,1972,13.86707,13.86707
Japan,1973,14.20149,14.20149
Japan,1974,14.47614,14.47614
Japan,1975,13.86057,13.86057
Japan,1976,13.31338,13.31338
Japan,1977,12.90554,12.90554
Japan,1978,12.39004,12.39004
Japan,1979,12.38469,12.38469
Japan,1980,11.75796,11.75796
Japan,1981,10.92085,10.92085
Japan,1982,10.8324,10.8324
Japan,1983,11.59852,11.59852
Japan,1984,11.28145,11.28145
Japan,1985,10.91748,10.91748
Japan,1986,12.34518,12.34518
Japan,1987,11.12482,11.12482
Japan,1988,10.79308,10.79308
Japan,1989,10.15297,10.15297
Japan,1990,9.448299,9.448299
Japan,1991,8.853615,8.853615
Japan,1992,8.678051,8.678051
Japan,1993,8.09518,8.09518
Japan,1994,7.945656,7.945656
Japan,1995,8.228492,8.228492
Japan,1996,8.221194,8.221194
Japan,1997,8.525414,8.525414
Japan,1998,10.53238,10.53238
Japan,1999,10.07857,10.07857
Japan,2000,9.527674,9.527674
Japan,2001,9.240021,9.240021
Japan,2002,9.138422,9.138422
Japan,2003,9.884797,9.884797
Japan,2004,9.467574,9.467574
Jordan,2004,,0.107823528
Kazakhstan,1981,,10.70737
Kazakhstan,1982,,9.850085
Kazakhstan,1985,,10.27528
Kazakhstan,1986,,8.818217
Kazakhstan,1987,,8.599585
Kazakhstan,1988,,8.853513
Kazakhstan,1989,,9.610785
Kazakhstan,1990,,9.613778
Kazakhstan,1991,,8.350544
Kazakhstan,1992,,9.367308
Kazakhstan,1993,,9.806592
Kazakhstan,1994,,9.40272
Kazakhstan,1995,,9.738996
Kazakhstan,1996,,9.888084
Kazakhstan,1997,,9.658834
Kazakhstan,1998,,9.566568
Kazakhstan,1999,,8.703578
Kazakhstan,2001,,8.500433
Kazakhstan,2002,,8.623614
Kazakhstan,2003,,8.66642
Kazakhstan,2004,,8.599231
Kenya,2004,,7.663258076
Kuwait,1972,,0.2315013
Kuwait,1975,,0.2027273
Kuwait,1976,,0.1818349
Kuwait,1978,,0.7486228
Kuwait,1980,,0.4587432
Kuwait,1981,,1.228961
Kuwait,1982,,0.1885224
Kuwait,1983,,0.2795371
Kuwait,1984,,0.6097794
Kuwait,1985,,0.3615558
Kuwait,1986,,0.4981179
Kuwait,1987,,1.079387
Kuwait,1993,,0.8018389
Kuwait,1994,,1.649444
Kuwait,1995,,0.7495468
Kuwait,1996,,1.267969
Kuwait,1997,,2.075491
Kuwait,1998,,1.519149
Kuwait,1999,,1.15032
Kuwait,2000,,1.210588
Kuwait,2001,,0.7647457
Kuwait,2002,,1.27791
Kuwait,2004,,1.153894782
Kyrgyzstan,1981,,7.50064
Kyrgyzstan,1982,,6.34895
Kyrgyzstan,1985,,7.063722
Kyrgyzstan,1986,,5.368869
Kyrgyzstan,1987,,7.401427
Kyrgyzstan,1988,,6.957907
Kyrgyzstan,1989,,7.492762
Kyrgyzstan,1990,,7.92241
Kyrgyzstan,1991,,7.180477
Kyrgyzstan,1992,,5.318038
Kyrgyzstan,1993,,6.514298
Kyrgyzstan,1994,,4.828927
Kyrgyzstan,1995,,7.441998
Kyrgyzstan,1996,,4.41672
Kyrgyzstan,1997,,4.538289
Kyrgyzstan,1998,,4.220627
Kyrgyzstan,1999,,4.674402
Kyrgyzstan,2000,,4.435472
Kyrgyzstan,2001,,3.433721
Kyrgyzstan,2002,,4.70046
Kyrgyzstan,2003,,3.463841
Kyrgyzstan,2004,,3.090236
Laos,2004,,23.7233696
Latvia,1980,,11.88666
Latvia,1981,,10.81198
Latvia,1982,,12.86586
Latvia,1983,,11.15093
Latvia,1984,,11.39347
Latvia,1985,,10.6231
Latvia,1986,,8.832312
Latvia,1987,,10.62801
Latvia,1988,,9.422872
Latvia,1989,,11.68672
Latvia,1990,,8.305492
Latvia,1991,,9.872416
Latvia,1992,,11.43828
Latvia,1993,,13.42937
Latvia,1994,,11.25131
Latvia,1995,,11.79434
Latvia,1996,,10.75871
Latvia,1997,,10.56331
Latvia,1998,,10.02606
Latvia,1999,,10.01683
Latvia,2000,,8.682847
Latvia,2002,,8.689015
Latvia,2003,,7.310288
Latvia,2004,,6.048817
Lebanon,2004,,5.278940678
Lesotho,2004,,5.889326096
Liberia,2004,,3.77520299
Libya,2004,,4.159276009
Lithuania,1981,,9.391936
Lithuania,1982,,10.94309
Lithuania,1985,,11.62064
Lithuania,1986,,8.948446
Lithuania,1987,,9.742769
Lithuania,1988,,10.22528
Lithuania,1989,,8.518539
Lithuania,1990,,8.18327
Lithuania,1991,,10.01307
Lithuania,1992,,11.65289
Lithuania,1993,,12.01923
Lithuania,1994,,11.82504
Lithuania,1995,,13.48254
Lithuania,1996,,14.54227
Lithuania,1997,,12.66714
Lithuania,1998,,11.8952
Lithuania,1999,,11.7318
Lithuania,2000,,13.98588
Lithuania,2001,,12.04878
Lithuania,2002,,10.12422
Lithuania,2003,,11.06494
Lithuania,2004,,11.23422
Luxembourg,2004,,5.768095493
Macedonia,1991,,5.264551
Macedonia,1992,,5.215999
Macedonia,1993,,5.450121
Macedonia,1994,,4.786742
Macedonia,1995,,4.383663
Macedonia,1996,,4.035392
Macedonia,1997,,3.823972
Macedonia,1998,,5.2374
Macedonia,1999,,4.723891
Macedonia,2000,,4.055635
Macedonia,2001,,3.230196
Macedonia,2002,,4.228063
Macedonia,2003,,3.42506
Macedonia,2004,,3.403936386
Madagascar,2004,,4.220290184
Malawi,2004,,6.541824818
Malaysia,2004,,5.219151974
Maldives,2004,,19.88921928
Mali,2004,,5.074855328
Malta,2004,,2.803545952
Marshall Islands,2004,,7.016569614
Mauritania,2004,,4.997253418
Mauritius,1961,,0.8261023
Mauritius,1962,,0.9853638
Mauritius,1963,,0.6893913
Mauritius,1964,,1.376559
Mauritius,1965,,0.7797109
Mauritius,1966,,2.230799
Mauritius,1967,,1.89526
Mauritius,1968,,1.699673
Mauritius,1969,,0.234245
Mauritius,1970,,0.8703529
Mauritius,1971,,2.449282
Mauritius,1972,,1.042842
Mauritius,1973,,4.143795
Mauritius,1974,,2.354944
Mauritius,1975,,4.791313
Mauritius,1976,,5.306667
Mauritius,1977,,3.497532
Mauritius,1978,,3.660588
Mauritius,1979,,3.85744
Mauritius,1981,,1.682621
Mauritius,1982,,0.7379744
Mauritius,1983,,1.874342
Mauritius,1984,,9.486123
Mauritius,1985,,7.364926
Mauritius,1986,,1.337873
Mauritius,1987,,10.09053
Mauritius,1988,,10.14206
Mauritius,1989,,7.237272
Mauritius,1990,,10.16941
Mauritius,1991,,8.037538
Mauritius,1992,,8.41322
Mauritius,1993,,8.027224
Mauritius,1994,,3.82664
Mauritius,1995,,6.123081
Mauritius,1996,,6.467022
Mauritius,1997,,3.519147
Mauritius,1998,,6.959721
Mauritius,1999,,8.945867
Mauritius,2000,,4.995429
Mauritius,2001,,6.136876
Mauritius,2002,,4.66105
Mauritius,2003,,3.985688
Mauritius,2004,,3.52988
Mexico,1955,,0.7036235
Mexico,1956,,1.010261
Mexico,1957,,1.000293
Mexico,1958,,1.090594
Mexico,1959,,1.153708
Mexico,1960,,1.267063
Mexico,1961,,0.9837637
Mexico,1962,,0.7359514
Mexico,1963,,1.070004
Mexico,1964,,1.06657
Mexico,1965,,1.139985
Mexico,1966,,1.055895
Mexico,1967,,1.275057
Mexico,1968,,0.8262541
Mexico,1969,,0.2955154
Mexico,1970,,0.5537056
Mexico,1971,,0.3251885
Mexico,1972,,0.3462555
Mexico,1973,,0.3002614
Mexico,1974,,0.9812592
Mexico,1975,,0.7468019
Mexico,1976,,0.7708514
Mexico,1977,,0.8056478
Mexico,1978,,0.8383937
Mexico,1979,,0.7557345
Mexico,1980,,0.6704537
Mexico,1981,,0.8834986
Mexico,1982,,0.8242058
Mexico,1983,,0.7340415
Mexico,1984,,0.4477717
Mexico,1985,,0.7602599
Mexico,1986,,0.7355883
Mexico,1987,,0.8270538
Mexico,1988,,0.7707267
Mexico,1989,,0.8070925
Mexico,1990,,0.7400703
Mexico,1991,,0.8179485
Mexico,1992,,0.850549
Mexico,1993,,0.8181823
Mexico,1994,,0.9178948
Mexico,1995,,0.9948026
Mexico,1996,,1.055193
Mexico,1997,,1.104328
Mexico,1998,,1.03723
Mexico,1999,,1.020981
Mexico,2000,,1.06394
Mexico,2001,,1.325666
Mexico,2002,,1.274557
Mexico,2003,,1.343468
Mexico,2004,,1.295992
Micronesia (country),2004,,4.526386261
Moldova,1981,,10.5142
Moldova,1982,,10.14406
Moldova,1985,,9.151825
Moldova,1986,,9.944036
Moldova,1987,,9.799662
Moldova,1988,,8.88693
Moldova,1989,,8.246838
Moldova,1990,,6.287681
Moldova,1991,,8.331331
Moldova,1992,,6.45459
Moldova,1993,,6.722978
Moldova,1994,,7.346989
Moldova,1995,,7.698922
Moldova,1996,,5.795405
Moldova,1997,,5.846859
Moldova,1998,,5.669214
Moldova,1999,,4.727281
Moldova,2000,,3.701661
Moldova,2001,,4.849782
Moldova,2002,,4.689592
Moldova,2003,,4.040868
Moldova,2004,,4.56739
Monaco,2004,,6.649781227
Mongolia,2004,,5.467162132
Morocco,2004,,2.103894472
Mozambique,2004,,7.518768787
Myanmar,2004,,8.503791809
Namibia,2004,,6.017440796
Nauru,2004,,7.383360386
Nepal,2004,,11.0800848
Netherlands,1950,3.744579,3.744579
Netherlands,1951,4.227506,4.227506
Netherlands,1952,4.422934,4.422934
Netherlands,1953,4.562708,4.562708
Netherlands,1954,4.202166,4.202166
Netherlands,1955,4.493865,4.493865
Netherlands,1956,4.742193,4.742193
Netherlands,1957,5.203328,5.203328
Netherlands,1958,4.85878,4.85878
Netherlands,1959,5.18896,5.18896
Netherlands,1960,4.930501,4.930501
Netherlands,1961,4.54734,4.54734
Netherlands,1962,5.07273,5.07273
Netherlands,1963,4.33125,4.33125
Netherlands,1964,4.747222,4.747222
Netherlands,1965,4.985938,4.985938
Netherlands,1966,5.025103,5.025103
Netherlands,1967,4.292456,4.292456
Netherlands,1968,4.444892,4.444892
Netherlands,1969,5.425861,5.425861
Netherlands,1970,5.844768,5.844768
Netherlands,1971,6.256476,6.256476
Netherlands,1972,6.132082,6.132082
Netherlands,1973,7.13018,7.13018
Netherlands,1974,7.009837,7.009837
Netherlands,1975,6.755897,6.755897
Netherlands,1976,6.569001,6.569001
Netherlands,1977,6.404231,6.404231
Netherlands,1978,7.609007,7.609007
Netherlands,1979,8.34603,8.34603
Netherlands,1980,6.768595,6.768595
Netherlands,1981,7.055374,7.055374
Netherlands,1982,7.512334,7.512334
Netherlands,1983,8.236408,8.236408
Netherlands,1984,8.413709,8.413709
Netherlands,1985,7.089713,7.089713
Netherlands,1986,7.230734,7.230734
Netherlands,1987,7.297407,7.297407
Netherlands,1988,6.42893,6.42893
Netherlands,1989,6.523096,6.523096
Netherlands,1990,6.01471,6.01471
Netherlands,1991,6.40885,6.40885
Netherlands,1992,6.017884,6.017884
Netherlands,1993,5.763029,5.763029
Netherlands,1994,5.500875,5.500875
Netherlands,1995,5.538633,5.538633
Netherlands,1996,5.657825,5.657825
Netherlands,1997,5.608297,5.608297
Netherlands,1998,5.297546,5.297546
Netherlands,1999,5.338056,5.338056
Netherlands,2000,5.102808,5.102808
Netherlands,2001,4.81331,4.81331
Netherlands,2002,5.074299,5.074299
Netherlands,2003,4.740516,4.740516
Netherlands,2004,4.820316,4.820316
New Zealand,1950,,4.481789
New Zealand,1951,,4.672656
New Zealand,1952,,5.083133
New Zealand,1953,,5.456119
New Zealand,1954,,4.08312
New Zealand,1955,,4.86399
New Zealand,1956,,6.256191
New Zealand,1957,,5.678879
New Zealand,1958,,5.049273
New Zealand,1959,,4.172358
New Zealand,1960,,5.637225
New Zealand,1961,,4.213583
New Zealand,1962,,5.705343
New Zealand,1963,,7.09114
New Zealand,1964,,6.523703
New Zealand,1965,,6.486658
New Zealand,1966,,7.067789
New Zealand,1967,,6.267512
New Zealand,1968,,6.611498
New Zealand,1969,,7.370731
New Zealand,1970,,6.69521
New Zealand,1971,,6.462817
New Zealand,1972,,6.371082
New Zealand,1973,,5.389634
New Zealand,1974,,5.982979
New Zealand,1975,,6.664862
New Zealand,1976,,6.122365
New Zealand,1977,,7.341437
New Zealand,1978,,7.50095
New Zealand,1979,,5.64398
New Zealand,1980,,7.007597
New Zealand,1981,,4.823435
New Zealand,1982,,6.611544
New Zealand,1983,,6.228209
New Zealand,1984,,5.417628
New Zealand,1985,,4.880707
New Zealand,1986,,6.580908
New Zealand,1987,,5.825074
New Zealand,1988,,5.668206
New Zealand,1989,,5.311521
New Zealand,1990,,5.137218
New Zealand,1991,,5.128064
New Zealand,1992,,5.231815
New Zealand,1993,,4.999377
New Zealand,1994,,5.328048
New Zealand,1995,,6.067229
New Zealand,1996,,5.941496
New Zealand,1997,,6.336947
New Zealand,1998,,6.807942
New Zealand,1999,,6.696422
New Zealand,2000,,4.168914
New Zealand,2001,,5.886771
New Zealand,2002,,5.621368
New Zealand,2003,,6.62168
New Zealand,2004,,5.336744
Nicaragua,2004,,5.211092949
Niger,2004,,5.039722919
Nigeria,2004,,5.225975037
Niue,2004,,3.615885019
North Korea,2004,,3.947198868
Norway,1951,,2.511076
Norway,1952,,3.233227
Norway,1953,,3.739577
Norway,1954,,2.320111
Norway,1955,,2.835984
Norway,1956,,2.458401
Norway,1957,,2.591909
Norway,1958,,2.396795
Norway,1959,,3.491517
Norway,1960,,2.268944
Norway,1961,,2.481758
Norway,1962,,2.784527
Norway,1963,,3.785133
Norway,1964,,2.76714
Norway,1965,,3.257871
Norway,1966,,3.103798
Norway,1967,,3.112187
Norway,1968,,3.539284
Norway,1969,,3.067463
Norway,1970,,4.704581
Norway,1971,,3.96741
Norway,1972,,4.859923
Norway,1973,,3.832234
Norway,1974,,4.290132
Norway,1975,,5.209936
Norway,1976,,5.316265
Norway,1977,,5.847558
Norway,1978,,5.967258
Norway,1979,,6.941861
Norway,1980,,6.125055
Norway,1981,,6.097747
Norway,1982,,7.106333
Norway,1983,,7.45241
Norway,1984,,6.493855
Norway,1985,,7.075398
Norway,1986,,6.891037
Norway,1987,,7.194898
Norway,1988,,8.539811
Norway,1989,,7.523332
Norway,1990,,7.021215
Norway,1991,,7.08075
Norway,1992,,6.815001
Norway,1993,,5.635677
Norway,1994,,6.18733
Norway,1995,,5.659612
Norway,1996,,5.425931
Norway,1997,,5.889028
Norway,1998,,6.086514
Norway,1999,,6.462259
Norway,2000,,5.419983
Norway,2001,,5.784705
Norway,2002,,5.360832
Norway,2003,,5.2304
Norway,2004,,6.822908
Oman,2004,,0.510549843
Pakistan,2004,,13.0262146
Palau,2004,,4.798904896
Panama,1984,,0.5404561
Panama,1985,,1.320754
Panama,1986,,1.417001
Panama,1987,,2.05939
Panama,1988,,1.931315
Panama,1989,,0.8963737
Panama,1996,,1.198894
Panama,1997,,1.678765
Panama,1998,,1.868072
Panama,1999,,1.375172
Panama,2000,,1.323197
Panama,2001,,1.664682
Panama,2002,,2.152816
Panama,2003,,1.405318
Panama,2004,,2.161664
Papua New Guinea,2004,,9.99246788
Paraguay,1994,,1.436651
Paraguay,1995,,1.499484
Paraguay,1996,,1.304838
Paraguay,1997,,1.73492
Paraguay,1998,,1.782107
Paraguay,1999,,2.292752
Paraguay,2000,,1.923762
Paraguay,2001,,2.041138
Paraguay,2002,,2.415609
Paraguay,2003,,1.44981
Paraguay,2004,,2.680549
Peru,2004,,1.100675225
Philippines,1992,,0.3531852
Philippines,1993,,1.117274
Philippines,1997,,0.6920957
Philippines,1998,,0.6745756
Philippines,1999,,0.8156066
Philippines,2000,,1.070988
Philippines,2001,,0.818037
Philippines,2002,,0.8554534
Philippines,2003,,1.090869
Philippines,2004,,0.978919387
Poland,1959,2.747147,2.747147
Poland,1960,3.093132,3.093132
Poland,1961,3.454455,3.454455
Poland,1962,3.917751,3.917751
Poland,1963,3.069671,3.069671
Poland,1964,3.544581,3.544581
Poland,1965,3.45191,3.45191
Poland,1966,3.494119,3.494119
Poland,1967,3.588097,3.588097
Poland,1968,3.730314,3.730314
Poland,1969,4.121762,4.121762
Poland,1970,3.980076,3.980076
Poland,1971,3.948938,3.948938
Poland,1972,4.001822,4.001822
Poland,1973,4.150195,4.150195
Poland,1974,4.003276,4.003276
Poland,1975,3.546349,3.546349
Poland,1976,3.812861,3.812861
Poland,1977,3.852462,3.852462
Poland,1978,3.962742,3.962742
Poland,1979,3.860626,3.860626
Poland,1983,4.08059,4.08059
Poland,1984,4.651175,4.651175
Poland,1985,4.246272,4.246272
Poland,1986,4.181237,4.181237
Poland,1987,4.44194,4.44194
Poland,1988,4.055269,4.055269
Poland,1989,3.455828,3.455828
Poland,1990,4.15857,4.15857
Poland,1991,4.081217,4.081217
Poland,1992,4.548273,4.548273
Poland,1993,4.538097,4.538097
Poland,1994,4.06301,4.06301
Poland,1995,4.197458,4.197458
Poland,1996,4.055182,4.055182
Poland,1999,3.801051,3.801051
Poland,2000,4.231325,4.231325
Poland,2001,3.653028,3.653028
Poland,2002,4.133393,4.133393
Poland,2003,3.708668,3.708668
Poland,2004,3.808252,3.808252
Portugal,1955,,3.702455
Portugal,1956,,3.940488
Portugal,1957,,3.718987
Portugal,1958,,4.296834
Portugal,1959,,3.593614
Portugal,1960,,3.828558
Portugal,1961,,4.325647
Portugal,1962,,3.634641
Portugal,1963,,3.943712
Portugal,1964,,3.662016
Portugal,1965,,3.698461
Portugal,1966,,4.279377
Portugal,1967,,4.116631
Portugal,1968,,4.191739
Portugal,1969,,3.755364
Portugal,1970,,3.451541
Portugal,1971,,3.051788
Portugal,1972,,3.389121
Portugal,1973,,3.84974
Portugal,1974,,4.067813
Portugal,1975,,3.812816
Portugal,1976,,3.584012
Portugal,1977,,4.169503
Portugal,1978,,4.579728
Portugal,1979,,4.602372
Portugal,1980,,3.716932
Portugal,1981,,4.197906
Portugal,1982,,4.521269
Portugal,1983,,4.759202
Portugal,1984,,5.48386
Portugal,1985,,4.810634
Portugal,1986,,4.44743
Portugal,1987,,4.137074
