Entity,Year,Oil consumption per capita (BP & UN (2017 revision)),Coal consumption per capita (BP & UN (2017 revision)),Gas consumption per capita (BP & UN (2017 revision))
Argentina,1966,11706.10108,428.7451372,2126.026174
Argentina,1967,11816.82948,414.3937791,2191.889719
Argentina,1968,11897.25357,328.3450076,2405.867812
Argentina,1969,12168.9395,431.1854508,2361.867775
Argentina,1970,10731.13716,475.3024296,2628.423124
Argentina,1971,11268.95481,385.261616,2680.264441
Argentina,1972,11090.35854,337.9081332,3019.434854
Argentina,1973,10925.47261,350.5784225,3305.743758
Argentina,1974,10818.89743,441.8805765,3203.376193
Argentina,1975,10006.88688,469.3666753,3503.695768
Argentina,1976,10241.47461,471.6953669,3650.326515
Argentina,1977,10617.70113,368.0376331,3706.150235
Argentina,1978,10457.20795,518.0945905,3554.913143
Argentina,1979,10901.33935,403.3527897,3813.853251
Argentina,1980,10038.18737,386.5355912,4191.452695
Argentina,1981,9137.07123,345.6855935,4272.761963
Argentina,1982,8631.249645,337.9496973,4538.32893
Argentina,1983,8675.88739,302.8306288,4961.358
Argentina,1984,8046.30201,200.7518109,5223.939758
Argentina,1985,7167.719418,230.0374233,5285.733226
Argentina,1986,8122.882264,337.2831297,5980.427157
Argentina,1987,8541.383194,368.8252464,5961.403635
Argentina,1988,8416.478965,377.1918874,6846.326795
Argentina,1989,7521.897846,372.2161872,7195.91988
Argentina,1990,6999.73104,333.7605525,6692.858137
Argentina,1991,7081.234882,257.169425,7024.027715
Argentina,1992,7373.984743,224.616737,7138.275802
Argentina,1993,7208.633236,262.1026723,6909.254301
Argentina,1994,6846.122539,364.5791059,7108.83681
Argentina,1995,6749.390638,322.7902094,7769.015432
Argentina,1996,6931.43716,299.6913227,8471.088193
Argentina,1997,6847.73071,274.577607,8531.297496
Argentina,1998,6930.842162,234.4329834,8758.142234
Argentina,1999,6376.368599,233.4974815,9441.445863
Argentina,2000,6379.678776,192.7741918,9801.227024
Argentina,2001,6067.716675,206.2562938,9069.984345
Argentina,2002,5543.449258,172.1784203,8824.922399
Argentina,2003,5646.606801,206.6460504,9623.916117
Argentina,2004,5857.23697,322.5831896,10245.73536
Argentina,2005,6168.584135,334.9469548,10802.44037
Argentina,2006,6398.917133,310.1947502,11059.98171
Argentina,2007,7034.187922,355.0729619,11501.32759
Argentina,2008,7164.447428,400.8672509,11510.94528
Argentina,2009,6934.489851,272.1907534,10812.1866
Argentina,2010,7918.747538,358.100073,10999.72796
Argentina,2011,7891.320726,432.1537407,11321.02754
Argentina,2012,8177.55942,361.7903976,11619.53786
Argentina,2013,8708.917916,342.4388401,11497.15674
Argentina,2014,8475.994306,402.8957565,11486.84683
Argentina,2015,8620.39701,364.2317673,11616.57602
Australia,1965,15476.90009,17778.95036,3.070407372
Australia,1966,17981.20334,17983.40448,3.995379033
Australia,1967,19201.72525,18013.52156,3.893096507
Australia,1968,20377.24641,18075.24435,26.55015818
Australia,1969,20411.23621,18242.54496,349.7800021
Australia,1970,22106.48726,18040.65423,1331.123965
Australia,1971,22836.62295,17774.88947,1950.108587
Australia,1972,22854.39012,18269.75213,2754.602944
Australia,1973,24027.59646,18758.55664,3448.036353
Australia,1974,25126.73869,19328.68662,3883.385858
Australia,1975,24499.06971,19704.8375,4119.321142
Australia,1976,24747.34546,20135.70974,4806.271313
Australia,1977,25633.21748,20787.11167,5428.996107
Australia,1978,25398.01475,21095.45214,5780.624684
Australia,1979,25530.52977,21801.72671,6578.628491
Australia,1980,24168.32906,22169.52431,7463.428043
Australia,1981,23063.60585,22450.99057,7985.940751
Australia,1982,22660.66597,22384.09019,7683.730089
Australia,1983,22124.20303,22058.57368,8228.414084
Australia,1984,22866.06738,22980.42616,8226.235386
Australia,1985,21388.40672,23404.14775,8649.079091
Australia,1986,21557.70342,23613.30155,9286.782125
Australia,1987,21641.50407,24199.48841,9326.842725
Australia,1988,22269.80013,25034.98057,9385.033371
Australia,1989,22676.54221,25842.70698,9990.611739
Australia,1990,22653.0146,26074.52521,9822.168216
Australia,1991,21721.63591,26242.88997,9504.193177
Australia,1992,21524.32557,26075.69995,9853.036992
Australia,1993,22398.7666,25944.27894,10008.36009
Australia,1994,22989.03786,26185.2472,10885.21267
Australia,1995,23453.32111,26783.95476,10719.98738
Australia,1996,23557.82292,27581.38252,10784.93417
Australia,1997,23727.21226,28669.59851,10479.85452
Australia,1998,23427.87658,29632.03857,10675.48962
Australia,1999,23924.5328,29475.02573,10819.16205
Australia,2000,23536.47754,29282.20031,10907.59196
Australia,2001,23439.09962,28640.62446,11638.53399
Australia,2002,23081.22554,28959.04113,11851.63102
Australia,2003,22780.76133,29456.06421,11814.90184
Australia,2004,23151.48765,30334.80531,11906.32799
Australia,2005,22691.90954,29732.71598,11654.68545
Australia,2006,24228.55016,30024.98689,12789.23774
Australia,2007,23601.01437,29238.62678,14052.68653
Australia,2008,23541.3876,29890.75504,13660.62706
Australia,2009,23285.01124,28418.64552,14033.94464
Australia,2010,22989.01323,25967.49594,14703.76488
Australia,2011,23966.80955,24891.0678,15698.82739
Australia,2012,24408.23247,22979.51265,15514.65231
Australia,2013,24189.43351,21601.6049,16051.49376
Australia,2014,23841.98198,21126.43047,17064.79259
Australia,2015,23388.72667,21543.91197,18859.73701
Austria,1965,8853.255467,8092.213714,2604.894696
Austria,1966,9674.477438,7680.325505,2779.042583
Austria,1967,10239.8863,7225.857272,2646.317904
Austria,1968,11780.73114,7093.638594,2805.944298
Austria,1969,12871.86607,6943.97586,3386.154832
Austria,1970,14075.93745,7431.132334,4087.206553
Austria,1971,15643.57102,6785.60318,4673.874586
Austria,1972,16808.8568,6127.578415,5030.524667
Austria,1973,18141.23844,6069.321377,5510.202429
Austria,1974,16184.69662,6388.791638,5957.636233
Austria,1975,16312.81268,5543.63441,5941.587844
Austria,1976,17732.48931,5897.327605,6764.483905
Austria,1977,16967.00589,4949.898721,6897.576561
Austria,1978,18296.33055,5034.535336,7182.780192
Austria,1979,19089.48994,5472.137816,7131.116268
Austria,1980,18626.94606,5628.924861,6858.212472
Austria,1981,16893.25536,5766.312715,6541.749499
Austria,1982,16015.72891,5485.998762,6334.004476
Austria,1983,15463.11887,5873.370281,6461.999308
Austria,1984,15012.77787,6689.158534,7190.923181
Austria,1985,15020.75282,6673.129462,7697.243884
Austria,1986,15826.661,5941.00527,7463.055274
Austria,1987,16243.79921,5882.625181,7771.221143
Austria,1988,16036.94946,5618.852057,7425.327045
Austria,1989,15706.74548,5623.840583,7945.788997
Austria,1990,16344.44376,6167.901362,8704.973614
Austria,1991,17497.29213,6429.19652,9171.239443
Austria,1992,16918.66857,4965.173938,8939.185721
Austria,1993,16921.67191,4429.648469,9328.010539
Austria,1994,16568.69223,4461.244752,9528.187025
Austria,1995,16476.79678,5048.56073,10347.34139
Austria,1996,16976.78297,5052.503114,10975.49396
Austria,1997,17259.22696,5349.128866,10558.30835
Austria,1998,17904.10083,4704.609473,10828.60422
Austria,1999,17553.81647,4666.425166,11047.03814
Austria,2000,17079.04154,5264.289542,10521.3677
Austria,2001,18511.2046,5418.924273,11111.3583
Austria,2002,18815.22598,5479.814215,10874.88983
Austria,2003,20253.2947,5815.625614,11901.1904
Austria,2004,19604.59449,5668.420573,11955.84342
Austria,2005,19712.93912,5637.619486,12531.80739
Austria,2006,19881.82965,5712.814557,11731.97409
Austria,2007,18785.90671,5460.411622,11063.85603
Austria,2008,18633.76816,5234.820793,11806.57669
Austria,2009,17849.25947,3999.717287,11455.09745
Austria,2010,18502.25569,4680.259201,12408.76283
Austria,2011,17412.28701,4773.101838,11602.8113
Austria,2012,17093.70382,4411.292481,10991.89778
Austria,2013,17266.47401,4445.887361,10461.33758
Austria,2014,16795.91624,4036.986815,9539.202371
Austria,2015,16690.4643,4343.417931,10068.2612
Azerbaijan,1985,14395.83573,160.4990958,20717.35428
Azerbaijan,1986,14839.64417,157.8430341,22638.15691
Azerbaijan,1987,13740.15338,155.2128817,21985.9675
Azerbaijan,1988,13844.32425,152.632597,21350.07242
Azerbaijan,1989,13283.88201,150.1299795,22063.86188
Azerbaijan,1990,13717.64729,142.9107924,22142.36287
Azerbaijan,1991,13024.2122,105.9003343,20855.75905
Azerbaijan,1992,12500.93385,18.67789767,15972.86939
Azerbaijan,1993,12272.72766,4.601833268,11619.35609
Azerbaijan,1994,10998.99369,6.054367754,10725.12105
Azerbaijan,1995,9842.296419,4.487213948,10476.72035
Azerbaijan,1996,8789.244864,4.441444161,7596.423185
Azerbaijan,1997,8285.291558,4.402152045,7170.482275
Azerbaijan,1998,8656.919962,0,6638.363607
Azerbaijan,1999,8269.418446,0,7056.119576
Azerbaijan,2000,9064.10794,0,6763.157722
Azerbaijan,2001,5670.693778,4.256290411,9612.732576
Azerbaijan,2002,5149.676544,2.810191838,9547.391725
Azerbaijan,2003,5942.019712,4.172766652,9691.274099
Azerbaijan,2004,6172.286463,1.266392406,10315.62945
Azerbaijan,2005,7322.375573,4.385797869,10543.36886
Azerbaijan,2006,6476.53732,4.339253053,11027.46634
Azerbaijan,2007,6030.752711,1.653542012,9604.529438
Azerbaijan,2008,4733.651836,9.204782251,10866.85027
Azerbaijan,2009,4316.222131,5.370610157,9172.22583
Azerbaijan,2010,4141.803474,0.677356313,8614.810965
Azerbaijan,2011,5069.5086,4.413561794,9317.280398
Azerbaijan,2012,5231.977793,0.684480273,9653.140142
Azerbaijan,2013,5629.438207,3.637367946,9571.617604
Azerbaijan,2014,5441.187308,2.029879776,10368.98517
Azerbaijan,2015,5481.937391,0.427922411,11589.88411
Bangladesh,1971,118.3577012,0,0
Bangladesh,1972,143.6599624,16.08028111,65.03409077
Bangladesh,1973,160.3351289,20.56319191,88.54833411
Bangladesh,1974,163.422119,17.96628161,95.69014095
Bangladesh,1975,186.9126636,20.37967814,94.27183209
Bangladesh,1976,197.5530231,19.66815594,121.2402021
Bangladesh,1977,189.6788795,20.01577839,131.7818075
Bangladesh,1978,196.1134071,18.86432828,141.461326
Bangladesh,1979,211.2096282,13.64496392,158.2237521
Bangladesh,1980,231.9694428,17.72817545,173.2990176
Bangladesh,1981,232.6798252,17.73478682,176.8344434
Bangladesh,1982,223.1147017,20.91301426,223.4815496
Bangladesh,1983,194.3199187,11.52372412,242.1112315
Bangladesh,1984,190.8588029,4.489988589,272.080746
Bangladesh,1985,207.1440769,6.112122909,300.8133503
Bangladesh,1986,217.4344205,8.985507794,330.1902867
Bangladesh,1987,208.135115,13.77180388,377.6943825
Bangladesh,1988,203.2868011,13.81590082,432.9561792
Bangladesh,1989,215.7627964,14.02705147,446.108304
Bangladesh,1990,203.7110523,30.81863463,468.445091
Bangladesh,1991,184.1932586,9.623188562,471.1642075
Bangladesh,1992,201.0798445,8.832455698,502.2754823
Bangladesh,1993,221.0510513,3.220941926,550.004896
Bangladesh,1994,224.9276992,2.95188826,570.8339195
Bangladesh,1995,287.3531221,31.43709777,617.6691235
Bangladesh,1996,286.7469431,16.8723244,648.9271444
Bangladesh,1997,321.984465,30.31827883,624.5665925
Bangladesh,1998,348.8596278,8.550325978,661.0513984
Bangladesh,1999,303.8427024,4.14455507,706.3084136
Bangladesh,2000,293.7965862,29.15639443,748.6328204
Bangladesh,2001,343.1577404,30.34097195,822.5170173
Bangladesh,2002,337.3877176,31.10626685,849.5313084
Bangladesh,2003,343.7527946,29.22713119,897.903793
Bangladesh,2004,317.3740274,28.79494646,949.6851095
Bangladesh,2005,314.1794882,38.98667493,1005.614752
Bangladesh,2006,313.8376631,37.70741462,1074.506266
Bangladesh,2007,293.1568103,48.86800479,1133.484839
Bangladesh,2008,294.6678321,50.1176362,1196.797182
Bangladesh,2009,272.2977446,59.84520285,1355.006632
Bangladesh,2010,299.2776303,61.81486585,1376.153583
Bangladesh,2011,384.1625824,55.10190796,1383.596973
Bangladesh,2012,406.4674169,67.37469468,1489.96514
Bangladesh,2013,390.5520078,71.16266096,1515.074701
Bangladesh,2014,419.6396158,56.70371111,1570.604939
Bangladesh,2015,446.8654524,49.98691653,1744.146096
Belarus,1985,29635.29458,2519.766389,9419.071187
Belarus,1986,34789.85501,2738.953107,9537.907459
Belarus,1987,34200.35813,2646.800532,10700.60209
Belarus,1988,32949.4559,2820.280281,12322.77682
Belarus,1989,30721.75538,2756.950984,12921.87179
Belarus,1990,28331.6216,2418.574465,13731.13264
Belarus,1991,27369.12673,2295.327894,14356.97854
Belarus,1992,23331.87898,1912.950067,16683.48904
Belarus,1993,16558.23974,1646.001675,15508.4877
Belarus,1994,13497.55415,1156.330103,13593.5326
Belarus,1995,12264.90854,1091.458752,12328.03043
Belarus,1996,12091.24834,1328.961645,13024.82548
Belarus,1997,10572.34837,1405.444603,14952.01127
Belarus,1998,10022.16372,1252.241136,15200.54669
Belarus,1999,9233.492405,1167.170714,15555.45111
Belarus,2000,9153.102362,1164.906485,16591.89709
Belarus,2001,8998.472697,841.5432671,16597.8244
Belarus,2002,9434.795004,799.15802,17192.42684
Belarus,2003,9712.309603,757.3645466,17018.91627
Belarus,2004,9756.463381,746.7201837,19381.41177
Belarus,2005,9094.603641,829.3736015,19985.43776
Belarus,2006,10691.04964,746.1783676,20496.89161
Belarus,2007,9781.436539,847.2621706,20660.39269
Belarus,2008,9673.591884,792.299528,21224.72639
Belarus,2009,11369.79787,756.5461165,17779.02182
Belarus,2010,9176.987062,792.4936734,21811.45082
Belarus,2011,10559.55114,952.4861239,20230.32547
Belarus,2012,12826.27144,971.24319,20471.64414
Belarus,2013,8755.410701,1055.167058,20474.2423
Belarus,2014,9965.04953,965.2737599,20246.98252
Belarus,2015,9448.777792,816.8523096,17179.36488
Belgium,1965,19629.75407,23606.37385,77.82769457
Belgium,1966,19925.58032,21432.8473,139.797084
Belgium,1967,21896.62193,20946.20326,530.5360182
Belgium,1968,25354.61934,21542.22275,1285.753787
Belgium,1969,29140.26666,20906.00495,2639.158444
Belgium,1970,31647.44949,19635.68919,4126.973333
Belgium,1971,32320.51932,16207.35809,5672.452874
Belgium,1972,34885.75492,15432.35515,7130.361918
Belgium,1973,36563.43675,12913.37353,8545.858704
Belgium,1974,32066.85223,13775.22977,9988.360545
Belgium,1975,30235.47252,10262.30209,9844.333356
Belgium,1976,31448.61593,10669.33655,10374.04935
Belgium,1977,30867.78382,10797.44858,10183.61982
Belgium,1978,32865.39117,11034.47294,10076.89075
Belgium,1979,32617.98691,12272.24388,10990.57302
Belgium,1980,30129.12764,12353.28486,10500.71461
Belgium,1981,27577.22108,12781.88234,9673.560046
Belgium,1982,26079.18098,12789.96579,8057.39819
Belgium,1983,23590.45674,10905.37834,8366.311776
Belgium,1984,22767.22626,12636.16489,8625.812621
Belgium,1985,23061.61662,12587.67782,8658.63204
Belgium,1986,26080.56148,10727.60343,7764.987044
Belgium,1987,26237.50929,10660.83917,8550.998668
Belgium,1988,27005.04166,10754.92346,8425.126167
Belgium,1989,26451.3742,11275.80548,9342.946457
Belgium,1990,27724.05938,12316.13502,9494.386873
Belgium,1991,29765.87351,11657.86605,10118.31331
Belgium,1992,30316.39889,10632.60767,10443.26208
Belgium,1993,29724.7505,9761.515195,10811.59448
Belgium,1994,32062.91523,10268.62985,11076.52099
Belgium,1995,31625.89379,9878.23946,12114.81985
Belgium,1996,34380.94487,9411.182692,13461.26059
Belgium,1997,35229.70789,9078.617233,12814.08488
Belgium,1998,35556.97357,9146.840881,14171.29167
Belgium,1999,34145.51016,8006.486491,15122.60657
Belgium,2000,34984.90036,9050.603903,15121.15843
Belgium,2001,34900.07916,8343.402314,14854.19787
Belgium,2002,35610.74821,7186.219143,15010.82742
Belgium,2003,37586.69615,6712.428275,16075.89361
Belgium,2004,37394.24951,6511.506599,16168.6172
Belgium,2005,37077.0216,5703.029027,16240.29121
Belgium,2006,37029.15194,5423.064519,16430.0955
Belgium,2007,37575.76369,4805.357907,16229.33519
Belgium,2008,38787.62313,4907.740232,16009.36825
Belgium,2009,33780.71396,3359.652367,16182.7861
Belgium,2010,34773.88116,4000.692127,18065.58782
Belgium,2011,32233.85495,3708.83639,14988.28424
Belgium,2012,31092.94044,3373.823279,15067.97996
Belgium,2013,31438.45875,3486.962575,14788.20319
Belgium,2014,30798.99914,3454.741491,12864.94035
Belgium,2015,31896.12454,3279.557918,14015.27516
Brazil,1965,2067.403395,241.6590238,6.253438067
Brazil,1966,2190.300569,254.7176215,7.113526453
Brazil,1967,2201.344331,256.227882,7.826776051
Brazil,1968,2574.710682,245.553014,8.055513993
Brazil,1969,2748.850079,267.0511731,8.27261776
Brazil,1970,3054.834312,297.3434301,8.652337649
Brazil,1971,3288.474452,291.9548112,13.2924709
Brazil,1972,3695.574813,299.9284261,17.81071552
Brazil,1973,4431.196811,287.7493616,19.8995309
Brazil,1974,4654.02954,298.0153287,37.38585477
Brazil,1975,4686.056609,345.9206523,39.66410775
Brazil,1976,4953.650953,360.4508124,44.62145079
Brazil,1977,4991.272673,446.4161347,54.35069509
Brazil,1978,5371.514934,501.2647795,69.84676326
Brazil,1979,5563.473202,531.7497327,74.74885431
Brazil,1980,5277.198437,566.5640259,85.3494997
Brazil,1981,4902.120622,541.4606552,74.81196139
Brazil,1982,4926.993285,559.2223476,104.4421329
Brazil,1983,4674.731887,614.6857354,138.0409679
Brazil,1984,4723.458479,742.4006164,157.1334518
Brazil,1985,4784.810507,859.0156084,192.9377568
Brazil,1986,5285.707508,851.9347351,220.1955468
Brazil,1987,5324.821043,874.5787564,240.9765907
Brazil,1988,5343.703761,876.8505671,237.9865028
Brazil,1989,5332.869348,854.1126656,239.5254514
Brazil,1990,5098.686531,747.3665038,214.1909184
Brazil,1991,5087.873919,841.9951577,218.8266015
Brazil,1992,5351.514317,803.4198838,243.741587
Brazil,1993,5468.860026,814.1926124,280.8603222
Brazil,1994,5741.446946,822.3383627,301.789696
Brazil,1995,5886.786335,848.6302991,327.7587244
Brazil,1996,6151.583404,861.7808879,355.3816104
Brazil,1997,6418.290404,853.3296829,380.1335649
Brazil,1998,6545.261289,822.9399666,392.2372165
Brazil,1999,6518.688125,820.8405777,458.4670647
Brazil,2000,6261.242543,862.4768695,563.0451088
Brazil,2001,6287.348676,837.0601615,702.954267
Brazil,2002,6150.017982,799.3870411,819.4806868
Brazil,2003,5880.81458,818.8128522,905.4856074
Brazil,2004,6043.135584,847.9928251,1063.718197
Brazil,2005,6159.339656,808.2962532,1095.09767
Brazil,2006,6154.508375,788.1703228,1139.061068
Brazil,2007,6544.344504,826.4382602,1160.68966
Brazil,2008,7003.662366,829.7914872,1352.329352
Brazil,2009,6979.443417,662.9544111,1078.522939
Brazil,2010,7494.469924,854.6790117,1425.107531
Brazil,2011,7718.451616,904.2865543,1406.769798
Brazil,2012,7788.24094,886.4955026,1651.883324
Brazil,2013,8284.208279,946.8148303,1928.5383
Brazil,2014,8576.117511,997.8122694,2024.679642
Brazil,2015,8279.032431,998.0562227,2120.121147
Bulgaria,1965,5236.171126,8480.843348,77.79292597
Bulgaria,1966,5932.688623,8680.03165,115.1160594
Bulgaria,1967,7410.069795,9358.767608,347.085662
Bulgaria,1968,8722.584111,10098.81405,528.8931953
Bulgaria,1969,10641.63101,10087.26476,546.1126564
Bulgaria,1970,12284.15807,10964.97128,489.3977955
Bulgaria,1971,13437.25902,10757.68831,336.0802377
Bulgaria,1972,13890.70316,11023.93871,225.1234258
Bulgaria,1973,14577.01272,11048.6474,225.5745769
Bulgaria,1974,15085.73665,10806.2752,489.0713897
Bulgaria,1975,15924.37644,11278.15846,1293.005633
Bulgaria,1976,16480.13146,10471.92972,2252.570095
Bulgaria,1977,17080.54695,10394.72908,2864.784078
Bulgaria,1978,17541.14232,11050.32683,3047.146278
Bulgaria,1979,18031.1768,11361.7695,3250.750267
Bulgaria,1980,18301.43911,11883.09874,4166.2842
Bulgaria,1981,16268.81386,12030.85119,4518.690422
Bulgaria,1982,15710.38951,12603.21201,4985.963541
Bulgaria,1983,15112.50996,12523.61256,5226.082126
Bulgaria,1984,14480.35402,12521.02609,5485.091967
Bulgaria,1985,13426.86939,13058.86795,5978.413402
Bulgaria,1986,14155.66106,13427.20382,5938.777833
Bulgaria,1987,13616.50703,13433.49993,6631.681902
Bulgaria,1988,14484.53806,12548.06074,6459.366846
Bulgaria,1989,14175.6803,12863.33516,6678.686221
Bulgaria,1990,8928.981716,11465.87537,7127.571052
Bulgaria,1991,5779.918534,10211.36629,6070.510751
Bulgaria,1992,5262.575057,10128.64739,5431.066188
Bulgaria,1993,6154.107172,11035.21734,5112.676948
Bulgaria,1994,6117.824779,10392.06817,5175.747867
Bulgaria,1995,6752.44475,10578.08986,6317.95116
Bulgaria,1996,6021.26878,10843.47334,6522.562095
Bulgaria,1997,6014.887735,11097.72988,5254.346041
Bulgaria,1998,6336.960299,10718.23804,4436.40136
Bulgaria,1999,5934.024331,9354.738503,3877.396015
Bulgaria,2000,5976.565768,9354.41604,4259.709592
Bulgaria,2001,6192.95191,10623.4862,3611.258292
Bulgaria,2002,6236.308629,9832.757359,3228.162011
Bulgaria,2003,6593.016987,10918.86473,3438.417372
Bulgaria,2004,6455.383673,10844.98449,3383.424613
Bulgaria,2005,7313.624848,10436.14307,4251.0421
Bulgaria,2006,7583.5634,10624.30998,4414.056521
Bulgaria,2007,7437.286811,12086.24427,4482.519969
Bulgaria,2008,7391.150936,11693.13217,4516.611851
Bulgaria,2009,6694.710188,9983.572357,3254.245222
Bulgaria,2010,6101.965132,10823.8024,3608.943912
Bulgaria,2011,5979.253184,12824.40721,4159.001377
Bulgaria,2012,6209.235549,11027.08052,3900.240247
Bulgaria,2013,5790.878542,9488.205638,3790.732935
Bulgaria,2014,6220.685129,10300.44329,3788.555893
Bulgaria,2015,7090.716466,10725.51884,4180.276524
Canada,1965,31775.51602,9134.538608,12084.55308
Canada,1966,32891.9931,8799.656492,13000.54708
Canada,1967,34526.72657,8569.259219,13569.32392
Canada,1968,36135.80219,9152.624744,14855.15103
Canada,1969,36999.88342,8689.612899,16325.47176
Canada,1970,38823.52261,9177.040673,17740.9414
Canada,1971,39215.82925,8582.11298,18630.4925
Canada,1972,40625.35656,7969.698154,20622.63723
Canada,1973,42198.41247,8081.426753,21593.02239
Canada,1974,42270.55822,8090.721725,21507.02048
Canada,1975,40745.81638,7763.140763,21904.74356
Canada,1976,42360.12975,9073.345831,21816.19071
Canada,1977,42279.12757,11454.83228,22607.91222
Canada,1978,42597.50217,9312.104456,22564.95126
Canada,1979,43832.05247,8721.764564,22660.20492
