Entity,Year,Oil consumption per capita (BP & UN (2017 revision)),Coal consumption per capita (BP & UN (2017 revision)),Gas consumption per capita (BP & UN (2017 revision))
Greece,1985,13965.69274,7048.139305,83.33551384
Greece,1986,14107.9411,6693.701143,113.6094493
Greece,1987,15253.26419,7607.572733,129.1183669
Greece,1988,15705.78675,8498.439034,154.1392505
Greece,1989,17101.78296,9084.143383,154.5580774
Greece,1990,16657.67221,9152.698088,156.7540811
Greece,1991,16716.47219,8735.635897,153.453546
Greece,1992,16901.82968,9095.541207,140.3159017
Greece,1993,17030.02397,8985.299007,102.3234762
Greece,1994,17401.21451,9225.898186,51.77907569
Greece,1995,17859.92887,9042.498477,47.29189596
Greece,1996,18559.4112,8495.601472,52.68400296
Greece,1997,18731.29423,9062.725142,181.4367013
Greece,1998,19655.37039,9406.995743,792.7322759
Greece,1999,18888.59654,8979.214295,1413.639679
Greece,2000,19709.83168,9433.538988,1888.632458
Greece,2001,20071.01857,9678.739705,1856.814538
Greece,2002,20091.84082,9305.514613,1991.220205
Greece,2003,20990.45525,9201.231691,2245.713748
Greece,2004,20757.69293,9381.102715,2462.72183
Greece,2005,20723.89278,9204.524491,2472.912621
Greece,2006,21801.94854,8639.95548,2905.969166
Greece,2007,21850.00532,9029.502947,3415.180007
Greece,2008,20732.99989,8473.76587,3548.866483
Greece,2009,19787.7607,8562.568836,2973.781398
Greece,2010,18375.71712,7989.398048,3258.395334
Greece,2011,17309.37629,8030.161856,4026.146058
Greece,2012,15604.78112,8315.701693,3714.820124
Greece,2013,14893.31967,7171.04405,3295.286403
Greece,2014,14848.35583,6903.938276,2524.934065
Greece,2015,15466.01858,5812.408137,2631.61588
Hong Kong,1965,7069.059308,409.9749714,0
Hong Kong,1966,7574.012502,345.4736833,0
Hong Kong,1967,8878.385481,270.9816496,0
Hong Kong,1968,9489.89531,190.3638737,0
Hong Kong,1969,11026.93903,110.1182085,0
Hong Kong,1970,11692.61455,63.05782017,0
Hong Kong,1971,12100.09627,79.74190855,0
Hong Kong,1972,13609.93589,37.81345728,0
Hong Kong,1973,13900.31172,20.04164408,0
Hong Kong,1974,13961.85785,19.66854598,0
Hong Kong,1975,12821.5473,16.47308004,0
Hong Kong,1976,14730.45684,21.35622593,0
Hong Kong,1977,15434.6967,18.10369922,0
Hong Kong,1978,15519.42597,12.51566611,0
Hong Kong,1979,15390.69012,9.713278712,0
Hong Kong,1980,15345.8827,4.732002066,0
Hong Kong,1981,15935.25769,81.07777571,0
Hong Kong,1982,15241.30911,2037.790806,0
Hong Kong,1983,13328.51136,4715.793787,0
Hong Kong,1984,12144.99328,6069.178939,0
Hong Kong,1985,11236.44762,7401.631288,0
Hong Kong,1986,10764.87178,8427.944829,0
Hong Kong,1987,10351.63243,10385.36483,0
Hong Kong,1988,11667.95818,11815.15524,0
Hong Kong,1989,12247.85984,12460.08533,0
Hong Kong,1990,12638.90136,11047.72342,0
Hong Kong,1991,12456.26988,11772.86368,0
Hong Kong,1992,15845.81358,12342.64115,0
Hong Kong,1993,16303.96993,14140.60339,0
Hong Kong,1994,17153.76627,9981.874741,0
Hong Kong,1995,18122.80287,10610.77986,55.57305979
Hong Kong,1996,17467.88992,7756.674747,3443.382256
Hong Kong,1997,16980.81325,6427.496708,5279.713756
Hong Kong,1998,15992.10422,7845.149306,4863.381772
Hong Kong,1999,16758.56181,6598.250448,5276.640261
Hong Kong,2000,17259.15991,7570.879614,4709.923339
Hong Kong,2001,20677.69007,11854.31507,4711.959765
Hong Kong,2002,22496.10954,9170.603395,4451.906956
Hong Kong,2003,22501.86397,11590.77845,2852.964077
Hong Kong,2004,26615.69398,10790.936,4109.366632
Hong Kong,2005,23892.75342,11696.6927,4103.661419
Hong Kong,2006,25793.21722,11622.41933,4480.568647
Hong Kong,2007,27618.59273,12611.3437,4162.788357
Hong Kong,2008,24880.74647,11486.73724,4786.402313
Hong Kong,2009,28104.93497,11921.02753,4619.875917
Hong Kong,2010,29469.96329,10309.00744,5706.995055
Hong Kong,2011,29587.07784,12192.07472,4518.984155
Hong Kong,2012,28163.21345,11932.43817,4137.469588
Hong Kong,2013,28643.81267,12642.58114,3874.9526
Hong Kong,2014,26913.69653,13166.34674,3700.895468
Hong Kong,2015,29312.62498,10751.35603,4688.664567
Hungary,1965,4318.109926,12476.31867,1337.005138
Hungary,1966,4721.095696,11920.08308,1651.217588
Hungary,1967,4969.115589,10300.21973,2110.942095
Hungary,1968,5175.322157,10125.72859,2646.17598
Hungary,1969,5758.955734,10237.76823,3138.179718
Hungary,1970,6655.112605,10367.48071,3506.830762
Hungary,1971,7470.039262,10004.41701,3640.497298
Hungary,1972,8096.942327,9696.47605,3918.864432
Hungary,1973,9072.326924,9720.906519,4641.282908
Hungary,1974,9905.863025,9242.662612,4927.74898
Hungary,1975,11101.63129,8771.713844,5452.814452
Hungary,1976,11550.34047,8844.706747,6515.813223
Hungary,1977,12221.42031,8946.849382,6983.10052
Hungary,1978,13448.55804,8890.664887,7606.372797
Hungary,1979,12597.37412,8923.997594,8003.198401
Hungary,1980,12196.89671,8735.39601,8621.270793
Hungary,1981,11660.34069,8783.942961,8824.911745
Hungary,1982,11066.39833,9184.55713,9242.791651
Hungary,1983,10539.24138,8672.065822,9254.788306
Hungary,1984,11103.95911,8480.502263,9471.913207
Hungary,1985,11363.85252,8369.078408,9716.028961
Hungary,1986,10535.75615,8308.101515,10352.13549
Hungary,1987,11103.69104,8339.148425,10321.319
Hungary,1988,10299.21859,7898.556662,10247.9893
Hungary,1989,9984.10325,7097.32222,10473.62818
Hungary,1990,10395.40451,6983.277719,9988.665921
Hungary,1991,8993.317357,6786.172788,9918.348982
Hungary,1992,9082.47912,5876.89165,8722.729284
Hungary,1993,8634.15817,5458.570702,9386.258256
Hungary,1994,9127.163206,5309.900385,9480.107602
Hungary,1995,8597.345195,5194.477537,10309.71585
Hungary,1996,7960.812694,5338.122783,11522.48073
Hungary,1997,8016.549,5189.209413,10952.91958
Hungary,1998,8406.742317,4841.88083,11059.99316
Hungary,1999,8102.454849,4719.983465,11238.66284
Hungary,2000,7793.119318,4380.941451,10987.91656
Hungary,2001,7634.679402,4130.165328,12219.40957
Hungary,2002,7318.024853,4141.695529,12365.0914
Hungary,2003,7039.723895,4297.22452,13629.98639
Hungary,2004,7295.280186,3879.8933,13466.3611
Hungary,2005,8483.997119,3495.065516,13944.67735
Hungary,2006,8968.931364,3558.659163,13250.15782
Hungary,2007,8975.528156,3636.968473,12420.05444
Hungary,2008,8720.869493,3554.347971,12293.06667
Hungary,2009,8249.301984,2995.276707,10687.51971
Hungary,2010,7844.05067,3198.535835,11498.38904
Hungary,2011,7485.888354,3182.380864,11025.76566
Hungary,2012,7010.253829,3059.718832,9868.575551
Hungary,2013,6977.012201,2671.957184,9226.192281
Hungary,2014,7820.910984,2628.600776,8271.737726
Hungary,2015,8314.340304,2808.861474,8901.59113
India,1965,295.4104106,830.6316791,4.766945401
India,1966,323.2933612,811.5825544,5.240986813
India,1967,326.5608745,808.0429956,6.858450762
India,1968,358.0505324,818.587681,7.461214821
India,1969,420.8667473,851.0376495,8.762687942
India,1970,409.77593,789.0640018,12.43199212
India,1971,420.5471837,782.1490554,12.87983517
India,1972,443.4125388,807.1691301,13.80608526
India,1973,457.1920396,778.0835709,13.45308265
India,1974,437.4587076,858.0115037,14.87587589
India,1975,437.026973,901.1824436,18.60738692
India,1976,449.8730829,917.0505721,22.08984215
India,1977,472.2371397,938.2939489,23.05850298
India,1978,501.8445737,887.5463339,25.17261609
India,1979,529.5464107,921.5425444,30.59785568
India,1980,527.9857818,946.5852257,17.68451097
India,1981,555.0815745,1040.700675,30.16653735
India,1982,564.1251331,1005.529794,38.64168726
India,1983,579.5622608,1042.973457,44.92568969
India,1984,607.7007991,1070.743824,50.28779657
India,1985,644.7285124,1096.883251,60.14061427
India,1986,662.5703203,1152.729546,82.18920697
India,1987,669.143863,1238.539208,92.63505472
India,1988,718.1564631,1300.864279,106.2146301
India,1989,761.4554121,1384.468634,123.6484406
India,1990,774.4525472,1466.470575,144.8843628
India,1991,771.3959005,1529.047061,158.1011015
India,1992,796.8161506,1587.442669,173.2569311
India,1993,788.6509335,1612.047753,172.6100798
India,1994,831.7473847,1631.585809,183.0185912
India,1995,910.946208,1698.742977,204.6813017
India,1996,963.07855,1714.673775,219.2053486
India,1997,1008.647008,1760.491402,233.9001025
India,1998,1059.169787,1785.813635,251.9987422
India,1999,1127.578224,1737.309584,253.57853
India,2000,1172.298125,1815.478642,261.9192898
India,2001,1161.005161,1799.127463,258.0751531
India,2002,1208.365976,1847.534416,264.9772238
India,2003,1222.423977,1903.217374,278.9974855
India,2004,1233.771505,1993.294048,296.164027
India,2005,1239.122171,2147.499681,326.2639003
India,2006,1283.690368,2195.693676,335.7701431
India,2007,1360.988674,2367.257658,357.76955
India,2008,1405.680025,2519.49994,363.245376
India,2009,1461.219896,2689.801133,437.0296723
India,2010,1468.092137,2743.640505,512.811296
India,2011,1520.092155,2841.841937,512.6758624
India,2012,1598.239632,3038.446141,588.9752295
India,2013,1594.967694,3208.96373,403.5840851
India,2014,1625.552043,3483.485539,394.9340936
India,2015,1739.876222,3523.063436,365.7228598
Indonesia,1965,709.5641988,14.95650027,52.17383814
Indonesia,1966,665.0720848,17.8285357,51.79302459
Indonesia,1967,622.6391936,12.18923289,61.60504191
Indonesia,1968,640.4850972,8.870392637,60.91715425
Indonesia,1969,665.0315696,10.40249601,111.7228071
Indonesia,1970,687.6636155,8.811006561,112.9226703
Indonesia,1971,693.2317242,9.862451618,111.2484543
Indonesia,1972,728.5831391,9.606845189,106.2517078
Indonesia,1973,847.6151174,6.271696617,67.39733677
Indonesia,1974,863.8656921,6.66056142,92.51793534
Indonesia,1975,966.4375238,8.273836851,186.5616761
Indonesia,1976,1017.370256,8.070923297,183.5484169
Indonesia,1977,1193.809726,8.469138235,381.1112206
Indonesia,1978,1284.323184,10.99620081,430.0920047
Indonesia,1979,1365.936582,16.14677678,542.0472966
Indonesia,1980,1493.547256,19.94970994,498.9004536
Indonesia,1981,1623.267141,20.79827875,486.6797228
Indonesia,1982,1641.005496,19.1943673,451.8579878
Indonesia,1983,1578.292745,18.76467037,592.7428228
Indonesia,1984,1648.732189,19.22069137,677.0434544
Indonesia,1985,1589.315859,63.43167507,784.0155039
Indonesia,1986,1646.274384,99.86210083,828.5239444
Indonesia,1987,1681.427013,153.5280747,840.5103376
Indonesia,1988,1734.588806,157.3696906,875.634731
Indonesia,1989,1800.943699,231.9041271,962.5261055
Indonesia,1990,2033.170378,219.3429714,976.0625295
Indonesia,1991,2116.086225,218.1574522,1104.242797
Indonesia,1992,2243.050537,261.8256646,1184.075838
Indonesia,1993,2316.013541,300.2399036,1235.50956
Indonesia,1994,2341.707665,295.597524,1440.044996
Indonesia,1995,2453.333251,320.3308987,1495.26236
Indonesia,1996,2565.682033,376.1894552,1533.605727
Indonesia,1997,2802.131714,457.2863383,1576.714699
Indonesia,1998,2631.166413,483.8444991,1498.804573
Indonesia,1999,2713.429004,656.6952077,1606.158932
Indonesia,2000,2985.868049,723.7571818,1608.957391
Indonesia,2001,2990.895085,906.1523484,1641.006795
Indonesia,2002,3078.163791,921.8094455,1759.118471
Indonesia,2003,3072.558111,1220.372811,1849.672291
Indonesia,2004,3227.666049,1105.792982,1669.516454
Indonesia,2005,3154.919755,1249.953964,1655.407243
Indonesia,2006,2958.006691,1460.887707,1665.10208
Indonesia,2007,3083.654905,1808.065707,1533.288856
Indonesia,2008,2959.386649,1551.737521,1733.339124
Indonesia,2009,2955.040809,1611.908352,1813.971369
Indonesia,2010,3101.854214,1893.243769,1872.937828
Indonesia,2011,3458.980786,2218.967844,1793.553564
Indonesia,2012,3477.341439,2477.482242,1776.858933
Indonesia,2013,3436.064843,2630.884542,1695.676752
Indonesia,2014,3430.750721,2056.771698,1676.175316
Indonesia,2015,3234.050167,2304.540961,1639.590075
Iran,1965,3313.110192,98.33374841,346.9716692
Iran,1966,3525.19828,105.2954623,354.2709406
Iran,1967,3787.39622,113.1266258,361.6217733
Iran,1968,4061.089982,121.320864,376.056776
Iran,1969,4308.910368,130.2682638,429.6249371
Iran,1970,4527.609885,139.8992986,992.0193463
Iran,1971,4818.845133,95.97988584,1118.128629
Iran,1972,5207.092914,146.0077622,1246.154816
Iran,1973,6078.697451,238.9070219,1472.994863
Iran,1974,6841.8845,254.3971714,1456.144765
Iran,1975,7761.669782,457.6602917,1442.668401
Iran,1976,8527.926141,438.8264479,1576.54403
Iran,1977,9580.77661,430.2512829,1562.49341
Iran,1978,10086.73584,254.4063268,1170.921366
Iran,1979,10055.34018,354.6010187,1514.807157
Iran,1980,8651.733087,359.7655126,1299.816563
Iran,1981,8271.330712,288.8533697,1357.932155
Iran,1982,8617.988366,374.1027264,1785.768098
Iran,1983,10018.96429,338.7207377,1958.509538
Iran,1984,10342.8447,251.3374863,2188.124866
Iran,1985,10972.24395,237.5162958,2267.41663
Iran,1986,9713.595377,224.8417213,2093.59287
Iran,1987,9851.248317,212.7872207,2465.82784
Iran,1988,9976.135855,211.8110041,2582.295781
Iran,1989,10625.43177,150.777582,3159.469327
Iran,1990,10740.42265,146.9274999,4493.534997
Iran,1991,11251.81261,205.5228627,5124.45148
Iran,1992,11892.1695,178.2591321,5805.029228
Iran,1993,12346.98064,216.4136848,3102.15318
Iran,1994,12582.84349,214.6138946,4843.85984
Iran,1995,12277.258,198.1819247,5830.113176
Iran,1996,12409.63775,203.9249746,6744.52305
Iran,1997,12704.28031,205.2605368,7024.937009
Iran,1998,12226.27388,234.5698733,8017.734681
Iran,1999,12109.09904,219.2483549,9363.431411
Iran,2000,12270.74088,229.2338346,9960.813104
Iran,2001,12255.72452,221.5021545,10988.94839
Iran,2002,12138.04845,207.1325056,12750.80046
Iran,2003,12028.79026,221.7201406,12928.29642
Iran,2004,12247.79189,229.4152319,14845.03443
Iran,2005,13299.1045,257.061971,15271.95909
Iran,2006,14321.43297,245.3220933,16458.49912
Iran,2007,14461.77672,252.8823481,18239.37278
Iran,2008,14861.50511,187.2445604,19136.03955
Iran,2009,14549.108,214.2700629,20272.06289
Iran,2010,13035.53337,200.5319425,21458.82422
Iran,2011,13054.7286,219.8832736,22488.45156
Iran,2012,13031.89784,170.9228886,22111.69151
Iran,2013,14050.36694,215.4821727,22015.80298
Iran,2014,13415.50675,241.0010651,24518.17553
Iran,2015,12383.66254,239.7853586,25159.16058
Ireland,1965,9857.190061,12711.87134,0
Ireland,1966,10949.42291,14419.70968,0
Ireland,1967,12187.22171,15287.4445,0
Ireland,1968,13489.94409,18570.72862,0
Ireland,1969,14535.21581,17552.93522,0
Ireland,1970,16167.68215,8476.107441,0
Ireland,1971,17619.5425,7990.121813,0
Ireland,1972,19127.51308,7330.166529,0
Ireland,1973,20398.7049,7036.250181,0
Ireland,1974,19878.72284,7461.949588,0
Ireland,1975,19109.84678,6212.891701,0
Ireland,1976,19056.48145,6282.711792,0
Ireland,1977,19993.66183,6473.734265,0
Ireland,1978,21015.17821,6028.68794,0
Ireland,1979,21774.6596,6817.01154,884.7027049
Ireland,1980,19353.12652,6378.81217,2552.879181
Ireland,1981,16954.96371,6603.829435,3797.536805
Ireland,1982,14644.66417,6920.881165,5520.779606
Ireland,1983,13198.18697,7451.97034,5927.32948
Ireland,1984,12908.19995,7102.457052,6244.530013
Ireland,1985,12820.87676,8129.675545,6407.176071
Ireland,1986,15855.77819,8919.485819,4510.218276
Ireland,1987,13870.97677,11458.20828,4493.415011
Ireland,1988,12528.9848,11675.25424,5392.840012
Ireland,1989,12897.26736,11704.04192,6119.355623
Ireland,1990,14366.20283,11280.08672,6115.981561
Ireland,1991,15771.6962,10799.20085,6253.396246
Ireland,1992,16443.93877,10251.03798,6164.04642
Ireland,1993,16575.74123,9913.909161,6970.262074
Ireland,1994,17995.9132,9430.798863,7048.292447
Ireland,1995,18195.63774,9431.025379,7449.605578
Ireland,1996,18965.89507,9433.901025,8397.330977
Ireland,1997,20606.83686,8897.060109,8699.480992
Ireland,1998,22825.4452,8865.486911,8707.220502
Ireland,1999,25562.90422,7535.196099,9201.174803
Ireland,2000,24826.61501,7908.823137,10403.85047
Ireland,2001,26676.48856,8157.104871,10683.09027
Ireland,2002,25694.70572,7713.605654,10780.9545
Ireland,2003,24509.01792,7325.693554,10508.37785
Ireland,2004,24940.24703,6718.230512,10289.89411
Ireland,2005,25700.42514,7376.005872,9598.322042
Ireland,2006,25071.39986,6438.291478,10666.89827
Ireland,2007,24899.10468,6208.597268,11330.99655
Ireland,2008,23394.24166,5890.082806,11628.47423
Ireland,2009,20491.73216,4994.999886,10848.23461
Ireland,2010,19216.06517,4985.733949,11816.18344
Ireland,2011,17021.29229,4862.187384,10314.04508
Ireland,2012,16146.84926,5628.162592,10026.12311
Ireland,2013,16262.73957,5084.122549,9541.321251
Ireland,2014,16058.93247,5039.447918,9235.913209
Ireland,2015,16860.64168,5407.74897,9305.169394
Israel,1965,17879.74367,0,319.1248253
Israel,1966,18151.88636,0,402.6857151
Israel,1967,18484.63529,0,440.5612496
Israel,1968,18857.59458,0,553.1464216
Israel,1969,19213.42266,0,555.4764843
Israel,1970,19508.0302,0,494.3650087
Israel,1971,19741.94904,0,449.0293402
Israel,1972,19963.94106,0,429.6531283
Israel,1973,20423.6519,0,180.3657224
Israel,1974,20175.74593,0,213.4496628
Israel,1975,20197.99146,0,189.3779426
Israel,1976,20768.4388,0,177.6107959
Israel,1977,21174.46875,0,172.1736263
Israel,1978,22069.41016,0,165.5746459
Israel,1979,23698.54182,0,115.4477457
Israel,1980,24877.05849,3.105750124,5.382237697
Israel,1981,24855.89867,3.048307416,5.593436458
Israel,1982,23619.56726,1662.084421,122.3435471
Israel,1983,21896.10551,3079.645874,170.4016045
Israel,1984,20033.30071,4902.627654,146.3464245
Israel,1985,18538.32688,5261.261486,135.4634339
Israel,1986,18915.46431,5749.202328,99.94178378
Israel,1987,20845.39342,6024.393177,112.0563419
Israel,1988,22639.00721,5671.946623,101.0403129
Israel,1989,22735.55175,5997.559504,90.7898849
Israel,1990,22942.27609,6124.959763,76.52704413
Israel,1991,22818.17403,6428.428161,61.72717973
Israel,1992,23173.62251,7639.517682,50.97188809
Israel,1993,23198.30263,8321.734107,48.96564056
Israel,1994,24783.7564,8515.612252,43.66076758
Israel,1995,26954.93707,9002.914094,49.29020819
Israel,1996,26245.54102,10607.25036,30.0816853
Israel,1997,24116.28621,11240.64638,34.99945874
Israel,1998,25052.31643,11786.83891,21.48959917
Israel,1999,26110.7115,11327.85494,18.91512539
Israel,2000,26159.31881,12096.39198,16.65862472
Israel,2001,23744.22985,13699.05785,17.11761489
Israel,2002,23031.43023,14226.06687,15.01133867
Israel,2003,23132.30167,14487.40158,13.39702087
Israel,2004,21295.3417,14357.09849,1925.500558
Israel,2005,21463.18908,13984.17104,2599.721035
Israel,2006,20219.2437,13513.58581,3548.287389
Israel,2007,20731.61436,13486.04421,4142.840531
Israel,2008,19681.75033,12944.12952,5559.857751
Israel,2009,17284.16732,12378.51339,6019.908103
Israel,2010,17561.19916,12108.84193,7526.809669
Israel,2011,18199.1741,12188.49209,6859.277341
Israel,2012,21065.1616,13309.2043,3466.747109
Israel,2013,17045.45668,10965.95217,9274.432449
Israel,2014,15522.05708,10071.01258,9977.573023
Israel,2015,16392.12438,9730.393392,10915.3645
Italy,1965,11756.20349,1939.357645,1425.650583
Italy,1966,12865.17113,2002.156344,1545.039248
Italy,1967,14117.92883,2178.499871,1675.667498
Italy,1968,15460.61629,2095.332816,1954.420981
Italy,1969,16901.83719,2136.169818,2131.28622
Italy,1970,18956.84502,2142.421082,2283.594765
Italy,1971,20225.0166,2055.462352,2342.866803
Italy,1972,21021.81668,1899.688143,2668.327301
Italy,1973,22024.69004,1914.774321,2977.787625
Italy,1974,21296.49972,2072.263245,3328.387271
Italy,1975,19869.54167,2066.17506,3814.008731
Italy,1976,20668.63963,2038.648747,4595.342622
Italy,1977,20005.78314,1996.121663,4672.81193
Italy,1978,20700.05053,2022.806241,4586.289586
Italy,1979,21337.35341,2212.410306,4695.982705
Italy,1980,20180.01914,2587.821489,4646.705156
Italy,1981,19663.68477,2644.765396,4493.009147
Italy,1982,18596.8612,2949.685735,4466.251927
Italy,1983,18251.17739,2754.925585,4582.922631
Italy,1984,17333.56839,3119.025103,5389.667601
Italy,1985,17215.60654,3075.366545,5470.75746
Italy,1986,17619.7357,3020.322306,5779.288592
Italy,1987,18362.90561,2996.653445,6407.576069
Italy,1988,18674.19067,2808.155098,6949.680585
Italy,1989,19101.79369,2929.433128,7516.280092
Italy,1990,19059.66658,2866.624994,7951.744285
Italy,1991,18811.48539,2813.135506,8443.757752
Italy,1992,19208.07429,2487.981782,8360.619083
Italy,1993,18828.77866,2163.961135,8525.316012
Italy,1994,18783.88057,2307.865068,8234.61997
Italy,1995,19403.58056,2493.855221,9070.020077
Italy,1996,19139.11141,2283.988288,9361.520868
Italy,1997,19229.34395,2305.015689,9728.053739
Italy,1998,19268.17534,2397.075779,10479.57578
Italy,1999,19198.45298,2393.221779,11385.11727
Italy,2000,18984.96015,2547.594212,11847.45794
Italy,2001,18767.5283,2700.166783,11836.00679
Italy,2002,18691.3349,2761.034728,11695.64049
Italy,2003,18415.93837,2972.231448,12818.05314
Italy,2004,17826.12952,3297.393573,13222.02195
Italy,2005,17140.70094,3255.257885,14074.42307
Italy,2006,17071.01957,3281.230278,13720.20205
Italy,2007,16465.34834,3201.384184,13633.31408
Italy,2008,15711.53931,3087.611917,13587.94539
Italy,2009,14645.79833,2412.409034,12460.63875
Italy,2010,14230.33329,2659.740722,13251.3237
Italy,2011,13722.48907,2988.150672,12419.03601
Italy,2012,12504.99931,3061.279793,11945.7564
Italy,2013,11582.28252,2640.45128,11185.29678
Italy,2014,10889.65041,2550.432262,9896.942568
Italy,2015,11264.3294,2404.210142,10808.54878
Japan,1965,10388.28668,5754.597646,185.4957452
Japan,1966,11682.76635,6062.272902,188.1593043
Japan,1967,14184.97493,6578.005993,192.2832371
Japan,1968,16256.07124,6682.841833,206.5697261
Japan,1969,18999.62016,7043.860375,225.5320777
Japan,1970,22083.61874,6693.361088,340.6007178
Japan,1971,24015.60244,5991.678896,360.0507695
Japan,1972,25253.88365,5770.869898,355.017607
Japan,1973,28582.31261,6014.828475,486.9588107
Japan,1974,27132.65184,6289.694612,656.4951584
Japan,1975,25251.06252,5810.758869,776.5355603
Japan,1976,25936.95196,5618.699412,920.5022481
Japan,1977,26181.16971,5247.834662,1112.900378
Japan,1978,26499.25485,4709.0436,1547.694456
Japan,1979,26556.51072,4986.517366,1820.748581
Japan,1980,23476.48591,5746.207692,2137.232903
Japan,1981,21919.23031,6392.535387,2124.964145
Japan,1982,20371.91237,6052.281097,2160.232011
Japan,1983,20195.13404,5924.889651,2308.885477
Japan,1984,21087.37441,6584.008205,3085.77657
Japan,1985,19805.55161,6832.381004,3286.565582
Japan,1986,19894.64662,6473.04838,3327.0785
Japan,1987,19872.43873,6575.441926,3396.566168
Japan,1988,21300.98638,7077.730294,3587.559083
Japan,1989,22033.07843,7061.915237,3712.237627
Japan,1990,23020.24821,7289.76959,4041.043111
Japan,1991,23271.91308,7207.304868,4258.277462
Japan,1992,23757.80518,7062.743269,4412.930721
Japan,1993,23154.69182,7181.222397,4430.199803
Japan,1994,24438.17331,7498.825227,4724.855254
Japan,1995,24760.24487,7753.526529,4796.745913
Japan,1996,24839.15513,7939.601727,5106.728905
Japan,1997,24474.30798,8139.673933,5290.382954
Japan,1998,23433.72313,7745.934178,5440.646426
Japan,1999,23809.65857,8135.784816,5704.746184
Japan,2000,23435.4417,8708.296891,5932.93272
Japan,2001,22656.78815,8903.252223,6085.676644
Japan,2002,22225.14289,9443.966905,5945.621113
Japan,2003,22727.9181,9692.205934,6519.845653
Japan,2004,22117.89193,9937.340774,6286.698906
Japan,2005,22396.15138,10334.35021,6406.707726
Japan,2006,21554.33886,10173.49536,6824.562542
Japan,2007,20896.07649,10652.80512,7349.695772
Japan,2008,20334.59582,10884.47195,7632.59722
Japan,2009,18115.69652,9193.560267,7119.122151
Japan,2010,18338.89512,10468.56118,7694.971508
Japan,2011,18433.74514,9920.001343,8593.573334
Japan,2012,19712.73225,10487.98607,9528.835207
Japan,2013,18798.16634,10980.91255,9533.305056
Japan,2014,17879.15643,10812.05658,9638.284664
Japan,2015,17177.01824,10895.05283,9276.731783
Kazakhstan,1985,15246.66038,28088.29853,5549.362411
Kazakhstan,1986,13732.01179,29157.62029,6638.57945
Kazakhstan,1987,13123.1678,29935.93498,6852.723233
Kazakhstan,1988,13045.26856,30895.31112,7070.051081
Kazakhstan,1989,13214.87704,29258.25589,7244.393062
Kazakhstan,1990,15155.29274,27224.9241,7691.067408
Kazakhstan,1991,15291.93213,26576.42567,8075.226834
Kazakhstan,1992,14345.99107,26868.33938,8334.107672
Kazakhstan,1993,11175.3146,24564.82845,8043.304739
Kazakhstan,1994,8836.006944,24256.05908,6424.888288
Kazakhstan,1995,8685.700704,19812.36563,6852.656141
Kazakhstan,1996,7486.521611,17934.99242,5807.996025
Kazakhstan,1997,7631.801902,15632.75772,4620.455623
Kazakhstan,1998,6444.142213,15625.80456,4813.730971
Kazakhstan,1999,5378.385009,14643.93605,5308.946337
Kazakhstan,2000,5457.634248,13778.24626,3372.349136
Kazakhstan,2001,5931.7754,17243.90539,2966.05041
Kazakhstan,2002,6386.410511,17394.21091,3110.323316
Kazakhstan,2003,6795.983542,19045.85649,3629.673647
Kazakhstan,2004,6886.580416,20099.69163,3970.682296
Kazakhstan,2005,6982.461199,20118.5376,4707.19612
Kazakhstan,2006,7894.580281,21003.56137,4926.45053
Kazakhstan,2007,8512.6716,22860.6861,5972.269302
Kazakhstan,2008,8342.332668,24557.60765,5820.165743
Kazakhstan,2009,6674.113266,22231.18509,5363.843443
Kazakhstan,2010,7002.396739,23675.60556,5667.413142
Kazakhstan,2011,8058.879851,25387.77964,6266.552846
Kazakhstan,2012,7925.059186,25067.43313,6671.539449
Kazakhstan,2013,8165.491573,24504.34207,6808.872192
Kazakhstan,2014,8176.722943,27249.5115,7494.772728
Kazakhstan,2015,8637.510006,23452.96617,7580.35148
Kuwait,1965,133817.2891,0,29053.26531
Kuwait,1966,117961.2112,0,28185.55947
Kuwait,1967,104504.8103,0,27497.88863
Kuwait,1968,93197.67705,0,26982.31367
Kuwait,1969,83760.30228,0,26671.64885
Kuwait,1970,75881.0311,0,28546.77563
Kuwait,1971,69883.76592,0,27494.77621
Kuwait,1972,71241.24156,0,30456.14109
Kuwait,1973,63723.5724,0,32092.2049
Kuwait,1974,55122.4252,0,31798.15388
Kuwait,1975,41359.8357,0,32804.19342
Kuwait,1976,45240.45431,0,37136.25209
Kuwait,1977,41201.39184,0,38115.55937
Kuwait,1978,41656.13257,0,40254.01576
Kuwait,1979,43954.22576,0,50343.33757
Kuwait,1980,35525.99325,0,31051.34524
Kuwait,1981,46133.42703,0,33979.47735
Kuwait,1982,50696.57265,0,25456.02039
Kuwait,1983,53263.0305,0,26723.4876
Kuwait,1984,53527.276,0,27659.15403
Kuwait,1985,50305.44096,0,25279.7882
Kuwait,1986,49120.63853,0,32664.74956
Kuwait,1987,45848.11176,0,25752.52341
Kuwait,1988,42889.11341,0,35114.42774
Kuwait,1989,42029.08821,0,40731.27789
Kuwait,1990,18101.8139,0,20887.98661
Kuwait,1991,19915.97815,0,2570.9094
Kuwait,1992,29820.09279,0,14306.36395
Kuwait,1993,33336.32691,0,31922.77241
Kuwait,1994,47933.77374,0,37554.41328
Kuwait,1995,51151.31708,0,60292.70152
Kuwait,1996,49221.5549,0,59670.2661
Kuwait,1997,50894.366,0,56566.3721
Kuwait,1998,66566.38772,0,54098.2371
