Entity,Year,"Real GDP per capita in 2011US$, multiple benchmarks (Maddison Project Database (2018))","Real GDP per capita in 2011US$, 2011 benchmark (Maddison Project Database (2018))",Population (Maddison Project Database (2018)),"Total real GDP in 2011US$, multiple benchmarks (Maddison Project Database (2018))","Total real GDP in 2011US$, 2011 benchmark (Maddison Project Database (2018))",Maddison region definition (Maddison (2010)),Average real GDP per capita across Maddison's definitions (Maddison Project Database (2018)),Average real GDP per capita across OWID regions (OWID calculations based on Maddison Project Database (2018)),"Real GDP per capita, 2011 benchmarks, by region (Maddison Project Database (2018))",Population by region (Maddison Project Database (2018))
Spain,1844,,,14312000,,,Western Europe Maddison definition,,,,
Spain,1845,,,14407000,,,Western Europe Maddison definition,,,,
Spain,1846,,,14503000,,,Western Europe Maddison definition,,,,
Spain,1847,,,14600000,,,Western Europe Maddison definition,,,,
Spain,1848,,,14697000,,,Western Europe Maddison definition,,,,
Spain,1849,,,14795000,,,Western Europe Maddison definition,,,,
Spain,1850,2455,2017,14894000,36564770816,30041198592,Western Europe Maddison definition,,,,
Spain,1851,2477,2036,14974000,37090598912,30487064576,Western Europe Maddison definition,,,,
Spain,1852,2572,2113,15055000,38721458176,31811215360,Western Europe Maddison definition,,,,
Spain,1853,2572,2113,15136000,38929793024,31982368768,Western Europe Maddison definition,,,,
Spain,1854,2597,2134,15217000,39518547968,32473077760,Western Europe Maddison definition,,,,
Spain,1855,2723,2238,15299000,41659179008,34239162368,Western Europe Maddison definition,,,,
Spain,1856,2591,2129,15381000,39852171264,32746149888,Western Europe Maddison definition,,,,
Spain,1857,2509,2061,15455000,38776594432,31852754944,Western Europe Maddison definition,,,,
Spain,1858,2555,2100,15526000,39668928512,32604600320,Western Europe Maddison definition,,,,
Spain,1859,2680,2202,15584000,41765117952,34315968512,Western Europe Maddison definition,,,,
Spain,1860,2779,2284,15642000,43469119488,35726327808,Western Europe Maddison definition,,,,
Spain,1861,2781,2286,15699000,43658919936,35887915008,Western Europe Maddison definition,,,,
Spain,1862,2782,2286,15754000,43827625984,36013645824,Western Europe Maddison definition,,,,
Spain,1863,2820,2318,15809000,44581380096,36645261312,Western Europe Maddison definition,,,,
Spain,1864,2801,2302,15864000,44435062784,36518928384,Western Europe Maddison definition,,,,
Spain,1865,2684,2206,15920000,42729279488,35119521792,Western Europe Maddison definition,,,,
Spain,1866,2846,2339,15976000,45467697152,37367865344,Western Europe Maddison definition,,,,
Spain,1867,2802,2303,16032000,44921663488,36921696256,Western Europe Maddison definition,,,,
Spain,1868,2449,2012,16088000,39399510016,32369055744,Western Europe Maddison definition,,,,
Spain,1869,2534,2082,16144000,40908894208,33611808768,Western Europe Maddison definition,,,,
Spain,1870,2604,2140,16201000,42187403264,34670141440,Western Europe Maddison definition,,,,
Spain,1871,2805,2305,16258000,45603688448,37474689024,Western Europe Maddison definition,,,,
Spain,1872,3234,2657,16315000,52762710016,43348955136,Western Europe Maddison definition,,,,
Spain,1873,3494,2871,16372000,57203769344,47004012544,Western Europe Maddison definition,,,,
Spain,1874,3190,2621,16429000,52408508416,43060408320,Western Europe Maddison definition,,,,
Spain,1875,3278,2694,16487000,54044385280,44415979520,Western Europe Maddison definition,,,,
Spain,1876,3378,2776,16545000,55889010688,45928919040,Western Europe Maddison definition,,,,
Spain,1877,3746,3078,16603000,62194839552,51104034816,Western Europe Maddison definition,,,,
Spain,1878,3593,2952,16677000,59920461824,49230503936,Western Europe Maddison definition,,,,
Spain,1879,3335,2741,16768000,55921278976,45961089024,Western Europe Maddison definition,,,,
Spain,1880,3629,2982,16859000,61181313024,50273538048,Western Europe Maddison definition,,,,
Spain,1881,3654,3003,16951000,61938954240,50903851008,Western Europe Maddison definition,,,,
Spain,1882,3668,3014,17043000,62513725440,51367600128,Western Europe Maddison definition,,,,
Spain,1883,3719,3056,17136000,63728783360,52367613952,Western Europe Maddison definition,,,,
Spain,1884,3730,3065,17230000,64267898880,52809949184,Western Europe Maddison definition,,,,
Spain,1885,3590,2950,17323000,62189568000,51102851072,Western Europe Maddison definition,,,,
Spain,1886,3506,2881,17418000,61067509760,50181259264,Western Europe Maddison definition,,,,
Spain,1887,3429,2818,17513000,60052078592,49351634944,Western Europe Maddison definition,,,,
Spain,1888,3564,2929,17600000,62726397952,51550400512,Western Europe Maddison definition,,,,
Spain,1889,3555,2921,17678000,62845288448,51637436416,Western Europe Maddison definition,,,,
Spain,1890,3546,2914,17757000,62966321152,51743899648,Western Europe Maddison definition,,,,
Spain,1891,3613,2969,17836000,64441466880,52955082752,Western Europe Maddison definition,,,,
Spain,1892,3917,3218,17916000,70176972800,57653686272,Western Europe Maddison definition,,,,
Spain,1893,3748,3080,17996000,67449008128,55427678208,Western Europe Maddison definition,,,,
Spain,1894,3790,3115,18076000,68508041216,56306741248,Western Europe Maddison definition,,,,
Spain,1895,3726,3062,18157000,67652980736,55596732416,Western Europe Maddison definition,,,,
Spain,1896,3356,2758,18238000,61206728704,50300403712,Western Europe Maddison definition,,,,
Spain,1897,3555,2921,18320000,65127600128,53512720384,Western Europe Maddison definition,,,,
Spain,1898,3784,3109,18402000,69633171456,57211817984,Western Europe Maddison definition,,,,
Spain,1899,3795,3119,18484000,70146777088,57651597312,Western Europe Maddison definition,,,,
Spain,1900,3853,3166,18566000,71534796800,58779955200,Western Europe Maddison definition,,,,
Spain,1901,4154,3413,18659000,77509484544,63683166208,Western Europe Maddison definition,,,,
Spain,1902,3944,3241,18788000,74099875840,60891906048,Western Europe Maddison definition,,,,
Spain,1903,3905,3209,18919000,73878691840,60711071744,Western Europe Maddison definition,,,,
Spain,1904,3831,3148,19050000,72980553728,59969400832,Western Europe Maddison definition,,,,
Spain,1905,3775,3102,19133000,72227078144,59350564864,Western Europe Maddison definition,,,,
Spain,1906,3995,3283,19316000,77167419392,63414427648,Western Europe Maddison definition,,,,
Spain,1907,4071,3346,19450000,79180947456,65079701504,Western Europe Maddison definition,,,,
Spain,1908,4199,3451,19585000,82237415424,67587833856,Western Europe Maddison definition,,,,
Spain,1909,4288,3523,19721000,84563648512,69477081088,Western Europe Maddison definition,,,,
Spain,1910,4064,3340,19858000,80702914560,66325721088,Western Europe Maddison definition,,,,
Spain,1911,4359,3582,19994000,87153844224,71618510848,Western Europe Maddison definition,,,,
Spain,1912,4197,3449,20128000,84477214720,69421473792,Western Europe Maddison definition,,,,
Spain,1913,4416,3629,20263000,89481404416,73534423040,Western Europe Maddison definition,,,,
Spain,1914,4265,3504,20398000,86997467136,71474593792,Western Europe Maddison definition,,,,
Spain,1915,4280,3517,20535000,87889797120,72221597696,Western Europe Maddison definition,,,,
Spain,1916,4430,3640,20673000,91581390848,75249721344,Western Europe Maddison definition,,,,
Spain,1917,4340,3566,20811000,90319740928,74212024320,Western Europe Maddison definition,,,,
Spain,1918,4290,3525,20950000,89875496960,73848750080,Western Europe Maddison definition,,,,
Spain,1919,4355,3579,21091000,91851309056,75484692480,Western Europe Maddison definition,,,,
Spain,1920,4670,3837,21232000,99153436672,81467187200,Western Europe Maddison definition,,,,
Spain,1921,4783,3930,21411000,102409000000,84145233920,Western Europe Maddison definition,,,,
Spain,1922,4935,4055,21628000,106734000000,87701536768,Western Europe Maddison definition,,,,
Spain,1923,4943,4062,21847000,107990000000,88742510592,Western Europe Maddison definition,,,,
Spain,1924,5066,4163,22069000,111802000000,91873247232,Western Europe Maddison definition,,,,
Spain,1925,5363,4407,22292000,119552000000,98240847872,Western Europe Maddison definition,,,,
Spain,1926,5256,4319,22518000,118355000000,97255243776,Western Europe Maddison definition,,,,
Spain,1927,5700,4684,22747000,129658000000,106547000000,Western Europe Maddison definition,,,,
Spain,1928,5625,4622,22977000,129246000000,106200000000,Western Europe Maddison definition,,,,
Spain,1929,6009,4938,23210000,139469000000,114611000000,Western Europe Maddison definition,,,,
Spain,1930,5606,4642,23445000,131433000000,108832000000,Western Europe Maddison definition,,,,
Spain,1931,5370,4480,23675000,127135000000,106064000000,Western Europe Maddison definition,,,,
Spain,1932,5427,4562,23897000,129689000000,109018000000,Western Europe Maddison definition,,,,
Spain,1933,5154,4366,24122000,124325000000,105317000000,Western Europe Maddison definition,,,,
Spain,1934,5242,4475,24349000,127637000000,108962000000,Western Europe Maddison definition,,,,
Spain,1935,5235,4504,24579000,128671000000,110704000000,Western Europe Maddison definition,,,,
Spain,1936,3923,3402,24810000,97329627136,84403617792,Western Europe Maddison definition,,,,
Spain,1937,3591,3139,25043000,89929416704,78609973248,Western Europe Maddison definition,,,,
Spain,1938,3539,3119,25279000,89462382592,78845198336,Western Europe Maddison definition,,,,
Spain,1939,3842,3413,25517000,98036310016,87089520640,Western Europe Maddison definition,,,,
Spain,1940,4189,3752,25757000,107896000000,96640262144,Western Europe Maddison definition,,,,
Spain,1941,4181,3776,25979000,108618000000,98096701440,Western Europe Maddison definition,,,,
Spain,1942,4409,4015,26182000,115436000000,105121000000,Western Europe Maddison definition,,,,
Spain,1943,4576,4201,26387000,120747000000,110852000000,Western Europe Maddison definition,,,,
Spain,1944,4696,4349,26594000,124885000000,115657000000,Western Europe Maddison definition,,,,
Spain,1945,4253,3972,26802000,113989000000,106458000000,Western Europe Maddison definition,,,,
Spain,1946,4362,4109,27012000,117826000000,110992000000,Western Europe Maddison definition,,,,
Spain,1947,4375,4157,27223000,119101000000,113166000000,Western Europe Maddison definition,,,,
Spain,1948,4294,4115,27437000,117814000000,112903000000,Western Europe Maddison definition,,,,
Spain,1949,4203,4064,27651000,116217000000,112374000000,Western Europe Maddison definition,,,,
Spain,1950,4201,4098,28063000,117893000000,115002000000,Western Europe Maddison definition,,,,
Spain,1951,4593,4485,28298000,129973000000,126917000000,Western Europe Maddison definition,,,,
Spain,1952,4930,4856,28550000,140752000000,138639000000,Western Europe Maddison definition,,,,
Spain,1953,4848,4812,28804000,139642000000,138605000000,Western Europe Maddison definition,,,,
Spain,1954,5069,5120,29060000,147305000000,148787000000,Western Europe Maddison definition,,,,
Spain,1955,5103,5256,29319000,149615000000,154101000000,Western Europe Maddison definition,,,,
Spain,1956,5388,5644,29579000,159372000000,166944000000,Western Europe Maddison definition,,,,
Spain,1957,5473,5797,29842000,163325000000,172994000000,Western Europe Maddison definition,,,,
Spain,1958,5740,6123,30106000,172808000000,184339000000,Western Europe Maddison definition,,,,
Spain,1959,5577,6017,30373000,169390000000,182754000000,Western Europe Maddison definition,,,,
Spain,1960,5472,5960,30641000,167668000000,182620000000,Western Europe Maddison definition,,,,
Spain,1961,5976,6611,30904000,184682000000,204306000000,Western Europe Maddison definition,,,,
Spain,1962,6413,7197,31158000,199816000000,224244000000,Western Europe Maddison definition,,,,
Spain,1963,6884,7854,31430000,216364000000,246851000000,Western Europe Maddison definition,,,,
Spain,1964,7102,8218,31741000,225425000000,260848000000,Western Europe Maddison definition,,,,
Spain,1965,7415,8778,32085000,237910000000,281642000000,Western Europe Maddison definition,,,,
Spain,1966,7797,9324,32452000,253028000000,302582000000,Western Europe Maddison definition,,,,
Spain,1967,8144,9719,32850000,267530000000,319269000000,Western Europe Maddison definition,,,,
Spain,1968,8519,10183,33239000,283163000000,338473000000,Western Europe Maddison definition,,,,
Spain,1969,9104,11012,33566000,305585000000,369629000000,Western Europe Maddison definition,,,,
Spain,1970,9218,11253,33876000,312269000000,381207000000,Western Europe Maddison definition,,,,
Spain,1971,9487,11705,34195000,324408000000,400252000000,Western Europe Maddison definition,,,,
Spain,1972,10230,12773,34513000,353068000000,440835000000,Western Europe Maddison definition,,,,
Spain,1973,10804,13770,34837000,376379000000,479705000000,Western Europe Maddison definition,,,,
Spain,1974,11198,14658,35184000,393990000000,515727000000,Western Europe Maddison definition,,,,
Spain,1975,11329,14933,35564000,402905000000,531077000000,Western Europe Maddison definition,,,,
Spain,1976,11836,15443,35997000,426060000000,555902000000,Western Europe Maddison definition,,,,
Spain,1977,12270,15784,36439000,447107000000,575153000000,Western Europe Maddison definition,,,,
Spain,1978,12656,16058,36861000,466513000000,591914000000,Western Europe Maddison definition,,,,
Spain,1979,12871,16186,37200000,478801000000,602119000000,Western Europe Maddison definition,,,,
Spain,1980,13352,16574,37488000,500540000000,621326000000,Western Europe Maddison definition,,,,
Spain,1981,12607,16440,37751000,475927000000,620626000000,Western Europe Maddison definition,,,,
Spain,1982,12253,16618,37983000,465406000000,631201000000,Western Europe Maddison definition,,,,
Spain,1983,11968,16846,38184000,456986000000,643248000000,Western Europe Maddison definition,,,,
Spain,1984,11585,16928,38363000,444435000000,649409000000,Western Europe Maddison definition,,,,
Spain,1985,11538,17381,38535000,444617000000,669777000000,Western Europe Maddison definition,,,,
Spain,1986,12383,18028,38708000,479321000000,697828000000,Western Europe Maddison definition,,,,
Spain,1987,13449,19248,38881000,522911000000,748381000000,Western Europe Maddison definition,,,,
Spain,1988,14597,20436,39054000,570071000000,798108000000,Western Europe Maddison definition,,,,
Spain,1989,15817,21722,39215000,620264000000,851828000000,Western Europe Maddison definition,,,,
Spain,1990,16764,22735,39351000,659680000000,894645000000,Western Europe Maddison definition,,,,
Spain,1991,17846,23425,39451000,704043000000,924140000000,Western Europe Maddison definition,,,,
Spain,1992,18192,23671,39645000,721222000000,938437000000,Western Europe Maddison definition,,,,
Spain,1993,18250,23166,39851000,727281000000,923188000000,Western Europe Maddison definition,,,,
Spain,1994,19045,23690,40041000,762581000000,948571000000,Western Europe Maddison definition,,,,
Spain,1995,20117,24465,40218000,809066000000,983933000000,Western Europe Maddison definition,,,,
Spain,1996,20655,25017,40386000,834173000000,1010340000000,Western Europe Maddison definition,,,,
Spain,1997,22161,25856,40556000,898761000000,1048620000000,Western Europe Maddison definition,,,,
Spain,1998,23756,26949,40724000,967439000000,1097470000000,Western Europe Maddison definition,,,,
Spain,1999,24842,28127,40889000,1015760000000,1150080000000,Western Europe Maddison definition,,,,
Spain,2000,26424,29481,41072000,1085290000000,1210840000000,Western Europe Maddison definition,,,,
Spain,2001,27372,30501,41359000,1132080000000,1261490000000,Western Europe Maddison definition,,,,
Spain,2002,28263,30902,41947000,1185550000000,1296250000000,Western Europe Maddison definition,,,,
Spain,2003,27722,31315,42712000,1184060000000,1337530000000,Western Europe Maddison definition,,,,
Spain,2004,28220,31823,43456000,1226330000000,1382900000000,Western Europe Maddison definition,,,,
Spain,2005,29465,32406,44196000,1302240000000,1432220000000,Western Europe Maddison definition,,,,
Spain,2006,31493,33211,44950000,1415610000000,1492830000000,Western Europe Maddison definition,,,,
Spain,2007,33516,33801,45789000,1534660000000,1547710000000,Western Europe Maddison definition,,,,
Spain,2008,33492,33643,46526000,1558250000000,1565270000000,Western Europe Maddison definition,,,,
Spain,2009,32962,32181,46940000,1547240000000,1510580000000,Western Europe Maddison definition,,,,
Spain,2010,32160,32042,47156000,1516540000000,1510970000000,Western Europe Maddison definition,,,,
Spain,2011,31600,31600,47324000,1495440000000,1495440000000,Western Europe Maddison definition,,,,
Spain,2012,31491,30699,47355000,1491260000000,1453750000000,Western Europe Maddison definition,,,,
Spain,2013,31527,30280,47200000,1488070000000,1429220000000,Western Europe Maddison definition,,,,
Spain,2014,32300,30819,47059000,1520010000000,1450310000000,Western Europe Maddison definition,,,,
Spain,2015,33376,31847,47025000,1569510000000,1497610000000,Western Europe Maddison definition,,,,
Spain,2016,31556,30110,47024000,1483890000000,1415890000000,Western Europe Maddison definition,,,,
Sri Lanka,1820,640,799,1213000,776320000,969187008,East Asia Maddison definition,,,,
Sri Lanka,1850,656,819,2217000,1454352000,1815723008,East Asia Maddison definition,,,,
