Entity,Year,Number of people working in agriculture (GGDC 2017),Number of people working in mining (GGDC 2017),Number of people working in manufacturing (GGDC 2017),Number of people working in utilities (GGDC 2017),Number of people working in construction (GGDC 2017),"Number of people working in trade, restaurants and hotels (GGDC 2017)","Number of people working in transport, storage and communication (GGDC 2017)","Number of people working in finance, insurance, real estate and business services (GGDC 2017)",Number of people working in government services (GGDC 2017),"Number of people working in community, social and personal services (GGDC 2017)",Total number of people in all 10 sectors (GGDC 2017)
Argentina,1962,1645.40906824005,58.21412601069,1990.25955280056,107.17139431772,441.31529261403,1168.34077690461,561.42262683486,258.70861236091,1021.56914395873,508.76742976126,7761.17802380341
Argentina,1963,1737.75097707267,57.64215131531,1927.19581078167,114.13952145614,433.73588074138,1149.90501181089,562.55976145691,279.92115138395,1051.76358346603,545.06416542155,7859.67801490650
Argentina,1964,1735.06922667186,52.15306396916,2029.15705114941,113.14686289924,435.74714165287,1164.74479877383,574.90469037178,272.81656787686,1045.25128164362,536.43742094941,7959.42810595802
Argentina,1965,1717.81984063351,48.53971038500,2094.27236832946,116.85006867698,415.61490289625,1239.54481721399,582.03681150171,272.06614418087,1037.57579317986,536.12370544280,8060.44416244043
Argentina,1966,1656.53758618125,49.29825463999,2051.68717353798,122.15284801863,453.59647154725,1282.79847376125,582.73027434000,288.51364529012,1100.40737370226,571.56073282759,8159.28283384632
Argentina,1967,1689.12296329091,51.60636427598,1979.70325453009,123.94453836761,504.12391353335,1324.49447293576,571.37065838492,298.26828510061,1136.33865372073,580.36037935669,8259.33348349665
Argentina,1968,1562.28039278904,53.38160711612,2005.64108095778,124.81587836486,578.26370575657,1393.70547770103,578.49729768790,308.08115902239,1175.73759610344,580.20677739581,8360.61097289493
Argentina,1969,1541.61466648234,47.55316278051,2049.49721669568,112.64816576618,654.46773587932,1475.26594478970,597.03240116175,295.32583173803,1129.65735331557,560.06786717017,8463.13034577925
Argentina,1970,1533.47632263387,42.83453415178,2013.22310513385,102.80288196428,728.18708058033,1507.77560214280,616.81729178569,286.26259906342,1158.48665515383,577.04075774697,8566.90683035682
Argentina,1971,1506.31370648600,43.25269496288,2009.78450884952,102.85545064842,750.18722132287,1537.82204724129,599.09074011811,281.96078440936,1213.26418066544,604.32537487061,8648.85670957449
Argentina,1972,1482.53248365414,43.63012605481,2012.01418205706,102.80245921925,763.19197913575,1555.29300394265,581.27660598505,296.14001761579,1264.74282784475,629.96682481221,8731.59051032145
Argentina,1973,1458.81293628433,44.03925250700,2004.78249648490,102.81580313237,778.46391826561,1573.67528018155,564.35614518136,305.73480086588,1323.30068044157,659.13441814113,8815.11573148570
Argentina,1974,1438.04138178529,45.92853565188,2068.43539479266,106.24424863966,835.70821228686,1643.63860131643,566.12568714361,327.91427895796,1404.33953687608,699.49977143707,9135.87564888750
Argentina,1975,1486.64098979338,47.38244248583,1984.92287047065,108.60333752917,728.97152661611,1599.61839879745,561.77789756800,434.70767747783,1496.56314227997,745.43623424194,9194.62451726032
Argentina,1976,1390.22232848339,46.05354007244,1982.92002934498,104.59035677665,868.69118184350,1674.40976274600,525.20296136952,371.88856948293,1493.56268626299,743.94171084289,9201.48312722527
Argentina,1977,1331.32131395779,47.12209434882,2038.03390450827,106.03667638251,909.44872971244,1776.37882455303,516.89897825510,264.65514674920,1642.66909501542,818.21142703569,9450.77619051826
Argentina,1978,1321.31274115265,47.32266066082,2079.36348668137,105.51241752198,864.03391694537,1713.15775253337,499.30646117921,405.46837989763,1669.83378993529,831.74212768796,9537.05373419563
Argentina,1979,1291.19524188741,48.37004467071,2029.68332401827,106.85966420931,902.26638907167,1753.10015975471,490.89822590422,382.73370485865,1801.09823521153,897.12478413071,9703.32977371720
Argentina,1980,1257.06063807702,49.37319096108,2078.71171657911,108.07653443593,1050.00849764438,1781.54206760590,481.97344726622,414.17754883432,1676.15037646811,834.88841156016,9731.96242943225
Argentina,1981,1243.27906387489,49.78531839237,1924.81477516975,110.61533810037,989.88116292245,1927.68188562659,502.66217216683,494.09071997405,1676.57320426357,835.09902155761,9754.48266204849
Argentina,1982,1227.22499218707,36.69421567918,1781.20452704589,82.75333780477,792.48840657467,1972.55841289416,383.19119581055,496.69105277729,2093.30339555539,1042.67180997885,9908.78134630781
Argentina,1983,1254.05638901409,42.87576593995,1895.70926663447,98.14623635566,794.14286281877,2060.51714991405,463.09789025797,547.30265179716,2041.93909389488,1017.08731539752,10214.87462202450
Argentina,1984,1260.14460560762,44.74502816732,2104.91781289477,103.96338055289,786.34174957199,1988.87829924164,499.86035699396,516.71122913394,2101.05891476925,1046.53482442444,10453.15620135780
Argentina,1985,1274.89475302413,55.23713887181,1939.15802479339,130.26886541972,830.42302272501,2037.17840657152,638.23127601835,618.72216223813,2005.66934470744,999.02139857292,10528.80439294240
Argentina,1986,1320.88986475207,42.94523488718,2090.73998283316,102.80122412765,837.15110654024,2155.95716314002,513.22155474853,626.86196052167,2102.18851996665,1047.09747936411,10839.85409088130
Argentina,1987,1300.66734802119,45.74275519749,2100.29945920086,111.14232348389,889.11039040841,2229.98439418101,565.39924390450,568.46734172962,2172.68092543779,1082.20965859164,11065.70384015640
Argentina,1988,1314.02546310928,45.89979381125,2097.52791957862,108.64282681552,870.72740726931,2290.66020087760,579.45649343411,585.66417537287,2263.86765175732,1127.62965321808,11284.10158524400
Argentina,1989,1325.29636105966,45.48826650762,2068.87626529153,104.88729368454,842.18786799250,2323.91240337500,586.52520743204,595.92559165394,2329.73408410031,1160.43764100128,11383.27098209840
Argentina,1990,1338.94381993340,45.99298036009,2081.92364777204,103.31139277348,831.07316853661,2405.37255543702,605.69786593471,618.64132480620,2446.04919286824,1218.37405157820,11695.38000000000
Argentina,1991,1344.68841396894,46.72867853682,2105.20726298773,102.25235840820,824.07990100705,2501.75473046381,628.52880490629,645.33556280550,2580.61846826068,1285.40283977913,12064.59702112410
Argentina,1992,1323.75461126902,50.62931555857,2140.86379189767,100.76785167533,819.07748670459,2582.36246897816,676.02309526504,647.92459096952,2615.55397972615,1302.80417445885,12259.76136650290
Argentina,1993,1312.67125274352,45.04567210915,2041.90097527257,104.07877495973,679.72207003149,2689.99253815357,734.63474311380,736.55645881430,2556.77153588467,1273.52471251114,12174.89873359390
Argentina,1994,1303.46913832483,54.74313671958,1977.54630188224,111.07484220555,647.61067034578,2545.89932151368,820.41493830071,841.41727616192,2586.45252809643,1288.30877770547,12176.93693125620
Argentina,1995,1255.56189398525,51.47085409553,1732.22029272105,97.57780626748,765.56436844615,2338.54836950220,771.11273686545,838.73254494947,2500.66033821709,1245.57579495032,11597.02500000000
Argentina,1996,1235.65648731167,52.64282576500,1693.11152301351,101.79602496533,809.36193531274,2422.01587356342,780.86702688405,898.00916517937,2590.89372943933,1290.52093455407,11874.87552598850
Argentina,1997,1231.57668663445,54.26533310451,1802.98659021542,117.66624236531,799.53939731357,2479.44889943826,832.37820864319,967.83710155838,2780.96866274436,1385.19702171924,12451.86414373670
Argentina,1998,1220.92810387892,48.90403435386,1774.27709156832,132.21799722997,797.60186261261,2700.16377651260,873.64243208096,1038.86751028022,2947.71140192338,1468.25137209663,13002.56558253750
Argentina,1999,1200.58325860378,41.40120070590,1674.43464632901,130.96642712340,752.06812684023,2682.46826199816,918.75983005969,1149.92315791799,3005.15461860212,1496.86376666523,13052.62329484550
Argentina,2000,1171.30095532168,41.40272429569,1614.19818931220,124.19441128333,739.19617248021,2788.65808684124,939.08546751486,1151.77063831427,3085.78079172036,1537.02356291615,13192.61100000000
Argentina,2001,1140.17114729472,47.53320541814,1558.87987596659,112.84740163055,799.20716319655,2769.79576209752,898.08959718562,1124.23621558552,3119.29041651691,1553.71466522484,13123.76545011700
Argentina,2002,1139.77792215452,51.01598440956,1456.16822319796,92.21227513149,682.80009555756,2552.18503397417,826.11560791079,1088.33662684103,3572.53751784005,1584.00752414044,13045.15681115760
Argentina,2003,1089.65020176112,65.86244906329,1626.66991193286,98.10842152502,832.31435575939,2856.47371955279,773.67798777306,1130.98434628812,3746.12710424090,1517.21741086934,13737.08590876590
Argentina,2004,1108.44000722079,78.81599157689,1833.86804336662,93.29143155598,981.54481543218,3180.03368704004,868.54485591925,1175.16376963919,3732.05460091081,1622.56981696811,14674.32701962990
Argentina,2005,1133.74688874920,75.23876746383,1879.97243672046,106.34201909144,1132.35826601455,3262.52333034757,892.07626696034,1330.99043835024,3748.34579153043,1789.94979477194,15351.54400000000
Argentina,2006,1135.91057187683,90.27989383549,1965.80340717893,98.84680666408,1172.27811821974,3368.41856190696,898.19576545614,1452.94608025324,3886.49451774573,1809.50344172950,15878.67716486660
Argentina,2007,1147.50524060025,90.04494520938,2058.36845606898,115.29717271310,1289.08119111553,3421.55056711032,987.06880244958,1579.73244855090,3899.54220519039,1885.74070737520,16473.93173638360
Argentina,2008,1163.02274374526,97.57072150390,2080.60192240547,131.09251154111,1308.10090667469,3591.81189321048,1033.98955380941,1587.87529929026,4025.40052641544,1864.48106244019,16883.94714103620
Argentina,2009,1153.08410546858,94.41618117820,1979.56197698692,117.14253470103,1330.09918825840,3550.61486416172,1021.94824149604,1680.49459416528,4193.89964854546,1920.84680651821,17042.10814147980
Argentina,2010,1168.29051969612,110.76088949607,2097.05297519891,126.32973185804,1330.53659926827,3693.52414398620,1049.15045431635,1734.68781821867,4255.04344135208,1977.16142660929,17542.53800000000
Argentina,2011,1161.86091094417,126.55594516147,2163.60207787852,152.43915525104,1414.80297888056,3767.59977716310,1059.50713912512,1747.73721512606,4335.83851252648,1998.71375167092,17928.65746372740
Bolivia,1950,1051.70753500798,46.29249122456,117.17786841217,1.44664035077,26.03952631382,60.75889473224,23.14624561228,4.31121978013,,118.62450876294,1449.50493019687
Bolivia,1951,1019.30873499099,49.45331374896,117.08795575486,1.38960237985,37.80148058398,69.40102119984,22.88485149680,4.94098671441,,112.97182492902,1435.23977179872
Bolivia,1952,987.18171957212,50.79233503290,115.31912204915,1.37879217754,48.16523109115,71.13456124251,27.73838873804,5.08143072694,,114.32342190578,1421.11500253613
Bolivia,1953,976.32105006294,54.64968460138,121.50604447254,1.46346188251,34.26569252077,64.42957021214,28.83416012406,4.61793816819,,121.04163873886,1407.12924078338
Bolivia,1954,946.22788293006,46.91732305759,140.88023102922,1.40297473349,33.51815634292,66.19631667919,32.48036478942,4.76051821583,,120.89735073421,1393.28111851193
Bolivia,1955,948.24656296909,48.33867977097,139.40724099447,1.32793325246,41.33723636778,69.39566524897,34.34032986987,5.00737684582,,92.50454384802,1379.90556916746
Bolivia,1956,935.18970601564,45.66874790949,132.99345476217,1.31464802815,32.01912539466,67.72773462071,35.35301280478,4.90345292077,,106.84426339064,1362.01414584700
Bolivia,1957,933.20641465034,44.58360117908,93.03642803681,1.46030066947,35.00797370867,66.03788293028,30.35100197579,4.79718127190,,135.87391269405,1344.35469711639
Bolivia,1958,940.06534410219,26.65657927996,91.09551002822,1.08452077668,41.68243395961,58.21017576056,32.42121683496,4.24276937286,,131.46566515072,1326.92421526576
Bolivia,1959,943.16120453086,29.38418587177,89.23672472001,0.91595249835,41.39110473287,58.12944370238,31.65862991441,4.14849358654,,111.69399202511,1309.71973158229
Bolivia,1960,906.81745854603,26.10819238829,91.72401587926,0.90775766144,43.39872335134,58.09287750854,31.95739802119,4.19322253705,,130.08683094419,1293.28647683733
Bolivia,1961,932.59500533290,26.21895806006,89.47989175935,0.91399536896,33.52680334746,57.10804889569,31.55300622991,4.14567674481,,135.59585278418,1311.13723852332
Bolivia,1962,914.45316329913,26.93250605245,97.34967877636,0.95991049853,41.71406469775,59.53761399735,32.92663362632,4.33191788968,,151.02889892661,1329.23438776417
Bolivia,1963,926.79655172122,29.32109332191,98.38118116548,1.00101392097,45.65207535636,61.07401500380,33.82510767684,4.45605215353,,147.07423503737,1347.58132535747
Bolivia,1964,939.93167576172,30.74846147843,105.74070941187,1.05030975645,45.32085146372,62.92417661039,35.40631003213,4.88234548128,,140.17665904480,1366.18149904077
Bolivia,1965,959.86014016444,29.49509285148,110.92662087394,1.09235353600,63.48926742923,62.52013110376,34.55170739898,4.84805480409,,118.90885095412,1385.69221911603
Bolivia,1966,970.38566440317,33.58485858967,120.69012244613,1.27994203008,48.21335547665,67.66299610617,35.57280589020,4.96564586557,,123.14863824467,1405.50402905230
Bolivia,1967,949.91413766456,42.18775137692,125.82937529654,1.34147307983,50.43862376992,75.74760290145,37.24267433855,5.13273254264,,137.76472558974,1425.59909656016
Bolivia,1968,949.46707120574,41.38206770956,120.70282962159,1.36079718348,57.38685866699,76.85036764058,38.01942767822,5.64335599720,,155.16869578591,1445.98147148926
Bolivia,1969,903.65031172324,46.35371612628,135.63049377715,1.46828063641,63.28615245147,84.55257403148,43.14357736447,6.57732967353,,181.99282580763,1466.65526159165
Bolivia,1970,915.38410648479,47.39852978562,137.75197718946,1.48120405580,57.76695817622,81.46622306903,42.95491761822,7.17383420181,,197.00013942148,1488.37789000244
Bolivia,1971,916.73461693478,52.52810699628,141.66909011890,1.71144860264,60.35339664122,84.64570020498,44.68588724412,7.78489841438,,211.68422786428,1521.79737302160
Bolivia,1972,917.05187507804,53.53538179705,149.18258302647,1.94228043494,60.55678528480,91.97753528224,47.62788641368,9.09265974202,,225.00025761115,1555.96724467039
Bolivia,1973,905.14036473784,69.91742000886,154.53407544734,2.29962071451,62.08275100677,96.35157515115,50.32785400834,9.63878146605,,240.61191135490,1590.90435389574
Bolivia,1974,890.89283784732,67.67504494079,169.12793741856,2.68638952614,65.97904162738,100.53154411129,57.21020782505,10.18671065663,,262.33621401141,1626.62592796456
Bolivia,1975,874.61765556744,67.72955381165,176.09729334941,2.90994296908,73.08973033001,109.84783634396,64.24575391171,11.09174358049,,285.58675033689,1665.21626020063
Bolivia,1976,858.25751699601,71.17313514071,186.54708940731,3.32139506232,75.49207802900,116.07335274609,70.72095121929,12.13575106982,,305.10791180833,1698.82918147888
Bolivia,1977,844.67208506591,72.33657300579,195.74580193085,3.92030724572,82.65399217203,120.15701540518,79.15513113049,13.04538428213,,321.43430005477,1733.12059029286
Bolivia,1978,838.87200082285,69.33425505507,202.70465239467,4.44616854805,84.63742791855,125.31944237896,89.40344846567,14.21632220678,,339.17046433928,1768.10418212987
Bolivia,1979,838.31492095658,67.39590388785,207.74629043879,5.04404731069,83.94248821923,129.95107615979,93.50377448513,14.90733581927,,362.98809164765,1803.79392892498
Bolivia,1980,845.74940907756,73.94820341977,212.43402955692,5.90220703138,75.40223955998,132.22496126030,96.96827531803,15.35748723887,,384.06781793601,1842.05463039883
Bolivia,1981,868.96102656339,80.98026938516,194.44809862683,7.12127276893,67.54816315170,146.83525753693,108.09501255322,15.34258535463,,397.92072879447,1887.25241473527
Bolivia,1982,876.15958227611,84.24398759551,171.91522403020,7.96006182005,62.46437400454,142.39666144752,104.69692421646,15.47789798343,,422.98884060422,1888.30355397804
Bolivia,1983,888.87193597732,85.56050150594,166.88966916400,7.85934662999,57.24562206628,155.91749984506,108.80525345847,18.08111974839,,441.13205926255,1930.36300765798
Bolivia,1984,889.41285284622,114.89368338721,167.15019802574,7.36837444740,58.63629189757,161.19596360825,110.68327611440,22.29652337595,,482.81211261003,2014.44927631277
Bolivia,1985,910.86512047251,81.21183610720,158.22173714114,6.89034488990,55.39782713577,180.39950155567,120.24456021209,26.30819582229,,554.31938375912,2093.85850709570
Bolivia,1986,928.01351271507,56.44107254923,155.27145926517,5.89493613713,61.41549865591,214.48174891233,129.76486093894,22.37346423324,,559.44765476727,2133.10420817428
Bolivia,1987,956.94941925550,51.04838643106,162.16060772421,5.36760127865,65.63202711817,221.63879969449,128.98943544399,24.74142313305,,579.86401101895,2196.39171109807
Bolivia,1988,963.09825694694,53.11573619465,153.87195774073,4.62297047692,66.37778741634,212.96003577895,127.60118991161,25.84803371459,,551.47489260485,2158.97086078557
Bolivia,1989,994.06883484431,58.12191449493,162.57264408580,4.57234710652,91.55612072977,231.96634574109,132.02286183467,29.98307034081,,565.79530237918,2270.65944155708
Bolivia,1990,1050.73005686775,64.68638915729,204.85837517800,5.62301659729,97.85621438791,216.60421674351,138.49209276088,37.61988212550,,600.21875618188,2416.68900000000
Bolivia,1991,1120.62688810553,71.05142447579,241.32830655972,6.64980232260,135.46498962744,267.20925008037,137.01467724531,54.42917014065,,497.65120487109,2531.42571342851
Bolivia,1992,1169.42366451486,62.51335219860,264.30046108936,7.22984743326,153.73107566403,276.11340931091,138.75224781552,64.99378621777,,483.40902995784,2620.46687420214
Bolivia,1993,1160.79295022232,51.50267551030,264.18945807573,3.69832733462,144.64880584516,321.40695948357,168.94195679419,74.94994802434,,499.61754091123,2689.74862220146
Bolivia,1994,1170.94537512844,53.73427604876,294.95638132480,4.62747657381,193.52742004892,396.24224145658,163.51078443107,73.70459004882,,500.80596169244,2852.05450675366
Bolivia,1995,1159.27124736198,68.48414046173,318.94014156988,4.45789514897,181.98010023295,435.33842446887,171.20342379042,73.53162960724,,518.31699735797,2931.52400000000
Bolivia,1996,1153.02039342480,56.91526079177,357.78042213828,6.50956683610,184.28392380494,474.97856604005,163.48860949244,81.93496283160,,544.77468548674,3023.68639084671
Bolivia,1997,1117.06288074933,65.59268088598,387.69466813621,8.17281010081,215.39587997746,455.36229369915,205.27841530681,96.50247948827,,554.67591066714,3105.73801901116
Bolivia,1998,1094.08828831145,68.93646788593,385.02479122136,7.96510896775,212.48036166737,507.56701038698,206.61064871379,89.18854246560,,581.09377430099,3152.95499392122
Bolivia,1999,1072.31152007633,72.97471461706,384.03780152823,7.75692472685,210.28107769445,568.87593472143,209.45340752323,82.39808833993,,612.57445457615,3220.66392380365
Bolivia,2000,1052.71660402852,76.00404158234,357.06494819316,13.12137463974,303.41327851233,614.23836706663,170.04089038438,133.40594417775,,607.21955141515,3327.22500000000
Bolivia,2001,1051.12829716354,45.47253857236,396.81489015802,11.63334522010,221.55919098020,729.62243482652,200.68837577521,115.10378510130,,615.58428138906,3387.60713918631
Bolivia,2002,1021.36365182616,35.96930926137,488.43394889957,8.48592417321,245.15879031541,740.70846485985,201.37013937620,89.97920777266,,647.68919270144,3479.15862918586
Bolivia,2003,835.57559674643,77.74870830693,484.57801855410,13.78727174516,305.88060777466,858.81825726622,212.21673173613,92.74327002483,,680.05198606983,3561.40044822429
Bolivia,2004,888.45256434097,82.66880882886,515.24312687450,14.65975907500,325.23737100240,913.16606892551,225.64624941320,98.61225770567,,723.08709500556,3786.77330117167
Bolivia,2005,1003.11422219488,65.27711483807,515.38519741871,14.16201217858,317.70990117099,798.53098841835,284.38701060906,107.41247278639,,720.73708038497,3826.71600000000
Bolivia,2006,1063.71984314068,49.20759964763,513.18704520538,12.87073340197,277.25934696058,806.68052063043,270.52061079257,155.13391165238,,794.54917558573,3943.12878701735
Bolivia,2007,982.52698086105,63.53284589369,544.14153976064,14.99730968291,348.41737302357,793.01445391458,288.46842511753,143.61773839468,,893.18469646688,4071.90136311555
Bolivia,2008,968.95154301154,51.87870579259,554.57916373781,17.52459651938,355.48953927793,993.63096318235,355.87637927401,139.69046255738,,798.99955883850,4236.62091219149
Bolivia,2009,905.48122978565,42.55694348467,580.44126018825,13.55185288040,395.29214916687,937.19002390098,337.78379969707,171.85748942510,,920.51665949654,4304.67140802552
Bolivia,2010,818.94746449323,37.64257745276,603.80782940397,10.76455060091,432.79016121285,893.37069430168,332.98424960207,320.54891479051,,1056.77855814203,4507.63500000000
Botswana,1964,152.11787294892,1.94000000000,2.42000000000,0.12000000000,2.70400000000,2.46800000000,2.31500000000,1.20922715794,4.51419416220,4.07457867986,173.88287294892
Botswana,1965,153.29708126636,1.32633165767,2.33040613597,0.14976702646,4.68178461538,2.75629359752,2.42585679211,1.34882316531,5.54774872016,4.89957411483,178.76366709174
Botswana,1966,153.88668542507,1.00223193134,1.28164155871,0.21665497593,3.97438858229,3.18497472814,2.41649015032,1.54735090386,6.45164511957,5.75619659350,179.71825996873
Botswana,1967,155.06589374251,1.11916331623,1.04162328395,0.20894398322,2.24925121519,1.63729861976,1.73315496579,1.75543043603,7.41967996728,6.68765589532,178.91809542527
Botswana,1968,156.24510205994,0.78554909762,1.06933164200,0.20150743336,1.71356387326,2.45637471004,2.30393505681,1.86734648029,8.00103828410,7.28548875410,181.92923739152
Botswana,1969,157.42431037737,2.03141025594,2.12440192970,0.35628185747,3.23920288324,2.47751396102,2.11198938543,1.95862991770,8.50733856730,7.82581646709,188.05689560225
Botswana,1970,158.60351869481,3.58632922270,2.87332309076,0.49156370821,4.37905467480,2.65057668652,2.05341515327,2.17912744682,9.59497517408,8.91668439487,195.32856824683
Botswana,1971,159.19312285352,2.89100000000,3.23800000000,0.47200000000,4.26800000000,3.25300000000,2.13800000000,3.22398708162,12.03554151695,10.86345848305,201.57610993514
Botswana,1972,160.37233117096,3.26877357981,3.63461728023,0.57872633658,6.14184778579,4.52592297415,2.55448563041,3.81465404857,15.26249332162,14.39050901592,214.54436114403
Botswana,1973,160.96193532967,6.69789078194,3.62744199142,0.56723885964,6.98372875428,5.13683806174,2.73008096375,3.90945109367,16.92924613536,15.88484323592,223.42869520739
Botswana,1974,162.14114364711,7.58528161717,3.89773544946,0.89812057623,7.95393940632,5.81681429678,2.97177906636,4.03018453580,18.42457547333,17.20431750485,230.92389157340
Botswana,1975,163.32035196454,8.15108362381,4.21989797973,1.08988688905,9.03384203060,6.57114624364,3.16803879766,2.31981967923,22.78974077302,21.17746580201,241.84127378329
Botswana,1976,164.49956028197,9.55877369813,4.34830645424,1.23259971676,6.26507552967,6.97375182764,2.89293873059,3.05849584714,25.52513304412,23.60463358498,247.95926871525
Botswana,1977,166.26837275812,9.39241513301,3.91719259424,1.53030195876,7.19216337607,6.88077110698,2.35383899523,2.73310129478,28.63546625484,26.35288414017,255.25650761219
Botswana,1978,166.85797691684,7.81486284861,3.85409404253,1.89464349690,9.77211380870,7.84132975869,2.26634403565,2.99962956400,30.83333890450,28.23833559495,262.37266897137
Botswana,1979,168.03718523427,10.23821572943,4.47069583498,1.99476575316,12.33944923632,7.23445352746,2.32121032857,3.72342537710,33.01072970106,30.08626719981,273.45639792217
Botswana,1980,169.66861421713,11.37937394692,4.22418824842,2.20696125128,14.78039219458,7.98073374417,3.05602140682,4.75089007652,34.62004307319,31.40041822666,284.06763638569
Botswana,1981,171.31588231633,11.20400000000,4.48000000000,2.40400000000,17.08500000000,12.12900000000,3.12200000000,5.21410256410,37.59300000000,33.93200000000,298.47898488043
Botswana,1982,173.78678446512,11.02953113305,5.24727910387,3.45427663150,15.93916236985,13.23119714724,3.07724076198,6.06538461538,40.09154561683,34.99876808232,306.92116992714
Botswana,1983,176.25768661391,11.32086628437,7.43586288415,3.15063450519,11.73148556585,12.26300025852,3.36989074113,6.38461538462,41.44144806793,34.98906727919,308.34455758485
Botswana,1984,177.90495471311,11.93594722543,7.50468608978,3.50255053511,14.14359941763,14.58807997545,4.93748016138,6.59743589744,42.49773173576,34.70249326197,318.31495901305
Botswana,1985,179.55222281230,11.75890681611,8.14231217105,3.51413147360,15.27882653603,14.83149414002,5.31629400621,7.23589743590,47.53467275830,37.54074794175,330.70550609128
Botswana,1986,177.90495471311,12.22795450495,10.44662520142,3.90664897913,18.97876368826,16.95162763007,4.94192069593,7.87435897436,50.82589081119,38.82173103984,342.88047623825
Botswana,1987,175.43405256432,11.55151783600,13.10500365018,4.53844488944,24.41120663386,21.06179814902,6.74515384066,10.42820512821,53.81468827584,39.75467532919,360.84474629671
Botswana,1988,173.78678446512,12.52710560388,15.22184474785,5.01097471889,33.43572217559,23.73389762899,8.26295920747,11.91794871795,56.77285164280,40.56258047004,381.23266937855
Botswana,1989,171.31588231633,12.84847339595,21.45260533612,4.83196367444,42.71513946742,28.58972159203,7.93273302459,13.93974358974,57.45972026282,39.70506020224,400.79104286168
Botswana,1990,169.66861421713,13.86026131573,24.44764163449,5.10309497321,50.76095798148,31.91566215541,9.59644469565,15.64230769231,60.72458348304,40.58302175472,422.30258990317
Botswana,1991,172.96315041552,13.33600000000,27.54800000000,6.41600000000,58.05000000000,35.19400000000,11.49500000000,18.19615384615,64.78700000000,41.87600000000,449.86130426168
Botswana,1992,178.72858876271,14.60097738042,23.45280784977,6.27768611129,53.19811447159,35.32789032401,11.90931508540,20.15040043943,70.70930917108,40.67976136707,455.03485096277
Botswana,1993,183.67039306029,15.00901169437,22.56697450407,5.90610956261,50.62818430467,38.91099771764,11.35032009367,21.43434665772,77.69098615967,39.78294395775,466.95026771246
Botswana,1994,189.43583140748,15.06329135905,24.29240554895,5.34281408468,45.60351797740,44.34788294473,11.38758108865,21.06276925209,83.06499223243,37.85896998283,477.46005587829
Botswana,1995,191.90673355627,14.97179056709,26.97099213895,5.05874272209,41.11282786339,47.25948999752,11.28955741901,23.07105748308,88.52330589772,35.91144420705,486.07594185217
Botswana,1996,193.55400165547,15.72747553917,27.44952042189,5.29653552411,43.35795822218,50.24723040829,12.11065820912,24.27142011641,91.68134693446,33.10401828792,496.80016531902
Botswana,1997,210.31826076105,15.21383470645,28.75135463053,4.62710237487,36.91765217617,47.21623982248,11.46500721314,22.50475067563,96.93260577784,31.15258554995,505.09939368812
