Entity,Year,People living in closed autocracies,People living in electoral autocracies,People living in electoral democracies,People living in liberal democracies,People living in countries with missing regime data,number_electdem_0,number_electdem_18,number_electdem_30,number_electdem_60,number_electdem_90,number_electdem_91plus,number_libdem_0,number_libdem_18,number_libdem_30,number_libdem_60,number_libdem_90,number_libdem_91plus
World,1835,1005872686,61365871,0,0,127538464,92,0,0,0,0,0,92,0,0,0,0,0
World,1836,994853239,76981832,0,0,128587515,92,0,0,0,0,0,92,0,0,0,0,0
World,1837,996553763,79924136,0,0,129654822,92,0,0,0,0,0,92,0,0,0,0,0
World,1838,1002009260,79801814,0,0,130097543,95,0,0,0,0,0,95,0,0,0,0,0
World,1839,1019838805,81114056,0,0,116659938,96,0,0,0,0,0,96,0,0,0,0,0
World,1840,1043510184,62010356,0,0,118598152,96,0,0,0,0,0,96,0,0,0,0,0
World,1841,1050333572,61438797,0,0,117049120,97,0,0,0,0,0,97,0,0,0,0,0
World,1842,1046709792,69533004,0,0,118090957,97,0,0,0,0,0,97,0,0,0,0,0
World,1843,1050498833,70135176,0,0,119152228,97,0,0,0,0,0,97,0,0,0,0,0
World,1844,1054329245,70891449,0,0,120099223,98,0,0,0,0,0,98,0,0,0,0,0
World,1845,1058037377,71704405,0,0,121194646,98,0,0,0,0,0,98,0,0,0,0,0
World,1846,1069354592,64974119,0,0,122308752,99,0,0,0,0,0,99,0,0,0,0,0
World,1847,1065897177,72733546,0,0,123793997,97,0,0,0,0,0,97,0,0,0,0,0
World,1848,1027966143,115739366,0,0,124594496,100,0,0,0,0,0,100,0,0,0,0,0
World,1849,1031540679,112982153,0,2361968,126510134,98,1,0,0,0,0,98,1,0,0,0,0
World,1850,1033822791,113981619,0,2376868,128516892,98,1,0,0,0,0,98,1,0,0,0,0
World,1851,1069983782,80145209,0,2390857,128524263,98,1,0,0,0,0,98,1,0,0,0,0
World,1852,1071442509,81191228,0,2404184,128567202,99,1,0,0,0,0,99,1,0,0,0,0
World,1853,1071540074,82153427,0,2416841,129295015,100,1,0,0,0,0,100,1,0,0,0,0
World,1854,1071298253,83457566,0,2429565,130132479,100,1,0,0,0,0,100,1,0,0,0,0
World,1855,1071279813,84639361,0,2442355,130982557,100,1,0,0,0,0,100,1,0,0,0,0
World,1856,1069653538,87531315,0,2455213,131845489,100,1,0,0,0,0,100,1,0,0,0,0
World,1857,1069688320,88865876,0,2468139,132721561,100,1,0,0,0,0,100,1,0,0,0,0
World,1858,1079779972,79110316,0,3619471,133611051,99,2,0,0,0,0,99,2,0,0,0,0
World,1859,1079771323,80848059,0,3711534,134543868,99,2,0,0,0,0,99,2,0,0,0,0
World,1860,1079356041,83326384,0,3796042,136676796,97,2,0,0,0,0,97,2,0,0,0,0
World,1861,1084731222,80345262,0,3871952,136542335,95,2,0,0,0,0,95,2,0,0,0,0
World,1862,1084807462,82992279,0,3938125,137609158,93,2,0,0,0,0,93,2,0,0,0,0
World,1863,1084882410,85958515,0,3993315,138722047,93,2,0,0,0,0,93,2,0,0,0,0
World,1864,1087442158,86506509,0,4049793,139852107,93,2,0,0,0,0,93,2,0,0,0,0
World,1865,1058796944,121202796,0,4107592,138115996,94,2,0,0,0,0,94,2,0,0,0,0
World,1866,1066310890,116940556,0,4166751,139255875,94,2,0,0,0,0,94,2,0,0,0,0
World,1867,1067049964,119519433,0,4227308,140413897,93,1,1,0,0,0,93,1,1,0,0,0
World,1868,1034629010,139705938,0,4289302,157207652,88,1,1,0,0,0,88,1,1,0,0,0
World,1869,1031839693,146295205,0,4350511,158554593,88,1,1,0,0,0,88,1,1,0,0,0
World,1870,993919630,188647022,0,4410839,161176781,88,1,1,0,0,0,88,1,1,0,0,0
World,1871,1000072516,187487232,0,4470190,161156009,88,1,1,0,0,0,88,1,1,0,0,0
World,1872,999843561,193413534,0,4528458,162405596,84,1,1,0,0,0,84,1,1,0,0,0
World,1873,1007853458,191720349,0,4585535,163619112,84,1,1,0,0,0,84,1,1,0,0,0
World,1874,1026308790,141230756,38412539,4643570,164845520,83,2,1,0,0,0,84,1,1,0,0,0
World,1875,1028447303,145511215,38461370,4702578,166084979,83,2,1,0,0,0,84,1,1,0,0,0
World,1876,1033046531,148282556,38510260,4762580,166455575,84,1,2,0,0,0,85,0,2,0,0,0
World,1877,1040985694,146879893,38559209,4823595,167714005,84,1,2,0,0,0,85,0,2,0,0,0
World,1878,1042236264,152222550,38608217,4885643,168986332,84,1,2,0,0,0,85,0,2,0,0,0
World,1879,1048806242,151432751,38664188,4953116,171600210,83,1,1,1,0,0,84,0,1,1,0,0
World,1880,1049468161,158424465,38727144,5026354,174352529,83,1,1,1,0,0,84,0,1,1,0,0
World,1881,1055022044,161104421,38797107,5105711,174224661,83,1,1,1,0,0,84,0,1,1,0,0
World,1882,1056763630,168181928,38874098,5191558,175548108,83,1,1,1,0,0,84,0,1,1,0,0
World,1883,1066911270,167431938,38958140,5284280,176878932,83,1,1,1,0,0,84,0,1,1,0,0
World,1884,1071073910,172787696,39042361,5379915,178223612,83,1,1,1,0,0,84,0,1,1,0,0
World,1885,1080906517,167803417,39126760,5478561,184429108,82,1,1,1,0,0,83,0,1,1,0,0
World,1886,1079406023,176556259,39211339,5580325,188341947,82,1,1,1,0,0,83,0,1,1,0,0
World,1887,1092781575,172462197,39912699,5685314,189767985,80,2,1,1,0,0,82,0,1,1,0,0
World,1888,1099775859,175468127,40012950,5793641,191209234,80,2,0,2,0,0,82,0,0,2,0,0
World,1889,1107004519,178104698,40105103,5899570,192569309,80,2,0,2,0,0,82,0,0,2,0,0
World,1890,1115372588,179481878,40189112,6002745,195415664,80,2,0,2,0,0,82,0,0,2,0,0
World,1891,1121834739,182605015,40264930,6102789,195045315,80,2,0,2,0,0,82,0,0,2,0,0
World,1892,1127276855,190024789,40332510,6199307,192728990,81,1,1,2,0,0,83,0,0,2,0,0
World,1893,1136549509,188853051,40391803,6291885,194939987,80,1,1,2,0,0,82,0,0,2,0,0
World,1894,1125555306,209256887,40451408,6385931,195983937,80,1,1,2,0,0,82,0,0,2,0,0
World,1895,1131253229,204089780,40511329,12875979,199667326,78,2,1,2,0,0,80,1,0,2,0,0
World,1896,1154400623,190471733,40571572,13035423,200776332,78,2,1,2,0,0,80,1,0,2,0,0
World,1897,1158824403,195710615,40632141,13197018,201901061,78,2,1,2,0,0,80,1,0,2,0,0
World,1898,1145714244,218595820,40693044,13360793,203041777,78,2,1,2,0,0,80,1,0,2,0,0
World,1899,1155926469,225338299,40756003,6877634,204321447,79,1,1,2,0,0,81,0,0,2,0,0
World,1900,1254900261,222361408,40821076,13695858,115626419,139,2,1,2,0,0,141,1,0,2,0,0
World,1901,1261433395,228208911,40888319,13867172,114387846,140,2,1,2,0,0,142,1,0,2,0,0
World,1902,1271900943,230208212,40957793,16666822,112830612,141,3,1,2,0,0,143,2,0,2,0,0
World,1903,1281568993,234258744,41029557,16874470,113281041,144,3,1,2,0,0,146,2,0,2,0,0
World,1904,1292395536,238105137,41183513,17084758,112878460,145,4,0,3,0,0,148,2,0,2,0,0
World,1905,1300153365,242879329,41257547,17297719,114885091,144,3,1,3,0,0,147,2,0,2,0,0
World,1906,1313951227,240692830,43653601,17513386,115683740,145,4,1,3,0,0,149,2,0,2,0,0
World,1907,1324304157,243766978,43744565,17731796,117189358,145,4,1,3,0,0,149,2,0,2,0,0
World,1908,1335961473,245702401,43836343,17952984,118747006,145,4,1,3,0,0,149,2,0,2,0,0
World,1909,1343664216,251326994,43871463,18159102,120045973,145,4,1,2,1,0,149,2,0,1,1,0
World,1910,1347237559,261157693,43850166,18350046,122728128,146,4,1,2,1,0,150,2,0,1,1,0
World,1911,1346244161,272170075,43772694,18525713,124208041,148,4,1,2,1,0,152,2,0,1,1,0
World,1912,1352165174,278119831,43639283,18686005,125380659,147,4,1,2,1,0,151,2,0,1,1,0
World,1913,1359757776,282750619,42353992,19926997,125671803,147,4,1,2,1,0,150,3,0,1,1,0
World,1914,1398595162,287167358,42147875,12583555,102637639,150,3,1,2,1,0,153,2,0,1,1,0
World,1915,1407637648,295318753,41943364,12747059,98302203,151,3,1,2,1,0,154,2,0,1,1,0
World,1916,1427773297,291751005,46609583,8044158,94673461,154,3,1,2,1,0,158,2,0,0,1,0
World,1917,1327200988,405267293,46506827,8114604,94763464,154,3,0,3,1,0,158,2,0,0,1,0
World,1918,973307573,773810465,52801721,19862038,75255245,153,6,0,2,2,0,158,4,0,0,1,0
World,1919,910672374,752687855,108064633,67140287,70479160,153,8,0,2,2,0,159,5,0,0,1,0
World,1920,886978986,747326125,155128770,67586879,69196665,147,13,1,2,2,0,158,5,1,0,1,0
World,1921,1362191936,149704687,284824366,75481321,67385516,143,17,1,2,2,0,157,6,1,0,1,0
World,1922,1363802294,153464804,293246130,81693524,63764879,143,19,2,2,2,0,159,7,1,0,1,0
World,1923,1391758741,136822505,298343365,81948321,64184242,142,20,2,2,2,0,159,7,1,0,1,0
World,1924,1439651996,102291898,301654226,82207958,64610307,142,19,3,2,2,0,159,7,1,0,1,0
World,1925,1452368103,103136236,301504511,86000057,65043181,142,19,3,2,2,0,158,8,1,0,1,0
World,1926,1483923399,111207880,279199459,86131699,65482944,143,18,3,2,2,0,158,8,1,0,1,0
World,1927,1510575488,101330746,279987348,86273792,65929696,144,17,3,2,2,0,158,8,1,0,1,0
World,1928,1525022069,101540888,283171279,86426192,66383544,144,17,3,2,2,0,158,8,1,0,1,0
World,1929,1540969341,101095257,286085961,86650720,66882189,144,17,3,2,2,0,158,8,1,0,1,0
World,1930,1602231838,67963277,276989939,86945958,69936366,145,16,3,2,2,0,158,8,1,0,1,0
World,1931,1585328770,102422639,279099364,87310525,68015288,145,16,3,2,2,0,158,7,2,0,1,0
World,1932,1576150428,93519367,304835914,87743066,81268750,139,17,2,3,2,0,153,7,1,1,1,0
World,1933,1591662616,173093566,230415954,88242256,82126036,142,14,2,3,2,0,153,7,1,1,1,0
World,1934,1689168327,99334637,228695473,88744858,81893498,145,12,1,3,3,0,154,7,1,1,1,0
World,1935,1702679315,115443665,229992232,89250897,73046863,149,12,1,3,3,0,158,7,1,1,1,0
World,1936,1716805749,121733914,231292368,89760403,73774967,149,10,2,4,3,0,158,5,3,1,1,0
World,1937,1735765078,148565644,207555391,90273399,74512354,150,8,3,4,3,0,158,4,4,1,1,0
World,1938,1748882162,156803813,208607879,90789921,75259132,150,5,6,4,3,0,158,3,5,1,1,0
World,1939,1793328173,108835231,197748419,91328954,111855661,149,3,7,4,2,1,156,2,6,1,0,1
World,1940,1869590862,113891423,159585076,70886801,113403577,155,1,6,3,1,1,160,1,5,0,0,1
World,1941,1888155526,116129338,161402340,71295141,107806189,156,1,6,3,1,1,161,1,5,0,0,1
World,1942,1903785513,115483903,163450942,71721114,109445639,155,1,6,3,1,1,160,1,5,0,0,1
World,1943,1929555627,108095575,161770188,72165160,110172389,156,1,6,2,1,1,160,0,5,1,0,1
World,1944,1974777979,104514802,164044017,72613366,83709756,157,1,6,2,1,1,161,0,5,1,0,1
World,1945,1853490353,200423304,173177850,73065790,117256403,158,2,6,2,1,1,163,0,5,1,0,1
World,1946,1421003051,666267800,175539888,90595467,81642396,156,6,6,2,1,1,161,4,5,1,0,1
World,1947,1393626937,610628584,231149938,141036185,77604187,153,10,6,1,2,1,160,6,5,1,0,1
World,1948,1772998727,249012107,234316393,141882420,76438443,155,11,5,2,1,2,163,6,4,2,0,1
World,1949,1797809631,244213710,234597515,216660299,7540614,154,13,4,3,1,2,162,8,3,3,0,1
World,1950,1762035443,306073249,239013080,217752268,11731768,151,15,4,3,1,2,161,8,2,4,0,1
World,1951,1411408726,701040463,242113961,218937442,10533631,152,15,2,5,1,2,162,8,2,4,0,1
World,1952,1380619213,299313351,634355365,305902556,10671203,150,17,0,7,1,2,161,9,1,5,0,1
World,1953,1430559385,282914741,644802308,308501916,10830709,150,17,0,7,1,2,161,9,1,5,0,1
World,1954,1452724361,294333718,655725936,311060654,11002082,150,17,0,7,1,2,161,9,1,5,0,1
World,1955,1400624811,379035563,668585136,313595373,11179032,149,18,0,7,1,2,161,9,0,6,0,1
World,1956,1410593083,324927834,752463790,323098933,11359613,148,19,0,7,1,2,160,10,0,6,0,1
World,1957,1395009549,374636557,766427122,325687104,11545723,148,18,1,7,1,2,160,10,0,6,0,1
World,1958,1385039273,503374097,697177772,328352785,11742751,150,16,1,7,1,2,160,10,0,6,0,1
World,1959,1406630125,512175096,717674609,331137834,11958479,149,17,1,7,1,2,160,10,0,6,0,1
World,1960,1429632790,528140469,730900350,334076179,12410392,147,18,1,7,1,2,159,10,0,6,0,1
World,1961,1557179987,446106390,744189813,337182402,7184914,148,18,1,7,1,2,160,10,0,6,0,1
World,1962,1646198229,397791843,758623092,340441917,7365678,147,19,1,7,1,2,160,10,0,6,0,1
World,1963,1607205209,470671106,781765084,343806679,7552863,145,20,2,7,1,2,160,10,0,6,0,1
World,1964,1642410406,458825226,817805706,347207268,7729665,144,17,6,6,2,2,160,6,4,6,0,1
World,1965,1706083639,442580130,832447119,350587982,7884639,144,13,10,6,2,2,160,4,6,6,0,1
World,1966,1761569938,428052334,853803944,356484045,8012369,144,13,10,6,2,2,159,5,6,6,0,1
World,1967,1810913957,430365236,869537677,359834729,8118503,143,12,12,6,2,2,159,3,8,6,0,1
World,1968,1847683590,446831607,885745085,363122424,8216726,142,11,14,6,2,2,159,3,8,6,0,1
World,1969,1903023627,446391014,693934640,574005213,8326470,142,11,13,7,2,2,158,4,8,6,0,1
World,1970,1964069950,439888336,655485967,632530783,8710640,141,10,15,7,2,2,157,4,9,6,0,1
World,1971,1895428907,563377910,670748338,637855227,8349648,141,11,15,7,2,2,158,4,9,6,0,1
World,1972,1958404659,556044253,685611373,643103624,8486676,142,10,15,7,2,2,158,4,9,6,0,1
World,1973,1918162052,664424003,688343029,648216764,8634670,144,8,16,6,2,2,158,4,9,5,1,1
World,1974,1938776318,659683185,733528585,653111885,18694205,140,11,16,6,2,2,157,3,10,5,1,1
World,1975,1924293871,1342124488,136221810,657735338,19104966,140,12,14,7,2,2,157,3,10,5,1,1
World,1976,2010413499,1340787145,88470122,695460615,19535443,139,12,10,11,2,2,153,6,6,9,1,1
World,1977,2027070715,741752085,731298450,709401629,19983038,139,13,5,15,1,3,152,7,4,11,1,1
World,1978,2072637762,712378632,785236139,713840250,20440814,138,13,6,14,2,3,152,7,4,10,2,1
World,1979,2006965568,831349315,803138332,718153256,20899709,137,14,4,15,3,3,152,7,2,11,3,1
World,1980,1966464138,951675819,796109318,722402394,21623283,136,15,3,16,3,3,152,7,2,10,4,1
World,1981,2095427669,872309250,820851382,726605505,21802810,136,13,5,14,5,3,152,7,2,10,4,1
World,1982,2218793080,815507167,830063952,730770085,22252240,136,14,4,12,7,3,152,7,1,10,5,1
World,1983,2253903810,839117025,810519152,773349612,22679585,136,14,4,12,7,3,151,8,1,10,5,1
World,1984,2291945234,829811043,861461770,777735234,23058231,134,16,4,12,7,3,151,7,2,10,5,1
World,1985,2287407967,893941966,884022414,782175379,23373939,133,16,5,12,7,3,151,7,2,9,6,1
World,1986,2103390631,1136876490,906973762,789716578,23610537,132,16,6,12,7,3,150,8,1,10,6,1
World,1987,2153096521,1014278382,1067036472,794324930,23785689,132,16,6,12,7,3,150,7,2,10,6,1
World,1988,2175556639,896708968,1250167385,799032712,23960288,127,21,6,12,7,3,150,6,3,10,6,1
World,1989,2160689889,972624220,1273011502,806898450,24217372,127,21,6,12,7,3,149,7,3,10,6,1
World,1990,2093389689,1009216304,1334486371,865524274,24912440,115,33,5,13,7,3,146,10,3,10,6,1
World,1991,1928556496,1153265018,1424057778,883233668,25176422,108,39,5,13,7,3,143,12,3,10,6,1
World,1992,1907385170,974093183,1702859486,888701370,25880682,104,41,6,14,7,3,143,12,3,10,6,1
World,1993,1911449793,1146385853,1560183337,936901772,26676841,101,43,5,16,7,3,142,13,3,10,6,1
World,1994,1825951393,1224501246,1657285065,942870555,12542167,100,44,6,16,6,4,143,10,6,10,6,1
World,1995,1780004752,1247999219,1754683860,948742158,12782940,97,46,7,16,6,4,143,9,7,10,6,1
World,1996,1739594034,1181655856,1877876361,1012736421,13029255,94,48,8,16,6,4,140,12,6,11,6,1
World,1997,1722364771,1230478653,1919596807,1019326528,13278888,93,49,7,17,6,4,140,12,6,11,6,1
World,1998,1739394019,1241812829,1964863417,1025815001,12908806,93,48,8,18,6,4,141,12,6,11,6,1
World,1999,1796099468,996220600,2221092460,1037682192,13144310,90,52,8,18,6,4,141,13,5,12,6,1
World,2000,1823737580,992281450,2247950115,1066163865,13643611,91,52,7,18,6,4,140,14,4,13,6,1
World,2001,1844803649,1020689790,2270719138,1072859515,13840367,91,52,7,18,6,4,140,13,5,13,6,1
World,2002,1729233939,1292702970,2186519707,1079588784,14016810,85,56,9,18,6,4,140,13,5,13,6,1
World,2003,1741809194,1339378530,2178976999,1107132489,14180080,84,57,10,17,6,4,139,14,5,13,5,2
World,2004,1741101689,1466031802,2124423930,1115556578,14340654,84,56,10,18,6,4,138,14,6,13,5,2
World,2005,1721045094,1549017449,2134516397,1123120545,14505845,86,53,10,18,7,4,138,14,6,13,5,2
World,2006,1666849204,1663730137,2145499443,1133062388,14678229,87,49,12,15,11,4,137,15,3,12,9,2
World,2007,1886538984,1493836525,2170151716,1140869318,14854696,89,48,11,13,14,4,138,14,3,11,11,2
World,2008,1671736410,1692400889,2261541765,1148685917,15031399,87,43,17,14,13,5,138,12,5,11,10,3
World,2009,1702257117,1766316160,2232935507,1156366991,15202033,88,35,24,12,14,6,138,10,7,9,11,4
World,2010,1699036582,1655067139,2431807987,1155863699,15362114,81,40,24,13,15,6,138,11,6,9,10,5
World,2011,1649863170,1778260754,2434810935,1163063543,15511089,82,36,27,13,13,8,138,9,8,9,10,5
World,2012,1570748178,1701956981,2667813001,1169974172,15652345,82,36,27,12,12,10,138,9,8,8,10,6
World,2013,1691871990,1769966657,2607793100,1125484886,15783524,86,31,28,12,12,10,140,7,7,9,10,6
World,2014,1692980405,1743259245,2710042396,1133426617,15901602,84,29,30,14,12,10,139,6,9,9,10,6
World,2015,1703418802,1822469936,2737155002,1101068511,16005619,85,26,31,15,12,10,140,5,9,9,9,7
World,2016,1834514027,1741507926,2809251591,1062978133,16092555,83,27,31,16,12,10,143,4,6,9,10,7
World,2017,1846209504,1771188450,2819316059,1095302086,16166490,82,26,32,17,12,10,143,5,6,8,10,7
World,2018,1857623674,1923906940,2743798422,1089845401,15916673,84,24,30,19,12,10,144,4,7,7,10,7
World,2019,1890023497,3366181370,1365568207,1075683551,16011578,89,21,30,17,12,10,145,4,5,8,10,7
World,2020,1909939094,3366054285,1435304399,1067360224,16140723,87,21,26,22,13,10,147,5,3,7,10,7
