Entity,Year,total_passenger_vehicle_sales,share_european_car_sales,vehicle_price_eur,diesel_share,gas_share,full_hybrid_share,plugin_hybrid_share,mild_hybrid_share,battery_electric_share,petrol_share,co2_per_km,fuel_efficiency_per_km,diesel_number,gas_number,full_hybrid_number,plugin_hybrid_number,mild_hybrid_number,battery_electric_number,petrol_number,all_hybrid_share,all_hybrid_number,full_mild_hybrid_share,diesel_gas_share,full_mild_hybrid_number,diesel_gas_number,battery_plugin_electric_share,battery_plugin_electric_number
Belgium,2001,488630,0.031798953,18994.12832,61.90635041,0,0.009823384,0,0,0.001023269,38.08280294,164.8407242,6.465171536,302493,0,48,0,0,5,186084,0.009823384,48,0.009823384,61.90635041,48,302493,0.001023269,5
Belgium,2002,467480,0.031136634,20109.35063,62.72418071,0,0.002780868,0,0,0.000855652,37.27218277,161.2506942,6.31673312,293223,0,13,0,0,4,174240,0.002780868,13,0.002780868,62.72418071,13,293223,0.000855652,4
Belgium,2003,458723,0.030711502,20518.40513,68.24946645,0,0.00741188,0,0,0,31.74312167,158.0880612,6.15572052,313076,0,34,0,0,0,145613,0.00741188,34,0.00741188,68.24946645,34,313076,0,0
Belgium,2004,484676,0.03180799,20766.82123,69.97994537,0,0.027853659,0,0,0,29.99220098,156.3707812,6.076180857,339176,0,135,0,0,0,145365,0.027853659,135,0.027853659,69.97994537,135,339176,0,0
Belgium,2005,480008,0.031424104,21651.60111,72.60608157,0,0.099581674,0,0,0,27.29433676,155.3080378,6.019131641,348515,0,478,0,0,0,131015,0.099581674,478,0.099581674,72.60608157,478,348515,0,0
Belgium,2006,526113,0.0340679,22447.23613,73.81018907,0.001140439,0.170115546,0,0,0,26.01855495,154.0880929,5.961009532,388325,6,895,0,0,0,136887,0.170115546,895,0.170115546,73.81132951,895,388331,0,0
Belgium,2007,524575,0.033634496,23317.25855,77.03035791,0.003431349,0.249535338,0,0,0,22.7166754,153.0229263,5.90979903,404082,18,1309,0,0,0,119166,0.249535338,1309,0.249535338,77.03378926,1309,404100,0,0
Belgium,2008,535693,0.037361505,23465.47012,78.85654657,0.000560022,0.350573929,0,0,0,20.79231948,148.0613343,5.725088582,422429,3,1878,0,0,0,111383,0.350573929,1878,0.350573929,78.85710659,1878,422432,0,0
Belgium,2009,474927,0.033702832,23166.4523,75.2106122,0.006106227,0.386797915,0,0,0,24.39648366,142.9311423,5.576122447,357195.5042,29.00012212,1837.007736,0,0,0,115865.4879,0.386797915,1837.007736,0.386797915,75.21671843,1837.007736,357224.5043,0,0
Belgium,2010,546223,0.041052487,23284.43088,75.61592273,0.007872387,0.745862878,0,0,0.006590835,23.62375117,136.2265537,5.340140024,413031.5616,43.00078724,4074.074586,0,0,36.00065908,129038.3624,0.745862878,4074.074586,0.745862878,75.62379511,4074.074586,413074.5624,0.006590835,36.00065908
Belgium,2011,572209,0.04362285,24072.51525,75.30456635,0.006466191,1.164438743,0,0,0.048409055,23.47611966,133.1690637,5.260445266,430899.5061,37.00012932,6663.023289,0,0,277.0009682,134332.4695,1.164438743,6663.023289,1.164438743,75.31103255,6663.023289,430936.5062,0.048409055,277.0009682
Belgium,2012,486736,0.040533477,25214.76478,68.8638194,0.009861609,1.018622005,0,0,0.169701851,29.93799513,131.7362714,5.246396992,335185,48,4958,0,0,826,145719,1.018622005,4958,1.018622005,68.87368101,4958,335233,0.169701851,826
Belgium,2013,486065,0.041103472,24901.7076,64.86250725,0.000617205,1.168163732,0,0,0.154507038,33.81420477,124.1909549,4.962861695,315273.9459,3.000018516,5678.035045,0,0,751.0046352,164359.0144,1.168163732,5678.035045,1.168163732,64.86312446,5678.035045,315276.9459,0.154507038,751.0046352
Belgium,2014,482939,0.038592915,25702.38286,61.96033445,0.000207066,1.551959051,0.127759671,0,0.281816714,36.07792305,121.2151532,4.876327412,299230.6196,1.000002071,7495.01552,617.0012776,0,1361.002818,174234.3608,1.679718722,8112.016797,1.551959051,61.96054152,7495.01552,299231.6196,0.409576385,1978.004096
Belgium,2015,501066,0.036575741,26626.40467,59.93701429,0,1.531734342,0.285191971,0,0.324308574,37.92175083,117.477162,4.749108431,300324,0,7675,1429,0,1625,190013,1.816926313,9104,1.531734342,59.93701429,7675,300324,0.609500545,3054
Belgium,2016,539519,0.036839394,27641.02302,51.79150317,0,1.704481214,1.351759623,0,0.370700568,44.78155542,115.8115183,4.74149589,279425,0,9196,7293,0,2000,241605,3.056240837,16489,1.704481214,51.79150317,9196,279425,1.722460191,9293
Belgium,2017,546558,0.036049198,29333.75008,46.34860344,0,2.256485131,2.172870949,0,0.464909488,48.75713099,115.8106842,4.78566396,253322,0,12333,11876,0,2541,266486,4.429356079,24209,2.256485131,46.34860344,12333,253322,2.637780437,14417
Belgium,2018,549632,0.036431713,29594.14825,35.52704355,0,2.507132045,1.6491034,0.134453598,0.663716814,59.51855059,118.6179771,4.9924342,195268,0,13780,9064,739,3648,327133,4.290689043,23583,2.641585643,35.52704355,14519,195268,2.312820214,12712
Belgium,2019,550003,0.035559,29835.82,31.4714647,0,2.883620635,1.539082514,0.639087423,1.606718509,61.86002622,119.4582106,5.093902469,173094,0,15860,8465,3515,8837,340232,5.061790572,27840,3.522708058,31.4714647,19375,173094,3.145801023,17302
Denmark,2001,96116,0.006255015,31051.85378,17.87735653,0,0,0,0,0.007282867,82.11536061,174.3094128,7.172616627,17183,0,0,0,0,7,78926,0,0,0,17.87735653,0,17183,0.007282867,7
Denmark,2002,112216,0.007474177,32562.55777,20.42418571,0,0,0,0,0.000891146,79.57492314,170.7603757,7.028617617,22919.20424,0,0,0,0,1.000008911,89295.79575,0,0,0,20.42418571,0,22919.20424,0.000891146,1.000008911
Denmark,2003,97209,0.006508142,33807.97358,23.32294335,0,0,0,0,0.002057423,76.67499923,171.0443205,7.008322157,22672,0,0,0,0,2,74535,0,0,0,23.32294335,0,22672,0.002057423,2
Denmark,2004,121846,0.007996427,33667.19663,24.77143279,0,0.008207081,0,0,0.002462124,75.217898,170.1926623,6.949616019,30183,0,10,0,0,3,91650,0.008207081,10,0.008207081,24.77143279,10,30183,0.002462124,3
Denmark,2005,148178,0.00970059,35327.50716,24.98093496,0,0.003374343,0,0,0.001349737,75.01434096,166.8186933,6.802680897,37016.24981,0,5.000033743,0,0,2.000013497,111154.7501,0.003374343,5.000033743,0.003374343,24.98093496,5.000033743,37016.24981,0.001349737,2.000013497
Denmark,2006,156909,0.010160479,37739.74268,27.85053757,0,0.008285057,0,0,0.001274624,72.13990275,165.10924,6.719722117,43700,0,13,0,0,2,113194,0.008285057,13,0.008285057,27.85053757,13,43700,0.001274624,2
Denmark,2007,162776,0.010436808,38483.69143,39.92603332,0.014129847,0.008600777,0,0,0.001228682,60.05000737,161.5450727,6.472604742,64990,23,14,0,0,2,97747,0.008600777,14,0.008600777,39.94016317,14,65013,0.001228682,2
Denmark,2008,150649,0.010506901,36210.96157,46.73247084,0.017922456,0.031862143,0,0,0.003318973,53.21442559,147.2703909,5.908442764,70402,27,48,0,0,5,80167,0.031862143,48,0.031862143,46.7503933,48,70429,0.003318973,5
Denmark,2009,111965,0.007945511,34987.91074,44.62992239,0.005358913,0.050909676,0,0,0.069665872,55.24414315,143.4594198,5.768534378,49969.8926,6.000107178,57.00101819,0,0,78.00139332,61854.10488,0.050909676,57.00101819,0.050909676,44.6352813,57.00101819,49975.89271,0.069665872,78.00139332
Denmark,2010,153301,0.011521645,34268.43827,46.25661298,0.000652328,0.095239959,0,0,0.027397796,53.62009694,136.1937781,5.494847044,70911.85026,1.000026093,146.0038096,0,0,42.00109591,82200.1448,0.095239959,146.0038096,0.095239959,46.25726531,146.0038096,70912.85029,0.027397796,42.00109591
Denmark,2011,170008,0.012960708,35125.57196,47.88948625,0,0.141171488,0,0,0.268814042,51.70052822,129.4312632,5.255626494,81415.95779,0,240.0028234,0,0,457.0053763,87895.03401,0.141171488,240.0028234,0.141171488,47.88948625,240.0028234,81415.95779,0.268814042,457.0053763
Denmark,2012,170783,0.014222142,31328.05216,39.84647184,0,0.24826827,0,0,0.315605183,59.58965471,119.0916719,4.895699997,68051,0,424,0,0,539,101769,0.24826827,424,0.24826827,39.84647184,424,68051,0.315605183,539
Denmark,2013,181270,0.015328868,30784.51018,31.77470072,0,0.599657969,0,0,0.296794836,67.32884647,113.0591582,4.702320029,57598,0,1087,0,0,538,122047,0.599657969,1087,0.599657969,31.77470072,1087,57598,0.296794836,538
Denmark,2014,189068,0.015108917,32457.24413,31.39769818,0,0.642097023,0.002115641,0,0.870586244,67.08750291,111.0338802,4.654987089,59363,0,1214,4,0,1646,126841,0.644212664,1218,0.642097023,31.39769818,1214,59363,0.872701885,1650
Denmark,2015,207389,0.015138537,34480.63651,30.96210503,0,1.085882086,0.126814826,0,2.159227346,65.66597071,107.8453897,4.589863052,64212,0,2252,263,0,4478,136184,1.212696913,2515,1.085882086,30.96210503,2252,64212,2.286042172,4741
Denmark,2016,223142,0.015236564,36072.02335,35.90269873,0,2.582212224,0.320871911,0,0.525674234,60.6685429,109.8732437,4.609812686,80114,0,5762,716,0,1173,135377,2.903084135,6478,2.582212224,35.90269873,5762,80114,0.846546146,1889
Denmark,2017,222150,0.014652295,37047.21062,35.12221472,0,3.235651587,0.275489534,0,0.320504164,61.04614,108.2354557,4.536681777,78024,0,7188,612,0,712,135614,3.511141121,7800,3.235651587,35.12221472,7188,78024,0.595993698,1324
Denmark,2018,219114,0.014523715,39805.35198,33.13617569,0,3.981032704,1.402466296,0.232299168,0.707850708,60.54017543,109.4999245,4.705407028,72606,0,8723,3073,509,1551,132652,5.615798169,12305,4.213331873,33.13617569,9232,72606,2.110317004,4624
Denmark,2019,226679,0.014655336,41188.81148,26.81677615,0,4.449904932,1.712553876,1.410364436,2.437808531,63.17259208,107.0854129,5.375398551,60788,0,10087,3882,3197,5526,143199,7.572823243,17166,5.860269368,26.81677615,13284,60788,4.150362407,9408
Europe,2019,15432388,,,,,,1.252664202,,2.211368714,,,,,,,193316,,341267,,,,,,,,3.464032916,534583
Europe,2020,11604630,,,,,,5.198907677,,6.212287682,,,,,,,603314,,720913,,,,,,,,11.41119536,1324227
Finland,2001,109422,0.00712094,26535.99624,16.66118331,0,0,0,0,0,83.33881669,181.1862802,7.474018083,18231,0,0,0,0,0,91191,0,0,0,16.66118331,0,18231,0,0
Finland,2002,117011,0.00779355,27427.68036,15.77629454,0,0,0,0,0,84.22370546,180.4835436,7.436690373,18460,0,0,0,0,0,98551,0,0,0,15.77629454,0,18460,0,0
Finland,2003,147105,0.009848679,26797.76132,15.00832739,0,0,0,0,0,84.99167261,179.6261385,7.419380857,22078,0,0,0,0,0,125027,0,0,0,15.00832739,0,22078,0,0
Finland,2004,142303,0.009338965,27950.13218,15.31801859,0,0.04427173,0,0,0,84.63770968,180.9185791,7.462611843,21798,0,63,0,0,0,120442,0.04427173,63,0.04427173,15.31801859,63,21798,0,0
Finland,2005,147740,0.009671916,28704.82693,16.73954244,0,0.041965615,0,0,0,83.21849195,180.3426445,7.411243138,24731,0,62,0,0,0,122947,0.041965615,62,0.041965615,16.73954244,62,24731,0,0
Finland,2006,145233,0.009404412,29845.99643,20.08221272,0.044755668,0.075051813,0,0,0.00E+00,79.7979798,179.8776891,7.366735752,29166,65,109,0,0,0,115893,0.075051813,109,0.075051813,20.12696839,109,29231,0,0
Finland,2007,124998,0.008014573,31307.30541,28.12364998,0.07440119,0.119201907,0,0,0,71.68274692,177.90645,7.23719363,35154,93,149,0,0,0,89602,0.119201907,149,0.119201907,28.19805117,149,35247,0,0
Finland,2008,139070,0.009699333,29351.56686,49.3621917,0,0.609045804,0,0,0.003595312,50.02516718,163.7167437,6.522043466,68648,0,847,0,0,5,69570,0.609045804,847,0.609045804,49.3621917,847,68648,0.003595312,5
Finland,2009,90261,0.006405303,29609.97667,46.10407596,0.222687539,0.864160601,0,0,0.001107898,52.807968,158.478958,6.36258798,41614,201,780,0,0,1,47665,0.864160601,780,0.864160601,46.3267635,780,41815,0.001107898,1
Finland,2010,111386,0.008371439,29231.28589,41.44813036,0.27113166,1.008214751,0,0,0.012569017,57.25995421,151.1872065,6.156284096,46167.41448,302.0027113,1123.010082,0,0,14.00012569,63779.5726,1.008214751,1123.010082,1.008214751,41.71926202,1123.010082,46469.41719,0.012569017,14.00012569
Finland,2011,126169,0.009618603,30479.72202,42.13000024,0.340020132,0.90037965,0,0,0.023777632,56.60582235,145.7274967,5.956944972,53155,429,1136,0,0,30,71419,0.90037965,1136,0.90037965,42.47002037,1136,53584,0.023777632,30
Finland,2012,111292,0.009267964,31616.69695,38.62721489,0.999173346,1.292995004,0,0,0.094346404,58.98627035,140.6193032,5.802653949,42989,1112,1439,0,0,105,65647,1.292995004,1439,1.292995004,39.62638824,1439,44101,0.094346404,105
Finland,2013,103493,0.008751755,31472.46517,37.20348236,0.402925802,2.183722571,0,0,0.211608515,59.99826075,131.6621064,5.438619878,38503,417,2260,0,0,219,62094,2.183722571,2260,2.183722571,37.60640816,2260,38920,0.211608515,219
Finland,2014,106281,0.008493192,32413.98771,38.85454597,0.471391876,2.193242442,0.230520977,0,0.189121292,58.06117744,127.3332957,5.262472903,41295,501,2331,245,0,201,61708,2.42376342,2576,2.193242442,39.32593784,2331,41796,0.419642269,446
Finland,2015,108849,0.007945526,32258.99546,35.66408511,0.152504846,2.619224798,0.382180819,0,0.22416375,60.95784068,124.117749,5.138998395,38820,166,2851,416,0,244,66352,3.001405617,3267,2.619224798,35.81658995,2851,38986,0.606344569,660
Finland,2016,119039,0.008128212,32404.16482,33.15972076,0.011760851,3.375364376,1.575114038,0,0.178932955,61.69910702,121.0267081,5.021452695,39473,14,4018,1875,0,213,73446,4.950478415,5893,3.375364376,33.17148162,4018,39487,1.754046993,2088
Finland,2017,118650,0.00782577,33987.81007,30.41297935,0.000842815,7.126000843,2.11293721,0,0.409608091,59.93763169,119.3814027,4.982240788,36085,1,8455,2507,0,486,71116,9.238938053,10962,7.126000843,30.41382217,8455,36086,2.522545301,2993
Finland,2018,120557,0.00799098,34004.66087,24.04505752,0,8.83731347,3.987325497,0.28700117,0.642849441,62.2004529,117.2625072,5.190068158,28988,0,10654,4807,346,775,74987,13.11164014,15807,9.12431464,24.04505752,11000,28988,4.630174938,5582
Finland,2019,114246,0.007386275,34724.8699,19.21992893,0,11.02270539,5.137160163,1.411865623,1.660452007,61.54788789,112.1598791,5.640313366,21958,0,12593,5869,1613,1897,70316,17.57173118,20075,12.43457101,19.21992893,14206,21958,6.79761217,7766
France,2001,2254732,0.146732943,18284.99978,56.22619451,0,0.003725498,0,0,0.018050926,43.75202907,160.0968531,6.331105374,1267750,0,84,0,0,407,986491,0.003725498,84,0.003725498,56.22619451,84,1267750,0.018050926,407
France,2002,2145071,0.142873042,19259.24879,62.99847418,0,0.002377544,0,0,0.010862111,36.98828617,156.4391553,6.147751227,1351362,0,51,0,0,233,793425,0.002377544,51,0.002377544,62.99847418,51,1351362,0.010862111,233
France,2003,2009246,0.134519009,19968.4266,67.35954682,0,0.001791717,0,0,0.005624,32.63303747,154.8082814,6.052415524,1353419,0,36,0,0,113,655678,0.001791717,36,0.001791717,67.35954682,36,1353419,0.005624,113
France,2004,2013709,0.132154338,20764.17062,69.17111658,0,0.033222278,0,0,0.02284342,30.77281772,153.0892857,5.977382352,1392905,0,669,0,0,460,619675,0.033222278,669,0.033222278,69.17111658,669,1392905,0.02284342,460
France,2005,2067789,0.135369446,21086.03684,68.86084605,0.000435248,0.13807018,0,0,0.000290165,31.00035835,152.370482,5.947187501,1423897,9,2855,0,0,6,641022,0.13807018,2855,0.13807018,68.8612813,2855,1423906,0.000290165,6
France,2006,2000563,0.129544376,21598.85761,71.36739576,0.020144339,0.320559923,0,0,0.000649817,28.29125016,149.4601749,5.827198492,1427749.714,403.0002014,6413.003206,0,0,13.0000065,565984.2829,0.320559923,6413.003206,0.320559923,71.3875401,6413.003206,1428152.714,0.000649817,13.0000065
France,2007,2064999,0.132402803,22458.76604,73.88492682,0.158402014,0.346779829,0,0,0.000290557,25.60960078,149.1599688,5.810043093,1525723,3271,7161,0,0,6,528838,0.346779829,7161,0.346779829,74.04332883,7161,1528994,0.000290557,6
France,2008,2050283,0.142995446,21425.91241,77.2791632,0.152808322,0.412187403,0,0,0.000195095,22.15564598,140.6343056,5.461338724,1584441.546,3133.003056,8451.008244,0,0,4.000003902,454253.4431,0.412187403,8451.008244,0.412187403,77.43197152,8451.008244,1587574.549,0.000195095,4.000003902
France,2009,2242894,0.159165262,20515.35764,70.1250885,0.138794021,0.438407199,0,0,0.000445853,29.29726442,134.3119022,5.268586921,1572831.403,3113.002776,9833.008768,0,0,10.00000892,657106.5859,0.438407199,9833.008768,0.438407199,70.26388252,9833.008768,1575944.405,0.000445853,10.00000892
France,2010,2203141,0.165581487,21146.33646,70.3191035,0.230080599,0.437284768,0,0,0.008351712,29.00517942,132.0575367,5.245298592,1549229,5069,9634,0,0,184,639025,0.437284768,9634,0.437284768,70.5491841,9634,1554298,0.008351712,184
France,2011,2165803,0.165111874,22667.60749,72.13116798,0.307276331,0.591235676,0,0,0.122541154,26.84777886,128.9464703,5.122576319,1562219,6655,12805,0,0,2654,581470,0.591235676,12805,0.591235676,72.43844431,12805,1568874,0.122541154,2654
France,2012,1860524,0.154937186,24138.88464,72.62357271,0.396716194,1.339407608,0,0,0.317813691,25.32248979,125.47727,4.994718686,1351179,7381,24920,0,0,5913,471131,1.339407608,24920,1.339407608,73.02028891,24920,1358560,0.317813691,5913
France,2013,1756251,0.148515145,23775.86334,66.49072371,0.012982199,2.636866826,0,0,0.5215086,30.33791867,117.7149386,4.731414728,1167744,228,46310,0,0,9159,532810,2.636866826,46310,2.636866826,66.50370591,46310,1167972,0.5215086,9159
France,2014,1765228,0.141063972,24324.08825,63.43764092,0.007817687,2.32853773,0.075910874,0,0.622015966,33.52807683,114.8043716,4.626511884,1119819,138,41104,1340,0,10980,591847,2.404448604,42444,2.32853773,63.4454586,41104,1119957,0.69792684,12320
France,2015,1885568,0.137638648,25359.78546,57.46798843,0.012303985,2.212489817,0.244170457,0,0.942474628,39.12057269,111.1105197,4.535831844,1083598,232,41718,4604,0,17771,737645,2.456660274,46322,2.212489817,57.48029241,41718,1083830,1.186645085,22375
France,2016,1983729,0.135452827,26310.0145,51.93955424,0.053938819,2.36514161,0.387603347,0,1.086489132,44.16727285,110.185629,4.553266843,1030340,1070,46918,7689,0,21553,876159,2.752744957,54607,2.36514161,51.99349306,46918,1031410,1.474092479,29242
France,2017,2110863,0.139225695,27102.62037,47.28953048,0.035767548,3.032187951,0.562237428,0,1.182792541,47.89748405,110.6289129,4.61076647,998217.2018,755.0039344,64005.33354,11868.06185,0,24967.13011,1011050.269,3.594425379,75873.39539,3.032187951,47.32529803,64005.33354,998972.2058,1.745029969,36835.19195
France,2018,2173578,0.144073072,26766.42806,38.88843137,0.034643355,3.732326943,0.615575156,0.139355542,1.430591141,55.15907649,111.3729646,4.735450228,845270.3889,753.0003464,81125.03732,13380.00616,3029.001394,31095.01431,1198925.552,4.48725764,97534.04487,3.871682485,38.92307473,84154.03872,846023.3892,2.046166296,44475.02046
France,2019,2208560,0.142788648,27754.28684,34.52281124,0.288332669,3.630963162,0.835023726,0.682843119,1.93922737,58.10079871,111.8351428,4.831200335,762457,6368,80192,18442,15081,42829,1283191,5.148830007,113715,4.313806281,34.81114391,95273,768825,2.774251096,61271
Germany,2001,3341209,0.217438449,22451.62001,34.57730532,0,0.018137164,0,0,0.001676042,65.40288147,178.9234762,7.222864406,1155300.037,0,606.0005441,0,0,56.00005028,2185246.962,0.018137164,606.0005441,0.018137164,34.57730532,606.0005441,1155300.037,0.001676042,56.00005028
Germany,2002,3252338,0.216622865,22944.79503,38.00220026,0,0.00415086,0,0,0.000584195,61.99306468,176.0717963,7.078793509,1235960,0,135,0,0,19,2016224,0.00415086,135,0.00415086,38.00220026,135,1235960,0.000584195,19
Germany,2003,3236518,0.216684863,23557.15009,39.87624972,0,0.008033325,0,0,0.000525256,60.1151917,176.48252,7.073117798,1290602,0,260,0,0,17,1945639,0.008033325,260,0.008033325,39.87624972,260,1290602,0.000525256,17
Germany,2004,3266678,0.214383344,24154.06222,44.01036772,0,0.052163084,0,0,0.000306121,55.93716308,174.1544978,6.959862443,1437677,0,1704,0,0,10,1827287,0.052163084,1704,0.052163084,44.01036772,1704,1437677,0.000306121,10
Germany,2005,3340708,0.218702097,23611.9746,42.65104002,0,0.107103173,0,0,0.000538809,57.241318,172.1218817,6.889020864,1424846.706,0,3578.004284,0,0,18.00002155,1912265.29,0.107103173,3578.004284,0.107103173,42.65104002,3578.004284,1424846.706,0.000538809,18.00002155
Germany,2006,3466489,0.22446889,24583.15546,44.28602914,0,0.150786704,0,0,8.6543E-05,55.56309762,172.2014705,6.88058106,1535170.329,0,5227.004524,0,0,3.000002596,1926088.667,0.150786704,5227.004524,0.150786704,44.28602914,5227.004524,1535170.329,8.6543E-05,3.000002596
Germany,2007,3146578,0.201751065,25969.52044,47.66757654,0,0.238830958,0,0,0.000190683,52.09340181,169.6375161,6.773751117,1499897.477,0,7515.002388,0,0,6.000001907,1639159.521,0.238830958,7515.002388,0.238830958,47.66757654,7515.002388,1499897.477,0.000190683,6.000001907
Germany,2008,3088289,0.215390393,27107.66533,44.03477136,0.000291424,0.199204155,0,0,0.000161902,55.76557116,165.8039347,6.665714842,1359921,9,6152,0,0,5,1722202,0.199204155,6152,0.199204155,44.03506278,6152,1359930,0.000161902,5
Germany,2009,3789564,0.268923519,23749.37624,30.40175598,0.026097989,0.213612964,0,0,0.004011016,69.35452205,155.6187549,6.369031947,1152094,989,8095,0,0,152,2628234,0.213612964,8095,0.213612964,30.42785397,8095,1153083,0.004011016,152
Germany,2010,2877790,0.216286088,26720.75042,41.16959235,0.03377593,0.348253468,0,0,0.013204582,58.43517367,153.2916067,6.230697074,1184774.412,972.0003378,10022.00348,0,0,380.000132,1681641.584,0.348253468,10022.00348,0.348253468,41.20336828,10022.00348,1185746.412,0.013204582,380.000132
Germany,2011,3173473,0.241932473,27858.70322,47.14947406,0.084544758,0.36893404,0,0,0.069450856,52.32759629,147.4239412,5.978104007,1496275.829,2683.005073,11708.02214,0,0,2204.004167,1660602.14,0.36893404,11708.02214,0.36893404,47.23401882,11708.02214,1498958.834,0.069450856,2204.004167
Germany,2012,3082352,0.256686259,28483.22013,48.21182006,0.081236666,0.657971575,0,0,0.115885532,50.93308616,142.5809162,5.784670395,1486058,2504,20281,0,0,3572,1569937,0.657971575,20281,0.657971575,48.29305673,20281,1488562,0.115885532,3572
