Entity,Year,Total tax (% of GDP) (OECD (2018)),"Taxes on income, profits, and capital gains (% of GDP) (OECD (2018))",Social security contributions (SSC) (% of GDP) (OECD (2018),Taxes on payroll and workforce (% of GDP) (OECD (2018)),Taxes on property (% of GDP) (OECD (2018)),Taxes on goods and services (% of GDP) (OECD (2018)),Other tax (% of GDP) (OECD (2018))
Luxembourg,1997,36.4568596,14.6050053,9.4786768,,2.9281900,9.3950558,0.0499330
Luxembourg,1998,37.3247185,14.5057774,9.7694321,,3.2571940,9.5945349,0.0693550
Luxembourg,1999,36.1838875,13.2084913,9.6372166,,3.5969770,9.5716524,0.0603170
Luxembourg,2000,36.9198074,13.4603529,9.6309671,,3.9411910,9.7195587,0.0510690
Luxembourg,2001,37.4514771,13.6257048,10.3995743,,3.6437709,9.6495628,0.0483360
Luxembourg,2002,37.3497505,13.7656851,10.4565086,,3.0044870,9.9443846,0.1134340
Luxembourg,2003,37.4770355,13.6800547,10.6588058,,2.8004401,10.2230101,0.0534350
Luxembourg,2004,36.5479240,12.1585121,10.5736732,,2.8527069,10.8473330,0.0504160
Luxembourg,2005,37.7882843,13.0340338,10.5681248,,3.2061131,10.8670826,0.0435380
Luxembourg,2006,35.7232475,12.5003452,9.9554157,,3.3333271,9.8373051,0.0226080
Luxembourg,2007,36.0843506,12.5205164,9.9627037,,3.4809620,10.0209036,0.0379480
Luxembourg,2008,36.6497002,13.2175226,10.4385433,,2.7128220,10.1956768,0.0367150
Luxembourg,2009,38.2007446,13.4997549,11.4434280,,2.5319741,10.6388292,0.0514300
Luxembourg,2010,37.3971291,13.6077223,10.8321886,,2.6436689,10.2153282,0.0538570
Luxembourg,2011,37.0424652,13.1926851,10.8155804,,2.5734260,10.3733854,0.0471900
Luxembourg,2012,38.3919601,13.5020704,11.2254400,,2.6997671,10.8731060,0.0576600
Luxembourg,2013,38.2929878,13.4944181,11.1238537,,2.7872090,10.8056087,0.0489560
Luxembourg,2014,37.4455757,12.9384975,10.6701860,,2.9106669,10.8500309,0.0384280
Luxembourg,2015,37.0916100,13.4591074,10.7427778,,3.2908800,9.5011473,0.0541050
Luxembourg,2016,38.1461716,14.0453157,10.8598862,,3.5359499,9.5943861,0.0640860
Luxembourg,2017,38.6535034,14.3736334,11.0553656,,3.7172911,9.4089203,0.0498690
Malaysia,1990,18.5304718,8.1617126,,,0.0212800,9.7988510,0.5486270
Malaysia,1991,19.9757786,9.2449312,,,0.0139130,10.1737442,0.5431900
Malaysia,1992,19.7766552,9.6889343,,,0.0112820,9.5585670,0.5178720
Malaysia,1993,19.4250679,9.1912031,,,0.0065040,9.5218763,0.7054830
Malaysia,1994,19.8255768,9.0029259,,,0.0150360,9.5142965,1.2933170
Malaysia,1995,19.3713398,9.1949987,,,0.0038160,9.1703711,1.0021530
Malaysia,1996,19.2608376,9.1013346,,,0.0026010,9.0751457,1.0817560
Malaysia,1997,19.6925259,9.8112879,,,0.0067890,8.8934507,0.9809970
Malaysia,1998,16.6343269,10.1583014,,,0.0014020,6.0473409,0.4272830
Malaysia,1999,15.6845398,8.5498161,,,0.0011770,6.5973392,0.5362080
Malaysia,2000,14.0524864,7.6709132,0.2777910,,0.0006870,5.5864429,0.5166510
Malaysia,2001,18.3226967,11.4582720,0.2971620,,0.0006070,6.0855498,0.4811060
Malaysia,2002,18.2956219,11.1080027,0.2857780,,0.0003680,6.4366450,0.4648280
Malaysia,2003,16.2973728,9.7839842,0.2730930,,0.0004660,5.7523808,0.4874480
Malaysia,2004,15.9302711,9.7645998,0.2560310,,0.0002760,5.4002891,0.5090750
Malaysia,2005,15.4791164,9.3895798,0.2542710,,0.0008590,5.3747578,0.4596490
Malaysia,2006,15.0818720,9.8877773,0.2657830,,0.0001510,4.4988189,0.4293430
Malaysia,2007,14.8148661,9.8703156,0.2539410,,,4.1307268,0.5598820
Malaysia,2008,15.1435986,10.2645760,0.2382830,,0.0001170,4.1812720,0.4593510
Malaysia,2009,15.4706011,10.5588160,0.2619260,,,4.1727300,0.4771280
Malaysia,2010,13.8261747,9.1373987,0.2444350,,,3.9281960,0.5161450
Malaysia,2011,15.2772713,10.7507830,0.2382320,,,3.7416329,0.5466230
Malaysia,2012,16.0924034,11.4981241,0.2394330,,0.0002030,3.7731330,0.5815110
Malaysia,2013,15.7979307,11.2027693,0.2471990,,0.0000970,3.7178681,0.6299990
Malaysia,2014,15.3205252,10.8712292,0.2430310,,0.0001490,3.6179130,0.5882040
Malaysia,2015,14.7578354,9.1282091,0.2457720,,0.0000910,4.8642650,0.5194990
Malaysia,2016,14.2422533,8.4456148,0.2612090,,0.0002210,5.0702071,0.4650010
Malaysia,2017,13.5614128,8.1470079,0.2631170,,,4.7253752,0.4259130
Mauritius,1990,23.2920799,3.4464910,0.9883900,0.1158530,1.4842640,17.0013103,0.2557720
Mauritius,1991,23.1986198,3.3364580,1.0080810,0.1176220,1.6337121,16.8232441,0.2795010
Mauritius,1992,21.8709698,3.3096640,1.2142200,0.1211470,1.3670810,15.6444721,0.2143860
Mauritius,1993,20.8060780,2.7031400,1.2429610,0.1177440,1.5076090,15.0587444,0.1758790
Mauritius,1994,20.3064251,2.4073241,1.1719820,0.1151400,1.4202729,14.9874792,0.2042290
Mauritius,1995,17.8799191,2.5978200,1.2161170,0.1108700,1.3601050,12.4079676,0.1870400
Mauritius,1996,17.1805038,2.6167569,1.2102849,0.1244240,1.3893610,11.6511831,0.1884940
Mauritius,1997,18.7856197,2.7958450,1.1588740,0.1237110,1.4023840,13.1130037,0.1918010
Mauritius,1998,18.8615093,2.6113451,1.1426131,0.1234880,1.3902380,13.4045296,0.1892970
Mauritius,1999,19.0308342,2.5946331,1.0669540,0.1182090,1.3362390,13.7218208,0.1929780
Mauritius,2000,19.3179054,2.4853129,1.0613010,0.1205300,1.2173769,14.2481461,0.1852380
Mauritius,2001,17.1780739,2.3668840,1.0080150,0.1180680,1.2047420,12.3221884,0.1581760
Mauritius,2002,16.6619778,2.5005810,0.7853370,0.1168740,1.0845710,12.0231018,0.1515140
Mauritius,2003,18.0229607,2.6117170,0.7292110,0.1117310,1.0443610,13.3724966,0.1534430
Mauritius,2004,18.1098576,2.7210469,0.7179510,0.1067600,0.9984300,13.4298277,0.1358400
Mauritius,2005,18.7488766,3.1313319,0.7453030,0.1096420,1.0315830,13.5911837,0.1398330
Mauritius,2006,18.6620331,3.6898270,0.7476290,0.1081920,1.0805330,12.8841858,0.1516660
Mauritius,2007,17.8579597,3.3261480,0.7294490,0.1107030,0.9927330,12.5917597,0.0640970
Mauritius,2008,19.4772549,4.1167760,0.6879050,0.1049560,1.3127691,13.1897392,0.0651100
Mauritius,2009,20.1598377,5.6152120,0.9399600,0.0943580,1.1657140,12.2905712,0.0540220
Mauritius,2010,19.7763443,5.0154319,0.9628100,0.0588630,1.1125000,12.5718546,0.0548850
Mauritius,2011,19.6266270,4.5035510,0.9589630,0.0577460,0.9847840,13.0649872,0.0565970
Mauritius,2012,20.1393433,4.5479379,0.9600500,0.0584980,1.0811270,13.4367685,0.0549600
Mauritius,2013,19.7810535,4.6286459,0.9986350,0.0642600,0.9740860,13.0703936,0.0450330
Mauritius,2014,19.8450031,4.7602291,1.0250920,0.1311400,1.1130260,12.7666512,0.0488670
Mauritius,2015,19.8708229,4.9049668,1.0432940,0.1174620,1.0181350,12.7404003,0.0465630
Mauritius,2016,20.0326977,4.8847742,1.0330950,0.1418070,1.1205630,12.8259745,0.0264840
Mexico,1990,12.0912733,4.1100111,2.0346761,0.2130100,0.2268790,5.3147869,0.1919100
Mexico,1991,12.2572927,4.0793691,2.1153989,0.2460150,0.2778520,5.2807379,0.2579190
Mexico,1992,12.8018885,4.5110240,2.2684710,0.2815160,0.3220660,5.1672611,0.2515510
Mexico,1993,12.0015898,4.4373631,2.2860811,0.2308840,0.3019690,4.4426832,0.3026100
Mexico,1994,12.0018702,4.1702628,2.4042020,0.1650930,0.2849970,4.7117400,0.2655740
Mexico,1995,10.1095438,3.2951059,2.2008140,0.1290090,0.2435260,4.0007210,0.2403680
Mexico,1996,9.9120798,3.2732470,2.1087210,0.1279470,0.2182720,3.9178810,0.2660120
Mexico,1997,10.4998150,3.6495421,1.9446369,0.1762510,0.2022450,4.2844410,0.2426990
Mexico,1998,10.9632664,3.7784691,1.9040240,0.1485280,0.2030150,4.7549882,0.1742410
Mexico,1999,11.7283421,4.0341959,1.9679540,0.1571940,0.2003680,5.1953678,0.1732620
Mexico,2000,11.4617853,4.1314802,2.0649760,0.1675780,0.2086170,4.7748361,0.1142980
Mexico,2001,12.1941547,4.3120770,2.1638179,0.1880390,0.2365690,5.1778369,0.1158140
Mexico,2002,12.6095848,4.3916440,2.1885600,0.2165970,0.2599950,5.4091191,0.1436700
Mexico,2003,12.6706734,4.4190779,2.2505529,0.3002250,0.2616240,5.3246970,0.1144980
Mexico,2004,11.5587988,4.0752692,2.1822529,0.1987620,0.2599420,4.7410188,0.1015540
Mexico,2005,11.3617306,4.2042351,2.1599820,0.2139630,0.2802150,4.3810582,0.1222770
Mexico,2006,11.5875034,4.4456019,2.0231020,0.2229950,0.2783460,4.4815741,0.1358830
Mexico,2007,12.0140276,4.8165421,2.0577641,0.2440090,0.2882560,4.4605069,0.1469510
Mexico,2008,12.5993624,5.0926242,1.9620070,0.2519320,0.2901650,4.8510571,0.1515770
Mexico,2009,12.4673014,4.8668389,2.1521699,0.2628110,0.2917400,4.6710348,0.2227050
Mexico,2010,12.8400011,5.1143570,2.0757980,0.2761470,0.2914410,4.8772779,0.2049790
Mexico,2011,12.7669287,5.2688289,2.0623989,0.2862470,0.2808360,4.6476102,0.2210070
Mexico,2012,12.6492376,5.0770249,2.0883319,0.3036670,0.2856650,4.6601300,0.2344190
Mexico,2013,13.3038998,5.8807039,2.1624920,0.3258670,0.2840660,4.3976331,0.2531380
Mexico,2014,13.7039413,5.6048589,2.1656649,0.3703930,0.3146760,5.0376601,0.2106880
Mexico,2015,15.9332952,6.6385398,2.2077971,0.3788260,0.3111330,6.1563292,0.2406690
Mexico,2016,16.6337357,7.1002121,2.1642139,0.3819070,0.3147980,6.4461641,0.2264410
Mexico,2017,16.1737957,7.2209930,2.1487191,,,,
Morocco,2000,23.5473156,5.7293711,3.9497881,,1.3090770,12.2681618,0.2909170
Morocco,2001,23.3869572,6.0931349,3.8867149,,1.3291560,11.7996893,0.2782630
Morocco,2002,23.0500164,6.2393570,3.5650270,,1.4017180,11.5519915,0.2919250
Morocco,2003,22.7675724,6.5488172,3.7308340,,1.3886811,10.8282509,0.2709900
Morocco,2004,23.0529041,6.7800231,3.8546591,,1.3966269,10.7768021,0.2447940
Morocco,2005,24.7139206,7.7104111,4.0041728,,1.5204760,11.2362604,0.2425990
Morocco,2006,25.3658867,8.1715870,3.8962481,,1.5434099,11.4662542,0.2883880
Morocco,2007,27.7185192,9.0366049,3.8908300,,1.7641220,12.7512703,0.2756920
Morocco,2008,30.1983051,11.1866474,3.7125411,,1.6639050,13.3842220,0.2509900
Morocco,2009,26.9491730,9.3214073,3.9771111,,1.4680020,11.9283533,0.2543010
Morocco,2010,27.6548386,7.9842358,4.8611908,,1.6189220,12.9213009,0.2691900
Morocco,2011,28.4925232,8.4225407,5.2836061,,1.6018860,12.9461298,0.2383590
Morocco,2012,29.4878750,9.1188927,5.3743610,,1.8228970,12.9098120,0.2619110
Morocco,2013,28.1193409,8.4234371,5.3433652,,1.8934931,12.1631060,0.2959390
Morocco,2014,26.9535713,8.2498522,4.5901170,,1.9371760,11.8896246,0.2868020
Morocco,2015,25.9268875,7.9909229,4.4038658,,1.9772910,11.3121157,0.2426910
Morocco,2016,26.4141426,8.2776232,4.5244699,,1.9861850,11.2922916,0.3335730
Netherlands,1990,39.6976700,12.8075924,14.8553581,,1.4508600,10.4872513,0.0966090
Netherlands,1991,41.7276611,13.9505949,15.5952044,,1.4910901,10.5993156,0.0914580
Netherlands,1992,41.3885689,13.0065823,16.1180096,,1.4899130,10.6737947,0.1002680
Netherlands,1993,41.5811272,13.5948839,16.0680656,,1.5807650,10.2247171,0.1126940
Netherlands,1994,39.7328377,11.1501789,16.3571701,,1.6622370,10.4574594,0.1057920
Netherlands,1995,37.2480278,10.1715393,14.7268829,,1.5678130,10.6328011,0.1489920
Netherlands,1996,37.3454437,10.4780169,14.1667032,,1.6902061,10.8671741,0.1433440
Netherlands,1997,36.7982941,10.0513220,14.0226421,,1.7656490,10.8272619,0.1314200
Netherlands,1998,36.2538185,9.7409296,13.7873926,,1.8070230,10.4492826,0.1227510
Netherlands,1999,37.1576233,9.6719818,14.3148670,,1.8995900,10.7703018,0.1759410
Netherlands,2000,36.9073944,9.5697632,14.2745581,,1.9462090,10.6551447,0.1719000
Netherlands,2001,35.6123199,9.6633816,12.7257557,,1.7983691,10.9448175,0.2166510
Netherlands,2002,35.0137787,9.6704092,12.3261700,,1.8489950,10.7319946,0.2151110
Netherlands,2003,34.8043137,8.9237728,12.8484230,,1.7663460,10.8917532,0.1634130
Netherlands,2004,34.8089676,8.6527891,12.9228811,,1.8320910,11.0356216,0.1452900
Netherlands,2005,35.0130615,9.5555677,12.0800610,,1.9198270,11.0484438,0.1795300
Netherlands,2006,36.0466080,9.8177052,12.9635649,,1.6825020,11.1989479,0.1380560
Netherlands,2007,35.6848679,10.0881834,12.4476318,,1.6736920,11.0478544,0.1563380
Netherlands,2008,35.9464951,9.7988558,13.3072100,,1.5287440,10.8890944,0.1444690
Netherlands,2009,34.9385910,9.8407278,12.6174297,,1.3870710,10.6918230,0.1586000
Netherlands,2010,35.6563873,9.9471674,12.9433174,,1.3720551,10.9723759,0.1505040
Netherlands,2011,35.4430389,9.5222788,13.6032562,,1.2162510,10.6605740,0.1502250
Netherlands,2012,35.5871506,9.0156298,14.5251055,,1.0813730,10.5994797,0.0929600
Netherlands,2013,36.1092148,8.9459972,14.7429914,,1.2239900,10.7603302,0.1700320
Netherlands,2014,37.0465775,9.4810591,14.6846151,,1.4305500,10.9620876,0.1836020
Netherlands,2015,37.0065269,10.2678518,13.9746208,,1.4156359,10.9597282,0.0602890
Netherlands,2016,38.4009323,10.4460173,14.6684418,,1.5196160,11.3338709,0.1007990
Netherlands,2017,38.7518845,11.6484947,13.8271856,,1.5505100,11.2816257,0.1135610
New Zealand,1990,36.1751709,21.5570602,,,2.4757040,12.1410894,0.0013170
New Zealand,1991,34.3412971,19.9955826,,,2.2011769,12.1432381,0.0012990
New Zealand,1992,34.7628098,20.2962494,,,2.0940430,12.3687363,0.0037820
New Zealand,1993,34.8720703,20.4363956,,,1.9343660,12.5013084,
New Zealand,1994,35.4232368,21.5904884,,,1.8926620,11.9400873,
New Zealand,1995,35.5706825,21.7887859,,,1.9109910,11.8709059,
New Zealand,1996,33.7539902,20.0593281,,,1.8787570,11.8159027,
New Zealand,1997,33.9312973,20.2862606,,,1.8301530,11.8148851,
New Zealand,1998,32.2760658,18.7434750,,,1.8127220,11.7198687,
New Zealand,1999,32.3127365,18.7412815,,,1.8857230,11.6857300,
New Zealand,2000,32.5379868,19.5244293,,,1.7281590,11.2854004,
New Zealand,2001,31.9410782,18.8885040,,,1.6691670,11.3834076,
New Zealand,2002,33.2509384,19.8687515,,,1.7033070,11.6788797,
New Zealand,2003,33.1616821,19.7681351,,,1.6993480,11.6941986,
New Zealand,2004,34.2030411,20.9067822,,,1.7226200,11.5736370,
New Zealand,2005,36.0582428,22.7066460,,,1.7683470,11.5747461,0.0085050
New Zealand,2006,35.2764587,21.9189701,,,1.8269130,11.5220289,0.0085450
New Zealand,2007,33.8778114,21.3213444,,,1.8074580,10.7326097,0.0163980
New Zealand,2008,32.8956375,19.8476429,,,1.9429820,11.1007938,0.0042200
New Zealand,2009,30.2479496,17.2110577,,,1.9610240,11.0712938,0.0045750
New Zealand,2010,30.2725544,16.2726517,,,2.0011661,11.9963083,0.0024290
New Zealand,2011,30.0546684,15.9391594,,,1.9975080,12.1156759,0.0023240
New Zealand,2012,31.6444111,17.3615704,,,2.0049460,12.2765226,0.0013710
New Zealand,2013,30.4766521,16.6406326,,,1.9357430,11.8990116,0.0012670
New Zealand,2014,31.2232285,17.0435963,,,1.9534640,12.2253513,0.0008150
New Zealand,2015,31.5686932,17.3213215,,,1.9589310,12.2876663,0.0007750
New Zealand,2016,31.5739765,17.5500526,,,1.9251310,12.0962420,0.0025520
New Zealand,2017,31.9796886,17.7805882,,,1.9153590,12.2813196,0.0024200
Nicaragua,1991,9.7280846,1.3061250,1.3714499,,0.2699610,6.3286390,0.4519100
Nicaragua,1992,10.7651987,1.5741140,1.6428260,,0.0210580,7.0769649,0.4502360
Nicaragua,1993,10.1486835,1.1414080,1.3991010,,0.0055640,7.0001502,0.6024610
Nicaragua,1994,10.8509836,1.0130970,1.6971610,,0.0046220,7.4795918,0.6565120
Nicaragua,1995,11.0503531,1.2661490,1.7380850,,0.0003210,7.3358388,0.7099590
Nicaragua,1996,11.1675406,1.4135000,1.6730410,,,7.3567710,0.7242290
Nicaragua,1997,12.3299313,1.6381609,1.7408910,,,8.4828186,0.4680590
Nicaragua,1998,13.0492983,1.6493649,2.0239489,,,9.3414593,0.0345250
Nicaragua,1999,12.8361645,1.6978340,2.1210279,,,8.9945946,0.0227070
Nicaragua,2000,12.9879131,1.7650900,2.5897131,,,8.6157103,0.0174010
Nicaragua,2001,12.6028128,1.8003160,2.9287021,,,7.8572850,0.0165100
Nicaragua,2002,13.3494444,2.1614749,2.9787030,,,8.1748171,0.0344480
Nicaragua,2003,14.7145271,3.0241570,3.0705190,,,8.6035614,0.0162890
Nicaragua,2004,16.1846027,3.4401400,3.1127110,,0.2069910,9.4087200,0.0160410
Nicaragua,2005,17.1503677,3.6891570,3.1791270,,0.1993470,10.0670319,0.0157060
Nicaragua,2006,18.3228550,4.0224519,3.4910750,,0.2298090,10.5639296,0.0155880
Nicaragua,2007,18.6443233,4.2002430,3.5932319,,0.2320550,10.6039820,0.0148110
Nicaragua,2008,18.1323853,4.2538271,3.6592700,,0.1968380,9.8334560,0.1889940
Nicaragua,2009,18.4860725,4.6315770,4.0310879,,0.1997140,9.4300156,0.1936770
Nicaragua,2010,19.3327370,4.4643579,4.3250961,,0.2155360,10.1314669,0.1962800
Nicaragua,2011,20.1927528,5.0842171,4.3036661,,0.2110570,10.4012823,0.1925300
Nicaragua,2012,20.8175278,5.2853570,4.4383368,,0.2005690,10.7172098,0.1760540
Nicaragua,2013,21.2331619,5.4624681,4.7160420,,0.2123520,10.6569862,0.1853130
Nicaragua,2014,21.7634602,5.8471479,4.9160390,,0.2034380,10.5697184,0.2271180
Nicaragua,2015,22.5657310,6.2004399,5.2928548,,0.1982620,10.6473274,0.2268490
Nicaragua,2016,23.4484425,6.6013770,5.6436620,,0.1972820,10.7849302,0.2211910
Nicaragua,2017,23.8005657,6.8790932,5.7494931,,0.1946930,10.7347107,0.2425740
Niger,2000,9.7632570,1.7610250,0.5239670,0.0338250,0.1055790,7.0289459,0.3099140
Niger,2001,10.4113026,1.4528010,0.4709480,0.0296810,0.0986680,7.8401279,0.5190770
Niger,2002,10.9056559,1.6616830,0.4905070,0.0257080,0.0631820,8.2013626,0.4632140
Niger,2003,10.4317884,2.1573789,0.4175360,0.0320660,0.0727300,7.2911749,0.4609030
Niger,2004,11.3100986,2.2335880,0.4563820,0.0344910,0.0925240,8.0110989,0.4820140
Niger,2005,10.7047062,1.9611059,0.4111100,0.0300060,0.0894660,7.7836461,0.4293740
Niger,2006,11.2084093,2.3483789,0.4528090,0.0290420,0.1022440,7.7992330,0.4767010
Niger,2007,12.0367737,2.7305460,0.4921400,0.0298970,0.0975870,8.2437811,0.4428210
Niger,2008,12.1305351,3.3608820,0.6172080,0.0301230,0.0578020,7.5726390,0.4918800
Niger,2009,14.0261221,4.4736228,0.6219830,0.0299100,0.0732120,8.1740780,0.6533160
Niger,2010,13.1858435,3.3484941,0.7043660,0.0395920,0.1025920,8.2914858,0.6993120
Niger,2011,13.8681231,3.7256420,0.7354980,0.0500150,0.0958550,8.4921741,0.7689390
Niger,2012,14.4178247,4.6731501,0.6980340,0.0488730,0.0930210,8.0279446,0.8768030
Niger,2013,16.9314098,6.5875721,0.7911790,0.0743450,0.0456300,8.3571930,1.0754910
Niger,2014,16.2974758,5.1215062,0.8259570,0.0854670,0.0396160,9.1110907,1.1138400
Niger,2015,16.8788700,4.1625638,0.7991940,0.0931890,0.0642300,10.1017647,1.6579289
Niger,2016,14.4455881,3.8192959,0.7941430,0.0777790,0.0474120,8.8007288,0.9062290
Norway,1990,40.2491112,14.1746464,10.5835762,,1.1851550,14.3042698,0.0014670
Norway,1991,40.3682137,14.5192871,10.5404854,,1.1607580,14.1460371,0.0016450
Norway,1992,39.5316391,12.9601412,10.6424484,,1.1467320,14.7809658,0.0013530
Norway,1993,38.6566505,13.0522556,9.7198973,,1.0454760,14.8376198,0.0014030
Norway,1994,39.9517174,13.8850899,9.6325083,,1.0910090,15.3411064,0.0020060
Norway,1995,40.0370064,14.0563421,9.4043970,,1.1264390,15.4482698,0.0015570
Norway,1996,40.0106392,14.5043364,9.2014751,,1.1188470,15.1845579,0.0014220
Norway,1997,40.6949310,15.4292727,9.1179190,,1.0855809,15.0603161,0.0018400
Norway,1998,41.5800667,15.3551607,9.6948738,,0.9906360,15.5363855,0.0030090
Norway,1999,41.8602028,15.6329184,9.8432407,,1.0274940,15.3036928,0.0528560
Norway,2000,41.8851967,18.8468494,8.7652512,,0.9646620,13.3084326,
Norway,2001,42.0930786,18.9605541,9.0553732,,1.0218680,13.0552826,
Norway,2002,42.3580322,18.5305424,9.6846457,,1.0346880,13.1081591,
Norway,2003,41.6632843,18.2856655,9.6014910,,1.0613650,12.7147655,
Norway,2004,42.4077454,19.7256317,9.1902781,,1.0978230,12.3940153,
Norway,2005,42.5976715,20.9841709,8.7056837,,1.0904790,11.8173380,
Norway,2006,42.8308067,21.4525089,8.5084181,,1.1629510,11.7069292,
Norway,2007,42.0928574,20.1851025,8.7026691,,1.1785920,12.0264940,
Norway,2008,41.3748512,20.8717613,8.6010199,,1.1410201,10.7610493,
Norway,2009,41.2024422,18.8829136,9.5871658,,1.1974339,11.5349312,
Norway,2010,41.8956184,19.7417316,9.3692932,,1.1902120,11.5943823,
Norway,2011,42.0251770,20.4577293,9.2554607,,1.1731360,11.1388521,
Norway,2012,41.4634438,20.0238667,9.3249979,,1.1894521,10.9251280,
Norway,2013,39.8672752,18.1467209,9.5031986,,1.2117410,11.0056171,
Norway,2014,38.7921181,16.4584408,9.9450693,,1.2230411,11.1655674,
Norway,2015,38.4280434,15.2455521,10.4412088,,1.1408170,11.6004658,
Norway,2016,38.6986694,14.6882496,10.6087723,,1.2577200,12.1439257,
Norway,2017,38.2282753,14.6446342,10.3584909,0.0572260,1.2657520,11.9021721,
OECD - Average,1990,31.9361172,12.1557302,7.3431072,0.3435040,1.7745970,10.0232162,0.2959630
OECD - Average,1991,32.4402237,11.7875109,7.9710369,0.5041800,1.6887770,10.1607790,0.3279410
OECD - Average,1992,32.6906891,11.6698399,8.2149076,0.3520500,1.7327900,10.3901186,0.3309820
OECD - Average,1993,33.0479393,11.6829538,8.5422821,0.3176620,1.7519270,10.5071907,0.2459250
OECD - Average,1994,33.0008698,11.6707096,8.4266109,0.3000850,1.7747160,10.6331711,0.1955750
OECD - Average,1995,33.0498161,11.2523870,8.7259598,0.2946250,1.6077940,10.9627218,0.2063500
OECD - Average,1996,33.3832703,11.2995872,8.7339487,0.3088030,1.8102680,11.0073738,0.2131870
OECD - Average,1997,33.4196053,11.4866228,8.6867905,0.3566660,1.6705710,10.9942408,0.2247150
OECD - Average,1998,33.5982323,11.6508913,8.5980492,0.3629650,1.7008359,10.9529572,0.2556500
OECD - Average,1999,33.8022003,11.6176338,8.6267538,0.3991780,1.7544730,11.0844650,0.2491030
OECD - Average,2000,33.7722435,11.8967733,8.5830612,0.3530390,1.7529180,10.9017553,0.2135390
OECD - Average,2001,33.2519722,11.5648947,8.6532269,0.3582820,1.7070180,10.6731758,0.2321820
OECD - Average,2002,33.0097084,11.2283144,8.6863022,0.3419230,1.6974760,10.7811356,0.2191540
OECD - Average,2003,32.9270821,11.0935421,8.6917562,0.3516030,1.7219850,10.8245459,0.1880690
OECD - Average,2004,32.8836098,11.2124338,8.5600262,0.3481590,1.7242240,10.7706385,0.1882280
OECD - Average,2005,33.3542290,11.6249752,8.5065899,0.3490660,1.7742730,10.8145618,0.1875830
OECD - Average,2006,33.4966583,11.9174128,8.4392176,0.3450490,1.8037699,10.6939678,0.1979220
OECD - Average,2007,33.5586967,12.0730267,8.4382839,0.3410380,1.7907710,10.6161413,0.1925500
OECD - Average,2008,32.9282188,11.7078619,8.5823469,0.3608110,1.6810410,10.3114529,0.1816250
OECD - Average,2009,32.2087135,10.6861115,8.9130554,0.3523240,1.6891659,10.2814379,0.1982500
OECD - Average,2010,32.3064308,10.5916386,8.8511496,0.3346950,1.7003770,10.5578737,0.1738580
OECD - Average,2011,32.6120605,10.7535725,8.8671503,0.3708990,1.7232440,10.6176891,0.1809180
OECD - Average,2012,33.0684662,10.9829111,8.9616833,0.3853550,1.7555250,10.7079906,0.1827710
OECD - Average,2013,33.3583260,11.0983620,9.0301390,0.3996850,1.8209640,10.7416048,0.1808480
OECD - Average,2014,33.5948601,11.2163029,9.0158787,0.4013310,1.8572201,10.7927818,0.2176290
OECD - Average,2015,33.7234192,11.2867174,9.0414381,0.3999510,1.8762640,10.8316088,0.1882800
OECD - Average,2016,34.0323524,11.3466492,9.1606569,0.4001940,1.8919550,10.9735928,0.1570440
OECD - Average,2017,34.1917381,,,,,,
Panama,1990,15.8535528,3.8522470,4.8173060,,0.7713900,5.9567332,0.4558770
Panama,1991,16.4839249,4.4485331,4.7136879,,0.6682330,5.9130392,0.7404320
Panama,1992,16.1646729,4.4999609,4.4476848,,0.6309150,6.1571388,0.4289720
Panama,1993,17.3422546,4.2398310,6.1788049,,0.5916430,5.8992758,0.4326980
Panama,1994,17.4823246,4.1771870,6.3677001,,0.5963440,5.8989539,0.4421400
Panama,1995,18.4459152,4.7486029,7.0046492,,0.5948580,5.6496968,0.4481070
Panama,1996,16.3790379,3.8896570,6.2139139,0.2506920,0.5294070,5.1516581,0.3437080
Panama,1997,16.1308498,4.1961498,5.7411590,0.2410720,0.5253020,5.0730119,0.3541540
Panama,1998,15.5464392,3.3620789,5.7604489,0.2474020,0.5360120,5.2729621,0.3675350
Panama,1999,16.3227901,4.1116619,5.6882801,0.2667720,0.5717020,5.3272619,0.3571130
Panama,2000,15.8706408,3.9407470,6.0305281,0.2958370,0.5057270,4.6600361,0.4377660
Panama,2001,14.7553616,3.5693870,5.8710308,0.2547260,0.5526520,4.2174959,0.2900720
Panama,2002,14.4256964,3.4169180,5.5793648,0.2893340,0.4914840,4.2444220,0.4041720
Panama,2003,14.1291866,3.1025231,5.2942958,0.2613990,0.6969630,4.5227189,0.2512860
Panama,2004,13.9064808,3.1596210,5.3039351,0.2456940,0.6125790,4.3945999,0.1900510
Panama,2005,13.7825480,3.4373910,5.0524001,0.2213390,0.6670230,4.2281790,0.1762150
Panama,2006,15.1518612,4.5773931,4.8514571,0.2763340,0.7690850,4.5088248,0.1687680
Panama,2007,15.0932493,4.2188611,5.0525770,0.1823410,0.7079970,4.6752701,0.2562030
Panama,2008,15.3028507,4.2923818,5.2045622,0.1770380,0.6280920,4.7452669,0.2555110
Panama,2009,15.1308260,4.6393290,4.9917078,0.1838990,0.6328310,4.5519400,0.1311190
Panama,2010,15.9697313,4.3682928,5.4299011,0.1951720,0.7038010,5.0185080,0.2540560
Panama,2011,15.8095427,3.7664950,5.6966548,0.1819360,0.6401190,5.2837648,0.2405730
