Entity,Year,Energy imports (World Bank (2014))
Australia,1988,-75.86278844
Australia,1989,-72.07400646
Australia,1990,-82.3704661
Australia,1991,-96.08561766
Australia,1992,-98.39684703
Australia,1993,-92.35458321
Australia,1994,-90.87475804
Australia,1995,-101.6253268
Australia,1996,-92.13294242
Australia,1997,-98.47261938
Australia,1998,-108.3267499
Australia,1999,-101.1087979
Australia,2000,-116.0507072
Australia,2001,-135.645551
Australia,2002,-132.1272139
Australia,2003,-127.8260188
Australia,2004,-125.5965531
Australia,2005,-133.6660235
Australia,2006,-128.3489704
Australia,2007,-134.1001662
Australia,2008,-126.2719965
Australia,2009,-132.2364601
Australia,2010,-153.6055915
Australia,2011,-143.7386205
Australia,2012,-153.2371784
Australia,2013,-172.4383403
Australia,2014,-192.0159244
Austria,1960,32.47567433
Austria,1961,35.32755389
Austria,1962,39.03029697
Austria,1963,40.79585014
Austria,1964,42.55427637
Austria,1965,40.61867947
Austria,1966,41.47828886
Austria,1967,44.98525668
Austria,1968,50.18252361
Austria,1969,54.65202949
Austria,1970,55.95558239
Austria,1971,60.85222116
Austria,1972,63.0034818
Austria,1973,63.12617201
Austria,1974,62.33116711
Austria,1975,61.21090068
Austria,1976,66.64004325
Austria,1977,63.78233667
Austria,1978,64.22187725
Austria,1979,66.21002682
Austria,1980,67.04000281
Austria,1981,66.18904032
Austria,1982,65.05479254
Austria,1983,66.03919796
Austria,1984,67.08176253
Austria,1985,67.2424158
Austria,1986,66.93517755
Austria,1987,66.49287644
Austria,1988,62.19366602
Austria,1989,63.9625892
Austria,1990,67.29646302
Austria,1991,68.35002027
Austria,1992,66.22693808
Austria,1993,65.77866408
Austria,1994,67.11193106
Austria,1995,67.25321851
Austria,1996,69.52266636
Austria,1997,69.20932467
Austria,1998,69.12483398
Austria,1999,66.0154691
Austria,2000,65.75385173
Austria,2001,67.55593257
Austria,2002,67.71055329
Austria,2003,70.19060853
Austria,2004,69.65418183
Austria,2005,70.64364818
Austria,2006,70.20167149
Austria,2007,67.48931712
Austria,2008,66.73517317
Austria,2009,63.85296796
Austria,2010,64.83443953
Austria,2011,65.38544384
Austria,2012,61.95446559
Austria,2013,63.41705212
Austria,2014,62.42378603
Azerbaijan,1990,8.327272467
Azerbaijan,1991,15.59040541
Azerbaijan,1992,2.806208625
Azerbaijan,1993,1.343941768
Azerbaijan,1994,-1.056964647
Azerbaijan,1995,-6.029179584
Azerbaijan,1996,-22.57457357
Azerbaijan,1997,-24.66262289
Azerbaijan,1998,-37.80447428
Azerbaijan,1999,-72.76752408
Azerbaijan,2000,-66.50867992
Azerbaijan,2001,-71.19919983
Azerbaijan,2002,-70.96191316
Azerbaijan,2003,-63.24660233
Azerbaijan,2004,-56.92043754
Azerbaijan,2005,-102.9749237
Azerbaijan,2006,-185.4077076
Azerbaijan,2007,-330.6913227
Azerbaijan,2008,-340.4258042
Azerbaijan,2009,-441.1566067
Azerbaijan,2010,-465.4872982
Azerbaijan,2011,-377.3327546
Azerbaijan,2012,-328.9567955
Azerbaijan,2013,-327.6003777
Azerbaijan,2014,-310.3846944
Bahrain,1971,-657.2483344
Bahrain,1972,-636.505156
Bahrain,1973,-432.4201838
Bahrain,1974,-404.9967349
Bahrain,1975,-367.0683362
Bahrain,1976,-279.9333792
Bahrain,1977,-382.9009018
Bahrain,1978,-361.3799575
Bahrain,1979,-300.301477
Bahrain,1980,-327.3510803
Bahrain,1981,-317.2048648
Bahrain,1982,-203.1627878
Bahrain,1983,-194.0703422
Bahrain,1984,-209.5786979
Bahrain,1985,-166.5133143
Bahrain,1986,-203.6066005
Bahrain,1987,-219.2294956
Bahrain,1988,-186.065377
Bahrain,1989,-186.5402534
Bahrain,1990,-173.3889483
Bahrain,1991,-173.5584435
Bahrain,1992,-161.5302605
Bahrain,1993,-153.8366664
Bahrain,1994,-135.927328
Bahrain,1995,-135.5258794
Bahrain,1996,-139.4878306
Bahrain,1997,-122.455193
Bahrain,1998,-117.0528248
Bahrain,1999,-117.6451578
Bahrain,2000,-110.0215967
Bahrain,2001,-104.7185174
Bahrain,2002,-101.8289865
Bahrain,2003,-94.20088529
Bahrain,2004,-91.97521381
Bahrain,2005,-75.66550285
Bahrain,2006,-66.99892777
Bahrain,2007,-63.18549398
Bahrain,2008,-55.76530498
Bahrain,2009,-60.71546359
Bahrain,2010,-59.52570296
Bahrain,2011,-63.21797685
Bahrain,2012,-58.33063562
Bahrain,2013,-60.88130074
Bahrain,2014,-61.58425477
Bangladesh,1971,14.72921988
Bangladesh,1972,14.26764802
Bangladesh,1973,15.90479941
Bangladesh,1974,16.55461824
Bangladesh,1975,18.90995791
Bangladesh,1976,19.17095853
Bangladesh,1977,17.77304222
Bangladesh,1978,18.49855792
Bangladesh,1979,18.69670663
Bangladesh,1980,19.72450395
Bangladesh,1981,19.7789247
Bangladesh,1982,19.06439153
Bangladesh,1983,16.11291431
Bangladesh,1984,15.26464532
Bangladesh,1985,15.40536564
Bangladesh,1986,15.98367514
Bangladesh,1987,16.2803615
Bangladesh,1988,14.76075318
Bangladesh,1989,15.46255768
Bangladesh,1990,15.52917165
Bangladesh,1991,13.6058125
Bangladesh,1992,14.24014664
Bangladesh,1993,14.55445518
Bangladesh,1994,14.77714667
Bangladesh,1995,19.65540442
Bangladesh,1996,18.95421723
Bangladesh,1997,21.59469902
Bangladesh,1998,21.33620505
Bangladesh,1999,18.18558554
Bangladesh,2000,17.0074181
Bangladesh,2001,18.82014454
Bangladesh,2002,18.05880742
Bangladesh,2003,18.47023522
Bangladesh,2004,16.02871434
Bangladesh,2005,15.0473542
Bangladesh,2006,13.7245534
Bangladesh,2007,13.63414016
Bangladesh,2008,12.82179658
Bangladesh,2009,12.3584576
Bangladesh,2010,14.52870358
Bangladesh,2011,16.93574126
Bangladesh,2012,17.79158665
Bangladesh,2013,14.97832377
Bangladesh,2014,16.84170264
Belarus,1990,92.65877713
Belarus,1991,92.16098652
Belarus,1992,90.53596655
Belarus,1993,89.77348634
Belarus,1994,87.12375378
Belarus,1995,86.58923821
Belarus,1996,86.91079821
Belarus,1997,86.91511472
Belarus,1998,87.1357098
Belarus,1999,85.49897705
Belarus,2000,86.16671052
Belarus,2001,85.83853954
Belarus,2002,85.7769514
Belarus,2003,86.5986284
Belarus,2004,86.83924101
Belarus,2005,86.18004133
Belarus,2006,86.76438608
Belarus,2007,86.19836238
Belarus,2008,86.31206618
Belarus,2009,85.63561114
Belarus,2010,85.62243297
Belarus,2011,85.89553715
Belarus,2012,86.50142768
Belarus,2013,85.38962705
Belarus,2014,86.77969893
Belgium,1960,39.30912722
Belgium,1961,43.14416242
Belgium,1962,48.94045199
Belgium,1963,52.75579166
Belgium,1964,53.11793986
Belgium,1965,58.10718088
Belgium,1966,62.42020505
Belgium,1967,66.27435711
Belgium,1968,73.16633062
Belgium,1969,77.91151068
Belgium,1970,82.16570813
Belgium,1971,82.74167986
Belgium,1972,84.88312293
Belgium,1973,85.84725544
Belgium,1974,86.35342363
Belgium,1975,81.17921939
Belgium,1976,80.87422465
Belgium,1977,79.92207669
Belgium,1978,82.57517243
Belgium,1979,84.4564083
Belgium,1980,82.69565813
Belgium,1981,81.2207023
Belgium,1982,78.13933958
Belgium,1983,73.26181792
Belgium,1984,71.64506238
Belgium,1985,68.35948315
Belgium,1986,67.85291479
Belgium,1987,68.96125443
Belgium,1988,71.5570963
Belgium,1989,72.82017884
Belgium,1990,72.66476603
Belgium,1991,74.09473376
Belgium,1992,74.86704821
Belgium,1993,75.52073486
Belgium,1994,77.84737942
Belgium,1995,77.64908961
Belgium,1996,78.02540973
Belgium,1997,76.16716935
Belgium,1998,77.07164968
Belgium,1999,75.77244367
Belgium,2000,76.36884079
Belgium,2001,77.00948114
Belgium,2002,75.76874717
Belgium,2003,76.38540815
Belgium,2004,76.41271894
Belgium,2005,76.11109785
Belgium,2006,76.13442796
Belgium,2007,74.38493064
Belgium,2008,75.64854638
Belgium,2009,73.43279043
Belgium,2010,74.2611828
Belgium,2011,71.38626299
Belgium,2012,73.70403182
Belgium,2013,73.19206874
Belgium,2014,76.2588603
Benin,1971,9.297379676
Benin,1972,11.69740505
Benin,1973,11.81404515
Benin,1974,11.95098593
Benin,1975,12.6956684
Benin,1976,8.137614854
Benin,1977,9.431849493
Benin,1978,10.90723272
Benin,1979,10.38398376
Benin,1980,10.42283095
Benin,1981,-8.054519345
Benin,1982,-7.653977208
Benin,1983,7.606532399
Benin,1984,8.735904843
Benin,1985,-10.44336291
Benin,1986,-14.34123112
Benin,1987,-11.74156994
Benin,1988,-6.641217792
Benin,1989,-5.499503109
Benin,1990,-6.75705691
Benin,1991,-6.92751262
Benin,1992,-3.006671334
Benin,1993,-3.885710862
Benin,1994,-2.389271489
Benin,1995,-0.258035874
Benin,1996,10.60486231
Benin,1997,15.40843539
Benin,1998,15.9704615
Benin,1999,22.23205008
Benin,2000,27.10844467
Benin,2001,29.32513685
Benin,2002,31.67368301
Benin,2003,33.9268617
Benin,2004,34.81831998
Benin,2005,33.0971858
Benin,2006,38.04305955
Benin,2007,41.22225923
Benin,2008,40.81287755
Benin,2009,41.9674552
Benin,2010,43.75517332
Benin,2011,43.71148055
Benin,2012,44.15648807
Benin,2013,45.1259071
Benin,2014,46.59070713
Bolivia,1971,-124.8717466
Bolivia,1972,-235.7210791
Bolivia,1973,-282.7032748
Bolivia,1974,-248.7639424
Bolivia,1975,-188.0132615
Bolivia,1976,-169.3570773
Bolivia,1977,-140.3691301
Bolivia,1978,-114.6375166
Bolivia,1979,-91.33041737
Bolivia,1980,-78.56912895
Bolivia,1981,-75.88078838
Bolivia,1982,-74.89756563
Bolivia,1983,-87.89888702
Bolivia,1984,-85.9674273
Bolivia,1985,-87.48358654
Bolivia,1986,-95.33111465
Bolivia,1987,-100.5718905
Bolivia,1988,-100.8499483
Bolivia,1989,-93.46845206
Bolivia,1990,-88.58595621
Bolivia,1991,-87.71376815
Bolivia,1992,-77.439458
Bolivia,1993,-70.52768121
Bolivia,1994,-67.48807344
Bolivia,1995,-54.59732956
Bolivia,1996,-40.34574272
Bolivia,1997,-25.58635568
Bolivia,1998,-25.30671423
Bolivia,1999,-14.10410209
Bolivia,2000,-36.80801302
Bolivia,2001,-87.05348265
Bolivia,2002,-77.02814702
Bolivia,2003,-91.66051052
Bolivia,2004,-149.9334288
Bolivia,2005,-168.3972779
Bolivia,2006,-126.3099873
Bolivia,2007,-192.1344426
Bolivia,2008,-181.1212388
Bolivia,2009,-136.9586738
Bolivia,2010,-147.9124001
Bolivia,2011,-152.2568639
Bolivia,2012,-149.0922215
Bolivia,2013,-180.9507162
Bolivia,2014,-177.9858361
Bosnia and Herzegovina,1990,34.38924099
Bosnia and Herzegovina,1991,31.57324645
Bosnia and Herzegovina,1992,18.12643561
Bosnia and Herzegovina,1993,15.60340174
Bosnia and Herzegovina,1994,47.17071458
Bosnia and Herzegovina,1995,45.33064112
Bosnia and Herzegovina,1996,36.43784895
Bosnia and Herzegovina,1997,20.35728217
Bosnia and Herzegovina,1998,23.0727149
Bosnia and Herzegovina,1999,21.1113039
Bosnia and Herzegovina,2000,29.226364
Bosnia and Herzegovina,2001,26.31178208
Bosnia and Herzegovina,2002,24.87242539
Bosnia and Herzegovina,2003,20.81596105
Bosnia and Herzegovina,2004,25.40465504
Bosnia and Herzegovina,2005,27.69254701
Bosnia and Herzegovina,2006,26.31070114
Bosnia and Herzegovina,2007,30.60071047
Bosnia and Herzegovina,2008,28.9946487
Bosnia and Herzegovina,2009,28.85492009
Bosnia and Herzegovina,2010,32.56202009
Bosnia and Herzegovina,2011,35.37274657
Bosnia and Herzegovina,2012,32.44609874
Bosnia and Herzegovina,2013,28.4596198
Bosnia and Herzegovina,2014,22.73008923
Botswana,1981,22.64019948
Botswana,1982,22.16234188
Botswana,1983,22.66680359
Botswana,1984,22.7082574
Botswana,1985,22.29341171
Botswana,1986,24.34641771
Botswana,1987,25.3199997
Botswana,1988,24.21273009
Botswana,1989,25.39949894
Botswana,1990,28.6955601
Botswana,1991,27.91529459
Botswana,1992,30.62680125
Botswana,1993,29.98770044
Botswana,1994,27.84514546
Botswana,1995,30.06874051
Botswana,1996,33.92651388
Botswana,1997,35.82282574
Botswana,1998,36.25371917
Botswana,1999,37.71588711
Botswana,2000,40.02113273
Botswana,2001,41.24347596
Botswana,2002,42.0552861
Botswana,2003,46.43340491
Botswana,2004,46.34491041
Botswana,2005,45.8330766
Botswana,2006,47.86114887
Botswana,2007,52.92194307
Botswana,2008,52.88233596
Botswana,2009,53.92814527
Botswana,2010,50.90138715
Botswana,2011,53.84579698
Botswana,2012,42.45297933
Botswana,2013,44.58163319
Botswana,2014,44.49996466
Brazil,1971,29.6077072
Brazil,1972,32.64012999
Brazil,1973,37.4962405
Brazil,1974,38.58601529
Brazil,1975,40.813369
Brazil,1976,43.34685649
Brazil,1977,43.47881154
Brazil,1978,45.62278177
Brazil,1979,45.82584384
Brazil,1980,43.4826043
Brazil,1981,39.0832268
Brazil,1982,36.00817504
Brazil,1983,29.63885862
Brazil,1984,22.37666761
Brazil,1985,20.83747525
Brazil,1986,24.67084155
Brazil,1987,24.9951088
Brazil,1988,26.52034397
Brazil,1989,25.94232329
Brazil,1990,25.72161492
Brazil,1991,26.68827159
Brazil,1992,27.45663558
Brazil,1993,28.59991185
Brazil,1994,28.95190404
Brazil,1995,30.44168031
Brazil,1996,30.09961618
Brazil,1997,29.16753627
Brazil,1998,26.89356077
Brazil,1999,24.25927847
Brazil,2000,21.23367086
Brazil,2001,20.47912911
Brazil,2002,14.50987793
Brazil,2003,10.38886477
Brazil,2004,13.13009089
Brazil,2005,9.579118749
Brazil,2006,7.401827271
Brazil,2007,8.084084722
Brazil,2008,8.207669942
Brazil,2009,4.098708124
Brazil,2010,7.244260199
Brazil,2011,7.712621471
Brazil,2012,10.58524401
Brazil,2013,13.89081918
Brazil,2014,11.87013338
Brunei,1971,-3651.917815
Brunei,1972,-5228.087044
Brunei,1973,-3719.78348
Brunei,1974,-2190.06746
Brunei,1975,-1827.155671
Brunei,1976,-1709.4788
Brunei,1977,-1688.652924
Brunei,1978,-1817.695543
Brunei,1979,-1881.146598
Brunei,1980,-1466.020986
Brunei,1981,-1186.774014
Brunei,1982,-1115.320787
Brunei,1983,-1065.963663
Brunei,1984,-864.8333947
Brunei,1985,-801.3058279
Brunei,1986,-899.0958615
Brunei,1987,-867.3371581
Brunei,1988,-1034.629001
Brunei,1989,-885.8284394
Brunei,1990,-805.7894316
Brunei,1991,-737.9037763
Brunei,1992,-734.4239809
Brunei,1993,-749.6257981
Brunei,1994,-839.3603061
Brunei,1995,-711.7893374
Brunei,1996,-681.1874653
Brunei,1997,-651.1494779
Brunei,1998,-629.1875085
Brunei,1999,-683.4527743
Brunei,2000,-725.5084282
Brunei,2001,-799.196783
Brunei,2002,-839.3335731
Brunei,2003,-746.201598
Brunei,2004,-803.4359584
Brunei,2005,-849.5552119
Brunei,2006,-608.1367378
Brunei,2007,-542.8667442
Brunei,2008,-495.8800283
Brunei,2009,-522.4286399
Brunei,2010,-473.1907266
Brunei,2011,-382.7048053
Brunei,2012,-383.5423125
Brunei,2013,-458.3725434
Brunei,2014,-357.3943792
Bulgaria,1971,69.9777918
Bulgaria,1972,71.15855779
Bulgaria,1973,73.30283936
Bulgaria,1974,75.89262764
Bulgaria,1975,73.59235087
Bulgaria,1976,73.88949019
Bulgaria,1977,74.76454066
Bulgaria,1978,75.24369025
Bulgaria,1979,74.07037147
Bulgaria,1980,72.74581903
Bulgaria,1981,69.88165833
Bulgaria,1982,68.29851507
Bulgaria,1983,67.97995891
Bulgaria,1984,67.24258612
Bulgaria,1985,68.90046203
Bulgaria,1986,68.05547082
Bulgaria,1987,67.18308341
Bulgaria,1988,66.48414249
Bulgaria,1989,66.66257079
Bulgaria,1990,65.93959377
Bulgaria,1991,61.22515794
Bulgaria,1992,56.92079017
Bulgaria,1993,57.72537566
Bulgaria,1994,55.71647054
Bulgaria,1995,55.42637725
Bulgaria,1996,53.47205011
Bulgaria,1997,50.9627596
Bulgaria,1998,49.29183812
Bulgaria,1999,50.10342552
Bulgaria,2000,46.84052144
Bulgaria,2001,46.58430532
Bulgaria,2002,43.87409365
Bulgaria,2003,47.39951923
Bulgaria,2004,45.46866218
Bulgaria,2005,46.48048214
Bulgaria,2006,46.05108552
Bulgaria,2007,50.42872314
Bulgaria,2008,48.2920066
Bulgaria,2009,43.7872349
Bulgaria,2010,40.74864322
Bulgaria,2011,35.66361962
Bulgaria,2012,35.8672955
Bulgaria,2013,37.14267985
Bulgaria,2014,36.55077772
Cambodia,1995,18.02461345
Cambodia,1996,17.92264811
Cambodia,1997,18.41723741
Cambodia,1998,18.41299347
Cambodia,1999,19.51302766
Cambodia,2000,20.33631777
Cambodia,2001,21.64188547
Cambodia,2002,18.63654252
Cambodia,2003,19.57429911
Cambodia,2004,24.47850757
Cambodia,2005,27.36210418
Cambodia,2006,29.68407142
Cambodia,2007,33.4295935
Cambodia,2008,34.69567872
Cambodia,2009,29.09264186
Cambodia,2010,31.66749635
Cambodia,2011,31.57697646
Cambodia,2012,31.93290928
Cambodia,2013,31.63796045
Cambodia,2014,33.11629751
Cameroon,1971,9.007062595
Cameroon,1972,9.219129606
Cameroon,1973,9.372550566
Cameroon,1974,9.472073038
Cameroon,1975,11.39082342
Cameroon,1976,10.4711911
Cameroon,1977,12.89930978
Cameroon,1978,-0.681136298
Cameroon,1979,-42.46711492
Cameroon,1980,-83.48444054
Cameroon,1981,-110.2559753
Cameroon,1982,-125.3958162
Cameroon,1983,-125.4832326
Cameroon,1984,-188.8314597
Cameroon,1985,-180.0456422
Cameroon,1986,-174.6376267
Cameroon,1987,-172.9648301
Cameroon,1988,-152.8063416
Cameroon,1989,-134.9315148
Cameroon,1990,-120.3542568
Cameroon,1991,-113.3034026
Cameroon,1992,-113.1756263
Cameroon,1993,-98.66573763
Cameroon,1994,-92.72233675
Cameroon,1995,-77.6437322
Cameroon,1996,-81.72000203
Cameroon,1997,-86.93333146
Cameroon,1998,-87.40244127
Cameroon,1999,-81.65919804
Cameroon,2000,-76.62865404
Cameroon,2001,-67.52976319
Cameroon,2002,-68.93427031
Cameroon,2003,-60.63052504
Cameroon,2004,-54.725274
Cameroon,2005,-49.79309078
Cameroon,2006,-52.60845889
Cameroon,2007,-45.8392458
Cameroon,2008,-45.45508848
Cameroon,2009,-27.92545521
Cameroon,2010,-20.64790148
Cameroon,2011,-21.29126376
Cameroon,2012,-21.17150067
Cameroon,2013,-22.82375153
Cameroon,2014,-28.31982089
Canada,1960,25.01942237
Canada,1961,18.36862015
Canada,1962,10.51504598
Canada,1963,11.42195434
Canada,1964,10.00630979
Canada,1965,11.53601844
Canada,1966,8.388174708
Canada,1967,8.259477887
Canada,1968,7.020185475
Canada,1969,2.00465007
Canada,1970,-4.822199863
Canada,1971,-10.24871865
Canada,1972,-15.94964271
Canada,1973,-24.39625384
Canada,1974,-18.651296
Canada,1975,-13.01830781
Canada,1976,-6.486679353
Canada,1977,-7.710029907
Canada,1978,-5.437346401
Canada,1979,-10.43506376
Canada,1980,-7.934874522
Canada,1981,-6.874907253
Canada,1982,-12.34526219
Canada,1983,-15.42000296
Canada,1984,-21.21227816
Canada,1985,-24.99844553
Canada,1986,-22.09220066
Canada,1987,-24.55438908
Canada,1988,-29.11820148
Canada,1989,-26.14821545
Canada,1990,-30.83575524
Canada,1991,-36.5602825
Canada,1992,-37.54038478
Canada,1993,-42.89238622
Canada,1994,-47.83575721
Canada,1995,-50.50588107
Canada,1996,-51.26841996
Canada,1997,-52.38390112
Canada,1998,-53.5360828
Canada,1999,-48.73567609
Canada,2000,-47.80435642
Canada,2001,-51.66819528
Canada,2002,-54.12409413
Canada,2003,-47.0464528
Canada,2004,-48.23775637
Canada,2005,-48.95364487
Canada,2006,-53.8094923
Canada,2007,-53.29171758
Canada,2008,-50.42825604
Canada,2009,-50.19771513
Canada,2010,-51.3748738
Canada,2011,-52.96207892
Canada,2012,-59.1141604
Canada,2013,-64.44374805
Canada,2014,-67.92722174
Chile,1971,38.60435961
Chile,1972,38.82734473
Chile,1973,40.22801755
Chile,1974,39.6058299
Chile,1975,34.69168172
Chile,1976,35.86948976
Chile,1977,37.05064403
Chile,1978,38.74791323
Chile,1979,45.32973789
Chile,1980,38.80092615
Chile,1981,35.47217317
Chile,1982,28.03520168
Chile,1983,28.94807551
Chile,1984,29.7126481
Chile,1985,28.96202646
Chile,1986,29.95274539
Chile,1987,31.54483254
Chile,1988,38.03212606
Chile,1989,43.23519847
Chile,1990,43.41161317
Chile,1991,41.72115165
Chile,1992,44.28817463
Chile,1993,48.15844575
Chile,1994,51.28091429
Chile,1995,54.73505516
Chile,1996,59.00047037
Chile,1997,63.23820704
Chile,1998,65.58378467
Chile,1999,68.2035641
Chile,2000,65.90705846
Chile,2001,63.24148869
Chile,2002,64.50883387
Chile,2003,66.85435045
Chile,2004,68.91267897
Chile,2005,67.08240284
Chile,2006,67.41279894
Chile,2007,69.40580146
Chile,2008,67.93482309
Chile,2009,65.46159891
Chile,2010,70.14661679
Chile,2011,70.6126625
Chile,2012,64.99039123
Chile,2013,61.28829787
Chile,2014,64.20166799
China,1971,-0.790607311
China,1972,-0.81915575
China,1973,-1.114195007
