Entity,Year,Cropland (HYDE (2017)),Grazing (HYDE (2017)),Total Irrigated Area (HYDE (2017)),Irrigated Non-rice Crops (HYDE (2017)),Irrigated Rice (HYDE (2017)),Pastureland (HYDE (2017)),Rangeland (HYDE (2017)),Total Rainfed Area (HYDE (2017)),Rainfed Non-rice Crops (HYDE (2017)),Total Rice Area (HYDE (2017)),Built-up Area (HYDE (2017)),Total population (HYDE (2017)),Urban population (HYDE (2017)),Rural Population (HYDE (2017)),Agricultural area (crops & grazing) (HYDE (2017)),Cropland per capita (HYDE (2017)),Grazing land per capita (HYDE (2017)),Agricultural land per capita (HYDE (2017))
Africa,1870,61220747.5,447111780,1571527.69,1476912.29,94616.745,64824358.47,382289360,59649231.1,58703981.1,1039893.48,210064,104513013,8088274.8,96424984,508332527.5,0.58577153,4.278048897,4.863820427
Africa,1880,64768461,465074500,1728845.44,1625058.86,103785.831,68761445,396322180,63039629,62069961,1073473.15,244542,111067182,9827005.5,101240251,529842961,0.583146703,4.18732601,4.770472713
Africa,1890,68308209,478090610,2069382.12,1942497.89,126884.206,72515506,405579600,66238823,65237034,1128645.34,287167,119074765,12243496.3,106831446,546398819,0.573658147,4.015045589,4.588703736
Africa,1900,72672992,496807930,2333199.48,2226590.16,106608.478,77401425,419423000,70339738,69292934,1153327.13,341370,127772408,15165645,112606684,569480922,0.568769057,3.888225461,4.456994518
Africa,1910,77732762,518385210,2859567.85,2618249.08,241318.171,83265073,435124580,74873239,73822464,1292115.55,415654,137288347,19190016.5,118098396,596117972,0.566200728,3.775886456,4.342087184
Africa,1920,83493312,543652480,3404803.25,3163376.09,241424.71,91166111,452496270,80088466,78507288,1822677.67,451789,148377407,21522126.1,126855103,627145792,0.562709065,3.663984234,4.2266933
Africa,1930,91308942,578223050,3946540.32,3570046.56,376495.26,102525482,475699280,87362449,86080328,1658561.9,497545,162706597,24419048.6,138287944,669531992,0.561187706,3.55377754,4.114965246
Africa,1940,104055453,633156250,4544403.94,4035311.6,509091.92,121369390,511786850,99511091,97998981,2021226.2,561987,183925209,28356194,155570180,737211703,0.565748728,3.442465845,4.008214573
Africa,1950,131676760,753631890,5259145.64,4575923.07,683222.83,160908129,592725370,126417513,124350473,2750276.7,700194,227194807,35864880,191331036,885308650,0.579576451,3.317117587,3.896694038
Africa,1960,168869400,872642530,6207984.6,5538943.61,669041.07,206256877,666388180,162661580,160553860,2776896.5,951886,284946620,53074180,231872914,1041511930,0.59263521,3.062477211,3.655112421
Africa,1970,184069910,871184590,7095779.8,6045587.3,1050190.21,227336228,643851800,176974090,174233410,3790936.1,1392652,367971752,86387466,281586195,1055254500,0.500228371,2.367531163,2.867759534
Africa,1980,193629540,875479010,7809310.2,6433779,1375536.31,250154797,625326070,185820210,182490080,4705869,1941163,482456504,134305901,348152985,1069108550,0.401340926,1.814627853,2.215968779
Africa,1990,207217500,885376680,9316965.9,7410908.5,1906055.2,270069706,615304780,197900860,193772490,6034411.3,2754612,634787136,204749832,430040136,1092594180,0.326436199,1.394761535,1.721197734
Africa,2000,223549680,880636190,11234282.4,8908805.5,2325480.3,281743381,598894190,212315260,207079000,7561778.5,3770593,808930198,293746432,515197346,1104185870,0.27635225,1.088642991,1.36499524
Africa,2001,225574920,883412170,11326407.5,9070010.2,2256401.95,284181751,599231320,214248500,208951830,7553088.8,3892685,830417920,304474780,525954216,1108987090,0.271640236,1.063816361,1.335456598
Africa,2002,229082960,884140100,11459049.3,9077527.7,2381517.1,286050466,598091670,217623500,212181140,7824463.4,4017714,851895602,315384668,536525242,1113223060,0.268909664,1.037850293,1.306759957
Africa,2003,235530300,885051460,11479314.2,9090788.9,2388527.2,287834174,597216220,224051580,218443110,7996695,4146375,873381232,326475518,546916830,1120581760,0.269676393,1.013362124,1.283038516
Africa,2004,238157590,886597610,11538140.6,9125918.5,2412223.35,289444359,597151920,226619880,220703990,8328818.8,4278144,894868608,337747892,557130232,1124755200,0.266136937,0.990757305,1.256894241
Africa,2005,243916090,889496200,11623991.6,9211353.4,2412637.05,290829159,598664120,232292120,226012280,8696383.8,4413136,916352402,349200984,567159894,1133412290,0.266181536,0.970692277,1.236873814
Africa,2006,247221640,890239700,11679915.4,9242980.8,2436937.65,292320725,597916850,235541430,228879670,9101294.1,4553057,937833748,360835826,577009992,1137461340,0.263609238,0.949251082,1.21286032
Africa,2007,249615150,889848040,11694726.2,9288798.1,2405926.65,293555447,596292870,237920720,231811400,8516030.1,4693612,959316906,372651624,586676218,1139463190,0.260200929,0.927585071,1.187785999
Africa,2008,251366600,889855200,11718247.5,9252778.5,2465468.85,294928142,594928330,239648140,232760250,9353439.1,4836887,980803990,384648448,596162664,1141221800,0.256286274,0.907271187,1.163557461
Africa,2009,253137070,889936240,11836614.2,9559447,2277171.1,296109949,593827180,241300370,234280800,9298602,4982419,1002286504,396826662,605467692,1143073310,0.252559591,0.887906039,1.140465631
Africa,2010,258603450,889692050,11866345.3,9618529.7,2247814.55,297166160,592528580,246736830,238600350,10384335.9,5129589,1023772292,409185690,614596350,1148295500,0.252598602,0.86903314,1.121631743
Africa,2011,264645210,889380760,11881131.4,9532851.5,2348278.4,298323158,591059140,252764120,244285160,10827860.9,5300528,1048243738,424073146,624180610,1154025970,0.252465338,0.848448436,1.100913774
Africa,2012,273621250,889149440,11869153,9582918.7,2286239.083,299652931,589497950,261752250,253040580,10998543.63,5483463,1072717810,439235886,633491042,1162770690,0.255072907,0.828875434,1.083948341
Africa,2013,277080800,889008200,11930291.9,9691837.2,2238456.306,300719654,588291110,265150538,255700527,11688606.92,5664734,1097193350,454675042,642524048,1166089000,0.252535982,0.810256643,1.062792624
Africa,2014,284290080,888676640,11912921.1,9721689.4,2191231.143,302604064,586073860,272377158,262421112,12147146.07,5854377,1121660272,470390744,651288042,1172966720,0.253454711,0.792286811,1.045741522
Africa,2015,290790517,888369190,11934671.5,9741322,2193352.68,304161600,584207320,278856055,268326560,12723478.22,6048972,1146137034,486381368,659767536,1179159707,0.253713569,0.775098582,1.028812151
Africa,2016,296972060,888088030,11961976.7,9794060.4,2167914.89,305595399,582491170,285010258,274081239,13096841.86,6235010,1170611400,502647558,667977888,1185060090,0.253689704,0.758653153,1.012342858
Brazil,-10000,0,0,0,0,0,0,0,0,0,0,0,415019.4,0,415019.4,0,0,0,0
Brazil,-9000,0,0,0,0,0,0,0,0,0,0,0,544715.5,0,544715.5,0,0,0,0
Brazil,-8000,0,0,0,0,0,0,0,0,0,0,0,714937.9,0,714937.9,0,0,0,0
Brazil,-7000,0,0,0,0,0,0,0,0,0,0,0,938353.3,0,938353.3,0,0,0,0
Brazil,-6000,0,0,0,0,0,0,0,0,0,0,0,1231605,0,1231605,0,0,0,0
Brazil,-5000,0,0,0,0,0,0,0,0,0,0,0,1616463,0,1616463,0,0,0,0
Brazil,-4000,8300.002,0,0,0,0,0,0,8300.002,8300.002,0,0,2121616,0,2121616,8300.002,0.003912113,0,0.003912113
Brazil,-3000,17200.08,0,0,0,0,0,0,17200.08,17200.08,0,0,2784611,0,2784611,17200.08,0.006176834,0,0.006176834
Brazil,-2000,33700.01,0,0,0,0,0,0,33700.01,33700.01,0,0,3654791,0.01,3654791,33700.01,0.009220776,0,0.009220776
Brazil,-1000,67800.18,0,0,0,0,0,0,67800.18,67800.18,0,0,4796876,0.04,4796876,67800.18,0.014134237,0,0.014134237
Brazil,0,135200.6,0,0,0,0,0,0,135200.6,135200.6,0,0,6295921,0.14,6295920,135200.6,0.021474316,0,0.021474316
Brazil,100,144700.1,0,0.2611743,0.2611743,0,0,0,144699.9,144699.9,0,0,6745662,0.46,6745662,144700.1,0.021450838,0,0.021450838
Brazil,200,154399.8,0,0.3215732,0.3215732,0,0,0,154399.5,154399.5,0,0,7227476,1.48,7227472,154399.8,0.021362893,0,0.021362893
Brazil,300,165100.2,0,0.321469,0.321469,0,0,0,165099.9,165099.9,0,0,7743696,4.74,7743690,165100.2,0.021320594,0,0.021320594
Brazil,400,176600.1,0,0.3952201,0.3952201,0,0,0,176599.7,176599.7,0,1,8296914,15.24,8296899,176600.1,0.021285034,0,0.021285034
Brazil,500,188799.7,0,0.4854993,0.4854993,0,0,0,188799.2,188799.2,0,3,8889472,48.99,8889424,188799.7,0.021238573,0,0.021238573
Brazil,600,201800.1,0,0.5958269,0.5958269,0,0,0,201799.5,201799.5,0,8,9524484,157.48,9524326,201800.1,0.02118751,0,0.02118751
Brazil,700,215501,0,0.7304397,0.7304397,0,0,0,215500.3,215500.3,0,26,10204764,506.18,10204260,215501,0.021117686,0,0.021117686
Brazil,800,230301.5,0,0.7084366,0.7084366,0,0,0,230300.8,230300.8,0,83,10933723,1627.01,10932096,230301.5,0.021063411,0,0.021063411
Brazil,900,234302.2,0,0.8663026,0.8663026,0,0,0,234301.3,234301.3,0,254,11133811,4970.33,11128847,234302.2,0.021044205,0,0.021044205
Brazil,1000,238401.9,0,1.057749,1.057749,0,0,0,238400.8,238400.8,0,775,11336614,15182.76,11321433,238401.9,0.021029374,0,0.021029374
Brazil,1100,264001.8,0,1.1354173,1.1354173,0,0,0,264000.7,264000.7,0,2577,12567398,50493.11,12516904,264001.8,0.021006878,0,0.021006878
Brazil,1200,289801.8,0,0.8923432,0.8923432,0,0,0,289800.8,289800.8,0,8488,13798113,166313.8,13631812,289801.8,0.021003002,0,0.021003002
Brazil,1300,315602.3,0,1.0100525,1.0100525,0,0,0,315601.3,315601.3,0,27736,15028858,543445,14485423,315602.3,0.020999753,0,0.020999753
Brazil,1400,341303.4,0,1.1164919,1.1164919,0,0,0,341302.3,341302.3,0,33808,16259665,662421.1,15597233,341303.4,0.020990801,0,0.020990801
Brazil,1500,393903.5,0,0.8680751,0.8680751,0,0,0,393902.6,393902.6,0,42672,18737950,836095.9,17901840,393903.5,0.021021697,0,0.021021697
Brazil,1600,104211.8,487941.7,5.6435127,5.6435127,0,0,487941.7,104206.1,104206.1,0,2214,887758.1,43384.25,844373.8,592153.5,0.117387608,0.549633622,0.66702123
Brazil,1700,136523.2,975557.4,28.73684,28.73684,0,0,975557.4,136494.4,136494.4,0,1506,551263.4,29505.51,521760.3,1112080.6,0.247655114,1.769675621,2.017330735
Brazil,1710,148625.8,1062206,35.67241,35.67241,0,0,1062206,148590.1,148590.1,0,1897,634160.6,37175.18,596984.4,1210831.8,0.234366184,1.674979493,1.909345677
Brazil,1720,161027.6,1157420,42.75457,42.75457,0,0,1157420,160984.8,160984.8,0,2403,733310.1,47081.09,686229.5,1318447.6,0.219590048,1.578350005,1.797940053
Brazil,1730,175230.3,1262252,46.45891,46.45891,0,44.21555,1262208,175183.9,175183.9,0,3059,852433.8,59941.96,792490.6,1437482.3,0.205564702,1.480762494,1.686327196
Brazil,1740,190632.4,1377917,53.59231,53.59231,0,923.9902,1376993,190578.8,190578.8,0,3916,996216.9,76724.18,919496.2,1568549.4,0.19135632,1.383149593,1.574505913
Brazil,1750,207634.6,1505846,60.60003,60.60003,0,3615.007,1502231,207574,207574,0,5039,1170494,98731.27,1071757,1713480.6,0.177390572,1.286504672,1.463895244
Brazil,1760,226837,1647726,67.6984,67.6984,0,7946.77,1639777,226769.3,226769.3,0,6519,1382564,127726,1254833,1874563,0.164069801,1.191790036,1.355859837
Brazil,1770,247740.7,1805540,76.5842,76.5842,0,14467.28,1791074,247664.2,247664.2,0,8477,1641573,166098.6,1475480,2053280.7,0.150916651,1.099884075,1.250800726
Brazil,1780,271543.7,1981687,81.54482,81.54482,0,23619.44,1958069,271462.2,271462.2,0,11080,1959038,217097.7,1741930,2253230.7,0.138610736,1.011561287,1.150172023
Brazil,1790,298147.3,2179004,88.82318,88.82318,0,35326.39,2143680,298058.5,298058.5,0,14553,2349333,285147.1,2064185,2477151.3,0.126907212,0.927498997,1.054406208
Brazil,1800,328352.4,2575721,95.27928,85.23932,10.03996,65085.02,2510641,328257.1,328247,20.07993,19205,2830668,376285.6,2454388,2904073.4,0.115998203,0.90993398,1.025932183
Brazil,1810,406654,3114455,133.4153,107.7038,25.71146,112528.4,3001924,406520.6,406494.8,51.42292,26933,3624498,527704.4,3096785,3521109,0.112195951,0.859278995,0.971474946
Brazil,1820,499257.5,4333633,168.9698,105.8172,63.15263,177488.6,4156151,499088.5,499025.4,126.3053,36226,4451230,709795.6,3741464,4832890.5,0.112161695,0.97358101,1.085742705
Brazil,1830,634061.1,5574999,204.713,55.76299,148.95,285450.8,5289551,633856.3,633684.5,320.7914,50385,5652686,987219.9,4665479,6209060.1,0.112169878,0.986256622,1.0984265
Brazil,1840,769466.4,6946312,240.5667,61.46669,179.1,457961.2,6488371,769225.8,768626.2,778.8322,66989,6861950,1312543,5549390,7715778.4,0.112135239,1.012294173,1.124429411
Brazil,1850,906372.6,8681480,279.5143,70.26429,209.25,718325.9,7963167,906092.7,904467.3,1834.249,86396,8080396,1692804,6387576,9587852.6,0.112169329,1.074387938,1.186557268
Brazil,1860,1044279,10887290,313.0922,73.69214,239.4,1048220,9839002,1043966,1039979,4226.58,109019,9309653,2136070,7173493,11931569,0.112171635,1.169462492,1.281634128
Brazil,1870,1183586,13707340,352.1389,82.58888,269.55,1473374,12233910,1183234,1173922,9582.538,135355,10553426,2652076,7901377,14890926,0.112151826,1.298852145,1.411003972
Brazil,1880,1316899,17340120,392.6136,92.91359,299.7,2147987,15192150,1316506,1295483,21320.53,164919,11740302,3231334,8509035,18657019,0.112169091,1.476973931,1.589143022
Brazil,1890,1635807,22063180,434.7082,104.8581,329.85,3352898,18710270,1635372,1582732,52968.31,224371,14583723,4396212,10187552,23698987,0.112166626,1.512863348,1.625029973
Brazil,1900,1981818,28283860,471.3706,111.3706,360,4832996,23450860,1981346,1853349,128359.9,297754,17670500,5834054,11836448,30265678,0.112154042,1.600625902,1.712779944
Brazil,1910,2498129,36620820,82071.79,8271.763,73800.05,7181216,29439920,2416055,2166254,323604.8,411076,22274498,8054438,14220045,39118949,0.112151978,1.644069375,1.756221352
Brazil,1920,6668145,48058860,163659.3,16419.38,147239.9,11557590,36502040,6504474,6285712,366000.2,583997,30920880,11442564,19478484,54727005,0.215651851,1.55425266,1.769904511
Brazil,1930,12488950,64236580,245262.3,24582.34,220679.9,17380760,46855480,12243690,11745360,718999.3,794940,41139408,15576225,25563358,76725530,0.303576318,1.561436664,1.865012982
Brazil,1940,18261130,87995140,326799.9,32680,294119.8,21568590,66426620,17934330,17227400,1001000,828490,41965540,16249997,25716052,106256270,0.435145836,2.096842791,2.531988627
Brazil,1950,19408210,107966300,408400,40840,367560.1,27909430,80056090,18999830,17403380,1963997,1072701,53974532,21369152,32605640,127374510,0.359580885,2.000319336,2.359900221
Brazil,1960,28396170,122140400,489999.6,48999.99,440999.8,36424820,85715140,27906190,25173220,3174035,1445129,72743416,32681682,40062232,150536570,0.390360689,1.6790578,2.069418489
Brazil,1970,41259300,154142700,795999.7,79600,716399.9,48276570,105866000,40463310,36200540,4979160,1627064,96078088,53521876,42556440,195402000,0.429435065,1.604348121,2.033783187
Brazil,1980,52864040,171129200,1600001,160000,1440001,52040500,119089500,51263920,46460790,6243138,1627176,121711520,81978080,39734044,223993240,0.434338837,1.406023029,1.840361865
Brazil,1990,57408610,184202800,2699998,726655.4,1973344,57904300,126299600,54708640,52735390,3946686,1713134,149650900,111887600,37762220,241611410,0.383616871,1.230883342,1.614500213
Brazil,2000,65200720,196211900,3300000,1472355,1827644,61389380,134822400,61900710,60073040,3655294,2251848,174425420,141415650,33009036,261412620,0.373802855,1.124904271,1.498707127
Brazil,2001,66465700,197007100,3500005,1928680,1571320,61627020,135379200,62965790,61394450,3142645,2311445,176478300,144041870,32434946,263472800,0.376622508,1.116324783,1.492947292
Brazil,2002,68868200,197005800,3900002,2327066,1572935,61601660,135403100,64968190,63395240,3145871,2373669,178530210,146690590,31838474,265874000,0.385750961,1.103487191,1.489238152
Brazil,2003,71969340,196500000,4200005,2609571,1590430,61385140,135114800,67769300,66178880,3180860,2438251,180581730,149361220,31219884,268469340,0.398541646,1.088149947,1.486691594
Brazil,2004,75632110,196501400,4499999,2633425,1866574,61313440,135187100,71132070,69265640,3733148,2505154,182634100,152054750,30578606,272133510,0.414118229,1.075929413,1.490047642
Brazil,2005,76432510,196001100,4600004,2642071,1957927,61128090,134873100,71832580,69874650,3915855,2574891,184687630,154770620,29915038,272433610,0.413847479,1.061257324,1.475104803
Brazil,2006,76784310,195998900,4600998,3115542,1485457,61097100,134901800,72183220,70697830,2970917,2646760,186739140,157508910,29229036,272783210,0.411184875,1.049586605,1.46077148
Brazil,2007,75637960,196002100,4650003,3204535,1445466,61066730,134934700,70988000,69542530,2890930,2721137,188791330,160269580,28520902,271640060,0.400643186,1.038194392,1.438837578
Brazil,2008,77500460,195998000,4799998,3374661,1425338,61035120,134963000,72700420,71275010,2850679,2797571,190841540,163052220,27790334,273498460,0.406098484,1.027019589,1.433118073
Brazil,2009,77540080,195997500,5000002,3563983,1436017,60979490,135017800,72540200,71104080,2872033,2876440,192891860,165857870,27037220,273537580,0.40198731,1.01610042,1.418087731
Brazil,2010,77463440,195998100,5199998,3838766,1361229,60936160,135061400,72263380,70902320,2722456,2957258,194942620,168685020,26261662,273461540,0.397365338,1.005414311,1.402779649
Brazil,2011,79373460,196006300,5399993,4023553,1376446,60742660,135264500,73973430,72596990,2752892,3021685,196522620,170480460,26045992,275379760,0.40388969,0.99737272,1.401262409
Brazil,2012,79605250,195986600,5526329,4183384,1342949,60645960,135340400,74078940,72736010,2685900,3087269,198102270,172282690,25823510,275591850,0.401839161,0.989320314,1.391159475
Brazil,2013,80109860,195987000,5734220,4409719,1324503,60481790,135505500,74375540,73050940,2649009,3153484,199681840,174091300,25594106,276096860,0.401187509,0.981496364,1.382683874
Brazil,2014,81002370,196007600,5921770,4620845,1300931,60675480,135331500,75080560,73779520,2601863,3221165,201260980,175907340,25357940,277009970,0.40247429,0.973897673,1.376371962
Brazil,2015,81855260,196005400,6097505,4822407,1275101,60898040,135107000,75757720,74482600,2550203,3289368,202839520,177730100,25114844,277860660,0.403546902,0.966307749,1.369854652
Brazil,2016,82297200,196006800,6272721,5010083,1262631,61146600,134860500,76024590,74761940,2525261,3358012,204419740,179559440,24864830,278304000,0.4025893,0.958844777,1.361434077
Canada,-10000,0,0,0,0,0,0,0,0,0,0,0,17259.37,0,17259.37,0,0,0,0
Canada,-9000,0,0,0,0,0,0,0,0,0,0,0,19177.12,0,19177.12,0,0,0,0
