Entity,Year,Government spending (%GDP) (World Bank),"Government spending, employee compensation (World Bank)",Government spending on interests (World Bank)
Australia,2008,24.33525958,10.46065828,3.561772863
Australia,2009,26.49963169,9.827969306,3.448110421
Australia,2010,26.79008357,10.28286218,3.940842743
Australia,2011,25.98115329,10.56975382,4.638515238
Australia,2012,26.25827775,10.52122098,5.201482416
Australia,2013,26.03682933,11.50740361,4.983106619
Australia,2014,26.49500372,10.56203166,5.218252929
Austria,1972,25.97798333,31.97881196,2.345819145
Austria,1973,27.67876867,23.47559065,2.111925801
Austria,1974,27.9712581,23.1884058,2.064944971
Austria,1975,31.18359842,23.57169185,2.322152599
Austria,1976,31.69551141,23.9986868,3.311720289
Austria,1977,31.48951942,23.37642927,3.815110978
Austria,1978,33.93349531,22.64039603,4.373340327
Austria,1979,33.40289094,22.46781637,4.690915715
Austria,1980,33.55477509,22.21346765,4.969468441
Austria,1981,34.64891299,22.15118658,5.278232406
Austria,1982,35.08114558,21.81382341,5.983408146
Austria,1983,35.50152435,21.46858177,5.906584425
Austria,1984,35.79135139,21.35062796,6.954910439
Austria,1985,35.65889751,21.58256477,7.525113082
Austria,1986,36.36229864,21.40499936,7.785293635
Austria,1987,36.94458307,20.99968889,8.546786961
Austria,1988,37.2597004,20.09641311,8.690252472
Austria,1989,35.83980157,20.47836859,9.237024331
Austria,1990,35.6772164,10.14785345,9.591176296
Austria,1991,36.12964614,10.19060381,10.0073835
Austria,1992,36.7857658,10.06508364,10.01423705
Austria,1993,38.85006151,9.808559477,9.733987393
Austria,1994,38.76830908,9.749316013,9.292212559
Austria,1995,48.30916438,10.65291329,8.073779371
Austria,1996,48.33345458,10.47825739,8.051068345
Austria,1997,47.14078427,10.43715345,7.677919709
Austria,1998,46.86794072,10.3255436,7.548879589
Austria,1999,46.70614983,10.4533924,7.29475048
Austria,2000,45.83353581,10.34882759,7.596137433
Austria,2001,46.20091135,10.01473061,7.336943721
Austria,2002,45.56738509,9.953869368,7.31710179
Austria,2003,45.71383636,10.01857884,6.839673363
Austria,2004,48.2791455,9.482809784,6.201941121
Austria,2005,45.6261777,10.6607114,6.928306816
Austria,2006,44.9505963,10.78156457,6.709825105
Austria,2007,43.78565361,10.70948327,6.699871808
Austria,2008,44.4132418,10.66376925,6.100508462
Austria,2009,47.70394925,10.51150666,6.242611601
Austria,2010,46.25058761,10.72969638,6.005711583
Austria,2011,45.34374592,10.54397767,5.887561307
Austria,2012,45.97246945,10.43722423,5.709235674
Austria,2013,46.39937212,10.23650807,5.373341212
Austria,2014,47.70772956,9.951779586,4.918298881
Azerbaijan,1994,34.19971421,14.90308151,0.156080994
Azerbaijan,1995,19.82696598,9.924177638,0.276787787
Azerbaijan,1996,15.80770976,11.53160027,2.276280778
Azerbaijan,1997,16.22147498,12.35588098,2.779514975
Azerbaijan,1998,18.76773954,11.86418524,1.901485861
Azerbaijan,1999,19.00964218,,2.280732166
Azerbaijan,2008,18.50776835,18.27421418,0.44019654
Azerbaijan,2009,23.07880286,18.95233922,0.957840417
Azerbaijan,2010,20.87248322,17.90827551,0.445647882
Azerbaijan,2011,18.47836105,18.34807095,1.762279325
Azerbaijan,2012,22.49300861,14.0336432,0.742686351
Bahrain,1990,26.49647887,56.40721405,4.224015187
Bahrain,1991,24.75082099,61.08007449,1.955307263
Bahrain,1992,26.05799373,59.63480129,2.68528464
Bahrain,1993,26.14943998,55.29043614,3.109720321
Bahrain,1994,25.25078699,54.6348846,3.253878169
Bahrain,1995,23.38365115,64.04822088,3.986000389
Bahrain,1996,22.23336191,66.77122133,3.901195844
Bahrain,1997,22.74117108,66.77104439,3.960213667
Bahrain,1998,23.94305621,68.29531166,4.329082091
Bahrain,1999,24.07310802,64.8756883,5.072584682
Bahrain,2000,19.90226118,58.44883515,6.974343851
Bahrain,2001,20.84114741,58.87119704,7.335797555
Bahrain,2002,23.08866664,53.69528821,4.293231284
Bahrain,2003,20.86628787,59.7767292,5.685349292
Bahrain,2004,19.36914197,56.15537225,4.792732588
Bahrain,2005,17.31359464,54.33889664,5.976624501
Bahrain,2006,16.28968511,53.14975914,6.499797074
Bahrain,2007,16.00542441,54.30596764,5.03930505
Bahrain,2008,16.21778182,50.29914148,3.419397635
Bahrain,2009,19.76249801,46.92543723,2.936396651
Bahrain,2010,19.46755287,44.22418923,4.811493178
Bahrain,2011,22.29599733,41.27293339,4.702874809
Bahrain,2013,23.10086907,45.50751681,6.728418436
Bangladesh,2001,7.852792471,27.23906585,18.12054241
Bangladesh,2002,7.887123728,26.38162565,19.85536446
Bangladesh,2003,7.836050278,25.32988825,20.57545489
Bangladesh,2004,7.604976598,25.49403815,19.5078365
Bangladesh,2005,8.14262834,23.21458645,19.43207615
Bangladesh,2006,8.334937302,23.8051449,20.82854697
Bangladesh,2007,8.662793141,24.83869791,21.73443053
Bangladesh,2008,9.428781171,20.60818547,22.90420993
Bangladesh,2009,9.871583603,18.91973087,21.77129328
Bangladesh,2010,9.266251067,21.26351915,20.04805482
Bangladesh,2011,9.843433904,21.77286785,17.29116402
Barbados,2003,26.44458015,45.20241092,15.83608526
Barbados,2004,25.2809788,41.55317952,15.28981429
Barbados,2005,27.54137636,32.66600917,13.74582986
Barbados,2006,26.35866106,31.81480493,14.31679181
Barbados,2007,30.08102245,29.58531196,14.22231641
Barbados,2008,32.17617398,28.16022558,13.35243822
Barbados,2009,32.9808292,29.06403395,14.17586096
Barbados,2010,35.00546277,28.4385004,15.69557824
Barbados,2011,34.49004779,29.71735219,17.53780371
Barbados,2012,37.96337978,27.66992807,17.25483028
Barbados,2013,38.80372544,26.95612411,17.99719406
Belarus,1992,31.47647377,2.405498282,2.06185567
Belarus,1993,36.3536719,4.159687326,2.149637074
Belarus,1994,29.94065148,3.386267222,0.735818598
Belarus,1995,28.74180619,4.750768772,0.829098996
Belarus,1996,27.7234267,9.931107618,2.306691436
Belarus,1997,27.21439707,8.994236236,2.377727871
Belarus,1998,25.90434019,10.20731188,2.796632254
Belarus,1999,27.05876945,9.165238181,2.360128459
Belarus,2000,25.3401651,10.6281216,3.25423846
Belarus,2001,26.8710549,12.21379008,2.641170887
Belarus,2002,24.67838383,13.73457293,2.205717067
Belarus,2003,28.212817,12.17262365,1.783199993
Belarus,2004,29.26987626,13.28733949,1.598724705
Belarus,2005,30.25076267,13.45104127,1.148186884
Belarus,2006,32.41348478,12.76107447,1.039430789
Belarus,2007,34.65778225,11.25606457,1.021165694
Belarus,2008,33.95036114,10.13727727,1.573150405
Belarus,2009,32.84861345,10.57960071,2.220836307
Belarus,2010,31.30754144,11.9373553,1.761556083
Belarus,2011,26.31320003,11.67310597,3.276818384
Belarus,2012,28.52134087,11.49013814,3.972445617
Belgium,1995,45.4248261,7.098168866,17.7695571
Belgium,1996,45.67337526,6.915987346,16.85261792
Belgium,1997,44.43193535,6.958598599,15.8280081
Belgium,1998,44.11143332,6.922481242,15.33727326
Belgium,1999,43.46085183,7.04918944,14.46194604
Belgium,2000,42.42396078,6.970277869,14.35827217
Belgium,2001,42.96431743,6.960786031,13.78723926
Belgium,2002,41.18153891,7.186164766,12.77931777
Belgium,2003,42.37371611,6.98341235,11.36503685
Belgium,2004,40.68383822,6.875338916,10.61063746
Belgium,2005,43.49437044,6.494474696,9.089238223
Belgium,2006,40.38847494,6.906266628,9.287764015
Belgium,2007,40.22305512,6.79063944,8.88744004
Belgium,2008,41.86473708,6.706523968,8.401741092
Belgium,2009,44.1532939,6.61435873,7.63683755
Belgium,2010,43.3925133,6.475368704,7.258002922
Belgium,2011,44.51224723,6.267133475,7.044739927
Belgium,2012,45.80838153,6.071053486,6.838788122
Belgium,2013,45.58466926,6.146326584,6.420293677
Belgium,2014,45.26208268,6.123829545,6.223038851
Belize,1990,16.62389541,63.87388043,8.025922959
Belize,1991,16.95108672,63.74742986,7.180473569
Belize,1992,18.21244287,55.42199949,6.755382268
Belize,1993,19.73445957,54.56532561,8.089785944
Belize,1994,21.10124974,53.78907477,9.198862686
Belize,1995,18.6474708,54.90680168,11.11894189
Belize,1996,18.70401155,51.31643111,11.80432545
Belize,1997,19.59600917,50.89280492,9.518053026
Belize,1998,19.81161042,51.39211944,9.009857107
Belize,1999,19.87431018,51.05252858,10.37077984
Belize,2000,17.86929732,51.01304431,13.98152476
Belize,2001,21.51129435,43.60925307,14.2987014
Belize,2002,19.78093765,46.85269763,17.32446095
Belize,2003,24.12344121,39.91645267,17.02255903
Belize,2004,25.42865246,39.52516199,32.6895839
Belize,2005,25.04494918,39.93599748,27.54688651
Belize,2006,25.64298435,35.1492768,27.26189466
Belize,2007,25.57149317,35.44124287,16.84610513
Belize,2008,23.27328268,39.25983599,16.06535143
Belize,2009,25.1845375,40.69300711,14.22455462
Belize,2010,25.27994416,39.50471348,14.63463665
Belize,2011,24.68362574,40.38713862,13.94402063
Belize,2012,22.49607791,41.94546649,8.369008693
Benin,2001,10.48643559,38.39302616,6.396249035
Benin,2002,10.80258337,39.15438699,5.991643006
Benin,2003,12.02075073,38.74699007,4.495559783
Benin,2004,11.30185046,45.74078739,2.581902236
Benin,2005,12.09031178,42.52731045,2.249103231
Benin,2006,12.48628187,38.26402605,3.022425148
Benin,2007,12.06503609,38.58512673,1.485851689
Benin,2008,13.12193571,42.87416544,2.46881967
Benin,2009,13.20788148,50.36028503,3.524326497
Benin,2010,13.29620214,51.32770742,3.863723458
Benin,2011,12.41214383,52.90319608,3.271829014
Benin,2012,12.90226346,50.10574305,4.328498604
Benin,2013,12.83019706,51.29004329,3.445887446
Bhutan,1990,20.55712377,47.86396071,3.82726346
Bhutan,1991,19.64987106,47.44473284,2.989349324
Bhutan,1992,18.19681039,43.33417871,5.03001099
Bhutan,1993,17.73451473,39.77987421,4.905660377
Bhutan,1994,19.46428748,31.0190505,13.17205927
Bhutan,1995,20.15766384,30.96764424,10.05501994
Bhutan,1996,23.33822811,25.69943434,7.854303623
Bhutan,1997,19.62422067,34.77393872,7.73862024
Bhutan,1998,17.1990696,40.55525234,3.85046729
Bhutan,1999,18.09275956,37.64626601,2.582245911
Bhutan,2000,19.18597454,42.4164796,2.118050971
Bhutan,2001,20.1846474,37.97108476,1.714638339
Bhutan,2002,18.49033443,39.30152092,2.398008903
Bhutan,2003,18.54507294,36.23542198,3.143109983
Bhutan,2004,16.98588705,38.57788761,4.071988551
Bhutan,2005,19.75566974,37.17788403,5.683151549
Bhutan,2006,19.29795989,39.4028533,4.868253418
Bhutan,2007,18.38410573,39.5399374,4.87556634
Bhutan,2008,22.56418968,31.59795475,13.91807677
Bhutan,2009,23.28780974,35.01013184,12.16124256
Bolivia,1986,11.97145406,39.94511526,5.58726674
Bolivia,1987,12.16757973,49.71023825,9.43795419
Bolivia,1988,11.67923743,51.22820919,7.860538827
Bolivia,1989,13.06453664,51.49541727,7.537385432
Bolivia,1990,14.19206565,41.82141716,6.647807638
Bolivia,1991,14.52844137,42.26147647,7.371564254
Bolivia,1992,17.56200121,36.98300613,8.230516541
Bolivia,1993,20.37739203,33.71722076,9.034730443
Bolivia,1994,18.97610038,39.95194783,11.63739679
Bolivia,1995,17.70680029,40.41487088,12.74922037
Bolivia,1996,18.83226278,21.23355496,10.60263121
Bolivia,1997,19.68885406,25.54151625,8.649624354
Bolivia,1998,19.67629716,26.7385948,8.419715833
Bolivia,1999,20.50412019,26.24772129,6.356086692
Bolivia,2000,20.55364904,28.25581831,8.343327212
Bolivia,2001,24.24491675,26.38754062,8.457437917
Bolivia,2002,28.78443521,25.263364,8.176128194
Bolivia,2003,28.2076377,24.27015488,8.96932464
Bolivia,2004,27.21119876,24.34274072,9.363404606
Bolivia,2005,25.98315319,23.25522579,10.03287211
Bolivia,2006,23.93803933,20.83056884,12.79850509
Bolivia,2007,21.81104345,22.21606867,9.535541856
Bosnia and Herzegovina,2005,32.61092452,27.94356754,1.624470774
Bosnia and Herzegovina,2006,33.98797731,28.78303484,1.532185588
Bosnia and Herzegovina,2007,36.07897453,27.53970654,1.286841836
Bosnia and Herzegovina,2008,37.85335142,27.58329341,1.186102881
Bosnia and Herzegovina,2009,39.85442827,28.23368221,1.139759374
Bosnia and Herzegovina,2010,39.19186996,28.21699192,1.088746702
Bosnia and Herzegovina,2011,38.15008189,29.25608065,1.437864398
Bosnia and Herzegovina,2012,39.07686106,28.65402952,1.768888659
Bosnia and Herzegovina,2013,37.41539495,28.77520335,1.793682188
Bosnia and Herzegovina,2014,40.02578658,26.25855232,1.961489092
Botswana,1990,26.68160259,29.07561328,2.780494027
Botswana,1991,27.84054198,33.29728268,2.735343157
Botswana,1992,30.49874827,34.05172414,2.548725637
Botswana,1993,32.627981,34.46640316,2.392824567
Botswana,1994,29.0775366,32.56940058,2.541429817
Botswana,1995,30.62405637,30.48479869,2.280819701
Botswana,1996,28.96263706,30.94937116,1.958305659
Botswana,2006,28.70070958,39.95124999,1.38834362
Botswana,2007,30.09057238,39.54298146,1.229498056
Botswana,2008,35.05119653,38.43368052,1.07702887
Botswana,2009,38.60812599,37.66496735,1.303908022
Botswana,2010,33.12416135,41.35295884,1.819482229
Botswana,2011,28.69994565,42.04421956,1.90576662
Botswana,2012,29.93042647,43.43743608,2.006452489
Brazil,1990,34.18727526,9.605253463,79.07364427
Brazil,1991,23.47084956,10.74926436,34.94468216
Brazil,1992,28.48322062,8.598488176,49.02400272
Brazil,1993,36.51037381,7.364702558,52.93415289
Brazil,1994,32.20728081,8.302245381,45.18034493
Brazil,1997,21.81558657,11.60118399,14.34186568
Brazil,1998,21.89450105,20.35211839,19.90103246
Brazil,1999,21.70985322,20.18047803,20.2432009
Brazil,2000,21.36809831,21.01981597,16.81840446
Brazil,2001,22.58163205,21.033384,16.66247089
Brazil,2002,22.62731519,21.10334677,14.72307422
Brazil,2003,24.68838693,17.88161048,26.64826324
Brazil,2004,22.70053254,18.82365596,19.28229701
Brazil,2005,25.36901598,16.74926298,23.63709752
Brazil,2006,26.75622053,16.36421667,26.23657544
Brazil,2007,26.20878819,16.32264499,24.62704777
Brazil,2008,26.13597866,16.09654682,24.37255039
Brazil,2009,25.54000779,17.81512689,22.11674335
Brazil,2010,25.89365512,16.54625331,21.16465588
Brazil,2011,24.9196739,16.44892493,22.88452715
Brazil,2012,24.36267479,15.89423939,21.15631914
Bulgaria,1990,53.51548559,3.243999835,9.822568029
Bulgaria,1991,39.37288136,4.34969773,16.39746205
Bulgaria,1992,39.54880478,6.241972448,17.47802654
Bulgaria,1993,43.68350619,5.987592862,22.34203875
Bulgaria,1994,43.71518265,5.929049864,33.25586355
Bulgaria,1995,39.53343464,6.741411155,37.08640567
Bulgaria,1996,45.51569868,4.140081091,43.15664997
Bulgaria,1997,28.73887323,6.413829042,26.59708658
Bulgaria,1998,25.8528209,9.030285994,14.29766864
Bulgaria,1999,29.75765888,8.7392248,12.09446604
Bulgaria,2000,30.96720836,8.565237826,12.34236468
Bulgaria,2001,30.09261083,8.429268356,11.78939719
Bulgaria,2002,30.9979653,10.65982041,6.655869108
Bulgaria,2003,32.07062563,11.57531974,6.156257957
Bulgaria,2004,32.66552381,11.38401226,5.162994134
Bulgaria,2005,30.66740965,11.2540507,4.722172112
Bulgaria,2006,29.23277118,18.0867283,4.040064258
Bulgaria,2007,28.26443981,18.21553194,3.421961649
Bulgaria,2008,28.21570892,18.34812851,2.757759368
Bulgaria,2009,29.69510302,18.50421226,2.323453101
Bulgaria,2010,29.48551173,18.21533693,2.114156149
Bulgaria,2011,29.62277763,16.85700857,2.168740434
Bulgaria,2012,30.68649466,16.01510952,2.142689211
Burkina Faso,2002,11.18394813,41.26146191,6.671661692
Burkina Faso,2003,10.46689059,43.98373022,6.560752431
Burkina Faso,2004,11.44891998,42.21360348,6.535861385
Burkina Faso,2005,11.47681748,42.72429018,5.49442819
Burkina Faso,2006,12.61981086,41.4723284,4.498112528
Burkina Faso,2007,13.84840228,41.74220172,2.904811547
Burkina Faso,2008,12.10347198,43.82964537,2.798130475
Burkina Faso,2009,12.62901528,45.77194476,3.380450237
Burkina Faso,2010,11.91574007,46.38454528,4.029398326
Burkina Faso,2011,12.41529935,44.78857277,4.503207196
Burkina Faso,2012,14.5365285,40.10542245,5.044929382
Burkina Faso,2013,13.68401116,43.41100795,4.243768774
Burkina Faso,2014,14.29020166,49.32004715,4.963860828
Burundi,1991,23.02570104,29.33532824,6.790186715
Burundi,1992,27.69193313,25.46380036,6.21548509
Burundi,1993,28.25405902,27.5675172,6.142162725
Burundi,1994,25.18301693,31.90730232,6.807910564
Burundi,1995,23.62755937,30.39788607,6.304520894
Burundi,1996,22.71569745,36.81084247,7.398979336
Burundi,1998,22.07828586,,
Burundi,1999,20.64762846,,
Cambodia,2002,9.380587587,37.26932019,1.75496637
Cambodia,2003,9.291034548,35.69558416,1.977633544
Cambodia,2004,8.180013282,36.47831112,2.771282139
Cambodia,2005,7.59087661,36.37079458,2.8252978
Cambodia,2006,8.586952614,33.02969142,1.949898855
Cambodia,2007,8.201153409,36.82137945,2.426037706
Cambodia,2008,8.560116551,38.88350742,2.11721343
Cambodia,2009,10.96570378,37.8752617,1.828062633
Cambodia,2010,10.63276755,35.7473908,2.184820041
Cambodia,2011,11.0514137,33.40393767,2.419615169
Cambodia,2012,10.58543798,34.27879656,2.809273669
Cambodia,2013,11.691209,37.75544373,2.808241319
Cambodia,2014,12.39687331,39.45339658,2.718364209
Cameroon,1990,14.55678835,55.61611277,7.802319387
Cameroon,1991,15.80893336,53.7127166,8.13748698
Cameroon,1992,14.92942781,59.18581251,8.25926547
Cameroon,1993,12.63218737,60.60358891,12.7595785
Cameroon,1994,11.18507283,47.49743269,23.92731169
Cameroon,1995,10.61836674,40.40212916,25.61650102
Cameroon,1998,11.63519851,38.42276905,24.9332938
Cameroon,1999,12.00205984,37.09154739,22.44126384
Canada,1991,25.41798176,11.14011793,23.09774047
Canada,1992,25.55337219,11.04297496,21.62029218
Canada,1993,25.12543513,10.6357504,20.96308649
Canada,1994,23.72252558,10.60221794,21.4409662
Canada,1995,23.44406875,10.27451182,23.7999434
Canada,1996,22.26766376,9.999004396,23.7645345
Canada,1997,20.39701207,10.04995417,23.54354582
Canada,1998,20.20975253,9.934274779,23.18067837
Canada,1999,19.80753761,9.997587431,21.93025664
Canada,2000,18.78716958,11.1609514,21.87237453
Canada,2001,18.74108399,10.59637041,19.57303865
Canada,2002,17.97928794,11.66491314,17.19342545
Canada,2003,18.05417035,11.65531112,15.58117076
Canada,2004,17.26613571,11.71408309,14.5586335
Canada,2005,17.82695896,11.56432963,12.71233072
Canada,2006,17.01714306,12.03988485,12.65461877
Canada,2007,16.94099643,11.94611587,11.83732725
Canada,2008,17.12965456,11.99194745,10.60853288
Canada,2009,18.89885253,12.62060537,8.939482941
Canada,2010,18.83437587,12.0443249,8.807482463
Canada,2011,18.05395944,12.39840897,8.832982309
Canada,2012,17.48582407,12.2560262,8.328914797
Canada,2013,17.2016808,12.42100347,7.865396373
Canada,2014,16.70951926,11.85248994,7.323938535
Cape Verde,2005,30.24272087,42.15939074,7.395046577
Cape Verde,2006,29.6098116,40.4254328,6.658758754
Cape Verde,2007,24.82951779,40.55733269,6.224946059
Cape Verde,2008,22.93368697,40.9478216,5.973963575
Cape Verde,2009,22.71518946,47.08091893,5.89095426
Central African Republic,2004,9.661628513,53.46569126,8.561285029
Central African Republic,2008,11.00608242,39.47418786,10.85569213
Central African Republic,2009,16.48351087,27.38744553,7.022987139
Central African Republic,2010,17.6074631,24.71833839,5.491915639
Central African Republic,2011,14.81550541,29.73135746,4.514281413
Central African Republic,2012,9.406368124,48.82556364,5.647557139
Chile,1972,33.29448976,,
Chile,1973,27.2565437,,
Chile,1974,25.08159662,,3.03030303
Chile,1975,29.22608531,,11.8611379
Chile,1976,26.9276515,,9.266743649
Chile,1977,28.44076299,,10.49608993
Chile,1978,27.99325629,,5.942262603
Chile,1979,25.38384585,,4.214070711
Chile,1980,25.49473654,,3.115082984
Chile,1981,26.9064908,,1.506305465
Chile,1982,31.97430553,,1.665825341
Chile,1983,29.92919132,,4.167649772
Chile,1984,30.31879034,,4.586852416
Chile,1985,27.638258,,6.937717443
Chile,1986,25.62288529,,6.278963589
Chile,1987,22.4555393,,9.077138196
Chile,1988,20.34379778,,11.26191775
Chile,1989,18.64561209,,9.164454825
Chile,1990,17.64938736,19.79944414,10.56539558
Chile,1991,17.7914423,19.84861339,11.56300263
Chile,1992,17.15212897,20.63121278,7.796504753
Chile,1993,17.15639903,21.56811756,6.916529338
Chile,1994,16.5189172,22.31434535,5.509102165
Chile,1995,15.56884836,22.69468306,4.364458118
Chile,1996,16.32116667,22.73880066,3.254816811
Chile,1997,16.42438667,23.23276603,2.468533995
Chile,1998,17.79538142,22.9327911,3.587314966
Chile,1999,19.38078237,22.8592586,1.677054186
Chile,2000,19.8648232,20.91959701,5.829760455
Chile,2001,19.82978868,20.77296808,5.729076885
Chile,2002,19.89740798,20.66963666,5.57393391
Chile,2003,19.00562272,20.82987081,5.739213068
Chile,2004,17.9275836,20.93045673,5.101524874
Chile,2005,17.25078762,20.96062599,4.628319321
Chile,2006,16.1293526,20.86325497,4.074382039
Chile,2007,16.36574492,21.00051475,3.522467418
Chile,2008,18.56278623,20.34861678,2.536784926
Chile,2009,21.46444495,20.33905211,2.468547017
Chile,2010,20.59763097,20.38086452,2.190103043
Chile,2011,20.02695485,20.36050829,2.745960292
Chile,2012,20.40864386,20.54347205,2.993327361
Chile,2013,20.45236957,21.00083017,2.876202047
Chile,2014,21.04980482,20.96062294,2.596123804
Colombia,1998,19.31660667,43.37221797,15.72514947
Colombia,1999,22.12019435,42.22808943,15.49110651
Colombia,2000,16.93314287,45.00729597,18.87188006
Colombia,2003,27.62228172,20.18106645,17.27276229
Colombia,2008,24.38761162,18.35882659,12.74171732
Colombia,2009,24.57948071,18.77099148,13.09466689
Colombia,2010,25.36410454,18.36149255,11.0038272
Colombia,2011,24.1907026,23.02664354,10.77367099
Colombia,2012,25.11842196,11.25047338,9.652896386
Colombia,2013,28.15761361,28.77071264,8.740171649
Colombia,2014,32.494764,8.36149454,7.869360456
Congo,1992,34.82740855,49.9260355,22.67011834
Congo,1993,35.04802,51.12612613,21.05855856
Congo,1994,33.91831915,39.25570228,35.71428571
Congo,1995,29.82389699,35.26984127,47.26984127
Congo,1996,24.83650073,32.83767038,48.26517968
Congo,1997,34.27011876,22.42789496,38.87214808
Congo,1998,38.10103469,23.36832497,36.51300776
Congo,1999,26.66114676,26.0610766,43.50414079
Congo,2001,23.6499894,28.39867703,31.37923117
Congo,2002,28.04154251,22.32970711,30.12364641
