Entity,Year,Product complexity index (PCI) SITC classification - OEC (2016)
Agave Fibers,1988,-2.8169701
Agave Fibers,1989,-2.6142399
Agave Fibers,1990,-2.08901
Agave Fibers,1991,-2.13554
Agave Fibers,1992,-1.7014101
Agave Fibers,1993,-2.9623001
Agave Fibers,1994,-2.1706901
Agave Fibers,1995,-1.60651
Agave Fibers,1996,-2.2887399
Agave Fibers,1997,-2.57318
Agave Fibers,1998,-2.64574
Agave Fibers,1999,-1.8778501
Agave Fibers,2000,-1.58752
Agave Fibers,2001,-1.45429
Agave Fibers,2002,-1.40719
Agave Fibers,2003,-1.83358
Agave Fibers,2004,-1.6033601
Agave Fibers,2005,-2.0503099
Agave Fibers,2006,-2.0802701
Agave Fibers,2007,-2.3396299
Agave Fibers,2008,-1.29075
Agave Fibers,2009,-2.1175499
Agave Fibers,2010,-1.6701699
Agave Fibers,2014,-1.4055901
Air Conditioners,1976,.64500499
Air Conditioners,1977,1.22014
Air Conditioners,1978,.52978402
Air Conditioners,1979,.412476
Air Conditioners,1980,1.16035
Air Conditioners,1981,1.07789
Air Conditioners,1982,.54875797
Air Conditioners,1983,.90553701
Air Conditioners,1984,.78870702
Air Conditioners,1985,.79900002
Air Conditioners,1986,.61779302
Air Conditioners,1987,.47733101
Air Conditioners,1988,.34738299
Air Conditioners,1989,.20546301
Air Conditioners,1990,.42563501
Air Conditioners,1991,.51306498
Air Conditioners,1992,.14610399
Air Conditioners,1993,.283494
Air Conditioners,1994,.19221
Air Conditioners,1995,.504408
Air Conditioners,1996,.74824101
Air Conditioners,1997,.206284
Air Conditioners,1998,.101075
Air Conditioners,1999,.53220397
Air Conditioners,2000,.094113
Air Conditioners,2001,.62099499
Air Conditioners,2002,.493734
Air Conditioners,2003,.62577701
Air Conditioners,2004,.63388997
Air Conditioners,2005,.64393997
Air Conditioners,2006,.58497602
Air Conditioners,2007,.457901
Air Conditioners,2008,.68765002
Air Conditioners,2009,.65527302
Air Conditioners,2010,.65817302
Air Conditioners,2011,.64262599
Air Conditioners,2012,1.1119699
Air Conditioners,2013,1.09141
Air Conditioners,2014,.94040501
Air Conditioners,2015,.801153
Air Conditioners,2016,.72566801
Air Pumps and Compressors,1976,.408369
Air Pumps and Compressors,1977,.92911899
Air Pumps and Compressors,1978,.82079297
Air Pumps and Compressors,1979,.77019399
Air Pumps and Compressors,1980,1.05133
Air Pumps and Compressors,1981,.98758
Air Pumps and Compressors,1982,.78265399
Air Pumps and Compressors,1983,.45615199
Air Pumps and Compressors,1984,1.0051301
Air Pumps and Compressors,1985,1.05237
Air Pumps and Compressors,1986,1.04589
Air Pumps and Compressors,1987,1.09171
Air Pumps and Compressors,1988,1.26679
Air Pumps and Compressors,1989,.93992198
Air Pumps and Compressors,1990,1.0090899
Air Pumps and Compressors,1991,1.26271
Air Pumps and Compressors,1992,1.3385299
Air Pumps and Compressors,1993,1.46816
Air Pumps and Compressors,1994,1.2357399
Air Pumps and Compressors,1995,1.48148
Air Pumps and Compressors,1996,1.3094701
Air Pumps and Compressors,1997,1.52617
Air Pumps and Compressors,1998,1.5169899
Air Pumps and Compressors,1999,1.24883
Air Pumps and Compressors,2000,1.15028
Air Pumps and Compressors,2001,1.33393
Air Pumps and Compressors,2002,1.42723
Air Pumps and Compressors,2003,1.32303
Air Pumps and Compressors,2004,1.34202
Air Pumps and Compressors,2005,1.5170799
Air Pumps and Compressors,2006,1.38928
Air Pumps and Compressors,2007,1.48119
Air Pumps and Compressors,2008,1.515
Air Pumps and Compressors,2009,1.38723
Air Pumps and Compressors,2010,1.3441401
Air Pumps and Compressors,2011,1.28141
Air Pumps and Compressors,2012,1.29763
Air Pumps and Compressors,2013,1.5585999
Air Pumps and Compressors,2014,1.5537699
Air Pumps and Compressors,2015,1.58046
Air Pumps and Compressors,2016,1.62351
Aircraft,1986,.241805
Aircraft,1987,-.081807002
Aircraft,1988,.55730897
Aircraft,1989,.72100598
Aircraft,1990,.54519802
Aircraft,1991,.51280802
Aircraft,1992,.70416701
Aircraft,1993,.691405
Aircraft,1994,.60576099
Aircraft,1995,1.4095401
Aircraft,1996,.111549
Aircraft,1997,1.44926
Aircraft,1998,.43891701
Aircraft,1999,.099857002
Aircraft,2000,.41519701
Aircraft,2001,-.45394799
Aircraft,2002,-.260746
Aircraft,2003,-.56032503
Aircraft,2004,.129682
Aircraft,2005,-.43103701
Aircraft,2006,-.18658701
Aircraft,2007,-.211188
Aircraft,2008,.078838997
Aircraft,2009,.36772001
Aircraft,2010,1.19682
Aircraft,2011,-.279576
Aircraft,2012,-.39753801
Aircraft,2013,-.84494698
Aircraft,2014,-.75937903
Aircraft,2015,-.509951
Aircraft,2016,-.112079
Aircraft Parts and Accessories,1976,.67514801
Aircraft Parts and Accessories,1977,.51317
Aircraft Parts and Accessories,1978,1.0721
Aircraft Parts and Accessories,1979,.54475498
Aircraft Parts and Accessories,1980,.53465998
Aircraft Parts and Accessories,1981,.75845599
Aircraft Parts and Accessories,1982,.81950998
Aircraft Parts and Accessories,1983,.842951
Aircraft Parts and Accessories,1984,.62444001
Aircraft Parts and Accessories,1985,.114285
Aircraft Parts and Accessories,1986,-.266298
Aircraft Parts and Accessories,1987,.19495299
Aircraft Parts and Accessories,1988,.194837
Aircraft Parts and Accessories,1989,-.72341597
Aircraft Parts and Accessories,1990,.68882298
Aircraft Parts and Accessories,1991,.21993899
Aircraft Parts and Accessories,1992,.754381
Aircraft Parts and Accessories,1993,.375862
Aircraft Parts and Accessories,1994,.96184802
Aircraft Parts and Accessories,1995,.66393203
Aircraft Parts and Accessories,1996,-.33530301
Aircraft Parts and Accessories,1997,.98238999
Aircraft Parts and Accessories,1998,1.63527
Aircraft Parts and Accessories,1999,.84407002
Aircraft Parts and Accessories,2000,1.19244
Aircraft Parts and Accessories,2001,.60526001
Aircraft Parts and Accessories,2002,.67453802
Aircraft Parts and Accessories,2003,.56730902
Aircraft Parts and Accessories,2004,.54143298
Aircraft Parts and Accessories,2005,.404953
Aircraft Parts and Accessories,2006,.56754798
Aircraft Parts and Accessories,2007,.26357099
Aircraft Parts and Accessories,2008,.60087597
Aircraft Parts and Accessories,2009,.086777002
Aircraft Parts and Accessories,2010,.86728901
Aircraft Parts and Accessories,2011,.38473701
Aircraft Parts and Accessories,2012,.70349199
Aircraft Parts and Accessories,2013,.167823
Aircraft Parts and Accessories,2014,.22139899
Aircraft Parts and Accessories,2015,.36865699
Aircraft Parts and Accessories,2016,.50654602
Aircraft Tires,1976,.60337001
Aircraft Tires,1977,.93644202
Aircraft Tires,1978,.38640401
Aircraft Tires,1979,1.09541
Aircraft Tires,1980,.77809101
Aircraft Tires,1981,1.59216
Aircraft Tires,1982,1.66518
Aircraft Tires,1983,.55907202
Aircraft Tires,1984,.072660998
Aircraft Tires,1985,.068265997
Aircraft Tires,1986,.22693899
Aircraft Tires,1987,.29804
Aircraft Tires,1988,.30224901
Aircraft Tires,1989,.099036001
Aircraft Tires,1990,.41141701
Aircraft Tires,1991,.73596102
Aircraft Tires,1992,.45372999
Aircraft Tires,1993,.73680502
Aircraft Tires,1994,.83961999
Aircraft Tires,1995,.811584
Aircraft Tires,1996,.96836102
Aircraft Tires,1997,1.1169
Aircraft Tires,1998,1.20941
Aircraft Tires,1999,.72881401
Aircraft Tires,2000,1.38878
Aircraft Tires,2001,.87873101
Aircraft Tires,2002,.070871003
Aircraft Tires,2003,-.194048
Aircraft Tires,2004,-.305751
Aircraft Tires,2005,.165003
Aircraft Tires,2006,-.029609
Aircraft Tires,2007,-.17592099
Aircraft Tires,2008,.61523402
Aircraft Tires,2009,.774194
Aircraft Tires,2010,.52553898
Aircraft Tires,2011,.64653897
Aircraft Tires,2012,-.43908399
Aircraft Tires,2013,.25357199
Aircraft Tires,2014,.073691897
Aircraft Tires,2015,.61904901
Aircraft Tires,2016,.83468598
Aircraft and equipment and parts,1962,1.1179
Aircraft and equipment and parts,1963,1.33959
"Aldehyde, Ketone and Quinone-Function Compounds",1962,.50341898
"Aldehyde, Ketone and Quinone-Function Compounds",1963,.57664001
"Aldehyde, Ketone and Quinone-Function Compounds",1964,.25246701
"Aldehyde, Ketone and Quinone-Function Compounds",1965,.488121
"Aldehyde, Ketone and Quinone-Function Compounds",1966,.307208
"Aldehyde, Ketone and Quinone-Function Compounds",1967,.212311
"Aldehyde, Ketone and Quinone-Function Compounds",1968,.39491099
"Aldehyde, Ketone and Quinone-Function Compounds",1969,.45837799
"Aldehyde, Ketone and Quinone-Function Compounds",1970,.41013399
"Aldehyde, Ketone and Quinone-Function Compounds",1971,-.0011230001
"Aldehyde, Ketone and Quinone-Function Compounds",1972,.563447
"Aldehyde, Ketone and Quinone-Function Compounds",1973,.685013
"Aldehyde, Ketone and Quinone-Function Compounds",1974,.83317697
"Aldehyde, Ketone and Quinone-Function Compounds",1975,.58857799
"Aldehyde, Ketone and Quinone-Function Compounds",1976,.189422
"Aldehyde, Ketone and Quinone-Function Compounds",1977,.51635802
"Aldehyde, Ketone and Quinone-Function Compounds",1978,.72818899
"Aldehyde, Ketone and Quinone-Function Compounds",1979,.48403299
"Aldehyde, Ketone and Quinone-Function Compounds",1980,.40039399
"Aldehyde, Ketone and Quinone-Function Compounds",1981,.453444
"Aldehyde, Ketone and Quinone-Function Compounds",1982,.29593199
"Aldehyde, Ketone and Quinone-Function Compounds",1983,.27959701
"Aldehyde, Ketone and Quinone-Function Compounds",1984,.59836298
"Aldehyde, Ketone and Quinone-Function Compounds",1985,.67981499
"Aldehyde, Ketone and Quinone-Function Compounds",1986,.69159502
"Aldehyde, Ketone and Quinone-Function Compounds",1987,.77198303
"Aldehyde, Ketone and Quinone-Function Compounds",1988,.79970402
"Aldehyde, Ketone and Quinone-Function Compounds",1989,.72902101
"Aldehyde, Ketone and Quinone-Function Compounds",1990,.97279298
"Aldehyde, Ketone and Quinone-Function Compounds",1991,.92448199
"Aldehyde, Ketone and Quinone-Function Compounds",1992,.99099201
"Aldehyde, Ketone and Quinone-Function Compounds",1993,1.10446
"Aldehyde, Ketone and Quinone-Function Compounds",1994,1.03968
"Aldehyde, Ketone and Quinone-Function Compounds",1995,.84732097
"Aldehyde, Ketone and Quinone-Function Compounds",1996,.97953701
"Aldehyde, Ketone and Quinone-Function Compounds",1997,1.03802
"Aldehyde, Ketone and Quinone-Function Compounds",1998,1.11087
"Aldehyde, Ketone and Quinone-Function Compounds",1999,1.12604
"Aldehyde, Ketone and Quinone-Function Compounds",2000,1.18602
"Aldehyde, Ketone and Quinone-Function Compounds",2001,1.3258801
"Aldehyde, Ketone and Quinone-Function Compounds",2002,1.2379301
"Aldehyde, Ketone and Quinone-Function Compounds",2003,1.23914
"Aldehyde, Ketone and Quinone-Function Compounds",2004,1.12353
"Aldehyde, Ketone and Quinone-Function Compounds",2005,1.02481
"Aldehyde, Ketone and Quinone-Function Compounds",2006,1.0698
"Aldehyde, Ketone and Quinone-Function Compounds",2007,.97962999
"Aldehyde, Ketone and Quinone-Function Compounds",2008,1.10299
"Aldehyde, Ketone and Quinone-Function Compounds",2009,1.0566
"Aldehyde, Ketone and Quinone-Function Compounds",2010,1.4349
"Aldehyde, Ketone and Quinone-Function Compounds",2011,1.35527
"Aldehyde, Ketone and Quinone-Function Compounds",2012,1.32136
"Aldehyde, Ketone and Quinone-Function Compounds",2013,1.06144
"Aldehyde, Ketone and Quinone-Function Compounds",2014,.861408
"Aldehyde, Ketone and Quinone-Function Compounds",2015,1.13829
"Aldehyde, Ketone and Quinone-Function Compounds",2016,1.11646
Aluminium Structures,1962,.44747001
Aluminium Structures,1963,.56403297
Aluminium Structures,1964,.56814301
Aluminium Structures,1965,.42806199
Aluminium Structures,1966,.54415399
Aluminium Structures,1967,.57767397
Aluminium Structures,1968,.60585701
Aluminium Structures,1969,.61202598
Aluminium Structures,1970,.69347697
Aluminium Structures,1971,.37702799
Aluminium Structures,1972,.81348699
Aluminium Structures,1973,.67902398
Aluminium Structures,1974,.80131298
Aluminium Structures,1975,.64151198
Aluminium Structures,1976,.48730701
Aluminium Structures,1977,.238686
Aluminium Structures,1978,.81900299
Aluminium Structures,1979,.55953097
Aluminium Structures,1980,.399753
Aluminium Structures,1981,.427048
Aluminium Structures,1982,.469311
Aluminium Structures,1983,.463956
Aluminium Structures,1984,.68610102
Aluminium Structures,1985,.66829097
Aluminium Structures,1986,.70198601
Aluminium Structures,1987,1.1533099
Aluminium Structures,1988,.77871197
Aluminium Structures,1989,.79781199
Aluminium Structures,1990,.68690902
Aluminium Structures,1991,.77843302
Aluminium Structures,1992,1.09814
Aluminium Structures,1993,.52566999
Aluminium Structures,1994,.81312501
Aluminium Structures,1995,.38062
Aluminium Structures,1996,.58456302
Aluminium Structures,1997,.397843
Aluminium Structures,1998,.423758
Aluminium Structures,1999,.33030799
Aluminium Structures,2000,.499762
Aluminium Structures,2001,.56421
Aluminium Structures,2002,.34487399
Aluminium Structures,2003,.57141399
Aluminium Structures,2004,.40914199
Aluminium Structures,2005,.56424201
Aluminium Structures,2006,.36369401
Aluminium Structures,2007,.82146102
Aluminium Structures,2008,.60425103
Aluminium Structures,2009,.75487202
Aluminium Structures,2010,.63273001
Aluminium Structures,2011,.398458
Aluminium Structures,2012,.245142
Aluminium Structures,2013,.403577
Aluminium Structures,2014,.507074
Aluminium Structures,2015,.347763
Aluminium Structures,2016,-.0135871
Aluminum,1962,-.23881499
Aluminum,1963,.51959503
Aluminum,1964,-.16326299
Aluminum,1965,-.063073002
Aluminum,1966,-.025968
Aluminum,1967,-.230774
Aluminum,1968,-.199807
Aluminum,1969,-.168475
Aluminum,1970,-.232816
Aluminum,1971,.72233599
Aluminum,1972,-.246373
Aluminum,1973,-.509781
Aluminum,1974,-.410896
Aluminum,1975,-.351421
Aluminum,1976,-.40875199
Aluminum,1977,-.66839802
Aluminum,1978,-.82928997
Aluminum,1979,-.91678202
Aluminum,1980,-1.0615799
Aluminum,1981,-1.36444
Aluminum,1982,-1.19938
Aluminum,1983,-1.1997401
Aluminum,1984,-1.24352
Aluminum,1985,-1.28223
Aluminum,1986,-1.1364501
Aluminum,1987,-1.27468
Aluminum,1988,-1.14546
Aluminum,1989,-1.10799
Aluminum,1990,-1.12938
Aluminum,1991,-1.1182801
Aluminum,1992,-1.00326
Aluminum,1993,-.80442798
Aluminum,1994,-.90031499
Aluminum,1995,-.83192199
Aluminum,1996,-.80668497
Aluminum,1997,-.70667702
Aluminum,1998,-.75999898
Aluminum,1999,-.81771499
Aluminum,2000,-.83758301
Aluminum,2001,-.89526999
Aluminum,2002,-.85966998
Aluminum,2003,-.65715897
Aluminum,2004,-.87346798
Aluminum,2005,-.84597099
Aluminum,2006,-1.15511
Aluminum,2007,-1.02143
Aluminum,2008,-.96974301
Aluminum,2009,-1.28211
Aluminum,2010,-.97939801
Aluminum,2011,-.68247801
Aluminum,2012,-.88687801
Aluminum,2013,-.72325802
Aluminum,2014,-.72569901
Aluminum,2015,-.73156798
Aluminum,2016,-1.04249
Aluminum Ore,1962,-1.61131
Aluminum Ore,1963,-1.5172499
Aluminum Ore,1964,-2.10658
Aluminum Ore,1965,-2.0305901
Aluminum Ore,1966,-2.12359
Aluminum Ore,1967,-2.0605299
Aluminum Ore,1968,-2.23211
Aluminum Ore,1969,-2.2117701
Aluminum Ore,1970,-2.2768199
Aluminum Ore,1971,2.7054701
Aluminum Ore,1972,-2.04721
Aluminum Ore,1973,-1.7697099
Aluminum Ore,1974,-1.8568799
Aluminum Ore,1975,-2.1505301
Aluminum Ore,1976,-1.95303
Aluminum Ore,1977,-2.81761
Aluminum Ore,1978,-1.84331
Aluminum Ore,1979,-1.76691
Aluminum Ore,1980,-1.93239
Aluminum Ore,1981,-1.99164
Aluminum Ore,1982,-1.96989
Aluminum Ore,1983,-1.63441
Aluminum Ore,1984,-1.40136
Aluminum Ore,1985,-1.5595599
Aluminum Ore,1986,-1.52853
Aluminum Ore,1987,-1.78387
Aluminum Ore,1988,-1.60136
Aluminum Ore,1989,-1.45164
Aluminum Ore,1990,-1.56687
Aluminum Ore,1991,-1.6341701
Aluminum Ore,1992,-1.57698
Aluminum Ore,1993,-1.25731
Aluminum Ore,1994,-1.4450999
Aluminum Ore,1995,-1.25278
Aluminum Ore,1996,-1.30322
Aluminum Ore,1997,-.99258602
Aluminum Ore,1998,-1.21538
Aluminum Ore,1999,-1.24458
Aluminum Ore,2000,-1.18437
Aluminum Ore,2001,-1.10383
Aluminum Ore,2002,-1.29549
Aluminum Ore,2003,-1.09843
Aluminum Ore,2004,-1.12405
Aluminum Ore,2005,-1.05119
Aluminum Ore,2006,-1.22831
Aluminum Ore,2007,-1.2954299
Aluminum Ore,2008,-1.5373501
Aluminum Ore,2009,-1.32565
Aluminum Ore,2010,-1.5172
Aluminum Ore,2011,-.765962
Aluminum Ore,2012,-1.43409
Aluminum Ore,2013,-1.19941
Aluminum Ore,2014,-1.13044
Aluminum Ore,2015,-1.07637
Aluminum Ore,2016,-.90275502
Amide Function Compounds,1976,.97701901
Amide Function Compounds,1977,1.57768
Amide Function Compounds,1978,1.12545
Amide Function Compounds,1979,1.61833
Amide Function Compounds,1980,1.00256
Amide Function Compounds,1981,.82912701
Amide Function Compounds,1982,.68635702
Amide Function Compounds,1983,.61617202
Amide Function Compounds,1984,1.03283
Amide Function Compounds,1985,.91718
Amide Function Compounds,1986,.50287998
Amide Function Compounds,1987,.30993801
Amide Function Compounds,1988,1.28743
Amide Function Compounds,1989,1.33329
Amide Function Compounds,1990,.75800401
Amide Function Compounds,1991,.85335302
Amide Function Compounds,1992,.84368402
Amide Function Compounds,1993,.91495699
Amide Function Compounds,1994,.87076497
Amide Function Compounds,1995,.65817201
Amide Function Compounds,1996,.65463001
Amide Function Compounds,1997,.62282997
Amide Function Compounds,1998,.87376601
Amide Function Compounds,1999,1.07015
Amide Function Compounds,2000,1.29743
Amide Function Compounds,2001,1.50614
Amide Function Compounds,2002,1.8503
Amide Function Compounds,2003,1.74778
Amide Function Compounds,2004,1.5407701
Amide Function Compounds,2005,.36440799
Amide Function Compounds,2006,.79591
Amide Function Compounds,2007,.52753001
Amide Function Compounds,2008,.34158501
Amide Function Compounds,2009,.68434501
Amide Function Compounds,2010,.82096702
Amide Function Compounds,2011,.74966902
Amide Function Compounds,2012,.64656299
Amide Function Compounds,2013,.78409499
Amide Function Compounds,2014,1.01798
Amide Function Compounds,2015,1.10853
Amide Function Compounds,2016,1.1997
Amine-Function Compounds,1976,.74975401
Amine-Function Compounds,1977,1.25116
Amine-Function Compounds,1978,1.3100899
Amine-Function Compounds,1979,1.24964
Amine-Function Compounds,1980,1.44564
Amine-Function Compounds,1981,.971389
Amine-Function Compounds,1982,.675744
Amine-Function Compounds,1983,.38506699
Amine-Function Compounds,1984,.89488697
Amine-Function Compounds,1985,.86744797
Amine-Function Compounds,1986,.85732597
Amine-Function Compounds,1987,.61309803
Amine-Function Compounds,1988,1.01467
Amine-Function Compounds,1989,.976722
Amine-Function Compounds,1990,.904091
Amine-Function Compounds,1991,1.05652
Amine-Function Compounds,1992,1.11253
Amine-Function Compounds,1993,1.155
Amine-Function Compounds,1994,1.31499
Amine-Function Compounds,1995,.93202102
Amine-Function Compounds,1996,.82276499
Amine-Function Compounds,1997,.86786097
Amine-Function Compounds,1998,.74772501
Amine-Function Compounds,1999,.72547197
Amine-Function Compounds,2000,.90763402
Amine-Function Compounds,2001,1.56488
Amine-Function Compounds,2002,.973279
Amine-Function Compounds,2003,1.30756
Amine-Function Compounds,2004,1.47718
Amine-Function Compounds,2005,1.24537
