Entity,Year,Product complexity index (PCI) SITC classification - OEC (2016)
Miscellaneous Radioactive Materials,2004,.71564603
Miscellaneous Radioactive Materials,2005,.86187702
Miscellaneous Radioactive Materials,2006,.337116
Miscellaneous Radioactive Materials,2007,.79091603
Miscellaneous Radioactive Materials,2008,.191891
Miscellaneous Radioactive Materials,2009,.19848999
Miscellaneous Radioactive Materials,2010,.29716399
Miscellaneous Radioactive Materials,2011,1.20559
Miscellaneous Radioactive Materials,2012,1.1592799
Miscellaneous Radioactive Materials,2013,1.0997
Miscellaneous Radioactive Materials,2014,.456229
Miscellaneous Radioactive Materials,2015,.33728501
Miscellaneous Radioactive Materials,2016,.567581
Miscellaneous Rail Locomotives,1962,-.170619
Miscellaneous Rail Locomotives,1963,1.13349
Miscellaneous Rail Locomotives,1964,.86994302
Miscellaneous Rail Locomotives,1965,1.36746
Miscellaneous Rail Locomotives,1966,.925717
Miscellaneous Rail Locomotives,1967,.57576299
Miscellaneous Rail Locomotives,1968,1.44058
Miscellaneous Rail Locomotives,1969,1.2331899
Miscellaneous Rail Locomotives,1970,.75654298
Miscellaneous Rail Locomotives,1971,-.47982201
Miscellaneous Rail Locomotives,1972,.93411702
Miscellaneous Rail Locomotives,1973,.69142997
Miscellaneous Rail Locomotives,1974,.58687502
Miscellaneous Rail Locomotives,1975,.74015301
Miscellaneous Rail Locomotives,1976,.109884
Miscellaneous Rail Locomotives,1977,-.034068
Miscellaneous Rail Locomotives,1978,.61724299
Miscellaneous Rail Locomotives,1979,.54229301
Miscellaneous Rail Locomotives,1980,.320748
Miscellaneous Rail Locomotives,1981,.259157
Miscellaneous Rail Locomotives,1982,.505593
Miscellaneous Rail Locomotives,1983,.64854699
Miscellaneous Rail Locomotives,1984,.31694901
Miscellaneous Rail Locomotives,1985,.49388301
Miscellaneous Rail Locomotives,1986,.54262501
Miscellaneous Rail Locomotives,1987,1.1178401
Miscellaneous Rail Locomotives,1988,.77878201
Miscellaneous Rail Locomotives,1989,.370713
Miscellaneous Rail Locomotives,1990,.302176
Miscellaneous Rail Locomotives,1991,.42008999
Miscellaneous Rail Locomotives,1992,.57621503
Miscellaneous Rail Locomotives,1993,.083770998
Miscellaneous Rail Locomotives,1994,1.53807
Miscellaneous Rail Locomotives,1995,1.0818501
Miscellaneous Rail Locomotives,1996,.051653001
Miscellaneous Rail Locomotives,1997,.63399303
Miscellaneous Rail Locomotives,1998,.32406199
Miscellaneous Rail Locomotives,1999,-.028116001
Miscellaneous Rail Locomotives,2000,-.059011001
Miscellaneous Rail Locomotives,2001,.578529
Miscellaneous Rail Locomotives,2002,-.113747
Miscellaneous Rail Locomotives,2003,.41074401
Miscellaneous Rail Locomotives,2004,.22856
Miscellaneous Rail Locomotives,2005,.70751601
Miscellaneous Rail Locomotives,2006,-.120289
Miscellaneous Rail Locomotives,2007,.20620599
Miscellaneous Rail Locomotives,2008,.39449599
Miscellaneous Rail Locomotives,2009,.95688301
Miscellaneous Rail Locomotives,2010,.74486101
Miscellaneous Rail Locomotives,2011,.42837
Miscellaneous Rail Locomotives,2012,.14384399
Miscellaneous Rail Locomotives,2013,-.390771
Miscellaneous Rail Locomotives,2014,-.60893601
Miscellaneous Rail Locomotives,2015,-.92233402
Miscellaneous Rail Locomotives,2016,-.45439801
Miscellaneous Refractory Goods,1962,1.1013401
Miscellaneous Refractory Goods,1963,1.19557
Miscellaneous Refractory Goods,1964,1.25315
Miscellaneous Refractory Goods,1965,1.32786
Miscellaneous Refractory Goods,1966,1.36191
Miscellaneous Refractory Goods,1967,1.13949
Miscellaneous Refractory Goods,1968,1.14815
Miscellaneous Refractory Goods,1969,1.44328
Miscellaneous Refractory Goods,1970,1.3049001
Miscellaneous Refractory Goods,1971,.23227701
Miscellaneous Refractory Goods,1972,1.3234
Miscellaneous Refractory Goods,1973,1.2228301
Miscellaneous Refractory Goods,1974,1.2691
Miscellaneous Refractory Goods,1975,1.18859
Miscellaneous Refractory Goods,1976,.896402
Miscellaneous Refractory Goods,1977,.78446698
Miscellaneous Refractory Goods,1978,.96976399
Miscellaneous Refractory Goods,1979,1.09027
Miscellaneous Refractory Goods,1980,.97467601
Miscellaneous Refractory Goods,1981,1.1961401
Miscellaneous Refractory Goods,1982,.78731501
Miscellaneous Refractory Goods,1983,1.0124
Miscellaneous Refractory Goods,1984,1.33732
Miscellaneous Refractory Goods,1985,1.25903
Miscellaneous Refractory Goods,1986,1.16581
Miscellaneous Refractory Goods,1987,1.08968
Miscellaneous Refractory Goods,1988,1.3092
Miscellaneous Refractory Goods,1989,1.28785
Miscellaneous Refractory Goods,1990,.78644198
Miscellaneous Refractory Goods,1991,1.42039
Miscellaneous Refractory Goods,1992,.91457301
Miscellaneous Refractory Goods,1993,1.0718499
Miscellaneous Refractory Goods,1994,1.33483
Miscellaneous Refractory Goods,1995,1.36634
Miscellaneous Refractory Goods,1996,1.14447
Miscellaneous Refractory Goods,1997,1.1725301
Miscellaneous Refractory Goods,1998,1.40538
Miscellaneous Refractory Goods,1999,1.25819
Miscellaneous Refractory Goods,2000,1.27142
Miscellaneous Refractory Goods,2001,1.2533
Miscellaneous Refractory Goods,2002,1.21577
Miscellaneous Refractory Goods,2003,1.31714
Miscellaneous Refractory Goods,2004,.82961202
Miscellaneous Refractory Goods,2005,1.13064
Miscellaneous Refractory Goods,2006,1.4457099
Miscellaneous Refractory Goods,2007,1.4470299
Miscellaneous Refractory Goods,2008,1.4844
Miscellaneous Refractory Goods,2009,1.0773
Miscellaneous Refractory Goods,2010,1.48007
Miscellaneous Refractory Goods,2011,1.46674
Miscellaneous Refractory Goods,2012,.82181603
Miscellaneous Refractory Goods,2013,1.18899
Miscellaneous Refractory Goods,2014,.84800798
Miscellaneous Refractory Goods,2015,.96362901
Miscellaneous Refractory Goods,2016,1.3262399
Miscellaneous Refrigeration Equipment,1980,1.74647
Miscellaneous Refrigeration Equipment,1981,1.59216
Miscellaneous Refrigeration Equipment,1982,1.66518
Miscellaneous Refrigeration Equipment,1983,1.56787
Miscellaneous Refrigeration Equipment,1984,1.19385
Miscellaneous Refrigeration Equipment,1985,1.0912
Miscellaneous Refrigeration Equipment,1986,1.2343
Miscellaneous Refrigeration Equipment,1987,1.18019
Miscellaneous Refrigeration Equipment,1988,1.2049299
Miscellaneous Refrigeration Equipment,1989,1.33489
Miscellaneous Refrigeration Equipment,1990,1.43347
Miscellaneous Refrigeration Equipment,1991,1.26162
Miscellaneous Refrigeration Equipment,1992,1.03373
Miscellaneous Refrigeration Equipment,1993,1.05279
Miscellaneous Refrigeration Equipment,1994,1.16645
Miscellaneous Refrigeration Equipment,1995,1.06057
Miscellaneous Refrigeration Equipment,1996,.92397302
Miscellaneous Refrigeration Equipment,1997,.92139399
Miscellaneous Refrigeration Equipment,1998,.72174603
Miscellaneous Refrigeration Equipment,1999,.88933402
Miscellaneous Refrigeration Equipment,2000,.808474
Miscellaneous Refrigeration Equipment,2001,.74828398
Miscellaneous Refrigeration Equipment,2002,.90460402
Miscellaneous Refrigeration Equipment,2003,.87833297
Miscellaneous Refrigeration Equipment,2004,.87497902
Miscellaneous Refrigeration Equipment,2005,.730708
Miscellaneous Refrigeration Equipment,2006,.66269398
Miscellaneous Refrigeration Equipment,2007,.88467097
Miscellaneous Refrigeration Equipment,2008,.74084699
Miscellaneous Refrigeration Equipment,2009,.45906401
Miscellaneous Refrigeration Equipment,2010,.58598298
Miscellaneous Refrigeration Equipment,2011,.63414901
Miscellaneous Refrigeration Equipment,2012,.79684597
Miscellaneous Refrigeration Equipment,2013,.684412
Miscellaneous Refrigeration Equipment,2014,.63589901
Miscellaneous Refrigeration Equipment,2015,.73286098
Miscellaneous Refrigeration Equipment,2016,.73516899
Miscellaneous Root and Tuber Vegetables,1962,-1.36545
Miscellaneous Root and Tuber Vegetables,1963,-1.60269
Miscellaneous Root and Tuber Vegetables,1964,-1.04073
Miscellaneous Root and Tuber Vegetables,1965,-1.88116
Miscellaneous Root and Tuber Vegetables,1966,-1.66695
Miscellaneous Root and Tuber Vegetables,1967,-1.83594
Miscellaneous Root and Tuber Vegetables,1968,-1.81177
Miscellaneous Root and Tuber Vegetables,1969,-1.71769
Miscellaneous Root and Tuber Vegetables,1970,-1.79041
Miscellaneous Root and Tuber Vegetables,1971,-.47983101
Miscellaneous Root and Tuber Vegetables,1972,-1.56499
Miscellaneous Root and Tuber Vegetables,1973,-1.75275
Miscellaneous Root and Tuber Vegetables,1974,-1.31893
Miscellaneous Root and Tuber Vegetables,1975,-1.29162
Miscellaneous Root and Tuber Vegetables,1976,-.89637798
Miscellaneous Root and Tuber Vegetables,1977,-1.45113
Miscellaneous Root and Tuber Vegetables,1978,-2.1084399
Miscellaneous Root and Tuber Vegetables,1979,-1.6545399
Miscellaneous Root and Tuber Vegetables,1980,-1.69209
Miscellaneous Root and Tuber Vegetables,1981,-1.61204
Miscellaneous Root and Tuber Vegetables,1982,-1.41906
Miscellaneous Root and Tuber Vegetables,1983,-1.2799
Miscellaneous Root and Tuber Vegetables,1984,-1.59771
Miscellaneous Root and Tuber Vegetables,1985,-1.7909
Miscellaneous Root and Tuber Vegetables,1986,-1.69206
Miscellaneous Root and Tuber Vegetables,1987,-1.76332
Miscellaneous Root and Tuber Vegetables,1988,-1.54895
Miscellaneous Root and Tuber Vegetables,1989,-1.74959
Miscellaneous Root and Tuber Vegetables,1990,-1.9382
Miscellaneous Root and Tuber Vegetables,1991,-2.0450699
Miscellaneous Root and Tuber Vegetables,1992,-1.76526
Miscellaneous Root and Tuber Vegetables,1993,-1.69705
Miscellaneous Root and Tuber Vegetables,1994,-1.65493
Miscellaneous Root and Tuber Vegetables,1995,-1.4897701
Miscellaneous Root and Tuber Vegetables,1996,-1.54563
Miscellaneous Root and Tuber Vegetables,1997,-1.72911
Miscellaneous Root and Tuber Vegetables,1998,-1.78576
Miscellaneous Root and Tuber Vegetables,1999,-1.7844599
Miscellaneous Root and Tuber Vegetables,2000,-1.58734
Miscellaneous Root and Tuber Vegetables,2001,-1.61849
Miscellaneous Root and Tuber Vegetables,2002,-1.4860801
Miscellaneous Root and Tuber Vegetables,2003,-1.49945
Miscellaneous Root and Tuber Vegetables,2004,-1.5415
Miscellaneous Root and Tuber Vegetables,2005,-1.2927001
Miscellaneous Root and Tuber Vegetables,2006,-1.51369
Miscellaneous Root and Tuber Vegetables,2007,-1.5001301
Miscellaneous Root and Tuber Vegetables,2008,-1.31558
Miscellaneous Root and Tuber Vegetables,2009,-1.71789
Miscellaneous Root and Tuber Vegetables,2010,-1.95206
Miscellaneous Root and Tuber Vegetables,2011,-1.77547
Miscellaneous Root and Tuber Vegetables,2012,-1.8080699
Miscellaneous Root and Tuber Vegetables,2013,-1.75456
Miscellaneous Root and Tuber Vegetables,2014,-1.62194
Miscellaneous Root and Tuber Vegetables,2016,-1.80564
Miscellaneous Rotating Electric Plant Parts,1976,-.108887
Miscellaneous Rotating Electric Plant Parts,1977,.09076
Miscellaneous Rotating Electric Plant Parts,1978,.54074401
Miscellaneous Rotating Electric Plant Parts,1979,.43302101
Miscellaneous Rotating Electric Plant Parts,1980,.31340399
Miscellaneous Rotating Electric Plant Parts,1981,.410934
Miscellaneous Rotating Electric Plant Parts,1982,.88490301
Miscellaneous Rotating Electric Plant Parts,1983,.115328
Miscellaneous Rotating Electric Plant Parts,1984,1.02292
Miscellaneous Rotating Electric Plant Parts,1985,1.1871099
Miscellaneous Rotating Electric Plant Parts,1986,1.04612
Miscellaneous Rotating Electric Plant Parts,1987,.97175598
Miscellaneous Rotating Electric Plant Parts,1988,1.1635799
Miscellaneous Rotating Electric Plant Parts,1989,.79223597
Miscellaneous Rotating Electric Plant Parts,1990,.99562502
Miscellaneous Rotating Electric Plant Parts,1991,.935341
Miscellaneous Rotating Electric Plant Parts,1992,.91400701
Miscellaneous Rotating Electric Plant Parts,1993,.59778303
Miscellaneous Rotating Electric Plant Parts,1994,.68606901
Miscellaneous Rotating Electric Plant Parts,1995,.81029099
Miscellaneous Rotating Electric Plant Parts,1996,.92190099
Miscellaneous Rotating Electric Plant Parts,1997,.91288298
Miscellaneous Rotating Electric Plant Parts,1998,1.12457
Miscellaneous Rotating Electric Plant Parts,1999,.90980899
Miscellaneous Rotating Electric Plant Parts,2000,.84673202
Miscellaneous Rotating Electric Plant Parts,2001,1.4169101
Miscellaneous Rotating Electric Plant Parts,2002,1.47692
Miscellaneous Rotating Electric Plant Parts,2003,.67030001
Miscellaneous Rotating Electric Plant Parts,2004,.92045099
Miscellaneous Rotating Electric Plant Parts,2005,.93166602
Miscellaneous Rotating Electric Plant Parts,2006,1.0823801
Miscellaneous Rotating Electric Plant Parts,2007,1.17579
Miscellaneous Rotating Electric Plant Parts,2008,1.01375
Miscellaneous Rotating Electric Plant Parts,2009,.957362
Miscellaneous Rotating Electric Plant Parts,2010,.93439698
Miscellaneous Rotating Electric Plant Parts,2011,.726372
Miscellaneous Rotating Electric Plant Parts,2012,.89163798
Miscellaneous Rotating Electric Plant Parts,2013,.854963
Miscellaneous Rotating Electric Plant Parts,2014,.70967197
Miscellaneous Rotating Electric Plant Parts,2015,.561939
Miscellaneous Rotating Electric Plant Parts,2016,.556566
Miscellaneous Rubber,1962,.89359599
Miscellaneous Rubber,1963,.91493899
Miscellaneous Rubber,1964,1.10199
Miscellaneous Rubber,1965,1.16748
Miscellaneous Rubber,1966,1.12029
Miscellaneous Rubber,1967,1.12113
Miscellaneous Rubber,1968,1.1033601
Miscellaneous Rubber,1969,1.47153
Miscellaneous Rubber,1970,1.5603
Miscellaneous Rubber,1971,.33931699
Miscellaneous Rubber,1972,1.5142601
Miscellaneous Rubber,1973,1.48315
Miscellaneous Rubber,1974,1.45825
Miscellaneous Rubber,1975,.95919001
Miscellaneous Rubber,1976,.57092899
Miscellaneous Rubber,1977,.55917603
Miscellaneous Rubber,1978,.78958899
Miscellaneous Rubber,1979,.91724998
Miscellaneous Rubber,1980,.63911998
Miscellaneous Rubber,1981,.606296
Miscellaneous Rubber,1982,.435682
Miscellaneous Rubber,1983,.48304099
Miscellaneous Rubber,1984,.44327599
Miscellaneous Rubber,1985,.29194099
Miscellaneous Rubber,1986,.287467
Miscellaneous Rubber,1987,.204065
Miscellaneous Rubber,1988,.98220003
Miscellaneous Rubber,1989,1.02837
Miscellaneous Rubber,1990,.689165
Miscellaneous Rubber,1991,.603149
Miscellaneous Rubber,1992,.63704902
Miscellaneous Rubber,1993,.590886
Miscellaneous Rubber,1994,.69301599
Miscellaneous Rubber,1995,.79089397
Miscellaneous Rubber,1996,.915685
Miscellaneous Rubber,1997,.919976
Miscellaneous Rubber,1998,.803716
Miscellaneous Rubber,1999,.78428501
Miscellaneous Rubber,2000,.776582
Miscellaneous Rubber,2001,.934807
Miscellaneous Rubber,2002,1.00146
Miscellaneous Rubber,2003,.91401398
Miscellaneous Rubber,2004,1.05885
Miscellaneous Rubber,2005,.997545
Miscellaneous Rubber,2006,.71862698
Miscellaneous Rubber,2007,.94392699
Miscellaneous Rubber,2008,.879273
Miscellaneous Rubber,2009,1.03836
Miscellaneous Rubber,2010,1.19043
Miscellaneous Rubber,2011,.73811102
Miscellaneous Rubber,2012,.68861598
Miscellaneous Rubber,2013,.66132098
Miscellaneous Rubber,2014,.740605
Miscellaneous Rubber,2015,.70656598
Miscellaneous Rubber,2016,.56072599
Miscellaneous Small Wares,1962,.62753701
Miscellaneous Small Wares,1963,.47522199
Miscellaneous Small Wares,1964,.84994203
Miscellaneous Small Wares,1965,.56602401
Miscellaneous Small Wares,1966,.53666103
Miscellaneous Small Wares,1967,.58773899
Miscellaneous Small Wares,1968,.69164699
Miscellaneous Small Wares,1969,.70605099
Miscellaneous Small Wares,1970,.73431301
Miscellaneous Small Wares,1971,.399959
Miscellaneous Small Wares,1972,.90581399
Miscellaneous Small Wares,1973,.46897301
Miscellaneous Small Wares,1974,.43749699
Miscellaneous Small Wares,1975,.40134799
Miscellaneous Small Wares,1976,.29469299
Miscellaneous Small Wares,1977,.50128102
Miscellaneous Small Wares,1978,.40508199
Miscellaneous Small Wares,1979,.31530601
Miscellaneous Small Wares,1980,.137568
Miscellaneous Small Wares,1981,.15718
Miscellaneous Small Wares,1982,-.178837
Miscellaneous Small Wares,1983,.21507999
Miscellaneous Small Wares,1984,.79967397
Miscellaneous Small Wares,1985,.816248
Miscellaneous Small Wares,1986,.72845799
Miscellaneous Small Wares,1987,.564529
Miscellaneous Small Wares,1988,.099529997
Miscellaneous Small Wares,1989,-.283966
Miscellaneous Small Wares,1990,-.218895
Miscellaneous Small Wares,1991,-.30405
Miscellaneous Small Wares,1992,-.59138799
Miscellaneous Small Wares,1993,-.60509998
Miscellaneous Small Wares,1994,-.57179397
Miscellaneous Small Wares,1995,-.73578399
Miscellaneous Small Wares,1996,-.49700901
Miscellaneous Small Wares,1997,-.116364
Miscellaneous Small Wares,1998,-.41958299
Miscellaneous Small Wares,1999,-.27664301
Miscellaneous Small Wares,2000,-.54346001
Miscellaneous Small Wares,2001,-.201022
Miscellaneous Small Wares,2002,-.25202799
Miscellaneous Small Wares,2003,-.34070301
Miscellaneous Small Wares,2004,-.356547
Miscellaneous Small Wares,2005,-.49034399
Miscellaneous Small Wares,2006,-.33518901
Miscellaneous Small Wares,2007,-.383908
Miscellaneous Small Wares,2008,-.096372999
Miscellaneous Small Wares,2009,.038897
Miscellaneous Small Wares,2010,-.064511999
Miscellaneous Small Wares,2011,-.278979
Miscellaneous Small Wares,2012,-.073263697
Miscellaneous Small Wares,2013,-.116723
Miscellaneous Small Wares,2014,.39949799
Miscellaneous Small Wares,2015,.017168401
Miscellaneous Small Wares,2016,.343701
Miscellaneous Stereo Equipment,1976,.45804799
Miscellaneous Stereo Equipment,1977,.57571799
Miscellaneous Stereo Equipment,1978,.006997
Miscellaneous Stereo Equipment,1979,.107247
Miscellaneous Stereo Equipment,1980,-.12967899
Miscellaneous Stereo Equipment,1981,-.30450499
Miscellaneous Stereo Equipment,1982,-.29369101
Miscellaneous Stereo Equipment,1983,-.297934
Miscellaneous Stereo Equipment,1984,-.2606
Miscellaneous Stereo Equipment,1985,-.242722
Miscellaneous Stereo Equipment,1986,-.043997001
Miscellaneous Stereo Equipment,1987,-.30699399
Miscellaneous Stereo Equipment,1988,-.080949999
Miscellaneous Stereo Equipment,1989,.12113
Miscellaneous Stereo Equipment,1990,-.010573
Miscellaneous Stereo Equipment,1991,-.30069599
Miscellaneous Stereo Equipment,1992,-.27930599
Miscellaneous Stereo Equipment,1993,-.42554399
Miscellaneous Stereo Equipment,1994,-.56695402
Miscellaneous Stereo Equipment,1995,-.45203599
Miscellaneous Stereo Equipment,1996,-.35828799
Miscellaneous Stereo Equipment,1997,-.477281
Miscellaneous Stereo Equipment,1998,-.39661199
Miscellaneous Stereo Equipment,1999,-.245462
Miscellaneous Stereo Equipment,2000,-.27542099
Miscellaneous Stereo Equipment,2001,.50818801
Miscellaneous Stereo Equipment,2002,.098835997
Miscellaneous Stereo Equipment,2003,.50784099
Miscellaneous Stereo Equipment,2004,.57724601
Miscellaneous Stereo Equipment,2005,.81313699
Miscellaneous Stereo Equipment,2006,.55142701
Miscellaneous Stereo Equipment,2007,.658822
Miscellaneous Stereo Equipment,2008,1.05042
Miscellaneous Stereo Equipment,2009,.41389999
Miscellaneous Stereo Equipment,2010,.29625899
Miscellaneous Stereo Equipment,2011,.55174601
Miscellaneous Stereo Equipment,2012,1.08594
Miscellaneous Stereo Equipment,2013,.723616
Miscellaneous Stereo Equipment,2014,.924393
Miscellaneous Stereo Equipment,2015,1.0610501
Miscellaneous Stereo Equipment,2016,.97554201
Miscellaneous Telecom Equipment,1976,.56261998
Miscellaneous Telecom Equipment,1977,1.1520801
Miscellaneous Telecom Equipment,1978,.90780401
Miscellaneous Telecom Equipment,1979,.98472703
Miscellaneous Telecom Equipment,1980,.73980099
Miscellaneous Telecom Equipment,1981,.89488697
Miscellaneous Telecom Equipment,1982,.77046502
Miscellaneous Telecom Equipment,1983,.87594402
Miscellaneous Telecom Equipment,1984,.797562
Miscellaneous Telecom Equipment,1985,1.05067
Miscellaneous Telecom Equipment,1986,.390926
Miscellaneous Telecom Equipment,1987,.77228397
Miscellaneous Telecom Equipment,1988,.87835598
Miscellaneous Telecom Equipment,1989,.74560899
Miscellaneous Telecom Equipment,1990,-.138264
Miscellaneous Telecom Equipment,1991,.26838699
Miscellaneous Telecom Equipment,1992,-.289933
Miscellaneous Telecom Equipment,1993,.064708002
Miscellaneous Telecom Equipment,1994,.18956
Miscellaneous Telecom Equipment,1995,.79935801
Miscellaneous Telecom Equipment,1996,.66630799
Miscellaneous Telecom Equipment,1997,.14312901
Miscellaneous Telecom Equipment,1998,.127848
Miscellaneous Telecom Equipment,1999,.86776501
Miscellaneous Telecom Equipment,2000,1.16752
Miscellaneous Telecom Equipment,2001,1.2534699
Miscellaneous Telecom Equipment,2002,1.04626
Miscellaneous Telecom Equipment,2003,1.0435801
Miscellaneous Telecom Equipment,2004,1.20654
Miscellaneous Telecom Equipment,2005,1.4832799
Miscellaneous Telecom Equipment,2006,1.48241
Miscellaneous Telecom Equipment,2007,1.10989
Miscellaneous Telecom Equipment,2008,1.4446501
Miscellaneous Telecom Equipment,2009,1.21883
Miscellaneous Telecom Equipment,2010,.84797299
Miscellaneous Telecom Equipment,2011,.88061398
Miscellaneous Telecom Equipment,2012,1.23541
Miscellaneous Telecom Equipment,2013,1.14069
Miscellaneous Telecom Equipment,2014,1.07424
Miscellaneous Telecom Equipment,2015,1.27788
Miscellaneous Telecom Equipment,2016,1.02495
Miscellaneous Textile Articles,1962,.65626001
Miscellaneous Textile Articles,1963,.27568999
Miscellaneous Textile Articles,1964,-.080185004
Miscellaneous Textile Articles,1965,.372428
Miscellaneous Textile Articles,1966,.29237899
Miscellaneous Textile Articles,1967,.15801799
Miscellaneous Textile Articles,1968,.309196
Miscellaneous Textile Articles,1969,.27965301
Miscellaneous Textile Articles,1970,-.010003
Miscellaneous Textile Articles,1971,-1.02437
Miscellaneous Textile Articles,1972,-.080835
Miscellaneous Textile Articles,1973,-.12734801
Miscellaneous Textile Articles,1974,.27762899
Miscellaneous Textile Articles,1975,.319042
Miscellaneous Textile Articles,1976,.22004201
Miscellaneous Textile Articles,1977,.12668601
Miscellaneous Textile Articles,1978,-.134425
Miscellaneous Textile Articles,1979,-.067651004
Miscellaneous Textile Articles,1980,-.225419
Miscellaneous Textile Articles,1981,-.448654
Miscellaneous Textile Articles,1982,-.45068499
Miscellaneous Textile Articles,1983,-.55354899
Miscellaneous Textile Articles,1984,-.40547401
Miscellaneous Textile Articles,1985,-.408483
Miscellaneous Textile Articles,1986,-.422943
Miscellaneous Textile Articles,1987,-.329494
Miscellaneous Textile Articles,1988,-1.09207
Miscellaneous Textile Articles,1989,-1.19678
Miscellaneous Textile Articles,1990,-1.33698
Miscellaneous Textile Articles,1991,-1.16246
Miscellaneous Textile Articles,1992,-1.31978
Miscellaneous Textile Articles,1993,-1.35229
Miscellaneous Textile Articles,1994,-1.29266
Miscellaneous Textile Articles,1995,-1.10709
Miscellaneous Textile Articles,1996,-.87932497
Miscellaneous Textile Articles,1997,-1.17703
Miscellaneous Textile Articles,1998,-.95251501
Miscellaneous Textile Articles,1999,-.790052
Miscellaneous Textile Articles,2000,-.888946
Miscellaneous Textile Articles,2001,-.30824801
Miscellaneous Textile Articles,2002,-.27648699
Miscellaneous Textile Articles,2003,-.368411
Miscellaneous Textile Articles,2004,-.65214503
Miscellaneous Textile Articles,2005,-.762546
Miscellaneous Textile Articles,2006,-.808061
Miscellaneous Textile Articles,2007,-.68354601
Miscellaneous Textile Articles,2008,-.78987497
Miscellaneous Textile Articles,2009,-.62013
Miscellaneous Textile Articles,2010,-.956222
Miscellaneous Textile Articles,2011,-.901447
Miscellaneous Textile Articles,2012,-1.09311
Miscellaneous Textile Articles,2013,-.96667802
Miscellaneous Textile Articles,2014,-1.16081
Miscellaneous Textile Articles,2015,-1.42105
Miscellaneous Textile Articles,2016,-1.10743
Miscellaneous Textile Machinery,1976,.91620302
Miscellaneous Textile Machinery,1977,1.33197
Miscellaneous Textile Machinery,1978,1.06897
Miscellaneous Textile Machinery,1979,1.2398601
Miscellaneous Textile Machinery,1980,1.13133
Miscellaneous Textile Machinery,1981,1.25484
Miscellaneous Textile Machinery,1982,1.26938
Miscellaneous Textile Machinery,1983,1.15611
Miscellaneous Textile Machinery,1984,1.3361
Miscellaneous Textile Machinery,1985,1.36151
Miscellaneous Textile Machinery,1986,1.34641
Miscellaneous Textile Machinery,1987,1.29269
Miscellaneous Textile Machinery,1988,1.31458
Miscellaneous Textile Machinery,1989,1.4593
Miscellaneous Textile Machinery,1990,1.4410599
Miscellaneous Textile Machinery,1991,1.38563
Miscellaneous Textile Machinery,1992,.95089698
Miscellaneous Textile Machinery,1993,1.25107
Miscellaneous Textile Machinery,1994,1.22114
Miscellaneous Textile Machinery,1995,1.39643
Miscellaneous Textile Machinery,1996,.71490198
Miscellaneous Textile Machinery,1997,.89061898
Miscellaneous Textile Machinery,1998,.89308202
Miscellaneous Textile Machinery,1999,1.07464
Miscellaneous Textile Machinery,2000,.88361001
Miscellaneous Textile Machinery,2001,1.09003
Miscellaneous Textile Machinery,2002,1.30639
Miscellaneous Textile Machinery,2003,1.00553
Miscellaneous Textile Machinery,2004,1.03374
Miscellaneous Textile Machinery,2005,.83815002
Miscellaneous Textile Machinery,2006,.82417601
Miscellaneous Textile Machinery,2007,.842664
Miscellaneous Textile Machinery,2008,.807428
Miscellaneous Textile Machinery,2009,1.42641
Miscellaneous Textile Machinery,2010,1.02056
Miscellaneous Textile Machinery,2011,.93002301
Miscellaneous Textile Machinery,2012,1.16176
Miscellaneous Textile Machinery,2013,1.29645
Miscellaneous Textile Machinery,2014,.96034801
Miscellaneous Textile Machinery,2015,.73799598
Miscellaneous Textile Machinery,2016,1.02723
Miscellaneous Tire Parts,1976,.64244097
Miscellaneous Tire Parts,1977,.99054599
Miscellaneous Tire Parts,1978,.806813
Miscellaneous Tire Parts,1979,1.03834
Miscellaneous Tire Parts,1980,.96198398
Miscellaneous Tire Parts,1981,.97622299
Miscellaneous Tire Parts,1982,.54510099
Miscellaneous Tire Parts,1983,.77402902
Miscellaneous Tire Parts,1984,.16153701
Miscellaneous Tire Parts,1985,.23346999
Miscellaneous Tire Parts,1986,.27525499
Miscellaneous Tire Parts,1987,-.053991001
Miscellaneous Tire Parts,1988,.097571
Miscellaneous Tire Parts,1989,-.069669999
Miscellaneous Tire Parts,1990,.0091829998
Miscellaneous Tire Parts,1991,-.036754001
Miscellaneous Tire Parts,1992,-.33354801
Miscellaneous Tire Parts,1993,-.31929201
Miscellaneous Tire Parts,1994,-.36102599
Miscellaneous Tire Parts,1995,-.37538299
Miscellaneous Tire Parts,1996,-.015538
Miscellaneous Tire Parts,1997,-.150162
Miscellaneous Tire Parts,1998,-.173692
Miscellaneous Tire Parts,1999,-.120552
Miscellaneous Tire Parts,2000,-.072351001
Miscellaneous Tire Parts,2001,-.011319
Miscellaneous Tire Parts,2002,.17692301
Miscellaneous Tire Parts,2003,.112456
Miscellaneous Tire Parts,2004,.148633
Miscellaneous Tire Parts,2005,.187177
Miscellaneous Tire Parts,2006,.228572
Miscellaneous Tire Parts,2007,.101677
Miscellaneous Tire Parts,2008,.17638899
Miscellaneous Tire Parts,2009,-.070464998
Miscellaneous Tire Parts,2010,.46432701
Miscellaneous Tire Parts,2011,.15759601
Miscellaneous Tire Parts,2012,.202299
Miscellaneous Tire Parts,2013,.0119193
Miscellaneous Tire Parts,2014,.22073901
Miscellaneous Tire Parts,2015,-.212108
Miscellaneous Tire Parts,2016,-.0470194
Miscellaneous Unmilled Cereals,1962,-1.59139
