Entity,Year,Exports to Africa (CEPII Dyadic (2016)),Exports to Antarctica (CEPII Dyadic (2016)),Exports to Asia (CEPII Dyadic (2016)),Exports to Eastern Europe (CEPII Dyadic (2016)),Exports to North America (CEPII Dyadic (2016)),Exports to Oceania (CEPII Dyadic (2016)),Exports to South America (CEPII Dyadic (2016)),Exports to Western Europe (CEPII Dyadic (2016)) ,Exports to lower-middle income grouping (CEPII Dyadic (2016)),Exports to high-income grouping (CEPII Dyadic (2016)),Exports to low-income grouping (CEPII Dyadic (2016)),Exports to upper-middle income grouping (CEPII Dyadic (2016)),Exports to the World (CEPII Dyadic (2016))
Eritrea,1998,0.11449,,0.19620,0.14092,0.09389,0.00169,0.00849,2.75410,0.19160,3.10112,0.00183,0.01523,
Eritrea,1999,0.14378,,0.32021,0.03377,0.07258,0.00003,0.00980,1.36273,0.25283,1.64415,0.00239,0.04354,
Eritrea,2000,0.06762,,0.36243,0.02623,0.02831,0.02834,0.01101,1.21316,0.07420,1.44212,0.06632,0.15447,
Eritrea,2001,0.03847,,0.51671,0.09316,0.00018,0.00556,0.02175,0.81083,0.11521,0.94997,0.02724,0.39424,
Eritrea,2002,0.00974,,0.35032,0.08119,0.04750,0.00036,0.02342,0.82407,0.03726,0.97796,0.00609,0.31530,
Eritrea,2003,0.02163,,1.08633,0.06743,0.02647,0.00562,0.00026,0.46273,0.06396,0.58718,0.01069,1.00866,
Eritrea,2004,0.10452,,0.36134,0.04472,0.04112,0.00719,0.00039,0.40645,0.10740,0.53134,0.00783,0.31915,
Eritrea,2005,0.09318,,0.39187,0.08057,0.11235,0.02829,0.01946,0.63586,0.23870,1.03381,0.01506,0.07400,
Eritrea,2006,0.17310,,0.31786,0.00092,0.08427,0.05353,0.03373,0.45619,0.26376,0.72619,0.00357,0.12608,
Eritrea,2007,0.19747,,0.43090,0.00093,0.03348,0.00669,0.00654,0.60185,0.32510,0.74088,0.00239,0.20950,
Eritrea,2008,0.33876,,0.67905,0.00085,0.01155,0.00261,0.00100,0.50388,0.71472,0.58642,0.00789,0.22867,
Eritrea,2009,0.14034,,0.12911,0.03170,0.03381,0.00017,0.00213,0.27676,0.16579,0.38528,0.00443,0.05853,
Eritrea,2010,0.11508,,0.16015,0.00178,0.01894,0.00110,0.00084,0.23529,0.15792,0.30941,0.00567,0.06017,
Eritrea,2011,0.08447,,0.25404,0.00091,13.70793,0.00291,0.00036,0.22138,0.22203,13.99250,0.00677,0.05069,
Estonia,1995,0.19410,,1.37767,6.71272,1.84956,0.00240,0.49154,37.32867,2.29985,37.67766,0.01284,7.96536,
Estonia,1996,0.15544,,1.33018,6.96646,1.65388,0.00432,0.16917,37.14853,1.32069,41.76937,0.05020,4.28677,
Estonia,1997,0.29599,,1.16151,7.72323,2.04108,0.02591,0.06279,43.57325,2.09401,46.32287,0.04204,6.42484,
Estonia,1998,0.25381,,1.16392,8.09117,3.01046,0.06149,0.10115,42.57215,2.55433,49.14848,0.02335,3.52549,
Estonia,1999,0.22190,,1.39035,6.70053,5.10758,0.33649,0.19467,41.22807,1.58551,51.53700,0.07040,1.98245,
Estonia,2000,0.57120,,1.23765,8.01587,12.00639,0.08755,0.27387,62.86326,1.33352,80.62464,0.16547,2.93040,
Estonia,2001,0.54612,,3.63335,7.95236,5.54619,0.02603,0.18460,52.67771,3.91258,63.77670,0.15204,2.72407,
Estonia,2002,0.59992,,1.69279,7.53935,3.32355,0.02104,0.06511,46.56535,1.32750,55.51935,0.13256,2.82264,
Estonia,2003,0.47976,,1.12170,8.04563,2.57408,0.03569,0.20587,41.94119,1.13706,50.82594,0.17042,2.25891,
Estonia,2004,0.20328,,1.84450,10.41388,3.84188,0.09667,0.33559,42.45927,0.96372,54.73140,0.01469,3.48516,
Estonia,2005,0.39592,,1.49447,11.82912,4.38425,0.11093,0.43597,39.55225,1.14893,53.34905,0.03709,3.62730,
Estonia,2006,1.10278,,3.18620,14.53650,4.02306,0.07357,0.35747,36.09356,1.50127,51.48731,0.76589,5.37689,
Estonia,2007,1.79828,,2.18720,12.82826,1.79929,0.04120,0.13044,27.92330,1.16640,40.20606,1.65982,3.67546,
Estonia,2008,0.84076,,1.84947,12.50007,2.02957,0.07243,0.47927,26.87357,1.77804,37.68661,0.02735,5.14841,
Estonia,2009,1.86141,,1.99559,9.36255,1.01903,0.08736,0.49409,26.23951,2.64462,33.90260,0.07548,4.43404,
Estonia,2010,0.69329,,3.32974,11.17977,3.72498,0.21920,0.37081,33.45033,1.91079,44.91420,0.07000,6.07157,
Estonia,2011,1.66954,,4.15307,13.14521,4.89911,0.25492,0.68841,42.15617,2.88744,55.65255,0.07905,8.34738,
Estonia,2012,1.04488,,5.76275,13.17046,3.10464,0.18912,0.46466,35.77548,3.21074,48.71179,0.27986,7.30960,
Estonia,2013,0.55924,,3.83101,13.33012,2.53385,0.20639,0.34872,35.96493,1.47461,48.58647,0.03820,6.67498,
Estonia,2014,0.68477,,4.14238,12.29703,2.99192,0.13982,0.46338,41.21714,1.37460,50.42279,0.03384,10.10522,
Ethiopia,1949,0.97369,,0.56610,,2.03795,,,2.15117,1.44921,4.23441,,0.04529,
Ethiopia,1950,1.22095,,0.52627,0.00079,2.73661,0.02316,,1.49461,1.62092,4.33937,,0.04210,
Ethiopia,1951,2.05858,,0.68619,0.02130,4.11716,,,2.88201,2.45069,7.23614,,0.07842,
Ethiopia,1952,2.37757,,0.95813,0.00159,3.54862,,,4.43577,2.75018,8.48279,,0.08872,
Ethiopia,1953,2.70923,,4.24337,0.16484,5.87544,0.03591,,3.94960,3.14989,10.17267,,0.17953,
Ethiopia,1954,1.74846,,3.36127,0.15224,5.44134,0.03316,,3.48185,2.00470,9.41004,,0.06029,
Ethiopia,1955,1.98274,,2.83448,0.14242,4.62174,0.04608,,3.56056,2.02463,9.06895,,0.02793,
Ethiopia,1956,1.20634,,2.67210,0.13231,3.51523,0.02854,,3.12609,1.24525,7.73611,,0.05189,
Ethiopia,1957,1.41426,,2.32083,0.13417,4.39024,0.05319,,2.55050,1.59799,8.00807,,0.12088,
Ethiopia,1958,0.82424,,1.02748,0.13662,3.61312,0.02484,,2.17917,0.95974,6.55218,0.03387,0.10162,
Ethiopia,1959,1.37147,,1.81034,0.13276,1.98589,0.01207,,2.31504,1.54702,5.13698,,0.18652,
Ethiopia,1960,0.49061,,2.14377,0.28904,3.21032,0.01173,,2.53840,0.90657,6.80674,0.05333,0.09599,
Ethiopia,1961,0.63745,,1.95349,0.37116,3.39290,0.01131,,2.32362,0.95618,6.70560,0.10282,0.01028,
Ethiopia,1962,0.57081,,1.85021,0.33658,3.14930,0.01968,,2.54896,0.75780,6.64502,0.11810,0.12794,
Ethiopia,1963,0.69604,,1.87650,0.57659,3.57428,0.00941,,2.57725,0.75248,7.26896,0.12228,0.09406,
Ethiopia,1964,0.62693,,1.22810,0.50155,4.99828,,,1.95809,0.67846,7.91309,0.08588,0.15459,
Ethiopia,1965,0.46938,,1.24654,0.57171,5.33241,,,1.99292,0.46168,8.25100,0.09234,0.15389,
Ethiopia,1966,0.49703,,1.49852,0.69288,3.64993,,,2.32196,0.63798,7.04303,0.01491,0.18546,
Ethiopia,1967,0.32060,,1.51659,0.44327,3.77774,,,1.72149,0.49484,6.45804,0.00718,0.24185,
Ethiopia,1968,0.46009,,1.61992,0.59174,3.22412,0.00721,,1.89122,0.61599,6.19266,0.09967,0.13172,
Ethiopia,1969,0.73416,,1.63813,0.57960,2.91731,0.00161,,1.89544,0.79895,6.01468,0.10648,0.12104,
Ethiopia,1970,0.53310,,1.46037,0.65312,4.00186,0.00107,0.00113,1.83647,0.55399,6.91956,0.07797,0.15835,
Ethiopia,1971,0.60900,,1.69158,0.66286,3.44768,0.00148,0.00058,1.53829,0.79569,6.16190,0.12772,0.09559,
Ethiopia,1972,0.70492,,1.83054,0.69317,3.04873,0.00883,0.00234,2.04049,0.78414,6.29737,0.07161,0.34805,
Ethiopia,1973,1.07042,,2.66995,0.93579,3.59071,0.02049,0.00466,3.22264,1.08253,8.70254,0.09966,0.49859,
Ethiopia,1974,1.16714,,3.03234,1.05245,2.64814,0.03746,0.00041,3.37727,1.18054,8.30106,0.10641,0.37999,
Ethiopia,1975,1.73716,,2.64831,0.67515,2.05299,0.00543,0.00041,2.54061,1.65253,6.62132,0.11148,0.28378,
Ethiopia,1976,1.37303,,1.93261,0.77050,3.47878,0.01276,,3.27230,1.28093,8.29626,0.04477,0.19182,
Ethiopia,1977,0.85082,,2.04354,0.81377,2.99119,0.00710,,2.60220,0.67138,7.41890,0.18761,0.17938,
Ethiopia,1978,0.31147,,1.63058,0.64496,2.88508,0.01626,,2.15017,0.18312,6.52824,0.14073,0.10909,
Ethiopia,1979,0.93459,,1.90335,0.93053,2.99062,0.01530,,3.99575,0.89347,8.71988,0.02811,0.17863,
Ethiopia,1980,1.80166,,2.02302,1.16440,2.23492,0.01500,0.00002,3.49563,1.56507,7.54808,0.18880,0.22854,
Ethiopia,1981,1.23225,,2.09944,0.92112,1.76019,0.01139,0.00002,2.07743,0.70915,5.36826,0.45942,0.15990,
Ethiopia,1982,1.68098,,2.01417,1.09326,2.05538,0.01523,0.00002,2.28728,1.35947,5.81657,0.26792,0.12798,
Ethiopia,1983,0.81830,,1.68806,1.23080,1.58188,0.01370,0.00021,2.22187,0.75363,4.98827,0.00591,0.13919,
Ethiopia,1984,0.70172,,1.53346,1.43262,1.55706,0.00909,,2.90522,0.70184,5.44532,0.01415,0.07724,
Ethiopia,1985,0.34987,,1.38825,1.05835,0.70518,0.01583,0.00075,1.68764,0.33724,3.27810,0.02072,0.03413,
Ethiopia,1986,0.45462,,0.98199,1.85728,1.11506,0.02000,0.00129,2.35061,0.45518,4.33647,0.00868,0.08586,
Ethiopia,1987,0.33883,,1.14806,1.19068,1.07399,0.02297,0.00055,1.72391,0.31692,3.76611,0.00224,0.12682,
Ethiopia,1988,0.30784,,1.19398,1.20171,0.86736,0.01320,0.00023,1.44431,0.30118,3.34105,0.00748,0.11964,
Ethiopia,1989,0.34094,,0.90886,1.28690,1.05562,0.00928,0.00016,1.91839,0.34004,3.81969,0.00350,0.08039,
Ethiopia,1990,0.29807,,1.22876,0.80504,0.66229,0.00363,0.00276,1.37009,0.79043,2.64830,0.02167,0.17765,
Ethiopia,1991,0.19745,,1.36348,0.02861,0.22329,0.00550,0.00013,1.45312,0.91106,2.31376,0.00221,0.02856,
Ethiopia,1992,0.15891,,0.77406,0.01094,0.13422,0.00464,0.00061,1.04089,0.26596,1.84009,0.00221,0.00849,
Ethiopia,1993,0.34568,,0.97266,0.01437,0.32181,0.00582,0.00301,1.49167,0.36980,2.74273,0.00258,0.03991,
Ethiopia,1994,0.56246,,1.21338,0.06078,0.61591,0.01122,0.00425,2.64877,0.62161,4.40500,0.00193,0.08764,
Ethiopia,1995,1.02557,,1.50486,0.11759,0.53383,0.01888,0.01380,3.94012,1.09525,5.79424,0.00945,0.24601,
Ethiopia,1996,0.76376,,1.46702,0.11706,0.49240,0.01476,0.00471,3.35966,0.74370,5.02602,0.00377,0.43714,
Ethiopia,1997,1.02373,,1.37423,0.29794,0.94128,0.01973,0.00752,3.74939,1.01172,6.13499,0.03046,0.23664,
Ethiopia,1998,1.07584,,1.89746,0.25404,0.83636,0.02468,0.00125,4.12884,0.99257,6.93889,0.02476,0.26226,
Ethiopia,1999,1.01461,,1.84450,0.08636,0.61598,0.02240,0.00165,2.53662,1.04288,4.80425,0.05024,0.22476,
Ethiopia,2000,0.86546,,1.72691,0.09364,0.41008,0.01982,0.00172,2.74850,0.98067,4.69494,0.04394,0.14660,
Ethiopia,2001,1.73760,,1.55123,0.06615,0.44468,0.01658,0.00104,1.94328,2.07941,3.53489,0.00723,0.13904,
Ethiopia,2002,0.98732,,1.62922,0.16789,0.41789,0.01551,0.00061,3.25708,1.33238,4.86921,0.01862,0.25530,
Ethiopia,2003,1.68859,,2.09697,0.33519,0.45203,0.01566,0.00102,2.51189,2.06748,4.66627,0.00219,0.36542,
Ethiopia,2004,0.46387,,1.99368,0.25518,0.50971,0.01839,0.00418,2.49902,0.67173,4.59540,0.01599,0.46091,
Ethiopia,2005,0.68019,,2.54750,0.31399,0.61039,0.02416,0.00492,2.85816,0.89729,5.01859,0.02904,1.09439,
Ethiopia,2006,0.67365,,2.59200,0.20829,0.62166,0.02524,0.00357,2.44899,1.04583,4.35369,0.01797,1.15590,
Ethiopia,2007,0.52411,,1.94915,0.28363,0.51951,0.02838,0.00018,2.34882,0.90104,3.94866,0.01468,0.78941,
Ethiopia,2008,0.36001,,1.51469,0.19287,0.64604,0.03204,0.00061,2.12147,0.68218,3.60778,0.01165,0.56613,
Ethiopia,2009,0.30686,,1.52841,0.14031,0.41860,0.02730,0.00035,1.70966,0.52865,2.73713,0.00802,0.85770,
Ethiopia,2010,0.33481,,2.11620,0.17079,0.50283,0.04912,0.00127,2.24525,0.63874,3.61900,0.01112,1.15139,
Ethiopia,2011,0.32841,,2.33076,0.19332,0.55756,0.05366,0.00101,3.11230,0.73437,4.61791,0.01161,1.21313,
Ethiopia,2012,0.30023,,1.85017,0.15931,0.47694,0.05740,0.00120,1.89781,0.57037,3.18773,0.00927,0.97570,
Ethiopia,2013,0.34424,,1.91301,0.16026,0.44647,0.04034,0.00085,1.52288,0.59790,2.88598,0.00918,0.93498,
Ethiopia,2014,0.32825,,2.08009,0.17109,0.42799,0.05261,0.00079,1.42419,0.59854,2.72285,0.00837,1.15526,
Faeroe Islands,1998,0.28584,,0.08168,1.13163,1.07221,,0.02230,35.37556,0.00812,37.58365,0.00015,0.37732,
Faeroe Islands,1999,0.14965,,0.03750,0.57927,0.02488,0.00015,0.00221,31.09389,0.00383,31.67611,0.00021,0.20740,
Faeroe Islands,2000,0.26426,,0.02894,1.03837,2.31775,,0.01232,36.95201,0.26556,40.30122,,0.04688,
Faeroe Islands,2001,0.48430,,0.10111,0.98816,1.25824,0.00072,0.07051,37.19096,0.49242,39.44198,0.00256,0.15705,
Faeroe Islands,2002,1.77416,,0.13104,0.97504,2.26135,0.00040,0.00319,31.62874,1.78157,34.69203,0.00038,0.29993,
Faeroe Islands,2003,2.16855,,0.28579,1.28208,1.67896,0.00013,0.00093,32.72264,2.19572,35.40382,0.00040,0.53914,
Faeroe Islands,2004,2.51263,,0.22927,2.81431,0.60950,0.00217,0.00085,28.40749,2.54615,31.45184,0.01322,0.56501,
Faeroe Islands,2005,3.09406,,0.13544,1.62432,0.76042,0.00242,,29.95956,3.37198,31.48975,0.00188,0.71262,
Faeroe Islands,2006,3.39116,,0.30142,1.61351,0.68875,0.01346,,28.76112,3.56931,29.30871,0.00019,1.89120,
Faeroe Islands,2007,3.74958,,0.39522,1.72284,0.67188,0.00341,0.00004,28.47307,3.81836,29.33329,0.00007,1.86433,
Faeroe Islands,2008,4.61796,,0.56322,7.08223,0.99850,0.01104,0.00081,30.64036,4.72589,32.18369,0.00010,7.00443,
Faeroe Islands,2009,4.49199,,0.51334,1.90175,3.86488,0.00704,0.00398,25.93434,4.93343,30.49847,0.00145,1.28399,
Faeroe Islands,2010,5.05809,,1.14406,1.63520,4.30269,0.00684,0.00204,28.21834,5.69246,33.11162,0.00016,1.56302,
Faeroe Islands,2011,5.48755,,1.13719,1.72168,4.66504,0.00535,0.02170,30.09385,5.87829,34.77401,0.00077,2.47926,
Faeroe Islands,2012,6.40043,,2.18269,2.04368,3.53423,0.00421,0.05637,31.69044,6.88700,33.36179,0.00011,5.66315,
Faeroe Islands,2013,6.60473,,3.02864,2.68825,5.18990,0.00388,0.01962,33.19139,7.20791,36.22898,0.00010,7.28942,
Fiji,1958,,,0.80754,0.26918,9.95962,12.24764,,19.24630,0.26918,40.51144,,1.48048,
Fiji,1959,,,1.36307,0.24783,7.43494,6.38166,0.99133,16.85254,0.24783,30.42131,,2.35440,
Fiji,1960,,,3.52273,0.56818,8.29545,6.42045,,11.36364,0.45455,27.67045,,1.47727,
Fiji,1961,,,1.67891,,3.46275,6.00210,,10.70304,,21.84680,,,
Fiji,1962,,,1.74757,1.26214,4.36893,9.15534,0.09709,10.58252,0.19417,24.49514,,1.26214,
Fiji,1963,,,1.46154,1.36752,13.07692,5.81197,0.17094,28.03419,0.08547,47.27351,,1.19658,
Fiji,1964,,,1.10236,1.25984,10.47244,9.04961,0.62992,21.25984,0.15984,41.40945,,1.10236,
Fiji,1965,,,0.90226,0.90226,8.57143,5.91203,0.45113,20.52632,0.22782,35.38346,,0.82707,
Fiji,1966,,,1.38686,0.80292,6.49635,5.10073,,17.37226,0.14453,29.77372,,0.72993,
Fiji,1967,,,1.94631,0.26846,7.18121,5.94832,,16.37584,0.21678,30.89933,,0.40268,
Fiji,1968,,,2.35616,0.27397,7.60274,5.79726,,15.13699,0.17397,29.59589,,1.12329,
Fiji,1969,0.01321,,3.29057,0.33774,9.68365,7.21950,,17.77358,0.63962,35.75157,,1.60818,
Fiji,1970,0.00365,,1.45104,0.29167,9.60781,6.37344,,12.80156,0.52552,28.68698,,1.05104,
Fiji,1971,0.00189,,2.86132,0.17075,10.44434,5.79340,0.00047,10.97217,0.60047,27.92453,,1.57689,
Fiji,1972,0.00077,,1.20728,0.14674,8.68467,5.35556,0.00307,11.23218,0.50153,25.10843,,0.87395,
Fiji,1973,0.00503,,1.90740,0.29763,7.31361,4.56775,0.00888,8.11479,0.48254,19.84616,0.00178,1.58876,
Fiji,1974,0.00311,,2.17578,0.12800,9.68533,6.82533,0.23222,11.25489,0.50644,27.74378,0.00044,1.93067,
Fiji,1975,0.00178,,1.30818,0.11317,0.61317,6.38826,0.00214,19.47064,0.36637,25.60356,,1.81423,
Fiji,1976,0.00353,,2.42055,0.16774,1.03499,6.41268,0.00225,7.37705,0.78636,14.36709,0.00032,2.09695,
Fiji,1977,0.00152,,4.06439,0.21561,1.74394,7.11152,0.02182,12.69151,0.71803,22.05303,,2.86712,
Fiji,1978,0.00014,,2.79886,0.35328,3.67350,6.43633,0.00071,13.64729,0.65043,23.80598,,2.11182,
Fiji,1979,0.00904,,2.01385,0.34014,5.56479,5.79977,0.00129,12.07465,0.66491,24.09859,,0.72218,
Fiji,1980,0.01321,,8.22510,0.52134,6.68679,7.26230,0.04868,8.99766,1.20244,26.39695,,3.63587,
Fiji,1981,0.00076,,6.75114,0.07680,4.06913,6.08712,0.00208,10.10900,1.22292,23.16212,,2.64470,
Fiji,1982,0.00368,,3.34766,0.05840,3.05508,6.67502,0.00494,7.51348,1.11091,16.58482,,2.90863,
Fiji,1983,0.00197,,3.29583,0.17179,2.26158,4.83935,0.00294,7.61388,0.73227,15.32786,0.00112,2.11717,
Fiji,1984,0.02130,,3.07086,0.08878,2.59593,5.41848,0.00161,8.06097,0.75702,15.68567,0.01494,2.72390,
Fiji,1985,0.00430,,3.27329,0.08324,1.50743,5.35364,0.00009,4.80472,0.71279,11.75953,0.00036,2.50147,
Fiji,1986,0.00202,,3.36293,0.25499,1.31254,4.02014,,7.58049,0.32959,13.85199,0.00466,2.11281,
Fiji,1987,0.04938,,6.69670,0.15802,1.98128,5.32579,0.05918,8.00413,0.68309,17.64633,0.03862,3.77910,
Fiji,1988,0.02140,,5.93125,0.10053,2.32520,9.78619,0.00147,10.60689,0.82885,23.61906,0.01374,4.20151,
Fiji,1989,0.01078,,6.45618,0.07303,2.73865,14.05830,0.31287,10.08446,1.25590,28.43944,0.00678,3.96646,
Fiji,1990,0.00063,,5.60491,0.11385,3.33559,12.19478,,8.75590,0.06395,27.00605,,2.83017,
Fiji,1991,0.00152,,6.39698,0.00389,4.26255,9.99334,,10.79053,0.00230,28.01576,,3.43075,
Fiji,1992,0.11099,,4.73354,0.00696,6.01594,10.66005,0.00127,9.71114,0.83357,26.53755,0.00129,3.86713,
Fiji,1993,0.00029,,4.32366,0.00352,5.97143,9.85126,0.00135,8.62143,0.08221,25.96231,0.00029,2.56089,
Fiji,1994,0.00367,,5.86566,0.00560,6.98494,9.89135,0.06286,7.02063,0.00098,27.23296,0.00018,2.60050,
Fiji,1995,0.05155,,7.54289,0.01441,5.54782,11.75710,0.01227,7.54443,0.94255,28.14606,0.27418,3.10731,
Fiji,1996,0.00999,,6.46716,0.04960,4.21332,14.52564,0.00155,7.81289,0.92494,30.04300,0.00670,2.10510,
Fiji,1997,0.00516,,3.37365,0.02853,4.60933,15.34945,0.00407,6.05595,0.79724,26.46923,0.00233,2.15692,
Fiji,1998,0.00845,,3.74196,0.00731,6.98015,19.58279,0.00438,7.62818,1.19881,33.74534,0.00173,3.00675,
Fiji,1999,0.00533,,3.30513,0.00678,6.11045,18.77575,0.00389,8.43100,1.15810,33.02402,0.00171,2.45396,
Fiji,2000,0.00656,,4.75704,0.01107,9.52763,17.84772,0.00577,7.41309,2.37312,33.79097,0.00354,3.40125,
Fiji,2001,0.00877,,3.55824,0.00311,12.11333,15.22858,0.00332,5.64529,1.73623,31.16843,0.00293,3.65306,
Fiji,2002,0.00953,,3.04893,0.00223,9.47741,14.02207,0.00063,4.77784,1.61362,26.16768,0.00255,3.55478,
Fiji,2003,0.01399,,2.58783,0.00378,8.15297,13.42661,0.00165,5.23474,1.66830,23.98726,0.00247,3.76355,
Fiji,2004,0.01006,,2.24685,0.00221,8.58962,13.94769,0.00254,4.72753,1.73685,23.58692,0.00472,4.19801,
Fiji,2005,0.00715,,2.70351,0.00257,6.65907,11.87058,0.00391,4.24562,2.02073,20.12853,0.00369,3.33946,
Fiji,2006,0.00495,,2.88823,0.00473,6.16029,12.16361,0.00200,4.67969,2.53068,19.34249,0.00442,4.02590,
Fiji,2007,0.06750,,2.12641,0.01472,6.08164,11.90200,0.00797,4.04603,2.48975,17.30676,0.00500,4.44475,
Fiji,2008,0.05654,,2.35931,0.00751,6.03436,13.10836,0.00479,4.68713,2.60720,18.88762,0.00553,4.75765,
Fiji,2009,0.11987,,2.82982,0.00816,6.49290,14.49930,0.00064,4.56029,2.83347,20.19641,0.00593,5.47517,
Fiji,2010,0.06414,,4.15526,0.00981,7.28347,17.58760,0.00538,1.78033,3.38407,21.03477,0.00688,6.46026,
Fiji,2011,0.05345,,4.28140,0.00677,3.95394,16.12377,0.01119,2.46115,3.12470,17.72034,0.01742,6.02921,
Fiji,2012,0.03357,,4.49620,0.00781,5.14386,15.36672,0.05734,1.51164,3.02598,17.22598,0.01645,6.34872,
Fiji,2013,0.01946,,3.68365,0.00722,4.63619,14.36345,0.01224,2.67888,3.24235,14.96820,0.00680,7.18374,
Fiji,2014,0.00986,,3.43977,0.00766,4.41775,13.28114,0.01050,2.86417,2.98881,14.43075,0.00614,6.60514,
Finland,1860,,,,,,,,2.83777,,2.83777,,,
Finland,1861,,,,,,,,3.71454,,3.71454,,,
Finland,1862,,,,,,,,3.43073,,3.43073,,,
Finland,1863,,,,,,,,3.63791,,3.63791,,,
Finland,1864,,,,,,,,3.89561,,3.89561,,,
Finland,1865,,,,,0.14286,,,4.25622,,4.39908,,,
Finland,1866,,,,,,,,4.57883,,4.57883,,,
Finland,1867,,,,,0.16667,,,4.90955,,5.07622,,,
Finland,1868,,,,,,,,4.51612,,4.51612,,,
Finland,1869,,,,,,,,4.43486,,4.43486,,,
Finland,1870,,,,,,,,4.61246,,4.61246,,,
Finland,1871,,,,,0.12821,,,6.45359,,6.58179,,,
Finland,1872,,,,,0.11905,,,7.03034,,7.14939,,,
Finland,1873,,,,,0.10870,,,9.00714,,9.11584,,,
Finland,1874,,,,,0.10000,,,9.10273,,9.20273,,,
Finland,1875,,,,,0.10000,,,7.56117,,7.66117,,,
Finland,1876,0.01347,,,,,,0.03508,11.81745,0.01347,11.81745,,0.03508,
Finland,1877,0.03460,,,,,,0.01350,13.75651,0.03460,13.75651,,0.01350,
Finland,1878,0.00351,,,,0.00011,,0.02937,10.90814,0.00351,10.90825,,0.02937,
Finland,1879,0.01084,,,,0.04406,,0.00507,10.55865,0.01084,10.60270,,0.00507,
Finland,1880,0.00548,,,,0.02197,,0.03207,15.81250,0.00548,15.83448,,0.03207,
Finland,1881,0.01175,,,,0.02530,,0.01526,12.20215,,12.22745,,0.02701,
Finland,1882,0.00583,,,,0.01967,,0.02543,13.08640,,13.10607,,0.03126,
Finland,1883,0.01509,,,,0.00556,,,13.79157,,13.79713,,0.01509,
Finland,1884,,,,,0.09804,,0.00839,13.51397,,13.61201,,0.00839,
Finland,1885,,,,,,,0.01224,10.52211,,10.52211,,0.01224,
Finland,1886,,,,,,,0.01093,9.18452,,9.18452,,0.01093,
Finland,1887,,,,,,,,9.65223,,9.65223,,,
Finland,1888,,,,,,,,10.94284,,10.94284,,,
Finland,1889,,,,,,,,11.59388,,11.59388,,,
Finland,1890,,,,,,,,9.73333,,9.73333,,,
Finland,1891,,,,,0.07937,,,6.02737,,6.10674,,,
Finland,1892,,,,,,,,6.26384,,6.26384,,,
Finland,1893,,,,,,,,11.75160,,11.75160,,,
Finland,1894,,,,,,,,14.18705,,14.18705,,,
Finland,1895,,,,,,,,14.18208,,14.18208,,,
Finland,1896,,,,,0.06944,,,15.33162,,15.40107,,,
Finland,1897,,,,,,,,15.20605,,15.20605,,,
Finland,1898,,,,,,,,14.66404,,14.66404,,,
Finland,1899,,,,,0.05556,,,14.01420,,14.06976,,,
Finland,1900,,,,,,,,13.91521,,13.91521,,,
Finland,1901,,,,,0.05319,,,13.05663,,13.10982,,,
Finland,1902,,,,,0.05435,,,15.11139,,15.16574,,,
Finland,1903,,,,,,,,12.82196,,12.82196,,,
Finland,1904,,,,,,,,11.99136,,11.99136,,,
Finland,1905,,,,,,,,13.28399,,13.28399,,,
Finland,1906,,,,,0.04310,,,16.46799,,16.51109,,,
Finland,1907,,,,,,,,15.22793,,15.22793,,,
Finland,1908,,,,,,,,13.79045,,13.79045,,,
Finland,1909,,,,,,,,13.74374,,13.74374,,,
Finland,1910,,,,,0.03759,,,15.35228,,15.38987,,,
Finland,1911,,,,,0.07031,,,15.71951,,15.78982,,,
Finland,1912,,,,,0.06169,,,15.57326,,15.63495,,,
Finland,1913,,,,,0.04111,,,17.61043,,17.65154,,,
Finland,1914,,,,,0.03836,,,8.90486,,8.94323,,,
Finland,1915,,,,,0.05406,,,1.16113,,1.21519,,,
Finland,1916,,,,,,,,0.74436,,0.74436,,,
Finland,1917,,,,,,,,1.22299,,1.22299,,,
Finland,1918,,,,0.30100,0.38889,,,3.13370,,3.82358,,,
Finland,1919,0.00786,,,0.17189,0.23931,,0.13437,8.55087,,8.96207,,0.14222,
Finland,1920,0.02169,,0.00207,0.10515,1.40450,,0.90800,20.38935,0.00207,21.89900,0.00326,0.92643,
Finland,1921,0.00152,,0.00024,0.22452,1.70516,,0.64291,24.16389,0.00024,26.09356,0.00023,0.64420,
Finland,1922,0.00011,,0.00922,0.36507,1.64401,,0.42853,23.41759,0.00922,25.42667,,0.42863,
Finland,1923,0.00007,,0.00443,0.13398,1.80646,0.06594,0.33187,19.82078,0.00443,21.82717,0.00007,0.33187,
Finland,1924,0.28838,,0.01383,0.23677,1.49666,0.06454,0.38435,21.62076,0.00216,23.41873,0.00009,0.68431,
Finland,1925,0.79983,,0.09156,0.34708,1.36578,0.04974,0.50934,23.23695,0.39589,25.02721,0.00018,0.92554,
Finland,1926,0.68280,,0.15794,0.22336,1.62160,0.08369,0.44267,22.99154,0.37192,24.98120,0.00162,0.82730,
Finland,1927,0.68523,,0.09034,0.14372,1.35622,0.06954,0.36048,23.13939,0.29769,24.74720,0.00152,0.77063,
Finland,1928,0.72880,,0.13023,0.18748,1.49996,0.05297,0.44289,20.45329,0.27466,22.23298,0.00626,0.94416,
Finland,1929,0.75228,,0.12281,0.21563,1.73290,0.06165,0.46154,22.52935,0.32312,24.57997,0.00935,0.94431,
