Entity,Year,"Gross value added of Agriculture to GDP (GGDC, 2017)","Gross value added of Mining to GDP (GGDC, 2017)","Gross value added of Manufacturing to GDP (GGDC, 2017)","Gross value added of Utilities to GDP (GGDC, 2017)","Gross value added of Construction to GDP (GGDC, 2017)","Gross value added of Trade, Restaurants and Hotel to GDP (GGDC, 2017)","Gross value added of Transport, Storage and Communication to GDP (GGDC, 2017)","Gross value added of Finance, insurance, real estate and business services to GDP (GGDC, 2017)","Gross value added of government services to GDP (GGDC, 2017)","Gross value added of Community, social and personal services to GDP (GGDC, 2017)","Summation of all sectors GDP (GGDC, 2017)"
United States of America,1994,86453.5405079406,250653.6788257800,1173241.3587427300,196800.1021708420,564596.3584422120,1149857.6192597200,450959.7937377040,2776064.5270073300,2079694.2333166300,409184.3245085470,9137505.5365194500
United States of America,1995,74135.7870269056,253427.2911835890,1213545.5254626300,206912.6547751230,562872.6280757620,1179094.7713386300,461250.3835446120,2862035.6057960400,2095445.1207647000,422558.5732511950,9331278.3412191800
United States of America,1996,83803.6986334703,233829.1233859000,1248098.8751035900,205007.0384897700,592872.3820662930,1299107.6364650200,484832.9775338600,2972383.3385018300,2101769.1516662900,427808.1159186220,9649512.3377646400
United States of America,1997,89615.4597009401,241130.8060235900,1309819.1197799600,193010.5071110770,607154.4200001940,1419949.8632683000,496060.5613014100,3141714.4054882000,2113707.5640016300,422503.6697984090,10034666.3764737000
United States of America,1998,87688.4183736381,254259.4750387820,1341089.6044877200,191714.8451506220,628411.4151225100,1521072.2730439400,496543.4837913570,3323389.5224581800,2098250.0708036300,452511.4391685400,10394930.5474389000
United States of America,1999,91307.6168085540,234984.8422526700,1390768.8403718400,211380.2396270460,661098.9258760600,1613598.8817534300,538125.1580670920,3490534.6732229500,2121074.7594026000,452225.0916923260,10805099.0290746000
United States of America,2000,102912.2591051190,209468.7987770180,1412588.9538949400,220101.5579476890,682580.1126032660,1702270.9070894000,581913.3891828150,3697936.2818348400,2162116.1981688700,462361.0304546750,11234249.4890586000
United States of America,2001,100090.3087862940,237350.6367441320,1325319.5054757300,189911.9550628050,668495.9789967800,1824840.4638472100,581729.4039907980,3795859.7700262400,2217485.6277074500,449203.6650920630,11390287.3157295000
United States of America,2002,104299.4585751230,240001.9424526220,1381100.2899668300,195336.3729398390,645529.4029249490,1861264.3380526900,578601.6177576160,3814880.4300026000,2280921.7640406000,475928.9722629460,11577864.5889758000
United States of America,2003,115450.2308303240,214365.8454655660,1427726.7729275100,203981.4842749530,646213.8442203640,1945633.6880002600,598052.2954950780,3890120.7576667100,2317972.1761549500,491144.4035211220,11850661.4985568000
United States of America,2004,123023.6006598810,217880.4618138320,1541590.3518830200,213621.8558436920,646824.5249979780,2025513.1351968000,651391.9710185870,4001014.4728414900,2357747.5242552100,502694.0375496530,12281301.9360601000
United States of America,2005,127694.5000000000,191814.9000000000,1595899.3368626100,203605.3000000000,639447.2000000000,2100334.5027522200,700069.1992641930,4190401.5631373900,2388192.5000000000,499119.4979835890,12636578.5000000000
United States of America,2006,128674.2008103170,208536.1077453220,1650877.7756121200,204396.4529153390,621478.6227226640,2156994.9334382600,745856.7799408200,4370138.7721417100,2421620.2800688400,508216.2877972120,13016790.2131926000
United States of America,2007,118657.8142154350,216958.1412363970,1680129.2734876400,211224.7626415930,587679.5167679590,2231720.0485362900,758698.4734632910,4511734.6536352800,2422119.2654806000,513396.6788408140,13252318.6283053000
United States of America,2008,129274.9619211300,211052.8799276050,1582257.3464875900,226548.9379490280,553843.8247678770,2150937.2419186300,779699.3391403610,4566955.7576102200,2491144.6938139300,521764.7389493470,13213479.7224857000
United States of America,2009,136637.6916931270,253390.0052326610,1430210.3248296300,204799.7971264960,467444.1375869450,2051289.6745831200,710917.2976313220,4478662.8719633400,2592963.1546412600,494034.8785113310,12820349.8337992000
United States of America,2010,144481.0276569990,267068.1492881690,1358388.3482587400,198446.5281814750,396671.8319659710,1907648.8017574600,657043.5973236820,4340049.0694024400,2633017.6818532800,470673.4291901930,12373488.4648784000
Venezuela,1950,1728.1833375639,35362.0963799266,3290.9519550868,29.8014816243,6472.5604329471,4968.9133926179,1734.1998331448,586.6941417931,,4089.3953024132,58262.7962571176
Venezuela,1951,1968.9715317490,40627.0286367350,3497.7916741148,36.3121656728,8075.6899650407,5909.1230510090,1750.5659273409,784.1096315367,,3956.1547587485,66605.7473419474
Venezuela,1952,2110.0649648330,43394.5055256592,4067.9211549673,42.3530065426,8950.8065541891,6212.0093839136,1674.3640072746,793.3096536410,,4423.5441501257,71668.8784011460
Venezuela,1953,2187.4230407668,42182.6192521871,4751.4652834659,52.0692845142,8224.3642831245,6825.7046961836,1952.2060696171,848.6397274840,,4821.7116806529,71846.2033179961
Venezuela,1954,2136.3996289807,45674.6471068585,5631.7367465080,59.0450738271,9690.2210086656,7978.0390595109,2065.5363845199,1048.6201378721,,5151.8993888950,79436.1445356376
Venezuela,1955,2236.8005360437,52416.3255615068,6488.6676783330,69.2596224638,11558.2154199746,8525.5082589460,2299.5086475452,1021.1180323406,,5661.7480560336,90277.1518131874
Venezuela,1956,2392.3177330763,60115.3557081703,7071.4821404588,81.8918806490,13610.3710558029,9404.2730864754,2285.0007065512,1101.9147487185,,5989.5954642713,102052.2025241740
Venezuela,1957,2493.2384673209,68653.3267107698,7864.7573805743,103.6716361408,13406.8514886133,11715.8714124510,2272.9107557229,1121.4764915159,,6329.2218213080,113961.3261644170
Venezuela,1958,2607.3947076959,65131.5229092881,8441.0961264542,122.4022258637,13720.6108213639,11328.6191155737,2422.8261459940,1147.1990190490,,6727.7429223395,111649.4139936220
Venezuela,1959,2716.5876332720,69736.9586496873,9752.4286662371,146.3599569047,14475.3292163586,11924.3918800004,2635.6092805723,1241.2518082320,,7130.1903396373,119759.1074309020
Venezuela,1960,2989.5699472122,72227.5643157475,9383.3128402241,159.8634053096,12245.0939592395,11435.8582131705,2517.1277624548,1320.9983221148,,7652.3904030579,119931.7791685310
Venezuela,1961,3040.1263724751,72802.4916475714,9949.7889889764,181.8392373063,10936.5714717919,10970.1712034589,2481.9933769370,993.8848948537,,8228.0275561636,119584.8947495340
Venezuela,1962,3245.7225018776,79256.5145983687,10849.9812847660,215.8802319679,10557.3973419065,11707.0177378126,2484.5029759026,1174.3118945871,,8411.6938851701,127903.0224523590
Venezuela,1963,3549.0610534549,79914.8991235219,11632.3914110130,254.2302132955,9955.1796062062,12555.8649453882,2612.4925231461,1376.6190882972,,8641.2767964283,130492.0147607510
Venezuela,1964,3832.1770349271,84607.0479929234,13087.8425060747,285.6858159575,11122.4411433043,14365.5600337610,2953.7979824620,1843.1327312919,,9016.4488709233,141114.1341116250
Venezuela,1965,4057.9957344347,86610.0206328260,14150.6863693278,318.0032159527,11486.7456994687,15901.1482113543,3174.6426914311,2275.6439938420,,9215.7940328938,147190.6805815310
Venezuela,1966,4250.1101504336,84199.0350477581,14302.1205873111,348.1661226149,12118.7025826110,16608.5208843339,3264.9882541912,2378.2823684095,,9621.2038566764,147091.1298543400
Venezuela,1967,4406.8350687486,88130.7961557150,15073.3133640779,385.2234079427,12423.5288438914,17271.6827652523,3408.0353952280,2490.8498363183,,9948.2195156392,153538.4843528130
Venezuela,1968,4619.1720548527,89429.0191630593,15934.2449366866,448.9964105999,15010.8346713445,18073.3717946292,3616.3321093693,2519.9823720249,,10690.7242481473,160342.6777607140
Venezuela,1969,5038.0165948747,88914.1276997045,16377.6286265339,512.0950185984,14628.8795906488,17812.0880222987,3769.2502554489,2740.7259843451,,11354.4462520963,161147.2580445490
Venezuela,1970,5196.9398777909,88427.8413176471,18500.3567582378,561.9097091235,13635.7963808397,19252.8813954352,4370.0001150471,2885.5237791940,,11604.3764830098,164435.6258163250
Venezuela,1971,5228.1304286436,84337.3146921057,20007.4018387549,623.6799253747,16997.0010909627,20667.5463913387,4700.4125378261,2890.5311957305,,12304.5121629860,167756.5302637230
Venezuela,1972,5366.2600109913,76652.0828501795,21606.3399119864,662.8674819211,21565.1838560843,21574.5743438572,5159.1669760648,3310.7369000904,,13325.7502588378,169222.9625900130
Venezuela,1973,5649.4919110916,81426.4796272601,23195.4326380779,734.9182951734,24234.8659103338,22505.0039714307,5330.5482387290,3622.1329261611,,14278.3079323267,180977.1814505840
Venezuela,1974,5994.8227839412,73592.4977699710,24617.6343472739,829.2393597946,23873.2663237351,24270.9214278457,5876.7732483042,3995.2470835251,,16154.6885078569,179205.0908522480
Venezuela,1975,6415.8841113630,59512.9912061797,25720.5662850177,971.3759641196,28166.2997135657,27966.0562344947,6470.2758475798,4704.6048263117,,17855.7869775565,177783.8411661880
Venezuela,1976,6184.1489203718,57193.4827530423,28818.9342943376,1031.6366442942,34090.3780472028,31501.6888192740,7311.1415501098,5236.4227498585,,19474.9913486304,190842.8251271210
Venezuela,1977,6668.8238296344,54846.8983257437,29825.1178164899,1106.3074871193,42391.7813225203,32868.8507210147,8107.2623909589,5722.5532255648,,21259.4206555281,202797.0157745740
Venezuela,1978,6883.8983206197,54188.0496211560,31198.9453178901,1096.4823762213,47046.4142989495,32868.8507210147,8753.1080359744,5708.9271446299,,21572.6296643073,209317.3055007630
Venezuela,1979,7083.8267206905,58899.2691251939,32226.8972335505,1266.1292910608,42461.0237965499,31182.6843755345,8316.6345739182,5812.7258199868,,22493.5790892038,209742.7700256890
Venezuela,1980,7217.1123207377,55081.5567684735,33039.5839245197,1277.2644167452,35459.8403113423,26230.5201536740,8277.7994109499,5619.9568514668,,23282.3485654412,195485.9827233500
Venezuela,1981,7082.3121115990,53682.6314368148,32222.0598127709,1477.6966790652,34705.8667052431,25535.5461869558,8573.2843465779,6427.2078726595,,23391.5406969422,193098.1458486280
Venezuela,1982,7335.2518298704,48195.2340068243,33530.5821336469,1659.1337269824,31782.2955795520,26192.5434341812,8871.3020102256,5697.2849141603,,22913.1067523392,186176.7343877820
Venezuela,1983,7365.5440116993,45144.6742513362,32957.3477712668,1725.9444810891,27566.1982719765,26629.2757083483,7665.7234728634,5639.6803777518,,22249.3335318989,176943.7218782300
Venezuela,1984,7423.0991571742,46011.1054244926,34459.3669233259,1725.2894736959,18079.9793299315,25227.9347590642,7434.4009804003,6538.8212991567,,22312.5500290837,169212.5473763250
Venezuela,1985,8026.5582459446,41719.6489046004,36175.3036840613,1804.0982929018,17791.3945056664,26491.8441600740,7719.2452755345,6598.1930084597,,22522.3323232650,168848.6184005080
Venezuela,1986,8674.5517869183,45464.8579756598,38758.7886418278,1906.7198488463,18896.0019519434,27386.0331398985,8103.8377578673,6990.8768570355,,23711.9754899547,179893.6434499520
Venezuela,1987,9019.4348702602,48189.2671267131,39716.0039228275,2008.7744348684,19487.8810211280,28574.1638138046,8773.6257613455,7515.5563670276,,25007.4962408549,188292.2035588300
Venezuela,1988,9437.8515839842,50633.7244602396,42440.5037818782,2157.8875244451,21026.7666010079,30122.0440237506,9488.3706942653,8268.7733771080,,25940.0081316044,199515.9301782830
Venezuela,1989,8954.1867193576,50524.4749704731,37420.2966576275,2190.2048100188,15328.6172189765,25358.3539367638,8884.9644069158,7238.3509279347,,25745.3512065961,181644.8008546640
Venezuela,1990,8797.4530658669,59224.8312117565,39704.1249501650,2302.7483396043,16513.7762545508,26328.3216436922,8862.4859421950,7388.3432693317,,26152.4209247724,195274.5056019350
Venezuela,1991,9014.2564455854,64164.2737678265,43586.2498548123,2493.8172034345,21661.3730349501,28449.7271671920,9288.5230938568,8453.5237489528,,27179.6307790395,214291.3750956500
Venezuela,1992,9196.5369941384,65351.6791597267,44678.7321470983,2605.5102781365,29139.3623161507,31285.8457379023,9780.9419616473,8763.5118674935,,28271.9454832249,229074.0659455190
Venezuela,1993,9474.7910133312,71270.2702678294,44213.5362499270,2687.7209168765,27540.2381564485,30024.7281847331,9865.9386563729,8722.6252567734,,28777.0012886520,232576.8499909440
