Entity,Year,Accidents involving casualties,Deaths,Deaths (per million vehicles),Injuries,Road deaths per 100 million vehicle kilometres
Switzerland,2004,22891,510,98.89,28746,
Switzerland,2005,21706,409,78.34,26754,
Switzerland,2006,21491,370,70.04,26718,
Switzerland,2007,21911,384,71.7,27132,
Switzerland,2008,20736,357,65.95,25556,
Switzerland,2009,20506,349,64.18,25130,
Switzerland,2010,19609,327,59.19,24237,
Switzerland,2011,18990,320,56.67,23242,
Switzerland,2012,18148,339,58.94,22218,
Switzerland,2013,17473,269,46.05,21379,
Switzerland,2014,17803,243,40.93,21521,
Switzerland,2015,17736,253,41.84,21538,
Switzerland,2016,17577,216,35.09,21392,
Turkey,1970,12644,3978,,16838,
Turkey,1971,14363,3898,,19601,
Turkey,1972,15073,3919,,19086,
Turkey,1973,16925,4204,,21801,
Turkey,1974,19160,4280,,23734,
Turkey,1975,22191,5125,,27847,
Turkey,1976,23767,5489,,30428,
Turkey,1977,22579,6281,,33677,
Turkey,1978,23557,5753,,31372,
Turkey,1979,19278,4536,,26427,
Turkey,1980,17820,4199,,24608,
Turkey,1981,20401,4441,,29744,
Turkey,1982,26055,4884,,35976,
Turkey,1983,32414,5201,,44769,
Turkey,1984,35477,5731,,50521,
Turkey,1985,30191,5680,,51586,
Turkey,1986,45478,7315,,71264,
Turkey,1987,52488,7530,,80321,
Turkey,1988,51248,6846,,79174,
Turkey,1989,51984,6332,,80013,
Turkey,1990,55941,6317,,87668,
Turkey,1991,56532,6231,,90520,
Turkey,1992,58304,6214,,94820,
Turkey,1993,63289,6457,,104330,
Turkey,1994,62584,5942,1276.64,104717,
Turkey,1995,66029,6004,1218.86,114319,
Turkey,1996,60790,5428,1033.39,104599,
Turkey,1997,61480,5125,893.45,106246,
Turkey,1998,71240,6093,985.48,125783,
Turkey,1999,72269,5713,873.09,125158,
Turkey,2000,75991,5510,779.03,136751,
Turkey,2001,66243,4386,604.67,116203,
Turkey,2002,65748,4093,554.24,116412,
Turkey,2003,67031,3946,517.28,118214,
Turkey,2004,77008,4427,519.3,136437,
Turkey,2005,87273,4505,480.21,154086,
Turkey,2006,96128,4633,448.98,169080,
Turkey,2007,106994,5007,452.28,189057,
Turkey,2008,104212,4236,359.61,184468,
Turkey,2009,111121,4324,350.87,201380,
Turkey,2010,116804,4045,309.38,211496,
Turkey,2011,131845,3835,273.52,238074,
Turkey,2012,153552,3750,251.23,268079,
Turkey,2013,161306,3685,232.72,274829,
Turkey,2014,168512,3524,211.32,285059,
Turkey,2015,183011,7530,423.56,304421,
Turkey,2016,185128,7300,,303812,
Ukraine,1970,27189,5150,,24727,
Ukraine,1971,27785,5630,,25895,
Ukraine,1972,27626,5589,,25938,
Ukraine,1973,27923,5832,,26375,
Ukraine,1974,12335,2355,,12160,
Ukraine,1975,13679,2551,,13530,
Ukraine,1976,38764,6844,,37617,
Ukraine,1977,38523,7103,,37374,
Ukraine,1978,39087,7163,,37925,
Ukraine,1979,39640,7288,,38330,
Ukraine,1980,39928,7291,,38767,
Ukraine,1983,40779,7141,,40254,
Ukraine,1984,40707,6905,,40622,
Ukraine,1985,38323,6266,,39999,
Ukraine,1986,37853,6179,,39746,
Ukraine,1987,37736,6177,,39711,
Ukraine,1988,40222,7087,,42461,
Ukraine,1989,47966,8854,,50552,
Ukraine,1990,50908,9616,,53451,
Ukraine,1991,48081,8975,,49847,
Ukraine,1992,46615,8596,,48989,
Ukraine,1993,40759,7462,,43453,
Ukraine,1994,42252,7560,,45881,
Ukraine,1995,43152,7530,,46943,
Ukraine,1996,40088,6631,,44101,
Ukraine,1997,37944,5988,,41964,
Ukraine,1998,36299,5522,,40174,
Ukraine,1999,34554,5269,,38277,
Ukraine,2000,33339,5185,,36636,
Ukraine,2001,34541,5984,,38196,
Ukraine,2002,34488,5982,,37916,
Ukraine,2003,42409,7149,,47458,
Ukraine,2004,45592,6966,,53636,
Ukraine,2005,46485,7229,,55999,
Ukraine,2006,49491,7592,,60018,
Ukraine,2007,63554,9574,,78528,
Ukraine,2008,51279,7718,,63254,
Ukraine,2009,37049,5348,,45675,
Ukraine,2010,31914,4875,,38975,
Ukraine,2011,31281,4908,,38178,
Ukraine,2012,30699,5131,,37519,
Ukraine,2013,,4824,,,
United Kingdom,1970,272765,7771,,363771,
United Kingdom,1971,263885,8003,,351986,
United Kingdom,1972,270367,8135,,359989,
United Kingdom,1973,267413,7741,,354036,
United Kingdom,1974,249054,7199,,325223,
United Kingdom,1975,251168,6679,,325924,
United Kingdom,1976,263582,6870,,340422,
United Kingdom,1977,271213,6969,,349296,
United Kingdom,1978,270242,7119,,351044,
United Kingdom,1979,260355,6645,,335789,
United Kingdom,1980,257282,6239,,329625,
United Kingdom,1981,253521,6069,,326551,
United Kingdom,1982,261531,6150,,336285,
United Kingdom,1983,248301,5618,,310679,
United Kingdom,1984,259161,5788,,327276,
United Kingdom,1985,251424,5342,,320819,
United Kingdom,1986,254025,5618,,325275,
United Kingdom,1987,245407,5339,,316070,
United Kingdom,1988,253937,5230,,328042,
United Kingdom,1989,267958,5554,,347649,
United Kingdom,1990,265600,5402,,347500,
United Kingdom,1991,241969,4753,,316929,
United Kingdom,1992,239675,4379,,317638,
United Kingdom,1993,235382,3957,,313278,
United Kingdom,1994,240884,3807,147.46,323646,
United Kingdom,1995,237168,3765,144.91,318647,
United Kingdom,1996,243032,3740,138.82,329413,
United Kingdom,1997,247328,3743,135.33,336758,
United Kingdom,1998,246410,3581,126.83,335033,
United Kingdom,1999,242610,3564,122.52,330195,
United Kingdom,2000,242117,3580,120.83,331423,
United Kingdom,2001,236461,3598,117.91,322853,
United Kingdom,2002,228535,3581,114.22,310938,
United Kingdom,2003,219663,3658,114.18,297274,
United Kingdom,2004,213043,3368,101.7,286979,
United Kingdom,2005,203682,3336,98.73,275840,
United Kingdom,2006,204363,3298,96.07,264288,
United Kingdom,2007,188105,3059,88.26,254157,
United Kingdom,2008,176814,2645,75.77,237811,
United Kingdom,2009,169805,2337,66.77,229576,
United Kingdom,2010,160080,1905,54.17,215700,
United Kingdom,2011,157068,1960,55.55,210750,
United Kingdom,2012,151346,1802,50.64,202931,
United Kingdom,2013,144426,1770,49.03,190923,
United Kingdom,2014,152407,1854,50.5,202011,
United Kingdom,2015,146203,1804,48.02,194122,
United States,1900,,36,,,
United States,1901,,54,,,
United States,1902,,79,,,
United States,1903,,117,,,
United States,1904,,172,,,
United States,1905,,252,,,
United States,1906,,338,,,
United States,1907,,581,,,
United States,1908,,751,,,
United States,1909,,1174,,,
United States,1910,,1599,,,
United States,1911,,2043,,,
United States,1912,,2968,,,
United States,1913,,4079,,,
United States,1914,,4468,,,
United States,1915,,6779,,,
United States,1916,,7766,,,
United States,1917,,9630,,,
United States,1918,,10390,,,
United States,1919,,10896,,,
United States,1920,,12155,,,
United States,1921,,13253,,,
United States,1922,,14859,,,
United States,1923,,17870,,,
United States,1924,,18400,,,
United States,1925,,20771,,,
United States,1926,,22194,,,
United States,1927,,24470,,,
United States,1928,,26557,,,
United States,1929,,29592,,,
United States,1930,,31204,,,
United States,1931,,31963,,,
United States,1932,,27979,,,
United States,1933,,29746,,,
United States,1934,,34240,,,
United States,1935,,34494,,,
United States,1936,,36126,,,
United States,1937,,37819,,,
United States,1938,,31083,,,
United States,1939,,30895,,,
United States,1940,,32914,,,
United States,1941,,38142,,,
United States,1942,,27007,,,
United States,1943,,22727,,,
United States,1944,,23165,,,
United States,1945,,26785,,,
United States,1946,,31874,,,
United States,1947,,31193,,,
United States,1948,,30775,,,
United States,1949,,30246,,,
United States,1950,,33186,,,
United States,1951,,35309,,,
United States,1952,,36088,,,
United States,1953,,36190,,,
United States,1954,,33890,,,
United States,1955,,36688,,,
United States,1956,,37965,,,
United States,1957,,36932,,,
United States,1958,,35331,,,
United States,1959,,36223,,,
United States,1960,,36399,,,
United States,1961,,36285,,,
United States,1962,,38980,,,
United States,1963,,41723,,,
United States,1964,,45645,,,
United States,1965,,47089,,,
United States,1966,,50894,,,
United States,1967,,51559,,,
United States,1968,,53763,,,
United States,1969,,55043,,,
United States,1970,,53816,,,
United States,1971,,53907,,,
United States,1972,,55600,,,
United States,1973,,55096,,,
United States,1974,,46049,,,
United States,1975,,45500,,,
United States,1976,,45523,,,
United States,1977,,47878,,,
United States,1978,,50331,,,
United States,1979,,51093,,,
United States,1980,,51091,,,
United States,1981,,49301,,,
United States,1982,,43945,,,
United States,1983,,42589,,,
United States,1984,,44257,,,
United States,1985,,43825,,,
United States,1986,,46087,,,
United States,1987,,46390,,,
United States,1988,2275000,47087,,3416000,
United States,1989,2194000,45582,,3284000,
United States,1990,2162000,44599,,3231000,
United States,1991,2045000,41508,,3097000,
United States,1992,2026000,39250,,3070000,
United States,1993,2058000,40150,,3149000,
United States,1994,2160000,40716,211.51,3266000,
United States,1995,2254000,41817,212.2,3465000,
United States,1996,2275000,42063,208.62,3483000,
United States,1997,2186000,42013,206.38,3348000,
United States,1998,2066000,41501,199.45,3192000,
United States,1999,2091000,41717,196.14,3236000,
United States,2000,2108000,41945,193.27,3189000,
United States,2001,2041000,42196,190.73,3033000,
United States,2002,1967000,43005,190.55,2926000,
United States,2003,1963000,42884,185.94,2889000,
United States,2004,1900000,42836,180.02,2788000,
United States,2005,1855000,43510,177.14,2699000,
United States,2006,1785000,42708,169.87,2575000,
United States,2007,1748000,41259,160.25,2491000,
United States,2008,1664000,37423,144.29,2346000,
United States,2009,1548000,33883,130.84,2217000,
United States,2010,1572000,32999,128.25,2239000,
United States,2011,1530000,32479,122.54,2217000,
United States,2012,1634000,33782,126.34,2362000,
United States,2013,1621000,32893,121.5,2313000,
United States,2014,1648000,32744,118.9,2338000,
United States,2015,1747000,35485,124.74,2443000,
United States,2016,,37461,,,
