Entity,Year,Colonial Regimes (Minner and Wim (2006))
Eritrea,1850,Turkey
Eritrea,1851,Turkey
Eritrea,1852,Turkey
Eritrea,1853,Turkey
Eritrea,1854,Turkey
Eritrea,1855,Turkey
Eritrea,1856,Turkey
Eritrea,1857,Turkey
Eritrea,1858,Turkey
Eritrea,1859,Turkey
Eritrea,1860,Turkey
Eritrea,1861,Turkey
Eritrea,1862,Turkey
Eritrea,1863,Turkey
Eritrea,1864,Turkey
Eritrea,1865,Turkey
Eritrea,1866,Egypt
Eritrea,1867,Egypt
Eritrea,1868,Egypt
Eritrea,1869,Egypt
Eritrea,1870,Egypt
Eritrea,1871,Egypt
Eritrea,1872,Egypt
Eritrea,1873,Egypt
Eritrea,1874,Egypt
Eritrea,1875,Egypt
Eritrea,1876,Egypt
Eritrea,1877,Egypt
Eritrea,1878,Egypt
Eritrea,1879,Egypt
Eritrea,1880,Egypt
Eritrea,1881,Egypt
Eritrea,1882,Italy
Eritrea,1883,Italy
Eritrea,1884,Italy
Eritrea,1885,Italy
Eritrea,1886,Italy
Eritrea,1887,Italy
Eritrea,1888,Italy
Eritrea,1889,Italy
Eritrea,1890,Italy
Eritrea,1891,Italy
Eritrea,1892,Italy
Eritrea,1893,Italy
Eritrea,1894,Italy
Eritrea,1895,Italy
Eritrea,1896,Italy
Eritrea,1897,Italy
Eritrea,1898,Italy
Eritrea,1899,Italy
Eritrea,1900,Italy
Eritrea,1901,Italy
Eritrea,1902,Italy
Eritrea,1903,Italy
Eritrea,1904,Italy
Eritrea,1905,Italy
Eritrea,1906,Italy
Eritrea,1907,Italy
Eritrea,1908,Italy
Eritrea,1909,Italy
Eritrea,1910,Italy
Eritrea,1911,Italy
Eritrea,1912,Italy
Eritrea,1913,Italy
Eritrea,1914,Italy
Eritrea,1915,Italy
Eritrea,1916,Italy
Eritrea,1917,Italy
Eritrea,1918,Italy
Eritrea,1919,Italy
Eritrea,1920,Italy
Eritrea,1921,Italy
Eritrea,1922,Italy
Eritrea,1923,Italy
Eritrea,1924,Italy
Eritrea,1925,Italy
Eritrea,1926,Italy
Eritrea,1927,Italy
Eritrea,1928,Italy
Eritrea,1929,Italy
Eritrea,1930,Italy
Eritrea,1931,Italy
Eritrea,1932,Italy
Eritrea,1933,Italy
Eritrea,1934,Italy
Eritrea,1935,Italy
Eritrea,1936,Italy
Eritrea,1937,Italy
Eritrea,1938,Italy
Eritrea,1939,Italy
Eritrea,1940,Italy
Eritrea,1941,United Kingdom
Eritrea,1942,United Kingdom
Eritrea,1943,United Kingdom
Eritrea,1944,United Kingdom
Eritrea,1945,United Kingdom
Eritrea,1946,United Kingdom
Eritrea,1947,United Kingdom
Eritrea,1948,United Kingdom
Eritrea,1949,United Kingdom
Eritrea,1950,United Kingdom
Eritrea,1951,United Kingdom
Eritrea,1952,Ethiopia
Eritrea,1953,Ethiopia
Eritrea,1954,Ethiopia
Eritrea,1955,Ethiopia
Eritrea,1956,Ethiopia
Eritrea,1957,Ethiopia
Eritrea,1958,Ethiopia
Eritrea,1959,Ethiopia
Eritrea,1960,Ethiopia
Eritrea,1961,Ethiopia
Eritrea,1962,Ethiopia
Eritrea,1963,Ethiopia
Eritrea,1964,Ethiopia
Eritrea,1965,Ethiopia
Eritrea,1966,Ethiopia
Eritrea,1967,Ethiopia
Eritrea,1968,Ethiopia
Eritrea,1969,Ethiopia
Eritrea,1970,Ethiopia
Eritrea,1971,Ethiopia
Eritrea,1972,Ethiopia
Eritrea,1973,Ethiopia
Eritrea,1974,Ethiopia
Eritrea,1975,Ethiopia
Eritrea,1976,Ethiopia
Eritrea,1977,Ethiopia
Eritrea,1978,Ethiopia
Eritrea,1979,Ethiopia
Eritrea,1980,Ethiopia
Eritrea,1981,Ethiopia
Eritrea,1982,Ethiopia
Eritrea,1983,Ethiopia
Eritrea,1984,Ethiopia
Eritrea,1985,Ethiopia
Eritrea,1986,Ethiopia
Eritrea,1987,Ethiopia
Eritrea,1988,Ethiopia
Eritrea,1989,Ethiopia
Eritrea,1990,Ethiopia
Eritrea,1991,Ethiopia
Estonia,1816,Russia
Estonia,1817,Russia
Estonia,1818,Russia
Estonia,1819,Russia
Estonia,1820,Russia
Estonia,1821,Russia
Estonia,1822,Russia
Estonia,1823,Russia
Estonia,1824,Russia
Estonia,1825,Russia
Estonia,1826,Russia
Estonia,1827,Russia
Estonia,1828,Russia
Estonia,1829,Russia
Estonia,1830,Russia
Estonia,1831,Russia
Estonia,1832,Russia
Estonia,1833,Russia
Estonia,1834,Russia
Estonia,1835,Russia
Estonia,1836,Russia
Estonia,1837,Russia
Estonia,1838,Russia
Estonia,1839,Russia
Estonia,1840,Russia
Estonia,1841,Russia
Estonia,1842,Russia
Estonia,1843,Russia
Estonia,1844,Russia
Estonia,1845,Russia
Estonia,1846,Russia
Estonia,1847,Russia
Estonia,1848,Russia
Estonia,1849,Russia
Estonia,1850,Russia
Estonia,1851,Russia
Estonia,1852,Russia
Estonia,1853,Russia
Estonia,1854,Russia
Estonia,1855,Russia
Estonia,1856,Russia
Estonia,1857,Russia
Estonia,1858,Russia
Estonia,1859,Russia
Estonia,1860,Russia
Estonia,1861,Russia
Estonia,1862,Russia
Estonia,1863,Russia
Estonia,1864,Russia
Estonia,1865,Russia
Estonia,1866,Russia
Estonia,1867,Russia
Estonia,1868,Russia
Estonia,1869,Russia
Estonia,1870,Russia
Estonia,1871,Russia
Estonia,1872,Russia
Estonia,1873,Russia
Estonia,1874,Russia
Estonia,1875,Russia
Estonia,1876,Russia
Estonia,1877,Russia
Estonia,1878,Russia
Estonia,1879,Russia
Estonia,1880,Russia
Estonia,1881,Russia
Estonia,1882,Russia
Estonia,1883,Russia
Estonia,1884,Russia
Estonia,1885,Russia
Estonia,1886,Russia
Estonia,1887,Russia
Estonia,1888,Russia
Estonia,1889,Russia
Estonia,1890,Russia
Estonia,1891,Russia
Estonia,1892,Russia
Estonia,1893,Russia
Estonia,1894,Russia
Estonia,1895,Russia
Estonia,1896,Russia
Estonia,1897,Russia
Estonia,1898,Russia
Estonia,1899,Russia
Estonia,1900,Russia
Estonia,1901,Russia
Estonia,1902,Russia
Estonia,1903,Russia
Estonia,1904,Russia
Estonia,1905,Russia
Estonia,1906,Russia
Estonia,1907,Russia
Estonia,1908,Russia
Estonia,1909,Russia
Estonia,1910,Russia
Estonia,1911,Russia
Estonia,1912,Russia
Estonia,1913,Russia
Estonia,1914,Russia
Estonia,1915,Russia
Estonia,1916,Russia
Estonia,1917,Russia
Estonia,1918,Russia
Estonia,1919,Russia
Estonia,1920,Russia
Estonia,1921,Russia
Estonia,1922,Russia
Estonia,1923,Russia
Estonia,1924,Russia
Estonia,1925,Russia
Estonia,1926,Russia
Estonia,1927,Russia
Estonia,1928,Russia
Estonia,1929,Russia
Estonia,1930,Russia
Estonia,1931,Russia
Estonia,1932,Russia
Estonia,1933,Russia
Estonia,1934,Russia
Estonia,1935,Russia
Estonia,1936,Russia
Estonia,1937,Russia
Estonia,1938,Russia
Estonia,1939,Russia
Estonia,1940,Russia
Estonia,1941,Russia
Estonia,1942,Russia
Estonia,1943,Russia
Estonia,1944,Russia
Estonia,1945,Russia
Estonia,1946,Russia
Estonia,1947,Russia
Estonia,1948,Russia
Estonia,1949,Russia
Estonia,1950,Russia
Estonia,1951,Russia
Estonia,1952,Russia
Estonia,1953,Russia
Estonia,1954,Russia
Estonia,1955,Russia
Estonia,1956,Russia
Estonia,1957,Russia
Estonia,1958,Russia
Estonia,1959,Russia
Estonia,1960,Russia
Estonia,1961,Russia
Estonia,1962,Russia
Estonia,1963,Russia
Estonia,1964,Russia
Estonia,1965,Russia
Estonia,1966,Russia
Estonia,1967,Russia
Estonia,1968,Russia
Estonia,1969,Russia
Estonia,1970,Russia
Estonia,1971,Russia
Estonia,1972,Russia
Estonia,1973,Russia
Estonia,1974,Russia
Estonia,1975,Russia
Estonia,1976,Russia
Estonia,1977,Russia
Estonia,1978,Russia
Estonia,1979,Russia
Estonia,1980,Russia
Estonia,1981,Russia
Estonia,1982,Russia
Estonia,1983,Russia
Estonia,1984,Russia
Estonia,1985,Russia
Estonia,1986,Russia
Estonia,1987,Russia
Estonia,1988,Russia
Estonia,1989,Russia
Estonia,1990,Russia
Finland,1816,Russia
Finland,1817,Russia
Finland,1818,Russia
Finland,1819,Russia
Finland,1820,Russia
Finland,1821,Russia
Finland,1822,Russia
Finland,1823,Russia
Finland,1824,Russia
Finland,1825,Russia
Finland,1826,Russia
Finland,1827,Russia
Finland,1828,Russia
Finland,1829,Russia
Finland,1830,Russia
Finland,1831,Russia
Finland,1832,Russia
Finland,1833,Russia
Finland,1834,Russia
Finland,1835,Russia
Finland,1836,Russia
Finland,1837,Russia
Finland,1838,Russia
Finland,1839,Russia
Finland,1840,Russia
Finland,1841,Russia
Finland,1842,Russia
Finland,1843,Russia
Finland,1844,Russia
Finland,1845,Russia
Finland,1846,Russia
Finland,1847,Russia
Finland,1848,Russia
Finland,1849,Russia
Finland,1850,Russia
Finland,1851,Russia
Finland,1852,Russia
Finland,1853,Russia
Finland,1854,Russia
Finland,1855,Russia
Finland,1856,Russia
Finland,1857,Russia
Finland,1858,Russia
Finland,1859,Russia
Finland,1860,Russia
Finland,1861,Russia
Finland,1862,Russia
Finland,1863,Russia
Finland,1864,Russia
Finland,1865,Russia
Finland,1866,Russia
Finland,1867,Russia
Finland,1868,Russia
Finland,1869,Russia
Finland,1870,Russia
Finland,1871,Russia
Finland,1872,Russia
Finland,1873,Russia
Finland,1874,Russia
Finland,1875,Russia
Finland,1876,Russia
Finland,1877,Russia
Finland,1878,Russia
Finland,1879,Russia
Finland,1880,Russia
Finland,1881,Russia
Finland,1882,Russia
Finland,1883,Russia
Finland,1884,Russia
Finland,1885,Russia
Finland,1886,Russia
Finland,1887,Russia
Finland,1888,Russia
Finland,1889,Russia
Finland,1890,Russia
Finland,1891,Russia
Finland,1892,Russia
Finland,1893,Russia
Finland,1894,Russia
Finland,1895,Russia
Finland,1896,Russia
Finland,1897,Russia
Finland,1898,Russia
Finland,1899,Russia
Finland,1900,Russia
Finland,1901,Russia
Finland,1902,Russia
Finland,1903,Russia
Finland,1904,Russia
Finland,1905,Russia
Finland,1906,Russia
Finland,1907,Russia
Finland,1908,Russia
Finland,1909,Russia
Finland,1910,Russia
Finland,1911,Russia
Finland,1912,Russia
Finland,1913,Russia
Finland,1914,Russia
Finland,1915,Russia
Finland,1916,Russia
Gabon,1816,France
Gabon,1817,France
Gabon,1818,France
Gabon,1819,France
Gabon,1820,France
Gabon,1821,France
Gabon,1822,France
Gabon,1823,France
Gabon,1824,France
Gabon,1825,France
Gabon,1826,France
Gabon,1827,France
Gabon,1828,France
Gabon,1829,France
Gabon,1830,France
Gabon,1831,France
Gabon,1832,France
Gabon,1833,France
Gabon,1834,France
Gabon,1835,France
Gabon,1836,France
Gabon,1837,France
Gabon,1838,France
Gabon,1839,France
Gabon,1840,France
Gabon,1841,France
Gabon,1842,France
Gabon,1843,France
Gabon,1844,France
Gabon,1845,France
Gabon,1846,France
Gabon,1847,France
Gabon,1848,France
Gabon,1849,France
Gabon,1850,France
Gabon,1851,France
Gabon,1852,France
Gabon,1853,France
Gabon,1854,France
Gabon,1855,France
Gabon,1856,France
Gabon,1857,France
Gabon,1858,France
Gabon,1859,France
Gabon,1860,France
Gabon,1861,France
Gabon,1862,France
Gabon,1863,France
Gabon,1864,France
Gabon,1865,France
Gabon,1866,France
Gabon,1867,France
Gabon,1868,France
Gabon,1869,France
Gabon,1870,France
Gabon,1871,France
Gabon,1872,France
Gabon,1873,France
Gabon,1874,France
Gabon,1875,France
Gabon,1876,France
Gabon,1877,France
Gabon,1878,France
Gabon,1879,France
Gabon,1880,France
Gabon,1881,France
Gabon,1882,France
Gabon,1883,France
Gabon,1884,France
Gabon,1885,France
Gabon,1886,France
Gabon,1887,France
Gabon,1888,France
Gabon,1889,France
Gabon,1890,France
Gabon,1891,France
Gabon,1892,France
Gabon,1893,France
Gabon,1894,France
Gabon,1895,France
Gabon,1896,France
Gabon,1897,France
Gabon,1898,France
Gabon,1899,France
Gabon,1900,France
Gabon,1901,France
Gabon,1902,France
Gabon,1903,France
Gabon,1904,France
Gabon,1905,France
Gabon,1906,France
Gabon,1907,France
Gabon,1908,France
Gabon,1909,France
Gabon,1910,France
Gabon,1911,France
Gabon,1912,France
Gabon,1913,France
Gabon,1914,France
Gabon,1915,France
Gabon,1916,France
Gabon,1917,France
Gabon,1918,France
Gabon,1919,France
Gabon,1920,France
Gabon,1921,France
Gabon,1922,France
Gabon,1923,France
Gabon,1924,France
Gabon,1925,France
Gabon,1926,France
Gabon,1927,France
Gabon,1928,France
Gabon,1929,France
Gabon,1930,France
Gabon,1931,France
Gabon,1932,France
Gabon,1933,France
Gabon,1934,France
Gabon,1935,France
Gabon,1936,France
Gabon,1937,France
Gabon,1938,France
Gabon,1939,France
Gabon,1940,France
Gabon,1941,France
Gabon,1942,France
Gabon,1943,France
Gabon,1944,France
Gabon,1945,France
Gabon,1946,France
Gabon,1947,France
Gabon,1948,France
Gabon,1949,France
Gabon,1950,France
Gabon,1951,France
Gabon,1952,France
Gabon,1953,France
Gabon,1954,France
Gabon,1955,France
Gabon,1956,France
Gabon,1957,France
Gabon,1958,France
Gabon,1959,France
Gambia,1816,United Kingdom
Gambia,1817,United Kingdom
Gambia,1818,United Kingdom
Gambia,1819,United Kingdom
Gambia,1820,United Kingdom
Gambia,1821,United Kingdom
Gambia,1822,United Kingdom
Gambia,1823,United Kingdom
Gambia,1824,United Kingdom
Gambia,1825,United Kingdom
Gambia,1826,United Kingdom
Gambia,1827,United Kingdom
Gambia,1828,United Kingdom
Gambia,1829,United Kingdom
Gambia,1830,United Kingdom
Gambia,1831,United Kingdom
Gambia,1832,United Kingdom
Gambia,1833,United Kingdom
Gambia,1834,United Kingdom
Gambia,1835,United Kingdom
Gambia,1836,United Kingdom
Gambia,1837,United Kingdom
Gambia,1838,United Kingdom
Gambia,1839,United Kingdom
Gambia,1840,United Kingdom
Gambia,1841,United Kingdom
Gambia,1842,United Kingdom
Gambia,1843,United Kingdom
Gambia,1844,United Kingdom
Gambia,1845,United Kingdom
Gambia,1846,United Kingdom
Gambia,1847,United Kingdom
Gambia,1848,United Kingdom
Gambia,1849,United Kingdom
Gambia,1850,United Kingdom
Gambia,1851,United Kingdom
Gambia,1852,United Kingdom
Gambia,1853,United Kingdom
Gambia,1854,United Kingdom
Gambia,1855,United Kingdom
Gambia,1856,United Kingdom
Gambia,1857,United Kingdom
Gambia,1858,United Kingdom
Gambia,1859,United Kingdom
Gambia,1860,United Kingdom
Gambia,1861,United Kingdom
Gambia,1862,United Kingdom
Gambia,1863,United Kingdom
Gambia,1864,United Kingdom
Gambia,1865,United Kingdom
Gambia,1866,United Kingdom
Gambia,1867,United Kingdom
Gambia,1868,United Kingdom
Gambia,1869,United Kingdom
Gambia,1870,United Kingdom
Gambia,1871,United Kingdom
Gambia,1872,United Kingdom
Gambia,1873,United Kingdom
Gambia,1874,United Kingdom
Gambia,1875,United Kingdom
Gambia,1876,United Kingdom
Gambia,1877,United Kingdom
Gambia,1878,United Kingdom
Gambia,1879,United Kingdom
Gambia,1880,United Kingdom
Gambia,1881,United Kingdom
Gambia,1882,United Kingdom
Gambia,1883,United Kingdom
Gambia,1884,United Kingdom
Gambia,1885,United Kingdom
Gambia,1886,United Kingdom
Gambia,1887,United Kingdom
Gambia,1888,United Kingdom
Gambia,1889,United Kingdom
Gambia,1890,United Kingdom
Gambia,1891,United Kingdom
Gambia,1892,United Kingdom
Gambia,1893,United Kingdom
Gambia,1894,United Kingdom
Gambia,1895,United Kingdom
Gambia,1896,United Kingdom
Gambia,1897,United Kingdom
Gambia,1898,United Kingdom
Gambia,1899,United Kingdom
Gambia,1900,United Kingdom
Gambia,1901,United Kingdom
Gambia,1902,United Kingdom
Gambia,1903,United Kingdom
Gambia,1904,United Kingdom
Gambia,1905,United Kingdom
Gambia,1906,United Kingdom
Gambia,1907,United Kingdom
Gambia,1908,United Kingdom
Gambia,1909,United Kingdom
Gambia,1910,United Kingdom
Gambia,1911,United Kingdom
Gambia,1912,United Kingdom
Gambia,1913,United Kingdom
Gambia,1914,United Kingdom
Gambia,1915,United Kingdom
Gambia,1916,United Kingdom
Gambia,1917,United Kingdom
Gambia,1918,United Kingdom
Gambia,1919,United Kingdom
Gambia,1920,United Kingdom
Gambia,1921,United Kingdom
Gambia,1922,United Kingdom
Gambia,1923,United Kingdom
Gambia,1924,United Kingdom
Gambia,1925,United Kingdom
Gambia,1926,United Kingdom
Gambia,1927,United Kingdom
Gambia,1928,United Kingdom
Gambia,1929,United Kingdom
Gambia,1930,United Kingdom
Gambia,1931,United Kingdom
Gambia,1932,United Kingdom
Gambia,1933,United Kingdom
Gambia,1934,United Kingdom
Gambia,1935,United Kingdom
Gambia,1936,United Kingdom
Gambia,1937,United Kingdom
Gambia,1938,United Kingdom
Gambia,1939,United Kingdom
Gambia,1940,United Kingdom
Gambia,1941,United Kingdom
Gambia,1942,United Kingdom
Gambia,1943,United Kingdom
Gambia,1944,United Kingdom
Gambia,1945,United Kingdom
Gambia,1946,United Kingdom
Gambia,1947,United Kingdom
Gambia,1948,United Kingdom
Gambia,1949,United Kingdom
Gambia,1950,United Kingdom
Gambia,1951,United Kingdom
Gambia,1952,United Kingdom
Gambia,1953,United Kingdom
Gambia,1954,United Kingdom
Gambia,1955,United Kingdom
Gambia,1956,United Kingdom
Gambia,1957,United Kingdom
Gambia,1958,United Kingdom
Gambia,1959,United Kingdom
Gambia,1960,United Kingdom
Gambia,1961,United Kingdom
Gambia,1962,United Kingdom
Gambia,1963,United Kingdom
Gambia,1964,United Kingdom
Georgia,1816,Russia
Georgia,1817,Russia
Georgia,1818,Russia
Georgia,1819,Russia
Georgia,1820,Russia
Georgia,1821,Russia
Georgia,1822,Russia
Georgia,1823,Russia
Georgia,1824,Russia
Georgia,1825,Russia
Georgia,1826,Russia
Georgia,1827,Russia
Georgia,1828,Russia
Georgia,1829,Russia
Georgia,1830,Russia
Georgia,1831,Russia
Georgia,1832,Russia
Georgia,1833,Russia
Georgia,1834,Russia
Georgia,1835,Russia
Georgia,1836,Russia
Georgia,1837,Russia
Georgia,1838,Russia
Georgia,1839,Russia
Georgia,1840,Russia
Georgia,1841,Russia
Georgia,1842,Russia
Georgia,1843,Russia
Georgia,1844,Russia
Georgia,1845,Russia
Georgia,1846,Russia
Georgia,1847,Russia
Georgia,1848,Russia
Georgia,1849,Russia
Georgia,1850,Russia
Georgia,1851,Russia
Georgia,1852,Russia
Georgia,1853,Russia
Georgia,1854,Russia
Georgia,1855,Russia
Georgia,1856,Russia
Georgia,1857,Russia
Georgia,1858,Russia
Georgia,1859,Russia
Georgia,1860,Russia
Georgia,1861,Russia
Georgia,1862,Russia
Georgia,1863,Russia
Georgia,1864,Russia
Georgia,1865,Russia
Georgia,1866,Russia
Georgia,1867,Russia
Georgia,1868,Russia
Georgia,1869,Russia
Georgia,1870,Russia
Georgia,1871,Russia
Georgia,1872,Russia
Georgia,1873,Russia
Georgia,1874,Russia
Georgia,1875,Russia
Georgia,1876,Russia
Georgia,1877,Russia
Georgia,1878,Russia
Georgia,1879,Russia
Georgia,1880,Russia
Georgia,1881,Russia
Georgia,1882,Russia
Georgia,1883,Russia
Georgia,1884,Russia
Georgia,1885,Russia
Georgia,1886,Russia
Georgia,1887,Russia
Georgia,1888,Russia
Georgia,1889,Russia
Georgia,1890,Russia
Georgia,1891,Russia
Georgia,1892,Russia
Georgia,1893,Russia
Georgia,1894,Russia
Georgia,1895,Russia
Georgia,1896,Russia
Georgia,1897,Russia
Georgia,1898,Russia
Georgia,1899,Russia
Georgia,1900,Russia
Georgia,1901,Russia
Georgia,1902,Russia
Georgia,1903,Russia
Georgia,1904,Russia
Georgia,1905,Russia
Georgia,1906,Russia
Georgia,1907,Russia
Georgia,1908,Russia
Georgia,1909,Russia
Georgia,1910,Russia
Georgia,1911,Russia
Georgia,1912,Russia
Georgia,1913,Russia
Georgia,1914,Russia
Georgia,1915,Russia
Georgia,1916,Russia
Georgia,1917,Russia
Georgia,1918,Russia
Georgia,1919,Russia
Georgia,1920,Russia
Georgia,1921,Russia
Georgia,1922,Russia
Georgia,1923,Russia
Georgia,1924,Russia
Georgia,1925,Russia
Georgia,1926,Russia
Georgia,1927,Russia
Georgia,1928,Russia
Georgia,1929,Russia
Georgia,1930,Russia
Georgia,1931,Russia
Georgia,1932,Russia
Georgia,1933,Russia
Georgia,1934,Russia
Georgia,1935,Russia
Georgia,1936,Russia
Georgia,1937,Russia
Georgia,1938,Russia
Georgia,1939,Russia
Georgia,1940,Russia
Georgia,1941,Russia
Georgia,1942,Russia
Georgia,1943,Russia
Georgia,1944,Russia
Georgia,1945,Russia
Georgia,1946,Russia
Georgia,1947,Russia
Georgia,1948,Russia
Georgia,1949,Russia
Georgia,1950,Russia
Georgia,1951,Russia
Georgia,1952,Russia
Georgia,1953,Russia
Georgia,1954,Russia
Georgia,1955,Russia
Georgia,1956,Russia
Georgia,1957,Russia
Georgia,1958,Russia
Georgia,1959,Russia
Georgia,1960,Russia
Georgia,1961,Russia
Georgia,1962,Russia
Georgia,1963,Russia
Georgia,1964,Russia
Georgia,1965,Russia
Georgia,1966,Russia
Georgia,1967,Russia
Georgia,1968,Russia
Georgia,1969,Russia
Georgia,1970,Russia
Georgia,1971,Russia
Georgia,1972,Russia
Georgia,1973,Russia
Georgia,1974,Russia
Georgia,1975,Russia
Georgia,1976,Russia
Georgia,1977,Russia
Georgia,1978,Russia
Georgia,1979,Russia
Georgia,1980,Russia
Georgia,1981,Russia
Georgia,1982,Russia
Georgia,1983,Russia
Georgia,1984,Russia
Georgia,1985,Russia
Georgia,1986,Russia
Georgia,1987,Russia
Georgia,1988,Russia
Georgia,1989,Russia
Georgia,1990,Russia
Ghana,1816,Portugal
Ghana,1817,Portugal
Ghana,1818,Portugal
Ghana,1819,Portugal
Ghana,1820,Portugal
Ghana,1821,Portugal
Ghana,1822,Portugal
Ghana,1823,Portugal
Ghana,1824,United Kingdom
Ghana,1825,United Kingdom
Ghana,1826,United Kingdom
