Entity,Year,Mean male height (cm),Mean female height (cm),Male-to-female height ratio,Change in male height (cm),Change in female height (cm),Change in male height (%),Change in female height (%)
Saudi Arabia,1935,165.1228902,154.1727233,1.071025319,,,,
Saudi Arabia,1936,165.2585312,154.2888786,1.071098142,,,,
Saudi Arabia,1937,165.3897026,154.4029135,1.071156618,,,,
Saudi Arabia,1938,165.5163105,154.513809,1.071207238,,,,
Saudi Arabia,1939,165.6382833,154.6218094,1.071247866,,,,
Saudi Arabia,1940,165.7566613,154.7264044,1.071288782,,,,
Saudi Arabia,1941,165.8721493,154.8277651,1.071333357,,,,
Saudi Arabia,1942,165.9860254,154.9258899,1.071389847,,,,
Saudi Arabia,1943,166.0992851,155.0222324,1.071454607,,,,
Saudi Arabia,1944,166.2112022,155.1172131,1.071520039,,,,
Saudi Arabia,1945,166.3212251,155.2110809,1.07158087,,,,
Saudi Arabia,1946,166.4293194,155.3038131,1.071637045,,,,
Saudi Arabia,1947,166.5335037,155.3950925,1.071678011,,,,
Saudi Arabia,1948,166.6341361,155.4838589,1.071713407,,,,
Saudi Arabia,1949,166.7302962,155.5701038,1.071737385,,,,
Saudi Arabia,1950,166.822293,155.6537935,1.071752183,,,,
Saudi Arabia,1951,166.9097025,155.7352128,1.071753135,,,,
Saudi Arabia,1952,166.9926855,155.8129072,1.071751298,,,,
Saudi Arabia,1953,167.0735412,155.8872579,1.071758805,,,,
Saudi Arabia,1954,167.1536732,155.9576854,1.071788625,,,,
Saudi Arabia,1955,167.2334927,156.0244475,1.071841595,,,,
Saudi Arabia,1956,167.3132687,156.0870583,1.07192275,,,,
Saudi Arabia,1957,167.3944839,156.1462697,1.072036394,,,,
Saudi Arabia,1958,167.4785428,156.2024379,1.072189046,,,,
Saudi Arabia,1959,167.5643171,156.2545988,1.072380067,,,,
Saudi Arabia,1960,167.6514481,156.303297,1.072603402,,,,
Saudi Arabia,1961,167.7389432,156.3483117,1.072854202,,,,
Saudi Arabia,1962,167.8253921,156.3887916,1.073129285,,,,
Saudi Arabia,1963,167.9086601,156.4232991,1.073424874,,,,
Saudi Arabia,1964,167.9875851,156.4516472,1.073734845,,,,
Saudi Arabia,1965,168.0637648,156.4742685,1.074066467,,,,
Saudi Arabia,1966,168.1402441,156.4931297,1.074425723,,,,
Saudi Arabia,1967,168.2175129,156.5091302,1.074809583,,,,
Saudi Arabia,1968,168.2948682,156.5220002,1.07521542,,,,
Saudi Arabia,1969,168.3739241,156.5306828,1.075660829,,,,
Saudi Arabia,1970,168.4541352,156.53524,1.076141929,,,,
Saudi Arabia,1971,168.5336345,156.5359092,1.076645195,,,,
Saudi Arabia,1972,168.6105732,156.5324001,1.07716085,,,,
Saudi Arabia,1973,168.6836228,156.5251735,1.077677277,,,,
Saudi Arabia,1974,168.7510576,156.516159,1.078170195,,,,
Saudi Arabia,1975,168.8097188,156.504429,1.078625825,,,,
Saudi Arabia,1976,168.8563501,156.490091,1.079022633,,,,
Saudi Arabia,1977,168.8870541,156.4718503,1.079344647,,,,
Saudi Arabia,1978,168.9011838,156.4499577,1.079585999,,,,
Saudi Arabia,1979,168.8993458,156.4254645,1.079743291,,,,
Saudi Arabia,1980,168.8836643,156.3997397,1.079820623,,,,
Saudi Arabia,1981,168.856229,156.3739494,1.079823268,,,,
Saudi Arabia,1982,168.8185758,156.3491441,1.079753757,,,,
Saudi Arabia,1983,168.7707543,156.3255107,1.079611086,,,,
Saudi Arabia,1984,168.7132118,156.302199,1.079403955,,,,
Saudi Arabia,1985,168.6462136,156.2787451,1.07913724,,,,
Saudi Arabia,1986,168.5705113,156.2537156,1.078825618,,,,
Saudi Arabia,1987,168.4877871,156.2265928,1.078483401,,,,
Saudi Arabia,1988,168.4002466,156.1962687,1.078132327,,,,
Saudi Arabia,1989,168.310649,156.1629784,1.077788415,,,,
Saudi Arabia,1990,168.2194967,156.1263273,1.077457592,,,,
Saudi Arabia,1991,168.128091,156.0880928,1.077135917,,,,
Saudi Arabia,1992,168.0373464,156.0485681,1.076827224,,,,
Saudi Arabia,1993,167.9466611,156.0082603,1.076524158,,,,
Saudi Arabia,1994,167.8548542,155.9660927,1.076226578,,,,
Saudi Arabia,1995,167.762653,155.9233775,1.075930086,,,,
Saudi Arabia,1996,167.6703062,155.8807485,1.075631903,9.5390693,6.763007,6.032375062,4.53534699
Senegal,1896,166.6698452,156.9402491,1.061995544,,,,
Senegal,1897,166.7519634,157.0390752,1.061850136,,,,
Senegal,1898,166.8346284,157.1382056,1.061706335,,,,
Senegal,1899,166.9172017,157.237327,1.061562193,,,,
Senegal,1900,167.0000261,157.3366701,1.061418333,,,,
Senegal,1901,167.0827087,157.4356769,1.061276021,,,,
Senegal,1902,167.165988,157.5343383,1.061140002,,,,
Senegal,1903,167.2496764,157.6322814,1.061011583,,,,
Senegal,1904,167.3339879,157.7291628,1.060894415,,,,
Senegal,1905,167.4184589,157.825084,1.060784855,,,,
Senegal,1906,167.5030668,157.920297,1.060681052,,,,
Senegal,1907,167.588713,158.0143497,1.060591733,,,,
Senegal,1908,167.6759842,158.1073896,1.060519591,,,,
Senegal,1909,167.7642835,158.1998944,1.06045762,,,,
Senegal,1910,167.8538736,158.292266,1.060404768,,,,
Senegal,1911,167.9450952,158.3853506,1.060357505,,,,
Senegal,1912,168.0389838,158.4796055,1.060319296,,,,
Senegal,1913,168.1352937,158.5749482,1.060289129,,,,
Senegal,1914,168.2334668,158.6715757,1.060262155,,,,
Senegal,1915,168.3338412,158.7696315,1.060239541,,,,
Senegal,1916,168.4362055,158.8687606,1.060222317,,,,
Senegal,1917,168.5409091,158.9696487,1.060208099,,,,
Senegal,1918,168.6475787,159.0719575,1.06019679,,,,
Senegal,1919,168.7548653,159.1750503,1.060184149,,,,
Senegal,1920,168.8625471,159.2789422,1.060168688,,,,
Senegal,1921,168.9707141,159.3827061,1.060157141,,,,
Senegal,1922,169.0788248,159.4858586,1.060149322,,,,
Senegal,1923,169.1875879,159.5875058,1.0601556,,,,
Senegal,1924,169.2974214,159.6881375,1.060175315,,,,
Senegal,1925,169.4106716,159.7894674,1.060211755,,,,
Senegal,1926,169.5285757,159.8918303,1.060270405,,,,
Senegal,1927,169.6520623,159.9955913,1.060354607,,,,
Senegal,1928,169.7818194,160.1016423,1.060462697,,,,
Senegal,1929,169.9172394,160.2102275,1.060589215,,,,
Senegal,1930,170.0572746,160.3214526,1.060726882,,,,
Senegal,1931,170.2006317,160.4341749,1.060875165,,,,
Senegal,1932,170.3462717,160.5484446,1.061027232,,,,
Senegal,1933,170.4950558,160.6651063,1.061182852,,,,
Senegal,1934,170.6460574,160.7850352,1.061330473,,,,
Senegal,1935,170.8000987,160.9079055,1.06147736,,,,
Senegal,1936,170.9558075,161.0336077,1.061615708,,,,
Senegal,1937,171.1123137,161.1617286,1.061742854,,,,
Senegal,1938,171.2690238,161.2913822,1.061860972,,,,
Senegal,1939,171.425241,161.4221991,1.061968192,,,,
Senegal,1940,171.5808567,161.5533851,1.06206909,,,,
Senegal,1941,171.736262,161.6843311,1.062170099,,,,
Senegal,1942,171.8925814,161.8144946,1.062281731,,,,
Senegal,1943,172.0514185,161.9447909,1.062407859,,,,
Senegal,1944,172.2123967,162.075313,1.062545514,,,,
Senegal,1945,172.3749587,162.2051028,1.062697509,,,,
Senegal,1946,172.5397754,162.3337861,1.062870395,,,,
Senegal,1947,172.7056787,162.4607992,1.063060625,,,,
Senegal,1948,172.8722343,162.5845136,1.063276142,,,,
Senegal,1949,173.0389866,162.703633,1.063522574,,,,
Senegal,1950,173.2041591,162.8179494,1.063790324,,,,
Senegal,1951,173.3658599,162.9262908,1.064075411,,,,
Senegal,1952,173.5224327,163.0265233,1.064381606,,,,
Senegal,1953,173.6738881,163.1177079,1.064715109,,,,
Senegal,1954,173.8189864,163.1989438,1.065074212,,,,
Senegal,1955,173.9585252,163.2702451,1.065463735,,,,
Senegal,1956,174.0927898,163.3324271,1.065880137,,,,
Senegal,1957,174.2223653,163.3866948,1.066319173,,,,
Senegal,1958,174.347912,163.4343984,1.066776111,,,,
Senegal,1959,174.468769,163.476124,1.067243122,,,,
Senegal,1960,174.5848127,163.5128829,1.06771289,,,,
Senegal,1961,174.6951567,163.5449196,1.068178438,,,,
Senegal,1962,174.7978133,163.5725289,1.068625731,,,,
Senegal,1963,174.8907777,163.5941717,1.069052619,,,,
Senegal,1964,174.9727568,163.6086601,1.069459017,,,,
Senegal,1965,175.0442001,163.6163707,1.069845269,,,,
Senegal,1966,175.1060496,163.6178689,1.070213484,,,,
Senegal,1967,175.160092,163.6143017,1.070567121,,,,
Senegal,1968,175.2082289,163.6056991,1.070917638,,,,
Senegal,1969,175.2513444,163.5922341,1.071269338,,,,
Senegal,1970,175.2901065,163.5736419,1.071628072,,,,
Senegal,1971,175.3251495,163.5497351,1.071998982,,,,
Senegal,1972,175.3562488,163.5211138,1.0723768,,,,
Senegal,1973,175.3839878,163.4882455,1.072762065,,,,
Senegal,1974,175.4073949,163.4530689,1.073136137,,,,
Senegal,1975,175.4253936,163.4157236,1.07349152,,,,
Senegal,1976,175.4351014,163.3762176,1.073810521,,,,
Senegal,1977,175.4339173,163.3343063,1.07407881,,,,
Senegal,1978,175.4203403,163.2894794,1.074290523,,,,
Senegal,1979,175.3941093,163.2420528,1.074441949,,,,
Senegal,1980,175.3544931,163.1945225,1.074512125,,,,
Senegal,1981,175.3014925,163.14784,1.074494719,,,,
Senegal,1982,175.2351421,163.1032701,1.074381537,,,,
Senegal,1983,175.1535279,163.0607701,1.074161049,,,,
Senegal,1984,175.057229,163.0200845,1.073838414,,,,
Senegal,1985,174.945812,162.9804035,1.07341624,,,,
Senegal,1986,174.819635,162.9409821,1.072901567,,,,
Senegal,1987,174.6792989,162.9004504,1.072307035,,,,
Senegal,1988,174.5270714,162.8585795,1.071648002,,,,
Senegal,1989,174.3656035,162.8161372,1.070935636,,,,
Senegal,1990,174.1967863,162.7732188,1.070180879,,,,
Senegal,1991,174.0236344,162.7311351,1.0693936,,,,
Senegal,1992,173.8482851,162.6895094,1.068589399,,,,
Senegal,1993,173.6714604,162.6472911,1.067779606,,,,
Senegal,1994,173.4940833,162.6041025,1.066972362,,,,
Senegal,1995,173.3166082,162.5605808,1.066166271,,,,
Senegal,1996,173.1387425,162.5167652,1.065359271,6.4688973,5.5765161,3.88126436,3.553273384
Serbia,1896,167.4434649,151.9951454,1.101636927,,,,
Serbia,1897,167.570105,152.2277912,1.100785236,,,,
Serbia,1898,167.6973233,152.4607162,1.099937922,,,,
Serbia,1899,167.8247861,152.693774,1.099093838,,,,
Serbia,1900,167.9520913,152.9269169,1.098250685,,,,
Serbia,1901,168.0792919,153.1595002,1.097413426,,,,
Serbia,1902,168.2068046,153.3915366,1.096584651,,,,
Serbia,1903,168.3349176,153.6225894,1.095769302,,,,
Serbia,1904,168.463304,153.8521637,1.094968702,,,,
Serbia,1905,168.5919374,154.0807836,1.094178868,,,,
Serbia,1906,168.7207486,154.3085626,1.093398485,,,,
Serbia,1907,168.8500976,154.5353028,1.092631228,,,,
Serbia,1908,168.9802246,154.7614235,1.091875616,,,,
Serbia,1909,169.1105757,154.9866864,1.091129694,,,,
Serbia,1910,169.2419145,155.2117488,1.090393709,,,,
Serbia,1911,169.375122,155.4370976,1.08966987,,,,
Serbia,1912,169.5105131,155.6639351,1.088951741,,,,
Serbia,1913,169.6477465,155.8923919,1.088236215,,,,
Serbia,1914,169.7860609,156.1221673,1.087520522,,,,
Serbia,1915,169.9256138,156.3536638,1.086802891,,,,
Serbia,1916,170.0662409,156.5865001,1.086084949,,,,
Serbia,1917,170.2079372,156.8213739,1.085361854,,,,
Serbia,1918,170.3497535,157.056966,1.084636727,,,,
Serbia,1919,170.4904232,157.2919139,1.083910921,,,,
Serbia,1920,170.6289765,157.5254897,1.083183279,,,,
Serbia,1921,170.764595,157.7562846,1.082458271,,,,
Serbia,1922,170.8965685,157.983749,1.081735113,,,,
Serbia,1923,171.0253206,158.2065991,1.081025201,,,,
Serbia,1924,171.1526282,158.4252654,1.080336699,,,,
Serbia,1925,171.281165,158.6406109,1.079680443,,,,
Serbia,1926,171.4130328,158.8527958,1.079068404,,,,
Serbia,1927,171.550807,159.0619061,1.078515977,,,,
Serbia,1928,171.695239,159.268726,1.078022304,,,,
Serbia,1929,171.8466094,159.473762,1.077585474,,,,
Serbia,1930,172.004315,159.6776248,1.077197354,,,,
Serbia,1931,172.1668467,159.8790112,1.07685709,,,,
Serbia,1932,172.3326558,160.0783606,1.076551853,,,,
Serbia,1933,172.5022621,160.2761869,1.076281296,,,,
Serbia,1934,172.6752615,160.4734132,1.076036572,,,,
Serbia,1935,172.8511246,160.6697165,1.075816454,,,,
Serbia,1936,173.0291645,160.8647761,1.07561872,,,,
Serbia,1937,173.2086089,161.0586465,1.075438126,,,,
Serbia,1938,173.3891173,161.2510216,1.075274535,,,,
Serbia,1939,173.5714633,161.4415487,1.075135024,,,,
Serbia,1940,173.7562965,161.6293508,1.075029354,,,,
Serbia,1941,173.9438444,161.8133916,1.074965692,,,,
Serbia,1942,174.1359614,161.9936122,1.074955728,,,,
Serbia,1943,174.3342527,162.1705186,1.075005828,,,,
Serbia,1944,174.5380105,162.3444682,1.075109072,,,,
Serbia,1945,174.7473549,162.5163275,1.075260299,,,,
Serbia,1946,174.9631022,162.686067,1.075464577,,,,
Serbia,1947,175.1840254,162.8531992,1.075717433,,,,
Serbia,1948,175.4098594,163.0171636,1.076020804,,,,
Serbia,1949,175.639347,163.1783917,1.076364004,,,,
Serbia,1950,175.8717301,163.3373765,1.076739041,,,,
Serbia,1951,176.1057042,163.4946781,1.077134169,,,,
Serbia,1952,176.3397397,163.649929,1.077542415,,,,
Serbia,1953,176.572769,163.803625,1.077953977,,,,
Serbia,1954,176.8047003,163.9556678,1.078368944,,,,
Serbia,1955,177.0354224,164.1067742,1.078781929,,,,
Serbia,1956,177.2645007,164.2573343,1.079187736,,,,
Serbia,1957,177.4919586,164.4079983,1.079582261,,,,
Serbia,1958,177.7183224,164.559672,1.079962789,,,,
Serbia,1959,177.941784,164.7124396,1.080317822,,,,
Serbia,1960,178.1619817,164.86622,1.080645761,,,,
Serbia,1961,178.3771089,165.0207135,1.08093769,,,,
Serbia,1962,178.5857696,165.1742759,1.081196019,,,,
Serbia,1963,178.7848567,165.3243669,1.081418668,,,,
Serbia,1964,178.9727718,165.4692998,1.081607114,,,,
Serbia,1965,179.1494912,165.6076742,1.081770468,,,,
Serbia,1966,179.3153802,165.7397875,1.081909075,,,,
Serbia,1967,179.4715095,165.8660944,1.082026499,,,,
Serbia,1968,179.6177473,165.9861192,1.082125109,,,,
Serbia,1969,179.7553864,166.100068,1.082211396,,,,
Serbia,1970,179.8843901,166.2075611,1.082287646,,,,
Serbia,1971,180.004486,166.3091298,1.082348794,,,,
Serbia,1972,180.1155111,166.4043616,1.082396575,,,,
Serbia,1973,180.2181354,166.4938534,1.082431163,,,,
Serbia,1974,180.3116595,166.5779625,1.082446062,,,,
Serbia,1975,180.3961344,166.6566705,1.082441728,,,,
Serbia,1976,180.4710357,166.7294686,1.082418346,,,,
Serbia,1977,180.5349819,166.7961488,1.082369007,,,,
Serbia,1978,180.5878955,166.8565492,1.08229432,,,,
Serbia,1979,180.6303435,166.9115003,1.082192319,,,,
Serbia,1980,180.6642678,166.9635287,1.082058275,,,,
Serbia,1981,180.692015,167.0140131,1.081897331,,,,
Serbia,1982,180.7141769,167.0640253,1.08170611,,,,
Serbia,1983,180.7306409,167.1144513,1.081478229,,,,
Serbia,1984,180.7421947,167.164722,1.081222118,,,,
Serbia,1985,180.7472877,167.2141904,1.080932708,,,,
Serbia,1986,180.7465299,167.2622831,1.080617379,,,,
Serbia,1987,180.7399973,167.3078126,1.080284265,,,,
Serbia,1988,180.7282675,167.3508895,1.079936103,,,,
Serbia,1989,180.7131571,167.3928935,1.079574845,,,,
Serbia,1990,180.6951859,167.433799,1.079203763,,,,
Serbia,1991,180.6757087,167.4749418,1.078822341,,,,
Serbia,1992,180.6550453,167.5166293,1.078430518,,,,
Serbia,1993,180.6337416,167.5592722,1.078028922,,,,
Serbia,1994,180.6116664,167.6026104,1.077618457,,,,
Serbia,1995,180.5895488,167.6464975,1.077204424,,,,
Serbia,1996,180.5674062,167.6901961,1.076791669,13.1239413,15.6950507,7.837834285,10.32602104
Seychelles,1896,165.4758842,155.4512234,1.0644875,,,,
Seychelles,1897,165.5549998,155.5408318,1.064382888,,,,
Seychelles,1898,165.6342475,155.6311033,1.064274711,,,,
Seychelles,1899,165.7137002,155.7212167,1.064169056,,,,
Seychelles,1900,165.7930962,155.8111705,1.064064249,,,,
Seychelles,1901,165.8728625,155.900732,1.063964616,,,,
Seychelles,1902,165.9532754,155.9897832,1.063872723,,,,
Seychelles,1903,166.0335558,156.0775101,1.063789112,,,,
Seychelles,1904,166.114073,156.1642133,1.063714083,,,,
Seychelles,1905,166.1945717,156.2496401,1.063647709,,,,
Seychelles,1906,166.2752549,156.3334947,1.063593283,,,,
Seychelles,1907,166.35688,156.4165533,1.06355035,,,,
Seychelles,1908,166.4392923,156.4985841,1.063519477,,,,
Seychelles,1909,166.5223887,156.5799122,1.063497778,,,,
Seychelles,1910,166.6071711,156.6610789,1.063487959,,,,
Seychelles,1911,166.6941153,156.7428606,1.06348777,,,,
Seychelles,1912,166.78375,156.8252032,1.063500934,,,,
Seychelles,1913,166.8757159,156.9084268,1.063522969,,,,
Seychelles,1914,166.9697387,156.9926727,1.063551157,,,,
Seychelles,1915,167.0660844,157.0784766,1.063583554,,,,
Seychelles,1916,167.1647757,157.1652943,1.063623979,,,,
Seychelles,1917,167.2652692,157.2535102,1.063666363,,,,
Seychelles,1918,167.3677532,157.3424518,1.063716443,,,,
Seychelles,1919,167.4708431,157.43172,1.063768109,,,,
Seychelles,1920,167.5742733,157.521024,1.063821635,,,,
Seychelles,1921,167.6776421,157.6098027,1.063878256,,,,
Seychelles,1922,167.7805831,157.6977774,1.063937526,,,,
Seychelles,1923,167.8833268,157.7837146,1.064009218,,,,
Seychelles,1924,167.98699,157.8683204,1.064095631,,,,
Seychelles,1925,168.0935851,157.9529485,1.064200363,,,,
Seychelles,1926,168.2049327,158.0381459,1.06433122,,,,
Seychelles,1927,168.3219383,158.1241167,1.064492513,,,,
Seychelles,1928,168.4451084,158.2113257,1.064684261,,,,
Seychelles,1929,168.5736108,158.3001464,1.064898641,,,,
Seychelles,1930,168.7065742,158.3902923,1.065132034,,,,
Seychelles,1931,168.8425975,158.4806498,1.065383047,,,,
Seychelles,1932,168.9805846,158.5719042,1.06564013,,,,
Seychelles,1933,169.1207033,158.6648577,1.065898938,,,,
Seychelles,1934,169.2625485,158.7605479,1.066149939,,,,
Seychelles,1935,169.4056879,158.8581634,1.066395861,,,,
Seychelles,1936,169.5491158,158.9574677,1.066631963,,,,
Seychelles,1937,169.6922693,159.0580157,1.066857703,,,,
Seychelles,1938,169.8347241,159.1588714,1.067076705,,,,
Seychelles,1939,169.9757169,159.2599927,1.06728447,,,,
Seychelles,1940,170.1152855,159.3599337,1.06749094,,,,
Seychelles,1941,170.2544635,159.4588507,1.067701559,,,,
Seychelles,1942,170.3940545,159.5566866,1.067921741,,,,
Seychelles,1943,170.535219,159.654644,1.068150695,,,,
Seychelles,1944,170.6772803,159.7533138,1.068380218,,,,
Seychelles,1945,170.8195457,159.8521739,1.068609463,,,,
Seychelles,1946,170.9632106,159.9518166,1.068841944,,,,
Seychelles,1947,171.1070696,160.0527142,1.069066966,,,,
Seychelles,1948,171.2518347,160.15403,1.06929457,,,,
Seychelles,1949,171.397057,160.2563354,1.069518135,,,,
Seychelles,1950,171.5424142,160.3608862,1.069727277,,,,
Seychelles,1951,171.686827,160.4668043,1.069921145,,,,
Seychelles,1952,171.8298454,160.572241,1.070109281,,,,
Seychelles,1953,171.971833,160.6766497,1.070297603,,,,
Seychelles,1954,172.1123172,160.778981,1.070490161,,,,
Seychelles,1955,172.2517493,160.8786051,1.070693951,,,,
Seychelles,1956,172.3904418,160.9750709,1.070913905,,,,
Seychelles,1957,172.529182,161.0687603,1.071152356,,,,
Seychelles,1958,172.6684539,161.1600101,1.071410046,,,,
Seychelles,1959,172.8068973,161.2482368,1.071682399,,,,
Seychelles,1960,172.944616,161.3328016,1.071974293,,,,
Seychelles,1961,173.0800377,161.4136731,1.072276186,,,,
Seychelles,1962,173.2113738,161.489905,1.072583291,,,,
Seychelles,1963,173.3365265,161.5598985,1.072893262,,,,
Seychelles,1964,173.4532485,161.6221871,1.073201963,,,,
Seychelles,1965,173.5626975,161.6771961,1.073513777,,,,
Seychelles,1966,173.6661306,161.7252537,1.073834337,,,,
Seychelles,1967,173.7637869,161.7673271,1.074158732,,,,
Seychelles,1968,173.8576999,161.8036479,1.074498024,,,,
Seychelles,1969,173.9494632,161.8345812,1.074859662,,,,
Seychelles,1970,174.04038,161.8598652,1.075253459,,,,
Seychelles,1971,174.1309707,161.8800721,1.075678856,,,,
Seychelles,1972,174.2211433,161.89628,1.076128144,,,,
Seychelles,1973,174.3118967,161.9096258,1.07659996,,,,
Seychelles,1974,174.4018885,161.9210136,1.07708002,,,,
Seychelles,1975,174.4891538,161.9300432,1.077558866,,,,
Seychelles,1976,174.5711353,161.9364245,1.078022661,,,,
Seychelles,1977,174.6453195,161.9401294,1.078456095,,,,
Seychelles,1978,174.7101461,161.9417703,1.078845475,,,,
Seychelles,1979,174.765256,161.9413762,1.079188408,,,,
Seychelles,1980,174.8102286,161.9404316,1.079472414,,,,
Seychelles,1981,174.8454756,161.9403661,1.079690505,,,,
Seychelles,1982,174.8703524,161.94323,1.079825025,,,,
Seychelles,1983,174.8828736,161.9493164,1.079861759,,,,
Seychelles,1984,174.8832564,161.9574415,1.079809947,,,,
Seychelles,1985,174.8700203,161.9665559,1.079667462,,,,
Seychelles,1986,174.8436388,161.976576,1.0794378,,,,
Seychelles,1987,174.8044771,161.9864079,1.079130523,,,,
Seychelles,1988,174.7548189,161.995671,1.078762277,,,,
Seychelles,1989,174.6971557,162.0053787,1.078341701,,,,
Seychelles,1990,174.6330285,162.0147544,1.077883488,,,,
Seychelles,1991,174.565349,162.0248941,1.077398322,,,,
Seychelles,1992,174.495766,162.0352118,1.076900286,,,,
Seychelles,1993,174.4255289,162.0454007,1.076399133,,,,
Seychelles,1994,174.3555381,162.055314,1.075901393,,,,
Seychelles,1995,174.2857538,162.065494,1.075403218,,,,
Seychelles,1996,174.2155275,162.0758377,1.074901293,8.7396433,6.6246143,5.281520834,4.261538864
Sierra Leone,1896,160.5578048,152.4198769,1.053391513,,,,
Sierra Leone,1897,160.6492427,152.5150887,1.053333438,,,,
Sierra Leone,1898,160.7405334,152.6104516,1.053273427,,,,
Sierra Leone,1899,160.8320707,152.7057997,1.053215209,,,,
Sierra Leone,1900,160.923652,152.801325,1.053156129,,,,
Sierra Leone,1901,161.0153187,152.896329,1.053101273,,,,
Sierra Leone,1902,161.1077016,152.9908983,1.053054158,,,,
Sierra Leone,1903,161.2002652,153.0844962,1.053014964,,,,
Sierra Leone,1904,161.2927092,153.1767898,1.052984002,,,,
Sierra Leone,1905,161.3852506,153.2680679,1.05296069,,,,
Sierra Leone,1906,161.478138,153.3580347,1.052948666,,,,
Sierra Leone,1907,161.5718032,153.4467371,1.0529504,,,,
Sierra Leone,1908,161.666499,153.5342661,1.052966892,,,,
Sierra Leone,1909,161.7614231,153.6208728,1.052991173,,,,
Sierra Leone,1910,161.8576549,153.7073082,1.053025109,,,,
Sierra Leone,1911,161.9557588,153.7941345,1.053068502,,,,
Sierra Leone,1912,162.0558373,153.8820507,1.053117219,,,,
Sierra Leone,1913,162.1578936,153.9709451,1.053172035,,,,
Sierra Leone,1914,162.2613171,154.0608719,1.053228604,,,,
Sierra Leone,1915,162.3663344,154.1519516,1.053287569,,,,
Sierra Leone,1916,162.4729144,154.2441089,1.053349237,,,,
Sierra Leone,1917,162.5813363,154.3379268,1.053411431,,,,
Sierra Leone,1918,162.6911471,154.4329811,1.053474109,,,,
Sierra Leone,1919,162.8011634,154.5286811,1.053533637,,,,
Sierra Leone,1920,162.9107473,154.6250616,1.053585658,,,,
Sierra Leone,1921,163.0198456,154.7214634,1.053634331,,,,
Sierra Leone,1922,163.1281372,154.8173712,1.053681095,,,,
Sierra Leone,1923,163.2363584,154.9115481,1.05373912,,,,
Sierra Leone,1924,163.3449593,155.0048245,1.053805647,,,,
Sierra Leone,1925,163.4562557,155.0989279,1.053883853,,,,
Sierra Leone,1926,163.5711578,155.1940974,1.053977958,,,,
Sierra Leone,1927,163.6906214,155.2907158,1.054091486,,,,
Sierra Leone,1928,163.8153161,155.3894799,1.054223981,,,,
Sierra Leone,1929,163.944691,155.4904408,1.054371511,,,,
Sierra Leone,1930,164.0779453,155.5940451,1.054525867,,,,
Sierra Leone,1931,164.2139382,155.6990956,1.05468781,,,,
Sierra Leone,1932,164.3513787,155.8058074,1.054847579,,,,
Sierra Leone,1933,164.4901656,155.9149013,1.054999646,,,,
Sierra Leone,1934,164.6300145,156.0272845,1.055136062,,,,
Sierra Leone,1935,164.770956,156.1422541,1.055261799,,,,
Sierra Leone,1936,164.9120172,156.2600724,1.055368877,,,,
Sierra Leone,1937,165.0524739,156.379959,1.055457969,,,,
Sierra Leone,1938,165.1914582,156.5015081,1.055526303,,,,
Sierra Leone,1939,165.328142,156.6242401,1.05557187,,,,
Sierra Leone,1940,165.4621832,156.7471383,1.055599388,,,,
Sierra Leone,1941,165.594187,156.8699174,1.055614676,,,,
Sierra Leone,1942,165.725064,156.9921099,1.055626707,,,,
Sierra Leone,1943,165.8566,157.1146026,1.055640897,,,,
Sierra Leone,1944,165.9882069,157.2373023,1.055654126,,,,
Sierra Leone,1945,166.1198749,157.3594766,1.055671247,,,,
Sierra Leone,1946,166.2524029,157.4804975,1.055701535,,,,
Sierra Leone,1947,166.3839189,157.6000902,1.055734922,,,,
Sierra Leone,1948,166.5144292,157.7162391,1.055784935,,,,
Sierra Leone,1949,166.6429671,157.8276576,1.055854022,,,,
Sierra Leone,1950,166.7677812,157.9339753,1.055933537,,,,
Sierra Leone,1951,166.8867873,158.0339664,1.056018469,,,,
Sierra Leone,1952,166.9983081,158.1256024,1.056111759,,,,
Sierra Leone,1953,167.1021838,158.2077347,1.056220065,,,,
Sierra Leone,1954,167.1979276,158.279254,1.056347711,,,,
Sierra Leone,1955,167.2858563,158.3403507,1.056495426,,,,
Sierra Leone,1956,167.366414,158.3916057,1.056662146,,,,
Sierra Leone,1957,167.4402734,158.4344419,1.056842637,,,,
Sierra Leone,1958,167.5077808,158.4704657,1.057028387,,,,
Sierra Leone,1959,167.5688872,158.4997427,1.05721867,,,,
Sierra Leone,1960,167.6237368,158.5231434,1.057408611,,,,
Sierra Leone,1961,167.6714854,158.5409448,1.057591057,,,,
Sierra Leone,1962,167.7098175,158.5533876,1.057749822,,,,
Sierra Leone,1963,167.7371829,158.5591414,1.057884026,,,,
Sierra Leone,1964,167.7523705,158.5568313,1.057995226,,,,
Sierra Leone,1965,167.7564058,158.5472239,1.058084788,,,,
Sierra Leone,1966,167.7503078,158.5307013,1.058156599,,,,
Sierra Leone,1967,167.7361305,158.5084347,1.058215803,,,,
Sierra Leone,1968,167.7153703,158.4804151,1.058271902,,,,
Sierra Leone,1969,167.6902601,158.4470217,1.05833646,,,,
Sierra Leone,1970,167.6622273,158.4073012,1.058424871,,,,
Sierra Leone,1971,167.6311371,158.361479,1.058534804,,,,
Sierra Leone,1972,167.5973081,158.3099992,1.058665334,,,,
Sierra Leone,1973,167.5617503,158.2536366,1.058817692,,,,
Sierra Leone,1974,167.5238731,158.1945051,1.058974033,,,,
Sierra Leone,1975,167.4827042,158.1325472,1.059128605,,,,
