Entity,Year,historical
Comoros,2004,0.719544589519501
Comoros,2005,0.716216266155243
Comoros,2006,0.709115207195282
Comoros,2007,0.706393778324127
Comoros,2008,0.70391583442688
Comoros,2009,0.68645316362381
Comoros,2010,0.686489939689636
Comoros,2011,0.675037562847137
Comoros,2012,0.668525993824005
Comoros,2013,0.657161593437195
Comoros,2014,0.651652932167053
Congo,1970,0.743001222610474
Congo,1980,0.748048365116119
Congo,1990,0.748456835746765
Congo,2000,0.745114624500275
Congo,2001,0.745581924915314
Congo,2002,0.746026396751404
Congo,2003,0.746398091316223
Congo,2004,0.746671795845032
Congo,2005,0.746959567070007
Congo,2006,0.747217118740082
Congo,2007,0.747469902038574
Congo,2008,0.747800588607788
Congo,2009,0.747990727424622
Congo,2010,0.747896671295166
Congo,2011,0.747849404811859
Congo,2012,0.748019933700562
Congo,2013,0.747938752174377
Congo,2014,0.748058259487152
Costa Rica,1970,0.7240309715271
Costa Rica,1980,0.648314476013184
Costa Rica,1990,0.651947736740112
Costa Rica,2000,0.678048729896545
Costa Rica,2001,0.677911579608917
Costa Rica,2002,0.676306962966919
Costa Rica,2003,0.674986898899078
Costa Rica,2004,0.674915611743927
Costa Rica,2005,0.676818609237671
Costa Rica,2006,0.674949169158936
Costa Rica,2007,0.674606621265411
Costa Rica,2008,0.673988401889801
Costa Rica,2009,0.67337566614151
Costa Rica,2010,0.665487349033356
Costa Rica,2011,0.662227272987366
Costa Rica,2012,0.662440061569214
Costa Rica,2013,0.657485008239746
Costa Rica,2014,0.653851628303528
Cote d'Ivoire,1970,0.671387374401093
Cote d'Ivoire,1980,0.644404649734497
Cote d'Ivoire,1990,0.605246543884277
Cote d'Ivoire,2000,0.58807897567749
Cote d'Ivoire,2001,0.587484002113342
Cote d'Ivoire,2002,0.586938261985779
Cote d'Ivoire,2003,0.587911128997803
Cote d'Ivoire,2004,0.580762505531311
Cote d'Ivoire,2005,0.575309097766876
Cote d'Ivoire,2006,0.573925137519836
Cote d'Ivoire,2007,0.5726318359375
Cote d'Ivoire,2008,0.572165191173553
Cote d'Ivoire,2009,0.571742594242096
Cote d'Ivoire,2010,0.566513001918793
Cote d'Ivoire,2011,0.565925478935242
Cote d'Ivoire,2012,0.565317511558533
Cote d'Ivoire,2013,0.562591135501862
Cote d'Ivoire,2014,0.560782611370087
Croatia,1970,0.774593412876129
Croatia,1980,0.781891345977783
Croatia,1990,0.788548231124878
Croatia,2000,0.834392964839935
Croatia,2001,0.833422482013702
Croatia,2002,0.833515703678131
Croatia,2003,0.831407904624939
Croatia,2004,0.834574639797211
Croatia,2005,0.829438507556915
Croatia,2006,0.82747894525528
Croatia,2007,0.831419587135315
Croatia,2008,0.821004450321198
Croatia,2009,0.81999146938324
Croatia,2010,0.815111041069031
Croatia,2011,0.816532015800476
Croatia,2012,0.815910518169403
Croatia,2013,0.813385486602783
Croatia,2014,0.812548696994781
Cuba,1970,0.71792870759964
Cuba,1980,0.647017598152161
Cuba,1990,0.588068842887878
Cuba,2000,0.582713305950165
Cuba,2001,0.574342131614685
Cuba,2002,0.574015378952026
Cuba,2003,0.574646413326263
Cuba,2004,0.578421711921692
Cuba,2005,0.573058485984802
Cuba,2006,0.573222458362579
Cuba,2007,0.573857545852661
Cuba,2008,0.579365193843842
Cuba,2009,0.569331765174866
Cuba,2010,0.569440960884094
Cuba,2011,0.577362239360809
Cuba,2012,0.5814009308815
Cuba,2013,0.579835772514343
Cuba,2014,0.58584451675415
Curacao,1970,0.986402094364166
Curacao,1980,0.975393831729889
Curacao,1990,0.963774621486664
Curacao,2000,0.96180522441864
Curacao,2001,0.9605712890625
Curacao,2002,0.959317445755005
Curacao,2003,0.958053529262543
Curacao,2004,0.956769227981567
Curacao,2005,0.955472111701965
Curacao,2006,0.954177856445312
Curacao,2007,0.952862739562988
Curacao,2008,0.951537430286407
Curacao,2009,0.950202286243439
Curacao,2010,0.948848903179169
Curacao,2011,0.948117196559906
Curacao,2012,0.947382688522339
Curacao,2013,0.946631133556366
Curacao,2014,0.94587916135788
Cyprus,1970,1
Cyprus,1980,1
Cyprus,1990,1
Cyprus,2000,1
Cyprus,2001,1
Cyprus,2002,1
Cyprus,2003,1
Cyprus,2004,1
Cyprus,2005,1
Cyprus,2006,1
Cyprus,2007,1
Cyprus,2008,1
Cyprus,2009,1
Cyprus,2010,1
Cyprus,2011,1
Cyprus,2012,1
Cyprus,2013,1
Cyprus,2014,1
Czechia,1970,0.555474281311035
Czechia,1980,0.577726364135742
Czechia,1990,0.59164172410965
Czechia,2000,0.602867722511292
Czechia,2001,0.603937327861786
Czechia,2002,0.605138838291168
Czechia,2003,0.605960726737976
Czechia,2004,0.60692310333252
Czechia,2005,0.607818365097046
Czechia,2006,0.608627021312714
Czechia,2007,0.609253168106079
Czechia,2008,0.610040247440338
Czechia,2009,0.610818922519684
Czechia,2010,0.61229008436203
Czechia,2011,0.612789690494537
Czechia,2012,0.613425195217133
Czechia,2013,0.614361345767975
Czechia,2014,0.615139305591583
Democratic Republic of Congo,1970,0.937349498271942
Democratic Republic of Congo,1980,0.940626502037048
Democratic Republic of Congo,1990,0.94367504119873
Democratic Republic of Congo,2000,0.938472807407379
Democratic Republic of Congo,2001,0.938877046108246
Democratic Republic of Congo,2002,0.939172804355621
Democratic Republic of Congo,2003,0.939435601234436
Democratic Republic of Congo,2004,0.939679563045502
Democratic Republic of Congo,2005,0.939909696578979
Democratic Republic of Congo,2006,0.940026998519897
Democratic Republic of Congo,2007,0.940053522586823
Democratic Republic of Congo,2008,0.940204381942749
Democratic Republic of Congo,2009,0.940329492092133
Democratic Republic of Congo,2010,0.940215826034546
Democratic Republic of Congo,2011,0.939898729324341
Democratic Republic of Congo,2012,0.940015852451324
Democratic Republic of Congo,2013,0.939844369888306
Democratic Republic of Congo,2014,0.939771592617035
Denmark,1970,0.394373565912247
Denmark,1980,0.401370823383331
Denmark,1990,0.42478534579277
Denmark,2000,0.453880220651627
Denmark,2001,0.451154470443726
Denmark,2002,0.453737676143646
Denmark,2003,0.455574184656143
Denmark,2004,0.457302570343018
Denmark,2005,0.44839808344841
Denmark,2006,0.448090046644211
Denmark,2007,0.454837828874588
Denmark,2008,0.449915319681168
Denmark,2009,0.451955378055573
Denmark,2010,0.453926056623459
Denmark,2011,0.443251311779022
Denmark,2012,0.452948838472366
Denmark,2013,0.44943431019783
Denmark,2014,0.44886040687561
Djibouti,1970,0.830896735191345
Djibouti,1980,0.832101225852966
Djibouti,1990,0.82139390707016
Djibouti,2000,0.762275576591492
Djibouti,2001,0.744727849960327
Djibouti,2002,0.739954888820648
Djibouti,2003,0.739394545555115
Djibouti,2004,0.738883912563324
Djibouti,2005,0.738364815711975
Djibouti,2006,0.737812101840973
Djibouti,2007,0.737337052822113
Djibouti,2008,0.736944735050201
Djibouti,2009,0.736314177513123
Djibouti,2010,0.735994100570679
Djibouti,2011,0.73552942276001
Djibouti,2012,0.735183000564575
Djibouti,2013,0.732936143875122
Djibouti,2014,0.732746779918671
Dominica,1970,0.93230265378952
Dominica,1980,0.935441911220551
Dominica,1990,0.93645578622818
Dominica,2000,0.926989853382111
Dominica,2001,0.923709750175476
Dominica,2002,0.923678636550903
Dominica,2003,0.922750115394592
Dominica,2004,0.92272412776947
Dominica,2005,0.922697246074677
Dominica,2006,0.922675967216492
Dominica,2007,0.922649681568146
Dominica,2008,0.92262852191925
Dominica,2009,0.917662084102631
Dominica,2010,0.911654949188232
Dominica,2011,0.91174978017807
Dominica,2012,0.911842465400696
Dominica,2013,0.90590626001358
Dominica,2014,0.904567360877991
Dominican Republic,1970,0.678970873355865
Dominican Republic,1980,0.627800941467285
Dominican Republic,1990,0.629987955093384
Dominican Republic,2000,0.628342509269714
Dominican Republic,2001,0.627923309803009
Dominican Republic,2002,0.62743729352951
Dominican Republic,2003,0.63234543800354
Dominican Republic,2004,0.631854832172394
Dominican Republic,2005,0.631361901760101
Dominican Republic,2006,0.630865752696991
Dominican Republic,2007,0.629478454589844
Dominican Republic,2008,0.631567299365997
Dominican Republic,2009,0.627847015857697
Dominican Republic,2010,0.628424525260925
Dominican Republic,2011,0.623772799968719
Dominican Republic,2012,0.622117578983307
Dominican Republic,2013,0.620135307312012
Dominican Republic,2014,0.617901027202606
Eastern Africa,1970,0.782685041427612
Eastern Africa,1980,0.776358425617218
Eastern Africa,1990,0.765551388263702
Eastern Africa,2000,0.766360640525818
Eastern Africa,2001,0.764380216598511
Eastern Africa,2002,0.763575434684753
Eastern Africa,2003,0.761083543300629
Eastern Africa,2004,0.758893728256226
Eastern Africa,2005,0.758092164993286
Eastern Africa,2006,0.756617903709412
Eastern Africa,2007,0.755536019802094
Eastern Africa,2008,0.754807472229004
Eastern Africa,2009,0.752735137939453
Eastern Africa,2010,0.749268710613251
Eastern Africa,2011,0.746328294277191
Eastern Africa,2012,0.743070900440216
Eastern Africa,2013,0.739886224269867
Eastern Africa,2014,0.736431121826172
Eastern Asia,1970,0.708620488643646
Eastern Asia,1980,0.675715446472168
Eastern Asia,1990,0.621070027351379
Eastern Asia,2000,0.622249245643616
Eastern Asia,2001,0.620757699012756
Eastern Asia,2002,0.621102094650269
Eastern Asia,2003,0.626573443412781
Eastern Asia,2004,0.622813880443573
Eastern Asia,2005,0.62444794178009
Eastern Asia,2006,0.624137878417969
Eastern Asia,2007,0.628056585788727
Eastern Asia,2008,0.628069579601288
Eastern Asia,2009,0.626963675022125
Eastern Asia,2010,0.619182586669922
Eastern Asia,2011,0.625635981559753
Eastern Asia,2012,0.625499904155731
Eastern Asia,2013,0.625601530075073
Eastern Asia,2014,0.625989258289337
Eastern Europe,1970,0.84746515750885
Eastern Europe,1980,0.848642110824585
Eastern Europe,1990,0.848217070102692
Eastern Europe,2000,0.855202794075012
Eastern Europe,2001,0.85613340139389
Eastern Europe,2002,0.856777429580688
Eastern Europe,2003,0.857373595237732
Eastern Europe,2004,0.857879221439362
Eastern Europe,2005,0.857315301895142
Eastern Europe,2006,0.85760635137558
Eastern Europe,2007,0.857883095741272
Eastern Europe,2008,0.857987880706787
Eastern Europe,2009,0.858200132846832
Eastern Europe,2010,0.859458923339844
Eastern Europe,2011,0.858971238136292
Eastern Europe,2012,0.85928750038147
Eastern Europe,2013,0.859707295894623
Eastern Europe,2014,0.860057532787323
Ecuador,1970,0.871626496315002
Ecuador,1980,0.837104380130768
Ecuador,1990,0.80392062664032
Ecuador,2000,0.794532179832458
Ecuador,2001,0.799290776252747
Ecuador,2002,0.804353296756744
Ecuador,2003,0.808211445808411
Ecuador,2004,0.80275821685791
Ecuador,2005,0.802915930747986
Ecuador,2006,0.803778648376465
Ecuador,2007,0.804119348526001
Ecuador,2008,0.802820384502411
Ecuador,2009,0.800667226314545
Ecuador,2010,0.800700545310974
Ecuador,2011,0.802964150905609
Ecuador,2012,0.799799740314484
Ecuador,2013,0.800337970256805
Ecuador,2014,0.800621688365936
Egypt,1970,1
Egypt,1980,1
Egypt,1990,1
Egypt,2000,1
Egypt,2001,1
Egypt,2002,1
Egypt,2003,1
Egypt,2004,1
Egypt,2005,1
Egypt,2006,1
Egypt,2007,1
Egypt,2008,1
Egypt,2009,1
Egypt,2010,1
Egypt,2011,1
Egypt,2012,1
Egypt,2013,1
Egypt,2014,1
El Salvador,1970,0.468164950609207
El Salvador,1980,0.422437310218811
El Salvador,1990,0.407524198293686
El Salvador,2000,0.391562134027481
El Salvador,2001,0.380442470312119
El Salvador,2002,0.379490077495575
El Salvador,2003,0.378913342952728
El Salvador,2004,0.367027074098587
El Salvador,2005,0.375883460044861
El Salvador,2006,0.394672900438309
El Salvador,2007,0.387480467557907
El Salvador,2008,0.377422213554382
El Salvador,2009,0.378347724676132
El Salvador,2010,0.37859320640564
El Salvador,2011,0.376478165388107
El Salvador,2012,0.372114211320877
El Salvador,2013,0.372934520244598
El Salvador,2014,0.370544373989105
Equatorial Guinea,1970,0.895837068557739
Equatorial Guinea,1980,0.888331174850464
Equatorial Guinea,1990,0.89528751373291
Equatorial Guinea,2000,0.897237062454224
Equatorial Guinea,2001,0.897598266601562
Equatorial Guinea,2002,0.899348080158234
Equatorial Guinea,2003,0.899667084217072
Equatorial Guinea,2004,0.899967789649963
Equatorial Guinea,2005,0.900257289409637
Equatorial Guinea,2006,0.902127683162689
Equatorial Guinea,2007,0.902345657348633
Equatorial Guinea,2008,0.903223633766174
Equatorial Guinea,2009,0.903998017311096
Equatorial Guinea,2010,0.905934154987335
Equatorial Guinea,2011,0.907925963401794
Equatorial Guinea,2012,0.908302485942841
Equatorial Guinea,2013,0.910402834415436
Equatorial Guinea,2014,0.912067294120789
Eritrea,1970,0.623231112957001
Eritrea,1980,0.621707320213318
Eritrea,1990,0.623365640640259
Eritrea,2000,0.747896015644073
Eritrea,2001,0.74850606918335
Eritrea,2002,0.749414205551147
Eritrea,2003,0.748592555522919
Eritrea,2004,0.751106202602386
Eritrea,2005,0.750807821750641
Eritrea,2006,0.74934059381485
Eritrea,2007,0.749839663505554
Eritrea,2008,0.750510573387146
Eritrea,2009,0.750180602073669
Eritrea,2010,0.750635743141174
Eritrea,2011,0.751091361045837
Eritrea,2012,0.751469314098358
Eritrea,2013,0.746921181678772
Eritrea,2014,0.747431576251984
Estonia,1970,0.769697070121765
Estonia,1980,0.781527638435364
Estonia,1990,0.826371371746063
Estonia,2000,0.846051514148712
Estonia,2001,0.867807328701019
Estonia,2002,0.896103501319885
Estonia,2003,0.884383141994476
Estonia,2004,0.895966231822968
Estonia,2005,0.878377020359039
Estonia,2006,0.880622208118439
Estonia,2007,0.879009425640106
Estonia,2008,0.882677853107452
Estonia,2009,0.881710648536682
Estonia,2010,0.87871253490448
Estonia,2011,0.87989330291748
Estonia,2012,0.878769814968109
Estonia,2013,0.875263929367065
Estonia,2014,0.874163448810577
Eswatini,1970,0.578683316707611
Eswatini,1980,0.615551471710205
Eswatini,1990,0.612977385520935
Eswatini,2000,0.619938969612122
Eswatini,2001,0.619771659374237
Eswatini,2002,0.619997799396515
Eswatini,2003,0.620335221290588
Eswatini,2004,0.620694994926453
Eswatini,2005,0.621087193489075
Eswatini,2006,0.621720016002655
Eswatini,2007,0.622234523296356
Eswatini,2008,0.622699916362762
Eswatini,2009,0.623880982398987
Eswatini,2010,0.625189363956451
Eswatini,2011,0.625414133071899
Eswatini,2012,0.625533938407898
Eswatini,2013,0.626543164253235
Eswatini,2014,0.627041459083557
Ethiopia,1970,0.791537463665009
Ethiopia,1980,0.786867558956146
Ethiopia,1990,0.795102715492249
Ethiopia,2000,0.855575799942017
Ethiopia,2001,0.852114737033844
Ethiopia,2002,0.856529116630554
Ethiopia,2003,0.851686239242554
Ethiopia,2004,0.844489634037018
Ethiopia,2005,0.841876268386841
Ethiopia,2006,0.839570760726929
Ethiopia,2007,0.835686981678009
Ethiopia,2008,0.838725328445435
Ethiopia,2009,0.836710214614868
Ethiopia,2010,0.833650648593903
Ethiopia,2011,0.828813195228577
Ethiopia,2012,0.825891971588135
Ethiopia,2013,0.82016921043396
Ethiopia,2014,0.81532883644104
Europe,1970,0.815782427787781
Europe,1980,0.819054961204529
Europe,1990,0.820660352706909
Europe,2000,0.829911828041077
Europe,2001,0.831152856349945
Europe,2002,0.831995606422424
Europe,2003,0.833068668842316
Europe,2004,0.833495497703552
Europe,2005,0.833269417285919
Europe,2006,0.833414852619171
Europe,2007,0.834086775779724
Europe,2008,0.834018170833588
Europe,2009,0.834579229354858
Europe,2010,0.835575580596924
Europe,2011,0.835487425327301
Europe,2012,0.835848808288574
Europe,2013,0.836482167243958
Europe,2014,0.836971759796143
Faeroe Islands,1970,0.593331813812256
Faeroe Islands,1980,0.592469453811646
Faeroe Islands,1990,0.591743588447571
Faeroe Islands,2000,0.589530110359192
Faeroe Islands,2001,0.589427351951599
Faeroe Islands,2002,0.589324593544006
Faeroe Islands,2003,0.589221775531769
Faeroe Islands,2004,0.5979865193367
Faeroe Islands,2005,0.597881436347961
Faeroe Islands,2006,0.597776532173157
Faeroe Islands,2007,0.597671747207642
Faeroe Islands,2008,0.597567021846771
Faeroe Islands,2009,0.597462356090546
Faeroe Islands,2010,0.597357988357544
Faeroe Islands,2011,0.597229063510895
Faeroe Islands,2012,0.597100555896759
Faeroe Islands,2013,0.593563914299011
Faeroe Islands,2014,0.593456625938416
Falkland Islands,1970,0.950644731521606
Falkland Islands,1980,0.950617611408234
Falkland Islands,1990,0.950597167015076
Falkland Islands,2000,0.950583636760712
Falkland Islands,2001,0.950578391551971
Falkland Islands,2002,0.950578391551971
Falkland Islands,2003,0.950579285621643
Falkland Islands,2004,0.950578391551971
Falkland Islands,2005,0.950573205947876
Falkland Islands,2006,0.950573086738586
Falkland Islands,2007,0.95057338476181
Falkland Islands,2008,0.9505735039711
Falkland Islands,2009,0.950569927692413
Falkland Islands,2010,0.950568616390228
Falkland Islands,2011,0.950569152832031
Falkland Islands,2012,0.95056676864624
Falkland Islands,2013,0.950571894645691
Falkland Islands,2014,0.950573742389679
Fiji,1970,0.940380454063416
Fiji,1980,0.916642069816589
Fiji,1990,0.864775717258453
Fiji,2000,0.848669946193695
Fiji,2001,0.847981870174408
Fiji,2002,0.847299516201019
Fiji,2003,0.846676886081696
Fiji,2004,0.846046507358551
Fiji,2005,0.845421850681305
Fiji,2006,0.844801545143127
Fiji,2007,0.844199657440186
Fiji,2008,0.843633890151978
Fiji,2009,0.845902562141418
Fiji,2010,0.842498004436493
Fiji,2011,0.841951787471771
Fiji,2012,0.841413021087646
Fiji,2013,0.8405841588974
Fiji,2014,0.838959455490112
Finland,1970,0.935453057289124
Finland,1980,0.95314747095108
Finland,1990,0.955709934234619
Finland,2000,0.958995938301086
Finland,2001,0.959054112434387
Finland,2002,0.958949506282806
Finland,2003,0.958899021148682
Finland,2004,0.958901643753052
Finland,2005,0.958656072616577
Finland,2006,0.958337903022766
Finland,2007,0.958570063114166
Finland,2008,0.958691000938416
Finland,2009,0.958829939365387
Finland,2010,0.959034442901611
Finland,2011,0.959243476390839
Finland,2012,0.959389626979828
Finland,2013,0.959645986557007
Finland,2014,0.959752440452576
France,1970,0.57273405790329
France,1980,0.583015859127045
France,1990,0.596015691757202
France,2000,0.605837345123291
France,2001,0.606467008590698
France,2002,0.607509672641754
France,2003,0.607884585857391
France,2004,0.608365535736084
France,2005,0.607920944690704
France,2006,0.609669268131256
France,2007,0.610994935035706
France,2008,0.613344967365265
France,2009,0.614277958869934
France,2010,0.616615414619446
France,2011,0.617727994918823
France,2012,0.618281483650208
France,2013,0.620408535003662
France,2014,0.62181431055069
French Guiana,1970,0.993613421916962
French Guiana,1980,0.993591725826263
French Guiana,1990,0.993173062801361
French Guiana,2000,0.99322497844696
French Guiana,2001,0.993255198001862
French Guiana,2002,0.993282556533813
French Guiana,2003,0.99330735206604
French Guiana,2004,0.993330478668213
French Guiana,2005,0.993349313735962
French Guiana,2006,0.993331789970398
French Guiana,2007,0.993369519710541
French Guiana,2008,0.993353486061096
French Guiana,2009,0.993377149105072
French Guiana,2010,0.993385553359985
French Guiana,2011,0.993385195732117
French Guiana,2012,0.993167519569397
French Guiana,2013,0.992608368396759
French Guiana,2014,0.992570996284485
Gabon,1970,0.83187472820282
Gabon,1980,0.83657294511795
Gabon,1990,0.839994609355927
Gabon,2000,0.838850021362305
Gabon,2001,0.839105010032654
Gabon,2002,0.839373826980591
Gabon,2003,0.8396897315979
Gabon,2004,0.840170681476593
Gabon,2005,0.840414226055145
Gabon,2006,0.840665757656097
Gabon,2007,0.840813219547272
Gabon,2008,0.841033399105072
Gabon,2009,0.841174721717834
Gabon,2010,0.840883076190948
Gabon,2011,0.841075897216797
Gabon,2012,0.841250777244568
Gabon,2013,0.839543104171753
Gabon,2014,0.839731156826019
Gambia,1970,0.751957595348358
Gambia,1980,0.731067061424255
Gambia,1990,0.698303699493408
Gambia,2000,0.718037009239197
Gambia,2001,0.714568436145782
Gambia,2002,0.726165473461151
Gambia,2003,0.729224681854248
Gambia,2004,0.719186246395111
Gambia,2005,0.719179093837738
Gambia,2006,0.716680765151978
Gambia,2007,0.72038334608078
Gambia,2008,0.697721421718597
Gambia,2009,0.692334771156311
Gambia,2010,0.679607927799225
Gambia,2011,0.68588525056839
Gambia,2012,0.687942326068878
Gambia,2013,0.683567762374878
Gambia,2014,0.683746635913849
Georgia,1970,0.593077421188354
Georgia,1980,0.601271212100983
Georgia,1990,0.626256585121155
Georgia,2000,0.654815793037415
Georgia,2001,0.659155309200287
Georgia,2002,0.663804054260254
Georgia,2003,0.668292582035065
Georgia,2004,0.725934088230133
Georgia,2005,0.730379283428192
Georgia,2006,0.735108256340027
Georgia,2007,0.74085658788681
Georgia,2008,0.745452105998993
Georgia,2009,0.7524693608284
Georgia,2010,0.760890603065491
Georgia,2011,0.762215256690979
Georgia,2012,0.762365877628326
Georgia,2013,0.764814555644989
Georgia,2014,0.76629227399826
Germany,1970,0.597532510757446
Germany,1980,0.611939907073975
Germany,1990,0.638063192367554
Germany,2000,0.660598814487457
Germany,2001,0.662697315216064
Germany,2002,0.665460646152496
Germany,2003,0.666137635707855
Germany,2004,0.66684627532959
Germany,2005,0.668357968330383
Germany,2006,0.671402752399445
Germany,2007,0.672609210014343
Germany,2008,0.674079895019531
Germany,2009,0.675906181335449
Germany,2010,0.680931508541107
Germany,2011,0.68039333820343
Germany,2012,0.681620597839355
Germany,2013,0.683412075042725
Germany,2014,0.684747636318207
Ghana,1970,0.722684264183044
Ghana,1980,0.696926176548004
Ghana,1990,0.666965425014496
Ghana,2000,0.611849665641785
Ghana,2001,0.609018087387085
Ghana,2002,0.605453431606293
Ghana,2003,0.600185513496399
Ghana,2004,0.593571186065674
Ghana,2005,0.592722058296204
Ghana,2006,0.587732315063477
Ghana,2007,0.582817316055298
Ghana,2008,0.582094192504883
Ghana,2009,0.581660389900208
Ghana,2010,0.578234493732452
Ghana,2011,0.57570207118988
Ghana,2012,0.575416088104248
Ghana,2013,0.572906970977783
Ghana,2014,0.570786237716675
Greece,1970,0.647664368152618
Greece,1980,0.642822802066803
Greece,1990,0.637632548809052
Greece,2000,0.655780017375946
Greece,2001,0.656253635883331
Greece,2002,0.657536208629608
Greece,2003,0.687841236591339
Greece,2004,0.657674908638
Greece,2005,0.683759689331055
Greece,2006,0.657085716724396
Greece,2007,0.677432239055634
Greece,2008,0.656376659870148
Greece,2009,0.657180190086365
Greece,2010,0.657811760902405
Greece,2011,0.657465815544128
Greece,2012,0.657111585140228
Greece,2013,0.657604932785034
Greece,2014,0.657472670078278
Greenland,1970,0.911532938480377
Greenland,1980,0.911530911922455
Greenland,1990,0.911528527736664
Greenland,2000,0.911525845527649
Greenland,2001,0.911525547504425
Greenland,2002,0.911525368690491
Greenland,2003,0.911525070667267
Greenland,2004,0.911524713039398
Greenland,2005,0.911524415016174
Greenland,2006,0.91152411699295
Greenland,2007,0.911523818969727
Greenland,2008,0.911523520946503
Greenland,2009,0.911523222923279
Greenland,2010,0.911522805690765
Greenland,2011,0.911522388458252
Greenland,2012,0.911522090435028
Greenland,2013,0.911567091941833
Greenland,2014,0.911567091941833
Grenada,1970,0.864795863628387
Grenada,1980,0.892949521541595
Grenada,1990,0.910057902336121
Grenada,2000,0.916674375534058
Grenada,2001,0.910627663135529
Grenada,2002,0.912001967430115
Grenada,2003,0.913304030895233
Grenada,2004,0.914534270763397
Grenada,2005,0.915650844573975
Grenada,2006,0.916674733161926
Grenada,2007,0.917612910270691
Grenada,2008,0.92476761341095
Grenada,2009,0.921477675437927
Grenada,2010,0.931676089763641
Grenada,2011,0.932016134262085
Grenada,2012,0.932346343994141
Grenada,2013,0.935835242271423
Grenada,2014,0.939124643802643
Guadeloupe,1970,0.926737546920776
Guadeloupe,1980,0.925620555877686
Guadeloupe,1990,0.924122750759125
Guadeloupe,2000,0.923388481140137
Guadeloupe,2001,0.923574328422546
Guadeloupe,2002,0.92376983165741
Guadeloupe,2003,0.923962414264679
Guadeloupe,2004,0.924048244953156
Guadeloupe,2005,0.924124002456665
Guadeloupe,2006,0.924195051193237
Guadeloupe,2007,0.924325406551361
Guadeloupe,2008,0.924294888973236
Guadeloupe,2009,0.924291729927063
Guadeloupe,2010,0.924201250076294
Guadeloupe,2011,0.924283385276794
Guadeloupe,2012,0.917262315750122
Guadeloupe,2013,0.917974829673767
Guadeloupe,2014,0.915787577629089
Guatemala,1970,0.749104201793671
Guatemala,1980,0.728664994239807
Guatemala,1990,0.666284620761871
Guatemala,2000,0.646161913871765
Guatemala,2001,0.643543183803558
Guatemala,2002,0.641072452068329
Guatemala,2003,0.61419415473938
Guatemala,2004,0.62156480550766
Guatemala,2005,0.628715693950653
Guatemala,2006,0.636001646518707
Guatemala,2007,0.627333164215088
Guatemala,2008,0.635841310024261
Guatemala,2009,0.626555562019348
Guatemala,2010,0.625588238239288
Guatemala,2011,0.622824013233185
Guatemala,2012,0.620948731899261
Guatemala,2013,0.616210639476776
Guatemala,2014,0.614687323570251
Guinea,1970,0.604326844215393
Guinea,1980,0.599822402000427
Guinea,1990,0.59701269865036
Guinea,2000,0.6060631275177
Guinea,2001,0.604206144809723
Guinea,2002,0.598989248275757
Guinea,2003,0.595969676971436
Guinea,2004,0.593371391296387
Guinea,2005,0.588307559490204
Guinea,2006,0.587370574474335
Guinea,2007,0.58589380979538
Guinea,2008,0.583964347839355
Guinea,2009,0.583414912223816
Guinea,2010,0.581205487251282
Guinea,2011,0.580504775047302
Guinea,2012,0.577666699886322
Guinea,2013,0.576570808887482
Guinea,2014,0.574672639369965
Guinea-Bissau,1970,0.715535283088684
Guinea-Bissau,1980,0.708989381790161
Guinea-Bissau,1990,0.678151488304138
Guinea-Bissau,2000,0.643731415271759
Guinea-Bissau,2001,0.642543852329254
Guinea-Bissau,2002,0.642979919910431
Guinea-Bissau,2003,0.642138242721558
Guinea-Bissau,2004,0.641034662723541
Guinea-Bissau,2005,0.63968563079834
Guinea-Bissau,2006,0.63753753900528
Guinea-Bissau,2007,0.636644244194031
Guinea-Bissau,2008,0.633940517902374
Guinea-Bissau,2009,0.632192015647888
Guinea-Bissau,2010,0.631083130836487
Guinea-Bissau,2011,0.631506860256195
Guinea-Bissau,2012,0.630500614643097
Guinea-Bissau,2013,0.62971830368042
Guinea-Bissau,2014,0.62933760881424
Guyana,1970,0.955975770950317
Guyana,1980,0.944309651851654
Guyana,1990,0.942115902900696
Guyana,2000,0.94116622209549
Guyana,2001,0.941063165664673
Guyana,2002,0.940972447395325
Guyana,2003,0.940887749195099
Guyana,2004,0.940798163414001
Guyana,2005,0.941211044788361
Guyana,2006,0.941175758838654
Guyana,2007,0.941084623336792
Guyana,2008,0.940996944904327
Guyana,2009,0.940914869308472
Guyana,2010,0.940748512744904
Guyana,2011,0.940661370754242
Guyana,2012,0.940581083297729
Guyana,2013,0.940438568592072
Guyana,2014,0.940387547016144
Haiti,1970,0.518196761608124
Haiti,1980,0.530606389045715
Haiti,1990,0.524465799331665
Haiti,2000,0.495184302330017
Haiti,2001,0.498498141765594
Haiti,2002,0.497932136058807
Haiti,2003,0.497518688440323
Haiti,2004,0.496984481811523
Haiti,2005,0.496375650167465
Haiti,2006,0.495687663555145
Haiti,2007,0.453484654426575
Haiti,2008,0.469454169273376
Haiti,2009,0.455338537693024
Haiti,2010,0.449424356222153
Haiti,2011,0.455000996589661
Haiti,2012,0.464273631572723
Haiti,2013,0.455877840518951
Haiti,2014,0.460958957672119
Honduras,1970,0.757404088973999
Honduras,1980,0.738556921482086
Honduras,1990,0.728683233261108
Honduras,2000,0.741497218608856
Honduras,2001,0.740973949432373
Honduras,2002,0.735775709152222
Honduras,2003,0.728704631328583
Honduras,2004,0.729038655757904
Honduras,2005,0.728409826755524
Honduras,2006,0.728000581264496
Honduras,2007,0.727562487125397
