Entity,Year,Public expenditure on health %GDP (OWID extrapolated series)
Spain,1969,1.890029583
Spain,1970,2.129484677
Spain,1971,2.409521278
Spain,1972,2.685747858
Spain,1973,2.982188719
Spain,1974,3.068020043
Spain,1975,3.409757831
Spain,1976,3.617615686
Spain,1977,3.928132462
Spain,1978,4.135566981
Spain,1979,4.113871024
Spain,1980,4.20351237
Spain,1981,4.250608472
Spain,1982,4.36205161
Spain,1983,4.814068361
Spain,1984,4.476352263
Spain,1985,4.296963737
Spain,1986,4.213037424
Spain,1987,4.264578552
Spain,1988,4.719558654
Spain,1989,4.746228806
Spain,1990,5.060026434
Spain,1991,5.130617671
Spain,1992,5.437536093
Spain,1993,5.623168821
Spain,1994,5.510244009
Spain,1995,5.37350656
Spain,1996,5.40027012
Spain,1997,5.3145116
Spain,1998,5.28440591
Spain,1999,5.26970801
Spain,2000,5.16745964
Spain,2001,5.15573849
Spain,2002,5.1689361
Spain,2003,5.72787555
Spain,2004,5.79793601
Spain,2005,5.8758031
Spain,2006,6.00532064
Spain,2007,6.09879015
Spain,2008,6.51285614
Spain,2009,7.20975996
Spain,2010,7.17324211
Spain,2011,7.00106113
Spain,2012,6.7346152
Spain,2013,6.50261021
Spain,2014,6.3999919
Sri Lanka,1995,1.61537171
Sri Lanka,1996,1.61145017
Sri Lanka,1997,1.52076947
Sri Lanka,1998,1.8780219
Sri Lanka,1999,1.74671147
Sri Lanka,2000,1.84632163
Sri Lanka,2001,1.7582097
Sri Lanka,2002,1.68333601
Sri Lanka,2003,1.67761519
Sri Lanka,2004,2.00550879
Sri Lanka,2005,1.85010327
Sri Lanka,2006,1.95005921
Sri Lanka,2007,1.82597645
Sri Lanka,2008,1.58152413
Sri Lanka,2009,1.53517067
Sri Lanka,2010,1.55380394
Sri Lanka,2011,1.38092651
Sri Lanka,2012,1.21959941
Sri Lanka,2013,2.10256415
Sri Lanka,2014,1.96395333
Sudan,1995,0.78582211
Sudan,1996,1.11324463
Sudan,1997,0.89135114
Sudan,1998,0.94742306
Sudan,1999,0.7634364
Sudan,2000,0.88739896
Sudan,2001,0.75511584
Sudan,2002,0.78327798
Sudan,2003,0.88321553
Sudan,2004,1.08072276
Sudan,2005,1.091364
Sudan,2006,1.27056271
Sudan,2007,1.5118424
Sudan,2008,2.63095551
Sudan,2009,2.35673487
Sudan,2010,2.69846891
Sudan,2011,2.55734351
Sudan,2012,1.87179556
Sudan,2013,1.85979376
Sudan,2014,1.80236186
Suriname,1995,4.47188524
Suriname,1996,3.14505988
Suriname,1997,5.65122338
Suriname,1998,7.11566776
Suriname,1999,5.19650466
Suriname,2000,5.61756267
Suriname,2001,4.18437863
Suriname,2002,3.55135356
Suriname,2003,3.35714487
Suriname,2004,3.32716452
Suriname,2005,3.46938776
Suriname,2006,3.17779314
Suriname,2007,2.9772981
Suriname,2008,2.7096789
Suriname,2009,3.196518
Suriname,2010,2.93035867
Suriname,2011,2.92140552
Suriname,2012,3.21586169
Suriname,2013,3.20256205
Suriname,2014,2.94062408
Swaziland,1995,2.83207158
Swaziland,1996,3.05791961
Swaziland,1997,2.81207849
Swaziland,1998,2.87910071
Swaziland,1999,3.00306651
Swaziland,2000,2.9584121
Swaziland,2001,2.93365728
Swaziland,2002,3.0504573
Swaziland,2003,3.7192249
Swaziland,2004,3.72247657
Swaziland,2005,4.59198891
Swaziland,2006,4.55922204
Swaziland,2007,4.81731525
Swaziland,2008,5.70029508
Swaziland,2009,5.76859486
Swaziland,2010,5.96526639
Swaziland,2011,5.97112593
Swaziland,2012,6.29539313
Swaziland,2013,7.37420408
Swaziland,2014,7.00490949
Sweden,1880,0.12
Sweden,1890,0.16
Sweden,1900,0.19
Sweden,1910,0.31
Sweden,1920,0.25
Sweden,1930,0.89
Sweden,1960,2.778422007
Sweden,1961,2.841767545
Sweden,1962,2.912461389
Sweden,1963,3.29313588
Sweden,1964,3.411720324
Sweden,1965,3.616318344
Sweden,1966,3.995160102
Sweden,1967,4.27594397
Sweden,1968,4.703991873
Sweden,1969,4.762052208
Sweden,1970,5.03830062
Sweden,1971,5.523132862
Sweden,1972,5.621672448
Sweden,1973,5.575024551
Sweden,1974,6.092084262
Sweden,1975,6.392400583
Sweden,1976,6.671741737
Sweden,1977,7.516866167
Sweden,1978,7.580774879
Sweden,1979,7.486823611
Sweden,1980,7.874864197
Sweden,1981,7.914192635
Sweden,1982,7.975151713
Sweden,1983,7.876830619
Sweden,1984,7.692096207
Sweden,1985,7.184868605
Sweden,1986,6.965284827
Sweden,1987,7.04678209
Sweden,1988,6.931964901
Sweden,1989,7.003520808
Sweden,1990,6.307188968
Sweden,1991,6.158833361
Sweden,1992,7.170557423
Sweden,1993,7.416469405
Sweden,1994,7.025588432
Sweden,1995,6.90126687
Sweden,1996,7.1283581
Sweden,1997,6.88822693
Sweden,1998,6.96248044
Sweden,1999,7.02754977
Sweden,2000,6.94369809
Sweden,2001,7.18824026
Sweden,2002,7.51394442
Sweden,2003,7.63485872
Sweden,2004,7.39519654
Sweden,2005,7.3541503
Sweden,2006,7.25951611
Sweden,2007,7.25478868
Sweden,2008,7.52156464
Sweden,2009,8.10054769
Sweden,2010,7.71831033
Sweden,2011,9.91469179
Sweden,2012,9.95552109
Sweden,2013,10.05201523
Sweden,2014,10.0246943
Switzerland,1880,0
Switzerland,1890,0
Switzerland,1900,0
Switzerland,1920,0.08
Switzerland,1930,0.26
Switzerland,1960,1.374851856
Switzerland,1961,1.433962201
Switzerland,1962,1.484112569
Switzerland,1963,1.523356774
Switzerland,1964,1.531024058
Switzerland,1965,1.575846191
Switzerland,1966,1.99155599
Switzerland,1967,2.093592225
Switzerland,1968,2.188635308
Switzerland,1969,2.230313356
Switzerland,1970,2.266727573
Switzerland,1971,2.43434811
Switzerland,1972,2.506325915
Switzerland,1973,2.623030447
Switzerland,1974,2.815909665
Switzerland,1975,3.305586531
Switzerland,1976,3.370684923
Switzerland,1977,3.36859332
Switzerland,1978,3.309704311
Switzerland,1979,3.323135116
Switzerland,1980,3.359859085
Switzerland,1981,3.415295772
Switzerland,1982,3.498269648
Switzerland,1983,3.658333467
Switzerland,1984,3.626489568
Switzerland,1985,3.58975076
Switzerland,1986,3.657686917
Switzerland,1987,3.752628752
Switzerland,1988,3.813707999
Switzerland,1989,3.957492132
Switzerland,1990,3.95717566
Switzerland,1991,4.318693067
Switzerland,1992,4.607843698
Switzerland,1993,4.698038441
Switzerland,1994,4.730318665
Switzerland,1995,4.99942602
Switzerland,1996,5.29231057
Switzerland,1997,5.31362517
Switzerland,1998,5.38163981
Switzerland,1999,5.51555988
Switzerland,2000,5.49217584
Switzerland,2001,5.8529463
Switzerland,2002,6.12377944
Switzerland,2003,6.37975145
Switzerland,2004,6.40031136
Switzerland,2005,6.45940567
Switzerland,2006,6.14173785
Switzerland,2007,6.03241843
Switzerland,2008,6.70373863
Switzerland,2009,7.20971487
Switzerland,2010,7.09727006
Switzerland,2011,7.20092736
Switzerland,2012,7.49878485
Switzerland,2013,7.73380556
Switzerland,2014,7.69511736
Syria,1995,2.18923771
Syria,1996,1.9540947
Syria,1997,1.87776048
Syria,1998,1.96092323
Syria,1999,2.01442573
Syria,2000,1.98977917
Syria,2001,2.17305147
Syria,2002,2.26224293
Syria,2003,2.46833817
Syria,2004,2.14840898
Syria,2005,2.07556844
Syria,2006,1.83354684
Syria,2007,1.7896513
Syria,2008,1.5964767
Syria,2009,1.63137635
Syria,2010,1.50716579
Syria,2011,1.50716579
Syria,2012,1.50716579
Syria,2013,1.50716579
Syria,2014,1.50716579
Tajikistan,1995,1.28944439
Tajikistan,1996,1.29672085
Tajikistan,1997,1.60122732
Tajikistan,1998,1.14122919
Tajikistan,1999,1.04083229
Tajikistan,2000,0.94647466
Tajikistan,2001,0.94976625
Tajikistan,2002,0.90658275
Tajikistan,2003,0.91056038
Tajikistan,2004,0.94333442
Tajikistan,2005,1.14381928
Tajikistan,2006,1.12905378
Tajikistan,2007,1.1847518
Tajikistan,2008,1.37177418
Tajikistan,2009,1.47853698
Tajikistan,2010,1.59468331
Tajikistan,2011,1.71027997
Tajikistan,2012,1.87760452
Tajikistan,2013,2.06773179
Tajikistan,2014,1.98376501
Tanzania,1995,1.36713898
Tanzania,1996,1.17408048
Tanzania,1997,1.12722837
Tanzania,1998,1.00973522
Tanzania,1999,1.1200299
Tanzania,2000,1.14593937
Tanzania,2001,1.76959539
Tanzania,2002,2.10662222
Tanzania,2003,2.57352487
Tanzania,2004,2.56594505
Tanzania,2005,2.96516586
Tanzania,2006,4.76350573
Tanzania,2007,3.03847116
Tanzania,2008,2.4358781
Tanzania,2009,2.10963816
Tanzania,2010,2.07289734
Tanzania,2011,2.48661514
Tanzania,2012,2.79046023
Tanzania,2013,2.56540809
Tanzania,2014,2.58995871
Thailand,1995,1.66012285
Thailand,1996,1.81208902
Thailand,1997,2.15596494
Thailand,1998,2.04775466
Thailand,1999,1.91892618
Thailand,2000,1.90638513
Thailand,2001,1.86940923
Thailand,2002,2.35020969
Thailand,2003,2.2849944
Thailand,2004,2.28104688
Thailand,2005,2.28501586
Thailand,2006,2.53977195
Thailand,2007,2.72044587
Thailand,2008,2.97744708
Thailand,2009,3.05171093
Thailand,2010,2.84136038
Thailand,2011,3.20115627
Thailand,2012,3.24811916
Thailand,2013,3.09498129
Thailand,2014,3.20842519
Timor,2000,1.2236124
Timor,2001,1.2236124
Timor,2002,1.27291667
Timor,2003,1.34530938
Timor,2004,0.71284404
Timor,2005,0.60088203
Timor,2008,0.62131111
Timor,2009,0.8750758
Timor,2010,0.8173191
Timor,2011,0.67673769
Timor,2012,0.91575551
Timor,2013,1.17193477
Timor,2014,1.33363109
Togo,1995,1.51424257
Togo,1996,1.47636612
Togo,1997,1.26369443
Togo,1998,1.52281792
Togo,1999,1.42062087
Togo,2000,1.42084297
Togo,2001,1.25272483
Togo,2002,0.90614899
Togo,2003,1.44199981
Togo,2004,1.6843732
Togo,2005,1.89845596
Togo,2006,2.25963314
Togo,2007,2.15757357
Togo,2008,2.4164918
Togo,2009,3.27821544
Togo,2010,1.93858514
Togo,2011,1.65533746
Togo,2012,1.94779734
Togo,2013,2.14830705
Togo,2014,2.01732113
Tonga,1995,2.67082451
Tonga,1996,2.79686377
Tonga,1997,3.0401616
Tonga,1998,3.21272164
Tonga,1999,3.76389217
Tonga,2000,3.35035807
Tonga,2001,4.28410043
Tonga,2002,3.80791979
Tonga,2003,4.23304111
Tonga,2004,4.05093463
Tonga,2005,5.68038049
Tonga,2006,4.87918392
Tonga,2007,4.76281829
Tonga,2008,4.18653704
Tonga,2009,3.70510996
Tonga,2010,3.69486834
Tonga,2011,3.22352439
Tonga,2012,3.64053035
Tonga,2013,4.05562431
Tonga,2014,4.26569894
Trinidad and Tobago,1995,2.63826998
Trinidad and Tobago,1996,2.38676505
Trinidad and Tobago,1997,2.34439315
Trinidad and Tobago,1998,1.9526589
Trinidad and Tobago,1999,2.3448613
Trinidad and Tobago,2000,1.9555949
Trinidad and Tobago,2001,2.2269812
Trinidad and Tobago,2002,2.64700657
Trinidad and Tobago,2003,2.59997323
Trinidad and Tobago,2004,2.59977723
Trinidad and Tobago,2005,2.64198168
Trinidad and Tobago,2006,2.2319773
Trinidad and Tobago,2007,2.37526743
Trinidad and Tobago,2008,2.1644503
Trinidad and Tobago,2009,3.28081068
Trinidad and Tobago,2010,3.01833869
Trinidad and Tobago,2011,2.68015137
Trinidad and Tobago,2012,2.89498885
Trinidad and Tobago,2013,3.14449428
Trinidad and Tobago,2014,3.17462752
Tunisia,1995,2.89433999
Tunisia,1996,2.9873341
Tunisia,1997,2.69982751
Tunisia,1998,2.91930487
Tunisia,1999,2.8987084
Tunisia,2000,2.96160995
Tunisia,2001,2.83444795
Tunisia,2002,2.80141766
Tunisia,2003,2.83340535
Tunisia,2004,2.91368591
Tunisia,2005,2.8660363
Tunisia,2006,2.95506622
Tunisia,2007,2.95239633
Tunisia,2008,3.0419123
Tunisia,2009,3.50737886
Tunisia,2010,3.82921248
Tunisia,2011,4.16722401
Tunisia,2012,4.15787253
Tunisia,2013,4.22962329
Tunisia,2014,3.96881649
Turkey,1962,0.534093542
Turkey,1963,0.529781101
Turkey,1964,0.568992157
Turkey,1965,0.581742505
Turkey,1966,0.631076177
Turkey,1967,0.641213861
Turkey,1968,0.682231053
Turkey,1969,0.767052563
Turkey,1970,0.675452704
Turkey,1971,0.515844647
Turkey,1972,0.354891619
Turkey,1975,0.893699141
Turkey,1977,0.499702231
Turkey,1978,0.420826994
Turkey,1979,0.521893238
Turkey,1980,0.711090787
Turkey,1981,0.28249634
Turkey,1982,0.425394489
Turkey,1983,0.374495148
Turkey,1984,0.91308817
Turkey,1985,0.741890388
Turkey,1986,0.742790376
Turkey,1987,0.716790713
Turkey,1988,1.047686426
Turkey,1989,1.325382828
Turkey,1990,1.502680531
Turkey,1991,1.794476751
Turkey,1992,1.883975591
Turkey,1993,1.832476258
Turkey,1994,1.850276028
Turkey,1995,1.76287716
Turkey,1996,2.00716694
Turkey,1997,2.24402406
Turkey,1998,2.5846704
Turkey,1999,2.91311571
Turkey,2000,3.11423965
Turkey,2001,3.51255381
Turkey,2002,3.78627822
Turkey,2003,3.8396532
Turkey,2004,3.82607109
Turkey,2005,3.69638291
Turkey,2006,3.97103967
Turkey,2007,4.09521858
Turkey,2008,4.4352952
Turkey,2009,4.92253199
Turkey,2010,4.41227044
Turkey,2011,4.20585981
Turkey,2012,4.1491433
Turkey,2013,4.22563991
Turkey,2014,4.19377897
Turkmenistan,1995,1.85582822
Turkmenistan,1996,2.26143943
Turkmenistan,1997,3.47922368
Turkmenistan,1998,3.50125045
Turkmenistan,1999,2.3858197
Turkmenistan,2000,3.21462761
Turkmenistan,2001,2.81791707
Turkmenistan,2002,2.43147657
Turkmenistan,2003,2.70852622
Turkmenistan,2004,2.42143051
Turkmenistan,2005,2.02105027
Turkmenistan,2006,1.54554851
Turkmenistan,2007,1.38814815
Turkmenistan,2008,0.94683647
Turkmenistan,2009,1.16307322
Turkmenistan,2010,1.22363787
Turkmenistan,2011,1.26809727
Turkmenistan,2012,1.27337639
Turkmenistan,2013,1.42600223
Turkmenistan,2014,1.34853056
Tuvalu,1995,7.96018572
Tuvalu,1996,11.27466333
Tuvalu,1997,8.08774651
Tuvalu,1998,8.61401471
Tuvalu,1999,9.22198296
Tuvalu,2000,15.66666667
Tuvalu,2001,17.26923077
Tuvalu,2002,14.3862069
Tuvalu,2003,21.65409429
Tuvalu,2004,16.74897207
Tuvalu,2005,18.23437732
Tuvalu,2006,19.25675217
Tuvalu,2007,16.85609763
Tuvalu,2008,13.26834375
Tuvalu,2009,12.69334417
Tuvalu,2010,16.62857143
Tuvalu,2011,16.84210526
Tuvalu,2012,13.64102564
Tuvalu,2013,16.475
Tuvalu,2014,16.4047619
Uganda,1995,1.41993495
Uganda,1996,1.41323765
Uganda,1997,1.43478157
Uganda,1998,1.89518293
Uganda,1999,1.65854835
Uganda,2000,1.83795893
Uganda,2001,1.98004866
Uganda,2002,2.10532193
Uganda,2003,1.94810848
Uganda,2004,2.26555177
Uganda,2005,2.36197808
Uganda,2006,2.47235711
Uganda,2007,2.46180943
Uganda,2008,2.30281954
Uganda,2009,1.81433437
Uganda,2010,3.11835842
Uganda,2011,2.63326718
Uganda,2012,2.15389932
Uganda,2013,2.08789672
Uganda,2014,1.80125132
Ukraine,1995,5.08819857
Ukraine,1996,4.78908302
Ukraine,1997,4.19367837
Ukraine,1998,3.54020243
Ukraine,1999,2.94215048
Ukraine,2000,2.89545481
Ukraine,2001,3.07213869
Ukraine,2002,3.51401621
Ukraine,2003,4.04259006
Ukraine,2004,3.86974701
Ukraine,2005,3.81173944
Ukraine,2006,3.88456923
Ukraine,2007,3.93045394
Ukraine,2008,3.8250905
Ukraine,2009,4.29235393
Ukraine,2010,4.42133481
Ukraine,2011,3.72982124
Ukraine,2012,4.12524044
Ukraine,2013,4.1507949
Ukraine,2014,3.60452112
United Arab Emirates,1995,2.08173815
United Arab Emirates,1996,1.94880557
United Arab Emirates,1997,1.94839582
United Arab Emirates,1998,2.05670678
United Arab Emirates,1999,1.91762947
United Arab Emirates,2000,1.6770586
United Arab Emirates,2001,1.9444921
United Arab Emirates,2002,1.71398298
United Arab Emirates,2003,1.67154037
United Arab Emirates,2004,1.45604253
United Arab Emirates,2005,1.36889725
United Arab Emirates,2006,1.38250695
United Arab Emirates,2007,1.55537724
United Arab Emirates,2008,1.9216341
United Arab Emirates,2009,3.03412595
United Arab Emirates,2010,2.83416558
United Arab Emirates,2011,2.73248804
United Arab Emirates,2012,2.55002589
United Arab Emirates,2013,2.55732609
United Arab Emirates,2014,2.63615158
United Kingdom,1880,0.13
United Kingdom,1890,0.16
United Kingdom,1900,0.29
United Kingdom,1910,0.32
United Kingdom,1920,0.56
United Kingdom,1930,0.64
United Kingdom,1960,3.224041051
United Kingdom,1961,3.284155254
United Kingdom,1962,3.262705515
United Kingdom,1963,3.280681937
United Kingdom,1964,3.277127882
United Kingdom,1965,3.430378862
United Kingdom,1966,3.558703628
United Kingdom,1967,3.743486777
United Kingdom,1968,3.753670645
United Kingdom,1969,3.646506495
United Kingdom,1970,3.78996412
United Kingdom,1971,3.833956354
United Kingdom,1972,3.932220415
United Kingdom,1973,3.842246348
United Kingdom,1974,4.578839935
United Kingdom,1975,4.958521653
United Kingdom,1976,4.959295386
United Kingdom,1977,4.839366808
United Kingdom,1978,4.809743897
United Kingdom,1979,4.700315978
United Kingdom,1980,5.009256415
United Kingdom,1981,5.206116136
United Kingdom,1982,4.971564577
United Kingdom,1983,5.157039372
United Kingdom,1984,5.043853323
United Kingdom,1985,4.893859701
United Kingdom,1986,4.870868785
United Kingdom,1987,4.886896106
United Kingdom,1988,4.78708458
United Kingdom,1989,4.696336781
United Kingdom,1990,4.74253968
United Kingdom,1991,5.069054904
United Kingdom,1992,5.499139785
United Kingdom,1993,5.59994611
United Kingdom,1994,5.626916224
United Kingdom,1995,5.6138733
United Kingdom,1996,5.57490195
United Kingdom,1997,5.21640129
United Kingdom,1998,5.2734394
United Kingdom,1999,5.50350709
United Kingdom,2000,5.52346736
United Kingdom,2001,5.76594989
United Kingdom,2002,6.04001621
United Kingdom,2003,6.209568
United Kingdom,2004,6.48242997
United Kingdom,2005,6.65834492
United Kingdom,2006,6.82659841
United Kingdom,2007,6.7944811
United Kingdom,2008,7.22015292
United Kingdom,2009,8.16289805
United Kingdom,2010,7.94167603
United Kingdom,2011,7.76541129
United Kingdom,2012,7.80263316
United Kingdom,2013,7.78048094
United Kingdom,2014,7.57885017
United States,1880,0.09
United States,1890,0.14
United States,1900,0.17
United States,1910,0.26
United States,1920,0.4
United States,1930,0.34
United States,1960,1.120720274
United States,1961,1.188682751
United States,1962,1.207253953
United States,1963,1.251256186
United States,1964,1.249643652
United States,1965,1.26676648
United States,1966,1.524254737
United States,1967,2.035775895
United States,1968,2.16793632
United States,1969,2.220965416
United States,1970,2.370171962
United States,1971,2.480909504
United States,1972,2.540930684
United States,1973,2.589499781
United States,1974,2.824369712
United States,1975,3.047992062
United States,1976,3.110876262
United States,1977,3.177441489
United States,1978,3.204026679
United States,1979,3.283168745
United States,1980,3.52969526
United States,1981,3.655361409
United States,1982,3.906795958
United States,1983,3.953422292
United States,1984,3.868349683
United States,1985,3.910783737
United States,1986,4.053321257
United States,1987,4.180214415
United States,1988,4.205265844
United States,1989,4.353631656
United States,1990,4.632469401
United States,1991,5.100061998
United States,1992,5.386568548
United States,1993,5.639025605
United States,1994,5.799559253
United States,1995,5.90947879
United States,1996,5.89127429
United States,1997,5.83075014
United States,1998,5.6766692
United States,1999,5.613685
United States,2000,5.65347102
United States,2001,6.07409801
United States,2002,6.42394079
United States,2003,6.61886754
United States,2004,6.69810039
United States,2005,6.72260898
United States,2006,6.88253254
United States,2007,7.01636006
United States,2008,7.36788367
United States,2009,8.01454968
United States,2010,8.07978444
United States,2011,8.07412666
United States,2012,8.04235781
United States,2013,8.04500678
United States,2014,8.27851771
Uruguay,1995,3.8801555
Uruguay,1996,3.4247286
Uruguay,1997,2.61225038
Uruguay,1998,2.58615273
Uruguay,1999,2.91806385
Uruguay,2000,2.71154755
Uruguay,2001,2.31432705
Uruguay,2002,2.04471646
Uruguay,2003,1.75342772
Uruguay,2004,7.29388409
Uruguay,2005,7.06981077
Uruguay,2006,7.24502509
Uruguay,2007,4.5932749
Uruguay,2008,5.29781275
Uruguay,2009,5.35267689
Uruguay,2010,5.372432
Uruguay,2011,5.52095069
Uruguay,2012,5.94708868
Uruguay,2013,6.07463523
Uruguay,2014,6.11148431
Uzbekistan,1995,3.6
Uzbekistan,1996,3.7
Uzbekistan,1997,3.3
Uzbekistan,1998,2.94458669
Uzbekistan,1999,2.80458129
Uzbekistan,2000,2.51569082
Uzbekistan,2001,2.55011411
Uzbekistan,2002,2.42405533
Uzbekistan,2003,2.3806037
Uzbekistan,2004,2.26249735
Uzbekistan,2005,2.27901328
Uzbekistan,2006,2.45480339
Uzbekistan,2007,2.29868748
Uzbekistan,2008,2.52990005
Uzbekistan,2009,2.61929018
Uzbekistan,2010,2.75131715
Uzbekistan,2011,2.86390062
Uzbekistan,2012,3.12737145
Uzbekistan,2013,3.11790626
Uzbekistan,2014,3.11124825
Vanuatu,1995,2.13930526
Vanuatu,1996,1.74974681
Vanuatu,1997,2.29683025
Vanuatu,1998,3.03857039
Vanuatu,1999,2.63995255
Vanuatu,2000,2.73692934
Vanuatu,2001,2.78855013
Vanuatu,2002,2.90766025
Vanuatu,2003,3.41892714
Vanuatu,2004,3.52465699
Vanuatu,2005,3.29299625
Vanuatu,2006,3.42744532
Vanuatu,2007,3.16168153
Vanuatu,2008,3.17989157
Vanuatu,2009,3.4023227
Vanuatu,2010,4.18259763
Vanuatu,2011,3.32017835
Vanuatu,2012,3.16739626
Vanuatu,2013,3.39147527
Vanuatu,2014,4.51074955
Venezuela,1995,1.80315213
Venezuela,1996,1.48241491
Venezuela,1997,1.38731649
Venezuela,1998,1.4660156
Venezuela,1999,1.83342208
Venezuela,2000,2.16305948
Venezuela,2001,2.3407567
Venezuela,2002,2.151332
Venezuela,2003,2.0793005
Venezuela,2004,2.15814063
Venezuela,2005,2.15333243
Venezuela,2006,2.22177012
Venezuela,2007,2.4647812
Venezuela,2008,1.23048911
Venezuela,2009,2.49631244
Venezuela,2010,2.08823928
Venezuela,2011,2.33545129
Venezuela,2012,1.67563803
Venezuela,2013,1.54285909
Venezuela,2014,1.54276595
Vietnam,1995,1.75786274
Vietnam,1996,1.63223173
Vietnam,1997,1.60461127
Vietnam,1998,1.73143758
Vietnam,1999,1.71706003
Vietnam,2000,1.51386344
Vietnam,2001,1.62756071
Vietnam,2002,1.44773561
Vietnam,2003,1.55182242
Vietnam,2004,1.39364958
Vietnam,2005,1.41956956
Vietnam,2006,1.94486753
Vietnam,2007,2.56355227
Vietnam,2008,2.1319632
Vietnam,2009,2.56918742
Vietnam,2010,2.96096663
Vietnam,2011,2.80500187
Vietnam,2012,3.72212414
Vietnam,2013,3.79636056
Vietnam,2014,3.82001911
Yemen,1995,1.35873982
Yemen,1996,1.64450064
Yemen,1997,1.89841016
Yemen,1998,2.32403781
Yemen,1999,2.12739116
Yemen,2000,2.23528563
Yemen,2001,2.29418065
Yemen,2002,2.1426485
Yemen,2003,2.18173073
Yemen,2004,1.85433054
Yemen,2005,1.55111698
Yemen,2006,1.52160194
Yemen,2007,1.46278958
Yemen,2008,1.5650183
Yemen,2009,1.3366978
Yemen,2010,1.2991309
Yemen,2011,1.3504469
Yemen,2012,1.57162782
Yemen,2013,1.41000997
Yemen,2014,1.27187099
Zambia,1995,2.15248886
Zambia,1996,2.4846778
Zambia,1997,2.58523932
Zambia,1998,3.13396508
Zambia,1999,3.40369703
Zambia,2000,3.71989992
Zambia,2001,3.52655921
Zambia,2002,4.01810963
Zambia,2003,4.18766916
Zambia,2004,3.65708439
Zambia,2005,3.956979
Zambia,2006,2.75584562
Zambia,2007,1.88582202
Zambia,2008,2.18994158
Zambia,2009,2.26166779
Zambia,2010,2.27995642
Zambia,2011,2.14893195
Zambia,2012,2.53637046
Zambia,2013,2.76540472
Zambia,2014,2.76009455
Zimbabwe,2000,3.22239341
Zimbabwe,2001,2.3495571
Zimbabwe,2002,2.38021043
Zimbabwe,2003,2.3792469
Zimbabwe,2004,2.7888449
Zimbabwe,2005,2.02002898
Zimbabwe,2006,0.78120716
Zimbabwe,2009,1.48359968
Zimbabwe,2010,1.69055376
Zimbabwe,2011,2.12115
Zimbabwe,2012,2.78944514
Zimbabwe,2013,2.84744956
Zimbabwe,2014,2.37379078
