Entity,Year,all_species_number,bau_habitat_loss_all,combined_habitat_loss_all,diets_habitat_loss_all,waste_habitat_loss_all,trade_habitat_loss_all,yields_habitat_loss_all,amphibian_species_number,bau_habitat_loss_amphibians,combined_habitat_loss_amphibians,diets_habitat_loss_amphibians,waste_habitat_loss_amphibians,trade_habitat_loss_amphibians,yields_habitat_loss_amphibians,bird_species_number,bau_habitat_loss_birds,combined_habitat_loss_birds,diets_habitat_loss_birds,waste_habitat_loss_birds,trade_habitat_loss_birds,yields_habitat_loss_birds,mammal_species_number,bau_habitat_loss_mammals,combined_habitat_loss_mammals,diets_habitat_loss_mammals,waste_habitat_loss_mammals,trade_habitat_loss_mammals,yields_habitat_loss_mammals,bau_change_cropland_km2,combined_change_cropland_km2,diets_change_cropland_km2,yields_change_cropland_km2,waste_change_cropland_km2,trade_change_cropland_km2,countries_losing_25_species,bau_change_pct,combined_change_pct,diets_change_pct,yields_change_pct,waste_change_pct,trade_change_pct,species_losing_more_25pct,species_losing_more_50pct,species_losing_more_75pct,species_losing_more_90pct,species_losing_more_25pct_yields,species_losing_more_50pct_yields,species_losing_more_75pct_yields,species_losing_more_90pct_yields,species_losing_more_25pct_combined,species_losing_more_50pct_combined,species_losing_more_75pct_combined,species_losing_more_90pct_combined
Tonga,2050,87,-2.121488133,-0.934016216,-1.478861114,-1.681385703,-2.102079556,-1.634112238,,,,,,,,84,-2.171192253,-0.968115661,-1.523281694,-1.724424315,-2.151115034,-1.681445503,3,-0.729772777,0.020768256,-0.235084878,-0.476304589,-0.729086177,-0.308780824,,,,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,2050,570,-3.850256513,2.226845585,0.482747635,-2.198298307,-3.975321703,-1.946722214,27,-2.087734269,2.547167027,1.507242304,-1.113270197,-2.200379551,-1.083806064,456,-4.117010174,2.112746669,0.249689975,-2.367980595,-4.228379824,-2.152814375,87,-2.99908906,2.725471178,1.386344616,-1.645661935,-3.199792216,-1.13431659,-264.473931,-1191.627771,-1013.708247,-373.193359,-524.040032,-115.683689,,-12.68825227,-57.16886239,-48.63309557,-17.90411427,-25.14104925,-5.549975469,,,,,,,,,,,,
Tunisia,2050,452,-3.035370603,3.84962193,-0.420731698,-0.946409177,-3.194623517,1.467543753,5,-5.493077408,8.072704214,-2.858488215,0.224848144,-8.507048738,7.006987255,370,-2.422832369,4.027014826,0.285880748,-0.474401081,-2.551904887,1.477284917,77,-5.819144793,2.722988384,-3.657846275,-3.290555696,-5.938049065,1.061031439,-3916.19042,-6518.88333,-1921.01643,-3916.19029,-11097.67382,-705.60811,,-9.068112943,-15.09476403,-4.448198909,-9.068112642,-25.69715688,-1.633866934,,,,,,,,,,,,
Turkey,2050,622,-0.536204064,6.29506875,2.767238789,1.908653526,-1.222951747,3.387463219,22,1.184885823,10.51721901,5.4121509,5.067609651,-0.743830594,7.712730823,452,-1.398740312,4.066433056,1.122254708,0.356162467,-1.640035604,1.696580711,148,1.842190574,12.47382569,7.397946478,6.180470582,-0.020375816,7.908564614,-199.4066,-98328.6696,-33418.1303,-85894.926,-38614.3077,16577.74,,-0.097077885,-47.8697259,-16.26907741,-41.81655849,-18.79875252,8.070605176,,,,,,,,,,,,
Turkmenistan,2050,470,-1.434244424,4.134799362,1.085451766,0.442232879,-1.727334456,1.852952027,1,0,0,0,0,0,0,379,-1.662101882,3.793344493,0.84469677,0.058449854,-1.828025392,1.518129035,90,-0.490647397,5.61864597,2.111358378,2.063299538,-1.322506343,3.283517204,4595.3757,-1935.16012,1052.16098,1053.4946,331.23934,6346.52317,,27.31478821,-11.50253914,6.254016257,6.261943258,1.968877631,37.72356116,,,,,,,,,,,,
Turks and Caicos Islands,2050,279,-4.3613952,3.729492852,1.178522781,-1.654979247,-4.610826967,-2.962232085,,,,,,,,279,-4.3613952,3.729492852,1.178522781,-1.654979247,-4.610826967,-2.962232085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu,2050,50,-2.459379935,-1.353223689,-1.918082383,-2.053713721,-2.445151431,-2.056028019,,,,,,,,49,-2.509571363,-1.380840499,-1.957226921,-2.095626246,-2.495052481,-2.097987775,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Uganda,2050,1418,-14.56059228,2.857471713,-10.55118663,-11.24977148,-11.44379572,0.220994522,55,-28.04496112,6.452168137,-18.44234213,-22.46392988,-22.85038885,2.663027724,1035,-11.53945598,2.571202614,-8.497009764,-8.794428114,-9.008124787,0.231937005,328,-21.83265258,3.158021146,-15.70990463,-17.11715463,-17.21683473,-0.223021624,99800.87193,-20172.00067,60852.71373,19955.97797,59393.21643,65274.81633,371,137.0337601,-27.69760471,83.55514347,27.40099003,81.55114893,89.62700773,,,,,,,,,,,,
Ukraine,2050,479,1.168662719,9.044728907,5.892072724,3.976508199,0.152514657,4.574001677,13,2.024305396,8.914427226,6.799719722,5.061501359,0.338496263,3.757205023,354,-1.105117122,4.77791177,1.77306503,0.811662513,-1.422474597,1.980771447,112,8.256115476,22.54604309,18.8057273,13.85374447,5.10901854,12.86526827,-53376.0835,-113006.4541,-104203.0224,-81661.3298,-73031.9584,-40014.4952,,-24.61903479,-52.12277939,-48.06230928,-37.66524232,-33.6850553,-18.45617334,,,,,,,,,,,,
United Arab Emirates,2050,473,-2.89454251,3.363250855,-0.299299359,-1.142590733,-2.823097008,1.117743291,,,,,,,,438,-2.672876495,3.445689029,-0.039510201,-0.933678744,-2.65812023,1.130062241,35,-5.668534353,2.331595987,-3.550375105,-3.756975051,-4.88766354,0.963580429,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,2050,635,-1.397582277,4.519426908,1.841690311,0.708083001,-1.838757037,0.991404348,13,1.318201484,14.25327761,9.696444455,8.131937275,-1.871073244,2.659624914,563,-1.875175982,3.681983474,1.056293603,-0.032382235,-2.113803823,0.525590727,59,2.561401909,10.36587766,7.60553002,6.138113885,0.792962477,5.06879759,-1696.56411,-12168.77636,-9270.29285,-1696.56411,-6983.46331,1626.85839,,-4.006341664,-28.7358877,-21.8912803,-4.006341664,-16.4910597,3.841735488,,,,,,,,,,,,
United States,2050,1577,-3.732731102,3.931216982,1.343735044,-0.862917405,-3.865102852,-2.588885198,198,-6.600324892,8.645623887,3.240811417,-0.364043854,-6.681719661,-6.339928362,1040,-3.037990649,2.703345001,0.736287258,-1.094452694,-3.1610084,-1.656279686,339,-4.189210454,4.944592478,2.099264764,-0.443980126,-4.380053006,-3.259101085,178723.495,-230311.0658,-77574.7836,178723.492,9593.71,178723.495,,17.27647892,-22.26324118,-7.498841234,17.27647863,0.927385225,17.27647892,,,,,,,,,,,,
United States Minor Outlying Islands,2050,127,-3.639213031,1.580099483,-0.157292639,-2.04460636,-3.80466144,-2.515998198,,,,,,,,126,-3.668095674,1.592639955,-0.158540993,-2.060833394,-3.834857166,-2.535966438,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
United States Virgin Islands,2050,267,-3.970714595,3.510154485,1.132503258,-1.529936175,-4.236852077,-2.418122284,7,0.290987537,3.584802544,3.051092803,1.28854385,-0.2638162,0.979695693,251,-4.161442536,3.380165726,0.930960792,-1.683988387,-4.398095267,-2.616638405,9,-1.966181429,7.077336935,5.261062391,0.574257725,-2.830097692,0.475524469,,,,,,,,,,,,,,,,,,,,,,,,,
Uruguay,2050,558,-8.935065822,0.316997825,-2.324066039,-6.294310635,-9.223870911,-4.835097095,31,-12.83583808,0.051709695,-3.837197058,-8.997278305,-13.56463491,-6.934198483,446,-8.323781753,0.237206323,-2.202641633,-5.913325077,-8.502765709,-4.627939519,81,-10.80801341,0.857873651,-2.413550277,-7.357613859,-11.53312073,-5.172382725,2871.312767,56.016637,1186.016847,143.447267,1147.322217,3921.065427,34,28.80321051,0.561923802,11.89737785,1.438973098,11.50921757,39.33367142,,,,,,,,,,,,
Uzbekistan,2050,464,-1.518653954,4.346798819,1.1809016,0.482737598,-1.832731137,1.905842999,1,0,0,0,0,0,0,370,-1.757929096,4.07993582,0.955397542,0.094380462,-1.946122771,1.68390933,93,-0.583028701,5.455251598,2.09076615,2.033005105,-1.401309916,2.809297844,10147.14619,-786.08927,9246.05463,2388.76781,890.99795,14056.11619,,26.94025292,-2.087034458,24.54789214,6.342079611,2.365562659,37.31840638,,,,,,,,,,,,
Vanuatu,2050,135,-1.926380612,0.103034278,-1.218289895,-0.892622146,-1.918016798,-0.979955796,,,,,,,,125,-1.82816164,0.12872813,-1.106921076,-0.901667135,-1.8173229,-0.885863944,10,-3.154117769,-0.218138882,-2.610400131,-0.779559783,-3.176690533,-2.156103952,195.01373,-1.222422,309.6002,-10.675211,-121.247451,195.01373,,21.57237411,-0.135224041,34.24790316,-1.180889394,-13.41236524,21.57237411,,,,,,,,,,,,
Venezuela,2050,1950,-2.493577427,2.483242981,1.212493057,-1.24868204,-2.590568501,-1.1512972,215,-1.710946516,3.726633933,2.475057976,-0.602163057,-1.759456839,-0.853479203,1413,-2.535178112,2.043455221,0.832820569,-1.341625944,-2.625331482,-1.16617632,322,-2.833589471,3.58290463,2.03555445,-1.272507647,-2.992956435,-1.284858293,3440.02633,-7631.31326,-5131.99378,3440.02618,1088.57555,3440.02633,,16.54810987,-36.71012898,-24.687252,16.54810915,5.236549396,16.54810987,,,,,,,,,,,,
Viet Nam,2050,1239,-1.189166091,3.898621874,1.461738191,1.035188529,-1.407819534,1.149468701,107,-0.050910349,4.76982081,2.660589987,2.335911801,-0.203723408,1.450039574,869,-1.315434736,3.950794456,1.424007133,0.85566186,-1.531867401,1.256039658,263,-1.235044084,3.371791986,1.098662707,1.099185811,-1.487822151,0.675053318,,,,,,,,,,,,,,,,,,,,,,,,,
Wallis and Futuna,2050,61,-1.953266157,-1.467972964,-1.684111986,-1.750771352,-1.956105439,-1.803231132,,,,,,,,59,-2.006047493,-1.519304963,-1.73254951,-1.807740808,-2.008953384,-1.859960323,2,-0.396216748,0.046321009,-0.255205037,-0.070172377,-0.397091069,-0.129719993,,,,,,,,,,,,,,,,,,,,,,,,,
Western Sahara,2050,239,-4.01332838,2.229360608,-1.864426667,-2.307470386,-3.939936826,0.240469857,2,-0.077685498,-0.004816487,-0.05037608,-0.03182574,-0.111382819,-0.01519784,196,-2.936042883,2.760470666,-0.692186214,-1.303956958,-2.911590053,0.557734235,41,-9.355261138,-0.200620298,-7.556798125,-7.215761146,-9.042694767,-1.263737036,,,,,,,,,,,,,,,,,,,,,,,,,
World,2050,19859,-5.79,-0.55,-3.32,-4,-5.25,-2.15,4003,-7.19,-0.49,-3.79,-4.93,-6.69,-2.83,10895,-4.33,-0.54,-2.54,-3.04,-3.92,-1.65,4961,-7.85,-0.64,-4.67,-5.37,-7.01,-2.72,3350000,-3390000,1200000,1100000,230000,3110000,,,,,,,,1267,343,94,32,131,15,1,0,33,6,2,0
Yemen,2050,483,-4.661532874,2.351052155,-2.887218611,-2.639757823,-4.24857266,0.79077104,1,-2.497646022,4.370954357,-1.004105456,0.037025868,-3.572102989,4.27910143,419,-4.29717613,2.502577028,-2.411114588,-2.300476507,-3.976051966,0.772460922,63,-7.119141807,1.311229551,-6.083578907,-4.938736478,-6.071789176,0.857177533,994.39687,9051.99186,13878.98773,-2409.281805,-1021.739946,1963.78935,,9.154220057,83.33083896,127.7672041,-22.17936971,-9.405934983,18.07825467,,,,,,,,,,,,
Zambia,2050,1082,-11.47054257,3.181226053,-7.717222113,-8.775378531,-8.753058403,1.037666326,68,-7.703000345,1.789376066,-5.016078367,-5.848905586,-5.252491174,1.074972522,773,-9.901824558,2.999870937,-6.558044828,-7.497250136,-7.681133614,0.919045121,241,-17.56519775,4.155638104,-12.19739562,-13.70066239,-13.17893572,1.407613921,19860.59102,-7137.541619,11535.03446,-3718.76323,16583.27342,13080.03885,200,141.4353406,-50.82933477,82.14566856,-26.48282437,118.0962299,93.14827276,,,,,,,,,,,,
Zimbabwe,2050,915,-10.85049362,3.210790239,-7.115150141,-8.286547737,-8.387216335,0.905620247,48,-6.788396138,1.617663148,-4.262460564,-5.298997123,-4.637363759,0.501722771,667,-9.277114198,2.968857745,-5.986500904,-6.988208067,-7.274664841,0.856035491,200,-17.07261739,4.39998561,-11.56384084,-13.33352268,-12.99754018,1.167920801,76489.04782,-4226.69583,42596.26447,13332.87336,66250.75771,55245.08612,153,257.2724211,-14.2165748,143.2733758,44.84538254,222.8357304,185.8179369,,,,,,,,,,,,
