Entity,Year,agri_demand_crops,agri_demand_energycrops,agri_demand_livestock,agri_prod_crops_energy,agri_prod_crops_nonenergy,agri_prod_livestock,carbon_price,concentration_ch4,concentration_co2,concentration_n2o,econ_consumption,elec_capacity,elec_capacity_biomass,elec_capacity_coal,elec_capacity_csp,elec_capacity_gas,elec_capacity_geothermal,elec_capacity_hydro,elec_capacity_nuclear,elec_capacity_offshorewind,elec_capacity_oil,elec_capacity_onshorewind,elec_capacity_other,elec_capacity_solar,elec_capacity_solarpv,elec_capacity_wind,emissions_blackcarbon,emissions_ch4,emissions_ch4_fossil,emissions_ch4_land,emissions_co,emissions_co2,emissions_co2_beccs,emissions_co2_ccs,emissions_co2_fossil,emissions_co2_land,emissions_fgas,emissions_kyotogas,emissions_n2o,emissions_n2o_land,emissions_nh3,emissions_nox,emissions_oc,emissions_sulfur,emissions_voc,energy_transport_freight,energy_transport_passenger,final_energy,final_energy_biomass,final_energy_coal,final_energy_elec,final_energy_gases,final_energy_heat,final_energy_hydrogen,final_energy_industry,final_energy_liquids,final_energy_residentialcommercial,final_energy_solar,final_energy_solids,final_energy_traditionalbiomass,final_energy_transport,forcing,forcing_aerosol,forcing_ch4,forcing_co2,forcing_fgases,forcing_kyoto,forcing_n2o,gdp,land_cropland,land_forest,land_pasture,land_urban,population,primary_energy,primary_energy_biomass,primary_energy_biomass_ccs,primary_energy_biomass_no_ccs,primary_energy_coal,primary_energy_coal_ccs,primary_energy_coal_no_ccs,primary_energy_fossil,primary_energy_fossil_ccs,primary_energy_fossil_no_ccs,primary_energy_gas,primary_energy_gas_ccs,primary_energy_geothermal,primary_energy_hydro,primary_energy_no_ccs,primary_energy_nonbio_renewables,primary_energy_nuclear,primary_energy_oil,primary_energy_oil_ccs,primary_energy_oil_no_ccs,primary_energy_other,primary_energy_solar,primary_energy_tradbiomass,primary_energy_wind,temp,annotation,secondary_energy_elec,secondary_energy_elec_biomass,secondary_energy_elec_biomass_ccs,secondary_energy_elec_coal,secondary_energy_elec_coal_ccs,secondary_energy_elec_gas,secondary_energy_elec_gas_ccs,secondary_energy_elec_geothermal,secondary_energy_elec_hydro,secondary_energy_elec_nonbiorenewables,secondary_energy_elec_nuclear,secondary_energy_elec_oil,secondary_energy_elec_solar,secondary_energy_elec_wind,secondary_energy_gas,secondary_energy_heat,secondary_energy_heat_hydro,secondary_energy_hydrogen,secondary_energy_liquid_biofuel,secondary_energy_oil
SSP1 - Baseline,2100,5612.32625,,310.3161182,3976.263906,5635.64,310.3160938,0.0,1526.8249,608.35425,368.78591,352095.3064,23770.85,1.16694535,2533.823422,5646.774,4749.763666,,2117.105,5.751501953,752.123375,0.522634596,2267.013,361.6658125,10981.915,5335.141,3019.136375,1.97202003,246.2071075,,128.5118604,311.2043813,24612.91358,0.0,0.0,27049.00356,-2436.09183,4673.845215,38248.76953,9418.886577,7948.266371,60.7120216,37.47156825,12.04137993,19.80422783,47.90794873,66733.93941,142455.2002,528.3093125,47.28589819,6.33836377,249.8557031,98.71292188,1.895949951,22.67615039,140.3255,101.5442986,229.4107969,118.0512786,53.62426196,2.801448975,128.188,5.0090742,-0.45371129,0.459471332,4.2106619,0.38312389,5.2911108,0.30490966,565389.625,1598.974,4004.3916,2489.285,115.9869125,6957.98877,700.665375,137.353449,0.0,137.3535,115.5791016,0.0,115.5791016,387.0461367,0.0,387.0461367,217.2397969,0.0,,26.28518093,217.2397969,182.0306094,0.128179,54.22723828,0.0,54.22723828,6.089903104,117.8543022,2.801448975,31.80122317,3.0177362,Sustainability - Taking the Green Road,279.3533932,0.012248214,0.0,50.07262528,0.0,47.10466018,0.0,,26.28518093,182.0306094,0.128179,0.005115686,125.6927969,32.18879078,98.71292188,,,23.31498277,50.63816974,50.90612891
SSP2 - Baseline,2005,2562.601266,,216.129997,0.0,2734.478368,216.129997,0.0,1753.16,379.85,319.855,29260.07,3861.914,28.054,1208.573,0.3,886.682,9.761,855.159,405.859,0.0,408.459,55.668,,3.7,3.4,55.668,6.897915478,334.271352,,146.8902395,867.1105716,37768.99436,0.0,0.0,30874.04587,6894.948483,547.9356667,49031.67796,8285.950394,6106.336894,53.31187574,117.947404,32.78852045,108.4048942,192.2844339,,,323.037,38.956,27.038,54.195,48.188,10.958,0.0,116.841,143.409,119.55,0.293,65.994,29.321,86.645,1.8709164,-1.11516835,0.562304717,1.6897843,0.021105041,2.3467499,0.15571104,56532.8,1536.067288,3917.438299,3425.59039,,6503.13,464.437,48.452,0.0,48.452,121.299,0.0,121.299,394.369,0.0,394.369,100.458,0.0,0.358,10.603,100.458,11.656,9.966,172.612,,172.612,0.0,0.308,29.3212,0.387,0.91338626,Middle of the Road,65.08,0.453,0.0,26.318,0.0,13.294,0.0,0.204,10.603,11.209,9.804,4.002,0.015,0.387,87.434,13.436,0.15,0.0,0.932,163.203
SSP2 - Baseline,2010,2743.381807,,233.1174964,0.0,3032.884054,233.1174964,0.0,1812.864,390.5053,323.68957,35949.84,4744.362,41.329,1551.261,1.731,1065.357,16.072,1127.322,415.13,0.0,232.871,255.239,,39.781,38.05,255.239,7.032932577,326.5312227,,149.5483113,849.7973855,40294.63828,0.0,0.0,33133.19449,7161.443786,733.216,51811.11452,8758.082323,6443.245423,55.39105546,111.9290509,32.77948442,100.0322197,187.8004521,,,361.844,44.858,35.727,63.735,52.536,11.543,0.0,135.035,151.216,131.289,2.231,80.585,30.503,95.52,2.1372714,-1.0534791,0.58827586,1.837859,0.031102416,2.5390686,0.16780423,67528.8,1546.158999,3893.268371,3417.410605,,6867.39,500.994,55.002,0.0,55.002,139.734,0.0,139.734,418.549,0.0,418.549,105.695,0.0,0.547,12.871,105.695,17.558,9.897,173.12,,173.12,0.0,2.479,30.50309,1.661,0.98897695,Middle of the Road,75.475,0.789,0.0,30.935,0.0,16.407,0.0,0.353,12.871,15.133,9.764,2.447,0.248,1.661,94.629,13.247,0.19,0.218,2.322,157.448
SSP2 - Baseline,2020,3254.60491,,276.5922076,938.6014545,3547.035356,276.5922076,0.0,1898.4424,414.70854,331.20346,51099.36,6107.277,64.807,1633.631,1.731,1776.817,14.718,1219.093,510.503,1.397,87.775,539.355,,259.181,257.45,540.752,5.989513898,345.3456956,,157.953304,787.5558668,42262.42525,0.0,0.0,37148.02486,5114.400392,1513.746667,55304.48496,9742.624059,7099.679159,50.09426197,104.3221811,30.27813617,77.96916205,177.8955402,,,440.328,48.381,42.691,81.881,55.601,12.54,0.0,166.698,190.425,152.962,8.809,91.072,28.322,120.668,2.6219718,-0.95996376,0.62474816,2.1597223,0.061417042,2.9458424,0.19129205,101244.5,1618.38537,3873.861214,3419.177772,,7611.25,580.427,62.26,0.0,62.26,143.771,0.0,143.771,474.448,0.0,474.448,123.415,0.0,0.608,15.278,123.415,31.784,11.942,207.262,,207.262,0.0,10.394,28.322,5.504,1.241407,Middle of the Road,94.78,1.699,0.0,31.957,0.0,25.557,0.0,0.32,15.278,22.686,11.761,1.12,1.584,5.504,108.976,13.587,0.283,0.0,3.416,190.052
SSP2 - Baseline,2030,3748.450305,,318.1489112,1029.038008,4041.098202,318.1489112,0.0,1951.7614,442.00145,338.96954,82715.8,7369.049,51.158,1400.377,1.581,2938.788,7.348,1299.642,437.005,1.397,45.109,930.896,,257.331,255.75,932.293,5.669987348,373.1203152,,168.5213177,771.3424182,46727.55065,0.0,0.0,42507.30202,4220.248626,1967.713,61279.0389,10959.87195,7806.830453,54.41964168,103.1737297,28.68619277,79.1987859,175.0784961,,,519.287,52.933,63.242,103.041,56.108,14.207,0.0,196.374,210.855,173.947,18.902,116.175,26.171,148.966,3.0165649,-0.96480596,0.647046427,2.5008693,0.093017578,3.3616008,0.2152858,143069.7,1661.771349,3856.649595,3453.219456,,8261.99,666.837,61.336,0.0,61.336,165.472,0.0,165.472,546.195,0.0,546.195,154.965,0.0,0.513,16.902,154.965,48.187,11.146,225.758,,225.758,0.0,20.514,26.17095,10.258,1.48262,Middle of the Road,117.81,1.217,0.0,32.298,0.0,43.789,0.0,0.159,16.902,28.931,10.951,0.624,1.612,10.258,131.498,15.084,0.351,0.0,1.679,205.947
SSP2 - Baseline,2040,4180.40748,,354.6094325,1085.571341,4473.086071,354.6094325,0.0,1995.014,474.01465,346.98686,116057.1,9344.282,31.535,1246.33,0.0,4651.492,0.0,1449.456,280.877,1.397,18.924,1417.627,,238.229,238.229,1419.024,5.271352266,393.4950937,,177.4381994,730.1383059,51606.4515,0.0,0.0,47740.71523,3865.736274,2425.001333,67411.69665,11930.02809,8402.179588,57.80060709,95.72474241,26.7952786,72.28866822,169.4807369,,,587.166,52.613,76.553,123.78,65.844,12.281,0.537,219.948,225.896,192.712,29.662,129.166,22.467,174.506,3.4697123,-0.9113353,0.664906119,2.875136,0.12285367,3.8054136,0.23976499,185954.6,1705.361127,3842.763098,3497.500482,,8787.12,750.798,58.229,0.0,58.229,181.068,0.0,181.068,618.483,0.0,618.483,196.716,0.0,0.107,18.987,196.716,66.884,7.253,240.699,,240.699,0.0,31.121,22.467,16.669,1.7615026,Middle of the Road,140.491,0.829,0.0,32.575,0.0,62.318,0.0,0.0,18.987,37.115,7.147,0.281,1.459,16.669,157.023,12.833,0.107,0.632,0.883,216.295
SSP2 - Baseline,2050,4548.64817,,384.8380908,1244.971341,4841.352055,384.8380908,0.0,2022.4414,511.30552,354.93155,153434.1,11723.14,61.244,1401.864,0.0,6273.41,0.0,1496.386,164.578,1.397,10.704,2120.488,,159.66,159.66,2121.885,4.853471672,411.4333682,,183.279675,677.8301662,56651.62919,0.0,0.0,53614.47079,3037.158405,2891.57,73596.33649,12689.41791,8869.951011,60.67660164,90.06749765,24.78917289,65.15722062,161.3819035,,,643.931,47.924,85.508,150.636,75.762,11.44,2.107,242.579,231.675,210.152,38.879,133.432,18.018,191.199,3.922371,-0.85972322,0.676128492,3.2804682,0.15604566,4.2774839,0.26374106,231300.2,1754.910857,3834.530283,3530.819206,,9169.11,842.36,59.492,0.0,59.492,207.174,0.0,207.174,694.442,0.0,694.442,241.18,0.0,0.107,19.532,241.18,84.161,4.315,246.088,,246.088,0.0,39.907,18.01845,24.615,2.0528055,Middle of the Road,170.247,1.62,0.0,37.037,0.0,81.15,0.0,0.0,19.532,45.176,4.27,0.098,1.029,24.615,188.975,11.861,0.107,2.479,2.376,217.438
SSP2 - Baseline,2060,4836.569216,,409.0347479,1711.838008,5129.282933,409.0347479,0.0,2046.6259,553.62772,362.71977,195843.8,15379.517,58.658,1793.776,0.0,8174.206,0.0,1559.967,216.564,1.397,10.285,3132.977,,382.054,382.054,3134.374,4.443642083,425.5901578,,186.5919041,615.94086,61402.26901,0.0,0.0,59467.0878,1935.181211,3382.067333,79329.10944,13157.97424,9210.877842,62.74945355,85.68735172,22.61767539,61.16970342,150.9106168,,,694.289,49.317,96.465,188.528,81.011,11.728,3.131,267.67,217.541,234.961,46.568,145.782,13.089,191.658,4.3946028,-0.82716956,0.68595933,3.7061186,0.19287091,4.7715839,0.28698222,280515.4,1808.53331,3835.729308,3558.140383,,9384.7,930.688,63.509,0.0,63.509,250.856,0.0,250.856,756.158,0.0,756.158,278.05,0.0,0.107,20.329,278.05,105.414,5.652,227.252,,227.252,0.0,49.042,13.08897,35.936,2.3562637,Middle of the Road,212.036,1.557,0.0,47.526,0.0,97.254,0.0,0.0,20.329,58.739,5.603,0.026,2.474,35.936,218.315,12.133,0.107,3.683,3.328,197.814
SSP2 - Baseline,2070,5032.566591,,426.4339174,2294.504674,5325.285643,426.4339174,0.0,2070.3157,600.75772,370.34052,247576.3,19987.456,69.37,2188.913,0.0,10345.665,0.0,1660.99,379.041,1.397,0.645,4360.887,,899.171,899.171,4362.284,3.947394031,433.3253072,,187.859268,555.854193,65996.979,0.0,0.0,65089.40451,907.57449,4019.301,84842.56765,13459.98563,9423.901433,63.77885699,80.53013039,20.29477228,56.30962927,139.8056482,,,745.93,49.562,109.512,230.813,84.859,13.818,5.151,290.668,200.921,264.56,51.295,159.074,8.091,190.702,4.8974613,-0.79113558,0.69553142,4.1434056,0.23522961,5.2818896,0.30947992,336848.5,1856.685411,3841.262255,3580.904433,,9456.88,1011.424,64.892,0.0,64.892,291.864,0.0,291.864,808.755,0.0,808.755,308.866,0.0,0.033,22.145,308.866,127.989,9.855,208.025,,208.025,0.0,56.925,8.09107,48.886,2.6813346,Middle of the Road,258.657,1.839,0.0,57.93,0.0,110.14,0.0,0.0,22.145,76.804,9.762,0.0,5.773,48.886,235.265,14.262,0.033,6.06,3.144,180.047
SSP2 - Baseline,2080,5171.049715,,439.2970086,2786.27913,5463.747167,439.2970086,0.0,2081.1284,655.14081,377.75383,307536.2,23372.611,123.832,2618.646,0.0,11573.896,0.0,1771.369,670.335,0.0,0.001,5090.801,,1335.941,1335.941,5090.801,3.434580814,436.4184341,,187.451757,508.2838285,74133.62928,0.0,0.0,74067.9777,65.65157982,4693.663333,93851.97847,13872.232,9550.357404,63.85941067,78.65843982,17.95428688,52.96451163,133.1669917,,,815.125,37.785,119.793,262.412,88.254,19.37,11.846,312.049,221.512,291.892,54.153,157.578,2.702,211.185,5.4213477,-0.77162352,0.6998817,4.6072363,0.28304316,5.8189046,0.33114118,398498.2,1893.923926,3845.127791,3601.74766,,9407.26,1113.153,61.269,0.0,61.269,337.997,0.0,337.997,892.284,0.0,892.284,321.546,0.0,0.033,23.759,321.546,142.31,17.379,232.741,,232.741,0.0,62.251,2.70169,56.267,3.0231542,Middle of the Road,296.621,3.269,0.0,69.101,0.0,113.432,0.0,0.0,23.759,88.607,17.178,0.0,8.581,56.267,237.088,19.981,0.033,13.936,4.033,200.749
SSP2 - Baseline,2090,5265.445917,,447.2700748,3212.612463,5558.108145,447.2700748,0.0,2076.7441,718.60132,385.17079,379937.4,27358.865,167.982,2695.971,0.0,12595.774,0.0,1830.528,1171.696,0.0,0.001,6253.277,,2096.954,2096.954,6253.277,2.952570496,434.1247642,,186.9961634,473.2221839,81028.37688,0.0,0.0,81276.94846,-248.5715778,5370.698667,101547.1443,14478.79637,9609.624571,64.73870395,76.2367426,16.17572648,48.53078444,128.8499177,,,891.559,24.012,123.869,291.929,88.458,31.245,24.609,332.476,251.075,322.373,56.363,147.881,0.0,236.71,5.9829974,-0.74727048,0.69811918,5.1021004,0.33405866,6.3847387,0.35259856,465846.5,1921.878865,3852.580351,3621.215839,,9253.95,1209.922,60.121,0.0,60.121,361.485,0.0,361.485,957.863,0.0,957.863,326.319,0.0,0.033,24.678,326.319,161.905,30.104,270.059,,270.059,0.0,68.945,0.0,68.249,3.3879569,Middle of the Road,335.443,4.398,0.0,70.582,0.0,114.088,0.0,0.0,24.678,106.338,29.578,0.0,13.411,68.249,227.536,32.219,0.033,29.208,6.107,232.782
SSP2 - Baseline,2100,5302.376806,,451.0891142,3580.279131,5594.99747,451.0891142,0.0,2053.9705,789.84924,392.735,452564.8,32712.348,220.338,2397.212,0.0,14291.694,0.0,1847.502,1765.228,17.531,0.0,7932.747,,3374.932,3374.932,7950.278,2.717675499,422.1849603,,185.8588734,452.2890363,85684.20439,0.0,0.0,86165.76769,-481.5632985,6061.700333,106778.7631,15094.25517,9618.958368,65.40718674,72.88459734,15.47004921,43.89788709,126.5042865,,,973.842,23.503,130.726,328.551,88.898,36.961,30.242,351.845,276.419,359.306,58.542,154.229,0.0,262.691,6.5608767,-0.71698885,0.68893307,5.6080914,0.38699372,6.9575005,0.37426737,539332.4,1940.400071,3877.160282,3629.87361,,9032.42,1304.254,65.66,0.0,65.66,359.087,0.0,359.087,1004.921,0.0,1004.921,347.225,0.0,0.01,24.931,347.225,188.404,45.334,298.609,,298.609,0.0,78.953,0.0,84.51,3.7632897,Middle of the Road,379.431,5.746,0.0,62.622,0.0,122.855,0.0,0.0,24.931,130.91,44.445,0.0,21.469,84.51,228.71,38.108,0.01,35.579,6.243,257.241
SSP3 - Baseline,2005,2274.6241,0.0,246.084,0.0,3254.9885,246.084,,1753.16,379.85,319.855,33809.1467,3509.8741,61.511,1336.7069,,604.4403,8.7966,826.382,446.4509,,188.9644,35.3325,,1.2895,1.2895,35.3325,8.3348,350.2723,,169.5857,950.7368,34373.9345,,,29596.0838,4777.8507,532.3633,46330.3333,8950.4279,6313.2331,52.6096,123.3375,38.0662,119.3537,210.2173,,,334.1608,42.4489,29.001,54.6435,53.8198,11.0589,,127.007,142.4058,124.0847,,71.4499,,83.0691,1.8709164,-1.11516835,0.562304717,1.6897843,0.021105041,2.3467499,0.15571104,54728.1157,1528.6766,3903.6141,3376.117,61.4943,6490.9879,448.2861,46.1461,,46.1461,118.2456,,118.2456,381.2207,,381.2207,98.7236,,0.2069,10.4246,98.7236,11.0442,9.8751,164.2515,,164.2515,0.0348,0.0102,,0.3677,0.91338626,Regional Rivalry - A Rocky Road,65.0535,1.3579,,25.2933,,13.3435,,0.1942,10.4246,11.0315,9.8558,4.1715,0.0102,0.3677,54.8167,13.2781,0.0128,,0.0,154.7828
SSP3 - Baseline,2010,2639.07,208.2764,270.0045,0.0,3546.6425,270.0045,,1812.864,390.5053,323.68957,37619.9387,3958.7563,61.4885,1570.9997,,661.892,9.194,937.6342,449.3162,,213.0396,43.4013,,11.7908,11.7908,43.4013,7.9076,376.871,,185.2206,911.6871,39560.7523,,,32637.7461,6923.0062,748.0771,52620.2819,9696.9051,6890.7392,53.6016,117.2169,36.6554,100.354,205.5804,,,361.7894,44.9515,30.4891,61.4325,57.9202,12.6044,,134.1867,153.2425,135.3947,,75.4406,,92.208,2.1320324,-1.05976637,0.58827586,1.837859,0.031102416,2.5390686,0.16780423,64812.7191,1570.081,3848.4974,3471.9912,61.4943,6879.5896,489.7241,49.3812,,49.3812,134.4127,,134.4127,417.7632,,417.7632,106.729,,0.2155,11.828,106.729,12.6226,9.9571,176.6215,,176.6215,0.0344,0.093,,0.4517,0.98805494,Regional Rivalry - A Rocky Road,72.928,1.3574,,29.7267,,14.6118,,0.203,11.828,12.61,9.919,4.703,0.093,0.4517,59.079,14.7953,0.0126,,0.3408,166.8383
SSP3 - Baseline,2020,3331.1282,543.7135,317.8672,22.8115,4121.2893,317.8672,,1958.3515,417.88876,331.73189,51141.0406,4997.7639,68.3768,2110.0594,,783.6254,10.9682,1159.7937,524.5556,,263.8251,57.1599,,19.4,19.4,57.1599,8.3661,436.138,,218.732,932.433,48502.7069,,,41088.2572,7414.4496,1161.1616,63946.6803,11340.1415,8111.8497,55.8825,129.0643,36.4453,106.9187,212.2823,,,448.476,51.7704,37.0095,77.7363,74.6253,15.8037,,162.0519,189.3117,166.2422,,88.7799,,120.1819,2.617478,-1.08774755,0.649780614,2.200611,0.061429038,3.0097336,0.19293367,97447.9969,1659.3927,3745.0815,3613.4228,61.4943,7697.8539,609.5902,57.9782,,57.9782,175.4854,,175.4854,523.7787,,523.7787,131.3773,,0.2573,14.6305,131.3773,15.6736,12.1597,216.916,,216.916,0.038,0.153,,0.5949,1.2257526,Regional Rivalry - A Rocky Road,91.7981,1.5095,,39.9268,,17.2992,,0.2421,14.6305,15.6585,11.58,5.8242,0.153,0.5949,76.1281,18.3726,0.0152,,0.9802,205.8857
SSP3 - Baseline,2030,4221.3683,1165.6919,356.3364,59.7363,4688.8569,356.3364,,2136.8832,451.99727,340.94348,63820.124,6151.3719,77.3847,2791.207,,940.2569,12.7537,1316.0798,592.5745,,312.7029,75.2413,,33.1709,33.1709,75.2413,8.3926,490.1343,,249.4375,927.1771,55000.8865,,,49158.9153,5841.9712,1304.5922,72393.9567,12869.5351,9271.3202,58.3657,133.2256,35.8369,107.4682,213.9346,,,525.7075,59.046,42.5777,96.4298,92.8708,19.2949,,190.8273,212.0373,192.0628,,101.6236,,142.8174,3.1808981,-1.09001026,0.72213162,2.6205648,0.096203479,3.5545639,0.22133982,130402.0,1743.6277,3669.4034,3665.0099,61.4943,8514.3073,724.8359,67.9508,,67.9508,222.2494,,222.2494,624.9314,,624.9314,159.9289,,0.2989,16.602,159.9289,17.9873,13.9665,242.7531,,242.7531,0.0418,0.2615,,0.783,1.5238091,Regional Rivalry - A Rocky Road,113.2356,1.7083,,52.8156,,20.7569,,0.2815,16.602,17.97,13.0816,6.9032,0.2615,0.783,94.7377,22.2997,0.0173,,2.0616,231.7791
SSP3 - Baseline,2040,5306.5261,2108.3075,384.6122,147.7765,5187.3553,384.6122,,2314.3845,491.25531,350.99258,73023.9385,7270.5608,96.2335,3496.536,,1052.6563,14.5341,1528.4633,575.1862,,357.2171,95.8726,,53.8618,53.8618,95.8726,8.4784,533.7495,,274.6816,931.3421,59877.3054,,,55239.4479,4637.8574,1435.476,78871.7765,14145.1632,10273.4778,60.4059,135.3251,35.2045,106.8898,212.3531,,,580.1994,65.1974,45.1695,114.125,107.1556,21.9069,,213.2153,222.171,209.1842,,110.3668,,157.7998,3.7588351,-1.07850986,0.79104801,3.0663545,0.12930131,4.1227554,0.25188817,154577.0,1812.949,3619.2731,3672.9459,61.4943,9257.2202,813.4763,78.0072,,78.0072,263.7164,,263.7164,700.5953,,700.5953,182.1498,,0.3396,19.2812,182.1498,21.0882,13.7857,254.7291,,254.7291,0.0449,0.4247,,0.9978,1.8641923,Regional Rivalry - A Rocky Road,133.1776,2.1244,,66.1619,,23.2382,,0.3209,19.2812,21.0694,12.6977,7.8859,0.4247,0.9978,109.4305,25.5429,0.0188,,3.5496,244.471
SSP3 - Baseline,2050,6859.3706,3665.0477,408.098,346.5476,5663.5041,408.098,,2478.7701,535.22073,361.56127,79955.9671,8559.191,142.8895,4309.2214,,1165.4328,16.1714,1859.3316,494.9324,,375.3293,114.2928,,81.5896,81.5896,114.2928,8.1605,574.8427,,298.5647,917.7978,64001.363,,,60206.4735,3794.8895,1532.9341,84469.7246,15316.6452,11235.3506,61.905,135.7336,33.8609,106.1745,212.3013,,,619.3906,70.9768,46.646,133.842,120.7742,23.3945,,232.6463,218.4216,220.711,,117.6228,,166.0333,4.2928596,-1.08097159,0.85248796,3.5251368,0.1603669,4.6966286,0.28354122,173654.0,1885.3366,3572.3221,3676.7877,61.4943,9957.1308,887.2089,89.9634,,89.9634,306.6587,,306.6587,759.3441,,759.3441,202.7898,,0.3767,23.455,202.7898,25.7114,12.19,249.8956,,249.8956,0.0469,0.6433,,1.1895,2.2025093,Regional Rivalry - A Rocky Road,155.3253,3.1544,,81.5396,,25.7279,,0.357,23.455,25.6917,10.926,8.2857,0.6433,1.1895,123.4112,27.5723,0.0197,,5.5118,241.4791
SSP3 - Baseline,2060,8613.4135,5505.1209,428.164,610.6184,6099.001,428.164,,2634.3164,583.69231,372.57319,85600.5316,9573.9946,206.1249,5048.0889,,1188.2509,17.6472,2076.5545,409.7721,,365.6244,153.5991,,108.3326,108.3326,153.5991,7.6361,614.6305,,322.1581,890.5098,67962.2952,,,64222.7057,3739.5896,1576.665,89793.1404,16404.0869,12158.78,62.8623,132.6268,32.1009,102.2018,207.7591,,,649.0768,76.7886,47.5485,149.1671,136.6742,23.462,,249.3963,209.3698,228.2857,,124.3372,,171.3948,4.8398772,-1.06926479,0.90872296,3.9891616,0.18771265,5.2684125,0.31602661,190084.0,1979.7347,3511.8689,3682.4585,61.4943,10574.3619,947.4471,103.3375,,103.3375,346.9111,,346.9111,804.5239,,804.5239,219.8977,,0.4102,26.1952,219.8977,29.1061,10.4796,237.7151,,237.7151,0.0481,0.8541,,1.5985,2.5509324,Regional Rivalry - A Rocky Road,172.5056,4.5504,,95.5206,,26.2316,,0.3896,26.1952,29.0855,9.0461,8.0715,0.8541,1.5985,139.4891,27.9285,0.0206,,7.7695,231.6272
SSP3 - Baseline,2070,10569.6004,7601.5429,447.4969,950.1843,6502.5129,447.4969,,2785.5194,636.94202,384.04251,91401.2883,10537.9869,292.5306,5868.6569,,1147.2017,19.0954,2159.6404,342.2928,,368.849,200.2114,,139.5087,139.5087,200.2114,7.1695,654.5978,,345.6138,866.0189,71792.6657,,,68480.6479,3312.0178,1636.231,95006.1745,17491.0472,13071.4851,63.5752,129.5178,30.4519,98.7865,203.0788,,,678.7053,83.247,49.0407,164.4068,148.9803,23.472,,266.504,202.8586,234.4496,,132.2877,,177.7517,5.3952679,-1.05739517,0.96177244,4.4564509,0.21071991,5.8372369,0.34934803,207896.0,2066.4442,3456.321,3696.5531,61.4943,11117.3765,1009.5513,118.8608,,118.8608,392.0646,,392.0646,850.6112,,850.6112,229.6763,,0.4431,27.2433,229.6763,30.9189,9.1604,228.8703,,228.8703,0.0489,1.0999,,2.0836,2.9115188,Regional Rivalry - A Rocky Road,189.4271,6.4579,,111.0475,,25.3254,,0.4215,27.2433,30.8973,7.5564,8.1426,1.0999,2.0836,151.9961,28.2498,0.0215,,10.2141,225.1496
SSP3 - Baseline,2080,12465.605,9614.2335,466.442,1299.5554,6887.7103,466.442,,2936.5253,695.67422,395.9181,96993.2668,11555.6031,378.8032,6715.0171,,1096.2779,20.5016,2237.1183,283.2221,,368.2831,269.4603,,186.9195,186.9195,269.4603,6.6863,694.8448,,368.8961,843.2323,75571.4584,,,72728.1532,2843.3053,1713.7501,100188.0,18562.3279,13976.4181,64.3191,125.9603,28.8539,95.0544,198.1982,,,708.6544,90.6822,50.4554,180.344,160.7483,23.4344,,284.5052,195.7335,240.1157,,141.1376,,184.0335,5.9616987,-1.04334209,1.01329237,4.9285476,0.2314928,6.4079778,0.38332256,226734.0,2145.0216,3407.6279,3705.0346,61.4943,11633.4153,1071.7336,134.5324,,134.5324,438.3159,,438.3159,896.0844,,896.0844,238.176,,0.4748,28.2207,238.176,33.0223,8.0944,219.5925,,219.5925,0.0488,1.4737,,2.8043,3.2843483,Regional Rivalry - A Rocky Road,207.0087,8.3624,,127.0624,,24.2012,,0.4526,28.2207,33.0001,6.2524,8.1302,1.4737,2.8043,163.9745,28.5701,0.0222,,12.2501,218.4558
SSP3 - Baseline,2090,13999.3611,11167.4584,484.7704,1579.7413,7260.6405,484.7704,,3087.2593,760.99226,408.1424,102821.0,12614.9369,441.1172,7610.4442,,1049.9074,21.9155,2283.1613,236.0092,,381.2876,349.4753,,241.6192,241.6192,349.4753,6.2543,734.2178,,391.2351,824.2131,80137.1834,,,77572.247,2564.9364,1797.1467,106136.0,19618.3433,14852.0008,65.2003,122.8518,27.3705,89.4553,193.2281,,,743.3955,99.1394,52.5132,196.8061,172.1379,23.3881,,304.8765,191.6184,246.0698,,151.6526,,192.4491,6.55243,-1.01709976,1.0633746,5.408881,0.25107654,6.984998,0.41775973,247081.0,2213.8885,3366.711,3705.3476,61.4943,12134.327,1141.535,149.7461,,149.7461,488.4998,,488.4998,949.7005,,949.7005,246.7727,,0.5065,28.8015,246.7727,34.8983,7.1901,214.4281,,214.4281,0.0482,1.905,,3.637,3.6724232,Regional Rivalry - A Rocky Road,225.4243,9.738,,144.0058,,23.1776,,0.4838,28.8015,34.8756,5.2101,8.4172,1.905,3.637,175.5039,28.7463,0.0227,,14.1349,215.5167
