Entity,Year,Broadband Penetration by Country (World Bank (2015))
Syria,2013,1.580715297
Syria,2014,1.684897834
Tajikistan,2003,0.000153149
Tajikistan,2007,0.051258433
Tajikistan,2010,0.061620547
Tajikistan,2013,0.070664197
Tanzania,2005,0.00666849
Tanzania,2006,0.007505818
Tanzania,2007,0.008253953
Tanzania,2009,0.015918972
Tanzania,2010,0.016796621
Tanzania,2012,0.086484539
Tanzania,2013,0.114561256
Tanzania,2014,0.16667501
Thailand,2001,0.002557514
Thailand,2003,0.018004806
Thailand,2004,0.253159598
Thailand,2005,0.84731444
Thailand,2006,1.356245111
Thailand,2007,1.957326193
Thailand,2009,3.959540618
Thailand,2010,4.897195152
Thailand,2011,5.850427446
Thailand,2012,6.76648938
Thailand,2013,7.748039255
Thailand,2014,8.207673413
Timor,2003,0.000964249
Timor,2004,0.001344382
Timor,2005,0.002209681
Timor,2006,0.002848687
Timor,2007,0.004827625
Timor,2013,0.061789476
Togo,2007,0.020583375
Togo,2010,0.431730726
Togo,2012,0.624619144
Togo,2013,0.10143785
Togo,2014,0.114396123
Tonga,2002,0.011101804
Tonga,2003,0.022068191
Tonga,2004,0.332937928
Tonga,2005,0.638866878
Tonga,2006,0.622927266
Tonga,2007,0.762545337
Tonga,2008,0.70036038
Tonga,2011,1.243376628
Tonga,2013,1.614082394
Tonga,2014,1.701612751
Trinidad and Tobago,2002,0.013774504
Trinidad and Tobago,2003,0.068854431
Trinidad and Tobago,2004,0.328043156
Trinidad and Tobago,2005,0.832965157
Trinidad and Tobago,2006,1.581384573
Trinidad and Tobago,2007,2.709153919
Trinidad and Tobago,2009,9.834043847
Trinidad and Tobago,2010,12.26192403
Trinidad and Tobago,2011,12.92628661
Trinidad and Tobago,2012,15.05937841
Trinidad and Tobago,2013,15.84445003
Trinidad and Tobago,2014,17.46911812
Tunisia,2002,0.000266677
Tunisia,2003,0.002630156
Tunisia,2004,0.02854021
Tunisia,2005,0.174832202
Tunisia,2006,0.431534954
Tunisia,2007,0.93358609
Tunisia,2008,2.187642545
Tunisia,2009,3.54751939
Tunisia,2010,4.535475078
Tunisia,2011,5.201843231
Tunisia,2012,4.858327628
Tunisia,2013,4.860167062
Tunisia,2014,4.435841326
Turkey,2001,0.017028002
Turkey,2002,0.032611889
Turkey,2003,0.302288815
Turkey,2004,0.864575525
Turkey,2005,2.346761702
Turkey,2006,4.041720892
Turkey,2007,6.840281325
Turkey,2008,8.181747781
Turkey,2009,9.054167904
Turkey,2010,9.839762223
Turkey,2011,10.39078637
Turkey,2012,10.63415326
Turkey,2013,11.86851402
Turkey,2014,11.69133624
Turkmenistan,2010,0.014339562
Turkmenistan,2013,0.034350673
Tuvalu,2004,0.518349575
Tuvalu,2005,1.547348876
Tuvalu,2006,2.568845047
Tuvalu,2007,2.765260139
Tuvalu,2013,7.087889834
Uganda,2005,0.002959108
Uganda,2006,0.004072511
Uganda,2007,0.006052964
Uganda,2008,0.015098116
Uganda,2009,0.018256877
Uganda,2010,0.041191962
Uganda,2011,0.101041127
Uganda,2012,0.105651648
Uganda,2013,0.26850191
Uganda,2014,0.291932289
Ukraine,2005,0.27579809
Ukraine,2006,1.109420241
Ukraine,2007,1.714781176
Ukraine,2008,3.443722578
Ukraine,2009,4.123207433
Ukraine,2010,6.418779324
Ukraine,2011,6.921824579
Ukraine,2012,8.005667655
Ukraine,2013,8.834340341
Ukraine,2014,8.417094171
United Arab Emirates,1999,0.012682952
United Arab Emirates,2000,0.065194003
United Arab Emirates,2001,0.267360215
United Arab Emirates,2002,0.515885854
United Arab Emirates,2003,0.900110232
United Arab Emirates,2004,1.534606405
United Arab Emirates,2005,3.116983535
United Arab Emirates,2006,4.935147988
United Arab Emirates,2007,6.551272504
United Arab Emirates,2008,8.201308057
United Arab Emirates,2009,8.945263859
United Arab Emirates,2010,9.320790752
United Arab Emirates,2011,9.713822686
United Arab Emirates,2012,10.37393227
United Arab Emirates,2013,11.14829466
United Arab Emirates,2014,11.50834503
United Kingdom,2000,0.089717904
United Kingdom,2001,0.559207326
United Kingdom,2002,2.282410886
United Kingdom,2003,5.215760543
United Kingdom,2004,10.20921405
United Kingdom,2005,16.41801435
United Kingdom,2006,21.46619152
United Kingdom,2007,40.65254002
United Kingdom,2008,28.22289871
United Kingdom,2009,28.97405523
United Kingdom,2010,30.85650759
United Kingdom,2011,32.98080381
United Kingdom,2012,34.54060538
United Kingdom,2013,36.49218559
United Kingdom,2014,37.37610065
United States,1998,0.253871909
United States,1999,0.978713139
United States,2000,2.484192986
United States,2001,4.449168654
United States,2002,6.849325177
United States,2003,9.47284105
United States,2004,12.6409914
United States,2005,17.15701483
United States,2006,20.01632123
United States,2007,23.60339927
United States,2008,25.15186724
United States,2009,25.84623436
United States,2010,27.06894497
United States,2011,28.04499973
United States,2012,29.13778444
United States,2013,30.00493209
United States,2014,30.37388771
United States Virgin Islands,2004,1.373641631
United States Virgin Islands,2005,2.753136367
United States Virgin Islands,2007,5.538855073
Uruguay,2004,0.812317868
Uruguay,2005,1.4597515
Uruguay,2006,3.200452103
Uruguay,2007,4.94305029
Uruguay,2008,7.301834813
Uruguay,2009,9.447716677
Uruguay,2010,11.37458622
Uruguay,2011,13.9759999
Uruguay,2012,17.10237794
Uruguay,2013,21.63382997
Uruguay,2014,24.57842088
Uzbekistan,2003,0.010788948
Uzbekistan,2004,0.021385026
Uzbekistan,2005,0.031757306
Uzbekistan,2006,0.032797159
Uzbekistan,2007,0.071918842
Uzbekistan,2008,0.244086563
Uzbekistan,2009,0.323935676
Uzbekistan,2012,0.772824116
Uzbekistan,2013,1.058612429
Vanuatu,2003,0.007539507
Vanuatu,2004,0.011267054
Vanuatu,2005,0.028179104
Vanuatu,2006,0.04425727
Vanuatu,2007,0.05909064
Vanuatu,2009,0.216606811
Vanuatu,2011,0.139384063
Vanuatu,2012,0.125373086
Vanuatu,2013,0.122644533
Vanuatu,2014,1.768866555
Venezuela,2000,0.018326294
Venezuela,2001,0.1473074
Venezuela,2002,0.308487274
Venezuela,2003,0.45352563
Venezuela,2004,0.800450823
Venezuela,2005,1.332782207
Venezuela,2006,1.97723634
Venezuela,2007,3.101728211
Venezuela,2008,3.96553566
Venezuela,2009,4.903425248
Venezuela,2010,5.760629747
Venezuela,2011,6.154574691
Venezuela,2012,6.799278326
Venezuela,2013,7.345554332
Venezuela,2014,7.821714601
Vietnam,2002,0.001303489
Vietnam,2003,0.011013454
Vietnam,2004,0.062636473
Vietnam,2005,0.247238741
Vietnam,2006,0.602429513
Vietnam,2007,1.495162495
Vietnam,2010,4.120638136
Vietnam,2013,5.620190888
Vietnam,2014,6.483694578
Yemen,2005,0.00743806
Yemen,2006,0.013459677
Yemen,2007,0.051930488
Yemen,2010,0.369019771
Yemen,2011,0.467726727
Yemen,2012,0.70139666
Yemen,2013,1.052140744
Zambia,2000,0.000207901
Zambia,2001,0.000299166
Zambia,2002,0.000451747
Zambia,2003,0.000835282
Zambia,2004,0.002237207
Zambia,2005,0.002179595
Zambia,2006,0.019852971
Zambia,2007,0.03303159
Zambia,2008,0.045783227
Zambia,2009,0.083446192
Zambia,2011,0.120399337
Zambia,2012,0.106564082
Zambia,2013,0.095793004
Zambia,2014,0.141621711
Zimbabwe,2001,0.006125483
Zimbabwe,2002,0.022522091
Zimbabwe,2003,0.050390185
Zimbabwe,2004,0.070644976
Zimbabwe,2005,0.08013004
Zimbabwe,2006,0.08016153
Zimbabwe,2007,0.119386256
Zimbabwe,2008,0.14080055
Zimbabwe,2009,0.365662967
Zimbabwe,2010,0.252351881
Zimbabwe,2011,0.25451506
Zimbabwe,2012,0.523924068
Zimbabwe,2013,0.734406962
Zimbabwe,2014,1.042746839
