Entity,Year,Broadband Penetration by Country (World Bank (2015))
Barbados,2011,22.22608622
Barbados,2013,23.81852419
Barbados,2014,26.97209735
Belarus,2002,0.000202987
Belarus,2003,0.00125714
Belarus,2004,0.007716057
Belarus,2005,0.016182579
Belarus,2006,0.118696194
Belarus,2007,1.77151258
Belarus,2009,11.46666653
Belarus,2010,17.5599906
Belarus,2011,22.2008592
Belarus,2012,26.91989248
Belarus,2013,29.7738364
Belarus,2014,28.84034987
Belgium,1998,0.106858174
Belgium,1999,0.22455567
Belgium,2000,1.404457178
Belgium,2001,4.465790195
Belgium,2002,7.886840554
Belgium,2003,11.96854719
Belgium,2004,15.51525303
Belgium,2005,19.13369521
Belgium,2006,23.15496115
Belgium,2007,25.56292539
Belgium,2008,27.68605306
Belgium,2009,29.02903684
Belgium,2010,30.82948735
Belgium,2011,32.1965793
Belgium,2012,33.3813498
Belgium,2013,34.48085259
Belgium,2014,35.99290946
Belize,2003,0.363853127
Belize,2004,1.066631452
Belize,2005,1.846866726
Belize,2006,2.596913813
Belize,2007,2.613593481
Belize,2008,2.741326684
Belize,2009,2.770616844
Belize,2010,2.888899691
Belize,2011,3.066270393
Belize,2012,3.077516509
Belize,2013,2.982826152
Benin,2002,0.000283219
Benin,2003,0.000273948
Benin,2004,0.001022366
Benin,2005,0.002395396
Benin,2006,0.017741099
Benin,2007,0.0081539
Benin,2009,0.206270399
Benin,2010,0.284275229
Benin,2011,0.383801501
Benin,2012,0.415503315
Benin,2013,0.411460328
Benin,2014,0.397065525
Bermuda,2005,28.82423562
Bermuda,2006,36.74868272
Bermuda,2010,61.73884929
Bhutan,2008,0.297619478
Bhutan,2009,0.479460415
Bhutan,2010,1.210005314
Bhutan,2011,1.814158746
Bhutan,2012,2.260110916
Bhutan,2013,2.716503945
Bhutan,2014,3.26287437
Bolivia,2002,0.037655413
Bolivia,2003,0.06365904
Bolivia,2004,0.094943081
Bolivia,2005,0.138678819
Bolivia,2006,0.184808973
Bolivia,2007,0.351130621
Bolivia,2009,0.961974326
Bolivia,2010,0.944686121
Bolivia,2011,0.712309475
Bolivia,2012,1.111898162
Bolivia,2013,1.444055027
Bolivia,2014,1.592812978
Bosnia and Herzegovina,2000,0.000704158
Bosnia and Herzegovina,2001,0.00175287
Bosnia and Herzegovina,2002,0.005464931
Bosnia and Herzegovina,2003,0.038503211
Bosnia and Herzegovina,2004,0.170760818
Bosnia and Herzegovina,2005,0.353159985
Bosnia and Herzegovina,2006,1.032216243
Bosnia and Herzegovina,2007,2.189153106
Bosnia and Herzegovina,2008,4.880864788
Bosnia and Herzegovina,2009,7.580565551
Bosnia and Herzegovina,2010,10.16404619
Bosnia and Herzegovina,2011,11.20632758
Bosnia and Herzegovina,2012,12.24327815
Bosnia and Herzegovina,2013,13.47773892
Bosnia and Herzegovina,2014,14.14742312
Botswana,2005,0.085296713
Botswana,2006,0.094939513
Botswana,2007,0.184838347
Botswana,2008,0.460253015
Botswana,2009,0.51236989
Botswana,2010,0.608223766
Botswana,2011,0.962651149
Botswana,2012,1.109630672
Botswana,2013,1.068206916
Botswana,2014,1.632993833
Brazil,1998,0.000590067
Brazil,1999,0.004069617
Brazil,2000,0.057304982
Brazil,2001,0.187039248
Brazil,2002,0.407483497
Brazil,2003,0.531629332
Brazil,2004,1.715918235
Brazil,2005,1.737272082
Brazil,2006,2.533831747
Brazil,2007,4.00503848
Brazil,2008,5.223520654
Brazil,2009,6.062297331
Brazil,2010,7.223440846
Brazil,2011,9.055291779
Brazil,2012,9.624498717
Brazil,2013,10.66102504
Brazil,2014,11.4645539
Brunei,2001,0.559104018
Brunei,2002,0.79588461
Brunei,2003,1.085256851
Brunei,2004,1.735602014
Brunei,2005,2.209262809
Brunei,2006,2.392333005
Brunei,2007,3.045564178
Brunei,2009,5.078346856
Brunei,2010,5.417044255
Brunei,2011,5.70339867
Brunei,2012,4.814937002
Brunei,2013,6.595992187
Brunei,2014,7.149962784
Bulgaria,2004,0.08587947
Bulgaria,2005,2.153628979
Bulgaria,2006,5.046300256
Bulgaria,2007,8.317655323
Bulgaria,2008,11.24105602
Bulgaria,2009,13.40328493
Bulgaria,2010,15.22122564
Bulgaria,2011,17.13862118
Bulgaria,2012,18.29866618
Bulgaria,2013,19.68106352
Bulgaria,2014,20.73750579
Burkina Faso,2002,0.000406623
Burkina Faso,2003,0.001145422
Burkina Faso,2004,0.001181502
Burkina Faso,2005,0.00286099
Burkina Faso,2006,0.012407525
Burkina Faso,2007,0.047291637
Burkina Faso,2009,0.079145585
Burkina Faso,2010,0.088190151
Burkina Faso,2011,0.087919505
Burkina Faso,2012,0.087046642
Burkina Faso,2013,0.076540438
Burkina Faso,2014,0.030890465
Burundi,2008,0.001855227
Burundi,2009,0.001792378
Burundi,2010,0.003812514
Burundi,2011,0.005209446
Burundi,2012,0.007127215
Burundi,2013,0.015094663
Burundi,2014,0.016217116
Cambodia,2002,0.000393412
Cambodia,2003,0.003239431
Cambodia,2004,0.005931836
Cambodia,2005,0.007487034
Cambodia,2006,0.021394234
Cambodia,2007,0.061466669
Cambodia,2008,0.119034314
Cambodia,2009,0.212100698
Cambodia,2010,0.248285216
Cambodia,2011,0.150624455
Cambodia,2012,0.200031672
Cambodia,2013,0.215709517
Cameroon,2005,0.0011137
Cameroon,2006,0.002261989
Cameroon,2007,0.003351193
Cameroon,2008,0.004388869
Cameroon,2009,0.004476733
Cameroon,2010,0.028868798
Cameroon,2011,0.050637466
Cameroon,2012,0.063807537
Cameroon,2013,0.075941544
Cameroon,2014,0.07120497
Canada,1998,0.464490344
Canada,1999,1.913487734
Canada,2000,4.596255223
Canada,2001,9.152287743
Canada,2002,11.2358667
Canada,2003,14.28542895
Canada,2004,16.97056597
Canada,2005,21.71574744
Canada,2006,24.66653567
Canada,2007,27.5128096
Canada,2008,29.49455524
Canada,2009,30.48652404
Canada,2010,31.69731854
Canada,2011,32.71506237
Canada,2012,33.5550875
Canada,2013,34.3771325
Cayman Islands,2008,33.1304808
Cayman Islands,2009,33.70796868
Cayman Islands,2010,33.96206021
Cayman Islands,2011,33.24322892
Cayman Islands,2012,33.56783047
Cayman Islands,2013,34.7993497
Cayman Islands,2014,39.62617769
Central African Republic,2011,0.0182588
Central African Republic,2012,0.013369548
Chad,2010,0.002824044
Chad,2012,0.156279937
Chad,2013,0.114531309
Chad,2014,0.076685247
Chile,2000,0.050982238
Chile,2001,0.426630648
Chile,2002,1.191274932
Chile,2003,2.202060084
Chile,2004,2.961874455
Chile,2005,4.33673574
Chile,2006,6.177213165
Chile,2007,7.725678467
Chile,2008,8.479367821
Chile,2009,9.73812612
Chile,2010,10.43309451
Chile,2011,11.62001286
Chile,2012,12.40396834
Chile,2013,13.11339552
Chile,2014,14.08366718
China,2000,0.00176972
China,2001,0.026110917
China,2002,0.254646331
China,2003,0.861139213
China,2004,1.903186524
China,2005,2.833458987
China,2006,3.834644405
China,2007,4.977279055
China,2009,7.694963045
China,2010,9.290704938
China,2012,12.72147733
China,2013,13.63406195
Colombia,2000,0.022236713
Colombia,2001,0.03409877
Colombia,2002,0.084646115
Colombia,2003,0.153887852
Colombia,2004,0.298895144
Colombia,2005,0.737965006
Colombia,2006,1.432612621
Colombia,2007,2.712659941
Colombia,2008,3.924626377
Colombia,2009,4.617169769
Colombia,2010,5.690697589
Colombia,2011,7.111784007
Colombia,2012,8.25637629
Colombia,2013,9.39049889
Colombia,2014,10.27275946
Comoros,2004,0.000170827
Comoros,2005,0.000665853
Comoros,2007,0.012959591
Comoros,2008,0.016941556
Comoros,2010,0.048164127
Comoros,2012,0.171845971
Comoros,2013,0.176890724
Comoros,2014,0.210382782
Congo,2011,0.031026949
Congo,2012,0.032095541
Congo,2013,0.009847937
Congo,2014,0.010968294
Costa Rica,2002,0.219573799
Costa Rica,2003,0.356688631
Costa Rica,2004,0.657767073
Costa Rica,2005,1.03964464
Costa Rica,2006,1.89703205
Costa Rica,2007,2.128505256
Costa Rica,2008,2.425457965
Costa Rica,2009,3.969510308
Costa Rica,2010,8.485840051
Costa Rica,2011,8.860497121
Costa Rica,2012,9.335410209
Costa Rica,2013,9.952103438
Costa Rica,2014,10.44685287
Cote d'Ivoire,2003,0.002442371
Cote d'Ivoire,2004,0.004817921
Cote d'Ivoire,2005,0.007123148
Cote d'Ivoire,2006,0.056617393
Cote d'Ivoire,2007,0.055713221
Cote d'Ivoire,2008,0.054764381
Cote d'Ivoire,2009,0.053759562
Cote d'Ivoire,2012,0.232699505
Cote d'Ivoire,2013,0.277026786
Cote d'Ivoire,2014,0.278368801
Croatia,2003,0.077073562
Croatia,2004,0.595494335
Croatia,2005,2.647614174
Croatia,2006,5.750695256
Croatia,2007,8.858323357
Croatia,2008,12.1094895
Croatia,2009,16.49116193
Croatia,2010,19.3143565
Croatia,2011,20.64920804
Croatia,2012,21.34042125
Croatia,2013,22.25602919
Croatia,2014,23.04482351
Cuba,2007,0.017218688
Cuba,2008,0.01988252
Cuba,2009,0.025538528
Cuba,2010,0.032849461
Cuba,2013,0.047578346
Cyprus,2001,0.260015539
Cyprus,2002,0.599973262
Cyprus,2003,1.005167601
Cyprus,2004,1.680415822
Cyprus,2005,3.085069912
Cyprus,2006,6.017662647
Cyprus,2007,9.181963983
Cyprus,2008,13.67352187
Cyprus,2009,16.14080196
Cyprus,2010,17.61870461
Cyprus,2011,19.00103268
Cyprus,2012,19.53774776
Cyprus,2013,20.08428222
Cyprus,2014,21.12738475
Czech Republic,2000,0.024389297
Czech Republic,2001,0.06059756
Czech Republic,2002,0.149793373
Czech Republic,2003,0.339969851
Czech Republic,2004,2.311904295
Czech Republic,2005,6.930749394
Czech Republic,2006,10.82734966
Czech Republic,2007,14.47815402
Czech Republic,2008,16.89986281
Czech Republic,2009,19.41661007
Czech Republic,2010,21.42546013
Czech Republic,2011,23.64613374
Czech Republic,2012,24.92464623
Czech Republic,2013,26.68767917
Czech Republic,2014,27.64199847
Democratic Republic of Congo,2010,0
Democratic Republic of Congo,2013,0.000666532
Democratic Republic of Congo,2014,0.000720875
Denmark,2000,1.255085202
Denmark,2001,4.444706728
Denmark,2002,8.405615652
Denmark,2003,13.34420613
Denmark,2004,18.84936681
Denmark,2005,24.80493539
Denmark,2006,31.89379817
Denmark,2007,34.81523995
Denmark,2008,36.49277743
Denmark,2009,36.61391489
Denmark,2010,38.05479378
Denmark,2011,38.44225815
Denmark,2012,38.93602084
Denmark,2013,40.33816116
Denmark,2014,41.37934153
Djibouti,2000,0.000553337
Djibouti,2001,0.000681448
Djibouti,2002,0.000805981
Djibouti,2005,0.005408294
Djibouti,2006,0.019300509
Djibouti,2007,0.136723885
Djibouti,2009,0.643049649
Djibouti,2010,0.966145346
Djibouti,2011,1.334914474
Djibouti,2012,1.734073788
Djibouti,2013,2.02822213
Djibouti,2014,2.268047518
Dominica,2000,0.11481221
Dominica,2001,0.251220212
Dominica,2002,3.206028135
Dominica,2003,3.784007537
Dominica,2004,4.625666548
Dominica,2005,4.819823651
Dominica,2006,6.082897157
Dominica,2010,11.67816544
Dominica,2011,11.63429084
Dominica,2012,11.85759723
Dominica,2013,14.8146605
Dominica,2014,15.75869839
Dominican Republic,2003,0.165356346
Dominican Republic,2004,0.404642402
Dominican Republic,2005,0.649380812
Dominican Republic,2006,1.085315756
Dominican Republic,2007,1.807090265
Dominican Republic,2008,2.452443259
Dominican Republic,2009,3.192882829
Dominican Republic,2010,3.898501687
Dominican Republic,2011,4.177530486
Dominican Republic,2012,4.706070215
Dominican Republic,2013,5.062640328
Dominican Republic,2014,5.698533776
Ecuador,2001,0.020522861
Ecuador,2002,0.04987705
Ecuador,2003,0.052079074
Ecuador,2004,0.085888993
Ecuador,2005,0.194423643
Ecuador,2006,0.328020752
Ecuador,2007,0.700849577
Ecuador,2008,1.074928878
Ecuador,2009,1.634765984
Ecuador,2010,1.475361228
Ecuador,2011,4.321803831
Ecuador,2012,5.445969679
Ecuador,2013,6.725512804
Ecuador,2014,7.814584793
Egypt,2002,0.074575149
Egypt,2003,0.078997614
Egypt,2004,0.11221923
Egypt,2005,0.196438508
Egypt,2006,0.354190066
Egypt,2007,0.643182973
Egypt,2008,1.019637571
Egypt,2009,1.363871946
Egypt,2010,1.859256987
Egypt,2011,2.324211721
Egypt,2012,2.835381399
Egypt,2013,3.26149297
Egypt,2014,3.679095785
El Salvador,2003,0.325092224
El Salvador,2004,0.484620838
El Salvador,2005,0.696809143
El Salvador,2006,1.008481321
El Salvador,2007,1.465975889
El Salvador,2008,2.00704642
El Salvador,2009,2.416210667
El Salvador,2010,2.818727943
El Salvador,2011,3.292711503
El Salvador,2013,4.485924825
Equatorial Guinea,2005,0.029818702
Equatorial Guinea,2006,0.028961396
Equatorial Guinea,2007,0.028141797
Equatorial Guinea,2010,0.170361422
Equatorial Guinea,2012,0.201006117
Equatorial Guinea,2013,0.4647206
Eritrea,2008,0.000817515
Eritrea,2009,0.001259471
Eritrea,2010,0.002055334
Eritrea,2011,0.002376597
Eritrea,2012,0.003017491
Eritrea,2013,0.002305335
Estonia,2001,1.28812155
Estonia,2002,3.450389337
Estonia,2003,6.741557934
Estonia,2004,10.41174898
Estonia,2005,13.52338519
Estonia,2006,18.71266282
Estonia,2007,20.17678264
Estonia,2008,22.53050289
Estonia,2009,24.07010165
Estonia,2010,26.79046278
Estonia,2011,26.95608645
Estonia,2012,27.07723559
Estonia,2013,28.04021904
Estonia,2014,27.36773147
Ethiopia,2003,7.92E-5
Ethiopia,2004,4.73E-5
Ethiopia,2005,8.01E-5
Ethiopia,2006,0.000333373
Ethiopia,2007,0.001287905
Ethiopia,2008,0.001810674
Ethiopia,2009,0.004123151
Ethiopia,2010,0.004715525
Ethiopia,2011,0.007106815
Ethiopia,2012,0.009304597
Ethiopia,2013,0.252991591
Ethiopia,2014,0.488347718
Faeroe Islands,2001,0.114564549
Faeroe Islands,2002,0.238738456
Faeroe Islands,2003,0.815599901
Faeroe Islands,2004,6.42450084
Faeroe Islands,2005,11.93726224
Faeroe Islands,2006,26.56736957
Faeroe Islands,2007,29.18634217
Faeroe Islands,2008,29.995363
Faeroe Islands,2009,32.02016129
Faeroe Islands,2010,32.63145156
Faeroe Islands,2012,32.97378096
Faeroe Islands,2014,34.98180348
Fiji,2005,0.851080386
Fiji,2006,1.026495665
Fiji,2007,1.376599249
Fiji,2010,2.701732246
Fiji,2011,2.678815238
Fiji,2012,1.54514131
Fiji,2013,1.240203617
Fiji,2014,1.400972011
Finland,2000,0.676134873
Finland,2001,2.582719295
Finland,2002,5.259353428
Finland,2003,9.420294164
Finland,2004,15.30122372
Finland,2005,22.38119781
Finland,2006,27.12698638
Finland,2007,30.55404864
Finland,2008,30.42327271
Finland,2009,29.29680739
Finland,2010,29.05158697
Finland,2011,29.80098288
Finland,2012,30.46335135
Finland,2013,31.7010248
Finland,2014,32.30460125
France,1998,0.022962174
France,1999,0.093387057
France,2000,0.332022835
France,2001,1.009216098
France,2002,2.756140227
France,2003,5.897109155
France,2004,10.75534777
France,2005,15.41379171
France,2006,20.55291596
France,2007,25.31711617
France,2008,28.50400464
France,2009,31.56707101
France,2010,33.74459556
France,2011,35.77893103
France,2012,37.50591895
France,2013,38.79219701
France,2014,40.17556645
French Polynesia,2001,0.010361578
French Polynesia,2002,0.013059519
French Polynesia,2003,0.380628963
French Polynesia,2004,1.807307862
French Polynesia,2005,4.315688705
French Polynesia,2006,7.074818318
French Polynesia,2007,9.064337593
French Polynesia,2008,10.52621568
French Polynesia,2009,11.31448465
French Polynesia,2010,12.02954507
French Polynesia,2011,13.2903121
French Polynesia,2012,14.68149912
French Polynesia,2014,17.43884789
Gabon,2003,0.0129197
Gabon,2004,0.048250905
Gabon,2005,0.110912564
Gabon,2006,0.124778206
Gabon,2007,0.137005419
Gabon,2010,0.262301908
Gabon,2012,0.306265206
Gabon,2013,0.532388672
Gabon,2014,0.631101377
Gambia,2004,0.00258633
Gambia,2005,0.0049424
Gambia,2007,0.017588528
Gambia,2008,0.0190116
Gambia,2010,0.0208254
Gambia,2011,0.025187813
Gambia,2013,0.02368483
Gambia,2014,0.124780377
Georgia,2001,0.009183541
Georgia,2002,0.019905505
Georgia,2003,0.030887605
Georgia,2004,0.042079339
Georgia,2005,0.053404169
Georgia,2006,0.607283078
Georgia,2007,1.055901196
Georgia,2008,2.541211313
Georgia,2009,3.40824427
Georgia,2010,4.15688201
Georgia,2011,5.681096496
Georgia,2012,10.62474273
Georgia,2013,11.90839677
Georgia,2014,12.15300027
Germany,2000,0.317317923
Germany,2001,2.512458775
Germany,2002,3.829830761
Germany,2003,5.334862263
Germany,2004,8.348356001
Germany,2005,12.86655235
Germany,2006,17.88529494
Germany,2007,23.63207107
Germany,2008,27.23706145
Germany,2009,30.01174258
Germany,2010,31.51381366
Germany,2011,32.88230317
Germany,2012,33.76408109
Germany,2013,34.60066291
Germany,2014,35.77980739
Ghana,2004,0.004319548
Ghana,2005,0.008903839
Ghana,2006,0.058087882
Ghana,2007,0.071904667
Ghana,2008,0.099436875
Ghana,2009,0.11987827
Ghana,2010,0.214669301
Ghana,2011,0.262478432
Ghana,2012,0.268590866
Ghana,2013,0.265570614
Ghana,2014,0.265371483
Greece,2003,0.094962457
Greece,2004,0.466276319
Greece,2005,1.450083239
Greece,2006,4.416913654
Greece,2007,9.19387065
Greece,2008,13.59732413
Greece,2009,17.2698168
Greece,2010,20.27590642
Greece,2011,22.16368744
Greece,2012,24.17541819
Greece,2013,26.17895056
Greece,2014,28.36049985
Greenland,2003,0.209758161
Greenland,2004,5.836746893
Greenland,2005,12.51558302
Greenland,2006,16.18972332
Greenland,2009,22.16761831
Greenland,2010,21.9113642
Greenland,2011,20.99918765
Greenland,2012,20.03979784
Grenada,2002,0.551425577
Grenada,2004,0.593249233
Grenada,2005,3.1296442
Grenada,2006,5.368971528
Grenada,2007,7.336898809
Grenada,2008,8.615248432
Grenada,2009,11.86143284
Grenada,2010,13.79195048
Grenada,2013,16.99764866
Guam,2001,1.118804222
Guam,2007,1.705288288
Guatemala,2005,0.213787942
Guatemala,2006,0.300106792
Guatemala,2007,0.427994408
Guatemala,2008,0.692393569
Guatemala,2009,1.11516287
Guatemala,2010,1.805938204
Guatemala,2012,1.858417694
Guatemala,2013,2.351591843
Guinea,2010,0.004597264
Guinea,2013,0.0068113
Guinea-Bissau,2010,0.050421524
Guinea-Bissau,2012,0.072314882
Guinea-Bissau,2013,0.085198518
Guinea-Bissau,2014,0.079906152
Guyana,2005,0.26286943
Guyana,2007,0.306591191
Guyana,2009,0.873562041
Guyana,2010,1.423817556
Guyana,2011,2.597100452
Guyana,2012,3.769445377
Guyana,2013,4.614732377
Guyana,2014,5.627260703
Haiti,2014,0
Honduras,2010,0.013121286
Honduras,2011,0.736690735
Honduras,2012,0.772154601
Honduras,2013,0.851983924
Honduras,2014,1.385867068
Hong Kong,1998,0.166876096
Hong Kong,1999,1.28429809
Hong Kong,2000,6.502274004
Hong Kong,2001,10.3940342
Hong Kong,2002,15.03158456
Hong Kong,2003,18.35867589
Hong Kong,2004,22.00733616
Hong Kong,2005,24.05645262
Hong Kong,2006,25.99226616
Hong Kong,2007,27.38288399
Hong Kong,2008,27.77729939
Hong Kong,2009,29.30490243
Hong Kong,2010,30.74983609
Hong Kong,2011,32.39689537
Hong Kong,2012,31.54565585
Hong Kong,2013,31.02823274
Hong Kong,2014,31.24945847
Hungary,2000,0.033254719
Hungary,2001,0.307803059
Hungary,2002,1.096100728
Hungary,2003,2.606040893
Hungary,2004,4.06321606
Hungary,2005,6.454945759
Hungary,2006,11.90024786
Hungary,2007,14.45723028
Hungary,2008,17.62456478
Hungary,2009,19.70595237
Hungary,2010,21.56265736
Hungary,2011,23.13965059
Hungary,2012,24.01752372
Hungary,2013,26.08914508
Hungary,2014,27.34666959
Iceland,1999,0.029097336
Iceland,2000,0.838507329
Iceland,2001,3.669698933
Iceland,2002,8.458538523
Iceland,2003,14.33853583
Iceland,2004,19.02104581
Iceland,2005,26.29092318
Iceland,2006,29.17859744
Iceland,2007,32.8000341
Iceland,2008,34.26601679
Iceland,2009,34.1206613
Iceland,2010,34.33886091
Iceland,2011,34.64782085
Iceland,2012,34.80561088
Iceland,2013,35.64628947
Iceland,2014,35.9154697
India,2001,0.004719203
India,2002,0.007653809
India,2003,0.012832666
India,2004,0.021159236
India,2005,0.11959435
India,2006,0.20117392
India,2007,0.270038204
India,2009,0.650824488
India,2010,0.91156066
India,2011,1.093323336
India,2012,1.211477217
India,2013,1.192172985
India,2014,1.242347564
Indonesia,2000,0.001914437
Indonesia,2001,0.007076461
Indonesia,2002,0.017810782
Indonesia,2003,0.028238019
Indonesia,2004,0.038365287
Indonesia,2005,0.048200092
Indonesia,2006,0.08535732
Indonesia,2007,0.33716956
Indonesia,2008,0.419034913
Indonesia,2009,0.784810045
Indonesia,2010,0.94746107
Indonesia,2011,1.122379247
Indonesia,2013,1.301419482
Indonesia,2014,1.190284513
Iran,2000,0.000267027
Iran,2001,0.000988668
Iran,2002,0.023876644
Iran,2003,0.027282076
Iran,2006,0.140891537
Iran,2007,0.278515771
Iran,2008,0.412876876
Iran,2009,0.543899828
Iran,2012,4.977062116
Iran,2013,6.664099067
Iran,2014,9.463216505
Iraq,2006,9.26E-5
Iraq,2007,0.000340981
Iraq,2008,0.000183487
Iraq,2009,0.000401151
Iraq,2010,0.010067056
Ireland,2002,0.269317496
Ireland,2003,1.042224556
Ireland,2004,3.722658286
Ireland,2005,7.756129025
Ireland,2006,13.29120154
Ireland,2007,17.68361396
Ireland,2008,20.48054339
Ireland,2009,22.13804031
Ireland,2010,22.83044373
Ireland,2011,23.67483822
Ireland,2012,24.30307547
Ireland,2013,25.70061677
Ireland,2014,26.9118345
Israel,2001,0.715626983
Israel,2002,3.713168128
Israel,2003,9.971991478
Israel,2004,15.15068594
Israel,2005,18.62032319
Israel,2006,21.02456353
Israel,2007,22.05606063
Israel,2008,23.69552211
Israel,2012,25.34045099
Israel,2013,25.90149621
Israel,2014,26.18220385
Italy,2000,0.201803651
Italy,2001,0.681815404
Italy,2002,1.478223593
Italy,2003,3.888157848
Italy,2004,8.108353762
Italy,2005,11.62773872
Italy,2006,14.38332886
Italy,2007,17.01612183
Italy,2008,18.83337659
Italy,2009,20.06721021
Italy,2010,21.6464208
Italy,2011,22.26059981
Italy,2012,22.60565657
Italy,2013,22.97575399
Jamaica,2001,0.124186835
Jamaica,2002,0.342633159
Jamaica,2003,0.339992656
Jamaica,2004,1.012874764
Jamaica,2005,1.67775914
Jamaica,2006,2.531055434
Jamaica,2007,3.425509351
Jamaica,2008,3.579549091
Jamaica,2009,4.110438663
Jamaica,2010,4.256269868
Jamaica,2011,4.293401494
Jamaica,2012,4.443792771
Jamaica,2013,5.05824947
Jamaica,2014,5.414891971
Japan,1998,0.025545465
Japan,1999,0.172137016
Japan,2000,0.679837105
