Entity,Year,"Health Expenditure, Total (World Bank (WDI) (2016))","World Health Expenditure, Private (World Bank (WDI) (2016))","World Health Expenditure, Public (World Bank (WDI) (2016))","Health Expenditure, Public Share (World Bank (WDI) (2016))","Health Expenditure, Out-of-Pocket Share (World Bank (WDI) (2016))","Health Expenditure, Public Share (World Bank (WDI by region) (2016))",Health Expenditure per capita (World Bank (WDI) (2016))
Costa Rica,2005,7.73973795,,,70.61882578,24.83435411,,746.3274828
Costa Rica,2006,7.8231858,,,68.9912532,26.87743754,,835.2074534
Costa Rica,2007,8.36985934,,,67.2393298,28.74251717,,1013.412067
Costa Rica,2008,9.00515369,,,69.5303033,27.10270515,,1058.172577
Costa Rica,2009,9.68658882,,,72.4939408,24.65916471,,1118.402555
Costa Rica,2010,9.65747228,,,73.44175417,24.02714885,,1167.135236
Costa Rica,2011,10.16272219,,,74.64107042,23.07352028,,1290.015455
Costa Rica,2012,10.0860266,,,74.66518622,23.04952615,,1350.269036
Costa Rica,2013,9.86872896,,,74.96162615,23.34535442,,1369.034727
Cote d'Ivoire,1995,6.39412441,,,25.7403387,60.30019557,,132.4495917
Cote d'Ivoire,1996,6.79073088,,,27.30349709,59.10384694,,149.9291287
Cote d'Ivoire,1997,7.14471894,,,28.03858158,60.02577464,,164.998918
Cote d'Ivoire,1998,7.32319016,,,25.44811574,62.55329422,,174.5050975
Cote d'Ivoire,1999,6.46581298,,,27.43498397,59.43544749,,155.0794388
Cote d'Ivoire,2000,6.20720178,,,29.63529736,55.5030597,,143.6344413
Cote d'Ivoire,2001,5.12595837,,,26.71607023,55.4603321,,119.1725011
Cote d'Ivoire,2002,4.76303921,,,31.78838811,49.56308063,,109.1343296
Cote d'Ivoire,2003,5.18618563,,,28.75331851,52.72193461,,117.6623858
Cote d'Ivoire,2004,5.61557488,,,28.02402078,54.90589903,,131.4220563
Cote d'Ivoire,2005,5.69223303,,,23.28969092,59.2843552,,137.2174126
Cote d'Ivoire,2006,6.06019727,,,22.97478225,61.13283609,,149.3043636
Cote d'Ivoire,2007,6.48820077,,,22.6217574,63.1309185,,164.2389986
Cote d'Ivoire,2008,6.39158851,,,24.74425222,60.70194928,,165.7336801
Cote d'Ivoire,2009,6.75752311,,,26.45673871,57.42960759,,179.6552467
Cote d'Ivoire,2010,6.86563199,,,26.50560412,56.47706075,,185.3639074
Cote d'Ivoire,2011,6.69108677,,,25.73596709,58.1543204,,171.7619968
Cote d'Ivoire,2012,6.46815249,,,30.40411701,54.46661649,,180.7909158
Cote d'Ivoire,2013,5.7030371,,,33.09277207,51.19245455,,171.771308
Croatia,1995,6.84857644,,,86.45754164,13.54245836,,547.7450288
Croatia,1996,7.10622294,,,87.57810721,12.42189279,,627.5839094
Croatia,1997,5.87196141,,,84.47738019,15.52261981,,568.190535
Croatia,1998,6.67237399,,,87.03762318,12.96237682,,667.9574538
Croatia,1999,7.34032783,,,87.34089298,12.65910702,,736.0947827
Croatia,2000,7.75605846,,,86.13874997,13.86125003,,834.6978841
Croatia,2001,7.23589443,,,83.27703371,14.3898941,,873.2618777
Croatia,2002,6.27270795,,,80.04710455,18.63236522,,813.3719817
Croatia,2003,6.44233229,,,82.60753014,16.68338923,,891.9878479
Croatia,2004,6.64712656,,,81.05995322,18.16787236,,989.311495
Croatia,2005,6.98561381,,,86.02453482,13.4056938,,1103.829866
Croatia,2006,7.03418074,,,86.07130295,13.36083238,,1219.114979
Croatia,2007,7.53692645,,,87.02566184,12.44538213,,1447.412286
Croatia,2008,7.80038398,,,84.86865423,14.51444983,,1621.865677
Croatia,2009,8.23407505,,,85.68976709,13.72681325,,1636.616902
Croatia,2010,8.35568676,,,85.65822042,13.75707378,,1606.806339
Croatia,2011,7.28347006,,,78.55745518,13.06817135,,1469.010065
Croatia,2012,7.26898557,,,80.0648504,12.43500495,,1476.556021
Croatia,2013,7.30331624,,,80.01454786,12.46292918,,1516.850831
Cuba,1995,5.15194347,,,90.22801303,9.77198697,,338.9236414
Cuba,1996,5.2563626,,,90.49429658,9.50570342,,385.0168517
Cuba,1997,5.49944414,,,90.68100358,9.31899642,,420.2106692
Cuba,1998,5.76999293,,,90.57239057,9.42760943,,445.2834765
Cuba,1999,6.00381452,,,91.19201409,8.80798591,,492.2538367
Cuba,2000,6.0657218,,,90.83063646,9.16936354,,536.5635967
Cuba,2001,6.27017609,,,90.43591441,9.56408559,,592.9171927
Cuba,2002,6.49530818,,,88.13823449,11.86176551,,628.3761755
Cuba,2003,6.31477793,,,89.45348683,10.54651317,,630.8659317
Cuba,2004,6.13763913,,,89.0926538,10.9073462,,672.8500865
Cuba,2005,8.08058306,,,91.95855945,8.04144055,,1021.570406
Cuba,2006,7.67119625,,,92.30959354,7.69040646,,1124.974976
Cuba,2007,10.41968483,,,94.85121923,5.14878077,,1646.726772
Cuba,2008,10.79334276,,,95.36797196,4.63202804,,1825.310828
Cuba,2009,11.74384138,,,95.77516783,4.22483217,,2032.976135
Cuba,2010,10.56363666,,,95.18893531,4.81106469,,1823.037131
Cuba,2011,10.59693434,,,95.03715381,4.96284619,,2026.092652
Cuba,2012,8.59069933,,,94.15130324,5.84869676,,1744.527994
Cuba,2013,8.81077357,,,92.95202049,7.04797951,,1828.43219
Cyprus,1995,4.73555051,,,35.83647542,63.26971407,,729.9441003
Cyprus,1996,5.20546815,,,34.0951734,64.86436472,,822.0182266
Cyprus,1997,5.53045023,,,35.22928543,63.60166366,,897.4488188
Cyprus,1998,5.58342922,,,41.87599024,57.05375089,,956.0816352
Cyprus,1999,5.59747051,,,42.66439506,54.55891664,,1007.421776
Cyprus,2000,5.76878621,,,41.65226698,55.86018313,,1114.734411
Cyprus,2001,5.78263528,,,42.35541962,55.18530202,,1210.157115
Cyprus,2002,6.1236131,,,44.98191514,52.76921708,,1308.367892
Cyprus,2003,6.83046446,,,45.13056,43.42542521,,1493.30731
Cyprus,2004,6.41800628,,,43.83699025,46.4894075,,1509.625239
Cyprus,2005,6.3690867,,,41.80626417,47.03737765,,1599.965492
Cyprus,2006,6.27810151,,,42.43036265,46.62598625,,1717.41696
Cyprus,2007,6.05253416,,,42.59439014,47.78289904,,1778.548578
Cyprus,2008,6.89217292,,,41.3632339,49.69585547,,2224.197888
Cyprus,2009,7.40220132,,,44.73631897,48.3190785,,2352.721355
Cyprus,2010,7.27645639,,,47.62091999,45.13896126,,2283.607014
Cyprus,2011,7.57809598,,,46.78988671,44.63497518,,2399.945572
Cyprus,2012,7.40050902,,,46.54826767,46.26467437,,2261.427625
Cyprus,2013,7.43582184,,,46.33186649,46.41607724,,2196.982951
Czech Republic,1995,6.6939823,,,90.88823736,9.11127562,,895.8063174
Czech Republic,1996,6.4112513,,,90.66788128,9.33247151,,914.9586296
Czech Republic,1997,6.40105384,,,90.28552484,9.71447516,,920.5918366
Czech Republic,1998,6.41802925,,,90.43042705,9.56973238,,925.0508635
Czech Republic,1999,6.34893158,,,90.48153034,9.51846966,,937.9183596
Czech Republic,2000,6.3137627,,,90.31911915,9.6808754,,982.1714198
Czech Republic,2001,6.42218815,,,89.76540283,10.23459717,,1081.567493
Czech Republic,2002,6.79738284,,,90.47356259,9.52643741,,1194.828193
Czech Republic,2003,7.13181711,,,89.80143113,9.96135457,,1340.589311
Czech Republic,2004,6.90346858,,,89.15079024,10.35228512,,1387.298168
Czech Republic,2005,6.9339435,,,87.31026086,10.6959939,,1479.931752
Czech Republic,2006,6.69370287,,,86.7294072,11.29435382,,1565.492684
Czech Republic,2007,6.52233886,,,85.19377131,13.1824058,,1669.269913
Czech Republic,2008,6.81889551,,,82.54686682,15.73360935,,1778.976404
Czech Republic,2009,7.84539499,,,83.73898593,14.62869725,,2042.957393
Czech Republic,2010,7.43189906,,,83.75970273,14.86045144,,1930.134487
Czech Republic,2011,7.50106057,,,84.18452927,14.74046196,,2030.765213
Czech Republic,2012,7.54794164,,,84.01979541,15.03126634,,2037.664124
Czech Republic,2013,7.2439673,,,83.30059783,15.7077591,,1981.839965
Democratic Republic of Congo,1995,3.25065349,,,4.6596681,77.60180133,,17.18593837
Democratic Republic of Congo,1996,3.03382398,,,3.72533361,79.66162122,,15.74927592
Democratic Republic of Congo,1997,3.61864595,,,5.66144963,77.72244318,,17.6423641
Democratic Republic of Congo,1998,4.26378758,,,4.17903466,80.91378285,,20.26612854
Democratic Republic of Congo,1999,3.80431785,,,6.51093646,77.81681299,,17.20218774
Democratic Republic of Congo,2000,1.44624368,,,3.09101529,54.76159723,,6.08535111
Democratic Republic of Congo,2001,2.66685777,,,5.40635326,71.19278703,,10.95323763
Democratic Republic of Congo,2002,2.58716394,,,6.1874861,70.81792644,,10.80444306
Democratic Republic of Congo,2003,3.20376692,,,21.8501179,58.51683788,,13.99667564
Democratic Republic of Congo,2004,3.33995809,,,21.50789413,60.57579014,,15.53998556
Democratic Republic of Congo,2005,3.14461631,,,23.92858441,57.19070033,,15.56978352
Democratic Republic of Congo,2006,3.38568132,,,27.73419207,55.12138851,,17.68647324
Democratic Republic of Congo,2007,3.61073806,,,33.49548596,50.1364538,,20.00013617
Democratic Republic of Congo,2008,4.45778297,,,47.10576691,39.16909435,,26.0000928
Democratic Republic of Congo,2009,5.61319824,,,42.09703452,37.53118505,,32.99764986
Democratic Republic of Congo,2010,4.48592114,,,45.45185177,33.44128378,,27.79596554
Democratic Republic of Congo,2011,3.9874213,,,50.79270772,34.4587166,,26.18885228
Democratic Republic of Congo,2012,3.63643594,,,51.47889706,32.48162087,,25.33771072
Democratic Republic of Congo,2013,3.507367,,,53.12853128,32.70467907,,26.19144011
Denmark,1995,8.12529118,,,82.52435388,16.29748554,,1871.53413
Denmark,1996,8.21149933,,,82.41536762,16.23188076,,1979.253361
Denmark,1997,8.15091135,,,82.27683924,16.3280654,,2062.329441
Denmark,1998,8.15613412,,,82.0812172,16.35196932,,2135.859783
Denmark,1999,8.95363968,,,83.95490106,14.59549011,,2414.467711
Denmark,2000,8.69908954,,,83.86148201,14.67089541,,2514.358439
Denmark,2001,9.10017962,,,84.18008441,14.41053783,,2685.723447
Denmark,2002,9.33288751,,,84.48671516,14.10908864,,2874.731777
Denmark,2003,9.50939145,,,84.54694926,13.98079536,,2899.189992
Denmark,2004,9.67486939,,,84.26799952,14.22126034,,3126.038489
Denmark,2005,9.7699606,,,84.47582648,14.04706864,,3248.019739
Denmark,2006,9.92431629,,,84.63604869,13.83675763,,3587.32547
Denmark,2007,9.98729401,,,84.39735162,13.94593381,,3771.399416
Denmark,2008,10.18303034,,,84.66256638,13.54999888,,4069.652951
Denmark,2009,11.47219769,,,85.04146857,13.17150816,,4441.102635
Denmark,2010,11.08183797,,,85.12863632,13.19381069,,4545.272907
Denmark,2011,10.86554526,,,85.30499206,12.81896529,,4553.80181
Denmark,2012,10.98381913,,,85.75942758,12.43924251,,4615.451758
Denmark,2013,10.62326455,,,85.35521638,12.79232303,,4552.399747
Djibouti,1995,3.95089843,,,60.34446227,39.1234598,,68.43191408
Djibouti,1996,3.97202354,,,58.36555754,41.08829842,,64.76929013
Djibouti,1997,4.598152,,,61.6099831,37.95662429,,72.30669471
Djibouti,1998,5.45433438,,,66.18144304,33.40421429,,84.49284978
Djibouti,1999,6.21828206,,,70.87381939,28.78193951,,101.444568
Djibouti,2000,5.75373964,,,67.79080293,31.73518861,,95.7036827
Djibouti,2001,5.37254273,,,64.89255537,34.61188836,,91.94020354
Djibouti,2002,5.44853384,,,64.53936965,34.97560424,,95.72540013
Djibouti,2003,6.2210856,,,66.99307565,32.57636461,,113.4621286
Djibouti,2004,6.7637107,,,68.02313835,31.59556533,,128.6403105
Djibouti,2005,7.21478463,,,68.46313531,31.17321569,,144.0452816
Djibouti,2006,7.05121762,,,66.69390225,32.91850026,,149.9111779
Djibouti,2007,7.72082465,,,69.13251931,30.50795993,,174.6782533
Djibouti,2008,8.0453689,,,71.36306849,28.28393369,,190.3639901
Djibouti,2009,8.28934296,,,70.8788086,28.77684961,,182.0254395
Djibouti,2010,8.779193,,,57.92681289,41.74698075,,229.4893856
Djibouti,2011,8.6833958,,,57.38100708,42.28855477,,240.0021272
Djibouti,2012,8.80577929,,,59.72084307,39.96686024,,251.5028225
Djibouti,2013,8.87270636,,,60.02466986,39.66538912,,246.843888
Dominica,1995,5.82690307,,,70.92815347,28.37126139,,304.0828724
Dominica,1996,5.87197501,,,71.82016096,27.47642008,,321.2696669
Dominica,1997,5.99331397,,,72.91519577,26.4003295,,340.3566868
Dominica,1998,5.74283957,,,72.36800205,26.95084214,,348.3510228
Dominica,1999,5.77993598,,,71.79926559,27.52305181,,360.051049
Dominica,2000,4.84230859,,,70.71942571,28.28777028,,292.133665
Dominica,2001,4.78622963,,,70.14581474,28.75978404,,295.2521983
Dominica,2002,4.86702846,,,69.81494373,29.08955989,,297.7281667
Dominica,2003,4.71562554,,,69.13748858,29.72912009,,314.8450628
Dominica,2004,4.41253674,,,68.8340897,29.96267071,,310.6710341
Dominica,2005,4.70434048,,,65.74364055,33.09280181,,338.0019348
Dominica,2006,4.72646158,,,68.12668238,30.74595882,,382.5248302
Dominica,2007,4.85485217,,,65.90291956,32.91234309,,426.4649635
Dominica,2008,4.7139324,,,65.31599134,33.35816975,,454.8276925
Dominica,2009,5.36096865,,,69.8409334,26.65147121,,514.2295728
Dominica,2010,5.89868441,,,70.5839252,26.42701906,,578.1459384
Dominica,2011,5.85336558,,,70.84724069,26.392303,,584.5377
Dominica,2012,5.77010278,,,70.18858143,27.20067192,,577.0652895
Dominica,2013,5.95064277,,,70.58061063,26.88785167,,596.8456953
Dominican Republic,1995,5.52571928,,,20.90796661,57.03209613,,225.7050818
Dominican Republic,1996,5.33794802,,,23.20159591,59.59749718,,233.7310211
Dominican Republic,1997,5.65270044,,,26.32739143,52.77533188,,267.3563151
Dominican Republic,1998,5.83509497,,,30.83081278,49.28745863,,293.6956619
Dominican Republic,1999,5.92808309,,,33.76762427,46.71081698,,317.8345864
Dominican Republic,2000,6.34841267,,,34.5381428,47.08408058,,362.0412223
Dominican Republic,2001,6.19648422,,,31.08240363,50.09343169,,362.3303637
Dominican Republic,2002,6.30329342,,,31.86807922,48.10153438,,389.8771433
Dominican Republic,2003,5.80428522,,,31.37176107,48.14434848,,359.7803424
Dominican Republic,2004,4.49015925,,,30.92568819,58.27445293,,285.4235564
Dominican Republic,2005,4.48586375,,,33.12578269,55.70866271,,316.8767725
Dominican Republic,2006,4.54726959,,,39.18045967,49.53653645,,361.166506
Dominican Republic,2007,4.40278892,,,39.79301837,47.1868845,,383.8955195
Dominican Republic,2008,4.48919363,,,42.37884591,45.12938649,,414.226289
Dominican Republic,2009,4.69487467,,,39.3398278,46.89021744,,445.4917465
Dominican Republic,2010,4.65816046,,,41.83155856,45.75340827,,475.6562932
Dominican Republic,2011,4.88070175,,,44.31111558,43.92469605,,524.1052288
Dominican Republic,2012,5.41522284,,,50.9186268,38.7130457,,606.955187
Dominican Republic,2013,5.39847434,,,52.16409237,39.0149835,,631.3938962
Ecuador,1995,3.39863636,,,55.36115735,32.55210719,,188.9520154
Ecuador,1996,3.71419182,,,58.62327218,30.03247667,,209.4413104
Ecuador,1997,3.69999,,,53.25429268,34.72931531,,216.8510767
Ecuador,1998,3.56722639,,,38.95515381,48.18499235,,213.8345103
Ecuador,1999,4.01572046,,,39.38936529,51.03418364,,227.9563422
Ecuador,2000,3.61085999,,,31.24509053,58.63931482,,207.7590944
Ecuador,2001,4.01380243,,,34.48887308,57.02007883,,240.9570469
Ecuador,2002,4.61404096,,,30.9414247,60.73212504,,287.1704818
Ecuador,2003,5.32851575,,,27.00513254,68.25910346,,340.9409236
Ecuador,2004,5.11331279,,,27.96082317,66.07697117,,357.0381525
Ecuador,2005,4.87117942,,,26.92493517,66.59544769,,362.9606597
Ecuador,2006,4.940617,,,28.80236966,60.91837887,,389.2008116
Ecuador,2007,5.10572138,,,29.48952053,57.44379062,,414.6818551
Ecuador,2008,4.96152529,,,32.86158031,54.88895539,,429.6132648
Ecuador,2009,5.59019673,,,39.32790972,49.29425129,,482.4262692
Ecuador,2010,5.99912058,,,40.81992269,48.10995075,,530.6583966
Ecuador,2011,6.03398958,,,43.04124749,46.62281326,,577.4168733
Ecuador,2012,6.65796833,,,44.8442429,51.38197863,,670.6675825
Ecuador,2013,7.53599946,,,52.25650301,44.97234002,,788.9235236
Egypt,1995,3.86418241,,,46.50467694,47.95058421,,185.1067801
Egypt,1996,4.25715076,,,41.56054589,54.28069009,,214.6629861
Egypt,1997,4.96991601,,,38.70411264,58.35344186,,255.1932494
Egypt,1998,5.0650978,,,39.95250405,57.66987831,,279.3730254
Egypt,1999,5.33757945,,,40.36759813,57.75006153,,311.9058782
Egypt,2000,5.42914929,,,40.46786167,57.9968252,,336.5129228
Egypt,2001,5.78176026,,,40.46986031,58.31908234,,373.5094505
Egypt,2002,6.13434316,,,40.26375539,58.77179662,,405.2885154
Egypt,2003,5.61673009,,,38.22384254,60.81165033,,384.2395655
Egypt,2004,5.26733089,,,38.13256638,60.89584439,,379.0383088
Egypt,2005,5.12791196,,,39.25027314,59.76147187,,391.2951213
Egypt,2006,5.23434433,,,43.72465617,55.28207217,,432.5605035
Egypt,2007,4.94507252,,,41.41837759,57.42798178,,441.677497
Egypt,2008,4.81047285,,,42.19462949,56.47717053,,461.6096691
Egypt,2009,4.98278678,,,41.30679528,57.35746154,,495.974111
Egypt,2010,4.75061469,,,39.40869299,59.20825778,,305.9145892
Egypt,2011,4.89509358,,,40.68227399,57.96596208,,520.2871295
Egypt,2012,4.8936307,,,39.0260032,59.58448889,,532.0127421
Egypt,2013,5.06063766,,,40.67920376,57.96896235,,539.1321346
El Salvador,1995,6.37869586,,,38.51566316,60.72527095,,260.4713364
El Salvador,1996,7.57816748,,,40.99048002,57.51324098,,317.2355709
El Salvador,1997,8.14319231,,,38.56117055,59.79471194,,358.4515073
El Salvador,1998,8.2480533,,,42.50941942,55.57801322,,378.1935775
El Salvador,1999,7.96972431,,,43.38399325,53.55886499,,381.2490417
El Salvador,2000,7.98458097,,,45.2187387,51.83571767,,397.0397295
El Salvador,2001,7.81892503,,,45.44911919,50.79367479,,402.7156297
El Salvador,2002,7.67217269,,,46.64277088,49.82654638,,409.0488692
El Salvador,2003,7.31245662,,,47.2675836,49.19723632,,405.3869539
El Salvador,2004,7.29741079,,,49.8163568,46.44374903,,421.869674
El Salvador,2005,7.19019921,,,53.02430409,43.06870307,,442.661297
El Salvador,2006,6.67646241,,,62.20567943,33.60879591,,438.49857
El Salvador,2007,6.31506264,,,59.29901031,36.22522231,,440.2221686
El Salvador,2008,6.21326237,,,59.6581081,35.81157239,,445.1181255
El Salvador,2009,6.83139755,,,60.51026743,34.72607673,,475.2673233
El Salvador,2010,6.912477,,,62.06343529,33.60515765,,490.6180701
El Salvador,2011,6.8080665,,,63.57022718,32.07319352,,500.5568143
El Salvador,2012,6.70445412,,,62.80110325,32.39272419,,507.651641
El Salvador,2013,6.94580058,,,66.69197963,28.43736459,,539.1886289
Equatorial Guinea,1995,5.38183325,,,72.16608086,27.83391914,,70.89380991
Equatorial Guinea,1996,4.44083118,,,61.54249014,38.45750986,,96.06041303
Equatorial Guinea,1997,3.18420482,,,70.70040304,25.5652355,,169.5862973
Equatorial Guinea,1998,4.27792987,,,71.4353521,25.78334031,,276.1253372
Equatorial Guinea,1999,2.758364,,,69.68828653,26.00402594,,219.8689623
Equatorial Guinea,2000,2.73288105,,,79.26695815,16.6141334,,255.2283494
Equatorial Guinea,2001,1.78308363,,,74.89975089,18.59436443,,269.7576521
Equatorial Guinea,2002,2.05102618,,,54.20318499,40.16613228,,364.9096829
Equatorial Guinea,2003,2.22972919,,,68.51043468,26.51942552,,447.1875754
Equatorial Guinea,2004,2.39764528,,,56.40761939,39.07767083,,661.4965293
Equatorial Guinea,2005,1.82267187,,,59.58218814,34.70153378,,552.920494
Equatorial Guinea,2006,2.12883668,,,68.93211114,25.36596658,,654.6569784
Equatorial Guinea,2007,2.24721758,,,72.98416655,22.34540029,,779.8777253
Equatorial Guinea,2008,2.3139281,,,77.66238739,17.80182798,,893.4763708
Equatorial Guinea,2009,5.29786286,,,83.83052255,14.18839947,,1842.483721
Equatorial Guinea,2010,3.83246551,,,79.61865317,17.64277568,,1294.500746
Equatorial Guinea,2011,3.29156462,,,78.86519084,17.94621021,,1157.329389
Equatorial Guinea,2012,3.43397445,,,80.34987347,16.59376148,,1233.073332
Equatorial Guinea,2013,3.47001759,,,77.76190516,19.21347632,,1170.088319
Eritrea,1995,4.51436758,,,47.90419162,52.09580838,,47.44191967
Eritrea,1996,3.651953,,,37.26708075,62.73291925,,41.89172663
Eritrea,1997,4.19876947,,,42.17728513,57.82271487,,51.57163182
Eritrea,1998,4.29289972,,,43.12763872,56.87236128,,52.6475723
Eritrea,1999,4.66727129,,,42.77807676,57.22192324,,56.12064041
Eritrea,2000,4.05952853,,,39.13043478,60.86956522,,46.58646309
Eritrea,2001,3.58447729,,,38.68852459,61.31147541,,43.95102469
Eritrea,2002,3.70333498,,,44.29708223,55.70291777,,45.49563298
Eritrea,2003,3.22922249,,,40,60,,37.70764744
Eritrea,2004,2.94943156,,,41.90687361,58.09312639,,34.41338196
Eritrea,2005,2.82574579,,,38.78406709,61.21593291,,33.5480047
Eritrea,2006,3.22647448,,,45.57452841,54.42547159,,37.69509323
Eritrea,2007,3.29157461,,,45.27736132,54.72263868,,38.69600924
Eritrea,2008,3.68846683,,,52.36402267,47.63597733,,38.607057
Eritrea,2009,3.30193937,,,42.33754978,57.66245022,,35.03354651
Eritrea,2010,3.24031896,,,43.97294146,56.02705854,,34.42426737
Eritrea,2011,3.06088999,,,45.99389636,54.00610364,,34.87033186
Eritrea,2012,2.97750581,,,46.48106673,53.51893327,,35.74201348
Eritrea,2013,3.03567373,,,45.40231866,54.59768134,,36.28794223
Estonia,1995,6.31814012,,,89.7652589,10.2347411,,396.1622
Estonia,1996,6.57390761,,,88.37398874,11.49237895,,453.0900916
Estonia,1997,6.1883056,,,89.16671277,10.60279176,,492.4178544
Estonia,1998,5.55535904,,,86.34950391,13.18869736,,467.7092381
Estonia,1999,5.8559858,,,77.46667621,14.11440058,,512.607996
Estonia,2000,5.28161198,,,77.16422462,19.92527238,,511.3856892
Estonia,2001,4.8538203,,,78.64912564,18.98971956,,510.4917817
Estonia,2002,4.84408321,,,77.11935462,20.07111456,,570.7947402
Estonia,2003,4.9186773,,,76.74845882,20.41099925,,649.363697
Estonia,2004,5.1319825,,,75.54815,21.31595757,,749.0630053
Estonia,2005,5.01934042,,,76.70413384,20.41864667,,823.8601282
Estonia,2006,5.01483254,,,73.25367625,25.09150772,,957.6252518
Estonia,2007,5.15908495,,,75.58012261,21.90616121,,1112.4293
Estonia,2008,6.05608564,,,77.81302333,19.65646369,,1339.323299
Estonia,2009,6.93238584,,,75.25139063,20.3151994,,1388.841947
Estonia,2010,6.24878202,,,78.85291502,18.5693183,,1300.210854
Estonia,2011,5.83204248,,,79.31844313,17.55716604,,1356.293739
Estonia,2012,5.87202242,,,78.73085264,18.15297809,,1415.653551
Estonia,2013,5.72360519,,,77.87417821,18.88714299,,1452.641099
Ethiopia,1995,3.01155776,,,40.6239032,46.50874174,,12.4808797
Ethiopia,1996,2.97297947,,,38.14649707,48.59562097,,13.67459815
Ethiopia,1997,3.26072147,,,40.87393515,46.43297347,,15.27208064
Ethiopia,1998,3.80433515,,,43.75561884,44.70715802,,16.89649885
Ethiopia,1999,4.02973209,,,46.58250879,42.5202097,,18.55272112
Ethiopia,2000,4.44562415,,,54.59527682,35.947101,,21.57692979
Ethiopia,2001,4.34232683,,,52.33488243,38.05646943,,22.68287114
Ethiopia,2002,4.81760403,,,53.92333746,37.00006183,,25.20242354
Ethiopia,2003,4.72187292,,,55.14919473,36.11229466,,23.95126791
Ethiopia,2004,4.31342078,,,56.05350196,35.3518713,,24.81555931
Ethiopia,2005,4.28028864,,,61.41155677,30.60588846,,27.6322111
Ethiopia,2006,4.55015838,,,56.6274319,33.53126333,,32.64872426
Ethiopia,2007,4.77795632,,,54.82519048,35.19623971,,38.17593329
Ethiopia,2008,4.36045004,,,51.89165101,38.46554087,,38.31596585
Ethiopia,2009,4.44190292,,,54.41230189,38.81015524,,41.67581226
Ethiopia,2010,4.94976724,,,55.89250806,39.03578711,,51.530406
Ethiopia,2011,5.23385741,,,62.81115173,33.70111468,,60.18128925
Ethiopia,2012,4.89561068,,,60.64475299,35.66433903,,60.6870701
Ethiopia,2013,5.06266857,,,60.95578023,35.38248128,,68.53482176
Fiji,1995,3.11105821,,,79.10852113,13.26332411,,147.1718698
Fiji,1996,3.27200393,,,80.78543957,12.19870284,,163.2706717
Fiji,1997,3.5318195,,,81.89544409,11.49399687,,173.4390692
Fiji,1998,3.18775025,,,81.79688523,11.5565687,,158.7926618
Fiji,1999,3.14656649,,,79.68533182,12.89712566,,171.6319064
Fiji,2000,3.868678,,,83.63323301,10.39073091,,210.8940064
Fiji,2001,3.28218797,,,80.09542382,12.63677151,,185.9827677
Fiji,2002,3.48152216,,,81.9885416,11.43489228,,206.3300059
Fiji,2003,3.35226698,,,80.54835974,12.34921715,,204.419191
Fiji,2004,3.6142814,,,79.89491263,12.76406958,,237.9238822
Fiji,2005,3.60776119,,,81.38165642,11.82018405,,245.7807894
Fiji,2006,3.83604195,,,78.52786871,13.56429917,,272.5087424
Fiji,2007,3.74021623,,,74.64913736,15.4182396,,268.0590805
Fiji,2008,3.57045883,,,75.58001278,15.47793401,,260.9436992
Fiji,2009,4.17806696,,,69.37382923,22.19550256,,300.710702
Fiji,2010,4.11699674,,,70.13422179,19.65794025,,297.4163802
Fiji,2011,3.93839683,,,65.99454943,22.00814766,,293.0131871
Fiji,2012,3.9825466,,,66.17858743,21.67146729,,305.714341
Fiji,2013,4.13153294,,,67.39821423,20.88997709,,328.3832988
Finland,1995,7.84986065,,,71.68518021,22.64997222,,1477.226249
Finland,1996,8.03312623,,,71.62262439,22.65846371,,1549.722974
Finland,1997,7.71484921,,,72.10941001,22.15028576,,1618.248543
Finland,1998,7.35005394,,,72.47012479,21.61872962,,1660.875935
Finland,1999,7.37327082,,,71.45781026,22.37070457,,1743.263201
Finland,2000,7.21904741,,,71.26237061,22.31559966,,1857.19062
Finland,2001,7.42501037,,,71.9677518,21.78906572,,1975.016479
Finland,2002,7.80782882,,,72.45497074,21.27100242,,2152.331605
Finland,2003,8.15119569,,,72.77745182,20.89553722,,2255.421208
Finland,2004,8.20952378,,,73.29616187,20.50393892,,2454.785907
Finland,2005,8.42946525,,,73.81091482,20.06738508,,2593.506771
Finland,2006,8.3448248,,,74.84639726,19.07312613,,2773.887997
Finland,2007,8.04301339,,,74.37764168,19.33437484,,2912.034779
Finland,2008,8.30675202,,,74.50113346,19.09432397,,3171.247272
Finland,2009,9.17146551,,,74.78515618,18.88283378,,3298.144611
Finland,2010,8.99041937,,,74.17275903,19.61530771,,3296.841714
Finland,2011,8.94580279,,,74.58596922,19.12984536,,3463.214135
Finland,2012,9.08755402,,,75.00778796,18.6639763,,3497.03361
Finland,2013,9.39915117,,,75.27774722,18.5403146,,3604.120724
France,1995,10.3559065,,,79.68528752,7.60353928,,2098.269003
France,1996,10.37527118,,,79.56294571,7.32264774,,2161.479461
France,1997,10.25024828,,,79.64358864,7.19134431,,2228.020516
France,1998,10.14604038,,,79.51801267,7.11503816,,2312.89339
France,1999,10.15363331,,,79.44941553,7.16359008,,2403.727507
France,2000,10.08483349,,,79.38473847,7.09980215,,2556.494279
France,2001,10.21133507,,,79.38448234,7.17126703,,2728.925002
France,2002,10.56032756,,,79.66152617,6.97136731,,2931.23354
France,2003,10.75364634,,,77.939858,7.1027343,,2943.917206
France,2004,10.8859,,,77.89864499,6.96388364,,3076.5769
