Entity,Year,Food exports (% of merchandise exports) (World Bank (2016))
Algeria,2014,0.515502565
Andorra,1995,6.508495049
Andorra,1996,6.540601169
Andorra,1997,9.485408267
Andorra,1998,10.73127494
Andorra,1999,11.04027322
Andorra,2000,8.392797042
Andorra,2001,4.930022044
Andorra,2002,3.955891906
Andorra,2003,6.32259855
Andorra,2004,11.63986952
Andorra,2005,28.85890232
Andorra,2006,33.11121938
Angola,1962,65.49482503
Angola,1969,49.68793658
Angola,1970,44.69141738
Angola,1971,45.42154064
Angola,1972,42.07283976
Angola,1973,40.59791162
Angola,1974,27.629101
Angola,1978,23.27657671
Angola,1979,14.34224701
Angola,1980,8.69300388
Angola,1981,5.239923467
Angola,1990,0.234865204
Angola,1991,0.305922033
Antigua and Barbuda,1973,1.493142344
Antigua and Barbuda,1974,1.622593156
Antigua and Barbuda,1975,3.034640238
Antigua and Barbuda,1977,36.06732424
Antigua and Barbuda,1978,17.45072315
Antigua and Barbuda,1981,8.701194802
Antigua and Barbuda,1999,16.45554662
Antigua and Barbuda,2000,27.14536603
Antigua and Barbuda,2005,18.6649491
Antigua and Barbuda,2007,37.58913122
Antigua and Barbuda,2009,48.30508377
Antigua and Barbuda,2010,50.65432006
Antigua and Barbuda,2011,58.68952895
Antigua and Barbuda,2012,56.84034197
Antigua and Barbuda,2013,37.79009954
Antigua and Barbuda,2014,25.66733247
Antigua and Barbuda,2015,52.09462867
Argentina,1962,71.51672236
Argentina,1963,72.12415416
Argentina,1964,77.22665177
Argentina,1965,81.63537584
Argentina,1966,77.91825229
Argentina,1967,76.82995977
Argentina,1968,72.74008045
Argentina,1969,73.87570296
Argentina,1970,74.31840884
Argentina,1971,76.69927295
Argentina,1972,71.75390308
Argentina,1973,69.90732425
Argentina,1974,70.51725335
Argentina,1975,68.86898821
Argentina,1976,68.24315512
Argentina,1977,68.78781674
Argentina,1978,65.44610252
Argentina,1979,69.40121355
Argentina,1980,64.95483967
Argentina,1981,66.83595088
Argentina,1982,62.5132745
Argentina,1983,74.96870549
Argentina,1984,73.40185109
Argentina,1985,66.07078805
Argentina,1986,66.62847775
Argentina,1987,61.05934458
Argentina,1988,59.63901405
Argentina,1989,54.98129281
Argentina,1990,56.2560001
Argentina,1991,60.0516707
Argentina,1992,61.00757499
Argentina,1993,55.2990125
Argentina,1994,51.93018275
Argentina,1995,49.78575289
Argentina,1996,51.92294054
Argentina,1997,48.60054399
Argentina,1998,50.6466266
Argentina,1999,49.3935387
Argentina,2000,43.77850973
Argentina,2001,44.39294203
Argentina,2002,45.87766362
Argentina,2003,49.20506148
Argentina,2004,47.95874538
Argentina,2005,46.61903729
Argentina,2006,45.11928361
Argentina,2007,50.90517519
Argentina,2008,53.11599487
Argentina,2009,50.48941422
Argentina,2010,51.12397369
Argentina,2011,54.10395743
Argentina,2012,53.89495741
Argentina,2013,55.21806126
Argentina,2014,55.87391204
Argentina,2015,62.39097759
Armenia,1997,10.87045841
Armenia,1999,8.061195538
Armenia,2000,14.13781528
Armenia,2001,24.40363406
Armenia,2002,14.55108496
Armenia,2003,14.44719451
Armenia,2004,12.94680382
Armenia,2005,13.70981588
Armenia,2006,11.7101737
Armenia,2007,7.964388706
Armenia,2008,18.61033489
Armenia,2009,19.90463158
Armenia,2010,16.71604952
Armenia,2011,19.23102475
Armenia,2012,25.92098399
Armenia,2013,30.06497837
Armenia,2014,31.76157399
Armenia,2015,31.15195863
Aruba,1988,53.86432709
Aruba,1989,49.79666378
Aruba,1990,42.57927193
Aruba,1991,18.06343769
Aruba,1995,35.83433122
Aruba,1996,15.19459546
Aruba,1997,34.69950253
Aruba,1998,22.9386657
Aruba,2005,1.106423044
Aruba,2009,76.06403081
Aruba,2010,82.32874445
Aruba,2011,77.98423398
Aruba,2012,76.46333957
Aruba,2013,75.7071795
Aruba,2014,68.28541284
Australia,1963,39.8346475
Australia,1964,39.7859422
Australia,1965,39.57698542
Australia,1966,36.35536387
Australia,1967,41.36690431
Australia,1968,34.09229139
Australia,1969,32.80498359
Australia,1970,34.01353623
Australia,1971,38.33876304
Australia,1972,36.91115716
Australia,1973,31.93498279
Australia,1974,34.54330571
Australia,1975,35.64230237
Australia,1976,32.69532221
Australia,1977,31.75959023
Australia,1978,29.49195371
Australia,1979,33.77235746
Australia,1980,34.4300932
Australia,1981,30.98558204
Australia,1982,30.63417236
Australia,1983,25.01876606
Australia,1984,28.67048772
Australia,1985,24.83437815
Australia,1986,27.34658033
Australia,1987,24.18120895
Australia,1988,22.43151864
Australia,1989,23.69578863
Australia,1990,22.74267569
Australia,1991,20.92345139
Australia,1992,22.07264865
Australia,1993,24.3442151
Australia,1994,24.94168695
Australia,1995,22.2157043
Australia,1996,24.84437244
Australia,1997,24.42693483
Australia,1998,22.26001142
Australia,1999,24.58169016
Australia,2000,20.65163484
Australia,2001,21.49117697
Australia,2002,21.75573081
Australia,2003,19.31059666
Australia,2004,21.75544841
Australia,2005,16.82909974
Australia,2006,15.38732345
Australia,2007,13.53974685
Australia,2008,12.33442034
Australia,2009,14.07032541
Australia,2010,11.28926472
Australia,2011,11.54108642
Australia,2012,12.78258125
Australia,2013,13.09908661
Australia,2014,14.00641088
Australia,2015,17.18968342
Austria,1963,5.557814881
Austria,1964,4.69559481
Austria,1965,5.453183726
Austria,1966,4.755475443
Austria,1967,5.871041729
Austria,1968,4.732779526
Austria,1969,4.577434604
Austria,1970,4.671643438
Austria,1971,4.840580915
Austria,1972,5.502427375
Austria,1973,4.52598246
Austria,1974,3.827966894
Austria,1975,4.154539795
Austria,1976,4.262494226
Austria,1977,3.758381722
Austria,1978,4.031327305
Austria,1979,4.012810101
Austria,1980,4.158332922
Austria,1981,4.392598796
Austria,1982,4.660413726
Austria,1983,4.563617996
Austria,1984,4.659755402
Austria,1985,4.284119578
Austria,1986,3.883300173
Austria,1987,3.470374118
Austria,1988,3.499457436
Austria,1989,3.684295454
Austria,1990,3.317610056
Austria,1991,3.254953551
Austria,1992,3.340032437
Austria,1993,3.515482228
Austria,1994,3.75200601
Austria,1995,3.842931866
Austria,1996,4.509889165
Austria,1997,4.773156661
Austria,1998,4.808400752
Austria,1999,5.424177822
Austria,2000,4.759743784
Austria,2001,5.135736304
Austria,2002,5.304065161
Austria,2003,5.992742667
Austria,2004,5.831725778
Austria,2005,6.17595933
Austria,2006,6.044518881
Austria,2007,6.184763615
Austria,2008,6.556383269
Austria,2009,7.363439172
Austria,2010,6.934782921
Austria,2011,6.969375741
Austria,2012,7.116833562
Austria,2013,7.328588899
Austria,2014,7.359057184
Azerbaijan,1996,4.369216381
Azerbaijan,1997,6.92296832
Azerbaijan,1998,7.507132894
Azerbaijan,1999,6.292376142
Azerbaijan,2000,3.163514841
Azerbaijan,2001,2.312329743
Azerbaijan,2002,3.029392083
Azerbaijan,2003,4.840489427
Azerbaijan,2004,4.259263781
Azerbaijan,2005,7.47941377
Azerbaijan,2006,5.029066297
Azerbaijan,2007,8.337662835
Azerbaijan,2008,1.111104246
Azerbaijan,2009,3.572643819
Azerbaijan,2010,2.783515893
Azerbaijan,2011,2.696595558
Azerbaijan,2012,3.477695072
Azerbaijan,2013,3.649089749
Azerbaijan,2014,3.82233346
Bahamas,1974,1.828189809
Bahamas,1975,1.606602324
Bahamas,1976,1.9116476
Bahamas,1980,0.681927117
Bahamas,1981,1.426029601
Bahamas,1982,2.196692637
Bahamas,1983,1.391646487
Bahamas,1984,2.468433803
Bahamas,1985,4.372611522
Bahamas,1986,5.239390331
Bahamas,1987,6.027688754
Bahamas,1988,7.763942721
Bahamas,1995,71.84570841
Bahamas,1997,69.55829218
Bahamas,1998,60.98774919
Bahamas,1999,61.39923864
Bahamas,2000,49.42810287
Bahamas,2001,52.66577265
Bahamas,2002,57.40535068
Bahamas,2003,55.66203929
Bahamas,2004,50.23851755
Bahamas,2005,35.12886804
Bahamas,2006,34.30628777
Bahamas,2007,28.43463036
Bahamas,2008,30.8829458
Bahamas,2009,20.13519564
Bahamas,2010,25.14717193
Bahamas,2011,23.50933627
Bahamas,2012,24.37461031
Bahamas,2013,25.17338752
Bahamas,2014,20.12375192
Bahrain,1970,5.229195305
Bahrain,1971,3.519764534
Bahrain,1972,3.934601092
Bahrain,1973,4.19611245
Bahrain,1974,2.050464945
Bahrain,1975,1.511499997
Bahrain,1976,1.681705818
Bahrain,1977,1.473883312
Bahrain,1978,1.237192458
Bahrain,1979,3.143462847
Bahrain,1980,8.734382886
Bahrain,1981,1.284932438
Bahrain,1982,1.90803706
Bahrain,1983,0.997902517
Bahrain,1984,1.003723106
Bahrain,1985,0.94926511
Bahrain,1986,1.153498981
Bahrain,1987,1.093295849
Bahrain,1988,1.298190076
Bahrain,1989,3.389514775
Bahrain,1990,2.824135449
Bahrain,1991,4.863173661
Bahrain,1992,6.509581294
Bahrain,1993,5.495408243
Bahrain,1994,1.986847799
Bahrain,1995,2.407299134
Bahrain,1996,5.693358413
Bahrain,2000,0.635631638
Bahrain,2001,0.607835835
Bahrain,2002,0.630655359
Bahrain,2003,0.715808818
Bahrain,2004,0.550737734
Bahrain,2005,0.43687302
Bahrain,2006,0.368377037
Bahrain,2007,0.383907482
Bahrain,2008,2.056804771
Bahrain,2009,3.42475822
Bahrain,2010,1.850810059
Bahrain,2011,1.690825863
Bahrain,2012,2.591778094
Bahrain,2013,3.931010503
Bahrain,2014,3.169989554
Bangladesh,1977,13.04660826
Bangladesh,1978,13.68297201
Bangladesh,1979,12.721089
Bangladesh,1980,12.45126434
Bangladesh,1981,15.69587129
Bangladesh,1982,19.97005494
Bangladesh,1983,19.28183866
Bangladesh,1984,17.98332885
Bangladesh,1985,17.91852283
Bangladesh,1986,20.19584932
Bangladesh,1987,18.64081885
Bangladesh,1988,18.13763369
Bangladesh,1989,17.83625521
Bangladesh,1990,14.31399154
Bangladesh,1991,12.64074692
Bangladesh,1992,11.02551564
Bangladesh,1993,11.81218123
Bangladesh,1994,13.56525988
Bangladesh,1995,10.44881552
Bangladesh,1996,10.0854106
Bangladesh,1997,8.357378001
Bangladesh,1998,7.229672183
Bangladesh,2000,7.608775685
Bangladesh,2001,6.066962367
Bangladesh,2002,6.808468112
Bangladesh,2003,5.78812281
Bangladesh,2004,6.184176023
Bangladesh,2005,6.221821768
Bangladesh,2006,5.928288427
Bangladesh,2007,6.519945365
Bangladesh,2008,4.81914348
Bangladesh,2009,3.694887091
Bangladesh,2010,4.029749102
Bangladesh,2011,3.859956404
Barbados,1967,93.2477375
Barbados,1968,87.94541458
Barbados,1969,76.21321317
Barbados,1970,72.97992569
Barbados,1971,73.72195336
Barbados,1972,63.92192133
Barbados,1973,57.78346077
Barbados,1974,62.13630634
Barbados,1975,69.05840679
Barbados,1976,51.28617632
Barbados,1977,49.39837671
Barbados,1978,39.74889345
Barbados,1979,35.74745415
Barbados,1980,46.98861812
Barbados,1981,29.98356327
Barbados,1982,27.88091247
Barbados,1983,12.30426391
Barbados,1984,15.38189621
Barbados,1985,15.73887957
Barbados,1986,18.91750978
Barbados,1987,28.85870719
Barbados,1988,27.21665906
Barbados,1989,22.98119268
Barbados,1990,27.26402109
Barbados,1991,25.54407182
Barbados,1992,43.6520813
Barbados,1993,37.05780197
Barbados,1994,37.93723867
Barbados,1995,39.17725529
Barbados,1996,47.24601828
Barbados,1997,44.89716443
Barbados,1998,38.94415999
Barbados,1999,37.25949102
Barbados,2000,37.1631932
Barbados,2001,41.80848312
Barbados,2002,42.56162839
Barbados,2003,37.71371261
Barbados,2004,41.9501941
Barbados,2005,38.6238455
Barbados,2006,30.34724484
Barbados,2007,30.28455385
Barbados,2008,38.57065367
Barbados,2009,38.71774864
Barbados,2010,32.87015651
Barbados,2011,31.50488853
Barbados,2012,31.45309951
Barbados,2013,35.39007723
Barbados,2014,33.44277343
Barbados,2015,33.81151225
Belarus,1998,8.523019663
Belarus,1999,7.462182281
Belarus,2000,6.751524591
Belarus,2001,8.008869644
Belarus,2002,7.676977381
Belarus,2003,8.261291006
Belarus,2004,8.346367601
Belarus,2005,8.251853841
Belarus,2006,7.486301142
Belarus,2007,7.257455373
Belarus,2008,6.737132382
Belarus,2009,10.6935529
Belarus,2010,12.61922383
Belarus,2011,9.154085143
Belarus,2012,9.809999081
Belarus,2013,14.37837197
Belarus,2014,14.78067034
Belarus,2015,15.28593065
Belgium,1999,10.03669653
Belgium,2000,8.907230067
Belgium,2001,9.165267631
Belgium,2002,8.545753788
Belgium,2003,8.678575666
Belgium,2004,8.314175607
Belgium,2005,8.045961677
Belgium,2006,7.796436942
Belgium,2007,7.937964338
Belgium,2008,8.58011356
Belgium,2009,9.62623459
Belgium,2010,8.850693359
Belgium,2011,8.845835789
Belgium,2012,9.215180046
Belgium,2013,9.101028246
Belgium,2014,9.388218963
Belgium,2015,9.676392944
Belize,1975,77.41760617
Belize,1976,63.20238181
Belize,1977,61.87825573
Belize,1978,65.14155014
Belize,1979,76.23015647
Belize,1980,79.42026042
Belize,1982,79.80624275
Belize,1983,99.45134841
Belize,1984,136.1084404
Belize,1985,100.8460346
Belize,1986,88.70084593
Belize,1987,85.49200162
Belize,1988,81.65334945
Belize,1989,92.51355537
Belize,1990,93.30045054
Belize,1992,78.41153457
Belize,1993,76.74089492
Belize,1994,79.45426567
Belize,1995,86.46650686
Belize,1996,79.39284731
Belize,1997,85.49182007
Belize,1998,83.74952364
Belize,1999,10.90209557
Belize,2000,87.25915931
Belize,2001,34.58684844
Belize,2002,21.523334
Belize,2003,89.64092733
Belize,2004,87.9602061
Belize,2005,87.2984334
Belize,2006,73.79676253
Belize,2007,65.63918976
Belize,2008,57.28944904
Belize,2009,69.88181422
Belize,2010,60.86101469
Belize,2011,53.49673728
Belize,2012,68.74111338
Belize,2013,76.62258703
Belize,2014,63.91315284
Benin,1962,93.32755008
Benin,1963,89.58900523
Benin,1964,93.29802684
Benin,1965,88.66085919
Benin,1966,76.61758586
Benin,1967,67.75618675
Benin,1968,74.36298798
Benin,1969,73.8017051
Benin,1970,70.90918253
Benin,1971,74.30837054
Benin,1972,62.07164602
Benin,1973,61.24892609
Benin,1974,43.35927607
Benin,1979,70.70115337
Benin,1980,61.82268955
Benin,1982,35.95558922
Benin,1992,15.46025157
Benin,1993,11.30047768
Benin,1994,19.78160627
Benin,1995,14.11808667
Benin,1996,11.82760823
Benin,1997,12.54618657
Benin,1998,15.30578496
Benin,1999,16.38858773
Benin,2000,20.68488194
Benin,2001,20.06231475
Benin,2002,32.75612241
Benin,2003,18.59078253
Benin,2004,18.33291172
Benin,2005,25.89851929
Benin,2006,40.55890659
Benin,2007,38.0416297
Benin,2008,30.10950775
Benin,2009,49.29701518
Benin,2010,67.59903677
Benin,2011,38.06342398
Benin,2012,40.3401794
Benin,2013,36.94547047
Benin,2014,29.85295497
Bermuda,1971,5.625363812
Bermuda,1972,10.95052096
Bermuda,1973,8.408120387
Bermuda,1974,5.144411957
Bermuda,1975,0.889426454
Bermuda,1976,0.815698039
Bermuda,1977,0.544185088
Bermuda,1978,0.439038822
Bermuda,1979,0.360193592
Bermuda,1980,0.922847029
Bermuda,1981,2.282387053
Bermuda,1982,2.159297353
Bermuda,1983,2.426865079
Bermuda,1984,0.944943749
Bermuda,1985,1.697053572
Bermuda,1988,2.793317402
Bermuda,1989,1.753380836
Bermuda,1990,1.035715336
Bermuda,1991,2.080442903
Bermuda,1992,1.204142963
Bermuda,1993,2.406936124
Bermuda,1995,1.502267055
Bermuda,2012,23.54094152
Bermuda,2013,1.993086227
Bermuda,2014,23.79661413
Bermuda,2015,44.83761538
Bhutan,1991,19.85256117
Bhutan,1992,26.27295652
Bhutan,1993,23.12055133
Bhutan,1994,23.26544487
Bhutan,1998,15.09204874
Bhutan,1999,13.33226569
Bhutan,2005,10.64269806
Bhutan,2006,12.86896597
Bhutan,2007,10.23913701
Bhutan,2008,48.31563245
Bhutan,2009,6.094731917
Bhutan,2010,7.17027914
Bhutan,2011,8.452918706
Bhutan,2012,6.936412173
Bolivia,1962,3.429169549
Bolivia,1963,2.265949518
Bolivia,1964,2.531914831
Bolivia,1965,1.806851518
Bolivia,1966,4.571636609
Bolivia,1967,4.77075497
Bolivia,1968,2.621951171
Bolivia,1969,2.421081229
Bolivia,1970,2.690731986
Bolivia,1971,4.507784874
Bolivia,1972,3.769691833
Bolivia,1973,5.395710863
Bolivia,1974,4.599823469
Bolivia,1975,5.350327568
Bolivia,1976,9.799729424
Bolivia,1977,7.004527046
Bolivia,1978,6.137982756
Bolivia,1979,7.415166195
Bolivia,1980,8.017096674
Bolivia,1981,3.286942956
Bolivia,1982,4.418116113
Bolivia,1983,4.231450406
Bolivia,1984,2.584067652
Bolivia,1985,3.744397694
Bolivia,1986,9.167321758
Bolivia,1987,9.498020178
Bolivia,1988,8.583872817
Bolivia,1989,13.16264724
Bolivia,1990,18.9460815
Bolivia,1991,17.00419773
Bolivia,1992,13.94374334
Bolivia,1993,16.53613009
Bolivia,1994,22.60873347
Bolivia,1995,21.47606087
Bolivia,1996,28.63250197
Bolivia,1997,32.11743095
Bolivia,1998,30.03022051
Bolivia,1999,26.19875516
Bolivia,2000,30.24831952
Bolivia,2001,31.35706166
Bolivia,2002,31.67220506
Bolivia,2003,30.94042166
Bolivia,2004,27.36512604
Bolivia,2005,20.81179799
Bolivia,2006,14.66085286
Bolivia,2007,15.30825277
Bolivia,2008,14.20783501
Bolivia,2009,19.61984169
Bolivia,2010,15.26996847
Bolivia,2011,12.90387524
Bolivia,2012,14.52206547
Bolivia,2013,16.80658261
Bolivia,2014,15.9401917
Bolivia,2015,17.35615699
Bosnia and Herzegovina,2003,3.548057529
Bosnia and Herzegovina,2004,4.381036656
Bosnia and Herzegovina,2005,5.770543695
Bosnia and Herzegovina,2006,4.929331692
Bosnia and Herzegovina,2007,5.387281954
Bosnia and Herzegovina,2008,5.971067448
Bosnia and Herzegovina,2009,7.687319738
Bosnia and Herzegovina,2010,7.317028991
Bosnia and Herzegovina,2011,6.814031192
Bosnia and Herzegovina,2012,7.43801916
Bosnia and Herzegovina,2013,7.486561389
Bosnia and Herzegovina,2014,7.017478526
Bosnia and Herzegovina,2015,8.526875698
Botswana,2000,2.787453468
Botswana,2001,3.13768852
Botswana,2002,3.539279416
Botswana,2003,2.363616421
Botswana,2004,2.494832857
Botswana,2005,2.591148079
Botswana,2006,2.698674212
Botswana,2007,2.832079299
Botswana,2008,2.901367793
Botswana,2009,5.145728768
Botswana,2010,5.08470487
Botswana,2011,2.235953557
Botswana,2012,2.038406429
Botswana,2013,2.326822227
Botswana,2014,1.976989945
Brazil,1962,71.14927029
Brazil,1963,73.75692538
Brazil,1964,69.29420913
Brazil,1965,67.33806462
Brazil,1966,68.91485909
Brazil,1967,68.0054225
Brazil,1968,68.76696766
Brazil,1969,64.62033968
Brazil,1970,63.25015853
Brazil,1971,59.92598094
Brazil,1972,62.71077683
Brazil,1973,61.7435166
Brazil,1974,57.8889466
Brazil,1975,54.08409353
Brazil,1976,59.59124975
Brazil,1977,61.59430113
Brazil,1978,51.96767906
Brazil,1979,46.54471738
Brazil,1980,46.26332164
Brazil,1981,41.37380081
Brazil,1982,39.63116567
Brazil,1983,40.31114347
Brazil,1984,38.76549048
Brazil,1985,36.77370935
Brazil,1986,34.41425197
Brazil,1987,32.29392073
Brazil,1988,29.3666368
Brazil,1989,27.25880498
Brazil,1990,27.69719518
Brazil,1991,24.93124179
Brazil,1992,25.40768143
Brazil,1993,25.27777755
Brazil,1994,29.07444331
Brazil,1995,28.72895244
Brazil,1996,30.26516288
Brazil,1997,31.26480815
Brazil,1998,29.84261616
Brazil,1999,28.94060613
Brazil,2000,23.39186076
Brazil,2001,27.62808922
Brazil,2002,27.91966927
Brazil,2003,28.6576574
Brazil,2004,27.99644601
Brazil,2005,25.77043106
Brazil,2006,25.0374139
Brazil,2007,26.34915274
Brazil,2008,27.5758311
Brazil,2009,34.20071243
Brazil,2010,31.07828298
Brazil,2011,30.50203084
Brazil,2012,32.19300191
Brazil,2013,34.28260784
Brazil,2014,35.3936614
Brazil,2015,37.59667412
Brunei,1962,0.07854924
Brunei,1963,0.021674411
Brunei,1964,0.020451512
Brunei,1965,0.045471946
Brunei,1966,0.014008095
Brunei,1967,0.038918513
Brunei,1968,0.122856939
Brunei,1969,0.315229037
Brunei,1970,0.341912166
Brunei,1971,0.423620713
Brunei,1972,0.342812031
Brunei,1973,0.217639754
Brunei,1974,0.074498843
Brunei,1975,0.06389706
Brunei,1976,0.035658042
Brunei,1977,0.028332358
Brunei,1978,0.013456269
Brunei,1979,0.005832356
Brunei,1980,0.00376944
Brunei,1981,0.005989401
Brunei,1982,0.005215551
Brunei,1983,0.00518791
Brunei,1984,0.006659249
Brunei,1985,0.006317022
Brunei,1986,0.006047356
Brunei,1987,0.003572008
Brunei,1988,0.002179417
Brunei,1989,0.002744161
Brunei,1990,0.000882643
Brunei,1991,0.000655989
Brunei,1992,0.000238091
Brunei,1993,0.000288021
Brunei,1997,0.048265072
Brunei,1998,0.05109948
Brunei,2001,0.0103344
Brunei,2002,0.020297675
Brunei,2003,0.020107907
Brunei,2004,0.039123519
Brunei,2006,0.088903362
Brunei,2012,0.046009564
Brunei,2013,0.160437597
Brunei,2014,0.389222062
Bulgaria,1996,18.09389137
Bulgaria,1997,13.63153141
Bulgaria,1998,15.02247823
Bulgaria,1999,15.27135204
Bulgaria,2000,9.811258086
Bulgaria,2001,9.62142868
Bulgaria,2002,12.12662496
Bulgaria,2003,10.15593959
Bulgaria,2004,10.41329853
Bulgaria,2005,10.48745645
Bulgaria,2006,8.569539669
Bulgaria,2007,8.643877532
Bulgaria,2008,12.41790787
Bulgaria,2009,16.62762095
Bulgaria,2010,16.07980207
Bulgaria,2011,15.54755051
Bulgaria,2012,15.35460901
Bulgaria,2013,17.60080978
Bulgaria,2014,16.13131766
Bulgaria,2015,15.51074796
Burkina Faso,1962,84.40123541
Burkina Faso,1963,75.71226485
Burkina Faso,1964,76.10188011
Burkina Faso,1965,83.32047502
Burkina Faso,1966,81.48723992
Burkina Faso,1967,74.85587115
Burkina Faso,1968,76.59694755
Burkina Faso,1969,65.3922929
Burkina Faso,1970,67.88555042
Burkina Faso,1971,72.63819048
Burkina Faso,1972,67.89865776
Burkina Faso,1973,67.87977559
Burkina Faso,1974,71.85521045
Burkina Faso,1975,74.82426139
Burkina Faso,1976,45.24885045
Burkina Faso,1977,51.09874904
Burkina Faso,1978,55.53047575
Burkina Faso,1979,49.08970702
Burkina Faso,1980,41.32741114
Burkina Faso,1981,39.88252788
Burkina Faso,1982,40.85379277
Burkina Faso,1983,33.49741606
Burkina Faso,1995,24.72132679
Burkina Faso,1996,20.42683785
Burkina Faso,1997,16.07341329
Burkina Faso,1998,16.36638598
Burkina Faso,1999,16.20478786
Burkina Faso,2000,19.13846766
Burkina Faso,2001,22.51303371
Burkina Faso,2002,19.58098703
Burkina Faso,2003,18.70013719
Burkina Faso,2004,18.512687
Burkina Faso,2005,16.51807489
Burkina Faso,2007,24.07317342
Burkina Faso,2008,33.22427112
Burkina Faso,2009,26.77501379
Burkina Faso,2010,33.34718915
Burkina Faso,2011,38.48965264
Burkina Faso,2013,31.16730429
Burkina Faso,2014,26.45256678
Burundi,1965,75.27383648
Burundi,1974,88.37486638
Burundi,1975,91.64141398
Burundi,1976,93.25435304
Burundi,1993,77.17273658
Burundi,1994,91.42775282
Burundi,1995,91.31525382
Burundi,1996,95.08597461
Burundi,1997,98.28950581
Burundi,1998,99.11277963
Burundi,1999,97.86628384
Burundi,2000,91.00106511
Burundi,2001,87.83055271
Burundi,2002,93.1021165
Burundi,2003,91.02667061
Burundi,2004,92.15970124
Burundi,2005,86.78249339
Burundi,2006,86.27692258
Burundi,2007,53.08383588
Burundi,2008,64.82589233
Burundi,2009,67.49852556
Burundi,2010,81.40548237
Burundi,2011,73.86508521
Burundi,2012,68.79271295
Burundi,2013,63.69050357
Burundi,2014,72.07231257
Cambodia,1962,53.60052935
Cambodia,1963,68.83903839
Cambodia,1964,81.90085321
Cambodia,1965,63.36972974
Cambodia,1966,55.28869891
Cambodia,1967,66.74417105
Cambodia,1968,71.64940299
Cambodia,1969,48.35484784
Cambodia,1970,72.17194111
Cambodia,1971,79.29290194
Cambodia,1972,57.43171915
Cambodia,2000,0.96237851
Cambodia,2001,1.20870416
Cambodia,2002,0.791797811
Cambodia,2003,0.452607559
Cambodia,2004,1.087559104
Cambodia,2005,0.918152625
Cambodia,2006,0.607672896
Cambodia,2007,0.722812049
Cambodia,2008,0.659641144
Cambodia,2009,0.789630613
Cambodia,2010,1.437044332
Cambodia,2011,2.636882527
Cambodia,2012,2.755658874
Cambodia,2013,4.323812894
Cambodia,2014,3.38774156
Cameroon,1962,58.98496602
Cameroon,1963,62.00019923
Cameroon,1964,63.84948888
Cameroon,1965,59.65323066
Cameroon,1966,62.10895874
Cameroon,1967,65.74995647
Cameroon,1968,69.34994585
Cameroon,1969,65.68682949
Cameroon,1970,74.95444618
Cameroon,1971,64.34690289
Cameroon,1972,63.19662798
Cameroon,1973,62.38702714
Cameroon,1974,69.63006181
Cameroon,1975,66.86856914
Cameroon,1976,64.70378409
Cameroon,1977,72.84916012
