Entity,Year,regime_bti,state_basic_bti,electfreefair_bti,effective_power_bti,freeassoc_bti,freeexpr_bti,sep_power_bti,civ_rights_bti,democracy_bti,state_bti,political_participation_bti,rule_of_law_bti,stability_dem_inst_bti,pol_soc_integr_bti,number_hardaut_bti,number_modaut_bti,number_hdefdem_bti,number_defdem_bti,number_consdem_bti,pop_hardaut_bti,pop_modaut_bti,pop_hdefdem_bti,pop_defdem_bti,pop_consdem_bti,pop_missreg_bti,popw_democracy_bti,region
Bangladesh,2009,4,6,8,5,7,7,5,5,6.050000190734863,7,6.75,5,5.5,6,,,,,,,,,,,,,Asia
Bangladesh,2011,4,6,8,7,8,7,6,5,6.25,7,7.5,5,5.5,6.25,,,,,,,,,,,,,Asia
Bangladesh,2013,3,6,8,6,7,6,5,4,5.949999809265137,7,6.75,4.25,5.5,6.25,,,,,,,,,,,,,Asia
Bangladesh,2015,3,5.5,6,6,5,4,5,4,5.349999904632568,6.75,5.25,4.25,4.5,6,,,,,,,,,,,,,Asia
Bangladesh,2017,2,6,5,3,5,4,4,4,4.616666793823242,6.75,4.25,3.75,3,5.3333333,,,,,,,,,,,,,Asia
Bangladesh,2019,2,6.5,4,2,4,3,3,4,4.416666666666666,7,3.25,3.5,3,5.333333333333333,,,,,,,,,,,,,Asia
Bangladesh,2021,2,7,4,2,3,3,3,3,4.25,7,3,3.25,3,5,,,,,,,,,,,,,Asia
Belarus,2005,1,8,3,1,4,4,2,3,3.966666698455811,8.25,3,3.25,2,3.3333333,,,,,,,,,,,,,Europe
Belarus,2007,1,8,2,2,3,3,2,2,3.933333396911621,8.5,2.5,3,2,3.6666667,,,,,,,,,,,,,Europe
Belarus,2009,2,9,2,2,4,3,2,2,4.083333492279053,9,2.75,3,2,3.6666667,,,,,,,,,,,,,Europe
Belarus,2011,1,8.5,2,2,3,3,2,2,3.933333396911621,8.5,2.5,3,2,3.6666667,,,,,,,,,,,,,Europe
Belarus,2013,1,8.5,2,2,3,3,2,2,3.933333396911621,8.5,2.5,3,2,3.6666667,,,,,,,,,,,,,Europe
Belarus,2015,1,8.5,2,2,3,3,2,3,3.933333396911621,8.5,2.5,3,2,3.6666667,,,,,,,,,,,,,Europe
Belarus,2017,2,8.5,3,3,3,3,3,4,4.333333492279053,8.5,3,4,2.5,3.6666667,,,,,,,,,,,,,Europe
Belarus,2019,2,9,3,3,3,3,3,4,4.383333333333334,8.75,3,4,2.5,3.666666666666667,,,,,,,,,,,,,Europe
Belarus,2021,1,8.5,2,2,3,2,2,2,3.966666666666666,8.5,2.25,2.75,2,4.333333333333333,,,,,,,,,,,,,Europe
Benin,2005,4,7,9,8,10,9,8,7,7.599999904632568,8,9,7,8,6,,,,,,,,,,,,,Africa
Benin,2007,4,7,9,8,10,8,8,8,7.900000095367432,8.25,8.75,7.25,8.5,6.75,,,,,,,,,,,,,Africa
Benin,2009,4,7,9,9,10,7,7,8,7.699999809265137,8,8.75,6.75,8.5,6.5,,,,,,,,,,,,,Africa
Benin,2011,4,7.5,9,9,10,8,7,8,7.699999809265137,8.25,9,6.25,8,7,,,,,,,,,,,,,Africa
Benin,2013,4,7.5,8,9,9,7,7,8,7.550000190734863,8.5,8.25,6.5,7.5,7,,,,,,,,,,,,,Africa
Benin,2015,4,7.5,8,9,9,7,7,8,7.550000190734863,8.25,8.25,6.25,8,7,,,,,,,,,,,,,Africa
Benin,2017,4,7.5,9,9,9,8,8,8,7.849999904632568,8.25,8.75,6.5,9,6.75,,,,,,,,,,,,,Africa
Benin,2019,4,7.5,9,9,8,7,7,8,7.75,8.25,8.25,6.5,9,6.75,,,,,,,,,,,,,Africa
Benin,2021,4,7.5,6,9,6,7,5,7,6.9,8.25,7,5.75,6.5,7,,,,,,,,,,,,,Africa
Bhutan,2007,1,6.5,4,1,2,4,3,5,3.75,6.5,2.75,5,1.5,3,,,,,,,,,,,,,Asia
Bhutan,2009,2,7,7,2,5,6,4,6,4.650000095367432,6.75,5,5.5,2,4,,,,,,,,,,,,,Asia
Bhutan,2011,2,7,7,2,5,6,5,6,4.800000190734863,6.75,5,6.25,2,4,,,,,,,,,,,,,Asia
Bhutan,2013,4,7.5,8,7,6,7,7,6,6.400000095367432,7,7,7,7,4,,,,,,,,,,,,,Asia
Bhutan,2015,4,7.5,8,7,6,7,7,7,6.5,7.25,7,7.25,7,4,,,,,,,,,,,,,Asia
Bhutan,2017,4,7.5,8,7,6,7,7,7,6.566666603088379,7.25,7,7.25,7,4.3333333,,,,,,,,,,,,,Asia
Bhutan,2019,4,7.5,8,7,6,7,7,7,6.85,7.25,7,7.25,8,4.75,,,,,,,,,,,,,Asia
Bhutan,2021,4,8,8,7,6,7,8,7,7.05,7.5,7,7.5,8,5.25,,,,,,,,,,,,,Asia
Bolivia,2005,4,6.5,9,7,8,8,7,6,6.75,8,8,6,6.5,5.25,,,,,,,,,,,,,South America
Bolivia,2007,4,6.5,9,7,8,7,6,6,6.400000095367432,7.5,7.75,5.75,6,5,,,,,,,,,,,,,South America
Bolivia,2009,4,6.5,9,7,8,7,6,6,6.5,7.75,7.75,5.5,6,5.5,,,,,,,,,,,,,South America
Bolivia,2011,4,7,9,8,9,7,6,6,6.849999904632568,8.25,8.25,5.5,6.5,5.75,,,,,,,,,,,,,South America
Bolivia,2013,4,7,9,8,9,8,7,6,7.099999904632568,8.25,8.5,6,6.5,6.25,,,,,,,,,,,,,South America
Bolivia,2015,4,7.5,9,9,8,8,7,6,7.300000190734863,8.5,8.5,6,7,6.5,,,,,,,,,,,,,South America
Bolivia,2017,4,7.5,9,9,7,8,7,6,7.199999809265137,8.5,8.25,5.75,7,6.5,,,,,,,,,,,,,South America
Bolivia,2019,4,7.5,9,9,7,7,5,6,6.8,8.5,8,5.25,6,6.25,,,,,,,,,,,,,South America
Bolivia,2021,4,7.5,9,9,8,8,6,6,7.05,8.5,8.5,5.5,6.5,6.25,,,,,,,,,,,,,South America
Bosnia and Herzegovina,2005,4,7.5,9,8,9,8,7,6,6.800000190734863,7,8.5,6.5,7,5,,,,,,,,,,,,,Europe
Bosnia and Herzegovina,2007,4,7.5,9,8,9,8,8,7,6.699999809265137,7,8.5,6.75,6,5.25,,,,,,,,,,,,,Europe
Bosnia and Herzegovina,2009,4,8,9,8,9,6,8,7,6.5,7,8,6.75,5.5,5.25,,,,,,,,,,,,,Europe
Bosnia and Herzegovina,2011,4,8,8,8,8,6,8,7,6.400000095367432,6.75,7.5,6.75,5.5,5.5,,,,,,,,,,,,,Europe
Bosnia and Herzegovina,2013,4,8,8,8,8,6,8,7,6.349999904632568,6.75,7.5,6.5,5,6,,,,,,,,,,,,,Europe
Bosnia and Herzegovina,2015,4,8,7,7,8,6,8,7,6.300000190734863,7,7,6.5,5,6,,,,,,,,,,,,,Europe
Bosnia and Herzegovina,2017,4,8,7,7,8,6,8,7,6.099999904632568,7,7,6.5,4,6,,,,,,,,,,,,,Europe
Bosnia and Herzegovina,2019,3,7.5,6,6,7,6,7,7,5.75,6.75,6.25,6,4,5.75,,,,,,,,,,,,,Europe
Bosnia and Herzegovina,2021,3,7.5,6,5,7,6,7,7,5.6,6.75,6,6,4,5.25,,,,,,,,,,,,,Europe
Botswana,2005,5,9,9,10,9,8,7,8,8.449999809265137,9,9,8,9,7.25,,,,,,,,,,,,,Africa
Botswana,2007,5,9,9,10,9,8,8,8,8.449999809265137,9,9,8.25,8.5,7.5,,,,,,,,,,,,,Africa
Botswana,2009,5,8.5,9,10,9,7,8,7,8.399999618530273,8.75,8.75,8,9,7.5,,,,,,,,,,,,,Africa
Botswana,2011,5,9,9,10,9,7,7,8,8.350000381469727,9.25,8.75,8,8.5,7.25,,,,,,,,,,,,,Africa
Botswana,2013,5,9,8,10,9,8,7,8,8.350000381469727,9.25,8.75,7.75,9,7,,,,,,,,,,,,,Africa
Botswana,2015,5,9,8,10,8,7,7,8,8.25,9.25,8.25,7.75,9,7,,,,,,,,,,,,,Africa
Botswana,2017,5,9,8,10,8,7,7,8,8.199999809265137,9,8.25,7.75,9,7,,,,,,,,,,,,,Africa
Botswana,2019,5,9,8,10,8,7,8,8,8.35,9.25,8.25,8,9,7.25,,,,,,,,,,,,,Africa
Botswana,2021,5,8.5,8,10,8,7,8,8,8.25,9,8.25,8,9,7,,,,,,,,,,,,,Africa
Brazil,2005,4,7.5,10,9,9,8,9,7,7.900000095367432,8.5,9,7,8.5,6.5,,,,,,,,,,,,,South America
Brazil,2007,4,7.5,10,9,9,8,9,7,7.949999809265137,8.5,9,7.5,8,6.75,,,,,,,,,,,,,South America
Brazil,2009,5,7.5,10,9,9,8,9,7,8.199999809265137,8.5,9,7.75,8.5,7.25,,,,,,,,,,,,,South America
Brazil,2011,5,7.5,10,9,9,8,9,7,8.149999618530273,8.5,9,7.5,8.5,7.25,,,,,,,,,,,,,South America
Brazil,2013,5,7.5,10,9,9,8,9,7,8.149999618530273,8.25,9,7.75,8.5,7.25,,,,,,,,,,,,,South America
Brazil,2015,5,7.5,10,9,9,8,9,7,8.050000190734863,8.25,9,7.75,8.5,6.75,,,,,,,,,,,,,South America
Brazil,2017,4,7.5,9,9,9,8,9,7,7.650000095367432,8.25,8.75,7.75,7.5,6,,,,,,,,,,,,,South America
Brazil,2019,4,7.5,9,9,8,7,9,6,7.4,8,8.25,7.5,7.5,5.75,,,,,,,,,,,,,South America
Brazil,2021,4,7,9,9,8,6,9,5,7.05,7.75,8,7,6.5,6,,,,,,,,,,,,,South America
Bulgaria,2005,5,9.5,10,9,10,8,9,8,8.449999809265137,9.25,9.25,7.75,9,7,,,,,,,,,,,,,Europe
Bulgaria,2007,5,10,10,9,10,8,9,9,8.699999809265137,9.5,9.25,8.5,9,7.25,,,,,,,,,,,,,Europe
Bulgaria,2009,5,9.5,10,9,10,8,9,9,8.75,9.75,9.25,8.25,9,7.5,,,,,,,,,,,,,Europe
Bulgaria,2011,5,10,9,9,10,8,9,9,8.649999618530273,10,9,8.5,8.5,7.25,,,,,,,,,,,,,Europe
Bulgaria,2013,5,10,8,9,10,7,8,8,8.350000381469727,9.75,8.5,8,8.5,7,,,,,,,,,,,,,Europe
Bulgaria,2015,5,9.5,8,9,10,7,8,8,8.149999618530273,9.5,8.5,7.75,8,7,,,,,,,,,,,,,Europe
Bulgaria,2017,5,9.5,8,8,10,7,8,8,8.100000381469727,9.5,8.25,7.75,8,7,,,,,,,,,,,,,Europe
Bulgaria,2019,4,9.5,8,8,10,6,8,7,7.95,9.25,8,7.5,8,7,,,,,,,,,,,,,Europe
Bulgaria,2021,4,9,8,8,8,6,7,7,7.35,9,7.5,6.75,7,6.5,,,,,,,,,,,,,Europe
Burkina Faso,2005,2,7.5,7,3,6,6,5,3,5.266666889190674,8.5,5.5,4,3,5.3333333,,,,,,,,,,,,,Africa
Burkina Faso,2007,4,7.5,7,7,6,6,5,5,6.25,8.5,6.5,4.5,5.5,6.25,,,,,,,,,,,,,Africa
Burkina Faso,2009,2,7,6,3,6,7,3,6,5.166666507720947,8,5.5,4,3,5.3333333,,,,,,,,,,,,,Africa
Burkina Faso,2011,2,7,6,3,6,7,3,6,5.166666507720947,8,5.5,4,3,5.3333333,,,,,,,,,,,,,Africa
Burkina Faso,2013,2,6.5,6,3,6,7,3,6,5.233333110809326,7.75,5.5,4.25,3,5.6666667,,,,,,,,,,,,,Africa
Burkina Faso,2015,2,6,2,1,6,7,3,5,4.733333110809326,7.5,4,4,2.5,5.6666667,,,,,,,,,,,,,Africa
Burkina Faso,2017,4,6,7,7,7,7,4,6,6.400000095367432,7.5,7,4.75,6,6.75,,,,,,,,,,,,,Africa
Burkina Faso,2019,4,5.5,7,7,6,7,4,5,6.2,7.25,6.75,4.25,6,6.75,,,,,,,,,,,,,Africa
Burkina Faso,2021,3,4.5,7,7,6,6,4,4,5.85,6.5,6.5,4,6,6.25,,,,,,,,,,,,,Africa
Burundi,2005,1,5.5,1,1,7,5,3,3,3.633333444595337,6.5,3.5,3.5,2,2.6666667,,,,,,,,,,,,,Africa
Burundi,2007,3,6.5,8,7,7,6,5,6,5.800000190734863,7.25,7,5,5,4.75,,,,,,,,,,,,,Africa
Burundi,2009,3,5.5,8,6,5,5,5,4,5.333333492279053,6.75,6,4.25,5,4.6666667,,,,,,,,,,,,,Africa
Burundi,2011,3,6.5,6,6,6,4,5,4,5.150000095367432,7.5,5.5,4.25,4.5,4,,,,,,,,,,,,,Africa
Burundi,2013,2,7,7,3,5,4,5,3,4.716666698455811,7.5,4.75,4,3,4.3333333,,,,,,,,,,,,,Africa
Burundi,2015,2,7,6,3,5,4,4,3,4.616666793823242,7.75,4.5,3.5,3,4.3333333,,,,,,,,,,,,,Africa
Burundi,2017,1,6,3,3,3,3,3,3,3.799999952316284,7,3,3,2,4,,,,,,,,,,,,,Africa
Burundi,2019,1,6.5,3,3,2,3,3,2,3.7,7.25,2.75,2.5,2,4,,,,,,,,,,,,,Africa
Burundi,2021,1,5.5,3,3,2,3,3,2,3.55,6.5,2.75,2.5,2,4,,,,,,,,,,,,,Africa
Cambodia,2005,2,6,5,3,5,5,2,4,4,7.5,4.5,3,2,3,,,,,,,,,,,,,Asia
Cambodia,2007,2,6.5,5,2,5,5,3,4,4.133333206176758,7.75,4.25,3,2,3.6666667,,,,,,,,,,,,,Asia
Cambodia,2009,2,6.5,5,2,4,5,3,4,4.099999904632568,7.5,4,3,2,4,,,,,,,,,,,,,Asia
Cambodia,2011,1,6.5,4,2,3,4,2,4,3.816666603088379,7.75,3.25,2.75,2,3.3333333,,,,,,,,,,,,,Asia
Cambodia,2013,1,6.5,4,2,3,4,2,3,3.766666650772095,7.75,3.25,2.5,2,3.3333333,,,,,,,,,,,,,Asia
Cambodia,2015,1,6.5,3,2,3,4,2,3,3.733333349227905,7.75,3,2.25,2,3.6666667,,,,,,,,,,,,,Asia
Cambodia,2017,1,6.5,3,2,3,3,2,2,3.566666603088379,7.75,2.75,2,2,3.3333333,,,,,,,,,,,,,Asia
Cambodia,2019,1,7,2,1,2,2,2,2,3.283333333333334,8,1.75,2,2,2.666666666666667,,,,,,,,,,,,,Asia
Cambodia,2021,1,7,2,1,2,2,1,2,3.083333333333333,7.75,1.75,1.75,1.5,2.666666666666667,,,,,,,,,,,,,Asia
Cameroon,2005,2,5.5,3,3,5,3,4,4,4.083333492279053,6.5,3.5,3.75,2,4.6666667,,,,,,,,,,,,,Africa
Cameroon,2007,2,6,3,2,5,4,4,4,4.133333206176758,6.5,3.5,4,2,4.6666667,,,,,,,,,,,,,Africa
Cameroon,2009,2,6,3,2,5,4,4,3,4.016666889190674,6.5,3.5,3.75,2,4.3333333,,,,,,,,,,,,,Africa
Cameroon,2011,2,6,3,2,5,4,4,3,4.016666889190674,6.5,3.5,3.75,2,4.3333333,,,,,,,,,,,,,Africa
Cameroon,2013,2,6,3,2,5,4,4,4,4.083333492279053,6.25,3.5,4,2,4.6666667,,,,,,,,,,,,,Africa
