Entity,Year,Adjusted net savings per capita (World Bank (2017))
Norway,2014,22255.76
Norway,2015,16160.618
Oman,1974,-101.51142
Oman,1975,40.314102
Oman,1976,11.140143
Oman,1977,154.39641
Oman,1978,-154.89114
Oman,1979,-528.94006
Oman,1980,-101.21613
Oman,1981,614.40594
Oman,1982,418.306
Oman,1983,147.81802
Oman,1984,295.49469
Oman,1985,-156.62294
Oman,1986,-345.26852
Oman,1987,-217.05473
Oman,1988,-904.22772
Oman,1990,-1318.8667
Oman,1991,-1004.344
Oman,1992,-998.73596
Oman,1993,-1225.1418
Oman,1994,-1029.923
Oman,1995,-1205.1471
Oman,1996,-1209.6499
Oman,1997,-963.21503
Oman,1998,-1431.7808
Oman,1999,-1258.2389
Oman,2000,-618.00787
Oman,2001,-487.67767
Oman,2002,-216.1805
Oman,2003,-305.13571
Oman,2004,-521.52991
Oman,2005,-295.97897
Oman,2006,-774.4259
Oman,2007,589.37866
Oman,2008,2661.5422
Oman,2009,-1235.8875
Oman,2010,-450.81879
Oman,2011,-1569.0848
Oman,2012,-1615.8379
Oman,2013,-1321.1737
Oman,2014,-2355.3875
Oman,2015,-1804.9133
Pakistan,1976,14.89821
Pakistan,1977,26.653206
Pakistan,1978,43.117825
Pakistan,1979,41.20694
Pakistan,1980,55.690765
Pakistan,1981,62.27158
Pakistan,1982,66.520851
Pakistan,1983,75.128021
Pakistan,1984,66.328362
Pakistan,1985,53.852863
Pakistan,1986,42.412663
Pakistan,1987,62.772655
Pakistan,1988,52.079613
Pakistan,1989,52.043709
Pakistan,1990,50.314495
Pakistan,1991,74.076935
Pakistan,1992,69.728088
Pakistan,1993,49.271591
Pakistan,1994,60.766918
Pakistan,1995,61.936417
Pakistan,1996,48.607876
Pakistan,1997,47.531254
Pakistan,1998,52.597107
Pakistan,1999,45.179688
Pakistan,2000,54.717228
Pakistan,2001,60.420807
Pakistan,2002,76.779114
Pakistan,2003,98.417801
Pakistan,2004,110.98801
Pakistan,2005,106.02503
Pakistan,2006,94.180824
Pakistan,2007,100.98624
Pakistan,2008,71.79686
Pakistan,2009,119.46607
Pakistan,2010,133.35316
Pakistan,2011,163.51598
Pakistan,2012,159.95851
Pakistan,2013,182.28352
Pakistan,2014,210.15179
Pakistan,2015,248.24971
Panama,1977,150.37827
Panama,1978,209.18414
Panama,1979,131.81331
Panama,1980,323.6658
Panama,1981,286.52573
Panama,1982,551.25153
Panama,1983,516.68909
Panama,1984,208.87227
Panama,1985,329.84921
Panama,1986,262.02182
Panama,1987,604.64203
Panama,1988,203.74602
Panama,1989,-62.9272
Panama,1990,284.18323
Panama,1991,165.01512
Panama,1992,411.52502
Panama,1993,536.05719
Panama,1994,649.15948
Panama,1995,689.0567
Panama,1996,781.42908
Panama,1997,754.31726
Panama,1998,758.91138
Panama,1999,734.75543
Panama,2000,805.32355
Panama,2001,545.01849
Panama,2002,522.60248
Panama,2003,642.28082
Panama,2004,504.62457
Panama,2005,582.97015
Panama,2006,761.96667
Panama,2007,1376.3572
Panama,2008,1577.0189
Panama,2009,1520.8948
Panama,2010,1202.5184
Panama,2011,2106.8447
Panama,2012,2776.3992
Panama,2013,3399.145
Panama,2014,3666.8574
Papua New Guinea,1980,6.3324218
Papua New Guinea,1981,-35.190979
Papua New Guinea,1982,-31.382114
Papua New Guinea,1983,-8.6389132
Papua New Guinea,1984,42.659576
Papua New Guinea,1985,-22.687359
Papua New Guinea,1986,1.1737598
Papua New Guinea,1987,-29.963785
Papua New Guinea,1988,6.7240634
Papua New Guinea,1989,-48.886356
Papua New Guinea,1990,9.0341501
Papua New Guinea,1991,39.445229
Papua New Guinea,1992,23.499788
Papua New Guinea,1993,47.556053
Papua New Guinea,1994,98.261757
Papua New Guinea,1995,107.47389
Papua New Guinea,1996,67.231369
Papua New Guinea,1997,17.44005
Papua New Guinea,1998,46.109467
Papua New Guinea,1999,14.759382
Papua New Guinea,2000,73.31633
Papua New Guinea,2001,48.955299
Papua New Guinea,2002,-16.275772
Papua New Guinea,2003,62.396839
Papua New Guinea,2004,38.1618
Paraguay,1995,227.58183
Paraguay,1996,294.7894
Paraguay,1997,204.87225
Paraguay,1998,242.75063
Paraguay,1999,195.02133
Paraguay,2000,81.169167
Paraguay,2001,104.50676
Paraguay,2002,198.81491
Paraguay,2003,111.80776
Paraguay,2004,116.18752
Paraguay,2005,110.26489
Paraguay,2006,160.94281
Paraguay,2007,260.02048
Paraguay,2008,226.72339
Paraguay,2009,167.01085
Paraguay,2010,163.68063
Paraguay,2011,329.92273
Paraguay,2012,123.1835
Paraguay,2013,344.32468
Paraguay,2014,293.91797
Paraguay,2015,199.62608
Peru,1977,-46.612129
Peru,1978,41.294842
Peru,1979,101.66714
Peru,1980,173.83585
Peru,1981,230.97594
Peru,1982,255.68924
Peru,1983,134.9901
Peru,1984,136.56071
Peru,1985,123.95776
Peru,1986,88.28067
Peru,1987,109.16144
Peru,1988,57.269562
Peru,1989,36.432297
Peru,1990,60.548489
Peru,1991,56.623402
Peru,1992,56.479645
Peru,1993,65.96817
Peru,1994,164.28027
Peru,1995,175.44556
Peru,1996,167.95862
Peru,1997,199.37485
Peru,1998,195.98987
Peru,1999,161.5611
Peru,2000,134.51346
Peru,2001,136.28206
Peru,2002,159.43178
Peru,2003,200.8125
Peru,2004,218.66005
Peru,2005,230.12672
Peru,2006,252.71498
Peru,2007,379.95612
Peru,2008,455.15982
Peru,2009,407.26425
Peru,2010,544.4397
Peru,2011,629.74084
Peru,2012,656.46973
Peru,2013,728.58099
Peru,2014,668.29456
Peru,2015,531.56134
Philippines,1977,86.993843
Philippines,1978,99.552948
Philippines,1979,99.30101
Philippines,1980,105.20207
Philippines,1981,121.82918
Philippines,1982,96.762138
Philippines,1983,84.394028
Philippines,1984,35.184055
Philippines,1985,15.927955
Philippines,1986,31.411497
Philippines,1987,35.218086
Philippines,1988,64.62574
Philippines,1989,70.793884
Philippines,1990,77.963524
Philippines,1991,79.603096
Philippines,1992,94.238403
Philippines,1993,84.114227
Philippines,1994,129.96072
Philippines,1995,113.7585
Philippines,1996,143.95444
Philippines,1997,160.44098
Philippines,1998,213.30455
Philippines,1999,315.37299
Philippines,2000,349.3735
Philippines,2001,332.08243
Philippines,2002,357.44659
Philippines,2003,401.86163
Philippines,2004,411.00098
Philippines,2005,500.00034
Philippines,2006,573.31555
Philippines,2007,644.91522
Philippines,2008,785.51538
Philippines,2009,853.66028
Philippines,2010,1040.6193
Philippines,2011,760.4873
Philippines,2012,836.62689
Philippines,2013,959.50604
Philippines,2014,990.94867
Philippines,2015,975.28302
Poland,1991,-547.66638
Poland,1992,-553.77008
Poland,1993,-356.66016
Poland,1994,42.211136
Poland,1995,223.7585
Poland,1996,325.53656
Poland,1997,350.39783
Poland,1998,396.43658
Poland,1999,308.61273
Poland,2000,297.69315
Poland,2001,272.48544
Poland,2002,203.07291
Poland,2003,253.36664
Poland,2004,232.98039
Poland,2005,526.1803
Poland,2006,615.9223
Poland,2007,945.08087
Poland,2008,1253.9465
Poland,2009,881.56476
Poland,2010,912.01007
Poland,2011,1228.7067
Poland,2012,1094.8081
Poland,2013,1208.7264
Poland,2014,1331.6431
Poland,2015,1335.7458
Portugal,1975,38.77153
Portugal,1976,141.28934
Portugal,1977,253.75946
Portugal,1978,335.89938
Portugal,1979,452.31693
Portugal,1980,567.3869
Portugal,1981,457.40707
Portugal,1982,361.48755
Portugal,1983,265.23544
Portugal,1984,169.41684
Portugal,1985,234.02313
Portugal,1986,485.5719
Portugal,1987,742.51617
Portugal,1988,925.82251
Portugal,1989,1024.8827
Portugal,1990,1270.8566
Portugal,1991,1306.4141
Portugal,1992,1671.5647
Portugal,1993,1246.4852
Portugal,1994,1152.059
Portugal,1995,1524.2924
Portugal,1996,1236.7535
Portugal,1997,1293.0844
Portugal,1998,1438.9272
Portugal,1999,1143.1564
Portugal,2000,736.46985
Portugal,2001,755.62054
Portugal,2002,705.63312
Portugal,2003,700.89337
Portugal,2004,600.13544
Portugal,2005,252.80101
Portugal,2006,14.547382
Portugal,2007,218.36519
Portugal,2008,-541.86084
Portugal,2009,-491.31274
Portugal,2010,-498.68149
Portugal,2011,-155.45262
Portugal,2012,-82.969986
Portugal,2013,445.14099
Portugal,2014,305.74036
Portugal,2015,338.23126
Qatar,2011,36115.449
Qatar,2012,37631.656
Qatar,2013,36071.746
Qatar,2014,34009.324
Qatar,2015,20656.246
Romania,1990,-181.27609
Romania,1991,-59.884979
Romania,1992,-71.718727
Romania,1993,-65.559921
Romania,1994,-69.064842
Romania,1995,-154.2094
Romania,1996,-205.89771
Romania,1997,-167.59938
Romania,1998,-203.30521
Romania,1999,-174.45522
Romania,2000,-112.8552
Romania,2001,-103.46185
Romania,2002,-111.11136
Romania,2003,-188.61206
Romania,2004,-149.32056
Romania,2005,-157.32968
Romania,2006,-7.7140021
Romania,2007,207.19919
Romania,2008,700.54669
Romania,2009,510.00406
Romania,2010,409.3089
Romania,2011,391.26889
Romania,2012,313.91537
Romania,2013,625.22107
Romania,2014,626.52173
Romania,2015,609.72369
Russia,1994,-428.76447
Russia,1995,-501.43475
Russia,1996,-285.94025
Russia,1997,-309.12949
Russia,1998,-283.49582
Russia,1999,-18.445404
Russia,2000,127.63844
Russia,2001,133.15486
Russia,2002,88.945374
Russia,2003,159.62228
Russia,2004,404.96252
Russia,2005,545.29895
Russia,2006,818.20612
Russia,2007,1282.9935
Russia,2008,1800.2856
Russia,2009,540.94635
Russia,2010,1295.4618
Russia,2011,1830.4519
Russia,2012,1605.4352
Russia,2013,1154.5925
Russia,2014,941.59583
Russia,2015,839.23407
Rwanda,1980,4.6893525
Rwanda,1981,10.454865
Rwanda,1982,11.405271
Rwanda,1983,16.093861
Rwanda,1984,24.043175
Rwanda,1985,24.330973
Rwanda,1986,19.563581
Rwanda,1987,5.6006432
Rwanda,1988,3.9614596
Rwanda,1989,-4.373446
Rwanda,1990,8.5246458
Rwanda,1991,3.2659948
Rwanda,1992,2.207283
Rwanda,1993,.50281793
Rwanda,1994,10.895968
Rwanda,1995,1.4363712
Rwanda,1996,-10.716105
Rwanda,1997,-18.920689
Rwanda,1998,-25.060202
Rwanda,1999,-21.191477
Rwanda,2000,-13.152022
Rwanda,2001,-9.4247942
Rwanda,2002,-12.406912
Rwanda,2003,-15.787093
Rwanda,2004,1.1129932
Rwanda,2005,5.9727392
Rwanda,2006,3.7643323
Rwanda,2007,30.811579
Rwanda,2008,7.3950462
Rwanda,2009,15.135833
Rwanda,2010,17.600916
Rwanda,2011,37.148788
Rwanda,2012,10.055076
Saint Lucia,1980,143.43013
Saint Lucia,1981,126.89655
Saint Lucia,1982,196.21837
Saint Lucia,1983,304.44635
Saint Lucia,1984,251.46071
Saint Lucia,1985,292.88754
Saint Lucia,1986,273.46307
Saint Lucia,1987,217.07379
Saint Lucia,1988,318.83133
Saint Lucia,1989,147.93092
Saint Lucia,1990,95.677994
Saint Lucia,1991,42.707958
Saint Lucia,1992,163.95642
Saint Lucia,1993,274.28091
Saint Lucia,1994,339.74637
Saint Lucia,1995,297.42648
Saint Lucia,1996,227.20811
Saint Lucia,1997,296.11765
Saint Lucia,1998,443.72656
Saint Lucia,1999,362.7056
Saint Lucia,2000,445.58676
Saint Lucia,2001,139.42316
Saint Lucia,2002,46.350288
Saint Lucia,2003,-170.55402
Saint Lucia,2004,365.32196
Saint Lucia,2005,456.45184
Saint Lucia,2006,77.642982
Saint Lucia,2007,-539.1748
Saint Lucia,2008,-223.58879
Saint Lucia,2009,735.11493
Saint Lucia,2010,314.14828
Saint Lucia,2011,155.07925
Saint Lucia,2012,449.52792
Saint Lucia,2013,420.57587
Saint Vincent and the Grenadines,1980,106.89005
Saint Vincent and the Grenadines,1981,189.29843
Saint Vincent and the Grenadines,1982,164.31721
Saint Vincent and the Grenadines,1983,207.41338
Saint Vincent and the Grenadines,1984,273.84332
Saint Vincent and the Grenadines,1985,359.64273
Saint Vincent and the Grenadines,1986,283.51877
Saint Vincent and the Grenadines,1987,243.13525
Saint Vincent and the Grenadines,1988,300.29681
Saint Vincent and the Grenadines,1989,43.342468
Saint Vincent and the Grenadines,1990,355.92853
Saint Vincent and the Grenadines,1991,190.64714
Saint Vincent and the Grenadines,1992,348.5477
Saint Vincent and the Grenadines,1993,204.32928
Saint Vincent and the Grenadines,1994,151.26659
Saint Vincent and the Grenadines,1995,411.01892
Saint Vincent and the Grenadines,1996,469.84293
Saint Vincent and the Grenadines,1997,131.00958
Saint Vincent and the Grenadines,1998,259.13416
Saint Vincent and the Grenadines,1999,474.41379
Saint Vincent and the Grenadines,2000,709.56488
Saint Vincent and the Grenadines,2001,636.789
Saint Vincent and the Grenadines,2002,693.68842
Saint Vincent and the Grenadines,2003,564.08484
Saint Vincent and the Grenadines,2004,367.98737
Saint Vincent and the Grenadines,2005,215.52655
Saint Vincent and the Grenadines,2006,399.81796
Saint Vincent and the Grenadines,2007,-188.14552
Saint Vincent and the Grenadines,2008,-185.18526
Saint Vincent and the Grenadines,2009,-446.29227
Saint Vincent and the Grenadines,2010,-557.07935
Saint Vincent and the Grenadines,2011,-806.84363
Saint Vincent and the Grenadines,2012,-989.3363
Saint Vincent and the Grenadines,2013,-1126.2672
Saudi Arabia,1971,432.78278
Saudi Arabia,1972,733.38171
Saudi Arabia,1973,827.06073
Saudi Arabia,1974,3362.1218
Saudi Arabia,1975,2759.3418
Saudi Arabia,1976,3292.3191
Saudi Arabia,1977,2531.1794
Saudi Arabia,1978,1597.2603
Saudi Arabia,1979,591.03265
Saudi Arabia,1980,3413.8799
Saudi Arabia,1981,4167.7202
Saudi Arabia,1982,2492.4812
Saudi Arabia,1983,1019.6472
Saudi Arabia,1984,532.22449
Saudi Arabia,1985,546.72137
Saudi Arabia,1986,-48.891232
Saudi Arabia,1987,-78.804276
Saudi Arabia,1988,212.1568
Saudi Arabia,1989,-7.1100874
Saudi Arabia,1990,105.53144
Saudi Arabia,1991,-297.75894
Saudi Arabia,1992,475.31082
Saudi Arabia,1993,187.24277
Saudi Arabia,1994,127.12109
Saudi Arabia,1995,406.18839
Saudi Arabia,1996,535.47485
Saudi Arabia,1997,719.0683
Saudi Arabia,1998,431.18207
Saudi Arabia,1999,1123.4691
Saudi Arabia,2000,1246.7692
Saudi Arabia,2001,1006.179
Saudi Arabia,2002,1319.6497
Saudi Arabia,2003,1724.999
Saudi Arabia,2004,2621.0403
Saudi Arabia,2005,3998.1836
Saudi Arabia,2006,4587.2983
Saudi Arabia,2007,5046.1006
Saudi Arabia,2008,6383.5806
Saudi Arabia,2009,3504.7551
Saudi Arabia,2010,5121.2593
Saudi Arabia,2011,7737.9717
Saudi Arabia,2012,7812.8726
Saudi Arabia,2013,6663.9336
Saudi Arabia,2014,5373.0869
Saudi Arabia,2015,2697.4106
Senegal,1974,42.582462
Senegal,1975,38.492985
Senegal,1976,33.585205
Senegal,1977,29.815931
Senegal,1978,13.103967
Senegal,1979,18.667032
Senegal,1980,-6.478024
Senegal,1981,12.820222
Senegal,1982,28.555508
Senegal,1983,17.441793
Senegal,1984,12.678259
Senegal,1985,16.669968
Senegal,1986,11.612714
Senegal,1987,35.11488
Senegal,1988,8.2217493
Senegal,1989,3.9302025
Senegal,1990,6.980474
Senegal,1991,6.1887865
Senegal,1992,8.9010811
Senegal,1993,-16.877497
Senegal,1994,3.5260882
Senegal,1995,14.353336
Senegal,1996,3.3042057
Senegal,1997,13.097551
Senegal,1998,13.21228
Senegal,1999,17.045193
Senegal,2000,18.973782
Senegal,2001,22.665447
Senegal,2002,10.236444
Senegal,2003,44.784534
Senegal,2004,49.932903
Senegal,2005,58.169678
Senegal,2006,56.648705
Senegal,2007,89.116653
Senegal,2008,100.0229
Senegal,2009,72.920998
Senegal,2010,88.921333
Senegal,2011,89.170921
Senegal,2012,83.659027
Senegal,2013,65.443047
Senegal,2014,68.036415
Serbia,2007,-121.45808
Serbia,2008,-263.47101
Serbia,2009,-44.423267
Serbia,2010,-114.6305
Serbia,2011,-187.29251
Serbia,2012,-252.06883
Serbia,2013,-151.92111
Seychelles,1990,-549.10901
Seychelles,1991,-718.74445
Seychelles,1992,-716.21979
Seychelles,1993,-752.16333
Seychelles,1994,-370.11581
Seychelles,1995,-706.76605
Seychelles,1996,-882.4364
Seychelles,1997,-804.35895
Seychelles,1998,-981.16351
Seychelles,1999,-647.93005
Seychelles,2000,864.4613
Seychelles,2001,928.88898
Seychelles,2002,425.96176
Seychelles,2003,255.84595
Seychelles,2006,1929.9781
Seychelles,2007,1889.7356
Seychelles,2008,-107.52759
Seychelles,2009,820.05542
Seychelles,2010,995.86731
Seychelles,2011,772.97595
Seychelles,2012,1260.4973
Sierra Leone,1980,-47.706612
Sierra Leone,1981,-42.072639
Sierra Leone,1982,-46.737598
Sierra Leone,1983,-35.701935
Sierra Leone,1984,-9.2718124
Sierra Leone,1985,-13.729091
Sierra Leone,1986,-29.075216
Sierra Leone,1987,-5.5134034
Sierra Leone,1988,-.10835908
Sierra Leone,1989,-15.973397
Sierra Leone,1990,-28.843067
Sierra Leone,1991,-22.100161
Sierra Leone,1992,-36.923809
Sierra Leone,1993,-29.173956
Sierra Leone,1994,-23.668417
Sierra Leone,1995,-51.294106
Sierra Leone,1996,-41.128761
Sierra Leone,1997,-50.390121
Sierra Leone,1998,-40.759182
Sierra Leone,1999,-27.76898
Sierra Leone,2000,-38.363586
Sierra Leone,2001,-34.697239
Sierra Leone,2002,-31.706137
Sierra Leone,2003,-41.635437
Sierra Leone,2004,-35.182705
Sierra Leone,2005,-28.320076
Sierra Leone,2006,-33.135498
Sierra Leone,2007,-24.728203
Sierra Leone,2008,-32.473011
Sierra Leone,2009,-37.681358
Sierra Leone,2010,20.741655
Sierra Leone,2011,-68.674477
Sierra Leone,2012,-43.208557
Singapore,1972,238.30861
Singapore,1973,353.78064
Singapore,1974,429.04495
Singapore,1975,516.05182
Singapore,1976,579.073
Singapore,1977,593.84021
Singapore,1978,688.82324
Singapore,1979,935.64716
Singapore,1980,1008.1709
Singapore,1981,1268.2628
Singapore,1982,1559.5405
Singapore,1983,2051.9592
Singapore,1984,2403.8889
Singapore,1985,1959.1534
Singapore,1986,1610.4938
Singapore,1987,1623.3795
Singapore,1988,2430.8354
Singapore,1989,3143.5232
Singapore,1990,3663.4824
Singapore,1991,4675.2891
Singapore,1992,5569.7471
Singapore,1993,5742.5718
Singapore,1994,7827.9165
Singapore,1995,9801.1797
Singapore,1996,10161.387
Singapore,1997,11220.291
Singapore,1998,8817.709
Singapore,1999,7912.9087
Singapore,2000,7889.9175
Singapore,2001,6035.4419
Singapore,2002,5496.9956
Singapore,2003,6211.4302
Singapore,2004,7735.71
Singapore,2005,9277.1973
Singapore,2006,12047.301
Singapore,2007,15153.978
Singapore,2008,13145.187
Singapore,2009,12471.035
Singapore,2010,19164.008
Singapore,2011,20963.066
Singapore,2012,20246.076
Singapore,2013,20706.732
Singapore,2014,19482.152
Singapore,2015,17992.883
Slovakia,1995,413.19754
Slovakia,1996,342.73898
Slovakia,1997,364.06573
Slovakia,1998,342.67816
Slovakia,1999,261.67813
Slovakia,2000,240.67215
Slovakia,2001,204.48175
Slovakia,2002,237.73244
Slovakia,2003,-4.4155526
Slovakia,2004,225.45062
Slovakia,2005,423.13928
Slovakia,2006,559.63538
Slovakia,2007,1289.8531
Slovakia,2008,1365.1329
Slovakia,2009,36.924591
Slovakia,2010,388.78885
Slovakia,2011,365.99908
Slovakia,2012,660.96222
Slovakia,2013,853.64313
Slovakia,2014,704.81158
Slovakia,2015,766.82074
Slovenia,1995,1131.9183
Slovenia,1996,1172.2584
Slovenia,1997,1242.9484
Slovenia,1998,1335.9679
Slovenia,1999,1342.74
Slovenia,2000,1064.9646
Slovenia,2001,1183.9385
Slovenia,2002,1390.6083
Slovenia,2003,1706.9121
Slovenia,2004,2026.3734
Slovenia,2005,2289.8906
Slovenia,2006,2903.6448
Slovenia,2007,3666.5935
Slovenia,2008,3858.4443
Slovenia,2009,1937.1937
Slovenia,2010,1614.4329
Slovenia,2011,1722.465
Slovenia,2012,1077.5354
Slovenia,2013,1452.1726
Slovenia,2014,2303.3562
Slovenia,2015,1855.5153
Solomon Islands,1981,-410.41138
Solomon Islands,1982,-281.15604
Solomon Islands,1983,-270.98456
Solomon Islands,1984,-326.50424
Solomon Islands,1985,-382.77646
Solomon Islands,1986,-312.56049
Solomon Islands,1987,-170.43221
Solomon Islands,1988,-266.18973
Solomon Islands,1989,-462.76758
Solomon Islands,1990,-371.76276
Solomon Islands,1997,-320.65857
Solomon Islands,1998,-138.00377
Solomon Islands,1999,-63.97298
Solomon Islands,2000,-129.72884
Solomon Islands,2001,-151.56888
Solomon Islands,2002,-81.358261
Solomon Islands,2003,13.819832
Solomon Islands,2004,-19.625654
Solomon Islands,2005,-148.68912
Solomon Islands,2006,-41.938145
South Africa,1971,117.81183
South Africa,1972,129.83781
South Africa,1973,176.75313
South Africa,1974,222.37039
South Africa,1975,176.61136
South Africa,1976,118.51804
South Africa,1977,185.75471
South Africa,1978,208.48433
South Africa,1979,289.69775
South Africa,1980,418.40927
South Africa,1981,276.5932
South Africa,1982,38.993633
South Africa,1983,145.34871
South Africa,1984,171.05038
South Africa,1985,82.456772
South Africa,1986,73.384117
South Africa,1987,97.914589
South Africa,1988,162.94533
South Africa,1989,186.62335
South Africa,1990,65.851082
South Africa,1991,101.83325
South Africa,1992,117.74977
South Africa,1993,158.24521
South Africa,1994,166.89853
South Africa,1995,217.58043
South Africa,1996,149.44431
South Africa,1997,176.20781
South Africa,1998,122.35239
South Africa,1999,120.29948
South Africa,2000,80.165924
South Africa,2001,22.595352
South Africa,2002,55.794365
South Africa,2003,94.249802
South Africa,2004,96.632965
South Africa,2005,132.29446
South Africa,2006,109.71378
South Africa,2007,46.488758
South Africa,2008,-107.90939
South Africa,2009,131.60841
South Africa,2010,215.18878
South Africa,2011,240.73744
South Africa,2012,86.395233
South Africa,2013,30.107897
South Africa,2014,29.245987
South Africa,2015,108.37191
South Korea,1976,102.61374
South Korea,1977,151.97881
South Korea,1978,239.14574
South Korea,1979,274.04092
South Korea,1980,225.65305
South Korea,1981,227.42448
South Korea,1982,317.30865
South Korea,1983,356.03223
South Korea,1984,436.52927
South Korea,1985,456.00104
South Korea,1986,626.50067
South Korea,1987,903.01141
South Korea,1988,1242.5907
South Korea,1989,1384.5642
South Korea,1990,1583.9133
South Korea,1991,1909.3521
South Korea,1992,1899.114
South Korea,1993,2029.4171
South Korea,1994,2390.6658
South Korea,1995,2709.9556
South Korea,1996,2669.2554
South Korea,1997,2304.0642
South Korea,1998,1432.0598
South Korea,1999,1695.9524
South Korea,2000,2252.824
South Korea,2001,1852.1486
South Korea,2002,2132.2397
South Korea,2003,2591.229
South Korea,2004,3278.2185
South Korea,2005,3464.7612
South Korea,2006,3787.293
South Korea,2007,4311.8594
South Korea,2008,3546.5708
South Korea,2009,2932.5156
South Korea,2010,4316.7759
South Korea,2011,4621.7168
South Korea,2012,4345.7896
South Korea,2013,4614.2197
South Korea,2014,4937.7637
South Korea,2015,5055.9888
Spain,1975,500.26379
Spain,1976,402.63904
Spain,1977,459.89252
Spain,1978,580.61792
Spain,1979,697.625
Spain,1980,615.13702
Spain,1981,373.15121
Spain,1982,345.31546
Spain,1983,261.79971
Spain,1984,324.1188
Spain,1985,378.4563
Spain,1986,666.86316
Spain,1987,922.69806
Spain,1988,1213.8182
Spain,1989,1322.9298
Spain,1990,1716.6293
Spain,1991,1788.6538
Spain,1992,1690.527
Spain,1993,1342.7543
Spain,1994,1297.3667
Spain,1995,1902.4771
Spain,1996,1923.3928
Spain,1997,1893.8833
Spain,1998,2067.8352
Spain,1999,1957.1211
Spain,2000,1759.2794
Spain,2001,1812.0519
Spain,2002,2094.8157
Spain,2003,2788.0674
Spain,2004,2946.4683
Spain,2005,2879.8606
Spain,2006,2961.1248
Spain,2007,3196.5779
Spain,2008,2959.6702
Spain,2009,2498.0078
Spain,2010,2038.8026
Spain,2011,1651.3484
Spain,2012,1499.5327
Spain,2013,1723.3588
Spain,2014,1817.7129
Spain,2015,1863.7378
Sri Lanka,1975,-9.1900387
Sri Lanka,1976,-6.3097329
Sri Lanka,1977,7.6339421
Sri Lanka,1978,5.9963698
Sri Lanka,1979,36.119946
Sri Lanka,1980,38.545521
Sri Lanka,1981,44.539848
Sri Lanka,1982,54.882133
Sri Lanka,1983,60.234497
Sri Lanka,1984,83.530136
Sri Lanka,1985,59.623024
Sri Lanka,1986,63.821678
Sri Lanka,1987,67.931602
Sri Lanka,1988,70.571693
Sri Lanka,1989,70.193573
Sri Lanka,1990,82.425842
Sri Lanka,1991,80.172081
Sri Lanka,1992,100.02783
Sri Lanka,1993,116.48885
Sri Lanka,1994,119.60696
Sri Lanka,1995,116.80756
Sri Lanka,1996,124.01516
Sri Lanka,1997,154.27344
Sri Lanka,1998,163.67496
Sri Lanka,1999,161.52351
Sri Lanka,2000,148.69769
Sri Lanka,2001,137.70326
Sri Lanka,2002,158.61885
Sri Lanka,2003,175.85074
Sri Lanka,2004,189.06583
Sri Lanka,2005,246.23415
Sri Lanka,2006,257.16907
Sri Lanka,2007,307.07397
Sri Lanka,2008,267.72961
Sri Lanka,2009,403.20126
Sri Lanka,2010,660.25171
Sri Lanka,2011,671.61749
Sri Lanka,2012,921.76672
Sri Lanka,2013,850.98932
Sri Lanka,2014,897.08099
Sri Lanka,2015,853.90161
Sudan,2011,129.49239
Sudan,2012,-144.88852
Sudan,2013,-658.76855
Sudan,2014,-88.496956
Sudan,2015,-85.4757
Suriname,2005,-404.741
Suriname,2006,991.84259
Suriname,2007,2076.8025
Suriname,2008,2277.6199
Suriname,2009,2495.4807
Suriname,2010,1979.8864
Suriname,2011,2216.9434
Suriname,2012,2256.4089
Suriname,2013,2571.665
Suriname,2014,3340.8403
Suriname,2015,2585.7559
Swaziland,1990,102.66791
Swaziland,1991,97.782066
Swaziland,1992,97.647392
Swaziland,1993,58.609715
Swaziland,1994,95.306992
Swaziland,1995,74.191086
Swaziland,1996,32.556305
Swaziland,1997,81.649055
Swaziland,1998,42.210358
Swaziland,1999,24.311108
Swaziland,2000,149.04285
Swaziland,2001,227.68361
Swaziland,2002,120.22924
Swaziland,2003,278.02005
Swaziland,2004,233.52197
Swaziland,2005,242.57498
Swaziland,2006,133.99547
Swaziland,2007,184.18146
Swaziland,2008,30.6854
Swaziland,2009,-70.062477
Swaziland,2010,-28.707594
Swaziland,2011,7.6669908
Swaziland,2012,392.51547
Swaziland,2013,433.53357
Swaziland,2014,535.49664
Sweden,1970,1304.4232
Sweden,1971,1305.8942
Sweden,1972,1499.4097
Sweden,1973,1840.3278
Sweden,1974,1935.8087
Sweden,1975,2521.6755
Sweden,1976,2409.2786
Sweden,1977,2016.4778
Sweden,1978,2082.0056
Sweden,1979,2583.1194
Sweden,1980,3119.7688
Sweden,1981,2414.1304
Sweden,1982,1902.5262
Sweden,1983,1943.7697
Sweden,1984,2373.7429
Sweden,1985,2490.314
Sweden,1986,3345.9856
Sweden,1987,4122.0933
Sweden,1988,4789.7373
Sweden,1989,5168.1982
Sweden,1990,5809.0459
Sweden,1991,4880.5132
Sweden,1992,3776.6406
Sweden,1993,1971.7345
Sweden,1994,3865.4272
Sweden,1995,5502.522
Sweden,1996,5917.6724
Sweden,1997,5469.6377
Sweden,1998,5544.6162
Sweden,1999,5462.4678
Sweden,2000,5428.5908
Sweden,2001,4936.0996
Sweden,2002,5027.9688
Sweden,2003,6888.2329
Sweden,2004,8112.2632
Sweden,2005,8355.1465
Sweden,2006,9990.2979
Sweden,2007,12640.778
Sweden,2008,12624.142
Sweden,2009,7525.9688
Sweden,2010,9676.333
Sweden,2011,11299.354
Sweden,2012,10723.604
