Entity,Year,Afforestation,Conversion as share of forest area,Deforestation,Deforestation as share of forest area,Expansion as share of forest area,Forest area,Forest expansion,Natural forest expansion,Net forest conversion,Share of global afforestation,Share of global deforestation,Share of global forest area,Share of global forest expansion,Share of global net forest conversion,Share of regional afforestation,Share of regional deforestation,Share of regional forest area,Share of regional forest expansion,Share of regional net forest conversion
Iceland,2000,1.44,4.96144820650352,0.0,0.0,4.96144820650352,29.83,1.48,0.04,1.48,0.05197917945089771,0.0,0.0007174036734415798,0.015622410559060631,-0.04339145247023434,,,,,
Iceland,2010,0.66,1.567047235280949,0.0,0.0,1.567047235280949,44.67,0.7,0.04,0.7,0.029507229271171442,0.0,0.001087836147396844,0.010083592985852721,-0.05789956906177883,,,,,
Iceland,2015,0.6,1.32890365448505,0.0,0.0,1.32890365448505,48.16,0.64,0.04,0.64,0.03911495886410162,0.0,0.0011792743088715498,0.013643350039331223,-0.022666581666985416,,,,,
India,1990,,0.5713347305201913,384.0,0.600581813631956,1.1719165441521473,63938.0,749.3,,365.29999999999995,,2.7803622435495954,1.5092412333958023,10.360938997258009,-5.5378859313744835,,,,,
India,2000,,0.2818422571052359,629.5,0.931337012324126,1.213179269429362,67591.0,820.0,,190.5,,4.908179233138904,1.6255458160103864,8.655659904344402,-5.585183578094352,,,,,
India,2010,,0.3833314147576839,668.4,0.9617819730631978,1.3451133878208816,69496.0,934.8,,266.4,,8.200261073542256,1.6924168547009417,13.465918175964461,-22.03492171151126,,,,,
India,2015,,0.37612243745411417,668.4,0.9436945840627999,1.319817021516914,70828.0,934.8,,266.4,,8.894898075965942,1.734336394284762,19.927818151198164,-9.434964618882677,,,,,
Indonesia,1990,,-1.4564089586233075,2526.0,2.1308363912438315,0.6744274326205238,118545.0,799.5,,-1726.5,,18.28957038334968,2.798226438313763,11.055079044852233,26.173446648009985,,,,,
Indonesia,2000,,-0.1600315955766193,969.0,0.9567535545023697,0.7967219589257504,101280.0,806.92,,-162.08000000000004,,7.555243331074818,2.435757426958203,8.517591573187298,4.751950416469989,,,,,
Indonesia,2010,,,,,,99659.2,,,,,,2.4269729165133547,,,,,,,
Indonesia,2015,,-0.6092316046129611,650.0,0.6840096434836507,0.07477803887068957,95027.9,71.06,,-578.94,,8.650035531684415,2.3269094911963193,1.5148382090544947,20.50404810981959,,,,,
Iran,1990,,,,,,9076.06,,,,,,0.21423823061050246,,,,,,,
Iran,2000,,,,,,9325.66,,,,,,0.22427967620741546,,,,,,,
Iran,2010,,,,,,10691.98,,,,,,0.2603788298912941,,,,,,,
Iran,2015,,,,,,10691.98,,,,,,0.2618101604021684,,,,,,,
Iraq,1990,0.0,0.17412935323383083,0.0,0.0,0.17412935323383083,804.0,1.4,1.4,1.4,0.0,0.0,0.01897822815305804,0.019358487383105846,-0.021223762124074126,,,,,
Iraq,2000,0.0,0.08557457212713936,0.0,0.0,0.08557457212713936,818.0,0.7,0.7,0.7,0.0,0.0,0.019672685379658477,0.00738897796712327,-0.020522984276462188,,,,,
Iraq,2010,0.0,0.0,0.0,0.0,0.0,825.0,0.0,0.0,0.0,0.0,0.0,0.020090996677913503,0.0,-0.0,,,,,
Iraq,2015,0.0,0.0,0.0,0.0,0.0,825.0,0.0,0.0,0.0,0.0,0.0,0.02020143905355126,0.0,-0.0,,,,,
Ireland,1990,16.0,3.6543627068711544,0.62,0.13430378650030328,3.788666493371458,461.64,17.49,0.25,16.869999999999997,0.7035997924380613,0.0044891265390644515,0.01089690204549467,0.24184281737894375,-0.2557463335950932,,,,,
Ireland,2000,8.13,1.4277555682467162,0.62,0.09835649470144045,1.5261120629481566,630.36,9.62,0.25,9.0,0.2934657839831934,0.004834108220089151,0.015159992611151,0.10154566863389408,-0.263866940697371,,,,,
Ireland,2010,5.99,0.9522751880951721,0.62,0.08606568755379106,1.0383408756489632,720.38,7.48,0.25,6.86,0.26780045959744986,0.007606465986828544,0.01754321477192161,0.1077503936202548,-0.5674157768054326,,,,,
Ireland,2015,4.6,0.7248201200524732,0.62,0.0821551141558562,0.8069752342083295,754.67,6.09,0.25,5.47,0.2998813512914457,0.00825080312252975,0.018479296982477002,0.12982500271801117,-0.19372844018501598,,,,,
Isle of Man,1990,0.0,0.0,0.0,0.0,0.0,3.46,0.0,0.0,0.0,0.0,0.0,8.16724743900259e-05,0.0,-0.0,,,,,
Isle of Man,2000,0.0,0.0,0.0,0.0,0.0,3.46,0.0,0.0,0.0,0.0,0.0,8.321209219268745e-05,0.0,-0.0,,,,,
Isle of Man,2010,0.0,0.0,0.0,0.0,0.0,3.46,0.0,0.0,0.0,0.0,0.0,8.426042243100693e-05,0.0,-0.0,,,,,
Isle of Man,2015,0.0,0.0,0.0,0.0,0.0,3.46,0.0,0.0,0.0,0.0,0.0,8.472361106095437e-05,0.0,-0.0,,,,,
Israel,1990,,,,,,132.0,,,,,,0.0031158285027408725,,,,,,,
Israel,2000,,,,,,153.0,,,,,,0.0036796098570754847,,,,,,,
Israel,2010,0.83,,,,,154.0,,,,0.03710757620465499,,0.0037503193798771872,,,,,,,
Israel,2015,0.35,,,,,165.0,,,,0.02281705933739261,,0.004040287810710252,,,,,,,
Italy,1990,14.88,,,,,7589.75,,,,0.654347806967397,,0.17915423771725408,,,,,,,
Italy,2000,8.15,,,,,8369.25,,,,0.29418771703112245,,0.20127826664267323,,,,,,,
Italy,2010,6.84,0.5960319183344336,3.69,0.04087265896030588,0.6369045772947395,9028.04,57.5,50.65,53.81,0.30580219426486765,0.045270741115156984,0.21985735957341848,0.8282951381236164,-4.450822587449028,,,,,
Italy,2015,,,,,,9297.08,,,,,,0.2276538121163519,,,,,,,
Jamaica,1990,0.0,-0.0057550644567219205,0.89,0.17073357888275018,0.16497851442602826,521.28,0.86,0.86,-0.030000000000000027,0.0,0.00644406874156026,0.012304690014460317,0.011891642249622162,0.0004547949026587316,,,,,
Jamaica,2000,0.01,0.7178502879078694,0.68,0.1305182341650672,0.8483685220729367,521.0,4.42,4.41,3.7399999999999998,0.0003609665239645675,0.0053019251446139075,0.012529913304159005,0.04665611802097837,-0.10965137313424082,,,,,
Jamaica,2010,0.01,0.6804548303339599,0.62,0.11102157758080401,0.7914764079147639,558.45,4.42,4.3,3.8,0.0004470792313813855,0.007606465986828544,0.013599778296703998,0.06367068713924147,-0.31431194633537085,,,,,
Jamaica,2015,0.01,0.6736397326221728,0.54,0.09351297059536592,0.7671527032175387,577.46,4.43,3.53,3.8899999999999997,0.0006519159810683603,0.007186183364783976,0.014140027873774195,0.0944375635534958,-0.1377703166946457,,,,,
Japan,1990,,,,,,24950.0,,,,,,0.5889387965407937,,,,,,,
Japan,2000,,,,,,24876.0,,,,,,0.5982612732327436,,,,,,,
Japan,2010,,,,,,24966.0,,,,,,0.6079900885585315,,,,,,,
Japan,2015,,,,,,24944.0,,,,,,0.6107935706082214,,,,,,,
Jersey,1990,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,1.4162856830640328e-05,0.0,-0.0,,,,,
Jersey,2000,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,1.4429842576766608e-05,0.0,-0.0,,,,,
Jersey,2010,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,1.4611633947573457e-05,0.0,-0.0,,,,,
Jersey,2015,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,1.4691955675310007e-05,0.0,-0.0,,,,,
Jordan,1990,,,,,,97.5,,,,,,0.0023014642349790536,,,,,,,
Jordan,2000,,,,,,97.5,,,,,,0.0023448494187245737,,,,,,,
Jordan,2010,,,,,,97.5,,,,,,0.002374390516480687,,,,,,,
Jordan,2015,,,,,,97.5,,,,,,0.002387442797237876,,,,,,,
Kazakhstan,1990,,,,,,3162.24,,,,,,0.07464392064020679,,,,,,,
Kazakhstan,2000,,,,,,3156.93,,,,,,0.07592333820978635,,,,,,,
Kazakhstan,2010,,,,,,3082.18,,,,,,0.07505947653421993,,,,,,,
Kazakhstan,2015,,,,,,3308.46,,,,,,0.08101291278922691,,,,,,,
Kenya,1990,,,,,,3858.54,,,,,,0.09107991599216489,,,,,,,
Kenya,2000,,,,,,3961.19,,,,,,0.09526558019443687,,,,,,,
Kenya,2010,,,,,,3616.34,,,,,,0.08806772718327967,,,,,,,
Kenya,2015,,,,,,3522.41,,,,,,0.08625181931711452,,,,,,,
Kiribati,1990,,,,,,1.18,,,,,,2.785361843359265e-05,,,,,,,
Kiribati,2000,,,,,,1.18,,,,,,2.8378690400974327e-05,,,,,,,
Kiribati,2010,,,,,,1.18,,,,,,2.8736213430227797e-05,,,,,,,
Kiribati,2015,,,,,,1.18,,,,,,2.889417949477634e-05,,,,,,,
Kuwait,1990,0.14,4.057971014492754,0.0,0.0,4.057971014492754,3.45,0.14,0.0,0.14,0.006156498183833036,0.0,8.143642677618191e-05,0.0019358487383105848,-0.0021223762124074124,,,,,
Kuwait,2000,0.14,2.8865979381443303,0.0,0.0,2.8865979381443303,4.85,0.14,0.0,0.14,0.005053531335503945,0.0,0.00011664122749553007,0.0014777955934246543,-0.004104596855292438,,,,,
Kuwait,2010,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0001522045202872235,0.0,-0.0,,,,,
Kuwait,2015,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0001530412049511459,0.0,-0.0,,,,,
Kyrgyzstan,1990,2.15,0.39158057760335085,0.0,0.0,0.39158057760335085,1136.42,4.45,2.3,4.45,0.09454622210886447,0.0,0.026824922932460474,0.061532334896300736,-0.06746124389437848,,,,,
Kyrgyzstan,2000,2.88,0.41324413582860525,0.0,0.0,0.41324413582860525,1180.9,4.88,2.0,4.88,0.10395835890179542,0.0,0.02840033516483948,0.05151173211365937,-0.1430745189559078,,,,,
Kyrgyzstan,2010,2.43,0.36025632684926157,0.0,0.0,0.36025632684926157,1229.68,4.43,2.0,4.43,0.10864025322567666,0.0,0.029946056721086887,0.06381473846761078,-0.36642155849097174,,,,,
Kyrgyzstan,2015,3.8,1.0153298024460582,0.0,0.0,1.0153298024460582,1251.81,12.71,8.91,12.71,0.24772807280597692,0.0,0.03065256172318303,0.2709484046873435,-0.45014414529278857,,,,,
Laos,1990,,,,,,17843.0,,,,,,0.42117975738185903,,,,,,,
Laos,2000,,,,,,17425.0,,,,,,0.4190666781669302,,,,,,,
Laos,2010,,,,,,16940.5,,,,,,0.41254730814811363,,,,,,,
Laos,2015,,,,,,16768.0,,,,,,0.4105911879393303,,,,,,,
Latvia,1990,0.0,0.21430822565395524,0.0,0.0,0.21430822565395524,3173.0,6.8,6.8,6.8,0.0,0.0,0.07489790787270294,0.09402693871794268,-0.10308684460264574,,,,,
Latvia,2000,1.44,0.40450478247454486,0.4,0.012341869793273681,0.41684665226781853,3241.0,13.51,12.07,13.11,0.05197917945089771,0.0031187794968317107,0.07794519965216763,0.14260727476547913,-0.38436617694917036,,,,,
Latvia,2010,2.13,0.1144680497728432,0.31,0.00919302990403663,0.12366107967687982,3372.12,4.17,2.04,3.86,0.0952278762842351,0.003803232993414272,0.08212030511215235,0.06006940393000835,-0.31927476654066617,,,,,
Latvia,2015,1.95,0.11411082018257732,0.36,0.010614960016983935,0.12472578019956126,3391.44,4.23,2.28,3.8700000000000006,0.12712361630833027,0.004790788909855983,0.08304481025912228,0.09017401666620481,-0.13706198601755246,,,,,
Lebanon,1990,,,,,,139.7,,,,,,0.0032975851654007565,,,,,,,
Lebanon,2000,,,,,,138.18,,,,,,0.00332319274542935,,,,,,,
Lebanon,2010,,,,,,137.35,,,,,,0.003344846537832024,,,,,,,
Lebanon,2015,,,,,,140.33,,,,,,0.003436203566527089,,,,,,,
Lesotho,1990,,,,,,34.52,,,,,,0.000814836362989507,,,,,,,
Lesotho,2000,,,,,,34.52,,,,,,0.0008301969429166389,,,,,,,
Lesotho,2010,,,,,,34.52,,,,,,0.0008406560064503929,,,,,,,
Lesotho,2015,,,,,,34.52,,,,,,0.0008452771831861691,,,,,,,
Liberia,1990,,-0.3549460191150044,30.26,0.3549460191150044,0.0,8525.24,0.0,,-30.26,,0.2190983372130489,0.20123625594474695,0.0,0.4587364584817736,,,,,
Liberia,2000,,-0.3680083282254848,30.26,0.3680083282254848,0.0,8222.64,0.0,,-30.26,,0.23593566893531892,0.1977523346090403,0.0,0.887179291722494,,,,,
Liberia,2010,,-0.38206877743041706,30.26,0.38206877743041706,0.0,7920.04,0.0,,-30.26,,0.3712446141313416,0.19287454221689948,0.0,2.502915656870611,,,,,
Liberia,2015,,-0.3895097531903501,30.26,0.3895097531903501,0.0,7768.74,0.0,,-30.26,,0.40269242336733907,0.19022997288834642,0.0,1.0717043144421543,,,,,
Libya,1990,,,,,,217.0,,,,,,0.005122233220414919,,,,,,,
Libya,2000,,,,,,217.0,,,,,,0.005218793065263924,,,,,,,
Libya,2010,,,,,,217.0,,,,,,0.0052845409443724005,,,,,,,
Libya,2015,,,,,,217.0,,,,,,0.005313590635903785,,,,,,,
Liechtenstein,1990,0.03,0.0,0.21,3.230769230769231,3.230769230769231,6.5,0.21,,0.0,0.0013192496108213648,0.001520510601941185,0.00015343094899860358,0.002903773107465877,-0.0,,,,,
Liechtenstein,2000,0.03,0.0,0.21,3.134328358208955,3.134328358208955,6.7,0.21,,0.0,0.0010828995718937023,0.0016373592358366476,0.00016113324210722713,0.0022166933901369814,-0.0,,,,,
Liechtenstein,2010,0.03,0.0,0.21,3.134328358208955,3.134328358208955,6.7,0.21,,0.0,0.0013412376941441563,0.0025763836406999907,0.0001631632457479036,0.003025077895755816,-0.0,,,,,
Liechtenstein,2015,0.03,0.0,0.21,3.134328358208955,3.134328358208955,6.7,0.21,,0.0,0.001955747943205081,0.002794626864082657,0.0001640601717076284,0.004476724231655556,-0.0,,,,,
Lithuania,1990,,,,,,1945.0,,,,,,0.04591126089265907,,,,,,,
Lithuania,2000,2.0,0.7425742574257426,0.14,0.006930693069306932,0.7495049504950496,2020.0,15.14,13.14,15.0,0.07219330479291348,0.0010915728238910986,0.04858047000844758,0.15981303774606617,-0.43977823449561826,,,,,
Lithuania,2010,3.16,0.15668202764976957,0.14,0.0064516129032258064,0.1631336405529954,2170.0,3.54,0.38,3.4,0.14127703711651782,0.001717589093799994,0.052845409443724005,0.05099417024274091,-0.28122647830006864,,,,,
Lithuania,2015,2.07,0.12802926383173296,0.14,0.006401463191586649,0.13443072702331962,2187.0,2.94,0.87,2.8,0.13494660808115058,0.001863084576055105,0.05355217843650498,0.0626741392431778,-0.0991662947930612,,,,,
Luxembourg,1990,,,,,,85.8,,0.09,,,,0.0020252885267815672,,,,,,,
Luxembourg,2000,,,,,,86.7,,0.2,,,,0.0020851122523427752,,,,,,,
Luxembourg,2010,,,,,,88.7,,0.0,,,,0.0021600865519162764,,,,,,,
Luxembourg,2015,,,,,,88.7,,0.0,,,,0.0021719607806666625,,,,,,,
Macedonia,1990,,,,,,912.0,,,,,,0.021527542382573303,,,,,,,
Macedonia,2000,0.71,,,,,957.55,,,,0.025628623201484287,,0.023028826265638108,,,,,,,
Macedonia,2010,0.76,,,,,960.43,,,,0.03397802158498529,,0.023389085987113294,,,,,,,
Macedonia,2015,0.4,,,,,994.4,,,,0.026076639242734415,,0.024349467872547118,,,,,,,
Madagascar,1990,3.6,-0.48855474697756957,70.5,0.5148446885189635,0.02628994154139388,13693.45,3.6,,-66.9,0.1583099532985638,0.5104571306516836,0.32323061977921974,0.0497789675565579,1.0141926329289708,,,,,
Madagascar,2000,,,,,,13030.67,,,,,,0.3133841946163256,,,,,,,
Madagascar,2010,,,,,,12561.98,,,,,,0.30591842236123135,,,,,,,
Madagascar,2015,,,,,,12495.89,,,,,,0.30598177000591587,,,,,,,
Malawi,1990,,-1.1994174258217438,42.0,1.1994174258217438,0.0,3501.7,0.0,,-42.0,,0.30410212038823703,0.08265679293975539,0.0,0.6367128637222237,,,,,
Malawi,2000,,-1.3628841223999741,42.0,1.3628841223999741,0.0,3081.7,0.0,,-42.0,,0.3274718471673296,0.0741140764480361,0.0,1.2313790565877312,,,,,
Malawi,2010,,-1.5779389112221516,42.0,1.5779389112221516,0.0,2661.7,0.0,,-42.0,,0.5152767281399981,0.06481964346376046,0.0,3.47397414370673,,,,,
Malawi,2015,,-1.713097034710609,42.0,1.713097034710609,0.0,2451.7,0.0,,-42.0,,0.5589253728165314,0.06003377954859589,0.0,1.4874944218959179,,,,,
Malaysia,1990,,,,,,20618.5,,,,,,0.4866947726042628,,,,,,,
Malaysia,2000,,,,,,19691.35,,,,,,0.4735718010400219,,,,,,,
Malaysia,2010,,,,,,18947.65,,,,,,0.4614268766112337,,,,,,,
Malaysia,2015,,,,,,19464.22,,,,,,0.4766124291574709,,,,,,,
Maldives,1990,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,1.935590433520845e-05,0.0,-0.0,,,,,
Maldives,2000,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,1.9720784854914364e-05,0.0,-0.0,,,,,
Maldives,2010,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,1.9969233061683723e-05,0.0,-0.0,,,,,
Maldives,2015,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,2.007900608959034e-05,0.0,-0.0,,,,,
Mali,1990,5.0,-0.5941636582430806,84.0,0.631768953068592,0.037605294825511434,13296.0,5.0,0.0,-79.0,0.21987493513689413,0.6082042407764741,0.31384890736698967,0.06913745493966374,1.1976265770013257,,,,,
Mali,2000,30.0,-0.5941636582430806,109.0,0.8197954271961492,0.22563176895306858,13296.0,30.0,0.0,-79.0,1.0828995718937025,0.849867412886641,0.319765311501148,0.316670484305283,2.3161653683435897,,,,,
Mali,2010,0.0,-0.5941636582430806,79.0,0.5941636582430806,0.0,13296.0,0.0,0.0,-79.0,0.0,0.9692109886442822,0.3237938082782278,0.0,6.534379936972183,,,,,
Mali,2015,0.0,0.0,0.0,0.0,0.0,13296.0,0.0,0.0,0.0,0.0,0.0,0.32557373776486975,0.0,-0.0,,,,,
Malta,1990,,,,,,0.35,,,,,,8.261666484540193e-06,,,,,,,
Malta,2000,,,,,,0.35,,,,,,8.417408169780521e-06,,,,,,,
Malta,2010,,,,,,0.35,,,,,,8.523453136084517e-06,,,,,,,
Malta,2015,,,,,,0.35,,,,,,8.570307477264169e-06,,,,,,,
Marshall Islands,1990,,,,,,9.4,,,,,,0.00022188475701336518,,,,,,,
Marshall Islands,2000,,,,,,9.4,,,,,,0.00022606753370267688,,,,,,,
Marshall Islands,2010,,,,,,9.4,,,,,,0.00022891559851198417,,,,,,,
Marshall Islands,2015,,,,,,9.4,,,,,,0.00023017397224652344,,,,,,,
Martinique,1990,0.15,0.18812709030100336,0.08,0.16722408026755853,0.35535117056856186,47.84,0.17,0.02,0.09000000000000001,0.006596248054106825,0.0005792421340728325,0.0011292517846297223,0.0023506734679485672,-0.001364384707976194,,,,,
Martinique,2000,0.09,0.30775543701272046,0.14,0.2872384078785392,0.5949938448912596,48.74,0.29,0.2,0.14999999999999997,0.0032486987156811068,0.0010915728238910986,0.0011721842119860075,0.0030611480149510687,-0.004397782344956182,,,,,
Martinique,2010,0.01,0.3976933784052495,0.16,0.31815470272419966,0.7158480811294492,50.29,0.36,0.35,0.19999999999999998,0.0004470792313813855,0.0019629589643428503,0.0012246984520391153,0.005185847821295685,-0.016542734017651096,,,,,
Martinique,2015,0.0,0.3899395593682979,0.16,0.31195164749463833,0.7018912068629363,51.29,0.36,0.36,0.19999999999999998,0.0,0.002129239515491548,0.0012559173443110836,0.0076743843971238115,-0.007083306770932941,,,,,
Mauritania,1990,32.28,-1.142761112511553,37.72,7.923703890429374,6.780942777917821,476.04,32.28,,-5.439999999999998,1.4195125812437885,0.27311266621534047,0.011236810609430038,0.4463514090904691,0.08246947568211657,,,,,
Mauritania,2000,2.08,-1.290200170761787,40.44,9.591120387060052,8.300920216298264,421.64,35.0,,-5.439999999999998,0.07508103698463003,0.3153086071296859,0.010140331373446455,0.36944889835616357,0.1594929063770775,,,,,
Mauritania,2010,2.35,-1.481320117634244,42.79,11.651780851759067,10.170460734124823,367.24,37.35,,-5.439999999999998,0.10506361937462558,0.524968838026441,0.008943294084844795,0.5380317114594273,0.44996236528010963,,,,,
Mauritania,2015,2.5,-1.6027526173391375,45.38,13.345488766027527,11.742736148688389,340.04,39.93,,-5.450000000000003,0.1629789952670901,0.6039055575812904,0.008326421013054024,0.8512171360476495,0.19302010950792278,,,,,
Mauritius,1990,,0.21913805697589486,0.01,0.024348672997321647,0.24348672997321646,41.07,0.1,,0.09000000000000001,,7.240526675910406e-05,0.0009694475500573305,0.0013827490987932747,-0.001364384707976194,,,,,
Mauritius,2000,,-0.8347245409015025,0.36,0.8585738134986882,0.023849272597185785,41.93,0.01,,-0.35,,0.002806901547148539,0.0010084054987397066,0.00010555682810176102,0.010261492138231094,,,,,
Mauritius,2010,,-0.05209690023443606,0.1,0.26048450117218025,0.20838760093774422,38.39,0.08,,-0.020000000000000004,,0.0012268493527142815,0.0009349010454122417,0.0011524106269545967,0.0016542734017651098,,,,,
Mauritius,2015,,0.2349869451697128,0.12,0.3133159268929504,0.5483028720626633,38.3,0.21,,0.09,,0.0015969296366186612,0.000937836503940622,0.004476724231655556,-0.0031874880469198244,,,,,
Mayotte,1990,0.03,-1.7801047120418845,0.37,1.9371727748691097,0.1570680628272251,19.1,0.03,0.0,-0.33999999999999997,0.0013192496108213648,0.00267899487008685,0.00045085094244205054,0.0004148247296379824,0.005154342230132287,,,,,
Mayotte,2000,0.08,-0.8296107211231653,0.21,1.3401403956604976,0.5105296745373326,15.67,0.08,0.0,-0.13,0.00288773219171654,0.0016373592358366476,0.00037685938862988793,0.0008444546248140882,0.003811411365628692,,,,,
Mayotte,2010,0.01,-0.3469812630117973,0.06,0.4163775156141568,0.06939625260235947,14.41,0.01,0.0,-0.049999999999999996,0.0004470792313813855,0.0007361096116285687,0.00035092274197422255,0.0001440513283693246,0.004135683504412774,,,,,
Mayotte,2015,0.01,-0.35360678925035355,0.06,0.4243281471004243,0.07072135785007072,14.14,0.01,0.0,-0.049999999999999996,0.0006519159810683603,0.0007984648183093306,0.00034624042208147247,0.00021317734436455035,0.0017708266927332352,,,,,
Mexico,1990,0.78,-0.31311068660386887,685.81,0.971517169523591,0.6584064829197221,70591.65,464.78,464.0,-221.02999999999997,0.03430048988135549,4.965625599606114,1.666299053981119,6.426741261371383,3.3507772444886452,,,,,
Mexico,2000,2.71,-0.21029125631477005,424.85,0.6212951338340058,0.4110038775192359,68381.35,281.05,278.34,-143.8,0.09782192799439778,3.3125336730723807,1.6445535261446325,2.9666746537999935,4.216007341364661,,,,,
Mexico,2010,3.51,-0.18296077681250006,211.61,0.31610328201578325,0.1331425052032832,66943.31,89.13,85.63,-122.48000000000002,0.1569248102148663,2.596135915278691,1.6302519015982226,1.28392948975579,10.130770312409533,,,,,
Mexico,2015,3.3,-0.1926251275611928,165.82,0.2499890322626359,0.0573639047014431,66330.91,38.05,34.75,-127.77,0.2151322737525589,2.2066906028675533,1.6242179827049623,0.811139795307114,4.52517053061051,,,,,
Micronesia,1990,,,,,,63.58,,,,,,0.0015007907288201868,,,,,,,
Micronesia,2000,,,,,,63.86,,,,,,0.0015358162449205259,,,,,,,
Micronesia,2010,,,,,,64.13,,,,,,0.0015617401417631427,,,,,,,
Micronesia,2015,,,,,,64.27,,,,,,0.0015737533187536235,,,,,,,
Moldova,1990,0.43,0.5838967424708053,0.88,0.2704363859864782,0.8543331284572834,325.4,2.78,,1.9,0.018909244421772897,0.006371663474801157,0.007680989354483939,0.03844042494645304,-0.02880367716838631,,,,,
Moldova,2000,4.81,0.8739837398373983,1.8,0.5226480836236934,1.3966318234610917,344.4,4.81,,3.01,0.1736248980269569,0.014034507735742698,0.008282729639064033,0.05077283431694704,-0.08824883238878739,,,,,
Moldova,2010,0.27,0.6355140186915887,0.93,0.2483311081441923,0.8838451268357811,374.5,3.31,,2.38,0.012071139247297408,0.011409698980242817,0.009120094855610434,0.047680989690246436,-0.19685853481004803,,,,,
Moldova,2015,0.36,0.0051759834368529925,0.34,0.08799171842650105,0.09316770186335403,386.4,0.36,,0.019999999999999962,0.023468975318460972,0.00452463397041954,0.009461619454899643,0.0076743843971238115,-0.000708330677093293,,,,,
Monaco,1990,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,,,,,
Monaco,2000,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,,,,,
Monaco,2010,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,,,,,
Monaco,2015,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,,,,,
Mongolia,1990,0.11,-0.061385172798216286,9.06,0.06312709030100334,0.001741917502787068,14352.0,0.25,0.14,-8.81,0.004837248573011671,0.06559917168374826,0.3387755353889167,0.003456872746983187,0.13355810308078075,,,,,
Mongolia,2000,0.15,-0.05608564277651975,8.25,0.05783831911328599,0.0017526763367662422,14263.9,0.25,0.1,-8.0,0.005414497859468511,0.06432482712215402,0.34304305255123535,0.002638920702544025,0.23454839173099643,,,,,
Mongolia,2010,0.3,-0.007825774293388984,1.52,0.010716375608965096,0.002890601315576111,14183.9,0.41,0.1,-1.11,0.013412376941441564,0.018648110161257076,0.3454165912483119,0.005906104463142308,0.0918121737979636,,,,,
Mongolia,2015,0.3,-0.00782884867258697,1.52,0.010720585569668643,0.002891736897081673,14178.33,0.41,0.1,-1.11,0.01955747943205081,0.02022777539716971,0.3471789931831969,0.008740271118946564,0.03931235257867783,,,,,
Montenegro,1990,,,,,,626.0,,,,,,0.014776580626634745,,,,,,,
Montenegro,2000,,,,,,626.0,,,,,,0.01505513575509316,,,,,,,
Montenegro,2010,0.5,0.0,28.2,3.409915356711003,3.409915356711003,827.0,28.2,27.7,0.0,0.022353961569069273,0.3459715174654273,0.020139702124405415,0.4062247460014953,-0.0,,,,,
Montenegro,2015,0.3,0.0,12.0,1.4510278113663846,1.4510278113663846,827.0,12.0,11.7,0.0,0.01955747943205081,0.1596929636618661,0.020250412239135623,0.2558128132374604,-0.0,,,,,
Montserrat,1990,,,,,,3.5,,,,,,8.261666484540193e-05,,,,,,,
Montserrat,2000,,,,,,2.5,,,,,,6.0124344069860875e-05,,,,,,,
Montserrat,2010,,,,,,2.5,,,,,,6.088180811488941e-05,,,,,,,
Montserrat,2015,,,,,,2.5,,,,,,6.121648198045836e-05,,,,,,,
Morocco,1990,2.9,0.03864882257820462,0.78,0.014219849816509247,0.05286867239471386,5485.29,2.9,0.0,2.12,0.1275274623793986,0.005647610807210116,0.1294789615742385,0.04009972386500497,-0.03213883978788367,,,,,
Morocco,2000,17.88,0.30509176361199586,1.08,0.019613041946485454,0.32470480555848136,5506.54,17.88,0.0,16.799999999999997,0.6454081448486465,0.008420704641445618,0.13243084223778068,0.18873560864594865,-0.4925516226350924,,,,,
Morocco,2010,10.88,0.03559741090514346,8.72,0.1536680312340847,0.1892654421392282,5674.57,10.74,0.0,2.0199999999999996,0.4864222037429474,0.10698126355668533,0.1381912327498032,0.1547111266686546,-0.16708161357827603,,,,,
Morocco,2015,11.56,0.20335321714992377,0.0,0.0,0.20335321714992377,5684.69,11.56,0.0,11.56,0.7536148741150247,0.0,0.13919868917979672,0.2464330100854202,-0.40941513135992413,,,,,
