Entity,Year,Afforestation,Conversion as share of forest area,Deforestation,Deforestation as share of forest area,Expansion as share of forest area,Forest area,Forest expansion,Natural forest expansion,Net forest conversion,Share of global afforestation,Share of global deforestation,Share of global forest area,Share of global forest expansion,Share of global net forest conversion,Share of regional afforestation,Share of regional deforestation,Share of regional forest area,Share of regional forest expansion,Share of regional net forest conversion
Singapore,2010,0.0,-1.4092446448703495,0.3,1.6910935738444193,0.28184892897406993,17.74,0.05,0.05,-0.25,0.0,0.0036805480581428435,0.0004320173103832552,0.000720256641846623,0.02067841752206387,,,,,
Singapore,2015,0.0,-1.092896174863388,0.24,1.4571948998178506,0.36429872495446264,16.47,0.06,0.06,-0.18,0.0,0.0031938592732373224,0.00040329418328725967,0.001279064066187302,0.006374976093839649,,,,,
Sint Maarten (Dutch part),1990,,,,,,0.37,,,,,,8.733761712228204e-06,,,,,,,
Sint Maarten (Dutch part),2000,,,,,,0.37,,,,,,8.898402922339409e-06,,,,,,,
Sint Maarten (Dutch part),2010,,,,,,0.37,,,,,,9.010507601003632e-06,,,,,,,
Sint Maarten (Dutch part),2015,,,,,,0.37,,,,,,9.060039333107837e-06,,,,,,,
Slovakia,1990,2.09,,,,,1902.48,,,,0.09190772288722174,,0.044907586438594355,,,,,,,
Slovakia,2000,0.2,,,,,1901.41,,,,0.007219330479291349,,0.04572841162314966,,,,,,,
Slovakia,2010,0.06,,,,,1917.91,,,,0.0026824753882883127,,0.04670633144065102,,,,,,,
Slovakia,2015,0.12,,,,,1921.75,,,,0.007822991772820325,,0.04705710969837834,,,,,,,
Slovenia,1990,0.0,0.3787878787878788,0.0,0.0,0.3787878787878788,1188.0,4.5,4.5,4.5,0.0,0.0,0.028042456524667855,0.06222370944569737,-0.06821923539880968,,,,,
Slovenia,2000,0.0,0.113544201135442,0.38,0.0308191403081914,0.14436334144363341,1233.0,1.78,1.78,1.4,0.0,0.0029628405219901247,0.02965332649525538,0.01878911540211346,-0.041045968552924375,,,,,
Slovenia,2010,0.0,0.01603849238171612,0.3,0.024057738572574178,0.040096230954290296,1247.0,0.5,0.5,0.2,0.0,0.0036805480581428435,0.030367845887706833,0.007202566418466229,-0.0165427340176511,,,,,
Slovenia,2015,0.0,-0.1626602564102564,2.03,0.1626602564102564,0.0,1248.0,0.0,0.0,-2.03,0.0,0.027014726352799015,0.030559267804644814,0.0,0.07189556372496936,,,,,
Solomon Islands,1990,,,,,,2544.91,,,,,,0.0600719932947748,,,,,,,
Solomon Islands,2000,,,,,,2537.6,,,,,,0.06102861420467158,,,,,,,
Solomon Islands,2010,,,,,,2530.28,,,,,,0.06161920857477696,,,,,,,
Solomon Islands,2015,,,,,,2526.62,,,,,,0.06186831508058628,,,,,,,
Somalia,1990,,-0.9266525807425294,76.75,0.9266525807425294,0.0,8282.5,0.0,,-76.75,,0.5557104223761236,0.19550643616629754,0.0,1.1635169593019208,,,,,
Somalia,2000,,-1.0212907518296739,76.75,1.0212907518296739,0.0,7515.0,0.0,,-76.75,,0.5984158159545844,0.18073377827400178,0.0,2.250198633169247,,,,,
Somalia,2010,,-1.1374583178955169,76.75,1.1374583178955169,0.0,6747.5,0.0,,-76.75,,0.9416068782082109,0.1643200001020865,0.0,6.348274179273608,,,,,
Somalia,2015,,-1.206049891966215,76.75,1.206049891966215,0.0,6363.75,0.0,,-76.75,,1.0213695800873521,0.15582655488125674,0.0,2.718218973345517,,,,,
South Africa,1990,218.0,-0.20063840494672874,399.0,2.199305592685297,1.9986671877385682,18142.09,362.6,0.0,-36.39999999999998,9.586547171968585,2.8889701436882516,0.4282397054643194,5.013848232224414,0.5518178152259269,,,,,
South Africa,2000,37.0,-0.20474640414127715,399.0,2.2443355838563086,2.039589179715031,17778.09,362.6,0.0,-36.39999999999998,1.3355761386688996,3.110982548089631,0.4275584000259811,3.8274905869698546,1.067195182376033,,,,,
South Africa,2010,6.0,-0.20902613917810237,199.0,1.1427527938583066,0.9337266546802043,17414.09,162.6,0.0,-36.400000000000006,0.2682475388288313,2.44143021190142,0.4240805143501658,2.3422745992852176,3.0107775912125,,,,,
South Africa,2015,3.0,-0.21123380855137133,199.0,1.1548221951022772,0.9435883865509059,17232.09,162.6,0.0,-36.400000000000006,0.19557479432050812,2.6482416473926134,0.42195517078825473,3.4662636193675884,1.2891618323097958,,,,,
South Korea,1990,,-0.11448633796366968,7.5,0.11448633796366968,0.0,6551.0,0.0,,-7.5,,0.05430395006932804,0.154634791829208,0.0,0.11369872566468281,,,,,
South Korea,2000,,-0.13743051266213713,8.9,0.13743051266213713,0.0,6476.0,0.0,,-8.9,,0.06939284380450556,0.1557461008785676,0.0,0.26093508580073355,,,,,
South Korea,2010,,-0.1565680288085173,10.0,0.1565680288085173,0.0,6387.0,0.0,,-10.0,,0.12268493527142812,0.15554084337191945,0.0,0.8271367008825548,,,,,
South Korea,2015,,-0.15780337699226762,10.0,0.15780337699226762,0.0,6337.0,0.0,,-10.0,,0.13307746971822176,0.15517153852406584,0.0,0.3541653385466471,,,,,
South Sudan,1990,,,,,,7157.0,,,,,,0.16893927722815474,,,,,,,
South Sudan,2000,,,,,,7157.0,,,,,,0.1721239722031977,,,,,,,
South Sudan,2010,,,,,,7157.0,,,,,,0.1742924402713054,,,,,,,
South Sudan,2015,,,,,,7157.0,,,,,,0.1752505446136562,,,,,,,
Spain,1990,133.78,,,,,13904.66,,185.15,,5.882973764522739,,0.32821618143121895,,,,,,,
Spain,2000,40.77,0.8490733260285962,5.7,0.033345169893640614,0.8824184959222368,17093.93,150.84,110.07,145.14000000000001,1.4716605182035416,0.04444260782985187,0.41110453153044674,1.592219195086963,-4.255294196979603,,,,,
Spain,2010,10.72,0.006308862495915416,1.98,0.010676536531549166,0.01698539902746458,18545.34,3.15,,1.17,0.47926893604084525,0.02429161718374277,0.4516295325221532,0.045376168436337246,-0.09677499400325891,,,,,
Spain,2015,4.66,0.022640069257049956,3.74,0.020160442624134963,0.042800511881184916,18551.18,7.94,3.28,4.2,0.30379284717785593,0.049770973674614936,0.4542551904744958,0.16926281142545296,-0.1487494421895918,,,,,
Sri Lanka,1990,,,,,,2350.33,,,,,,0.05547897882459815,,,,,,,
Sri Lanka,2000,,,,,,2166.42,,,,,,0.0521018325919312,,,,,,,
Sri Lanka,2010,,,,,,2103.62,,,,,,0.051228875674657455,,,,,,,
Sri Lanka,2015,,,,,,2128.82,,,,,,0.05212754846785574,,,,,,,
Sudan,1990,,-0.7498840702561825,403.73,1.7128752231090723,0.9629911528528899,23570.31,226.98,226.98,-176.75000000000003,,2.923217834865308,0.5563715433063502,3.1385639044409754,2.6794999681643583,,,,,
Sudan,2000,,-0.7887782367580922,381.7,1.7488188485743714,0.9600406118162791,21826.16,209.54,209.54,-172.16,,2.9760953348516592,0.5249134214255338,2.2118377760443,5.047481390051043,,,,,
Sudan,2010,,-0.8677283245946329,272.54,1.3571918369298206,0.4894635123351877,20081.17,98.29,98.29,-174.25,,3.3436552258875025,0.4890311754649894,1.4158805065420914,14.412857012878519,,,,,
Sudan,2015,,-0.885375428229046,264.0,1.374289234786384,0.4889138065573378,19209.93,93.92,93.92,-170.07999999999998,,3.513245200561055,0.4703857334763466,2.002161618271857,6.023644078001373,,,,,
Suriname,1990,,-0.023930865809620862,3.68,0.023930865809620862,0.0,15377.63,0.0,,-3.68,,0.026645138167350292,0.3629852868075994,0.0,0.0557881747261377,,,,,
Suriname,2000,,-0.026725994027718115,4.11,0.026791179379005232,6.518535128711735e-05,15340.87,0.01,,-4.1000000000000005,,0.032045459329945826,0.3689438984844026,0.00010555682810176102,0.12020605076213568,,,,,
Suriname,2010,,-0.0630071124833822,9.86,0.06444503413756728,0.001437921654185071,15299.86,0.22,,-9.639999999999999,,0.12096734617762814,0.37259325628186873,0.0031691292241251413,0.7973597796507828,,,,,
Suriname,2015,,-0.07264778217729599,11.65,0.07638507783082116,0.003737295653525155,15251.67,0.57,,-11.08,,0.15503525222172837,0.37346143269075893,0.012151108628779368,0.39241519510968503,,,,,
Svalbard and Jan Mayen Islands,1990,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,,,,,
Svalbard and Jan Mayen Islands,2000,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,,,,,
Svalbard and Jan Mayen Islands,2010,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,,,,,
Svalbard and Jan Mayen Islands,2015,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,,,,,
Swaziland,1990,,,,,,461.14,,,,,,0.010885099664802469,,,,,,,
Swaziland,2000,,,,,,473.28,,,,,,0.0113822598245535,,,,,,,
Swaziland,2010,,,,,,485.43,,,,,,0.011821542445284307,,,,,,,
Swaziland,2015,,,,,,491.5,,,,,,0.012035160357358113,,,,,,,
Sweden,1990,8.87,0.03563410896910522,11.49,0.04094359120550191,0.07657770017460713,28063.0,21.49,12.62,9.999999999999998,0.3900581349328502,0.08319365150621055,0.6624204187304327,0.29715278133067474,-0.15159830088624374,,,,,
Sweden,2000,11.82,-0.03195682278166389,20.82,0.07392678336824912,0.04196996058658524,28163.0,11.82,0.0,-9.0,0.4266624313261187,0.1623324728100905,0.6773127608157966,0.12476817081628151,0.263866940697371,,,,,
Sweden,2010,19.55,-0.06625583300680368,38.15,0.1358957004951377,0.06963986748833398,28073.0,19.55,0.0,-18.599999999999998,0.8740398973506086,0.4680430280604983,0.6836539996837161,0.2816203469620296,1.5384742636415518,,,,,
Sweden,2015,13.05,0.0,13.05,0.04664045746962116,0.04664045746962116,27980.0,13.05,0.0,0.0,0.8507503552942103,0.17366609798227942,0.68513486632529,0.2781964343957382,-0.0,,,,,
Switzerland,1990,0.08,0.3701777199826614,1.16,0.10056350238404853,0.47074122236671,1153.5,5.43,3.46,4.27,0.003517998962190306,0.008399010944056068,0.027228092256906034,0.07508327606447482,-0.06473247447842607,,,,,
Switzerland,2000,0.07,0.321857914360715,1.05,0.0877794311892859,0.40963734555000086,1196.18,4.9,3.12,3.8500000000000005,0.0025267656677519725,0.008186796179183239,0.028767815155794473,0.0517228457698629,-0.11287641352054203,,,,,
Switzerland,2010,0.0,0.2786056757807438,1.34,0.10852662951924322,0.38713230529998705,1234.72,4.78,3.36,3.4400000000000004,0.0,0.01643978132637137,0.0300687944462465,0.06885653496053716,-0.2845350251035989,,,,,
Switzerland,2015,0.0,0.27478013595226497,1.34,0.10703644830698691,0.38181658425925186,1251.91,4.78,3.36,3.4400000000000004,0.0,0.017832380942241717,0.03065501038246225,0.10189877060625507,-0.12183287646004662,,,,,
Syria,1990,,1.6125564394753817,77.25,20.76166415824554,22.37422059772092,372.08,83.25,,6.0,,0.5593306857140788,0.008782859615907756,1.1511386247454012,-0.09095898053174625,,,,,
Syria,2000,,1.127106091464543,46.18,10.687835586002592,11.814941677467134,432.08,51.05,,4.869999999999997,,0.36006309290922095,0.010391410634282193,0.5388676074594899,-0.142781333466244,,,,,
Syria,2010,,0.7214274101772071,11.94,2.426434726060803,3.14786213623801,492.08,15.49,,3.5500000000000007,,0.1464858127140852,0.011983488054869911,0.2231355076440838,-0.293633528813307,,,,,
Syria,2015,,,,,0.00957707631014404,522.08,0.05,,,,,0.012783960364943083,0.0010658867218227518,,,,,,
Tajikistan,1990,,,,,,408.0,,,,,,0.009630742644835424,,,,,,,
Tajikistan,2000,,,,,,410.0,,,,,,0.009860392427457183,,,,,,,
Tajikistan,2010,,,,,,410.0,,,,,,0.009984616530841862,,,,,,,
Tajikistan,2015,,,,,,421.8,,,,,,0.010328444839742934,,,,,,,
Tanzania,1990,,-0.6481964369757035,400.0,0.6969854161029071,0.048788979127203494,57390.01,28.0,,-372.0,,2.896210670364162,1.3546774918983615,0.3871697476621169,5.639456792968268,,,,,
Tanzania,2000,,-0.6931245214972012,400.0,0.7452951844055926,0.05217066290839148,53670.01,28.0,,-372.0,,3.11877949683171,1.2907496589891494,0.29555911868493084,10.906500215491334,,,,,
Tanzania,2010,,-0.7447445956467276,372.0,0.7447445956467276,0.0,49950.01,0.0,,-372.0,,4.563879592097127,1.2164187696627229,0.0,30.769485272831044,,,,,
Tanzania,2015,,-0.9752547307132461,474.0,0.9856519026824704,0.010397171969224371,48090.0,5.0,,-469.0,,6.307872064643711,1.1775602473760969,0.10658867218227518,16.610354377837748,,,,,
Thailand,1990,26.7,-0.18749031558287277,63.0,0.32539641547440734,0.13790609989153452,19361.0,26.7,0.0,-36.3,1.1741321536310145,0.45615318058235554,0.4570117851633791,0.3691940093778044,0.5503018322170647,,,,,
Thailand,2000,125.5,0.5658490367407095,18.0,0.09474681545425834,0.6605958521949679,18998.0,125.5,0.0,107.5,4.530129875755321,0.14034507735742696,0.4568969154556867,1.3247381926771007,-3.1517440138852644,,,,,
Thailand,2010,92.0,-0.011956359288596652,94.4,0.47028346535146714,0.4583271060628705,20073.0,92.0,0.0,-2.4000000000000057,4.113128928708746,1.1581457889622817,0.48883221371607,1.3252722209977863,0.1985128082118136,,,,,
Thailand,2015,0.0,-0.1874283435521659,37.6,0.1874283435521659,0.0,20061.0,0.0,0.0,-37.6,0.0,0.5003712861405138,0.49122553800399005,0.0,1.3316616729353934,,,,,
Timor,1990,,,,,,963.1,,,,,,0.02273374568931617,,,,,,,
Timor,2000,,,,,,949.1,,,,,,0.02282560598268198,,,,,,,
Timor,2010,,,,,,935.1,,,,,,0.022772231507293236,,,,,,,
Timor,2015,,,,,,928.1,,,,,,0.022726006770425362,,,,,,,
Togo,1990,1.0,-0.6844586754402715,10.32,0.757898447483219,0.07343977204294758,1361.66,1.0,,-9.32,0.04397498702737883,0.07472223529539537,0.032141659386682855,0.013827490987932747,0.14128961642597918,,,,,
Togo,2000,1.5,-0.23335383062926696,4.46,0.3516074610157198,0.11825363038645287,1268.46,1.5,,-2.96,0.05414497859468512,0.03477439138967357,0.030506130191542285,0.015833524215264152,0.08678290494046868,,,,,
Togo,2010,2.0,-0.23892740965557324,4.96,0.4003648486120417,0.16143743895646842,1238.87,2.0,,-2.96,0.08941584627627709,0.06085172789462835,0.030169858247717212,0.028810265673864917,0.24483246346123622,,,,,
Togo,2015,2.0,-0.24181623599957522,4.96,0.4052055846479368,0.1633893486483616,1224.07,2.0,,-2.96,0.13038319621367206,0.066006424980238,0.029973303639127865,0.04263546887291007,0.10483294020980755,,,,,
Tokelau,1990,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,,,,,
Tokelau,2000,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,,,,,
Tokelau,2010,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,,,,,
Tokelau,2015,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,,,,,
Tonga,1990,,,,,,8.95,,,,,,0.0002112626143903849,,,,,,,
Tonga,2000,,,,,,8.95,,,,,,0.0002152451517701019,,,,,,,
Tonga,2010,,,,,,8.95,,,,,,0.00021795687305130405,,,,,,,
Tonga,2015,,,,,,8.95,,,,,,0.0002191550054900409,,,,,,,
Trinidad and Tobago,1990,,,,,,242.06,,,,,,0.005713768540707998,,,,,,,
Trinidad and Tobago,2000,,,,,,236.65,,,,,,0.0056913704096530305,,,,,,,
Trinidad and Tobago,2010,,,,,,232.41,,,,,,0.005659816409592578,,,,,,,
Trinidad and Tobago,2015,,,,,,230.29,,,,,,0.005639017454111902,,,,,,,
Tunisia,1990,6.71,0.3711295381844156,4.32,0.6708282865927513,1.041957824777167,643.98,6.71,0.0,2.3899999999999997,0.2950721629537119,0.03127907523993295,0.015200994236326267,0.09278246452902875,-0.036231993911812255,,,,,
Tunisia,2000,6.3,0.29347907464250955,4.34,0.6498465224226997,0.9433255970652091,667.85,6.3,0.0,1.96,0.22740891009767747,0.033838757540624056,0.016061617274822634,0.06650080170410944,-0.05746435597409412,,,,,
Tunisia,2010,2.95,0.22256811602635912,1.42,0.206566486769562,0.4291346027959211,687.43,2.95,0.0,1.5300000000000002,0.13188837325750874,0.017421260808542793,0.01674079254096737,0.04249514186895076,-0.1265519152350309,,,,,
Tunisia,2015,2.1,0.22011854750532317,0.57,0.08200494907061057,0.3021234965759337,695.08,2.1,0.0,1.5300000000000002,0.1369023560243557,0.00758541577393864,0.0170201409179908,0.04476724231655557,-0.054187296797637015,,,,,
Turkey,1990,22.65,0.18444682128725584,2.22,0.011221483783439517,0.19566830507069538,19783.48,38.71,16.06,36.49,0.9960334561701303,0.016073969220521102,0.4669843247530606,0.5352621761428766,-0.5531821999339035,,,,,
Turkey,2000,62.91,0.46390895532388515,1.38,0.006849196088017134,0.47075815141190225,20148.35,94.85,31.94,93.47,2.2708404022610935,0.010759789264069399,0.4845625311359925,1.0012065145452032,-2.7404047718870292,,,,,
Turkey,2010,75.36,0.5190892412304084,1.03,0.00488543419652157,0.52397467542693,21083.08,110.47,35.11,109.44,3.3691890876901205,0.012636548332957097,0.513430412412345,1.5913350244959288,-9.05218405445868,,,,,
Turkey,2015,80.2,0.5455772689236857,1.17,0.005409078930944092,0.55098634785463,21630.3,119.18,38.98,118.01,5.22836616816825,0.015570063957031947,0.5296523480727634,2.540647590136711,-4.179505160188983,,,,,
Turkmenistan,1990,,,,,,4127.0,,,,,,0.09741685023342106,,,,,,,
Turkmenistan,2000,,,,,,4127.0,,,,,,0.09925326719052632,,,,,,,
Turkmenistan,2010,,,,,,4127.0,,,,,,0.10050368883605942,,,,,,,
Turkmenistan,2015,,,,,,4127.0,,,,,,0.10105616845334066,,,,,,,
Turks and Caicos Islands,1990,,,,,,10.52,,,,,,0.0002483220897638938,,,,,,,
Turks and Caicos Islands,2000,,,,,,10.52,,,,,,0.00025300323984597453,,,,,,,
Turks and Caicos Islands,2010,,,,,,10.52,,,,,,0.0002561906485474546,,,,,,,
Turks and Caicos Islands,2015,,,,,,10.52,,,,,,0.00025759895617376874,,,,,,,
Tuvalu,1990,,,,,,1.0,,,,,,2.360476138440055e-05,,,,,,,
Tuvalu,2000,,,,,,1.0,,,,,,2.4049737627944344e-05,,,,,,,
Tuvalu,2010,,,,,,1.0,,,,,,2.4352723245955763e-05,,,,,,,
Tuvalu,2015,,,,,,1.0,,,,,,2.448659279218334e-05,,,,,,,
Uganda,1990,9.84,-1.1536944793271935,51.09,1.4289030533048803,0.2752085739776869,3575.47,9.84,,-41.25,0.43271387234940767,0.36991850787226266,0.08439811618708262,0.13606251132125824,0.6253429911557554,,,,,
Uganda,2000,9.84,-1.3041622535923743,51.09,1.6152642311765917,0.31110197758421726,3162.95,9.84,,-41.25,0.35519105958113434,0.3983461112328302,0.07606811763030658,0.10386791885213284,1.2093901448629503,,,,,
Uganda,2010,9.84,-1.499770944073996,51.09,1.8575344856421931,0.35776354156819684,2750.42,9.84,,-41.25,0.43992596367928327,0.6267973343017263,0.06698021707014165,0.1417465071154154,3.411938891140539,,,,,
Uganda,2015,9.84,-1.621360291805547,51.09,2.008128419596252,0.386768127790705,2544.16,9.84,,-41.25,0.6414853253712666,0.679892792790395,0.062297809918161175,0.2097665068547175,1.4609320215049193,,,,,
Ukraine,1990,8.0,0.25447487599741214,0.5,0.0053914168643519516,0.2598662928617641,9274.0,24.1,,23.6,0.35179989621903063,0.0036202633379552023,0.2189105570789307,0.33324253280917926,-0.35777199009153526,,,,,
Ukraine,2000,4.0,0.039957939011566766,1.03,0.010830704521556257,0.05078864353312303,9510.0,4.83,,3.8,0.14438660958582697,0.008030857204341654,0.22871300484175075,0.05098394797315057,-0.1114104860722233,,,,,
Ukraine,2010,14.5,0.22832006702974447,0.4,0.0041893590280687055,0.23250942605781313,9548.0,22.2,,21.8,0.6482648855030089,0.004907397410857126,0.2325198015523856,0.3197939489799006,-1.8031580079239697,,,,,
Ukraine,2015,6.0,0.06834420627524077,0.1,0.0010355182768975871,0.06937972455213835,9657.0,6.7,0.7,6.6000000000000005,0.39114958864101623,0.0013307746971822176,0.23646702659411456,0.14282882072424874,-0.23374912344078713,,,,,
United Arab Emirates,1990,,,,,,245.0,,,,,,0.005783166539178135,,,,,,,
United Arab Emirates,2000,,,,,,309.43,,,,,,0.00744171031421482,,,,,,,
United Arab Emirates,2010,,,,,,317.3,,,,,,0.007727119085941763,,,,,,,
United Arab Emirates,2015,,,,,,317.3,,,,,,0.0077695958929597745,,,,,,,
United Kingdom,1990,,,,,,2778.0,,,,,,0.06557402712586473,,,,,,,
United Kingdom,2000,,0.35545023696682465,0.2,0.006770480704129994,0.3622207176709546,2954.0,10.7,,10.5,,0.0015593897484158553,0.0710429249529476,0.11294580606888427,-0.3078447641469328,,,,,
United Kingdom,2010,,0.6276560967636483,0.5,0.016345210853220007,0.6440013076168682,3059.0,19.7,,19.2,,0.006134246763571407,0.07449498040937867,0.2837811168875694,-1.588102465694505,,,,,
United Kingdom,2015,,,,,,3155.0,,,,,,0.07725520025933845,,,,,,,
United States,1990,59.73,0.03590676144817325,0.0,0.0,0.03590676144817325,302450.0,108.6,48.9,108.6,2.626625975145337,0.0,7.139260080711947,1.5016655212894965,-1.646357547624607,,,,,
United States,2000,259.0,0.17078699066996994,0.0,0.0,0.17078699066996994,303536.0,518.4,259.0,518.4,9.349032970682297,0.0,7.299961160635715,5.47206596879529,-15.198735784168568,,,,,
United States,2010,247.0,0.08907748121274942,0.0,0.0,0.08907748121274942,308720.0,275.0,28.0,275.0,11.042857015120221,0.0,7.518172720491463,3.9614115301564263,-22.74625927427026,,,,,
United States,2015,,,,,,310095.0,,,,,,7.593169991892094,,,,,,,
United States Virgin Islands,1990,,,,,,24.54,,,,,,0.0005792608443731895,,,,,,,
United States Virgin Islands,2000,,,,,,20.47,,,,,,0.0004922981292440208,,,,,,,
United States Virgin Islands,2010,,,,,,18.43,,,,,,0.0004488206894229647,,,,,,,
United States Virgin Islands,2015,,,,,,19.16,,,,,,0.0004691631178982329,,,,,,,
Uruguay,1990,,,,,,798.0,,,,,,0.01883659958475164,,,,,,,
Uruguay,2000,35.0,2.64645726807889,0.66,0.048210372534696865,2.6946676406135865,1369.0,36.89,0.56,36.230000000000004,1.263382833875986,0.005145986169772322,0.032924090812655814,0.38939913886739635,-1.0622110290517501,,,,,
Uruguay,2010,18.4,2.1798648414486226,1.83,0.1057009183850286,2.285565759833651,1731.3,39.57,17.51,37.74,0.8226257857417492,0.02245134315467135,0.04216186975572321,0.5700111063574175,-3.121613909130762,,,,,
Uruguay,2015,,,,,,1920.0,,,,,,0.04701425816099202,,,,,,,
Uzbekistan,1990,35.4,1.616477796475208,0.79,0.030988048027551906,1.6474658445027595,2549.37,42.0,5.8,41.21,1.5567145407692105,0.00572001607396922,0.06017727053054923,0.5807546214931754,-0.6247365979522105,,,,,
Uzbekistan,2000,38.0,1.3105022522674628,5.0,0.1688356418793433,1.479337894146806,2961.46,43.81,6.2,38.81,1.3716727910653563,0.038984743710396376,0.07122233599565206,0.46244446391381494,-1.1378528853849965,,,,,
Uzbekistan,2010,23.1,1.1929782660616193,1.04,0.031048483401003104,1.2240267494626225,3349.6,41.0,3.7,39.96,1.0327530244910006,0.012759233268228528,0.08157188178465342,0.5906104463142308,-3.305238256726689,,,,,
Uzbekistan,2015,26.9,0.7902744125767737,14.15,0.39865892826956667,1.1889333408463403,3549.4,42.2,4.4,28.050000000000004,1.7536539890738894,0.1883046196512838,0.08691271245657556,0.8996083932184025,-0.9934337746233454,,,,,
Vanuatu,1990,,,,,,442.3,,,,,,0.010440385960320363,,,,,,,
Vanuatu,2000,,,,,,442.3,,,,,,0.010637198952839785,,,,,,,
Vanuatu,2010,,,,,,442.3,,,,,,0.010771209491686234,,,,,,,
Vanuatu,2015,,,,,,442.3,,,,,,0.010830419991982693,,,,,,,
Vatican,1990,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,,,,,
Vatican,2000,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,,,,,
Vatican,2010,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,,,,,
Vatican,2015,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,,,,,
Venezuela,1990,16.35,-0.5526083112290009,303.85,0.5840349056241111,0.03142659439511014,52026.0,16.35,,-287.5,0.7189910378976438,2.200034030475377,1.228061315784823,0.22607947765270045,4.358451150479508,,,,,
Venezuela,2000,19.39,-0.334886370572318,183.99,0.3743362291713292,0.03944985859901121,49151.0,19.39,,-164.60000000000002,0.6999140899672963,1.434560599055166,1.1820686541510927,0.2046746896893146,4.825833159865252,,,,,
Venezuela,2010,17.87,-0.34606883485948847,182.27,0.383685927797074,0.03761709293758552,47505.0,17.87,,-164.4,0.7989305864785359,2.2361783151923205,1.1568761177991285,0.25741972379598305,13.598127362509201,,,,,
Venezuela,2015,17.87,-0.19368935158408843,108.29,0.23196881091617935,0.03827945933209091,46683.0,17.87,,-90.42,1.16497385816916,1.4410959195786235,1.143107611317495,0.38094791437945147,3.202362991138783,,,,,
Vietnam,1990,117.46,2.5683769981953852,0.0,0.0,2.5683769981953852,9375.96,240.81,123.4,240.81,5.165301976235917,0.0,0.22131729854968415,3.3297981048040852,-3.6506386836416356,,,,,
Vietnam,2000,116.37,1.3611561341129148,0.0,0.0,1.3611561341129148,11784.1,160.4,43.98,160.4,4.200567439375671,0.0,0.283404513181459,1.6931315227522465,-4.702695254206478,,,,,
Vietnam,2010,160.62,1.00656853942991,25.86,0.1931571863287138,1.1997257257586238,13388.06,160.62,0.0,134.76,7.180986614447813,0.3172632426119132,0.3260357199802505,2.3137524362680915,-11.146494181093308,,,,,
Vietnam,2015,97.54,0.8267042908975057,1.59,0.011307181269049756,0.8380114721665555,14061.86,117.84,20.3,116.25,6.358788479340788,0.02115931768519726,0.3443270397206913,2.5120818259918614,-4.117172060604773,,,,,
Wallis and Futuna Islands,1990,,,,,,5.8,,,,,,0.0001369076160295232,,,,,,,
Wallis and Futuna Islands,2000,,,,,,5.81,,,,,,0.00013972897561835665,,,,,,,
Wallis and Futuna Islands,2010,,,,,,5.82,,,,,,0.00014173284929146256,,,,,,,
Wallis and Futuna Islands,2015,,,,,,5.83,,,,,,0.0001427568359784289,,,,,,,
Western Sahara,1990,,,,,,665.1,,,,,,0.015699526796764805,,,,,,,
Western Sahara,2000,,,,,,669.31,,,,,,0.01609672989175943,,,,,,,
Western Sahara,2010,,,,,,665.11,,,,,,0.016197239758117637,,,,,,,
Western Sahara,2015,,,,,,664.7,,,,,,0.01627623822896427,,,,,,,
Yemen,1990,,,,,,549.0,,,,,,0.012959014000035903,,,,,,,
Yemen,2000,,,,,,549.0,,,,,,0.013203305957741447,,,,,,,
Yemen,2010,,,,,,549.0,,,,,,0.013369645062029714,,,,,,,
Yemen,2015,,,,,,549.0,,,,,,0.013443139442908654,,,,,,,
Zambia,1990,,,,,,47412.0,,,,,,1.119148946757199,,,,,,,
Zambia,2000,,-0.0760827984868449,36.25,0.07703914651251753,0.0009563480256726314,47054.0,0.45,,-35.8,,0.28263939190037374,1.1316363543452934,0.004750057264579246,1.049604052996209,,,,,
Zambia,2010,,-0.40298954942607507,189.68,0.4062018160013706,0.0032122665752955283,46696.0,1.5,,-188.18,,2.327087852228449,1.1371747646931503,0.02160769925539869,15.565058437207918,,,,,
Zambia,2015,,-0.41134212361026423,189.71,0.41462044668244635,0.003278323072182117,45755.1,1.5,,-188.21,,2.5246126780243854,1.120386501865628,0.03197660165468255,6.665745836786447,,,,,
