Entity,Year,‘cost of basic needs’ approach - share of population below poverty line,$1.90 - share of population below poverty line,$5 - share of population below poverty line,$10 - share of population below poverty line,$30 - share of population below poverty line,‘cost of basic needs’ approach - share of population above poverty line,$1.90 - share of population above poverty line,$5 - share of population above poverty line,$10 - share of population above poverty line,$30 - share of population above poverty line,$1.90-$5 - share of population between poverty lines,$5-$10 - share of population between poverty lines,$10-$30 - share of population between poverty lines,‘cost of basic needs’ approach - number below poverty line,$1.90 - number below poverty line,$5 - number below poverty line,$10 - number below poverty line,$30 - number below poverty line,‘cost of basic needs’ approach - number above poverty line,$1.90 - number above poverty line,$5 - number above poverty line,$10 - number above poverty line,$30 - number above poverty line,$1.90-$5 - number between poverty lines,$5-$10 - number between poverty lines,$10-$30 - number between poverty lines
Western Offshoots,2005,1.15900384119838,0.89917630912234,1.36583094154678,3.2546038213228496,25.341525624754503,98.84099615880162,99.10082369087766,98.63416905845322,96.74539617867715,74.6584743752455,0.46665463242443994,1.8887728797760697,22.086921803431654,4099758.0,3180667.0,4831370.0,11512549.0,89640878.0,349631425.0,350550516.0,348899813.0,342218635.0,264090305.0,1650703.0,6681179.0,78128330.0
Western Offshoots,2006,1.16394716839678,0.9000936306115,1.36611127737353,3.0044218269247898,24.855867334655702,98.83605283160323,99.0999063693885,98.63388872262647,96.99557817307522,75.1441326653443,0.46601764676202995,1.6383105495512598,21.85144550773091,4157331.0,3214912.0,4879411.0,10731051.0,88779002.0,353017901.0,353960321.0,352295821.0,346444181.0,268396230.0,1664500.0,5851640.0,78047951.0
Western Offshoots,2007,1.16271311806959,0.90098915477996,1.36164712525905,2.9907065877863,24.287640831509798,98.83728688193041,99.09901084522004,98.63835287474095,97.0092934122137,75.7123591684902,0.4606579704790901,1.6290594625272499,21.2969342437235,4192974.0,3249146.0,4910369.0,10785081.0,87586048.0,356426850.0,357370678.0,355709455.0,349834743.0,273033776.0,1661224.0,5874711.0,76800967.0
Western Offshoots,2008,1.1498551161885802,0.900245807186,1.35816966629826,3.1870690129411003,25.0886508439992,98.85014488381142,99.099754192814,98.64183033370173,96.8129309870589,74.9113491560008,0.4579238591122601,1.8288993466428403,21.9015818310581,4186251.0,3277504.0,4944657.0,11603089.0,91339672.0,359881442.0,360790189.0,359123037.0,352464605.0,272728021.0,1667153.0,6658432.0,79736584.0
Western Offshoots,2009,1.29828197652982,0.89942555773205,1.35826360013107,2.7727006855973397,24.4694295769846,98.70171802347018,99.10057444226796,98.64173639986893,97.22729931440266,75.5305704230154,0.45883804239901993,1.4144370854662698,21.69672889138726,4768894.0,3303801.0,4989221.0,10184780.0,89881950.0,362554545.0,364019638.0,362334218.0,357138659.0,277441489.0,1685420.0,5195559.0,79697171.0
Western Offshoots,2010,1.37599649714445,0.89858250833641,1.3577138444968302,3.18247300405199,25.146122653640102,98.62400350285554,99.1014174916636,98.64228615550317,96.81752699594801,74.8538773463599,0.45913133616042023,1.82475915955516,21.963649649588113,5097705.0,3329012.0,5029973.0,11790225.0,93159769.0,365375985.0,367144678.0,365443718.0,358683465.0,277313922.0,1700961.0,6760253.0,81369543.0
Western Offshoots,2011,1.39849185128031,0.90946707754861,1.5712759658728401,3.2185248387726304,25.4551348599499,98.60150814871969,99.09053292245139,98.42872403412716,96.78147516122738,74.54486514005009,0.6618088883242301,1.6472488728997903,22.23661002117727,5222215.0,3396110.0,5867421.0,12018539.0,95053959.0,368195406.0,370021511.0,367550200.0,361399082.0,278363662.0,2471311.0,6151118.0,83035420.0
Western Offshoots,2012,1.42105289741705,0.92038921744936,1.35982516821917,3.03292409354485,25.4012657176986,98.57894710258294,99.07961078255065,98.64017483178083,96.96707590645515,74.5987342823014,0.43943595076981,1.67309892532568,22.36834162415375,5348475.0,3464107.0,5118030.0,11415141.0,95603784.0,371025621.0,372909990.0,371256067.0,364958956.0,280770312.0,1653923.0,6297111.0,84188644.0
Western Offshoots,2013,1.44366648644568,0.9313393988804,1.38341917778677,3.0292424823890998,25.2753171634717,98.55633351355432,99.0686606011196,98.61658082221324,96.9707575176109,74.7246828365283,0.45207977890636997,1.6458233046023298,22.2460746810826,5476160.0,3532785.0,5247628.0,11490616.0,95875108.0,373846907.0,375790282.0,374075439.0,367832452.0,283447959.0,1714843.0,6242987.0,84384493.0
Western Offshoots,2014,1.31078441647627,1.00624735506635,1.59651240184212,3.19181443494875,25.1003976379664,98.68921558352373,98.99375264493365,98.40348759815788,96.80818556505125,74.8996023620336,0.59026504677577,1.5953020331066299,21.90858320301765,5010358.0,3846292.0,6102528.0,12200430.0,95944060.0,377230836.0,378394902.0,376138666.0,370040764.0,286297134.0,2256236.0,6097902.0,83743630.0
Western Offshoots,2015,1.38206136446287,1.07747682372254,1.5957708037378102,3.0031594761855898,23.6550089478118,98.61793863553713,98.92252317627747,98.4042291962622,96.99684052381441,76.34499105218819,0.5182939800152702,1.4073886724477795,20.65184947162621,5325226.0,4151630.0,6148671.0,11571485.0,91145207.0,379985162.0,381158757.0,379161717.0,373738902.0,294165181.0,1997041.0,5422815.0,79573721.0
Western Offshoots,2016,1.4533325075708001,1.1487220927242299,1.38414210482075,2.7691729359470103,22.0341934600573,98.5466674924292,98.85127790727577,98.61585789517925,97.23082706405299,77.9658065399427,0.2354200120965202,1.3850308311262602,19.265020524110287,5646032.0,4462655.0,5377235.0,10757923.0,85600343.0,382842629.0,384026006.0,383111426.0,377730738.0,302888318.0,914580.0,5380688.0,74842420.0
Western Offshoots,2017,1.49150970137119,1.14486453536933,1.5904137325388898,2.7555606051187698,22.0925132348506,98.50849029862881,98.85513546463066,98.40958626746111,97.24443939488123,77.9074867651494,0.44554919716955976,1.16514687257988,19.33695262973183,5848397.0,4489158.0,6236212.0,10804899.0,86627521.0,386264172.0,387623411.0,385876356.0,381307669.0,305485047.0,1747054.0,4568687.0,75822622.0
Western Offshoots,2018,1.49154347990227,1.14450733182514,1.37946969077449,2.54759827453144,20.316019207227402,98.50845652009772,98.85549266817486,98.62053030922551,97.45240172546856,79.6839807927726,0.23496235894935014,1.16812858375695,17.76842093269596,5889026.0,4518831.0,5446528.0,10058622.0,80213260.0,388938619.0,390308814.0,389381118.0,384769023.0,314614385.0,927696.0,4612095.0,70154638.0
World,1820,75.6466542576312,79.3632175642386,96.2836771947996,99.2327397240524,99.946296090761,24.353345742368802,20.636782435761404,3.716322805200406,0.7672602759476064,0.05370390923900459,16.920459630560998,2.9490625292527994,0.7135563667086018,757304073.0,794510854.0,963902787.0,993426064.0,1000569528.0,243803088.0,206596307.0,37204374.0,7681098.0,537634.0,169391933.0,29523276.0,7143464.0
World,1821,75.4302007241329,79.2337221030612,96.20854519035909,99.20592580684459,99.94365651238219,24.569799275867098,20.766277896938803,3.7914548096409106,0.7940741931554101,0.056343487617809274,16.974823087297892,2.9973806164855006,0.7377307055376008,760697059.0,799054739.0,970242114.0,1000470041.0,1007909893.0,247781046.0,209423366.0,38235992.0,8008064.0,568212.0,171187374.0,30227927.0,7439853.0
World,1822,75.4256442062658,79.2968006759164,96.2167938614041,99.21429781785261,99.9455521093935,24.5743557937342,20.7031993240836,3.783206138595901,0.7857021821473893,0.054447890606496685,16.919993185487698,2.9975039564485115,0.7312542915408926,766207821.0,805532780.0,977413726.0,1007863728.0,1015292140.0,249637425.0,210312466.0,38431520.0,7981518.0,553106.0,171880946.0,30450001.0,7428412.0
World,1823,75.3046082241567,79.2390113586316,96.1666251674146,99.19852389200071,99.9442610632305,24.695391775843305,20.7609886413684,3.833374832585406,0.8014761079992923,0.055738936769500924,16.927613808782993,3.0318987245861138,0.7457371712297913,770555161.0,810813981.0,984025959.0,1015049893.0,1022680656.0,252695845.0,212437025.0,39225047.0,8201112.0,570349.0,173211979.0,31023934.0,7630763.0
World,1824,75.1451458001532,79.1250433739178,96.07684711676781,99.1665142698599,99.9412426425181,24.8548541998468,20.874956626082195,3.9231528832321914,0.8334857301400973,0.0587573574818947,16.951803742850004,3.089667153092094,0.7747283726582026,774533657.0,815555131.0,990280223.0,1022125942.0,1030111198.0,256183163.0,215161689.0,40436597.0,8590878.0,605622.0,174725092.0,31845719.0,7985256.0
World,1825,75.1571346799761,79.2061894794357,96.1127964599875,99.1867771020167,99.944229418755,24.842865320023904,20.793810520564307,3.887203540012493,0.8132228979832945,0.05577058124499956,16.906606980551814,3.0739806420291984,0.7574523167382949,780255456.0,822291347.0,997809911.0,1029722918.0,1037586526.0,257910061.0,215874171.0,40355607.0,8442600.0,578991.0,175518564.0,31913007.0,7863609.0
World,1826,75.114252657869,79.228903124461,96.1109958773081,99.1918745251487,99.945916670566,24.885747342130998,20.771096875539,3.889004122691901,0.8081254748512947,0.0540833294339933,16.8820927528471,3.0808786478406063,0.7540421454173014,785413572.0,828437395.0,1004960815.0,1037175259.0,1045059714.0,260211651.0,217187828.0,40664408.0,8449964.0,565509.0,176523420.0,32214444.0,7884455.0
World,1827,75.0452392460091,79.2253772314169,96.0900198437723,99.18772472996051,99.9457415266408,24.954760753990897,20.7746227685831,3.9099801562277037,0.8122752700394926,0.05425847335919798,16.864642612355397,3.097704886188211,0.7580167966802946,790222053.0,834238666.0,1011822382.0,1044441037.0,1052422910.0,262772195.0,218755583.0,41171866.0,8553212.0,571339.0,177583717.0,32618654.0,7981873.0
World,1828,74.9764483057202,79.2414111856211,96.0926948800698,99.1951747769374,99.9475086544775,25.023551694279803,20.758588814378896,3.9073051199302,0.8048252230625934,0.05249134552249757,16.851283694448696,3.1024798968676066,0.7523338775400958,795014066.0,840237674.0,1018920552.0,1051817751.0,1059795136.0,265337663.0,220114055.0,41431177.0,8533978.0,556593.0,178682878.0,32897199.0,7977385.0
World,1829,74.9095529276493,79.2200011628316,96.07803444770761,99.1949834594109,99.94823570498839,25.0904470723507,20.779998837168407,3.9219655522923915,0.8050165405890937,0.0517642950116084,16.858033284876015,3.116949011703298,0.7532522455774853,799852648.0,845877798.0,1025880776.0,1059162244.0,1067205154.0,267905224.0,221880073.0,41877096.0,8595627.0,552717.0,180002977.0,33281468.0,8042910.0
World,1830,74.94957245562371,79.2729949781268,96.0637944710768,99.193933978468,99.9488640665478,25.05042754437629,20.727005021873197,3.936205528923196,0.8060660215320041,0.05113593345220124,16.79079949295,3.130139507391192,0.7549300880798029,805955154.0,852446209.0,1033002694.0,1066662020.0,1074780009.0,269374735.0,222883680.0,42327195.0,8667869.0,549880.0,180556485.0,33659326.0,8117989.0
World,1831,74.94343142736581,79.2346422925531,96.0016994851496,99.1747852574968,99.9479546553498,25.05656857263419,20.765357707446896,3.998300514850399,0.8252147425032064,0.05204534465019606,16.767057192596496,3.173085772347193,0.7731693978530103,809697637.0,856060383.0,1037213639.0,1071496030.0,1079849443.0,270714110.0,224351364.0,43198108.0,8915717.0,562304.0,181153256.0,34282391.0,8353413.0
World,1832,74.9050605005299,79.1835442687925,95.94621393382859,99.15795416262921,99.9471739891987,25.0949394994701,20.816455731207498,4.053786066171412,0.8420458373707902,0.05282601080129723,16.762669665036086,3.211740228800622,0.789219826569493,813007853.0,859445849.0,1041385253.0,1076244981.0,1084811050.0,272376562.0,225938566.0,43999162.0,9139434.0,573365.0,181939404.0,34859728.0,8566069.0
World,1833,74.8883713832974,79.1705619057028,95.92721082286499,99.15794300855339,99.9484218919161,25.111628616702603,20.829438094297203,4.072789177135007,0.8420569914466114,0.05157810808390195,16.756648917162195,3.230732185688396,0.7904788833627094,816527529.0,863217374.0,1045919506.0,1081145025.0,1089763824.0,273798664.0,227108819.0,44406687.0,9181168.0,562370.0,182702132.0,35225519.0,8618798.0
World,1834,74.7834087689733,79.0670916682433,95.8551573575302,99.1398327325911,99.9480445813785,25.216591231026698,20.932908331756707,4.144842642469797,0.8601672674088974,0.05195541862150321,16.78806568928691,3.2846753750608997,0.8082118487873942,819032243.0,865947387.0,1049811259.0,1085785215.0,1094636798.0,276173574.0,229258430.0,45394558.0,9420602.0,569019.0,183863872.0,35973956.0,8851583.0
World,1835,74.5725705707827,78.8161403780443,95.6482030558532,99.0663603943717,99.9422807495198,25.427429429217298,21.183859621955705,4.351796944146798,0.9336396056283007,0.05771925048020421,16.832062677808906,3.4181573385184976,0.8759203551480965,820692203.0,867393887.0,1052635492.0,1090253279.0,1099893029.0,279836043.0,233134359.0,47892755.0,10274968.0,635217.0,185241604.0,37617787.0,9639751.0
World,1836,74.6558945032087,78.905884542119,95.6896727889051,99.0891221049625,99.9455364800333,25.3441054967913,21.094115457881003,4.310327211094901,0.9108778950375012,0.054463519966702734,16.783788246786102,3.3994493160573995,0.8564143750707984,825369173.0,872355560.0,1057911189.0,1095494298.0,1104962513.0,280195469.0,233209082.0,47653454.0,10070344.0,602129.0,185555628.0,37583110.0,9468215.0
World,1837,74.7207475568225,79.01912667472189,95.7921431033411,99.1377605925858,99.9513602738175,25.279252443177498,20.98087332527811,4.207856896658896,0.8622394074141937,0.04863972618250045,16.773016428619215,3.3456174892447024,0.8135996812316932,829791204.0,877525699.0,1063793931.0,1100947788.0,1109983001.0,280731952.0,232997457.0,46729225.0,9575368.0,540155.0,186268231.0,37153857.0,9035213.0
World,1838,74.5986723121522,78.87952870756,95.6857312629795,99.1052078591727,99.9497522389117,25.401327687847797,21.12047129244,4.314268737020498,0.8947921408273061,0.050247761088300535,16.806202555419503,3.419476596193192,0.8445443797390055,832316225.0,880078821.0,1067589867.0,1105741831.0,1115164626.0,283409027.0,235646432.0,48135386.0,9983422.0,560627.0,187511046.0,38151964.0,9422795.0
World,1839,74.6700305038878,78.9458327500542,95.7071268164347,99.1195263175827,99.95241119344969,25.3299694961122,21.054167249945806,4.292873183565305,0.8804736824173034,0.047588806550308504,16.7612940663805,3.412399501148002,0.8328848758669949,836979033.0,884906653.0,1072784595.0,1111034303.0,1120370139.0,283924531.0,235996911.0,48118969.0,9869261.0,533425.0,187877943.0,38249708.0,9335836.0
World,1840,74.7315550136683,79.0002166632774,95.75444432621771,99.14386080719521,99.9552733307188,25.2684449863317,20.9997833367226,4.245555673782292,0.8561391928047897,0.04472666928120361,16.75422766294031,3.389416480977502,0.8114125235235861,841569523.0,889639920.0,1078313197.0,1116482209.0,1125619716.0,284553870.0,236483473.0,47810196.0,9641184.0,503677.0,188673277.0,38169012.0,9137506.0
World,1841,74.59846546203251,78.88718164851551,95.6863234834071,99.1222542406912,99.953925881804,25.401534537967493,21.112818351484492,4.313676516592906,0.8777457593087945,0.046074118196003155,16.799141834891586,3.435930757284112,0.8316716411127913,843850582.0,892364122.0,1082394380.0,1121261294.0,1130669083.0,287339687.0,238826147.0,48795889.0,9928975.0,521186.0,190030258.0,38866914.0,9407789.0
World,1842,74.7137241801457,78.9972943343557,95.7527263335551,99.1571634145732,99.9588801071654,25.286275819854296,21.0027056656443,4.247273666444897,0.8428365854267952,0.041119892834601046,16.755431999199402,3.404437081018102,0.8017166925921941,848899286.0,897569322.0,1087944978.0,1126626281.0,1135735407.0,287303326.0,238633290.0,48257634.0,9576331.0,467205.0,190375656.0,38681303.0,9109126.0
World,1843,74.6848947258911,78.9380897659633,95.6924196999006,99.1463551633252,99.9599631019137,25.3151052741089,21.061910234036702,4.307580300099403,0.8536448366748033,0.04003689808629929,16.7543299339373,3.4539354634245996,0.813607938588504,852312188.0,900850115.0,1092052361.0,1131469050.0,1140754033.0,288898750.0,240360823.0,49158578.0,9741888.0,456905.0,191202246.0,39416689.0,9284983.0
World,1844,74.4836367048894,78.7043854946045,95.5143217777912,99.0892239057541,99.9572338952324,25.516363295110594,21.295614505395505,4.485678222208804,0.9107760942459038,0.042766104767594015,16.8099362831867,3.5749021279629005,0.8680099894783098,853891128.0,902278399.0,1094989928.0,1135973120.0,1145924111.0,292523260.0,244135989.0,51424461.0,10441268.0,490277.0,192711528.0,40983192.0,9950991.0
World,1845,74.2902226099045,78.51754755469351,95.3748318804584,99.04868713235399,99.9562751465928,25.709777390095496,21.482452445306492,4.625168119541598,0.9513128676460099,0.04372485340719834,16.857284325764894,3.6738552518955885,0.9075880142388115,855463817.0,904142141.0,1098256471.0,1140561503.0,1151012524.0,296052206.0,247373882.0,53259552.0,10954520.0,503499.0,194114330.0,42305032.0,10451021.0
World,1846,74.384502336778,78.63887836591779,95.4650493062215,99.08753746710059,99.9602233276311,25.615497663222,21.36112163408221,4.534950693778498,0.9124625328994114,0.0397766723689017,16.82617094030371,3.6224881608790866,0.8726858605305097,860141234.0,909336485.0,1103905017.0,1145793466.0,1155884723.0,296203444.0,247008193.0,52439661.0,10551212.0,459955.0,194568532.0,41888449.0,10091257.0
World,1847,74.3165613235335,78.59990537262081,95.41967880250441,99.0681771209362,99.9584806987852,25.683438676466494,21.40009462737919,4.580321197495593,0.9318228790638017,0.04151930121480518,16.819773429883597,3.648498318431791,0.8903035778489965,862394855.0,912100248.0,1107282665.0,1149621090.0,1159952478.0,298039427.0,248334034.0,53151617.0,10813192.0,481804.0,195182417.0,42338425.0,10331388.0
World,1848,74.1941791493413,78.514847043572,95.308234535155,99.0466383303446,99.9621660718788,25.805820850658705,21.485152956427996,4.691765464845005,0.9533616696553935,0.03783392812120212,16.79338749158299,3.738403795189612,0.9155277415341914,863565012.0,913854370.0,1109316898.0,1152829136.0,1163485197.0,300360544.0,250071186.0,54608657.0,11096420.0,440359.0,195462529.0,43512237.0,10656061.0
World,1849,73.933247888989,78.2762849678848,95.1195513459524,98.9815750149843,99.9592554794064,26.066752111011,21.723715032115194,4.880448654047598,1.0184249850156988,0.04074452059360567,16.843266378067597,3.862023669031899,0.9776804644220931,863569165.0,914297532.0,1111033451.0,1156143393.0,1167563082.0,304469829.0,253741463.0,57005543.0,11895601.0,475912.0,196735919.0,45109942.0,11419689.0
