Entity,Year,Labor productivity per hour worked (The Conference Board Total Economy Database (2016))
Germany,1996,24.58394
Germany,1997,25.23434
Germany,1998,25.52887
Germany,1999,25.87737
Germany,2000,26.53171
Germany,2001,27.2443
Germany,2002,27.5787
Germany,2003,27.80212
Germany,2004,28.07913
Germany,2005,28.50481
Germany,2006,29.05333
Germany,2007,29.49397
Germany,2008,29.54926
Germany,2009,28.79169
Germany,2010,29.50383
Germany,2011,30.11047
Germany,2012,30.26591
Germany,2013,30.46455
Germany,2014,30.57529
Germany,2015,30.72846
Germany,2016,30.77841
Greece,1950,2.22169
Greece,1951,2.32556
Greece,1952,2.25329
Greece,1953,2.46467
Greece,1954,2.44489
Greece,1955,2.52983
Greece,1956,2.6415
Greece,1957,2.81007
Greece,1958,2.93035
Greece,1959,3.04238
Greece,1960,3.17329
Greece,1961,3.45318
Greece,1962,3.63523
Greece,1963,4.07975
Greece,1964,4.49308
Greece,1965,4.97179
Greece,1966,5.3471
Greece,1967,5.73444
Greece,1968,6.21843
Greece,1969,6.88555
Greece,1970,7.5885
Greece,1971,8.1006
Greece,1972,9.05689
Greece,1973,9.31244
Greece,1974,8.9586
Greece,1975,9.48488
Greece,1976,9.96238
Greece,1977,10.21578
Greece,1978,10.84809
Greece,1979,11.11848
Greece,1980,11.15377
Greece,1981,10.60775
Greece,1982,10.76757
Greece,1983,10.77071
Greece,1984,11.09469
Greece,1985,11.16541
Greece,1986,11.30586
Greece,1987,11.2522
Greece,1988,11.5758
Greece,1989,11.965
Greece,1990,11.80042
Greece,1991,12.37673
Greece,1992,12.44286
Greece,1993,12.11009
Greece,1994,12.17735
Greece,1995,12.30353
Greece,1996,12.73607
Greece,1997,13.3689
Greece,1998,13.30198
Greece,1999,13.72949
Greece,2000,14.20221
Greece,2001,14.78136
Greece,2002,15.05103
Greece,2003,15.71877
Greece,2004,16.19456
Greece,2005,15.73594
Greece,2006,16.41235
Greece,2007,16.83805
Greece,2008,16.60702
Greece,2009,16.1752
Greece,2010,16.16918
Greece,2011,15.63741
Greece,2012,15.33945
Greece,2013,15.34735
Greece,2014,15.70862
Greece,2015,15.25479
Greece,2016,14.96885
Hong Kong,1950,2.13852
Hong Kong,1951,1.94532
Hong Kong,1952,2.0737
Hong Kong,1953,2.20793
Hong Kong,1954,2.35199
Hong Kong,1955,2.50185
Hong Kong,1956,2.65385
Hong Kong,1957,2.8046
Hong Kong,1958,2.95462
Hong Kong,1959,3.10261
Hong Kong,1960,3.24842
Hong Kong,1961,3.37843
Hong Kong,1962,3.87107
Hong Kong,1963,4.36864
Hong Kong,1964,4.6261
Hong Kong,1965,5.16516
Hong Kong,1966,5.12461
Hong Kong,1967,5.0832
Hong Kong,1968,5.12299
Hong Kong,1969,5.56082
Hong Kong,1970,5.92169
Hong Kong,1971,6.19425
Hong Kong,1972,6.61042
Hong Kong,1973,7.19257
Hong Kong,1974,7.13563
Hong Kong,1975,6.94766
Hong Kong,1976,7.84634
Hong Kong,1977,8.69481
Hong Kong,1978,8.90052
Hong Kong,1979,9.63344
Hong Kong,1980,10.07931
Hong Kong,1981,10.34666
Hong Kong,1982,10.73551
Hong Kong,1983,11.32015
Hong Kong,1984,12.11871
Hong Kong,1985,12.08242
Hong Kong,1986,12.94496
Hong Kong,1987,14.52908
Hong Kong,1988,15.07445
Hong Kong,1989,15.8757
Hong Kong,1990,16.59307
Hong Kong,1991,17.14089
Hong Kong,1992,19.01922
Hong Kong,1993,19.16216
Hong Kong,1994,19.78919
Hong Kong,1995,20.47767
Hong Kong,1996,19.69753
Hong Kong,1997,20.44946
Hong Kong,1998,19.5117
Hong Kong,1999,19.83163
Hong Kong,2000,20.48129
Hong Kong,2001,20.34735
Hong Kong,2002,20.70719
Hong Kong,2003,21.63648
Hong Kong,2004,22.66528
Hong Kong,2005,23.87233
Hong Kong,2006,25.40656
Hong Kong,2007,26.20648
Hong Kong,2008,27.15696
Hong Kong,2009,27.03376
Hong Kong,2010,27.99606
Hong Kong,2011,29.17421
Hong Kong,2012,29.36198
Hong Kong,2013,29.8084
Hong Kong,2014,30.39187
Hong Kong,2015,30.69496
Hong Kong,2016,31.56756
Hungary,1980,5.91522
Hungary,1981,5.71944
Hungary,1982,6.22652
Hungary,1983,6.26961
Hungary,1984,6.71139
Hungary,1985,6.66968
Hungary,1986,6.84739
Hungary,1987,6.82615
Hungary,1988,6.98253
Hungary,1989,6.93657
Hungary,1990,6.7023
Hungary,1991,6.34494
Hungary,1992,6.86606
Hungary,1993,7.28869
Hungary,1994,7.15797
Hungary,1995,7.38318
Hungary,1996,7.40268
Hungary,1997,7.55439
Hungary,1998,7.75362
Hungary,1999,7.72143
Hungary,2000,7.99806
Hungary,2001,8.48403
Hungary,2002,8.81845
Hungary,2003,9.2829
Hungary,2004,9.79598
Hungary,2005,10.24853
Hungary,2006,10.61118
Hungary,2007,10.6678
Hungary,2008,10.95572
Hungary,2009,10.59871
Hungary,2010,10.73329
Hungary,2011,10.82313
Hungary,2012,11.11236
Hungary,2013,11.273
Hungary,2014,11.26946
Hungary,2015,11.32887
Hungary,2016,11.48334
Iceland,1950,4.18317
Iceland,1951,4.05203
Iceland,1952,4.49746
Iceland,1953,4.62447
Iceland,1954,5.03167
Iceland,1955,5.49942
Iceland,1956,5.74203
Iceland,1957,5.76573
Iceland,1958,6.14717
Iceland,1959,6.38827
Iceland,1960,6.66995
Iceland,1961,6.57472
Iceland,1962,7.06121
Iceland,1963,7.67405
Iceland,1964,7.82787
Iceland,1965,8.11556
Iceland,1966,8.64802
Iceland,1967,8.72364
Iceland,1968,8.35289
Iceland,1969,8.61617
Iceland,1970,9.02009
Iceland,1971,9.90249
Iceland,1972,10.42983
Iceland,1973,10.94104
Iceland,1974,11.32341
Iceland,1975,11.36092
Iceland,1976,11.7963
Iceland,1977,13.10494
Iceland,1978,13.79181
Iceland,1979,14.41943
Iceland,1980,14.84732
Iceland,1981,14.83196
Iceland,1982,14.67593
Iceland,1983,14.29434
Iceland,1984,14.69071
Iceland,1985,14.65217
Iceland,1986,15.15462
Iceland,1987,15.57273
Iceland,1988,15.96299
Iceland,1989,16.26635
Iceland,1990,16.70681
Iceland,1991,16.64348
Iceland,1992,16.08194
Iceland,1993,16.18383
Iceland,1994,16.91799
Iceland,1995,16.58117
Iceland,1996,17.16752
Iceland,1997,18.20063
Iceland,1998,18.82773
Iceland,1999,19.15022
Iceland,2000,19.06947
Iceland,2001,19.34021
Iceland,2002,20.1147
Iceland,2003,21.04793
Iceland,2004,22.82543
Iceland,2005,23.51307
Iceland,2006,23.44586
Iceland,2007,24.90122
Iceland,2008,25.04544
Iceland,2009,26.62031
Iceland,2010,25.96765
Iceland,2011,25.86342
Iceland,2012,26.27226
Iceland,2013,26.61634
Iceland,2014,26.45088
Iceland,2015,26.42074
Iceland,2016,26.60538
Indonesia,1970,2.01996
Indonesia,1971,2.07729
Indonesia,1972,2.24789
Indonesia,1973,2.48284
Indonesia,1974,2.49186
Indonesia,1975,2.361
Indonesia,1976,2.41152
Indonesia,1977,2.54174
Indonesia,1978,2.48348
Indonesia,1979,2.64274
Indonesia,1980,2.82339
Indonesia,1981,2.89245
Indonesia,1982,2.59723
Indonesia,1983,2.68326
Indonesia,1984,2.79638
Indonesia,1985,2.74228
Indonesia,1986,2.67563
Indonesia,1987,2.72679
Indonesia,1988,2.7603
Indonesia,1989,2.90353
Indonesia,1990,3.09469
Indonesia,1991,3.33296
Indonesia,1992,3.53462
Indonesia,1993,3.74224
Indonesia,1994,3.88352
Indonesia,1995,4.23746
Indonesia,1996,4.31339
Indonesia,1997,4.3484
Indonesia,1998,3.84265
Indonesia,1999,3.78637
Indonesia,2000,3.86825
Indonesia,2001,3.9247
Indonesia,2002,4.10567
Indonesia,2003,4.24849
Indonesia,2004,4.3139
Indonesia,2005,4.58986
Indonesia,2006,4.7447
Indonesia,2007,4.6424
Indonesia,2008,4.81538
Indonesia,2009,4.92906
Indonesia,2010,5.1213
Indonesia,2011,5.34667
Indonesia,2012,5.56428
Indonesia,2013,5.77742
Indonesia,2014,5.96874
Indonesia,2015,6.24452
Indonesia,2016,6.47967
Ireland,1950,3.29121
Ireland,1951,3.43659
Ireland,1952,3.58891
Ireland,1953,3.7542
Ireland,1954,3.85826
Ireland,1955,4.03226
Ireland,1956,4.05367
Ireland,1957,4.2213
Ireland,1958,4.21694
Ireland,1959,4.44262
Ireland,1960,4.73802
Ireland,1961,4.98148
Ireland,1962,5.08874
Ireland,1963,5.29282
Ireland,1964,5.46736
Ireland,1965,5.56597
Ireland,1966,5.62417
Ireland,1967,5.98154
Ireland,1968,6.44944
Ireland,1969,6.80949
Ireland,1970,7.06791
Ireland,1971,7.28229
Ireland,1972,7.91987
Ireland,1973,8.22303
Ireland,1974,8.59016
Ireland,1975,9.18852
Ireland,1976,9.42248
Ireland,1977,10.01551
Ireland,1978,10.71337
Ireland,1979,10.61122
Ireland,1980,11.24405
Ireland,1981,11.82581
Ireland,1982,12.18741
Ireland,1983,12.32744
Ireland,1984,13.21426
Ireland,1985,13.339
Ireland,1986,13.31034
Ireland,1987,14.01971
Ireland,1988,14.68626
Ireland,1989,15.48542
Ireland,1990,16.15649
Ireland,1991,16.80885
Ireland,1992,17.64918
Ireland,1993,18.09017
Ireland,1994,18.52902
Ireland,1995,19.37856
Ireland,1996,20.3669
Ireland,1997,22.03128
Ireland,1998,23.10704
Ireland,1999,24.17823
Ireland,2000,25.62889
Ireland,2001,26.43097
Ireland,2002,27.84527
Ireland,2003,28.6514
Ireland,2004,29.10968
Ireland,2005,29.38
Ireland,2006,29.92352
Ireland,2007,30.48464
Ireland,2008,30.35682
Ireland,2009,31.63287
Ireland,2010,33.29462
Ireland,2011,34.77499
Ireland,2012,34.94772
Ireland,2013,34.4505
Ireland,2014,35.5054
Ireland,2015,37.33349
Ireland,2016,38.44539
Israel,1981,14.81833
Israel,1982,15.05775
Israel,1983,15.21368
Israel,1984,15.10431
Israel,1985,15.73647
Israel,1986,16.30901
Israel,1987,17.09146
Israel,1988,17.22329
Israel,1989,16.99931
Israel,1990,17.79331
Israel,1991,17.60216
Israel,1992,17.60073
Israel,1993,17.19117
Israel,1994,16.86547
Israel,1995,17.40084
Israel,1996,17.5945
Israel,1997,17.82347
Israel,1998,18.33121
Israel,1999,18.31342
Israel,2000,19.07844
Israel,2001,19.17831
Israel,2002,18.86232
Israel,2003,18.94802
Israel,2004,19.7794
Israel,2005,20.05845
Israel,2006,20.7456
Israel,2007,20.94058
Israel,2008,20.83336
Israel,2009,20.66901
Israel,2010,21.17977
Israel,2011,21.6747
Israel,2012,21.73978
Israel,2013,21.95537
Israel,2014,22.10265
Israel,2015,22.1321
Israel,2016,22.33727
Italy,1950,4.16084
Italy,1951,4.3866
Italy,1952,4.62545
Italy,1953,4.86503
Italy,1954,5.02024
Italy,1955,5.21155
Italy,1956,5.34445
Italy,1957,5.62381
Italy,1958,5.89443
Italy,1959,6.18791
Italy,1960,6.51194
Italy,1961,7.0702
Italy,1962,7.82252
Italy,1963,8.58131
Italy,1964,8.97368
Italy,1965,9.67291
Italy,1966,10.25218
Italy,1967,10.71863
Italy,1968,11.65725
Italy,1969,12.41968
Italy,1970,12.77196
Italy,1971,13.35294
Italy,1972,13.91046
Italy,1973,14.73537
Italy,1974,15.43191
Italy,1975,15.21123
Italy,1976,16.05525
Italy,1977,16.77564
Italy,1978,17.43645
Italy,1979,18.28728
Italy,1980,18.65252
Italy,1981,18.6929
Italy,1982,18.62607
Italy,1983,18.79969
Italy,1984,19.39101
Italy,1985,19.78605
Italy,1986,20.11762
Italy,1987,20.48353
Italy,1988,21.00929
Italy,1989,21.64991
Italy,1990,21.89644
Italy,1991,21.90662
Italy,1992,22.21335
Italy,1993,22.63354
Italy,1994,23.58428
Italy,1995,24.28342
Italy,1996,24.31564
Italy,1997,24.7638
Italy,1998,24.73143
Italy,1999,24.89068
Italy,2000,25.58791
Italy,2001,25.72122
Italy,2002,25.51442
Italy,2003,25.33294
Italy,2004,25.58517
Italy,2005,25.73062
Italy,2006,25.73255
Italy,2007,25.71165
Italy,2008,25.54331
Italy,2009,24.9872
Italy,2010,25.54936
Italy,2011,25.67507
Italy,2012,25.59385
Italy,2013,25.82178
Italy,2014,25.7187
Italy,2015,25.6811
Italy,2016,25.66845
Jamaica,1986,4.6521
Jamaica,1987,4.78977
Jamaica,1988,4.72538
Jamaica,1989,4.84833
Jamaica,1990,5.11734
Jamaica,1991,5.09677
Jamaica,1992,5.12441
Jamaica,1993,5.25477
Jamaica,1994,5.1846
Jamaica,1995,5.11875
Jamaica,1996,5.09128
Jamaica,1997,5.07331
Jamaica,1998,4.93302
Jamaica,1999,5.11518
Jamaica,2000,5.20969
Jamaica,2001,5.2231
Jamaica,2002,4.94711
Jamaica,2003,4.9343
Jamaica,2004,5.02444
Jamaica,2005,4.9256
Jamaica,2006,4.89222
Jamaica,2007,4.77897
Jamaica,2008,4.72589
Jamaica,2009,4.82531
Jamaica,2010,4.89495
Jamaica,2011,4.9413
Jamaica,2012,4.95997
Jamaica,2013,4.99825
Jamaica,2014,4.96354
Jamaica,2015,4.94082
Jamaica,2016,4.9551
Japan,1950,1.96575
Japan,1951,2.16429
Japan,1952,2.36439
Japan,1953,2.48528
Japan,1954,2.55349
Japan,1955,2.65318
Japan,1956,2.72959
Japan,1957,2.82266
Japan,1958,2.94027
Japan,1959,3.14697
Japan,1960,3.4523
Japan,1961,3.81037
Japan,1962,4.14055
Japan,1963,4.46637
Japan,1964,4.90677
Japan,1965,5.15429
Japan,1966,5.56784
Japan,1967,6.02963
Japan,1968,6.68274
Japan,1969,7.50627
Japan,1970,8.2597
Japan,1971,8.60259
Japan,1972,9.32392
Japan,1973,9.97116
Japan,1974,10.18682
Japan,1975,10.65225
Japan,1976,10.90315
Japan,1977,11.24161
Japan,1978,11.75309
Japan,1979,12.25416
Japan,1980,12.54235
Japan,1981,12.93361
Japan,1982,13.23354
Japan,1983,13.39625
Japan,1984,13.78819
Japan,1985,14.42044
Japan,1986,14.73434
Japan,1987,15.29385
Japan,1988,16.08561
Japan,1989,16.79448
Japan,1990,17.69194
Japan,1991,18.23113
Japan,1992,18.4907
Japan,1993,19.03925
Japan,1994,19.23156
Japan,1995,19.68291
Japan,1996,20.09122
Japan,1997,20.5594
Japan,1998,20.63544
Japan,1999,21.24318
Japan,2000,21.74981
Japan,2001,22.05258
Japan,2002,22.51453
Japan,2003,22.86917
Japan,2004,23.43248
Japan,2005,23.7256
Japan,2006,23.88916
Japan,2007,24.29542
Japan,2008,24.34847
Japan,2009,24.13728
Japan,2010,25.10476
Japan,2011,25.1121
Japan,2012,25.29676
Japan,2013,25.65317
Japan,2014,25.56095
Japan,2015,25.57949
Japan,2016,25.68644
Latvia,1990,9.80221
Latvia,1991,8.67143
Latvia,1992,6.44016
Latvia,1993,6.13119
Latvia,1994,6.88399
Latvia,1995,7.67602
Latvia,1996,7.81335
Latvia,1997,8.15301
Latvia,1998,8.71798
Latvia,1999,9.10992
Latvia,2000,9.93751
Latvia,2001,10.35057
Latvia,2002,11.20596
Latvia,2003,12.13801
Latvia,2004,13.46305
Latvia,2005,14.56234
Latvia,2006,15.39784
Latvia,2007,16.55757
Latvia,2008,15.10072
Latvia,2009,15.48695
Latvia,2010,16.10625
Latvia,2011,16.70794
Latvia,2012,17.28486
Latvia,2013,17.46541
Latvia,2014,18.0219
Latvia,2015,18.60441
Latvia,2016,19.05872
Lithuania,1990,9.89473
Lithuania,1991,9.14297
Lithuania,1992,7.45894
Lithuania,1993,6.52428
Lithuania,1994,6.16873
Lithuania,1995,7.36479
Lithuania,1996,7.68923
Lithuania,1997,8.23784
Lithuania,1998,8.70006
Lithuania,1999,9.07841
Lithuania,2000,9.18624
Lithuania,2001,10.27259
Lithuania,2002,10.76261
Lithuania,2003,11.71612
Lithuania,2004,12.09134
Lithuania,2005,12.93308
Lithuania,2006,13.97013
Lithuania,2007,14.9728
Lithuania,2008,15.33148
Lithuania,2009,14.68367
Lithuania,2010,15.58078
Lithuania,2011,16.66921
Lithuania,2012,17.02163
Lithuania,2013,17.5448
Lithuania,2014,17.79591
Lithuania,2015,17.60104
Lithuania,2016,18.044
Luxembourg,1950,8.66652
Luxembourg,1951,8.09227
Luxembourg,1952,8.74147
Luxembourg,1953,8.91442
Luxembourg,1954,9.01397
Luxembourg,1955,9.52544
Luxembourg,1956,10.01039
Luxembourg,1957,10.57048
Luxembourg,1958,10.79555
Luxembourg,1959,11.09642
Luxembourg,1960,11.55535
Luxembourg,1961,11.95858
Luxembourg,1962,12.15632
Luxembourg,1963,12.70324
Luxembourg,1964,13.53513
Luxembourg,1965,13.75743
Luxembourg,1966,13.93084
Luxembourg,1967,14.20223
Luxembourg,1968,14.94015
Luxembourg,1969,16.27518
Luxembourg,1970,16.31866
Luxembourg,1971,16.26441
Luxembourg,1972,17.07227
Luxembourg,1973,18.4459
Luxembourg,1974,18.9539
Luxembourg,1975,17.77117
Luxembourg,1976,18.07298
Luxembourg,1977,18.63429
Luxembourg,1978,19.7077
Luxembourg,1979,20.26121
Luxembourg,1980,20.48659
Luxembourg,1981,20.93131
Luxembourg,1982,21.11789
Luxembourg,1983,21.89135
Luxembourg,1984,23.30789
Luxembourg,1985,23.56791
Luxembourg,1986,24.92923
Luxembourg,1987,24.85998
Luxembourg,1988,26.31474
Luxembourg,1989,28.13454
Luxembourg,1990,27.58209
Luxembourg,1991,29.12882
Luxembourg,1992,29.23268
Luxembourg,1993,29.80917
Luxembourg,1994,30.53661
Luxembourg,1995,29.94953
Luxembourg,1996,30.1342
Luxembourg,1997,31.20608
Luxembourg,1998,31.92618
Luxembourg,1999,33.02484
Luxembourg,2000,34.06247
Luxembourg,2001,33.26211
Luxembourg,2002,33.61123
Luxembourg,2003,33.49128
Luxembourg,2004,34.18385
Luxembourg,2005,34.86326
Luxembourg,2006,35.25914
Luxembourg,2007,36.28398
Luxembourg,2008,34.33236
Luxembourg,2009,33.23107
Luxembourg,2010,34.45404
Luxembourg,2011,34.36602
Luxembourg,2012,33.39926
Luxembourg,2013,34.45368
Luxembourg,2014,34.84575
Luxembourg,2015,35.67865
Luxembourg,2016,35.77604
Malaysia,1970,3.06311
Malaysia,1971,3.1688
Malaysia,1972,3.28266
Malaysia,1973,3.62042
Malaysia,1974,3.7484
Malaysia,1975,3.64502
Malaysia,1976,3.76559
Malaysia,1977,3.98143
Malaysia,1978,4.26685
Malaysia,1979,4.45918
Malaysia,1980,4.69511
Malaysia,1981,4.658
Malaysia,1982,4.94441
Malaysia,1983,5.05897
Malaysia,1984,5.36687
Malaysia,1985,5.23452
Malaysia,1986,5.19986
Malaysia,1987,5.28816
Malaysia,1988,5.53583
Malaysia,1989,5.80854
Malaysia,1990,5.98503
Malaysia,1991,6.31262
Malaysia,1992,6.65773
Malaysia,1993,6.97965
Malaysia,1994,7.40299
Malaysia,1995,7.98981
Malaysia,1996,7.91219
Malaysia,1997,8.2967
Malaysia,1998,7.66124
Malaysia,1999,7.93397
Malaysia,2000,8.2266
Malaysia,2001,8.17033
Malaysia,2002,8.42155
Malaysia,2003,8.63172
Malaysia,2004,9.12222
Malaysia,2005,9.55224
Malaysia,2006,9.85452
Malaysia,2007,10.24988
Malaysia,2008,10.68989
Malaysia,2009,10.32747
Malaysia,2010,10.23199
Malaysia,2011,10.4963
Malaysia,2012,10.79961
Malaysia,2013,10.94575
Malaysia,2014,11.30537
Malaysia,2015,11.40938
Malaysia,2016,11.65559
Malta,1950,1.37497
Malta,1951,1.44192
Malta,1952,1.51894
Malta,1953,1.59646
Malta,1954,1.67449
Malta,1955,1.72877
Malta,1956,1.92957
Malta,1957,1.96062
Malta,1958,2.08992
Malta,1959,2.13647
Malta,1960,2.2683
Malta,1961,2.21868
Malta,1962,2.09655
Malta,1963,2.06427
Malta,1964,2.07891
Malta,1965,2.19141
Malta,1966,2.39428
Malta,1967,2.52607
Malta,1968,2.7417
Malta,1969,2.87761
Malta,1970,3.19675
Malta,1971,3.20592
Malta,1972,3.32843
Malta,1973,3.4136
Malta,1974,3.66555
Malta,1975,4.26896
Malta,1976,4.86542
Malta,1977,5.35961
Malta,1978,5.9126
Malta,1979,6.53988
Malta,1980,6.89515
Malta,1981,7.28018
Malta,1982,7.83938
Malta,1983,7.92036
Malta,1984,8.14303
Malta,1985,8.29133
Malta,1986,8.47087
Malta,1987,8.33654
Malta,1988,8.83245
Malta,1989,9.53409
Malta,1990,10.04156
Malta,1991,10.34969
Malta,1992,10.77573
Malta,1993,11.25385
Malta,1994,11.75421
Malta,1995,11.98108
Malta,1996,12.28021
Malta,1997,12.87741
Malta,1998,13.41901
Malta,1999,14.10186
Malta,2000,15.26236
Malta,2001,15.73123
Malta,2002,15.71419
Malta,2003,16.28571
Malta,2004,17.10756
Malta,2005,16.93006
Malta,2006,17.00105
Malta,2007,17.33164
Malta,2008,17.42309
Malta,2009,17.05258
Malta,2010,17.71774
Malta,2011,18.151
Malta,2012,18.45465
Malta,2013,18.67684
Malta,2014,18.83399
Malta,2015,19.45312
Malta,2016,19.77859
Mexico,1950,3.7352
Mexico,1951,3.9788
Mexico,1952,4.09139
Mexico,1953,4.05646
Mexico,1954,4.41197
Mexico,1955,4.7301
Mexico,1956,4.98492
Mexico,1957,5.28862
Mexico,1958,5.49312
Mexico,1959,5.57925
Mexico,1960,5.94526
Mexico,1961,6.03048
Mexico,1962,6.15678
Mexico,1963,6.4621
Mexico,1964,7.00271
Mexico,1965,7.25504
Mexico,1966,7.50184
Mexico,1967,7.75225
Mexico,1968,8.08797
Mexico,1969,8.35576
Mexico,1970,8.652
Mexico,1971,8.55795
Mexico,1972,8.81563
Mexico,1973,9.07455
Mexico,1974,9.14198
Mexico,1975,9.10216
Mexico,1976,9.10768
Mexico,1977,9.04355
Mexico,1978,9.34639
Mexico,1979,9.62336
Mexico,1980,9.81001
Mexico,1981,10.318
Mexico,1982,9.90457
Mexico,1983,9.43389
Mexico,1984,9.37314
Mexico,1985,9.17711
Mexico,1986,8.5557
Mexico,1987,8.41492
Mexico,1988,8.22701
Mexico,1989,8.26097
Mexico,1990,8.37906
Mexico,1991,8.71736
Mexico,1992,8.76238
Mexico,1993,8.5912
Mexico,1994,8.5298
Mexico,1995,8.0152
Mexico,1996,7.98282
Mexico,1997,7.88492
Mexico,1998,8.33873
Mexico,1999,8.27052
Mexico,2000,8.89475
Mexico,2001,8.98844
Mexico,2002,8.64797
Mexico,2003,8.91356
Mexico,2004,9.06133
Mexico,2005,9.00385
Mexico,2006,9.33923
Mexico,2007,9.55347
Mexico,2008,9.25986
Mexico,2009,9.31097
Mexico,2010,8.85446
Mexico,2011,9.12542
Mexico,2012,9.19372
Mexico,2013,9.15759
Mexico,2014,9.3623
Mexico,2015,9.37745
Mexico,2016,9.41654
Netherlands,1950,6.87963
Netherlands,1951,6.99605
Netherlands,1952,7.16683
Netherlands,1953,7.66392
Netherlands,1954,8.14808
Netherlands,1955,8.6637
Netherlands,1956,8.84685
Netherlands,1957,9.1063
Netherlands,1958,9.14869
Netherlands,1959,9.63263
Netherlands,1960,10.34396
Netherlands,1961,10.23393
Netherlands,1962,10.7298
Netherlands,1963,10.97867
Netherlands,1964,11.69414
Netherlands,1965,12.21323
Netherlands,1966,12.46423
Netherlands,1967,13.17269
Netherlands,1968,13.90162
Netherlands,1969,14.27374
Netherlands,1970,15.17831
Netherlands,1971,15.94893
Netherlands,1972,16.58728
Netherlands,1973,17.50414
Netherlands,1974,18.63864
Netherlands,1975,19.22808
Netherlands,1976,20.16977
Netherlands,1977,20.9542
Netherlands,1978,21.54654
Netherlands,1979,21.86078
Netherlands,1980,21.75806
Netherlands,1981,21.75234
Netherlands,1982,22.02859
Netherlands,1983,22.82332
Netherlands,1984,23.50557
Netherlands,1985,24.04086
Netherlands,1986,24.37306
Netherlands,1987,24.5454
Netherlands,1988,24.79379
Netherlands,1989,25.35632
Netherlands,1990,25.71787
Netherlands,1991,26.00957
Netherlands,1992,25.97288
Netherlands,1993,26.37429
Netherlands,1994,26.8281
Netherlands,1995,26.85885
Netherlands,1996,26.97376
Netherlands,1997,27.55723
Netherlands,1998,28.20661
Netherlands,1999,28.82514
Netherlands,2000,29.77685
Netherlands,2001,30.03248
Netherlands,2002,30.2158
Netherlands,2003,30.64796
Netherlands,2004,31.18186
Netherlands,2005,31.94953
Netherlands,2006,32.44541
Netherlands,2007,32.69505
Netherlands,2008,32.71032
Netherlands,2009,31.92874
Netherlands,2010,32.61247
Netherlands,2011,32.84495
Netherlands,2012,32.77837
Netherlands,2013,32.8862
Netherlands,2014,33.1601
Netherlands,2015,33.53667
Netherlands,2016,33.65052
New Zealand,1950,8.80821
New Zealand,1951,8.13401
New Zealand,1952,8.28275
New Zealand,1953,8.53673
New Zealand,1954,9.59031
New Zealand,1955,9.7061
New Zealand,1956,10.12229
New Zealand,1957,10.30481
New Zealand,1958,10.63289
New Zealand,1959,11.31168
New Zealand,1960,11.23853
New Zealand,1961,11.65949
New Zealand,1962,11.67946
New Zealand,1963,12.27061
New Zealand,1964,12.55637
New Zealand,1965,12.99525
New Zealand,1966,13.36417
New Zealand,1967,12.42501
New Zealand,1968,12.42919
New Zealand,1969,13.70025
New Zealand,1970,13.21754
New Zealand,1971,13.56142
New Zealand,1972,14.00567
New Zealand,1973,14.73484
New Zealand,1974,15.01926
New Zealand,1975,14.41231
New Zealand,1976,14.62065
New Zealand,1977,13.9163
New Zealand,1978,13.17825
New Zealand,1979,13.42041
New Zealand,1980,13.44639
New Zealand,1981,14.36446
New Zealand,1982,14.60962
New Zealand,1983,15.06981
New Zealand,1984,15.61022
New Zealand,1985,15.35519
New Zealand,1986,15.54919
New Zealand,1987,15.82727
New Zealand,1988,15.90038
New Zealand,1989,16.89996
New Zealand,1990,17.21118
New Zealand,1991,17.09537
New Zealand,1992,17.31451
New Zealand,1993,17.80215
New Zealand,1994,18.46822
New Zealand,1995,18.50467
New Zealand,1996,18.60576
New Zealand,1997,18.90357
New Zealand,1998,18.76279
New Zealand,1999,18.89775
New Zealand,2000,19.45289
New Zealand,2001,19.77263
New Zealand,2002,20.19462
New Zealand,2003,20.56373
New Zealand,2004,20.75872
New Zealand,2005,20.68387
New Zealand,2006,20.81508
New Zealand,2007,21.5353
New Zealand,2008,21.23803
New Zealand,2009,21.52743
New Zealand,2010,21.87397
New Zealand,2011,22.12373
New Zealand,2012,22.81593
New Zealand,2013,22.69331
New Zealand,2014,22.54897
New Zealand,2015,23.00424
New Zealand,2016,23.28833
Nigeria,2010,3.69447
Nigeria,2011,3.87466
Nigeria,2012,4.14812
Nigeria,2013,4.22054
Nigeria,2014,4.33782
Nigeria,2015,4.73196
Nigeria,2016,4.75725
Norway,1950,5.42345
Norway,1951,5.74774
Norway,1952,5.98202
Norway,1953,6.25275
Norway,1954,6.60336
Norway,1955,6.7851
Norway,1956,7.18529
Norway,1957,7.43451
Norway,1958,7.55078
Norway,1959,7.91466
Norway,1960,8.33252
Norway,1961,8.8017
Norway,1962,9.06554
Norway,1963,9.41623
Norway,1964,9.80785
Norway,1965,10.47352
Norway,1966,10.82034
Norway,1967,11.52251
Norway,1968,12.01221
Norway,1969,12.76778
Norway,1970,12.91219
Norway,1971,13.61964
Norway,1972,14.41222
Norway,1973,15.0629
Norway,1974,15.6804
Norway,1975,16.38378
Norway,1976,17.32058
Norway,1977,17.95742
Norway,1978,18.68231
Norway,1979,19.51902
Norway,1980,20.00513
Norway,1981,20.06414
Norway,1982,20.24103
Norway,1983,21.0964
Norway,1984,22.24461
Norway,1985,22.85971
Norway,1986,22.98868
Norway,1987,23.40982
Norway,1988,23.49125
Norway,1989,24.45904
Norway,1990,25.31934
Norway,1991,26.40938
Norway,1992,27.22959
