Entity,Year,Labor productivity per hour worked (The Conference Board Total Economy Database (2016))
United Kingdom,1968,12.26394
United Kingdom,1969,12.5059
United Kingdom,1970,13.08622
United Kingdom,1971,13.63838
United Kingdom,1972,13.9181
United Kingdom,1973,14.55463
United Kingdom,1974,14.43604
United Kingdom,1975,14.72395
United Kingdom,1976,15.20302
United Kingdom,1977,15.43369
United Kingdom,1978,15.89042
United Kingdom,1979,16.1857
United Kingdom,1980,16.25887
United Kingdom,1981,16.81978
United Kingdom,1982,17.45891
United Kingdom,1983,18.2738
United Kingdom,1984,18.27212
United Kingdom,1985,18.65545
United Kingdom,1986,19.41446
United Kingdom,1987,19.88679
United Kingdom,1988,20.12937
United Kingdom,1989,20.00244
United Kingdom,1990,20.134
United Kingdom,1991,20.72091
United Kingdom,1992,21.39801
United Kingdom,1993,22.2198
United Kingdom,1994,22.79415
United Kingdom,1995,23.05748
United Kingdom,1996,23.46072
United Kingdom,1997,23.77567
United Kingdom,1998,24.39115
United Kingdom,1999,24.92664
United Kingdom,2000,25.81331
United Kingdom,2001,26.25965
United Kingdom,2002,26.96777
United Kingdom,2003,27.74532
United Kingdom,2004,28.17275
United Kingdom,2005,28.64338
United Kingdom,2006,29.2163
United Kingdom,2007,29.69398
United Kingdom,2008,29.39993
United Kingdom,2009,29.01025
United Kingdom,2010,29.29705
United Kingdom,2011,29.75841
United Kingdom,2012,29.55385
United Kingdom,2013,29.65384
United Kingdom,2014,29.71184
United Kingdom,2015,29.99976
United Kingdom,2016,30.00046
United States,1950,11.93276
United States,1951,12.15164
United States,1952,12.48028
United States,1953,12.90839
United States,1954,13.2106
United States,1955,13.69212
United States,1956,13.7312
United States,1957,14.11674
United States,1958,14.48023
United States,1959,15.00726
United States,1960,15.27066
United States,1961,15.73326
United States,1962,16.27339
United States,1963,16.84283
United States,1964,17.36686
United States,1965,17.86099
United States,1966,18.38757
United States,1967,18.64165
United States,1968,19.1817
United States,1969,19.3126
United States,1970,19.69139
United States,1971,20.39588
United States,1972,20.90016
United States,1973,21.40307
United States,1974,21.26557
United States,1975,21.83129
United States,1976,22.32912
United States,1977,22.54707
United States,1978,22.7622
United States,1979,22.91627
United States,1980,22.99029
United States,1981,23.51397
United States,1982,23.42139
United States,1983,23.97154
United States,1984,24.48168
United States,1985,24.86203
United States,1986,25.41958
United States,1987,25.61818
United States,1988,25.92255
United States,1989,26.09698
United States,1990,26.50783
United States,1991,26.86415
United States,1992,27.79689
United States,1993,27.90109
United States,1994,28.13888
United States,1995,28.21103
United States,1996,28.9177
United States,1997,29.34839
United States,1998,30.00083
United States,1999,30.79912
United States,2000,31.63246
United States,2001,32.34234
United States,2002,33.3386
United States,2003,34.43912
United States,2004,35.34515
United States,2005,35.99108
United States,2006,36.29146
United States,2007,36.66906
United States,2008,36.94347
United States,2009,37.99877
United States,2010,38.97046
United States,2011,38.99243
United States,2012,39.18235
United States,2013,39.28104
United States,2014,39.49064
United States,2015,39.62237
United States,2016,39.52649
Uruguay,1990,8.14384
Uruguay,1991,8.5213
Uruguay,1992,9.08579
Uruguay,1993,9.28353
Uruguay,1994,9.73068
Uruguay,1995,9.47716
Uruguay,1996,10.30899
Uruguay,1997,10.89111
Uruguay,1998,12.1676
Uruguay,1999,12.1305
Uruguay,2000,12.28339
Uruguay,2001,11.90312
Uruguay,2002,11.21012
Uruguay,2003,11.4193
Uruguay,2004,12.31045
Uruguay,2005,12.71931
Uruguay,2006,12.67287
Uruguay,2007,12.84657
Uruguay,2008,13.41581
Uruguay,2009,14.11456
Uruguay,2010,15.0497
Uruguay,2011,14.9822
Uruguay,2012,15.96539
Uruguay,2013,16.87419
Uruguay,2014,17.4331
Uruguay,2015,17.64963
Uruguay,2016,17.93574
USSR,1950,3.49569
USSR,1951,3.45496
USSR,1952,3.61946
USSR,1953,3.71394
USSR,1954,3.83111
USSR,1955,4.09152
USSR,1956,4.41012
USSR,1957,4.42606
USSR,1958,4.68031
USSR,1959,4.55268
USSR,1960,4.90328
USSR,1961,5.11842
USSR,1962,5.19023
USSR,1963,5.00708
USSR,1964,5.58218
USSR,1965,5.82364
USSR,1966,6.02784
USSR,1967,6.21332
USSR,1968,6.4928
USSR,1969,6.49924
USSR,1970,6.90794
USSR,1971,7.00386
USSR,1972,6.95611
USSR,1973,7.44771
USSR,1974,7.5616
USSR,1975,7.48303
USSR,1976,7.73131
USSR,1977,7.80811
USSR,1978,7.89649
USSR,1979,7.75348
USSR,1980,7.65851
USSR,1981,7.68486
USSR,1982,7.81899
USSR,1983,8.03931
USSR,1984,8.05448
USSR,1985,8.14524
USSR,1986,8.45433
USSR,1987,8.53593
USSR,1988,8.70993
USSR,1989,8.80133
USSR,1990,8.60556
USSR,1991,8.18874
USSR,1992,7.19486
Venezuela,1950,10.94605
Venezuela,1951,11.41963
Venezuela,1952,12.11147
Venezuela,1953,12.26827
Venezuela,1954,13.20461
Venezuela,1955,13.92078
Venezuela,1956,14.75503
Venezuela,1957,16.53301
Venezuela,1958,16.39366
Venezuela,1959,16.94904
Venezuela,1960,16.53867
Venezuela,1961,15.63775
Venezuela,1962,15.92957
Venezuela,1963,16.25113
Venezuela,1964,17.20154
Venezuela,1965,17.85857
Venezuela,1966,17.7867
Venezuela,1967,18.45483
Venezuela,1968,19.29012
Venezuela,1969,19.55148
Venezuela,1970,20.56609
Venezuela,1971,19.87118
Venezuela,1972,19.4099
Venezuela,1973,19.79555
Venezuela,1974,19.25003
Venezuela,1975,18.90949
Venezuela,1976,19.22454
Venezuela,1977,19.33001
Venezuela,1978,18.92344
Venezuela,1979,18.44869
Venezuela,1980,16.83447
Venezuela,1981,16.29108
Venezuela,1982,15.57084
Venezuela,1983,14.9871
Venezuela,1984,15.20019
Venezuela,1985,14.89634
Venezuela,1986,14.83915
Venezuela,1987,14.62366
Venezuela,1988,14.71278
Venezuela,1989,13.33008
Venezuela,1990,13.76579
Venezuela,1991,14.6545
Venezuela,1992,14.94954
Venezuela,1993,14.26054
Venezuela,1994,13.72829
Venezuela,1995,14.09169
Venezuela,1996,13.92022
Venezuela,1997,14.34575
Venezuela,1998,13.9871
Venezuela,1999,13.31636
Venezuela,2000,13.46375
Venezuela,2001,13.55752
Venezuela,2002,12.60413
Venezuela,2003,11.47479
Venezuela,2004,12.83439
Venezuela,2005,13.27296
Venezuela,2006,13.78011
Venezuela,2007,14.30831
Venezuela,2008,14.39576
Venezuela,2009,14.05021
Venezuela,2010,13.58276
Venezuela,2011,13.70352
Venezuela,2012,14.43103
Venezuela,2013,14.31927
Venezuela,2014,13.38523
Venezuela,2015,12.60773
Venezuela,2016,11.49424
Vietnam,1970,0.80124
Vietnam,1971,0.82288
Vietnam,1972,0.8754
Vietnam,1973,0.91287
Vietnam,1974,0.85677
Vietnam,1975,0.77739
Vietnam,1976,0.8875
Vietnam,1977,0.88638
Vietnam,1978,0.88594
Vietnam,1979,0.88287
Vietnam,1980,0.83085
Vietnam,1981,0.84473
Vietnam,1982,0.87388
Vietnam,1983,0.88914
Vietnam,1984,0.924
Vietnam,1985,0.87097
Vietnam,1986,0.85064
Vietnam,1987,0.8634
Vietnam,1988,0.89875
Vietnam,1989,0.92545
Vietnam,1990,0.92912
Vietnam,1991,0.96087
Vietnam,1992,1.01656
Vietnam,1993,1.0682
Vietnam,1994,1.12977
Vietnam,1995,1.16182
Vietnam,1996,1.26448
Vietnam,1997,1.37112
Vietnam,1998,1.45693
Vietnam,1999,1.45942
Vietnam,2000,1.57128
Vietnam,2001,1.6777
Vietnam,2002,1.78443
Vietnam,2003,1.88363
Vietnam,2004,1.99177
Vietnam,2005,2.1005
Vietnam,2006,2.16708
Vietnam,2007,2.20555
Vietnam,2008,2.19185
Vietnam,2009,2.27917
Vietnam,2010,2.35463
Vietnam,2011,2.49099
Vietnam,2012,2.56331
Vietnam,2013,2.66951
Vietnam,2014,2.80045
Vietnam,2015,2.99371
Vietnam,2016,3.13985
West Germany,1950,4.28663
West Germany,1951,4.6319
West Germany,1952,5.00186
West Germany,1953,5.35415
West Germany,1954,5.66397
West Germany,1955,6.17295
West Germany,1956,6.52204
West Germany,1957,6.83623
West Germany,1958,7.12815
West Germany,1959,7.67341
West Germany,1960,8.27701
West Germany,1961,8.63725
West Germany,1962,9.15973
West Germany,1963,9.52838
West Germany,1964,10.09867
West Germany,1965,10.65287
West Germany,1966,11.12972
West Germany,1967,11.68299
West Germany,1968,12.39671
West Germany,1969,13.24608
West Germany,1970,13.85485
West Germany,1971,14.44773
West Germany,1972,15.20043
West Germany,1973,16.02446
West Germany,1974,16.55659
West Germany,1975,17.14268
West Germany,1976,18.03209
West Germany,1977,18.7022
West Germany,1978,19.31287
West Germany,1979,19.90681
West Germany,1980,20.03049
West Germany,1981,20.32588
West Germany,1982,20.50916
West Germany,1983,21.33339
West Germany,1984,22.04018
West Germany,1985,22.62721
West Germany,1986,23.10439
West Germany,1987,23.60824
West Germany,1988,24.37255
West Germany,1989,25.24908
West Germany,1990,26.29895
West Germany,1991,27.45885
West Germany,1992,27.90514
West Germany,1993,28.1654
West Germany,1994,29.07927
West Germany,1995,29.79388
West Germany,1996,30.77317
West Germany,1997,31.88059
West Germany,1998,32.83607
