Entity,Year,"GDP per capita in current USD, 1960-2014 (World Bank EdStats (2015))"
Antigua and Barbuda,1983,2255.369017
Antigua and Barbuda,1984,2595.024274
Antigua and Barbuda,1985,3070.43927
Antigua and Barbuda,1986,3806.149554
Antigua and Barbuda,1987,4512.53968
Antigua and Barbuda,1988,5415.84781
Antigua and Barbuda,1989,6025.847582
Antigua and Barbuda,1990,6325.240905
Antigua and Barbuda,1991,6575.480383
Antigua and Barbuda,1992,6680.375752
Antigua and Barbuda,1993,7037.93903
Antigua and Barbuda,1994,7514.483547
Antigua and Barbuda,1995,7230.320509
Antigua and Barbuda,1996,7702.670148
Antigua and Barbuda,1997,8027.630989
Antigua and Barbuda,1998,8355.618496
Antigua and Barbuda,1999,8572.373329
Antigua and Barbuda,2000,10094.75889
Antigua and Barbuda,2001,9797.96854
Antigua and Barbuda,2002,10027.85604
Antigua and Barbuda,2003,10382.63072
Antigua and Barbuda,2004,10993.36905
Antigua and Barbuda,2005,12079.8657
Antigua and Barbuda,2006,13599.90886
Antigua and Barbuda,2007,15276.06826
Antigua and Barbuda,2008,15786.3578
Antigua and Barbuda,2009,13979.26269
Antigua and Barbuda,2010,13017.31039
Antigua and Barbuda,2011,12817.84157
Antigua and Barbuda,2012,13525.61622
Antigua and Barbuda,2013,13342.085
Antigua and Barbuda,2014,13961.22281
Argentina,1962,1148.169613
Argentina,1963,844.725024
Argentina,1964,1165.785164
Argentina,1965,1271.415566
Argentina,1966,1265.777345
Argentina,1967,1057.328068
Argentina,1968,1136.125925
Argentina,1969,1323.707905
Argentina,1970,1317.186989
Argentina,1971,1366.118074
Argentina,1972,1401.324892
Argentina,1973,2083.811883
Argentina,1974,2824.427666
Argentina,1975,2011.421437
Argentina,1976,1932.103107
Argentina,1977,2111.621363
Argentina,1978,2128.116083
Argentina,1979,2499.956643
Argentina,1980,2736.897378
Argentina,1981,2755.744428
Argentina,1982,2908.250929
Argentina,1983,3532.450473
Argentina,1984,2646.406659
Argentina,1985,2914.154511
Argentina,1986,3602.179183
Argentina,1987,3554.877803
Argentina,1988,3979.637126
Argentina,1989,2382.217236
Argentina,1990,4332.656387
Argentina,1991,5736.020482
Argentina,1992,6824.997116
Argentina,1993,6971.142277
Argentina,1994,7483.863863
Argentina,1995,7407.645208
Argentina,1996,7717.47986
Argentina,1997,8205.45296
Argentina,1998,8278.972516
Argentina,1999,7764.656497
Argentina,2000,7701.358535
Argentina,2001,7208.814628
Argentina,2002,2711.850774
Argentina,2003,3413.109068
Argentina,2004,4784.691889
Argentina,2005,5767.741657
Argentina,2006,6746.595376
Argentina,2007,8384.187704
Argentina,2008,10232.95908
Argentina,2009,9457.069899
Argentina,2010,11463.84344
Argentina,2011,13745.79886
Argentina,2012,14790.88262
Argentina,2013,15008.7895
Argentina,2014,12922.41806
Armenia,1990,636.68069
Armenia,1991,589.0029482
Armenia,1992,368.9168368
Armenia,1993,356.5073514
Armenia,1994,399.7512025
Armenia,1995,455.5502761
Armenia,1996,503.2319696
Armenia,1997,522.522072
Armenia,1998,608.3366487
Armenia,1999,596.5059963
Armenia,2000,621.4248263
Armenia,2001,692.3188255
Armenia,2002,779.8928417
Armenia,2003,924.5821548
Armenia,2004,1182.09736
Armenia,2005,1625.407769
Armenia,2006,2126.087522
Armenia,2007,3079.152187
Armenia,2008,3916.738107
Armenia,2009,2913.574143
Armenia,2010,3124.784018
Armenia,2011,3421.62643
Armenia,2012,3353.86293
Armenia,2013,3504.446763
Armenia,2014,3646.66271
Aruba,1994,17342.47194
Aruba,1995,16441.38126
Aruba,1996,16586.1923
Aruba,1997,17927.41203
Aruba,1998,19081.57029
Aruba,1999,19356.42087
Aruba,2000,20619.56585
Aruba,2001,20671.54574
Aruba,2002,20433.65411
Aruba,2003,20834.93971
Aruba,2004,22566.68216
Aruba,2005,23302.83199
Aruba,2006,24015.42061
Aruba,2007,25921.28214
Aruba,2008,27549.34573
Aruba,2009,24639.93533
Aruba,2010,24289.14152
Aruba,2011,25354.78247
Australia,1960,1807.458766
Australia,1961,1874.625271
Australia,1962,1851.320558
Australia,1963,1963.5368
Australia,1964,2127.566902
Australia,1965,2276.968331
Australia,1966,2339.285191
Australia,1967,2575.050565
Australia,1968,2718.590467
Australia,1969,2985.579598
Australia,1970,3298.320932
Australia,1971,3488.220909
Australia,1972,3941.482575
Australia,1973,4760.851434
Australia,1974,6470.157975
Australia,1975,6989.00049
Australia,1976,7470.460784
Australia,1977,7759.008756
Australia,1978,8235.005809
Australia,1979,9274.322734
Australia,1980,10187.79667
Australia,1981,11828.06521
Australia,1982,12760.85193
Australia,1983,11512.09189
Australia,1984,12431.30496
Australia,1985,11436.44754
Australia,1986,11363.97745
Australia,1987,11627.79453
Australia,1988,14262.30342
Australia,1989,17810.61462
Australia,1990,18221.10499
Australia,1991,18840.64044
Australia,1992,18594.64928
Australia,1993,17661.65887
Australia,1994,18083.1385
Australia,1995,20364.2497
Australia,1996,21921.7799
Australia,1997,23526.28664
Australia,1998,21341.72965
Australia,1999,20537.47184
Australia,2000,21666.95168
Australia,2001,19496.63871
Australia,2002,20062.22114
Australia,2003,23445.18676
Australia,2004,30449.61965
Australia,2005,33995.85167
Australia,2006,36100.55852
Australia,2007,40976.45219
Australia,2008,49650.41754
Australia,2009,42702.19828
Australia,2010,51801.04895
Australia,2011,62133.61078
Australia,2012,67511.82496
Australia,2013,67473.0338
Australia,2014,61886.95879
Austria,1960,935.4604269
Austria,1961,1031.815004
Austria,1962,1087.834243
Austria,1963,1167.000532
Austria,1964,1269.412583
Austria,1965,1374.53214
Austria,1966,1486.968606
Austria,1967,1569.667183
Austria,1968,1677.673528
Austria,1969,1825.386126
Austria,1970,2053.808125
Austria,1971,2375.241117
Austria,1972,2917.00718
Austria,1973,3881.350885
Austria,1974,4619.602474
Austria,1975,5272.888224
Austria,1976,5664.707391
Austria,1977,6794.224631
Austria,1978,8185.702172
Austria,1979,9770.165987
Austria,1980,10843.35734
Austria,1981,9362.644562
Austria,1982,9387.676151
Austria,1983,9514.434296
Austria,1984,8969.401716
Austria,1985,9149.999145
Austria,1986,13051.55285
Austria,1987,16353.27476
Austria,1988,17536.26982
Austria,1989,17426.86
Austria,1990,21628.75363
Austria,1991,22356.92109
Austria,1992,24820.22854
Austria,1993,24023.51502
Austria,1994,25584.91877
Austria,1995,30252.79469
Austria,1996,29742.43697
Austria,1997,26646.88677
Austria,1998,27289.6321
Austria,1999,27116.67208
Austria,2000,24517.26515
Austria,2001,24489.73776
Austria,2002,26351.3815
Austria,2003,32102.92638
Austria,2004,36693.39958
Austria,2005,38242.05007
Austria,2006,40430.99361
Austria,2007,46586.6486
Austria,2008,51386.37841
Austria,2009,47654.19387
Austria,2010,46593.38922
Austria,2011,51130.96905
Austria,2012,48348.22596
Austria,2013,50513.38542
Austria,2014,51127.07616
Azerbaijan,1990,1237.324492
Azerbaijan,1991,1209.237493
Azerbaijan,1992,676.1515115
Azerbaijan,1993,530.0903798
Azerbaijan,1994,436.1905586
Azerbaijan,1995,397.1981161
Azerbaijan,1996,409.2167452
Azerbaijan,1997,505.5605732
Azerbaijan,1998,561.9103017
Azerbaijan,1999,573.8902562
Azerbaijan,2000,655.0974326
Azerbaijan,2001,703.6712504
Azerbaijan,2002,763.1012122
Azerbaijan,2003,883.614009
Azerbaijan,2004,1045.026415
Azerbaijan,2005,1578.36733
Azerbaijan,2006,2473.085776
Azerbaijan,2007,3851.437869
Azerbaijan,2008,5574.603802
Azerbaijan,2009,4950.294791
Azerbaijan,2010,5842.805784
Azerbaijan,2011,7189.691229
Azerbaijan,2012,7393.771877
Azerbaijan,2013,7811.621418
Azerbaijan,2014,7884.190236
Bahamas,1960,1550.33744
Bahamas,1961,1651.459302
Bahamas,1962,1752.953124
Bahamas,1963,1867.124028
Bahamas,1964,1994.540303
Bahamas,1965,2144.907588
Bahamas,1966,2322.975641
Bahamas,1967,2556.86886
Bahamas,1968,2804.669824
Bahamas,1969,3215.447581
Bahamas,1970,3179.238821
Bahamas,1971,3297.923125
Bahamas,1972,3322.574841
Bahamas,1973,3696.642772
Bahamas,1974,3416.586979
Bahamas,1975,3156.468059
Bahamas,1976,3328.581426
Bahamas,1977,3617.122739
Bahamas,1978,4130.791867
Bahamas,1979,5531.98973
Bahamas,1980,6338.649957
Bahamas,1981,6622.439695
Bahamas,1982,7165.167019
Bahamas,1983,7695.0405
Bahamas,1984,8873.807681
Bahamas,1985,9888.615756
Bahamas,1986,10339.34807
Bahamas,1987,11150.50679
Bahamas,1988,11381.54573
Bahamas,1989,12157.40303
Bahamas,1990,12350.88048
Bahamas,1991,11915.49663
Bahamas,1992,11683.70932
Bahamas,1993,11405.17512
Bahamas,1994,11815.67689
Bahamas,1995,12244.2421
Bahamas,1996,12722.17091
Bahamas,1997,17295.46968
Bahamas,1998,18465.13938
Bahamas,1999,20515.03193
Bahamas,2000,21250.58185
Bahamas,2001,21506.74411
Bahamas,2002,22514.94472
Bahamas,2003,22017.70778
Bahamas,2004,22005.0031
Bahamas,2005,23416.90369
Bahamas,2006,23733.80768
Bahamas,2007,24321.06511
Bahamas,2008,23674.14021
Bahamas,2009,22060.92098
Bahamas,2010,21940.70425
Bahamas,2011,21537.21634
Bahamas,2012,22138.05248
Bahamas,2013,22343.21919
Bahamas,2014,22245.54396
Bahrain,1980,8537.597485
Bahrain,1981,9269.145984
Bahrain,1982,9446.158253
Bahrain,1983,9421.452255
Bahrain,1984,9590.77756
Bahrain,1985,8706.829109
Bahrain,1986,7041.423463
Bahrain,1987,7554.511746
Bahrain,1988,7957.790187
Bahrain,1989,8029.986849
Bahrain,1990,8528.759994
Bahrain,1991,9057.723566
Bahrain,1992,9088.579374
Bahrain,1993,9707.222916
Bahrain,1994,10138.12409
Bahrain,1995,10376.36453
Bahrain,1996,10525.94993
Bahrain,1997,10628.05919
Bahrain,1998,10013.87943
Bahrain,1999,10330.86623
Bahrain,2000,13562.73423
Bahrain,2001,12846.45337
Bahrain,2002,13149.31346
Bahrain,2003,14344.92826
Bahrain,2004,16027.34475
Bahrain,2005,18155.8949
Bahrain,2006,19459.52335
Bahrain,2007,21049.00165
Bahrain,2008,23037.63641
Bahrain,2009,19250.91674
Bahrain,2010,20545.74845
Bahrain,2011,22466.64445
Bahrain,2012,23338.77115
Bahrain,2013,24694.73242
Bahrain,2014,25198.0598
Bangladesh,1960,86.29673231
Bangladesh,1961,94.54855703
Bangladesh,1962,96.96753578
Bangladesh,1963,98.67434678
Bangladesh,1964,97.04055296
Bangladesh,1965,103.2621331
Bangladesh,1966,109.0920986
Bangladesh,1967,118.9762399
Bangladesh,1968,118.9600628
Bangladesh,1969,130.8870766
Bangladesh,1970,135.6187022
Bangladesh,1971,129.411781
Bangladesh,1972,91.4919171
Bangladesh,1973,115.6546162
Bangladesh,1974,175.7720078
Bangladesh,1975,268.3990519
Bangladesh,1976,136.3609353
Bangladesh,1977,126.9433183
Bangladesh,1978,170.4791911
Bangladesh,1979,194.2375004
Bangladesh,1980,219.5756085
Bangladesh,1981,239.4808344
Bangladesh,1982,213.2130245
Bangladesh,1983,196.6389264
Bangladesh,1984,206.9273866
Bangladesh,1985,236.281274
Bangladesh,1986,225.5706451
Bangladesh,1987,247.4507324
Bangladesh,1988,260.2386035
Bangladesh,1989,265.5876668
Bangladesh,1990,290.7159985
Bangladesh,1991,281.5991153
Bangladesh,1992,282.0297158
Bangladesh,1993,288.6617
Bangladesh,1994,287.7124336
Bangladesh,1995,316.5085459
Bangladesh,1996,379.3965885
Bangladesh,1997,386.1233875
Bangladesh,1998,392.1018059
Bangladesh,1999,394.4896759
Bangladesh,2000,403.1460269
Bangladesh,2001,400.7384325
Bangladesh,2002,399.4275437
Bangladesh,2003,432.2197293
Bangladesh,2004,460.9942869
Bangladesh,2005,485.1563612
Bangladesh,2006,495.7529314
Bangladesh,2007,543.5851601
Bangladesh,2008,619.2559213
Bangladesh,2009,685.4559636
Bangladesh,2010,762.8037395
Bangladesh,2011,841.5274955
Bangladesh,2012,862.0539271
Bangladesh,2013,957.8242436
Bangladesh,2014,1096.562451
Barbados,1960,378.5145575
Barbados,1961,402.4906514
Barbados,1962,416.9630918
Barbados,1963,467.1251249
Barbados,1964,462.2312581
Barbados,1965,487.4031854
Barbados,1966,523.9048838
Barbados,1967,579.8031424
Barbados,1968,579.3322278
Barbados,1969,649.6129249
Barbados,1970,760.6363362
Barbados,1971,850.5250012
Barbados,1972,966.9243931
Barbados,1973,1171.988007
Barbados,1974,1392.876764
Barbados,1975,1637.032381
Barbados,1976,1767.984643
Barbados,1977,2003.417629
Barbados,1978,2233.013285
Barbados,1979,2701.8387
Barbados,1980,3458.576329
Barbados,1981,3792.410471
Barbados,1982,3945.329738
Barbados,1983,4168.858627
Barbados,1984,4521.969509
Barbados,1985,4710.679783
Barbados,1986,5149.99825
Barbados,1987,5647.816872
Barbados,1988,5984.123631
Barbados,1989,6593.031015
Barbados,1990,7801.917838
Barbados,1991,7714.460431
Barbados,1992,7475.772428
Barbados,1993,7818.416071
Barbados,1994,8197.252294
Barbados,1995,8595.253063
Barbados,1996,9139.897886
Barbados,1997,9634.310502
Barbados,1998,10831.892
Barbados,1999,11314.07065
Barbados,2000,11675.2124
Barbados,2001,11600.43385
Barbados,2002,11756.28144
Barbados,2003,12077.80124
Barbados,2004,12893.59123
Barbados,2005,14224.98245
Barbados,2006,15653.47388
Barbados,2007,16454.50037
Barbados,2008,16550.56657
Barbados,2009,16494.26894
Barbados,2010,15854.36312
Barbados,2011,15464.64919
Barbados,2012,15228.39055
Barbados,2013,15039.83924
Barbados,2014,15199.28967
Belarus,1990,1704.740304
Belarus,1991,1747.438671
Belarus,1992,1666.227513
Belarus,1993,1590.035409
Belarus,1994,1460.017544
Belarus,1995,1370.67271
Belarus,1996,1452.447002
Belarus,1997,1396.502166
Belarus,1998,1511.770268
Belarus,1999,1209.614881
Belarus,2000,1273.049124
Belarus,2001,1244.441997
Belarus,2002,1479.465321
Belarus,2003,1819.479028
Belarus,2004,2378.374894
Belarus,2005,3126.367778
Belarus,2006,3848.586203
Belarus,2007,4735.956889
Belarus,2008,6376.173115
Belarus,2009,5176.044701
Belarus,2010,5818.854859
Belarus,2011,6305.773662
Belarus,2012,6721.834908
Belarus,2013,7722.123351
Belarus,2014,8040.047557
Belgium,1960,1273.691659
Belgium,1961,1350.197673
Belgium,1962,1438.523233
Belgium,1963,1535.023729
Belgium,1964,1701.846276
Belgium,1965,1835.594766
Belgium,1966,1957.62608
Belgium,1967,2086.636005
Belgium,1968,2222.361511
Belgium,1969,2458.08182
Belgium,1970,2776.424874
Belgium,1971,3094.674206
Belgium,1972,3846.232405
Belgium,1973,4919.63311
Belgium,1974,5755.645806
Belgium,1975,6726.904768
Belgium,1976,7270.645554
Belgium,1977,8459.055413
Belgium,1978,10328.97016
Belgium,1979,11855.60537
Belgium,1980,12913.00659
Belgium,1981,10663.26784
Belgium,1982,9379.455935
Belgium,1983,8879.934373
Belgium,1984,8489.487994
Belgium,1985,8784.156019
Belgium,1986,12216.40053
Belgium,1987,15193.51894
Belgium,1988,16453.53639
Belgium,1989,16588.0125
Belgium,1990,20678.85194
Belgium,1991,21121.81831
Belgium,1992,23461.66786
Belgium,1993,22368.8285
Belgium,1994,24300.7853
Belgium,1995,28522.07455
Belgium,1996,27646.04854
Belgium,1997,24957.55752
Belgium,1998,25465.25326
Belgium,1999,25391.73533
Belgium,2000,23151.95374
Belgium,2001,23078.41806
Belgium,2002,25006.79135
Belgium,2003,30702.51349
Belgium,2004,35547.53586
Belgium,2005,36927.99908
Belgium,2006,38936.33091
Belgium,2007,44449.68906
Belgium,2008,48561.3564
Belgium,2009,44999.20158
Belgium,2010,44360.90169
Belgium,2011,47801.5969
Belgium,2012,44818.04505
Belgium,2013,46927.24898
Belgium,2014,47516.52114
Belize,1960,304.910282
Belize,1961,316.4169529
Belize,1962,327.1169625
Belize,1963,336.9418353
Belize,1964,351.1651157
Belize,1965,377.5872021
Belize,1966,406.1091231
Belize,1967,420.4057597
Belize,1968,386.9532463
Belize,1969,396.6576417
Belize,1970,435.7011779
Belize,1971,474.448021
Belize,1972,519.5716738
Belize,1973,605.9334407
Belize,1974,786.0750602
Belize,1975,885.9779099
Belize,1976,717.0507879
Belize,1977,858.8155426
Belize,1978,980.7731054
Belize,1979,1074.249158
Belize,1980,1351.013867
Belize,1981,1307.211688
Belize,1982,1183.183936
Belize,1983,1212.938005
Belize,1984,1315.313517
Belize,1985,1268.221398
Belize,1986,1343.87515
Belize,1987,1587.087518
Belize,1988,1760.142198
Belize,1989,1980.443698
Belize,1990,2202.322556
Belize,1991,2323.903422
Belize,1992,2658.592363
Belize,1993,2821.08482
Belize,1994,2870.105956
Belize,1995,2995.872431
Belize,1996,3019.52372
Belize,1997,2994.260907
Belize,1998,3060.526339
Belize,1999,3159.699819
Belize,2000,3486.164318
Belize,2001,3555.66012
Belize,2002,3704.536752
Belize,2003,3833.424942
Belize,2004,3991.284334
Belize,2005,4097.538614
Belize,2006,4363.82655
Belize,2007,4509.296252
Belize,2008,4662.419092
Belize,2009,4441.482346
Belize,2010,4527.336639
Belize,2011,4701.547995
Belize,2012,4856.715732
Belize,2013,4893.926635
Benin,1960,93.02258497
Benin,1961,95.56692204
Benin,1962,94.45187435
Benin,1963,99.84044476
Benin,1964,104.3237589
Benin,1965,110.1326111
Benin,1966,112.9735471
Benin,1967,112.0276403
Benin,1968,117.0224628
Benin,1969,116.1885064
Benin,1970,114.7366636
Benin,1971,112.7455181
Benin,1972,135.0086718
Benin,1973,162.1749431
Benin,1974,174.1707255
Benin,1975,207.4405897
Benin,1976,208.7604401
Benin,1977,218.5292906
Benin,1978,263.6310781
Benin,1979,327.8231499
Benin,1980,377.9566361
Benin,1981,337.7945068
Benin,1982,322.4788073
Benin,1983,270.7670926
Benin,1984,252.4356598
Benin,1985,243.9115095
Benin,1986,302.6655703
Benin,1987,343.6791653
Benin,1988,345.809265
Benin,1989,310.6327258
Benin,1990,391.8934468
Benin,1991,383.2953624
Benin,1992,315.2182868
Benin,1993,407.450188
Benin,1994,276.1591211
Benin,1995,362.4709495
Benin,1996,382.2854406
Benin,1997,356.5782605
Benin,1998,375.0241065
Benin,1999,369.2449748
Benin,2000,339.4730257
Benin,2001,348.3345495
Benin,2002,378.6587084
Benin,2003,464.046143
Benin,2004,511.2929789
Benin,2005,532.6109982
Benin,2006,557.2324469
Benin,2007,633.0045634
Benin,2008,739.2452143
Benin,2009,712.5454071
Benin,2010,690.0022811
Benin,2011,745.3918675
Benin,2012,750.5131242
Benin,2013,804.6924376
Benin,2014,825.226141
Bermuda,1960,1902.402119
Bermuda,1961,1961.538169
Bermuda,1962,2020.385965
Bermuda,1963,2020.265248
Bermuda,1964,2199.727007
Bermuda,1965,2282.216546
Bermuda,1966,2630.850466
Bermuda,1967,2982.749704
Bermuda,1968,2830.188679
Bermuda,1969,3053.703704
Bermuda,1970,3387.272727
Bermuda,1971,3866.300366
Bermuda,1972,4343.173432
Bermuda,1973,5009.29368
Bermuda,1974,5853.932584
Bermuda,1975,6509.433962
Bermuda,1976,7261.278195
Bermuda,1977,8370.786517
Bermuda,1978,8876.865672
Bermuda,1979,9613.3829
Bermuda,1980,11218.21782
Bermuda,1981,13425.97697
Bermuda,1982,14166.17129
Bermuda,1983,15902.02038
Bermuda,1984,17469.82557
Bermuda,1985,18269.53552
Bermuda,1986,20450.66453
Bermuda,1987,22411.79567
Bermuda,1988,24253.17552
Bermuda,1989,25517.92172
Bermuda,1990,26841.51974
Bermuda,1991,27700.30952
Bermuda,1992,28669.68226
Bermuda,1993,30900.69489
Bermuda,1994,31476.06312
Bermuda,1995,33989.72236
Bermuda,1996,44826.78907
Bermuda,1997,48478.88325
Bermuda,1998,51371.74081
Bermuda,1999,54245.45974
Bermuda,2000,56284.16865
Bermuda,2001,58883.95943
Bermuda,2002,62583.1002
Bermuda,2003,66111.72523
Bermuda,2004,70359.31911
Bermuda,2005,75882.03386
Bermuda,2006,83912.6978
Bermuda,2007,90849.58698
Bermuda,2008,93605.74817
Bermuda,2009,88463.31282
Bermuda,2010,88207.32756
Bermuda,2011,85973.15842
Bermuda,2012,85458.45551
Bermuda,2013,85748.06541
Bhutan,1980,328.6612683
Bhutan,1981,345.1965415
Bhutan,1982,342.6992076
Bhutan,1983,372.0965479
Bhutan,1984,370.900713
Bhutan,1985,367.0105575
Bhutan,1986,415.7305593
Bhutan,1987,505.1606045
Bhutan,1988,548.7193911
Bhutan,1989,521.133121
Bhutan,1990,559.5781442
Bhutan,1991,467.4584084
Bhutan,1992,474.715996
Bhutan,1993,453.2065333
Bhutan,1994,529.3352565
Bhutan,1995,595.2671116
Bhutan,1996,617.2933371
Bhutan,1997,702.2302774
Bhutan,1998,706.2562409
Bhutan,1999,763.8289725
Bhutan,2000,778.1664449
Bhutan,2001,820.0560128
Bhutan,2002,897.3943466
Bhutan,2003,1009.155197
Bhutan,2004,1108.518345
Bhutan,2005,1258.991707
Bhutan,2006,1348.820143
Bhutan,2007,1760.602629
Bhutan,2008,1817.981616
Bhutan,2009,1795.14947
Bhutan,2010,2211.446907
Bhutan,2011,2495.386975
Bhutan,2012,2458.395828
Bhutan,2013,2362.581737
Bhutan,2014,2379.215093
Bolivia,1960,167.9358962
Bolivia,1961,178.6670556
Bolivia,1962,191.0530561
Bolivia,1963,201.1678694
Bolivia,1964,221.6076524
Bolivia,1965,242.2988934
Bolivia,1966,258.9901385
Bolivia,1967,275.9853814
Bolivia,1968,226.0423663
Bolivia,1969,234.2919242
Bolivia,1970,241.1932419
Bolivia,1971,253.4997481
Bolivia,1972,283.9378101
Bolivia,1973,278.1858344
Bolivia,1974,451.3357573
Bolivia,1975,504.3222286
Bolivia,1976,559.3622234
Bolivia,1977,645.2329056
Bolivia,1978,733.7970594
Bolivia,1979,843.1610774
Bolivia,1980,845.1427662
Bolivia,1981,1071.763987
Bolivia,1982,993.9185342
Bolivia,1983,940.9966975
